,group,variable,month,RESTAURACIONES CANTIDAD,RESTAURACIONES CANTIDAD,TOTALES,TOTALES,TOTALES
LORETO,atencion odontologica,restauraciones,2013-10-01,1,14,1,14,15
LURIBAY,atencion odontologica,restauraciones,2013-10-01,6,16,6,16,22
MACHACAMARCA,atencion odontologica,restauraciones,2013-10-01,10,28,10,28,38
MACHARETI,atencion odontologica,restauraciones,2013-10-01,12,30,12,30,42
MAGDALENA,atencion odontologica,restauraciones,2013-10-01,44,47,44,47,91
MAIRANA,atencion odontologica,restauraciones,2013-10-01,9,75,9,75,84
MALLA,atencion odontologica,restauraciones,2013-10-01,1,2,1,2,3
MAPIRI,atencion odontologica,restauraciones,2013-10-01,33,41,33,41,74
MECAPACA,atencion odontologica,restauraciones,2013-10-01,18,11,18,11,29
MINEROS,atencion odontologica,restauraciones,2013-10-01,30,139,30,139,169
MIZQUE,atencion odontologica,restauraciones,2013-10-01,12,24,12,24,36
MOCOMOCO,atencion odontologica,restauraciones,2013-10-01,4,18,4,18,22
MOJOCOYA,atencion odontologica,restauraciones,2013-10-01,22,47,22,47,69
MONTEAGUDO,atencion odontologica,restauraciones,2013-10-01,75,190,75,190,265
MONTERO,atencion odontologica,restauraciones,2013-10-01,201,275,201,275,476
MORO MORO,atencion odontologica,restauraciones,2013-10-01,6,6,6,6,12
MOROCHATA,atencion odontologica,restauraciones,2013-10-01,11,61,11,61,72
OCURI,atencion odontologica,restauraciones,2013-10-01,4,9,4,9,13
OKINAWA,atencion odontologica,restauraciones,2013-10-01,8,14,8,14,22
OMEREQUE,atencion odontologica,restauraciones,2013-10-01,2,11,2,11,13
ORURO,atencion odontologica,restauraciones,2013-10-01,1506,2425,1506,2425,3931
PADCAYA,atencion odontologica,restauraciones,2013-10-01,77,93,77,93,170
PADILLA,atencion odontologica,restauraciones,2013-10-01,30,89,30,89,119
PAILON,atencion odontologica,restauraciones,2013-10-01,58,41,58,41,99
PALCA,atencion odontologica,restauraciones,2013-10-01,49,68,49,68,117
PALOS BLANCOS,atencion odontologica,restauraciones,2013-10-01,34,102,34,102,136
PAMPA AULLAGAS,atencion odontologica,restauraciones,2013-10-01,8,28,8,28,36
PAMPA GRANDE,atencion odontologica,restauraciones,2013-10-01,12,39,12,39,51
PAPEL PAMPA,atencion odontologica,restauraciones,2013-10-01,31,40,31,40,71
PASORAPA,atencion odontologica,restauraciones,2013-10-01,3,11,3,11,14
PATACAMAYA,atencion odontologica,restauraciones,2013-10-01,81,67,81,67,148
PAZÑA,atencion odontologica,restauraciones,2013-10-01,26,42,26,42,68
PELECHUCO,atencion odontologica,restauraciones,2013-10-01,32,83,32,83,115
POCOATA,atencion odontologica,restauraciones,2013-10-01,91,95,91,95,186
POCONA,atencion odontologica,restauraciones,2013-10-01,308,405,308,405,713
POJO (CBBA),atencion odontologica,restauraciones,2013-10-01,15,62,15,62,77
POOPO,atencion odontologica,restauraciones,2013-10-01,55,71,55,71,126
PORCO,atencion odontologica,restauraciones,2013-10-01,12,17,12,17,29
POROMA,atencion odontologica,restauraciones,2013-10-01,32,86,32,86,118
PORONGO,atencion odontologica,restauraciones,2013-10-01,2,27,2,27,29
PORTACHUELO,atencion odontologica,restauraciones,2013-10-01,41,75,41,75,116
PORVENIR,atencion odontologica,restauraciones,2013-10-01,10,57,10,57,67
POSTRER VALLE,atencion odontologica,restauraciones,2013-10-01,24,28,24,28,52
POTOSI,atencion odontologica,restauraciones,2013-10-01,623,1275,623,1275,1898
PRESTO,atencion odontologica,restauraciones,2013-10-01,6,45,6,45,51
PUCARA,atencion odontologica,restauraciones,2013-10-01,5,6,5,6,11
PUCARANI,atencion odontologica,restauraciones,2013-10-01,37,60,37,60,97
PUERTO ACOSTA,atencion odontologica,restauraciones,2013-10-01,16,18,16,18,34
PUERTO CARABUCO,atencion odontologica,restauraciones,2013-10-01,26,44,26,44,70
PUERTO GONZALO MORENO,atencion odontologica,restauraciones,2013-10-01,37,35,37,35,72
PUERTO QUIJARRO,atencion odontologica,restauraciones,2013-10-01,44,40,44,40,84
PUERTO RICO,atencion odontologica,restauraciones,2013-10-01,38,86,38,86,124
PUERTO SUAREZ,atencion odontologica,restauraciones,2013-10-01,29,53,29,53,82
PUERTO VILLARROEL,atencion odontologica,restauraciones,2013-10-01,63,154,63,154,217
PUNA,atencion odontologica,restauraciones,2013-10-01,46,157,46,157,203
PUNATA,atencion odontologica,restauraciones,2013-10-01,160,259,160,259,419
QUIABAYA,atencion odontologica,restauraciones,2013-10-01,0,3,0,3,3
QUILLACOLLO,atencion odontologica,restauraciones,2013-10-01,724,854,724,854,1578
QUIME,atencion odontologica,restauraciones,2013-10-01,89,87,89,87,176
QUIRUSILLAS,atencion odontologica,restauraciones,2013-10-01,2,5,2,5,7
RAVELO,atencion odontologica,restauraciones,2013-10-01,11,34,11,34,45
REYES,atencion odontologica,restauraciones,2013-10-01,46,72,46,72,118
RIBERALTA,atencion odontologica,restauraciones,2013-10-01,62,229,62,229,291
ROBORE,atencion odontologica,restauraciones,2013-10-01,22,54,22,54,76
RURRENABAQUE,atencion odontologica,restauraciones,2013-10-01,63,72,63,72,135
SABAYA,atencion odontologica,restauraciones,2013-10-01,7,33,7,33,40
SACABA,atencion odontologica,restauraciones,2013-10-01,825,1214,825,1214,2039
SACABAMBA,atencion odontologica,restauraciones,2013-10-01,0,9,0,9,9
SACACA,atencion odontologica,restauraciones,2013-10-01,6,22,6,22,28
SAIPINA,atencion odontologica,restauraciones,2013-10-01,26,45,26,45,71
SALINAS DE GARCI MENDOZA,atencion odontologica,restauraciones,2013-10-01,61,119,61,119,180
SAMAIPATA,atencion odontologica,restauraciones,2013-10-01,31,60,31,60,91
SAN AGUSTIN,atencion odontologica,restauraciones,2013-10-01,0,2,0,2,2
SAN ANDRES,atencion odontologica,restauraciones,2013-10-01,4,5,4,5,9
SAN ANDRES DE MACHACA,atencion odontologica,restauraciones,2013-10-01,152,159,152,159,311
SAN ANTONIO DE ESMORUCO,atencion odontologica,restauraciones,2013-10-01,4,13,4,13,17
SAN ANTONIO DE LOMERIO,atencion odontologica,restauraciones,2013-10-01,15,28,15,28,43
SAN BENITO,atencion odontologica,restauraciones,2013-10-01,27,38,27,38,65
SAN BORJA,atencion odontologica,restauraciones,2013-10-01,169,268,169,268,437
SAN BUENA VENTURA,atencion odontologica,restauraciones,2013-10-01,2,23,2,23,25
SAN CARLOS,atencion odontologica,restauraciones,2013-10-01,33,71,33,71,104
SAN IGNACIO,atencion odontologica,restauraciones,2013-10-01,117,237,117,237,354
SAN IGNACIO DE VELASCO,atencion odontologica,restauraciones,2013-10-01,42,60,42,60,102
SAN JAVIER(BNI),atencion odontologica,restauraciones,2013-10-01,4,0,4,0,4
SAN JAVIER(STC),atencion odontologica,restauraciones,2013-10-01,18,20,18,20,38
SAN JOAQUIN,atencion odontologica,restauraciones,2013-10-01,17,20,17,20,37
SAN JOSE DE CHIQUITOS,atencion odontologica,restauraciones,2013-10-01,98,145,98,145,243
SAN JUAN DE YAPACANI,atencion odontologica,restauraciones,2013-10-01,46,68,46,68,114
SAN JULIAN,atencion odontologica,restauraciones,2013-10-01,96,101,96,101,197
SAN LORENZO(PND),atencion odontologica,restauraciones,2013-10-01,4,6,4,6,10
SAN LORENZO(TJA),atencion odontologica,restauraciones,2013-10-01,113,342,113,342,455
SAN LUCAS,atencion odontologica,restauraciones,2013-10-01,73,112,73,112,185
SAN MATIAS,atencion odontologica,restauraciones,2013-10-01,1,2,1,2,3
SAN MIGUEL DE VELASCO,atencion odontologica,restauraciones,2013-10-01,24,18,24,18,42
SAN PABLO DE LIPEZ,atencion odontologica,restauraciones,2013-10-01,10,25,10,25,35
SAN PEDRO,atencion odontologica,restauraciones,2013-10-01,37,55,37,55,92
SAN PEDRO DE BUENA VISTA,atencion odontologica,restauraciones,2013-10-01,12,57,12,57,69
SAN PEDRO DE CURAHUARA,atencion odontologica,restauraciones,2013-10-01,0,26,0,26,26
SAN PEDRO DE QUEMES,atencion odontologica,restauraciones,2013-10-01,4,6,4,6,10
SAN PEDRO DE TIQUINA,atencion odontologica,restauraciones,2013-10-01,11,12,11,12,23
SAN RAFAEL,atencion odontologica,restauraciones,2013-10-01,5,18,5,18,23
SAN RAMON BENI,atencion odontologica,restauraciones,2013-10-01,5,34,5,34,39
SAN RAMON SCZ,atencion odontologica,restauraciones,2013-10-01,14,16,14,16,30
SANTA ANA,atencion odontologica,restauraciones,2013-10-01,49,147,49,147,196
SANTA CRUZ DE LA SIERRA,atencion odontologica,restauraciones,2013-10-01,2598,4876,2598,4876,7474
SANTA ROSA,atencion odontologica,restauraciones,2013-10-01,87,84,87,84,171
SANTA ROSA DEL SARA,atencion odontologica,restauraciones,2013-10-01,34,99,34,99,133
SANTIAGO DE CALLAPA,atencion odontologica,restauraciones,2013-10-01,0,5,0,5,5
SANTIAGO DE HUARI,atencion odontologica,restauraciones,2013-10-01,142,167,142,167,309
SANTIAGO DE HUATA,atencion odontologica,restauraciones,2013-10-01,10,38,10,38,48
SANTIAGO DE MACHACA,atencion odontologica,restauraciones,2013-10-01,46,56,46,56,102
SANTIVAÑES,atencion odontologica,restauraciones,2013-10-01,28,39,28,39,67
SANTUARIO DE QUILLACAS,atencion odontologica,restauraciones,2013-10-01,37,43,37,43,80
SAPAHAQUI,atencion odontologica,restauraciones,2013-10-01,13,11,13,11,24
SENA,atencion odontologica,restauraciones,2013-10-01,2,9,2,9,11
SICA SICA (VILLA AROMA),atencion odontologica,restauraciones,2013-10-01,31,35,31,35,66
SICAYA,atencion odontologica,restauraciones,2013-10-01,0,15,0,15,15
SIPE SIPE,atencion odontologica,restauraciones,2013-10-01,150,285,150,285,435
SOPACHUY,atencion odontologica,restauraciones,2013-10-01,34,62,34,62,96
SORACACHI,atencion odontologica,restauraciones,2013-10-01,13,22,13,22,35
SORATA,atencion odontologica,restauraciones,2013-10-01,0,1,0,1,1
SUCRE,atencion odontologica,restauraciones,2013-10-01,2635,3963,2635,3963,6598
TACACHI,atencion odontologica,restauraciones,2013-10-01,1,1,1,1,2
TACACOMA,atencion odontologica,restauraciones,2013-10-01,16,32,16,32,48
TACOBAMBA,atencion odontologica,restauraciones,2013-10-01,1,0,1,0,1
TACOPAYA,atencion odontologica,restauraciones,2013-10-01,11,31,11,31,42
TAPACARI,atencion odontologica,restauraciones,2013-10-01,79,164,79,164,243
TARABUCO,atencion odontologica,restauraciones,2013-10-01,17,35,17,35,52
TARACO,atencion odontologica,restauraciones,2013-10-01,15,18,15,18,33
TARATA,atencion odontologica,restauraciones,2013-10-01,40,96,40,96,136
TARIJA,atencion odontologica,restauraciones,2013-10-01,2553,4500,2553,4500,7053
TARVITA,atencion odontologica,restauraciones,2013-10-01,35,63,35,63,98
TEOPONTE,atencion odontologica,restauraciones,2013-10-01,9,14,9,14,23
TIAWANACU,atencion odontologica,restauraciones,2013-10-01,9,22,9,22,31
TINGUIPAYA,atencion odontologica,restauraciones,2013-10-01,6,18,6,18,24
TIPUANI,atencion odontologica,restauraciones,2013-10-01,10,26,10,26,36
TIQUIPAYA,atencion odontologica,restauraciones,2013-10-01,425,951,425,951,1376
TIRAQUE (CBBA),atencion odontologica,restauraciones,2013-10-01,24,48,24,48,72
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,restauraciones,2013-10-01,1,2,1,2,3
TOCO,atencion odontologica,restauraciones,2013-10-01,9,48,9,48,57
TOLATA,atencion odontologica,restauraciones,2013-10-01,7,30,7,30,37
TOLEDO,atencion odontologica,restauraciones,2013-10-01,13,23,13,23,36
TOMAVE,atencion odontologica,restauraciones,2013-10-01,13,33,13,33,46
TOMINA,atencion odontologica,restauraciones,2013-10-01,46,68,46,68,114
TORO TORO,atencion odontologica,restauraciones,2013-10-01,13,46,13,46,59
TOTORA(CBBA),atencion odontologica,restauraciones,2013-10-01,75,118,75,118,193
TOTORA(ORR),atencion odontologica,restauraciones,2013-10-01,5,9,5,9,14
TRIGAL,atencion odontologica,restauraciones,2013-10-01,7,12,7,12,19
TRINIDAD,atencion odontologica,restauraciones,2013-10-01,457,616,457,616,1073
TUPIZA,atencion odontologica,restauraciones,2013-10-01,64,169,64,169,233
TURCO,atencion odontologica,restauraciones,2013-10-01,6,30,6,30,36
UNCIA,atencion odontologica,restauraciones,2013-10-01,54,52,54,52,106
URIONDO (A. CONCEPCION),atencion odontologica,restauraciones,2013-10-01,214,404,214,404,618
URUBICHA,atencion odontologica,restauraciones,2013-10-01,1,10,1,10,11
UYUNI,atencion odontologica,restauraciones,2013-10-01,42,72,42,72,114
VACAS,atencion odontologica,restauraciones,2013-10-01,35,76,35,76,111
VALLEGRANDE,atencion odontologica,restauraciones,2013-10-01,76,159,76,159,235
VIACHA,atencion odontologica,restauraciones,2013-10-01,140,210,140,210,350
VILA VILA,atencion odontologica,restauraciones,2013-10-01,6,10,6,10,16
VILLA CHARCAS,atencion odontologica,restauraciones,2013-10-01,25,33,25,33,58
VILLA MONTES,atencion odontologica,restauraciones,2013-10-01,245,444,245,444,689
VILLA NUEVA (LOMA ALTA),atencion odontologica,restauraciones,2013-10-01,9,10,9,10,19
VILLA RIVERO,atencion odontologica,restauraciones,2013-10-01,15,41,15,41,56
VILLA SERRANO,atencion odontologica,restauraciones,2013-10-01,96,104,96,104,200
VILLA TUNARI,atencion odontologica,restauraciones,2013-10-01,242,542,242,542,784
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,restauraciones,2013-10-01,66,64,66,64,130
VILLAZON,atencion odontologica,restauraciones,2013-10-01,54,119,54,119,173
VINTO,atencion odontologica,restauraciones,2013-10-01,145,245,145,245,390
VITICHI,atencion odontologica,restauraciones,2013-10-01,17,58,17,58,75
WALDO BALLIVIAN,atencion odontologica,restauraciones,2013-10-01,0,3,0,3,3
WARNES,atencion odontologica,restauraciones,2013-10-01,110,258,110,258,368
YACO,atencion odontologica,restauraciones,2013-10-01,2,9,2,9,11
YACUIBA,atencion odontologica,restauraciones,2013-10-01,344,504,344,504,848
YAMPARAEZ,atencion odontologica,restauraciones,2013-10-01,14,53,14,53,67
YANACACHI,atencion odontologica,restauraciones,2013-10-01,10,19,10,19,29
YAPACANI,atencion odontologica,restauraciones,2013-10-01,117,393,117,393,510
YOCALLA,atencion odontologica,restauraciones,2013-10-01,7,20,7,20,27
YOTALA,atencion odontologica,restauraciones,2013-10-01,8,41,8,41,49
YUNCHARA,atencion odontologica,restauraciones,2013-10-01,45,122,45,122,167
ZUDAÑEZ,atencion odontologica,restauraciones,2013-10-01,15,18,15,18,33
ACACIO,atencion odontologica,restauraciones,2013-11-01,18,19,18,19,37
ACHACACHI,atencion odontologica,restauraciones,2013-11-01,125,224,125,224,349
ACHOCALLA,atencion odontologica,restauraciones,2013-11-01,18,18,18,18,36
AIQUILE,atencion odontologica,restauraciones,2013-11-01,60,132,60,132,192
ALALAY,atencion odontologica,restauraciones,2013-11-01,8,22,8,22,30
ALCALA,atencion odontologica,restauraciones,2013-11-01,13,30,13,30,43
ALTO BENI,atencion odontologica,restauraciones,2013-11-01,10,12,10,12,22
ANCORAIMES,atencion odontologica,restauraciones,2013-11-01,3,10,3,10,13
ANDAMARCA,atencion odontologica,restauraciones,2013-11-01,24,27,24,27,51
ANTEQUERA,atencion odontologica,restauraciones,2013-11-01,31,27,31,27,58
ANZALDO,atencion odontologica,restauraciones,2013-11-01,16,28,16,28,44
APOLO,atencion odontologica,restauraciones,2013-11-01,22,45,22,45,67
ARAMPAMPA,atencion odontologica,restauraciones,2013-11-01,36,30,36,30,66
ARANI,atencion odontologica,restauraciones,2013-11-01,10,17,10,17,27
ARBIETO,atencion odontologica,restauraciones,2013-11-01,39,94,39,94,133
ARQUE,atencion odontologica,restauraciones,2013-11-01,59,88,59,88,147
ASCENCION DE GUARAYOS,atencion odontologica,restauraciones,2013-11-01,23,31,23,31,54
ATOCHA,atencion odontologica,restauraciones,2013-11-01,143,222,143,222,365
AUCAPATA,atencion odontologica,restauraciones,2013-11-01,3,4,3,4,7
AYATA,atencion odontologica,restauraciones,2013-11-01,5,11,5,11,16
AYO AYO,atencion odontologica,restauraciones,2013-11-01,6,20,6,20,26
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,restauraciones,2013-11-01,150,209,150,209,359
AZURDUY,atencion odontologica,restauraciones,2013-11-01,5,21,5,21,26
BATALLAS,atencion odontologica,restauraciones,2013-11-01,23,61,23,61,84
BAURES,atencion odontologica,restauraciones,2013-11-01,22,33,22,33,55
BELEN DE ANDAMARCA,atencion odontologica,restauraciones,2013-11-01,12,27,12,27,39
BELEN DE URMIRI,atencion odontologica,restauraciones,2013-11-01,2,3,2,3,5
BELLA FLOR,atencion odontologica,restauraciones,2013-11-01,4,9,4,9,13
BERMEJO,atencion odontologica,restauraciones,2013-11-01,184,458,184,458,642
BETANZOS,atencion odontologica,restauraciones,2013-11-01,43,81,43,81,124
BOLIVAR,atencion odontologica,restauraciones,2013-11-01,12,26,12,26,38
BOYUIBE,atencion odontologica,restauraciones,2013-11-01,0,6,0,6,6
BUENA VISTA,atencion odontologica,restauraciones,2013-11-01,19,51,19,51,70
CABEZAS,atencion odontologica,restauraciones,2013-11-01,16,49,16,49,65
CAIROMA,atencion odontologica,restauraciones,2013-11-01,7,16,7,16,23
"CAIZA ""D""",atencion odontologica,restauraciones,2013-11-01,9,41,9,41,50
CAJUATA,atencion odontologica,restauraciones,2013-11-01,19,48,19,48,67
CALACOTO,atencion odontologica,restauraciones,2013-11-01,2,7,2,7,9
CALAMARCA,atencion odontologica,restauraciones,2013-11-01,33,82,33,82,115
CAMARGO,atencion odontologica,restauraciones,2013-11-01,38,88,38,88,126
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,restauraciones,2013-11-01,17,51,17,51,68
CAMIRI,atencion odontologica,restauraciones,2013-11-01,90,214,90,214,304
CAPINOTA,atencion odontologica,restauraciones,2013-11-01,84,81,84,81,165
CAQUIAVIRI,atencion odontologica,restauraciones,2013-11-01,8,17,8,17,25
CARACOLLO,atencion odontologica,restauraciones,2013-11-01,20,69,20,69,89
CARANAVI,atencion odontologica,restauraciones,2013-11-01,93,111,93,111,204
CARAPARI,atencion odontologica,restauraciones,2013-11-01,123,187,123,187,310
CARIPUYO,atencion odontologica,restauraciones,2013-11-01,23,54,23,54,77
CARMEN RIVERO TORREZ,atencion odontologica,restauraciones,2013-11-01,12,17,12,17,29
CATACORA,atencion odontologica,restauraciones,2013-11-01,25,30,25,30,55
CHALLAPATA,atencion odontologica,restauraciones,2013-11-01,156,299,156,299,455
CHAQUI,atencion odontologica,restauraciones,2013-11-01,0,14,0,14,14
CHARAGUA,atencion odontologica,restauraciones,2013-11-01,27,59,27,59,86
CHARAÑA,atencion odontologica,restauraciones,2013-11-01,2,6,2,6,8
CHAYANTA,atencion odontologica,restauraciones,2013-11-01,31,53,31,53,84
CHIMORE,atencion odontologica,restauraciones,2013-11-01,5,13,5,13,18
CHIPAYA,atencion odontologica,restauraciones,2013-11-01,1,7,1,7,8
CHOQUE COTA,atencion odontologica,restauraciones,2013-11-01,12,13,12,13,25
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,restauraciones,2013-11-01,36,146,36,146,182
CHUMA,atencion odontologica,restauraciones,2013-11-01,35,53,35,53,88
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,restauraciones,2013-11-01,35,59,35,59,94
CKOCHAS,atencion odontologica,restauraciones,2013-11-01,11,49,11,49,60
CLIZA,atencion odontologica,restauraciones,2013-11-01,61,110,61,110,171
COBIJA,atencion odontologica,restauraciones,2013-11-01,178,279,178,279,457
COCAPATA,atencion odontologica,restauraciones,2013-11-01,37,43,37,43,80
COCHABAMBA,atencion odontologica,restauraciones,2013-11-01,4103,5609,4103,5609,9712
COIPASA,atencion odontologica,restauraciones,2013-11-01,17,22,17,22,39
COLCAPIRHUA,atencion odontologica,restauraciones,2013-11-01,196,270,196,270,466
"COLCHA ""K""",atencion odontologica,restauraciones,2013-11-01,8,11,8,11,19
COLLANA,atencion odontologica,restauraciones,2013-11-01,3,15,3,15,18
COLOMI,atencion odontologica,restauraciones,2013-11-01,24,31,24,31,55
COLPA BELGICA,atencion odontologica,restauraciones,2013-11-01,7,12,7,12,19
COLQUECHACA,atencion odontologica,restauraciones,2013-11-01,31,142,31,142,173
COLQUENCHA,atencion odontologica,restauraciones,2013-11-01,10,15,10,15,25
COLQUIRI,atencion odontologica,restauraciones,2013-11-01,48,49,48,49,97
COMANCHE,atencion odontologica,restauraciones,2013-11-01,43,79,43,79,122
COMARAPA,atencion odontologica,restauraciones,2013-11-01,44,94,44,94,138
COMBAYA,atencion odontologica,restauraciones,2013-11-01,3,5,3,5,8
CONCEPCION,atencion odontologica,restauraciones,2013-11-01,19,20,19,20,39
COPACABANA,atencion odontologica,restauraciones,2013-11-01,13,25,13,25,38
CORO CORO,atencion odontologica,restauraciones,2013-11-01,0,11,0,11,11
COROICO,atencion odontologica,restauraciones,2013-11-01,58,85,58,85,143
CORQUE,atencion odontologica,restauraciones,2013-11-01,6,18,6,18,24
COTAGAITA,atencion odontologica,restauraciones,2013-11-01,110,145,110,145,255
COTOCA,atencion odontologica,restauraciones,2013-11-01,1,47,1,47,48
CUATRO CAÑADAS,atencion odontologica,restauraciones,2013-11-01,28,104,28,104,132
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,restauraciones,2013-11-01,1,2,1,2,3
CUEVO,atencion odontologica,restauraciones,2013-11-01,9,11,9,11,20
CULPINA,atencion odontologica,restauraciones,2013-11-01,5,71,5,71,76
CURAHUARA DE CARANGAS,atencion odontologica,restauraciones,2013-11-01,3,0,3,0,3
DESAGUADERO,atencion odontologica,restauraciones,2013-11-01,35,25,35,25,60
EL ALTO,atencion odontologica,restauraciones,2013-11-01,3345,4791,3345,4791,8136
EL CHORO,atencion odontologica,restauraciones,2013-11-01,6,17,6,17,23
EL PUENTE(STC),atencion odontologica,restauraciones,2013-11-01,18,27,18,27,45
EL PUENTE(TJA),atencion odontologica,restauraciones,2013-11-01,25,73,25,73,98
EL TORNO,atencion odontologica,restauraciones,2013-11-01,110,277,110,277,387
EL VILLAR,atencion odontologica,restauraciones,2013-11-01,87,51,87,51,138
ENTRE RIOS TRJ,atencion odontologica,restauraciones,2013-11-01,71,145,71,145,216
ENTRE RIOS CBBA,atencion odontologica,restauraciones,2013-11-01,59,113,59,113,172
ESCOMA,atencion odontologica,restauraciones,2013-11-01,21,30,21,30,51
EUCALIPTUS,atencion odontologica,restauraciones,2013-11-01,10,21,10,21,31
EXALTACION,atencion odontologica,restauraciones,2013-11-01,10,0,10,0,10
FERNANDEZ ALONSO,atencion odontologica,restauraciones,2013-11-01,63,86,63,86,149
FILADELFIA,atencion odontologica,restauraciones,2013-11-01,10,3,10,3,13
GENERAL SAAVEDRA,atencion odontologica,restauraciones,2013-11-01,9,35,9,35,44
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,restauraciones,2013-11-01,19,41,19,41,60
GUANAY,atencion odontologica,restauraciones,2013-11-01,12,14,12,14,26
GUAQUI,atencion odontologica,restauraciones,2013-11-01,13,22,13,22,35
GUAYARAMERIN,atencion odontologica,restauraciones,2013-11-01,172,333,172,333,505
GUTIERREZ,atencion odontologica,restauraciones,2013-11-01,24,60,24,60,84
HUACARETA,atencion odontologica,restauraciones,2013-11-01,40,69,40,69,109
HUACAYA (VILLA DE HUACAYA),atencion odontologica,restauraciones,2013-11-01,22,30,22,30,52
HUACHACALLA,atencion odontologica,restauraciones,2013-11-01,6,7,6,7,13
HUANUNI,atencion odontologica,restauraciones,2013-11-01,76,106,76,106,182
HUARACAJE,atencion odontologica,restauraciones,2013-11-01,11,12,11,12,23
HUARINA,atencion odontologica,restauraciones,2013-11-01,4,18,4,18,22
HUAYLLAMARCA,atencion odontologica,restauraciones,2013-11-01,47,47,47,47,94
ICHOCA,atencion odontologica,restauraciones,2013-11-01,3,12,3,12,15
ICLA,atencion odontologica,restauraciones,2013-11-01,24,33,24,33,57
INCAHUASI,atencion odontologica,restauraciones,2013-11-01,26,69,26,69,95
INQUISIVI,atencion odontologica,restauraciones,2013-11-01,99,125,99,125,224
IRUPANA (VILLA DE LANZA),atencion odontologica,restauraciones,2013-11-01,45,106,45,106,151
JESUS DE MACHACA,atencion odontologica,restauraciones,2013-11-01,29,37,29,37,66
LA ASUNTA,atencion odontologica,restauraciones,2013-11-01,28,80,28,80,108
LA GUARDIA,atencion odontologica,restauraciones,2013-11-01,34,82,34,82,116
LA PAZ,atencion odontologica,restauraciones,2013-11-01,4423,6844,4423,6844,11267
LAGUNILLAS,atencion odontologica,restauraciones,2013-11-01,2,2,2,2,4
LAJA,atencion odontologica,restauraciones,2013-11-01,17,49,17,49,66
LAS CARRERAS,atencion odontologica,restauraciones,2013-11-01,10,20,10,20,30
LICOMA PAMPA,atencion odontologica,restauraciones,2013-11-01,2,4,2,4,6
LLALLAGUA,atencion odontologica,restauraciones,2013-11-01,100,250,100,250,350
LLICA,atencion odontologica,restauraciones,2013-11-01,8,7,8,7,15
LORETO,atencion odontologica,restauraciones,2013-11-01,1,1,1,1,2
LURIBAY,atencion odontologica,restauraciones,2013-11-01,6,16,6,16,22
MACHACAMARCA,atencion odontologica,restauraciones,2013-11-01,10,23,10,23,33
MACHARETI,atencion odontologica,restauraciones,2013-11-01,8,27,8,27,35
MAGDALENA,atencion odontologica,restauraciones,2013-11-01,36,75,36,75,111
MAIRANA,atencion odontologica,restauraciones,2013-11-01,4,34,4,34,38
MALLA,atencion odontologica,restauraciones,2013-11-01,0,2,0,2,2
MAPIRI,atencion odontologica,restauraciones,2013-11-01,25,22,25,22,47
MECAPACA,atencion odontologica,restauraciones,2013-11-01,28,21,28,21,49
MINEROS,atencion odontologica,restauraciones,2013-11-01,110,28,110,28,138
MIZQUE,atencion odontologica,restauraciones,2013-11-01,16,48,16,48,64
MOCOMOCO,atencion odontologica,restauraciones,2013-11-01,23,23,23,23,46
MOJOCOYA,atencion odontologica,restauraciones,2013-11-01,19,57,19,57,76
MONTEAGUDO,atencion odontologica,restauraciones,2013-11-01,140,257,140,257,397
MONTERO,atencion odontologica,restauraciones,2013-11-01,144,310,144,310,454
MORO MORO,atencion odontologica,restauraciones,2013-11-01,6,17,6,17,23
MOROCHATA,atencion odontologica,restauraciones,2013-11-01,24,44,24,44,68
OCURI,atencion odontologica,restauraciones,2013-11-01,14,22,14,22,36
OKINAWA,atencion odontologica,restauraciones,2013-11-01,15,23,15,23,38
OMEREQUE,atencion odontologica,restauraciones,2013-11-01,13,15,13,15,28
ORURO,atencion odontologica,restauraciones,2013-11-01,1200,1900,1200,1900,3100
PADCAYA,atencion odontologica,restauraciones,2013-11-01,68,101,68,101,169
PADILLA,atencion odontologica,restauraciones,2013-11-01,40,98,40,98,138
PAILON,atencion odontologica,restauraciones,2013-11-01,31,72,31,72,103
PALCA,atencion odontologica,restauraciones,2013-11-01,32,62,32,62,94
PALOS BLANCOS,atencion odontologica,restauraciones,2013-11-01,65,109,65,109,174
PAMPA AULLAGAS,atencion odontologica,restauraciones,2013-11-01,1,5,1,5,6
PAMPA GRANDE,atencion odontologica,restauraciones,2013-11-01,10,24,10,24,34
PAPEL PAMPA,atencion odontologica,restauraciones,2013-11-01,22,34,22,34,56
PASORAPA,atencion odontologica,restauraciones,2013-11-01,5,12,5,12,17
PATACAMAYA,atencion odontologica,restauraciones,2013-11-01,39,64,39,64,103
PAZÑA,atencion odontologica,restauraciones,2013-11-01,17,39,17,39,56
PELECHUCO,atencion odontologica,restauraciones,2013-11-01,15,63,15,63,78
POCOATA,atencion odontologica,restauraciones,2013-11-01,36,83,36,83,119
POCONA,atencion odontologica,restauraciones,2013-11-01,2857,243,2857,243,3100
