,group,variable,month,OTRAS ACCIONES CANTIDAD,OTRAS ACCIONES CANTIDAD,TOTALES,TOTALES,TOTALES
SAN CARLOS,atencion odontologica,otras acciones,2013-10-01,9,5,9,5,14
SAN IGNACIO,atencion odontologica,otras acciones,2013-10-01,15,31,15,31,46
SAN IGNACIO DE VELASCO,atencion odontologica,otras acciones,2013-10-01,319,333,319,333,652
SAN JOSE DE CHIQUITOS,atencion odontologica,otras acciones,2013-10-01,2,9,2,9,11
SAN JUAN DE YAPACANI,atencion odontologica,otras acciones,2013-10-01,3,11,3,11,14
SAN LORENZO(PND),atencion odontologica,otras acciones,2013-10-01,2,4,2,4,6
SAN LORENZO(TJA),atencion odontologica,otras acciones,2013-10-01,187,287,187,287,474
SAN LUCAS,atencion odontologica,otras acciones,2013-10-01,55,111,55,111,166
SAN MATIAS,atencion odontologica,otras acciones,2013-10-01,4,4,4,4,8
SAN MIGUEL DE VELASCO,atencion odontologica,otras acciones,2013-10-01,36,66,36,66,102
SAN PABLO DE LIPEZ,atencion odontologica,otras acciones,2013-10-01,2,3,2,3,5
SAN PEDRO,atencion odontologica,otras acciones,2013-10-01,14,38,14,38,52
SAN PEDRO DE BUENA VISTA,atencion odontologica,otras acciones,2013-10-01,12,45,12,45,57
SAN PEDRO DE CURAHUARA,atencion odontologica,otras acciones,2013-10-01,2,5,2,5,7
SAN PEDRO DE TIQUINA,atencion odontologica,otras acciones,2013-10-01,2,4,2,4,6
SAN RAFAEL,atencion odontologica,otras acciones,2013-10-01,24,21,24,21,45
SANTA ANA,atencion odontologica,otras acciones,2013-10-01,9,32,9,32,41
SANTA CRUZ DE LA SIERRA,atencion odontologica,otras acciones,2013-10-01,658,1018,658,1018,1676
SANTA ROSA DEL SARA,atencion odontologica,otras acciones,2013-10-01,16,33,16,33,49
SANTIAGO DE CALLAPA,atencion odontologica,otras acciones,2013-10-01,3,3,3,3,6
SANTIAGO DE HUARI,atencion odontologica,otras acciones,2013-10-01,81,122,81,122,203
SANTIAGO DE MACHACA,atencion odontologica,otras acciones,2013-10-01,4,5,4,5,9
SANTIVAÑES,atencion odontologica,otras acciones,2013-10-01,19,25,19,25,44
SANTUARIO DE QUILLACAS,atencion odontologica,otras acciones,2013-10-01,10,5,10,5,15
SAPAHAQUI,atencion odontologica,otras acciones,2013-10-01,10,12,10,12,22
SENA,atencion odontologica,otras acciones,2013-10-01,140,119,140,119,259
SICA SICA (VILLA AROMA),atencion odontologica,otras acciones,2013-10-01,7,6,7,6,13
SICAYA,atencion odontologica,otras acciones,2013-10-01,6,33,6,33,39
SIPE SIPE,atencion odontologica,otras acciones,2013-10-01,25,44,25,44,69
SOPACHUY,atencion odontologica,otras acciones,2013-10-01,29,66,29,66,95
SORACACHI,atencion odontologica,otras acciones,2013-10-01,18,29,18,29,47
SORATA,atencion odontologica,otras acciones,2013-10-01,3,1,3,1,4
SUCRE,atencion odontologica,otras acciones,2013-10-01,1381,1943,1381,1943,3324
TACACHI,atencion odontologica,otras acciones,2013-10-01,2,1,2,1,3
TACOBAMBA,atencion odontologica,otras acciones,2013-10-01,1,1,1,1,2
TACOPAYA,atencion odontologica,otras acciones,2013-10-01,2,1,2,1,3
TAPACARI,atencion odontologica,otras acciones,2013-10-01,30,49,30,49,79
TARABUCO,atencion odontologica,otras acciones,2013-10-01,18,30,18,30,48
TARACO,atencion odontologica,otras acciones,2013-10-01,19,21,19,21,40
TARATA,atencion odontologica,otras acciones,2013-10-01,11,10,11,10,21
TARIJA,atencion odontologica,otras acciones,2013-10-01,1592,2309,1592,2309,3901
TARVITA,atencion odontologica,otras acciones,2013-10-01,32,68,32,68,100
TIAWANACU,atencion odontologica,otras acciones,2013-10-01,19,32,19,32,51
TINGUIPAYA,atencion odontologica,otras acciones,2013-10-01,14,40,14,40,54
TIPUANI,atencion odontologica,otras acciones,2013-10-01,9,35,9,35,44
TIQUIPAYA,atencion odontologica,otras acciones,2013-10-01,80,151,80,151,231
TIRAQUE (CBBA),atencion odontologica,otras acciones,2013-10-01,27,51,27,51,78
TOCO,atencion odontologica,otras acciones,2013-10-01,0,10,0,10,10
TOLATA,atencion odontologica,otras acciones,2013-10-01,13,36,13,36,49
TOLEDO,atencion odontologica,otras acciones,2013-10-01,4,2,4,2,6
TOMAVE,atencion odontologica,otras acciones,2013-10-01,30,34,30,34,64
TOMINA,atencion odontologica,otras acciones,2013-10-01,181,190,181,190,371
TORO TORO,atencion odontologica,otras acciones,2013-10-01,48,121,48,121,169
TOTORA(CBBA),atencion odontologica,otras acciones,2013-10-01,2,3,2,3,5
TOTORA(ORR),atencion odontologica,otras acciones,2013-10-01,2,15,2,15,17
TRINIDAD,atencion odontologica,otras acciones,2013-10-01,98,164,98,164,262
TUPIZA,atencion odontologica,otras acciones,2013-10-01,58,121,58,121,179
TURCO,atencion odontologica,otras acciones,2013-10-01,12,36,12,36,48
UNCIA,atencion odontologica,otras acciones,2013-10-01,17,20,17,20,37
URIONDO (A. CONCEPCION),atencion odontologica,otras acciones,2013-10-01,126,286,126,286,412
URUBICHA,atencion odontologica,otras acciones,2013-10-01,7,13,7,13,20
VACAS,atencion odontologica,otras acciones,2013-10-01,26,50,26,50,76
VALLEGRANDE,atencion odontologica,otras acciones,2013-10-01,151,174,151,174,325
VIACHA,atencion odontologica,otras acciones,2013-10-01,126,45,126,45,171
VILA VILA,atencion odontologica,otras acciones,2013-10-01,11,14,11,14,25
VILLA CHARCAS,atencion odontologica,otras acciones,2013-10-01,8,18,8,18,26
VILLA MONTES,atencion odontologica,otras acciones,2013-10-01,195,221,195,221,416
VILLA RIVERO,atencion odontologica,otras acciones,2013-10-01,6,12,6,12,18
VILLA SERRANO,atencion odontologica,otras acciones,2013-10-01,116,134,116,134,250
VILLA TUNARI,atencion odontologica,otras acciones,2013-10-01,64,77,64,77,141
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,otras acciones,2013-10-01,96,132,96,132,228
VILLAZON,atencion odontologica,otras acciones,2013-10-01,106,199,106,199,305
VINTO,atencion odontologica,otras acciones,2013-10-01,24,43,24,43,67
VITICHI,atencion odontologica,otras acciones,2013-10-01,51,78,51,78,129
WALDO BALLIVIAN,atencion odontologica,otras acciones,2013-10-01,2,5,2,5,7
WARNES,atencion odontologica,otras acciones,2013-10-01,32,72,32,72,104
YACO,atencion odontologica,otras acciones,2013-10-01,2,1,2,1,3
YACUIBA,atencion odontologica,otras acciones,2013-10-01,109,192,109,192,301
YAMPARAEZ,atencion odontologica,otras acciones,2013-10-01,34,80,34,80,114
YANACACHI,atencion odontologica,otras acciones,2013-10-01,22,16,22,16,38
YAPACANI,atencion odontologica,otras acciones,2013-10-01,17,72,17,72,89
YOCALLA,atencion odontologica,otras acciones,2013-10-01,18,46,18,46,64
YOTALA,atencion odontologica,otras acciones,2013-10-01,18,80,18,80,98
YUNCHARA,atencion odontologica,otras acciones,2013-10-01,16,26,16,26,42
ZUDAÑEZ,atencion odontologica,otras acciones,2013-10-01,16,69,16,69,85
ACACIO,atencion odontologica,otras acciones,2013-11-01,12,12,12,12,24
ACHACACHI,atencion odontologica,otras acciones,2013-11-01,134,227,134,227,361
ACHOCALLA,atencion odontologica,otras acciones,2013-11-01,31,46,31,46,77
AIQUILE,atencion odontologica,otras acciones,2013-11-01,9,0,9,0,9
ALALAY,atencion odontologica,otras acciones,2013-11-01,0,2,0,2,2
ALCALA,atencion odontologica,otras acciones,2013-11-01,15,28,15,28,43
ALTO BENI,atencion odontologica,otras acciones,2013-11-01,9,6,9,6,15
ANCORAIMES,atencion odontologica,otras acciones,2013-11-01,3,2,3,2,5
ANDAMARCA,atencion odontologica,otras acciones,2013-11-01,18,27,18,27,45
ANTEQUERA,atencion odontologica,otras acciones,2013-11-01,37,46,37,46,83
ANZALDO,atencion odontologica,otras acciones,2013-11-01,4,7,4,7,11
APOLO,atencion odontologica,otras acciones,2013-11-01,1,8,1,8,9
ARAMPAMPA,atencion odontologica,otras acciones,2013-11-01,3,3,3,3,6
ARANI,atencion odontologica,otras acciones,2013-11-01,5,36,5,36,41
ARBIETO,atencion odontologica,otras acciones,2013-11-01,0,3,0,3,3
ARQUE,atencion odontologica,otras acciones,2013-11-01,16,22,16,22,38
ATOCHA,atencion odontologica,otras acciones,2013-11-01,202,278,202,278,480
AUCAPATA,atencion odontologica,otras acciones,2013-11-01,6,4,6,4,10
AYATA,atencion odontologica,otras acciones,2013-11-01,5,3,5,3,8
AYO AYO,atencion odontologica,otras acciones,2013-11-01,4,14,4,14,18
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,otras acciones,2013-11-01,56,63,56,63,119
AZURDUY,atencion odontologica,otras acciones,2013-11-01,6,20,6,20,26
BAURES,atencion odontologica,otras acciones,2013-11-01,16,18,16,18,34
BELEN DE ANDAMARCA,atencion odontologica,otras acciones,2013-11-01,3,10,3,10,13
BELEN DE URMIRI,atencion odontologica,otras acciones,2013-11-01,3,4,3,4,7
BELLA FLOR,atencion odontologica,otras acciones,2013-11-01,0,2,0,2,2
BERMEJO,atencion odontologica,otras acciones,2013-11-01,140,73,140,73,213
BETANZOS,atencion odontologica,otras acciones,2013-11-01,30,55,30,55,85
BOLIVAR,atencion odontologica,otras acciones,2013-11-01,8,15,8,15,23
BOLPEBRA,atencion odontologica,otras acciones,2013-11-01,0,1,0,1,1
BUENA VISTA,atencion odontologica,otras acciones,2013-11-01,20,39,20,39,59
CABEZAS,atencion odontologica,otras acciones,2013-11-01,46,43,46,43,89
CAIROMA,atencion odontologica,otras acciones,2013-11-01,1,7,1,7,8
"CAIZA ""D""",atencion odontologica,otras acciones,2013-11-01,33,79,33,79,112
CAJUATA,atencion odontologica,otras acciones,2013-11-01,34,36,34,36,70
CALACOTO,atencion odontologica,otras acciones,2013-11-01,0,6,0,6,6
CALAMARCA,atencion odontologica,otras acciones,2013-11-01,34,45,34,45,79
CAMARGO,atencion odontologica,otras acciones,2013-11-01,86,171,86,171,257
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,otras acciones,2013-11-01,23,61,23,61,84
CAMIRI,atencion odontologica,otras acciones,2013-11-01,70,120,70,120,190
CAPINOTA,atencion odontologica,otras acciones,2013-11-01,2,13,2,13,15
CAQUIAVIRI,atencion odontologica,otras acciones,2013-11-01,14,13,14,13,27
CARACOLLO,atencion odontologica,otras acciones,2013-11-01,77,153,77,153,230
CARANAVI,atencion odontologica,otras acciones,2013-11-01,92,97,92,97,189
CARAPARI,atencion odontologica,otras acciones,2013-11-01,58,49,58,49,107
CARIPUYO,atencion odontologica,otras acciones,2013-11-01,10,22,10,22,32
CARMEN RIVERO TORREZ,atencion odontologica,otras acciones,2013-11-01,19,29,19,29,48
CHALLAPATA,atencion odontologica,otras acciones,2013-11-01,105,157,105,157,262
CHAQUI,atencion odontologica,otras acciones,2013-11-01,21,68,21,68,89
CHARAGUA,atencion odontologica,otras acciones,2013-11-01,4,5,4,5,9
CHARAÑA,atencion odontologica,otras acciones,2013-11-01,1,1,1,1,2
CHAYANTA,atencion odontologica,otras acciones,2013-11-01,9,22,9,22,31
CHIMORE,atencion odontologica,otras acciones,2013-11-01,4,0,4,0,4
CHIPAYA,atencion odontologica,otras acciones,2013-11-01,0,4,0,4,4
CHOQUE COTA,atencion odontologica,otras acciones,2013-11-01,10,23,10,23,33
CHUMA,atencion odontologica,otras acciones,2013-11-01,14,21,14,21,35
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,otras acciones,2013-11-01,13,30,13,30,43
CKOCHAS,atencion odontologica,otras acciones,2013-11-01,21,40,21,40,61
CLIZA,atencion odontologica,otras acciones,2013-11-01,34,52,34,52,86
COBIJA,atencion odontologica,otras acciones,2013-11-01,49,87,49,87,136
COCAPATA,atencion odontologica,otras acciones,2013-11-01,11,12,11,12,23
COCHABAMBA,atencion odontologica,otras acciones,2013-11-01,1904,2147,1904,2147,4051
COIPASA,atencion odontologica,otras acciones,2013-11-01,2,6,2,6,8
COLCAPIRHUA,atencion odontologica,otras acciones,2013-11-01,42,99,42,99,141
"COLCHA ""K""",atencion odontologica,otras acciones,2013-11-01,39,37,39,37,76
COLLANA,atencion odontologica,otras acciones,2013-11-01,20,14,20,14,34
COLOMI,atencion odontologica,otras acciones,2013-11-01,3,6,3,6,9
COLQUECHACA,atencion odontologica,otras acciones,2013-11-01,60,117,60,117,177
COLQUIRI,atencion odontologica,otras acciones,2013-11-01,72,101,72,101,173
COMANCHE,atencion odontologica,otras acciones,2013-11-01,2,8,2,8,10
COMARAPA,atencion odontologica,otras acciones,2013-11-01,9,6,9,6,15
CONCEPCION,atencion odontologica,otras acciones,2013-11-01,9,20,9,20,29
COPACABANA,atencion odontologica,otras acciones,2013-11-01,32,55,32,55,87
CORO CORO,atencion odontologica,otras acciones,2013-11-01,2,11,2,11,13
COROICO,atencion odontologica,otras acciones,2013-11-01,17,15,17,15,32
CORQUE,atencion odontologica,otras acciones,2013-11-01,5,10,5,10,15
COTAGAITA,atencion odontologica,otras acciones,2013-11-01,278,359,278,359,637
CUATRO CAÑADAS,atencion odontologica,otras acciones,2013-11-01,18,55,18,55,73
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,otras acciones,2013-11-01,1,0,1,0,1
CUEVO,atencion odontologica,otras acciones,2013-11-01,10,51,10,51,61
CULPINA,atencion odontologica,otras acciones,2013-11-01,83,179,83,179,262
CURAHUARA DE CARANGAS,atencion odontologica,otras acciones,2013-11-01,11,9,11,9,20
DESAGUADERO,atencion odontologica,otras acciones,2013-11-01,26,23,26,23,49
EL ALTO,atencion odontologica,otras acciones,2013-11-01,1464,2043,1464,2043,3507
EL CHORO,atencion odontologica,otras acciones,2013-11-01,5,9,5,9,14
EL PUENTE(STC),atencion odontologica,otras acciones,2013-11-01,15,20,15,20,35
EL PUENTE(TJA),atencion odontologica,otras acciones,2013-11-01,7,25,7,25,32
EL TORNO,atencion odontologica,otras acciones,2013-11-01,18,50,18,50,68
EL VILLAR,atencion odontologica,otras acciones,2013-11-01,5,13,5,13,18
ENTRE RIOS TRJ,atencion odontologica,otras acciones,2013-11-01,47,106,47,106,153
ENTRE RIOS CBBA,atencion odontologica,otras acciones,2013-11-01,68,104,68,104,172
ESCOMA,atencion odontologica,otras acciones,2013-11-01,6,5,6,5,11
EUCALIPTUS,atencion odontologica,otras acciones,2013-11-01,14,17,14,17,31
FERNANDEZ ALONSO,atencion odontologica,otras acciones,2013-11-01,17,36,17,36,53
FILADELFIA,atencion odontologica,otras acciones,2013-11-01,4,6,4,6,10
GENERAL SAAVEDRA,atencion odontologica,otras acciones,2013-11-01,10,13,10,13,23
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,otras acciones,2013-11-01,12,16,12,16,28
GUAQUI,atencion odontologica,otras acciones,2013-11-01,13,15,13,15,28
GUAYARAMERIN,atencion odontologica,otras acciones,2013-11-01,144,225,144,225,369
GUTIERREZ,atencion odontologica,otras acciones,2013-11-01,17,19,17,19,36
HUACARETA,atencion odontologica,otras acciones,2013-11-01,27,41,27,41,68
HUACAYA (VILLA DE HUACAYA),atencion odontologica,otras acciones,2013-11-01,8,11,8,11,19
HUACHACALLA,atencion odontologica,otras acciones,2013-11-01,13,16,13,16,29
HUANUNI,atencion odontologica,otras acciones,2013-11-01,142,164,142,164,306
HUAYLLAMARCA,atencion odontologica,otras acciones,2013-11-01,43,51,43,51,94
HUMANATA,atencion odontologica,otras acciones,2013-11-01,3,7,3,7,10
ICHOCA,atencion odontologica,otras acciones,2013-11-01,3,2,3,2,5
ICLA,atencion odontologica,otras acciones,2013-11-01,29,41,29,41,70
INCAHUASI,atencion odontologica,otras acciones,2013-11-01,39,85,39,85,124
INGAVI (HUMAITA),atencion odontologica,otras acciones,2013-11-01,10,7,10,7,17
INQUISIVI,atencion odontologica,otras acciones,2013-11-01,4,1,4,1,5
IRUPANA (VILLA DE LANZA),atencion odontologica,otras acciones,2013-11-01,45,43,45,43,88
JESUS DE MACHACA,atencion odontologica,otras acciones,2013-11-01,20,40,20,40,60
LA ASUNTA,atencion odontologica,otras acciones,2013-11-01,37,50,37,50,87
LA GUARDIA,atencion odontologica,otras acciones,2013-11-01,65,63,65,63,128
LA PAZ,atencion odontologica,otras acciones,2013-11-01,2248,2633,2248,2633,4881
LAJA,atencion odontologica,otras acciones,2013-11-01,0,3,0,3,3
LAS CARRERAS,atencion odontologica,otras acciones,2013-11-01,1,3,1,3,4
LICOMA PAMPA,atencion odontologica,otras acciones,2013-11-01,2,2,2,2,4
LLALLAGUA,atencion odontologica,otras acciones,2013-11-01,104,211,104,211,315
LLICA,atencion odontologica,otras acciones,2013-11-01,36,30,36,30,66
LORETO,atencion odontologica,otras acciones,2013-11-01,5,9,5,9,14
LURIBAY,atencion odontologica,otras acciones,2013-11-01,27,37,27,37,64
MACHACAMARCA,atencion odontologica,otras acciones,2013-11-01,17,40,17,40,57
MACHARETI,atencion odontologica,otras acciones,2013-11-01,19,22,19,22,41
MAGDALENA,atencion odontologica,otras acciones,2013-11-01,17,10,17,10,27
MAIRANA,atencion odontologica,otras acciones,2013-11-01,9,35,9,35,44
MAPIRI,atencion odontologica,otras acciones,2013-11-01,19,33,19,33,52
MECAPACA,atencion odontologica,otras acciones,2013-11-01,1,2,1,2,3
MINEROS,atencion odontologica,otras acciones,2013-11-01,83,2,83,2,85
MIZQUE,atencion odontologica,otras acciones,2013-11-01,28,57,28,57,85
MOCOMOCO,atencion odontologica,otras acciones,2013-11-01,13,15,13,15,28
MOJOCOYA,atencion odontologica,otras acciones,2013-11-01,13,8,13,8,21
MONTEAGUDO,atencion odontologica,otras acciones,2013-11-01,97,169,97,169,266
MONTERO,atencion odontologica,otras acciones,2013-11-01,18,45,18,45,63
MORO MORO,atencion odontologica,otras acciones,2013-11-01,1,3,1,3,4
MOROCHATA,atencion odontologica,otras acciones,2013-11-01,16,21,16,21,37
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,otras acciones,2013-11-01,7,3,7,3,10
OCURI,atencion odontologica,otras acciones,2013-11-01,9,24,9,24,33
OMEREQUE,atencion odontologica,otras acciones,2013-11-01,14,42,14,42,56
ORURO,atencion odontologica,otras acciones,2013-11-01,859,1650,859,1650,2509
PADCAYA,atencion odontologica,otras acciones,2013-11-01,45,48,45,48,93
PADILLA,atencion odontologica,otras acciones,2013-11-01,21,28,21,28,49
PAILON,atencion odontologica,otras acciones,2013-11-01,22,8,22,8,30
PALCA,atencion odontologica,otras acciones,2013-11-01,27,37,27,37,64
PALOS BLANCOS,atencion odontologica,otras acciones,2013-11-01,25,25,25,25,50
PAMPA AULLAGAS,atencion odontologica,otras acciones,2013-11-01,2,4,2,4,6
PAMPA GRANDE,atencion odontologica,otras acciones,2013-11-01,18,33,18,33,51
PAPEL PAMPA,atencion odontologica,otras acciones,2013-11-01,22,16,22,16,38
PASORAPA,atencion odontologica,otras acciones,2013-11-01,1,0,1,0,1
PATACAMAYA,atencion odontologica,otras acciones,2013-11-01,94,172,94,172,266
PAZÑA,atencion odontologica,otras acciones,2013-11-01,37,37,37,37,74
POCOATA,atencion odontologica,otras acciones,2013-11-01,29,45,29,45,74
POCONA,atencion odontologica,otras acciones,2013-11-01,116,149,116,149,265
POJO (CBBA),atencion odontologica,otras acciones,2013-11-01,24,26,24,26,50
POOPO,atencion odontologica,otras acciones,2013-11-01,39,39,39,39,78
PORCO,atencion odontologica,otras acciones,2013-11-01,33,32,33,32,65
POROMA,atencion odontologica,otras acciones,2013-11-01,26,38,26,38,64
PORONGO,atencion odontologica,otras acciones,2013-11-01,7,10,7,10,17
PORTACHUELO,atencion odontologica,otras acciones,2013-11-01,21,53,21,53,74
PORVENIR,atencion odontologica,otras acciones,2013-11-01,9,17,9,17,26
POSTRER VALLE,atencion odontologica,otras acciones,2013-11-01,0,1,0,1,1
POTOSI,atencion odontologica,otras acciones,2013-11-01,315,687,315,687,1002
PRESTO,atencion odontologica,otras acciones,2013-11-01,20,47,20,47,67
PUCARA,atencion odontologica,otras acciones,2013-11-01,3,16,3,16,19
PUCARANI,atencion odontologica,otras acciones,2013-11-01,22,55,22,55,77
PUERTO ACOSTA,atencion odontologica,otras acciones,2013-11-01,7,9,7,9,16
PUERTO CARABUCO,atencion odontologica,otras acciones,2013-11-01,6,3,6,3,9
PUERTO GONZALO MORENO,atencion odontologica,otras acciones,2013-11-01,0,1,0,1,1
PUERTO QUIJARRO,atencion odontologica,otras acciones,2013-11-01,1,32,1,32,33
PUERTO RICO,atencion odontologica,otras acciones,2013-11-01,12,16,12,16,28
PUERTO SILES,atencion odontologica,otras acciones,2013-11-01,6,5,6,5,11
PUERTO SUAREZ,atencion odontologica,otras acciones,2013-11-01,14,34,14,34,48
PUERTO VILLARROEL,atencion odontologica,otras acciones,2013-11-01,12,49,12,49,61
PUNA,atencion odontologica,otras acciones,2013-11-01,57,103,57,103,160
PUNATA,atencion odontologica,otras acciones,2013-11-01,38,69,38,69,107
QUILLACOLLO,atencion odontologica,otras acciones,2013-11-01,148,139,148,139,287
QUIME,atencion odontologica,otras acciones,2013-11-01,14,25,14,25,39
QUIRUSILLAS,atencion odontologica,otras acciones,2013-11-01,0,6,0,6,6
RAVELO,atencion odontologica,otras acciones,2013-11-01,8,12,8,12,20
REYES,atencion odontologica,otras acciones,2013-11-01,4,8,4,8,12
RIBERALTA,atencion odontologica,otras acciones,2013-11-01,52,95,52,95,147
RURRENABAQUE,atencion odontologica,otras acciones,2013-11-01,18,21,18,21,39
SABAYA,atencion odontologica,otras acciones,2013-11-01,10,27,10,27,37
SACABA,atencion odontologica,otras acciones,2013-11-01,190,332,190,332,522
SACABAMBA,atencion odontologica,otras acciones,2013-11-01,3,2,3,2,5
SACACA,atencion odontologica,otras acciones,2013-11-01,12,19,12,19,31
SAIPINA,atencion odontologica,otras acciones,2013-11-01,11,18,11,18,29
SALINAS DE GARCI MENDOZA,atencion odontologica,otras acciones,2013-11-01,16,15,16,15,31
SAMAIPATA,atencion odontologica,otras acciones,2013-11-01,6,14,6,14,20
SAN AGUSTIN,atencion odontologica,otras acciones,2013-11-01,2,3,2,3,5
SAN ANDRES,atencion odontologica,otras acciones,2013-11-01,4,3,4,3,7
SAN ANDRES DE MACHACA,atencion odontologica,otras acciones,2013-11-01,7,11,7,11,18
SAN ANTONIO DE LOMERIO,atencion odontologica,otras acciones,2013-11-01,3,9,3,9,12
SAN BENITO,atencion odontologica,otras acciones,2013-11-01,13,34,13,34,47
SAN BORJA,atencion odontologica,otras acciones,2013-11-01,29,34,29,34,63
SAN CARLOS,atencion odontologica,otras acciones,2013-11-01,10,19,10,19,29
SAN IGNACIO,atencion odontologica,otras acciones,2013-11-01,15,19,15,19,34
SAN IGNACIO DE VELASCO,atencion odontologica,otras acciones,2013-11-01,253,280,253,280,533
SAN JOSE DE CHIQUITOS,atencion odontologica,otras acciones,2013-11-01,3,8,3,8,11
SAN JUAN DE YAPACANI,atencion odontologica,otras acciones,2013-11-01,2,16,2,16,18
SAN LORENZO(PND),atencion odontologica,otras acciones,2013-11-01,1,5,1,5,6
SAN LORENZO(TJA),atencion odontologica,otras acciones,2013-11-01,235,509,235,509,744
SAN LUCAS,atencion odontologica,otras acciones,2013-11-01,51,71,51,71,122
SAN MATIAS,atencion odontologica,otras acciones,2013-11-01,3,6,3,6,9
SAN MIGUEL DE VELASCO,atencion odontologica,otras acciones,2013-11-01,42,80,42,80,122
SAN PEDRO,atencion odontologica,otras acciones,2013-11-01,16,32,16,32,48
SAN PEDRO DE BUENA VISTA,atencion odontologica,otras acciones,2013-11-01,30,88,30,88,118
SAN PEDRO DE CURAHUARA,atencion odontologica,otras acciones,2013-11-01,4,4,4,4,8
SAN PEDRO DE QUEMES,atencion odontologica,otras acciones,2013-11-01,3,7,3,7,10
SAN PEDRO DE TIQUINA,atencion odontologica,otras acciones,2013-11-01,3,15,3,15,18
SAN RAFAEL,atencion odontologica,otras acciones,2013-11-01,18,10,18,10,28
SANTA ANA,atencion odontologica,otras acciones,2013-11-01,46,53,46,53,99
SANTA CRUZ DE LA SIERRA,atencion odontologica,otras acciones,2013-11-01,615,1091,615,1091,1706
SANTA ROSA DEL SARA,atencion odontologica,otras acciones,2013-11-01,14,38,14,38,52
SANTIAGO DE CALLAPA,atencion odontologica,otras acciones,2013-11-01,8,6,8,6,14
SANTIAGO DE HUARI,atencion odontologica,otras acciones,2013-11-01,68,82,68,82,150
SANTIAGO DE HUATA,atencion odontologica,otras acciones,2013-11-01,1,10,1,10,11
SANTIAGO DE MACHACA,atencion odontologica,otras acciones,2013-11-01,4,9,4,9,13
SANTIVAÑES,atencion odontologica,otras acciones,2013-11-01,21,32,21,32,53
SANTUARIO DE QUILLACAS,atencion odontologica,otras acciones,2013-11-01,6,4,6,4,10
SAPAHAQUI,atencion odontologica,otras acciones,2013-11-01,20,22,20,22,42
SENA,atencion odontologica,otras acciones,2013-11-01,0,1,0,1,1
SICA SICA (VILLA AROMA),atencion odontologica,otras acciones,2013-11-01,6,12,6,12,18
SICAYA,atencion odontologica,otras acciones,2013-11-01,8,41,8,41,49
SIPE SIPE,atencion odontologica,otras acciones,2013-11-01,44,25,44,25,69
SOPACHUY,atencion odontologica,otras acciones,2013-11-01,19,39,19,39,58
SORACACHI,atencion odontologica,otras acciones,2013-11-01,12,12,12,12,24
SORATA,atencion odontologica,otras acciones,2013-11-01,6,7,6,7,13
SUCRE,atencion odontologica,otras acciones,2013-11-01,1643,2123,1643,2123,3766
TACACHI,atencion odontologica,otras acciones,2013-11-01,1,1,1,1,2
TACACOMA,atencion odontologica,otras acciones,2013-11-01,1,4,1,4,5
TACOBAMBA,atencion odontologica,otras acciones,2013-11-01,6,2,6,2,8
TAPACARI,atencion odontologica,otras acciones,2013-11-01,16,23,16,23,39
TARABUCO,atencion odontologica,otras acciones,2013-11-01,20,25,20,25,45
TARACO,atencion odontologica,otras acciones,2013-11-01,23,36,23,36,59
TARATA,atencion odontologica,otras acciones,2013-11-01,5,16,5,16,21
TARIJA,atencion odontologica,otras acciones,2013-11-01,2070,2800,2070,2800,4870
TARVITA,atencion odontologica,otras acciones,2013-11-01,44,85,44,85,129
TEOPONTE,atencion odontologica,otras acciones,2013-11-01,11,5,11,5,16
TIAWANACU,atencion odontologica,otras acciones,2013-11-01,38,63,38,63,101
TINGUIPAYA,atencion odontologica,otras acciones,2013-11-01,16,23,16,23,39
TIPUANI,atencion odontologica,otras acciones,2013-11-01,0,2,0,2,2
TIQUIPAYA,atencion odontologica,otras acciones,2013-11-01,61,90,61,90,151
TIRAQUE (CBBA),atencion odontologica,otras acciones,2013-11-01,23,37,23,37,60
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,otras acciones,2013-11-01,1,1,1,1,2
TOCO,atencion odontologica,otras acciones,2013-11-01,39,65,39,65,104
TOLATA,atencion odontologica,otras acciones,2013-11-01,32,36,32,36,68
TOMAVE,atencion odontologica,otras acciones,2013-11-01,15,57,15,57,72
TOMINA,atencion odontologica,otras acciones,2013-11-01,190,138,190,138,328
TORO TORO,atencion odontologica,otras acciones,2013-11-01,71,63,71,63,134
TOTORA(CBBA),atencion odontologica,otras acciones,2013-11-01,3,6,3,6,9
TOTORA(ORR),atencion odontologica,otras acciones,2013-11-01,2,5,2,5,7
TRIGAL,atencion odontologica,otras acciones,2013-11-01,1,0,1,0,1
TRINIDAD,atencion odontologica,otras acciones,2013-11-01,79,114,79,114,193
TUPIZA,atencion odontologica,otras acciones,2013-11-01,55,156,55,156,211
TURCO,atencion odontologica,otras acciones,2013-11-01,14,31,14,31,45
UNCIA,atencion odontologica,otras acciones,2013-11-01,5,41,5,41,46
URIONDO (A. CONCEPCION),atencion odontologica,otras acciones,2013-11-01,51,128,51,128,179
