,group,variable,month,ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,TOTALES,TOTALES,TOTALES
SAN IGNACIO DE VELASCO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,97,117,97,117,214
SAN JAVIER(BNI),atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,41,64,41,64,105
SAN JAVIER(STC),atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,170,182,170,182,352
SAN JOAQUIN,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,56,84,56,84,140
SAN JOSE DE CHIQUITOS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,82,55,82,55,137
SAN JULIAN,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,21,34,21,34,55
SAN LORENZO(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,6,4,6,4,10
SAN LUCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,17,24,17,24,41
SAN MATIAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,0,4,0,4,4
SAN PEDRO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,29,15,29,15,44
SAN PEDRO DE BUENA VISTA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,13,3,13,3,16
SAN PEDRO DE CURAHUARA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,5,5,5,5,10
SAN RAFAEL,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,40,58,40,58,98
SAN RAMON SCZ,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,8,12,8,12,20
SANTA CRUZ DE LA SIERRA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,3023,3082,3023,3082,6105
SANTA ROSA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,556,576,556,576,1132
SANTA ROSA DEL SARA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,115,79,115,79,194
SANTIAGO DE HUARI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,8,6,8,6,14
SENA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,17,33,17,33,50
SICAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,14,32,14,32,46
SIPE SIPE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,21,31,21,31,52
SOPACHUY,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,2,3,2,3,5
SORACACHI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,4,0,4,0,4
SORATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,8,6,8,6,14
SUCRE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,159,170,159,170,329
TACACHI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,6,1,6,1,7
TACOPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,110,90,110,90,200
TAPACARI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,9,6,9,6,15
TARABUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,32,35,32,35,67
TARIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,69,93,69,93,162
TARVITA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,4,5,4,5,9
TINGUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,52,45,52,45,97
TIQUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,404,844,404,844,1248
TOLATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,0,6,0,6,6
TOMAVE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,11,12,11,12,23
TORO TORO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,125,91,125,91,216
TOTORA(CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,4,2,4,2,6
TRINIDAD,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,373,215,373,215,588
UMALA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,29,27,29,27,56
UNCIA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,3,1,3,1,4
URIONDO (A. CONCEPCION),atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,6,13,6,13,19
URUBICHA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,1,0,1,0,1
VALLEGRANDE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,53,81,53,81,134
VIACHA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,102,112,102,112,214
VILLA MONTES,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,4,13,4,13,17
VILLA SERRANO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,24,28,24,28,52
VILLA TUNARI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,299,214,299,214,513
VINTO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,20,48,20,48,68
VITICHI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,30,36,30,36,66
WARNES,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,289,309,289,309,598
YACUIBA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,101,106,101,106,207
YAMPARAEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,65,86,65,86,151
YAPACANI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,7,14,7,14,21
YOCALLA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,15,22,15,22,37
YOTALA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,40,26,40,26,66
YUNCHARA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,35,32,35,32,67
ZUDAÑEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,13,10,13,10,23
ACHACACHI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,3,5,3,5,8
AIQUILE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,117,140,117,140,257
ALCALA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,16,15,16,15,31
ANCORAIMES,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,4,2,4,2,6
ARQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,115,92,115,92,207
ATOCHA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,174,156,174,156,330
AYATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,4,7,4,7,11
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,0,1,0,1,1
BAURES,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,12,10,12,10,22
BELEN DE URMIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,4,6,4,6,10
BERMEJO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,35,35,35,35,70
BETANZOS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,148,151,148,151,299
BOLIVAR,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,0,2,0,2,2
BOLPEBRA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,29,25,29,25,54
BUENA VISTA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,32,32,32,32,64
CABEZAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,3,46,3,46,49
"CAIZA ""D""",atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,139,129,139,129,268
CALACOTO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,23,12,23,12,35
CAMARGO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,13,6,13,6,19
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,4,8,4,8,12
CAMIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,186,196,186,196,382
CAPINOTA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,6,3,6,3,9
CARANAVI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,33,64,33,64,97
CARAPARI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,16,21,16,21,37
CARMEN RIVERO TORREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,47,57,47,57,104
CATACORA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,5,5,5,5,10
CHALLAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,210,200,210,200,410
CHARAGUA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,66,58,66,58,124
CHARAÑA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,1,3,1,3,4
CHAYANTA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,11,32,11,32,43
CHIMORE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,0,1,0,1,1
CHIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,10,9,10,9,19
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,17,29,17,29,46
CKOCHAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,0,1,0,1,1
COBIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,86,99,86,99,185
COCHABAMBA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,159,162,159,162,321
"COLCHA ""K""",atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,4,1,4,1,5
COLLANA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,25,30,25,30,55
COLQUECHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,10,4,10,4,14
COMANCHE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,27,28,27,28,55
COMARAPA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,88,87,88,87,175
COMBAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,9,13,9,13,22
COPACABANA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,4,6,4,6,10
COROICO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,19,14,19,14,33
CORQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,11,11,11,11,22
COTAGAITA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,38,58,38,58,96
COTOCA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,32,40,32,40,72
CUATRO CAÑADAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,29,32,29,32,61
CUEVO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,22,21,22,21,43
CULPINA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,65,66,65,66,131
EL ALTO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,2910,2749,2910,2749,5659
EL CHORO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,1,3,1,3,4
EL PUENTE(STC),atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,29,18,29,18,47
EL PUENTE(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,5,4,5,4,9
EL TORNO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,934,993,934,993,1927
EL VILLAR,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,1,0,1,0,1
ENTRE RIOS TRJ,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,25,18,25,18,43
ENTRE RIOS CBBA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,70,86,70,86,156
ESCOMA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,0,1,0,1,1
GUAQUI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,50,46,50,46,96
GUAYARAMERIN,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,97,69,97,69,166
GUTIERREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,23,27,23,27,50
HUACARETA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,10,4,10,4,14
HUACAYA (VILLA DE HUACAYA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,15,15,15,15,30
HUMANATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,10,7,10,7,17
ICLA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,11,22,11,22,33
INCAHUASI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,22,22,22,22,44
IRUPANA (VILLA DE LANZA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,28,35,28,35,63
LA ASUNTA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,75,88,75,88,163
LA GUARDIA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,762,629,762,629,1391
LA PAZ,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,99,184,99,184,283
LLALLAGUA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,103,108,103,108,211
LORETO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,45,50,45,50,95
LURIBAY,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,6,2,6,2,8
MACHARETI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,11,7,11,7,18
MAGDALENA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,52,52,52,52,104
MOCOMOCO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,11,8,11,8,19
MOJOCOYA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,1,1,1,1,2
MONTERO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,1790,1621,1790,1621,3411
MORO MORO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,3,1,3,1,4
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,20,22,20,22,42
OKINAWA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,45,51,45,51,96
OMEREQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,220,280,220,280,500
ORURO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,2,0,2,0,2
PADCAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,35,73,35,73,108
PADILLA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,0,2,0,2,2
PALCA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,2,3,2,3,5
PAMPA GRANDE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,20,14,20,14,34
PAPEL PAMPA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,6,2,6,2,8
PASORAPA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,11,12,11,12,23
POCOATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,60,41,60,41,101
POCONA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,50,76,50,76,126
POOPO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,40,0,40,0,40
POROMA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,20,35,20,35,55
PORONGO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,446,430,446,430,876
PORVENIR,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,91,86,91,86,177
POTOSI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,11,11,11,11,22
PRESTO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,58,102,58,102,160
PUCARA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,14,7,14,7,21
PUERTO GONZALO MORENO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,10,16,10,16,26
PUERTO QUIJARRO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,27,25,27,25,52
PUERTO RICO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,124,113,124,113,237
PUERTO SUAREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,208,156,208,156,364
PUERTO VILLARROEL,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,5,8,5,8,13
PUNA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,4,9,4,9,13
PUNATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,77,91,77,91,168
QUILLACOLLO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,15,54,15,54,69
QUIME,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,52,45,52,45,97
RAVELO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,4,4,4,4,8
REYES,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,17,19,17,19,36
RIBERALTA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,209,190,209,190,399
RURRENABAQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,17,26,17,26,43
SABAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,18,33,18,33,51
SACABA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,1,14,1,14,15
SACABAMBA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,96,78,96,78,174
SACACA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,18,29,18,29,47
SAIPINA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,557,619,557,619,1176
SAMAIPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,11,7,11,7,18
SAN ANDRES DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,49,42,49,42,91
SAN ANTONIO DE ESMORUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,0,8,0,8,8
SAN ANTONIO DE LOMERIO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,36,37,36,37,73
SAN BORJA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,12,16,12,16,28
SAN BUENA VENTURA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,11,2,11,2,13
SAN CARLOS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,142,116,142,116,258
SAN IGNACIO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,29,47,29,47,76
SAN IGNACIO DE VELASCO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,284,279,284,279,563
SAN JAVIER(STC),atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,51,60,51,60,111
SAN JOAQUIN,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,22,14,22,14,36
SAN JOSE DE CHIQUITOS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,123,102,123,102,225
SAN JUAN DE YAPACANI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,53,48,53,48,101
SAN JULIAN,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,24,32,24,32,56
SAN LORENZO(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,11,11,11,11,22
SAN LUCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,27,42,27,42,69
SAN MATIAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,8,17,8,17,25
SAN PEDRO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,5,0,5,0,5
SAN PEDRO DE BUENA VISTA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,17,29,17,29,46
SAN PEDRO DE CURAHUARA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,3,1,3,1,4
SAN RAFAEL,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,63,50,63,50,113
SANTA CRUZ DE LA SIERRA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,2411,2467,2411,2467,4878
SANTA ROSA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,413,401,413,401,814
SANTIAGO DE HUARI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,8,5,8,5,13
SANTIAGO DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,37,24,37,24,61
SENA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,153,145,153,145,298
SICA SICA (VILLA AROMA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,30,7,30,7,37
SICAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,12,8,12,8,20
SIPE SIPE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,401,424,401,424,825
SORACACHI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,28,34,28,34,62
SORATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,3,4,3,4,7
SUCRE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,131,120,131,120,251
TACOPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,90,70,90,70,160
TAPACARI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,6,14,6,14,20
TARABUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,65,33,65,33,98
TARATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,221,246,221,246,467
TARIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,141,137,141,137,278
TARVITA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,6,3,6,3,9
TEOPONTE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,4,0,4,0,4
TIAWANACU,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,0,3,0,3,3
TINGUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,154,124,154,124,278
TIQUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,54,36,54,36,90
TIRAQUE (CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,2,2,2,2,4
TOLATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,26,29,26,29,55
TOLEDO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,21,25,21,25,46
TOMAVE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,15,17,15,17,32
TORO TORO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,380,536,380,536,916
TOTORA(CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,49,46,49,46,95
TRIGAL,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,9,11,9,11,20
TRINIDAD,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,438,552,438,552,990
TUPIZA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,52,81,52,81,133
UNCIA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,3,4,3,4,7
URIONDO (A. CONCEPCION),atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,8,3,8,3,11
VACAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,3,1,3,1,4
VALLEGRANDE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,36,22,36,22,58
VIACHA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,77,57,77,57,134
VILLA CHARCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,30,26,30,26,56
VILLA MONTES,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,3,1,3,1,4
VILLA SERRANO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,29,27,29,27,56
VILLAZON,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,34,59,34,59,93
VINTO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,27,30,27,30,57
VITICHI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,0,1,0,1,1
WARNES,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,448,423,448,423,871
YACUIBA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,94,103,94,103,197
YAMPARAEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,49,67,49,67,116
YAPACANI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,366,343,366,343,709
YOCALLA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,25,38,25,38,63
YOTALA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,19,43,19,43,62
YUNCHARA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,8,4,8,4,12
ZUDAÑEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2013-10-01,6,5,6,5,11
ACACIO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-11-01,36,54,36,54,90
ACHACACHI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-11-01,6,5,6,5,11
AIQUILE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-11-01,109,115,109,115,224
ALCALA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-11-01,9,22,9,22,31
APOLO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-11-01,2,1,2,1,3
ARAMPAMPA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-11-01,8,9,8,9,17
ARQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-11-01,52,61,52,61,113
ATOCHA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-11-01,327,335,327,335,662
AYATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-11-01,7,7,7,7,14
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-11-01,22,23,22,23,45
BATALLAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-11-01,0,2,0,2,2
BERMEJO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-11-01,226,237,226,237,463
BETANZOS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-11-01,10,8,10,8,18
BOLIVAR,atencion odontologica,acciones preventivas fuera del establecimiento,2013-11-01,7,11,7,11,18
BOLPEBRA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-11-01,21,26,21,26,47
CABEZAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-11-01,20,26,20,26,46
CAJUATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-11-01,4,10,4,10,14
CALAMARCA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-11-01,0,4,0,4,4
CAMIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-11-01,44,58,44,58,102
CAPINOTA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-11-01,104,91,104,91,195
CARANAVI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-11-01,134,227,134,227,361
CARAPARI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-11-01,32,21,32,21,53
CARIPUYO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-11-01,2,4,2,4,6
CARMEN RIVERO TORREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2013-11-01,104,123,104,123,227
CHALLAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-11-01,58,60,58,60,118
CHAQUI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-11-01,15,16,15,16,31
CHARAGUA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-11-01,5,5,5,5,10
CHAYANTA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-11-01,0,8,0,8,8
