,group,variable,month,ENDODONCIAS CANTIDAD,ENDODONCIAS CANTIDAD,TOTALES,TOTALES,TOTALES
HUAYLLAMARCA,atencion odontologica,endodoncias,2013-10-01,4,8,4,8,12
HUMANATA,atencion odontologica,endodoncias,2013-10-01,1,0,1,0,1
ICLA,atencion odontologica,endodoncias,2013-10-01,3,6,3,6,9
INCAHUASI,atencion odontologica,endodoncias,2013-10-01,7,26,7,26,33
IRUPANA (VILLA DE LANZA),atencion odontologica,endodoncias,2013-10-01,4,2,4,2,6
IXIAMAS,atencion odontologica,endodoncias,2013-10-01,1,2,1,2,3
JESUS DE MACHACA,atencion odontologica,endodoncias,2013-10-01,4,7,4,7,11
LA ASUNTA,atencion odontologica,endodoncias,2013-10-01,5,18,5,18,23
LA GUARDIA,atencion odontologica,endodoncias,2013-10-01,6,11,6,11,17
LA PAZ,atencion odontologica,endodoncias,2013-10-01,896,1149,896,1149,2045
LAGUNILLAS,atencion odontologica,endodoncias,2013-10-01,0,3,0,3,3
LAS CARRERAS,atencion odontologica,endodoncias,2013-10-01,3,8,3,8,11
LLALLAGUA,atencion odontologica,endodoncias,2013-10-01,31,46,31,46,77
LLICA,atencion odontologica,endodoncias,2013-10-01,0,2,0,2,2
LORETO,atencion odontologica,endodoncias,2013-10-01,0,4,0,4,4
MACHACAMARCA,atencion odontologica,endodoncias,2013-10-01,5,3,5,3,8
MACHARETI,atencion odontologica,endodoncias,2013-10-01,0,4,0,4,4
MAGDALENA,atencion odontologica,endodoncias,2013-10-01,4,5,4,5,9
MAIRANA,atencion odontologica,endodoncias,2013-10-01,1,2,1,2,3
MAPIRI,atencion odontologica,endodoncias,2013-10-01,3,5,3,5,8
MECAPACA,atencion odontologica,endodoncias,2013-10-01,6,0,6,0,6
MINEROS,atencion odontologica,endodoncias,2013-10-01,0,9,0,9,9
MIZQUE,atencion odontologica,endodoncias,2013-10-01,5,4,5,4,9
MOCOMOCO,atencion odontologica,endodoncias,2013-10-01,1,4,1,4,5
MOJOCOYA,atencion odontologica,endodoncias,2013-10-01,9,19,9,19,28
MONTEAGUDO,atencion odontologica,endodoncias,2013-10-01,9,19,9,19,28
MONTERO,atencion odontologica,endodoncias,2013-10-01,17,53,17,53,70
MOROCHATA,atencion odontologica,endodoncias,2013-10-01,2,5,2,5,7
OKINAWA,atencion odontologica,endodoncias,2013-10-01,2,2,2,2,4
OMEREQUE,atencion odontologica,endodoncias,2013-10-01,3,5,3,5,8
ORURO,atencion odontologica,endodoncias,2013-10-01,313,413,313,413,726
PADCAYA,atencion odontologica,endodoncias,2013-10-01,12,13,12,13,25
PADILLA,atencion odontologica,endodoncias,2013-10-01,4,18,4,18,22
PAILON,atencion odontologica,endodoncias,2013-10-01,4,3,4,3,7
PALCA,atencion odontologica,endodoncias,2013-10-01,0,5,0,5,5
PALOS BLANCOS,atencion odontologica,endodoncias,2013-10-01,4,7,4,7,11
PAMPA AULLAGAS,atencion odontologica,endodoncias,2013-10-01,1,6,1,6,7
PAMPA GRANDE,atencion odontologica,endodoncias,2013-10-01,4,2,4,2,6
PAPEL PAMPA,atencion odontologica,endodoncias,2013-10-01,10,7,10,7,17
PASORAPA,atencion odontologica,endodoncias,2013-10-01,1,0,1,0,1
PATACAMAYA,atencion odontologica,endodoncias,2013-10-01,9,28,9,28,37
PAZÑA,atencion odontologica,endodoncias,2013-10-01,1,6,1,6,7
PELECHUCO,atencion odontologica,endodoncias,2013-10-01,4,22,4,22,26
POCOATA,atencion odontologica,endodoncias,2013-10-01,2,1,2,1,3
POCONA,atencion odontologica,endodoncias,2013-10-01,4,3,4,3,7
POJO (CBBA),atencion odontologica,endodoncias,2013-10-01,1,4,1,4,5
POOPO,atencion odontologica,endodoncias,2013-10-01,7,5,7,5,12
PORCO,atencion odontologica,endodoncias,2013-10-01,6,6,6,6,12
POROMA,atencion odontologica,endodoncias,2013-10-01,11,20,11,20,31
PORTACHUELO,atencion odontologica,endodoncias,2013-10-01,0,3,0,3,3
PORVENIR,atencion odontologica,endodoncias,2013-10-01,1,0,1,0,1
POTOSI,atencion odontologica,endodoncias,2013-10-01,259,529,259,529,788
PRESTO,atencion odontologica,endodoncias,2013-10-01,7,15,7,15,22
PUERTO ACOSTA,atencion odontologica,endodoncias,2013-10-01,11,10,11,10,21
PUERTO CARABUCO,atencion odontologica,endodoncias,2013-10-01,7,5,7,5,12
PUERTO GONZALO MORENO,atencion odontologica,endodoncias,2013-10-01,2,0,2,0,2
PUERTO RICO,atencion odontologica,endodoncias,2013-10-01,5,6,5,6,11
PUERTO SUAREZ,atencion odontologica,endodoncias,2013-10-01,4,0,4,0,4
PUERTO VILLARROEL,atencion odontologica,endodoncias,2013-10-01,22,38,22,38,60
PUNA,atencion odontologica,endodoncias,2013-10-01,4,6,4,6,10
PUNATA,atencion odontologica,endodoncias,2013-10-01,63,69,63,69,132
QUILLACOLLO,atencion odontologica,endodoncias,2013-10-01,195,180,195,180,375
QUIME,atencion odontologica,endodoncias,2013-10-01,6,6,6,6,12
QUIRUSILLAS,atencion odontologica,endodoncias,2013-10-01,2,2,2,2,4
RAVELO,atencion odontologica,endodoncias,2013-10-01,6,14,6,14,20
REYES,atencion odontologica,endodoncias,2013-10-01,6,8,6,8,14
RIBERALTA,atencion odontologica,endodoncias,2013-10-01,5,9,5,9,14
ROBORE,atencion odontologica,endodoncias,2013-10-01,0,1,0,1,1
SABAYA,atencion odontologica,endodoncias,2013-10-01,2,1,2,1,3
SACABA,atencion odontologica,endodoncias,2013-10-01,127,118,127,118,245
SACACA,atencion odontologica,endodoncias,2013-10-01,1,4,1,4,5
SAIPINA,atencion odontologica,endodoncias,2013-10-01,6,16,6,16,22
SALINAS DE GARCI MENDOZA,atencion odontologica,endodoncias,2013-10-01,19,14,19,14,33
SAMAIPATA,atencion odontologica,endodoncias,2013-10-01,0,3,0,3,3
SAN AGUSTIN,atencion odontologica,endodoncias,2013-10-01,1,0,1,0,1
SAN ANDRES,atencion odontologica,endodoncias,2013-10-01,0,1,0,1,1
SAN ANDRES DE MACHACA,atencion odontologica,endodoncias,2013-10-01,4,2,4,2,6
SAN ANTONIO DE ESMORUCO,atencion odontologica,endodoncias,2013-10-01,1,5,1,5,6
SAN BENITO,atencion odontologica,endodoncias,2013-10-01,1,6,1,6,7
SAN BORJA,atencion odontologica,endodoncias,2013-10-01,18,52,18,52,70
SAN CARLOS,atencion odontologica,endodoncias,2013-10-01,7,16,7,16,23
SAN IGNACIO,atencion odontologica,endodoncias,2013-10-01,1,8,1,8,9
SAN IGNACIO DE VELASCO,atencion odontologica,endodoncias,2013-10-01,4,7,4,7,11
SAN JAVIER(BNI),atencion odontologica,endodoncias,2013-10-01,1,1,1,1,2
SAN JAVIER(STC),atencion odontologica,endodoncias,2013-10-01,3,4,3,4,7
SAN JOAQUIN,atencion odontologica,endodoncias,2013-10-01,4,8,4,8,12
SAN JOSE DE CHIQUITOS,atencion odontologica,endodoncias,2013-10-01,2,4,2,4,6
SAN JULIAN,atencion odontologica,endodoncias,2013-10-01,48,15,48,15,63
SAN LORENZO(PND),atencion odontologica,endodoncias,2013-10-01,1,0,1,0,1
SAN LORENZO(TJA),atencion odontologica,endodoncias,2013-10-01,35,68,35,68,103
SAN LUCAS,atencion odontologica,endodoncias,2013-10-01,11,29,11,29,40
SAN MATIAS,atencion odontologica,endodoncias,2013-10-01,2,2,2,2,4
SAN MIGUEL DE VELASCO,atencion odontologica,endodoncias,2013-10-01,2,2,2,2,4
SAN PEDRO,atencion odontologica,endodoncias,2013-10-01,1,4,1,4,5
SAN PEDRO DE BUENA VISTA,atencion odontologica,endodoncias,2013-10-01,0,8,0,8,8
SAN PEDRO DE CURAHUARA,atencion odontologica,endodoncias,2013-10-01,2,10,2,10,12
SAN PEDRO DE TIQUINA,atencion odontologica,endodoncias,2013-10-01,0,3,0,3,3
SAN RAFAEL,atencion odontologica,endodoncias,2013-10-01,2,4,2,4,6
SAN RAMON BENI,atencion odontologica,endodoncias,2013-10-01,0,3,0,3,3
SAN RAMON SCZ,atencion odontologica,endodoncias,2013-10-01,3,2,3,2,5
SANTA ANA,atencion odontologica,endodoncias,2013-10-01,8,9,8,9,17
SANTA CRUZ DE LA SIERRA,atencion odontologica,endodoncias,2013-10-01,536,834,536,834,1370
SANTA ROSA,atencion odontologica,endodoncias,2013-10-01,0,1,0,1,1
SANTA ROSA DEL SARA,atencion odontologica,endodoncias,2013-10-01,0,2,0,2,2
SANTIAGO DE HUARI,atencion odontologica,endodoncias,2013-10-01,12,15,12,15,27
SANTIAGO DE HUATA,atencion odontologica,endodoncias,2013-10-01,12,14,12,14,26
SANTIAGO DE MACHACA,atencion odontologica,endodoncias,2013-10-01,1,0,1,0,1
SANTIVAÑES,atencion odontologica,endodoncias,2013-10-01,3,5,3,5,8
SANTUARIO DE QUILLACAS,atencion odontologica,endodoncias,2013-10-01,1,2,1,2,3
SAPAHAQUI,atencion odontologica,endodoncias,2013-10-01,1,0,1,0,1
SENA,atencion odontologica,endodoncias,2013-10-01,0,2,0,2,2
SICAYA,atencion odontologica,endodoncias,2013-10-01,1,0,1,0,1
SIPE SIPE,atencion odontologica,endodoncias,2013-10-01,15,59,15,59,74
SOPACHUY,atencion odontologica,endodoncias,2013-10-01,7,14,7,14,21
SORACACHI,atencion odontologica,endodoncias,2013-10-01,1,2,1,2,3
SUCRE,atencion odontologica,endodoncias,2013-10-01,485,645,485,645,1130
TACACHI,atencion odontologica,endodoncias,2013-10-01,0,1,0,1,1
TACOPAYA,atencion odontologica,endodoncias,2013-10-01,2,5,2,5,7
TAPACARI,atencion odontologica,endodoncias,2013-10-01,10,22,10,22,32
TARABUCO,atencion odontologica,endodoncias,2013-10-01,4,6,4,6,10
TARATA,atencion odontologica,endodoncias,2013-10-01,9,9,9,9,18
TARIJA,atencion odontologica,endodoncias,2013-10-01,537,648,537,648,1185
TARVITA,atencion odontologica,endodoncias,2013-10-01,6,6,6,6,12
TEOPONTE,atencion odontologica,endodoncias,2013-10-01,1,7,1,7,8
TIAWANACU,atencion odontologica,endodoncias,2013-10-01,2,2,2,2,4
TINGUIPAYA,atencion odontologica,endodoncias,2013-10-01,1,0,1,0,1
TIPUANI,atencion odontologica,endodoncias,2013-10-01,5,22,5,22,27
TIQUIPAYA,atencion odontologica,endodoncias,2013-10-01,31,45,31,45,76
TIRAQUE (CBBA),atencion odontologica,endodoncias,2013-10-01,4,4,4,4,8
TOCO,atencion odontologica,endodoncias,2013-10-01,2,5,2,5,7
TOLATA,atencion odontologica,endodoncias,2013-10-01,1,3,1,3,4
TOLEDO,atencion odontologica,endodoncias,2013-10-01,4,2,4,2,6
TOMINA,atencion odontologica,endodoncias,2013-10-01,6,13,6,13,19
TORO TORO,atencion odontologica,endodoncias,2013-10-01,1,5,1,5,6
TOTORA(CBBA),atencion odontologica,endodoncias,2013-10-01,7,4,7,4,11
TOTORA(ORR),atencion odontologica,endodoncias,2013-10-01,0,1,0,1,1
TRINIDAD,atencion odontologica,endodoncias,2013-10-01,94,68,94,68,162
TUPIZA,atencion odontologica,endodoncias,2013-10-01,63,40,63,40,103
TURCO,atencion odontologica,endodoncias,2013-10-01,0,6,0,6,6
UNCIA,atencion odontologica,endodoncias,2013-10-01,11,12,11,12,23
URIONDO (A. CONCEPCION),atencion odontologica,endodoncias,2013-10-01,27,50,27,50,77
URUBICHA,atencion odontologica,endodoncias,2013-10-01,1,2,1,2,3
UYUNI,atencion odontologica,endodoncias,2013-10-01,2,8,2,8,10
VACAS,atencion odontologica,endodoncias,2013-10-01,0,3,0,3,3
VALLEGRANDE,atencion odontologica,endodoncias,2013-10-01,9,11,9,11,20
VIACHA,atencion odontologica,endodoncias,2013-10-01,39,28,39,28,67
VILLA CHARCAS,atencion odontologica,endodoncias,2013-10-01,0,5,0,5,5
VILLA MONTES,atencion odontologica,endodoncias,2013-10-01,42,83,42,83,125
VILLA RIVERO,atencion odontologica,endodoncias,2013-10-01,8,10,8,10,18
VILLA SERRANO,atencion odontologica,endodoncias,2013-10-01,5,5,5,5,10
VILLA TUNARI,atencion odontologica,endodoncias,2013-10-01,34,63,34,63,97
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,endodoncias,2013-10-01,4,6,4,6,10
VILLAZON,atencion odontologica,endodoncias,2013-10-01,43,66,43,66,109
VINTO,atencion odontologica,endodoncias,2013-10-01,22,50,22,50,72
VITICHI,atencion odontologica,endodoncias,2013-10-01,10,18,10,18,28
WARNES,atencion odontologica,endodoncias,2013-10-01,4,7,4,7,11
YACUIBA,atencion odontologica,endodoncias,2013-10-01,102,181,102,181,283
YAMPARAEZ,atencion odontologica,endodoncias,2013-10-01,2,11,2,11,13
YANACACHI,atencion odontologica,endodoncias,2013-10-01,0,3,0,3,3
YAPACANI,atencion odontologica,endodoncias,2013-10-01,10,39,10,39,49
YOCALLA,atencion odontologica,endodoncias,2013-10-01,0,2,0,2,2
YOTALA,atencion odontologica,endodoncias,2013-10-01,3,1,3,1,4
YUNCHARA,atencion odontologica,endodoncias,2013-10-01,5,10,5,10,15
ZUDAÑEZ,atencion odontologica,endodoncias,2013-10-01,0,6,0,6,6
ACACIO,atencion odontologica,endodoncias,2013-11-01,3,4,3,4,7
ACHACACHI,atencion odontologica,endodoncias,2013-11-01,35,65,35,65,100
ACHOCALLA,atencion odontologica,endodoncias,2013-11-01,8,7,8,7,15
AIQUILE,atencion odontologica,endodoncias,2013-11-01,33,24,33,24,57
ALALAY,atencion odontologica,endodoncias,2013-11-01,2,0,2,0,2
ALCALA,atencion odontologica,endodoncias,2013-11-01,2,3,2,3,5
ALTO BENI,atencion odontologica,endodoncias,2013-11-01,1,0,1,0,1
ANDAMARCA,atencion odontologica,endodoncias,2013-11-01,3,2,3,2,5
ANTEQUERA,atencion odontologica,endodoncias,2013-11-01,8,2,8,2,10
ANZALDO,atencion odontologica,endodoncias,2013-11-01,2,5,2,5,7
APOLO,atencion odontologica,endodoncias,2013-11-01,0,2,0,2,2
ARAMPAMPA,atencion odontologica,endodoncias,2013-11-01,5,5,5,5,10
ARANI,atencion odontologica,endodoncias,2013-11-01,1,0,1,0,1
ARBIETO,atencion odontologica,endodoncias,2013-11-01,4,12,4,12,16
ARQUE,atencion odontologica,endodoncias,2013-11-01,2,3,2,3,5
ASCENCION DE GUARAYOS,atencion odontologica,endodoncias,2013-11-01,5,0,5,0,5
ATOCHA,atencion odontologica,endodoncias,2013-11-01,68,104,68,104,172
AUCAPATA,atencion odontologica,endodoncias,2013-11-01,1,3,1,3,4
AYO AYO,atencion odontologica,endodoncias,2013-11-01,4,0,4,0,4
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,endodoncias,2013-11-01,17,21,17,21,38
AZURDUY,atencion odontologica,endodoncias,2013-11-01,5,1,5,1,6
BATALLAS,atencion odontologica,endodoncias,2013-11-01,0,2,0,2,2
BAURES,atencion odontologica,endodoncias,2013-11-01,4,5,4,5,9
BERMEJO,atencion odontologica,endodoncias,2013-11-01,78,192,78,192,270
BETANZOS,atencion odontologica,endodoncias,2013-11-01,12,17,12,17,29
BOLIVAR,atencion odontologica,endodoncias,2013-11-01,2,2,2,2,4
BOYUIBE,atencion odontologica,endodoncias,2013-11-01,1,1,1,1,2
BUENA VISTA,atencion odontologica,endodoncias,2013-11-01,2,0,2,0,2
CABEZAS,atencion odontologica,endodoncias,2013-11-01,2,18,2,18,20
CAIROMA,atencion odontologica,endodoncias,2013-11-01,1,0,1,0,1
"CAIZA ""D""",atencion odontologica,endodoncias,2013-11-01,1,1,1,1,2
CAJUATA,atencion odontologica,endodoncias,2013-11-01,1,1,1,1,2
CALAMARCA,atencion odontologica,endodoncias,2013-11-01,5,14,5,14,19
CAMARGO,atencion odontologica,endodoncias,2013-11-01,6,15,6,15,21
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,endodoncias,2013-11-01,0,3,0,3,3
CAMIRI,atencion odontologica,endodoncias,2013-11-01,21,34,21,34,55
CAPINOTA,atencion odontologica,endodoncias,2013-11-01,15,14,15,14,29
CAQUIAVIRI,atencion odontologica,endodoncias,2013-11-01,2,3,2,3,5
CARACOLLO,atencion odontologica,endodoncias,2013-11-01,10,13,10,13,23
CARANAVI,atencion odontologica,endodoncias,2013-11-01,34,44,34,44,78
CARAPARI,atencion odontologica,endodoncias,2013-11-01,22,30,22,30,52
CARIPUYO,atencion odontologica,endodoncias,2013-11-01,1,4,1,4,5
CARMEN RIVERO TORREZ,atencion odontologica,endodoncias,2013-11-01,0,1,0,1,1
CHALLAPATA,atencion odontologica,endodoncias,2013-11-01,11,19,11,19,30
CHAQUI,atencion odontologica,endodoncias,2013-11-01,3,3,3,3,6
CHARAGUA,atencion odontologica,endodoncias,2013-11-01,6,10,6,10,16
CHAYANTA,atencion odontologica,endodoncias,2013-11-01,1,5,1,5,6
CHIMORE,atencion odontologica,endodoncias,2013-11-01,0,4,0,4,4
CHOQUE COTA,atencion odontologica,endodoncias,2013-11-01,1,2,1,2,3
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,endodoncias,2013-11-01,7,30,7,30,37
CHUMA,atencion odontologica,endodoncias,2013-11-01,10,6,10,6,16
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,endodoncias,2013-11-01,12,17,12,17,29
CKOCHAS,atencion odontologica,endodoncias,2013-11-01,6,3,6,3,9
CLIZA,atencion odontologica,endodoncias,2013-11-01,24,14,24,14,38
COBIJA,atencion odontologica,endodoncias,2013-11-01,21,46,21,46,67
COCAPATA,atencion odontologica,endodoncias,2013-11-01,1,7,1,7,8
COCHABAMBA,atencion odontologica,endodoncias,2013-11-01,940,1094,940,1094,2034
COIPASA,atencion odontologica,endodoncias,2013-11-01,1,3,1,3,4
COLCAPIRHUA,atencion odontologica,endodoncias,2013-11-01,20,42,20,42,62
"COLCHA ""K""",atencion odontologica,endodoncias,2013-11-01,0,4,0,4,4
COLLANA,atencion odontologica,endodoncias,2013-11-01,2,2,2,2,4
COLOMI,atencion odontologica,endodoncias,2013-11-01,6,9,6,9,15
COLPA BELGICA,atencion odontologica,endodoncias,2013-11-01,0,2,0,2,2
COLQUECHACA,atencion odontologica,endodoncias,2013-11-01,3,10,3,10,13
COLQUIRI,atencion odontologica,endodoncias,2013-11-01,9,13,9,13,22
COMANCHE,atencion odontologica,endodoncias,2013-11-01,1,0,1,0,1
COMARAPA,atencion odontologica,endodoncias,2013-11-01,13,57,13,57,70
COMBAYA,atencion odontologica,endodoncias,2013-11-01,0,1,0,1,1
CONCEPCION,atencion odontologica,endodoncias,2013-11-01,1,7,1,7,8
COPACABANA,atencion odontologica,endodoncias,2013-11-01,0,7,0,7,7
COROICO,atencion odontologica,endodoncias,2013-11-01,13,29,13,29,42
CORQUE,atencion odontologica,endodoncias,2013-11-01,0,7,0,7,7
COTAGAITA,atencion odontologica,endodoncias,2013-11-01,33,53,33,53,86
CUATRO CAÑADAS,atencion odontologica,endodoncias,2013-11-01,9,12,9,12,21
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,endodoncias,2013-11-01,0,1,0,1,1
CUEVO,atencion odontologica,endodoncias,2013-11-01,0,1,0,1,1
CULPINA,atencion odontologica,endodoncias,2013-11-01,2,13,2,13,15
CURAHUARA DE CARANGAS,atencion odontologica,endodoncias,2013-11-01,1,1,1,1,2
DESAGUADERO,atencion odontologica,endodoncias,2013-11-01,3,4,3,4,7
EL ALTO,atencion odontologica,endodoncias,2013-11-01,417,614,417,614,1031
EL CHORO,atencion odontologica,endodoncias,2013-11-01,1,0,1,0,1
EL PUENTE(STC),atencion odontologica,endodoncias,2013-11-01,1,1,1,1,2
EL PUENTE(TJA),atencion odontologica,endodoncias,2013-11-01,12,17,12,17,29
EL TORNO,atencion odontologica,endodoncias,2013-11-01,28,60,28,60,88
EL VILLAR,atencion odontologica,endodoncias,2013-11-01,1,0,1,0,1
ENTRE RIOS TRJ,atencion odontologica,endodoncias,2013-11-01,12,27,12,27,39
ENTRE RIOS CBBA,atencion odontologica,endodoncias,2013-11-01,28,21,28,21,49
ESCOMA,atencion odontologica,endodoncias,2013-11-01,0,2,0,2,2
EUCALIPTUS,atencion odontologica,endodoncias,2013-11-01,1,2,1,2,3
FERNANDEZ ALONSO,atencion odontologica,endodoncias,2013-11-01,4,12,4,12,16
FILADELFIA,atencion odontologica,endodoncias,2013-11-01,0,1,0,1,1
GENERAL SAAVEDRA,atencion odontologica,endodoncias,2013-11-01,2,4,2,4,6
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,endodoncias,2013-11-01,5,4,5,4,9
GUANAY,atencion odontologica,endodoncias,2013-11-01,7,3,7,3,10
GUAQUI,atencion odontologica,endodoncias,2013-11-01,3,6,3,6,9
GUAYARAMERIN,atencion odontologica,endodoncias,2013-11-01,1,18,1,18,19
GUTIERREZ,atencion odontologica,endodoncias,2013-11-01,0,4,0,4,4
HUACARETA,atencion odontologica,endodoncias,2013-11-01,3,7,3,7,10
HUACAYA (VILLA DE HUACAYA),atencion odontologica,endodoncias,2013-11-01,2,4,2,4,6
HUACHACALLA,atencion odontologica,endodoncias,2013-11-01,1,0,1,0,1
HUANUNI,atencion odontologica,endodoncias,2013-11-01,19,14,19,14,33
HUARACAJE,atencion odontologica,endodoncias,2013-11-01,4,6,4,6,10
HUARINA,atencion odontologica,endodoncias,2013-11-01,0,2,0,2,2
HUAYLLAMARCA,atencion odontologica,endodoncias,2013-11-01,15,11,15,11,26
ICHOCA,atencion odontologica,endodoncias,2013-11-01,1,1,1,1,2
ICLA,atencion odontologica,endodoncias,2013-11-01,2,3,2,3,5
INCAHUASI,atencion odontologica,endodoncias,2013-11-01,11,19,11,19,30
INGAVI (HUMAITA),atencion odontologica,endodoncias,2013-11-01,0,2,0,2,2
IRUPANA (VILLA DE LANZA),atencion odontologica,endodoncias,2013-11-01,6,8,6,8,14
JESUS DE MACHACA,atencion odontologica,endodoncias,2013-11-01,2,4,2,4,6
LA ASUNTA,atencion odontologica,endodoncias,2013-11-01,9,19,9,19,28
LA GUARDIA,atencion odontologica,endodoncias,2013-11-01,7,28,7,28,35
LA PAZ,atencion odontologica,endodoncias,2013-11-01,864,1169,864,1169,2033
LAGUNILLAS,atencion odontologica,endodoncias,2013-11-01,1,2,1,2,3
LAS CARRERAS,atencion odontologica,endodoncias,2013-11-01,3,4,3,4,7
LLALLAGUA,atencion odontologica,endodoncias,2013-11-01,25,57,25,57,82
LORETO,atencion odontologica,endodoncias,2013-11-01,0,1,0,1,1
LURIBAY,atencion odontologica,endodoncias,2013-11-01,0,2,0,2,2
MACHACAMARCA,atencion odontologica,endodoncias,2013-11-01,0,5,0,5,5
MACHARETI,atencion odontologica,endodoncias,2013-11-01,1,0,1,0,1
MAGDALENA,atencion odontologica,endodoncias,2013-11-01,7,10,7,10,17
MAIRANA,atencion odontologica,endodoncias,2013-11-01,1,2,1,2,3
MAPIRI,atencion odontologica,endodoncias,2013-11-01,7,15,7,15,22
MECAPACA,atencion odontologica,endodoncias,2013-11-01,1,0,1,0,1
MINEROS,atencion odontologica,endodoncias,2013-11-01,3,0,3,0,3
MIZQUE,atencion odontologica,endodoncias,2013-11-01,1,5,1,5,6
MOCOMOCO,atencion odontologica,endodoncias,2013-11-01,0,3,0,3,3
MOJOCOYA,atencion odontologica,endodoncias,2013-11-01,6,19,6,19,25
MONTEAGUDO,atencion odontologica,endodoncias,2013-11-01,17,29,17,29,46
MONTERO,atencion odontologica,endodoncias,2013-11-01,13,42,13,42,55
MOROCHATA,atencion odontologica,endodoncias,2013-11-01,2,3,2,3,5
OCURI,atencion odontologica,endodoncias,2013-11-01,0,1,0,1,1
OKINAWA,atencion odontologica,endodoncias,2013-11-01,2,6,2,6,8
OMEREQUE,atencion odontologica,endodoncias,2013-11-01,7,10,7,10,17
ORURO,atencion odontologica,endodoncias,2013-11-01,300,328,300,328,628
PADCAYA,atencion odontologica,endodoncias,2013-11-01,7,5,7,5,12
PADILLA,atencion odontologica,endodoncias,2013-11-01,7,8,7,8,15
PAILON,atencion odontologica,endodoncias,2013-11-01,3,1,3,1,4
PALCA,atencion odontologica,endodoncias,2013-11-01,10,13,10,13,23
PALOS BLANCOS,atencion odontologica,endodoncias,2013-11-01,6,10,6,10,16
PAMPA AULLAGAS,atencion odontologica,endodoncias,2013-11-01,3,1,3,1,4
PAMPA GRANDE,atencion odontologica,endodoncias,2013-11-01,0,8,0,8,8
PAPEL PAMPA,atencion odontologica,endodoncias,2013-11-01,12,13,12,13,25
PATACAMAYA,atencion odontologica,endodoncias,2013-11-01,6,13,6,13,19
PAZÑA,atencion odontologica,endodoncias,2013-11-01,3,12,3,12,15
PELECHUCO,atencion odontologica,endodoncias,2013-11-01,0,2,0,2,2
POCOATA,atencion odontologica,endodoncias,2013-11-01,0,2,0,2,2
POCONA,atencion odontologica,endodoncias,2013-11-01,12,26,12,26,38
POJO (CBBA),atencion odontologica,endodoncias,2013-11-01,1,4,1,4,5
POOPO,atencion odontologica,endodoncias,2013-11-01,4,7,4,7,11
PORCO,atencion odontologica,endodoncias,2013-11-01,6,13,6,13,19
POROMA,atencion odontologica,endodoncias,2013-11-01,7,13,7,13,20
PORTACHUELO,atencion odontologica,endodoncias,2013-11-01,0,4,0,4,4
PORVENIR,atencion odontologica,endodoncias,2013-11-01,5,8,5,8,13
POSTRER VALLE,atencion odontologica,endodoncias,2013-11-01,1,1,1,1,2
POTOSI,atencion odontologica,endodoncias,2013-11-01,219,376,219,376,595
PRESTO,atencion odontologica,endodoncias,2013-11-01,0,9,0,9,9
PUERTO ACOSTA,atencion odontologica,endodoncias,2013-11-01,1,1,1,1,2
PUERTO CARABUCO,atencion odontologica,endodoncias,2013-11-01,4,0,4,0,4
PUERTO GONZALO MORENO,atencion odontologica,endodoncias,2013-11-01,5,4,5,4,9
PUERTO SILES,atencion odontologica,endodoncias,2013-11-01,0,1,0,1,1
PUERTO VILLARROEL,atencion odontologica,endodoncias,2013-11-01,58,54,58,54,112
PUNA,atencion odontologica,endodoncias,2013-11-01,1,4,1,4,5
PUNATA,atencion odontologica,endodoncias,2013-11-01,10,22,10,22,32
QUILLACOLLO,atencion odontologica,endodoncias,2013-11-01,199,186,199,186,385
QUIME,atencion odontologica,endodoncias,2013-11-01,16,8,16,8,24
QUIRUSILLAS,atencion odontologica,endodoncias,2013-11-01,1,0,1,0,1
RAVELO,atencion odontologica,endodoncias,2013-11-01,2,12,2,12,14
REYES,atencion odontologica,endodoncias,2013-11-01,13,14,13,14,27
RIBERALTA,atencion odontologica,endodoncias,2013-11-01,4,9,4,9,13
RURRENABAQUE,atencion odontologica,endodoncias,2013-11-01,2,2,2,2,4
SABAYA,atencion odontologica,endodoncias,2013-11-01,0,4,0,4,4
SACABA,atencion odontologica,endodoncias,2013-11-01,90,142,90,142,232
SACACA,atencion odontologica,endodoncias,2013-11-01,3,4,3,4,7
SAIPINA,atencion odontologica,endodoncias,2013-11-01,3,17,3,17,20
SALINAS DE GARCI MENDOZA,atencion odontologica,endodoncias,2013-11-01,7,11,7,11,18
SAMAIPATA,atencion odontologica,endodoncias,2013-11-01,2,4,2,4,6
SAN ANDRES,atencion odontologica,endodoncias,2013-11-01,1,0,1,0,1
SAN ANDRES DE MACHACA,atencion odontologica,endodoncias,2013-11-01,3,3,3,3,6
SAN BENITO,atencion odontologica,endodoncias,2013-11-01,0,2,0,2,2
SAN BORJA,atencion odontologica,endodoncias,2013-11-01,8,52,8,52,60
SAN BUENA VENTURA,atencion odontologica,endodoncias,2013-11-01,1,6,1,6,7
SAN CARLOS,atencion odontologica,endodoncias,2013-11-01,11,18,11,18,29
SAN IGNACIO,atencion odontologica,endodoncias,2013-11-01,12,12,12,12,24
