,group,variable,month,CONSULTAS NUEVAS DE 5 A 59 AÑOS CANTIDAD,CONSULTAS NUEVAS DE 5 A 59 AÑOS CANTIDAD,TOTALES,TOTALES,TOTALES
SAN IGNACIO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,174,317,174,317,491
SAN IGNACIO DE VELASCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,296,297,296,297,593
SAN JAVIER(BNI),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,11,37,11,37,48
SAN JAVIER(STC),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,55,92,55,92,147
SAN JOAQUIN,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,27,20,27,20,47
SAN JOSE DE CHIQUITOS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,175,209,175,209,384
SAN JUAN DE YAPACANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,103,117,103,117,220
SAN JULIAN,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,197,80,197,80,277
SAN LORENZO(PND),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,20,27,20,27,47
SAN LORENZO(TJA),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,498,898,498,898,1396
SAN LUCAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,123,164,123,164,287
SAN MATIAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,15,28,15,28,43
SAN MIGUEL DE VELASCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,35,52,35,52,87
SAN PABLO DE LIPEZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,4,26,4,26,30
SAN PEDRO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,26,97,26,97,123
SAN PEDRO DE BUENA VISTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,40,111,40,111,151
SAN PEDRO DE CURAHUARA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,10,14,10,14,24
SAN PEDRO DE QUEMES,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,5,7,5,7,12
SAN PEDRO DE TIQUINA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,8,30,8,30,38
SAN RAFAEL,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,44,82,44,82,126
SAN RAMON BENI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,11,39,11,39,50
SAN RAMON SCZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,41,59,41,59,100
SANTA ANA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,143,342,143,342,485
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,3182,6320,3182,6320,9502
SANTA ROSA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,451,433,451,433,884
SANTA ROSA DEL SARA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,85,136,85,136,221
SANTIAGO DE CALLAPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,2,9,2,9,11
SANTIAGO DE HUARI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,192,245,192,245,437
SANTIAGO DE HUATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,30,59,30,59,89
SANTIAGO DE MACHACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,95,108,95,108,203
SANTIVAÑES,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,36,58,36,58,94
SANTUARIO DE QUILLACAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,30,41,30,41,71
SAPAHAQUI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,26,34,26,34,60
SENA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,297,268,297,268,565
SICA SICA (VILLA AROMA),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,45,87,45,87,132
SICAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,18,83,18,83,101
SIPE SIPE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,53,320,53,320,373
SOPACHUY,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,163,206,163,206,369
SORACACHI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,42,50,42,50,92
SORATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,7,2,7,2,9
SUCRE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,2639,4622,2639,4622,7261
TACACHI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,2,0,2,0,2
TACACOMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,49,62,49,62,111
TACOBAMBA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,1,8,1,8,9
TACOPAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,6,13,6,13,19
TAPACARI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,92,145,92,145,237
TARABUCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,193,220,193,220,413
TARACO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,18,44,18,44,62
TARATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,77,139,77,139,216
TARIJA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,3414,5827,3414,5827,9241
TARVITA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,100,175,100,175,275
TEOPONTE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,18,15,18,15,33
TIAWANACU,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,111,157,111,157,268
TINGUIPAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,242,284,242,284,526
TIPUANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,49,87,49,87,136
TIQUIPAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,237,965,237,965,1202
TIRAQUE (CBBA),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,72,77,72,77,149
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,4,11,4,11,15
TOCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,14,37,14,37,51
TOLATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,9,9,9,9,18
TOLEDO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,139,169,139,169,308
TOMAVE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,16,29,16,29,45
TOMINA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,226,323,226,323,549
TORO TORO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,94,201,94,201,295
TOTORA(CBBA),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,146,149,146,149,295
TOTORA(ORR),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,11,48,11,48,59
TRIGAL,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,10,18,10,18,28
TRINIDAD,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,601,997,601,997,1598
TUPIZA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,130,335,130,335,465
TURCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,21,35,21,35,56
UNCIA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,14,62,14,62,76
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,417,816,417,816,1233
URUBICHA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,10,43,10,43,53
UYUNI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,92,174,92,174,266
VACAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,60,133,60,133,193
VALLEGRANDE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,218,260,218,260,478
VIACHA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,185,326,185,326,511
VILA VILA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,9,29,9,29,38
VILLA CHARCAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,20,106,20,106,126
VILLA MONTES,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,575,1031,575,1031,1606
VILLA NUEVA (LOMA ALTA),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,11,14,11,14,25
VILLA RIVERO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,17,14,17,14,31
VILLA SERRANO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,22,52,22,52,74
VILLA TUNARI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,180,325,180,325,505
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,79,142,79,142,221
VILLAZON,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,117,338,117,338,455
VINTO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,118,237,118,237,355
VITICHI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,50,131,50,131,181
WALDO BALLIVIAN,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,5,24,5,24,29
WARNES,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,200,427,200,427,627
YACO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,2,7,2,7,9
YACUIBA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,556,946,556,946,1502
YAMPARAEZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,33,121,33,121,154
YANACACHI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,26,51,26,51,77
YAPACANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,99,204,99,204,303
YOCALLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,10,39,10,39,49
YOTALA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,173,218,173,218,391
YUNCHARA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,128,257,128,257,385
ZUDAÑEZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-10-01,17,57,17,57,74
ACACIO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,39,50,39,50,89
ACHACACHI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,226,454,226,454,680
ACHOCALLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,33,71,33,71,104
AIQUILE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,50,44,50,44,94
ALALAY,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,10,28,10,28,38
ALCALA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,43,78,43,78,121
ALTO BENI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,24,33,24,33,57
ANCORAIMES,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,13,29,13,29,42
ANDAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,47,64,47,64,111
ANTEQUERA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,60,73,60,73,133
ANZALDO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,104,136,104,136,240
APOLO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,45,138,45,138,183
ARAMPAMPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,21,21,21,21,42
ARANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,21,76,21,76,97
ARBIETO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,17,45,17,45,62
ARQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,77,181,77,181,258
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,15,22,15,22,37
ATOCHA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,362,468,362,468,830
AUCAPATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,22,24,22,24,46
AYATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,29,56,29,56,85
AYO AYO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,14,29,14,29,43
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,77,110,77,110,187
AZURDUY,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,6,10,6,10,16
BATALLAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,32,132,32,132,164
BAURES,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,20,30,20,30,50
BELEN DE ANDAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,7,31,7,31,38
BELEN DE URMIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,11,7,11,7,18
BELLA FLOR,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,5,15,5,15,20
BERMEJO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,615,913,615,913,1528
BETANZOS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,66,141,66,141,207
BOLIVAR,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,26,58,26,58,84
BOLPEBRA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,5,7,5,7,12
BOYUIBE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,6,7,6,7,13
BUENA VISTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,4,9,4,9,13
CABEZAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,75,126,75,126,201
CAIROMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,37,53,37,53,90
"CAIZA ""D""",atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,32,90,32,90,122
CAJUATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,43,87,43,87,130
CALACOTO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,15,36,15,36,51
CALAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,72,137,72,137,209
CAMARGO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,45,205,45,205,250
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,25,73,25,73,98
CAMIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,95,141,95,141,236
CAPINOTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,58,47,58,47,105
CAQUIAVIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,26,68,26,68,94
CARACOLLO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,66,156,66,156,222
CARANAVI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,69,116,69,116,185
CARAPARI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,256,376,256,376,632
CARIPUYO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,24,54,24,54,78
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,39,47,39,47,86
CATACORA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,43,42,43,42,85
CHALLAPATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,199,243,199,243,442
CHAQUI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,13,65,13,65,78
CHARAGUA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,66,164,66,164,230
CHARAÑA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,3,5,3,5,8
CHAYANTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,30,90,30,90,120
CHIMORE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,7,8,7,8,15
CHIPAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,104,123,104,123,227
CHOQUE COTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,5,27,5,27,32
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,133,83,133,83,216
CHUMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,140,199,140,199,339
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,5,47,5,47,52
CKOCHAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,37,65,37,65,102
CLIZA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,106,117,106,117,223
COBIJA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,185,402,185,402,587
COCAPATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,74,180,74,180,254
COCHABAMBA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,3543,5156,3543,5156,8699
COIPASA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,19,23,19,23,42
COLCAPIRHUA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,6,26,6,26,32
"COLCHA ""K""",atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,29,30,29,30,59
COLLANA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,34,50,34,50,84
COLOMI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,22,57,22,57,79
COLPA BELGICA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,77,95,77,95,172
COLQUECHACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,68,205,68,205,273
COLQUENCHA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,18,20,18,20,38
COLQUIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,102,125,102,125,227
COMANCHE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,98,158,98,158,256
COMARAPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,49,124,49,124,173
COMBAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,2,15,2,15,17
CONCEPCION,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,3,27,3,27,30
COPACABANA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,49,87,49,87,136
CORO CORO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,8,14,8,14,22
COROICO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,73,134,73,134,207
CORQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,93,120,93,120,213
COTAGAITA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,367,568,367,568,935
COTOCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,39,116,39,116,155
CUATRO CAÑADAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,59,141,59,141,200
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,43,51,43,51,94
CUEVO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,13,39,13,39,52
CULPINA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,127,165,127,165,292
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,7,11,7,11,18
DESAGUADERO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,20,25,20,25,45
EL ALTO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,3575,5645,3575,5645,9220
EL CHORO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,6,22,6,22,28
EL PUENTE(STC),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,156,195,156,195,351
EL PUENTE(TJA),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,124,215,124,215,339
EL TORNO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,287,482,287,482,769
EL VILLAR,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,60,69,60,69,129
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,384,626,384,626,1010
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,5,18,5,18,23
ESCOMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,32,46,32,46,78
EUCALIPTUS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,62,58,62,58,120
EXALTACION,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,9,0,9,0,9
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,94,140,94,140,234
FILADELFIA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,59,53,59,53,112
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,20,79,20,79,99
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,58,80,58,80,138
GUANAY,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,39,54,39,54,93
GUAQUI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,73,73,73,73,146
GUAYARAMERIN,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,196,344,196,344,540
GUTIERREZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,81,196,81,196,277
HUACARETA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,31,126,31,126,157
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,25,58,25,58,83
HUACHACALLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,15,14,15,14,29
HUANUNI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,61,57,61,57,118
HUARACAJE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,8,5,8,5,13
HUARINA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,8,16,8,16,24
HUAYLLAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,89,90,89,90,179
HUMANATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,9,23,9,23,32
ICHOCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,9,21,9,21,30
ICLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,62,84,62,84,146
INCAHUASI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,50,255,50,255,305
INGAVI (HUMAITA),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,14,22,14,22,36
INQUISIVI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,323,401,323,401,724
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,114,171,114,171,285
JESUS DE MACHACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,68,132,68,132,200
LA ASUNTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,102,111,102,111,213
LA GUARDIA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,89,169,89,169,258
LA PAZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,3283,5761,3283,5761,9044
LAGUNILLAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,23,29,23,29,52
LAJA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,20,5,20,5,25
LAS CARRERAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,19,39,19,39,58
LICOMA PAMPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,3,4,3,4,7
LLALLAGUA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,108,337,108,337,445
LLICA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,55,49,55,49,104
LORETO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,5,8,5,8,13
LURIBAY,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,29,52,29,52,81
MACHACAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,25,27,25,27,52
MACHARETI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,9,38,9,38,47
MAGDALENA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,79,131,79,131,210
MAIRANA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,27,54,27,54,81
MALLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,1,4,1,4,5
MAPIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,60,159,60,159,219
MECAPACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,17,40,17,40,57
MINEROS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,14,107,14,107,121
MIZQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,16,44,16,44,60
MOCOMOCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,60,93,60,93,153
MOJOCOYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,60,70,60,70,130
MONTEAGUDO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,147,354,147,354,501
MONTERO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,257,235,257,235,492
MORO MORO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,12,13,12,13,25
MOROCHATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,17,6,17,6,23
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,9,16,9,16,25
OCURI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,41,75,41,75,116
OKINAWA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,20,45,20,45,65
OMEREQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,21,30,21,30,51
ORURO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,1148,2155,1148,2155,3303
PADCAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,228,246,228,246,474
PADILLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,78,217,78,217,295
PAILON,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,27,26,27,26,53
PALCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,48,114,48,114,162
PALOS BLANCOS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,64,109,64,109,173
PAMPA AULLAGAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,2,7,2,7,9
PAMPA GRANDE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,8,29,8,29,37
PAPEL PAMPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-11-01,28,52,28,52,80
