,group,variable,month,CONSULTAS NUEVAS A MUJER EMBARAZADA O PUÉRPERA CANTIDAD,CONSULTAS NUEVAS A MUJER EMBARAZADA O PUÉRPERA CANTIDAD,TOTALES,TOTALES,TOTALES
COTOCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,114,0,114,114
CUATRO CAÑADAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,98,0,98,98
CUEVO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,11,0,11,11
CULPINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,93,0,93,93
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,8,0,8,8
DESAGUADERO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,10,0,10,10
EL ALTO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,1502,0,1502,1502
EL CHORO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,9,0,9,9
EL PUENTE(STC),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,65,0,65,65
EL PUENTE(TJA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,4,0,4,4
EL TORNO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,85,0,85,85
EL VILLAR,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,30,0,30,30
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,43,0,43,43
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,79,0,79,79
ESCOMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,13,0,13,13
EUCALIPTUS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,13,0,13,13
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,33,0,33,33
FILADELFIA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,11,0,11,11
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,16,0,16,16
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,26,0,26,26
GUANAY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,44,0,44,44
GUAQUI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,7,0,7,7
GUAYARAMERIN,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,98,0,98,98
GUTIERREZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,60,0,60,60
HUACARETA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,52,0,52,52
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,36,0,36,36
HUACHACALLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,7,0,7,7
HUANUNI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,20,0,20,20
HUARACAJE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,11,0,11,11
HUAYLLAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,27,0,27,27
HUMANATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,18,0,18,18
ICHOCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,2,0,2,2
ICLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,22,0,22,22
INCAHUASI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,50,0,50,50
INQUISIVI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,27,0,27,27
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,34,0,34,34
IXIAMAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,21,0,21,21
JESUS DE MACHACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,20,0,20,20
LA ASUNTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,48,0,48,48
LA GUARDIA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,130,0,130,130
LA PAZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,1622,0,1622,1622
LAGUNILLAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,6,0,6,6
LAJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,12,0,12,12
LAS CARRERAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,6,0,6,6
LICOMA PAMPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,25,0,25,25
LLALLAGUA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,166,0,166,166
LLICA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,1,0,1,1
LORETO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,7,0,7,7
MACHACAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,8,0,8,8
MACHARETI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,41,0,41,41
MAGDALENA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,12,0,12,12
MAIRANA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,90,0,90,90
MAPIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,30,0,30,30
MECAPACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,4,0,4,4
MINEROS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,17,0,17,17
MIZQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,31,0,31,31
MOCOMOCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,14,0,14,14
MOJOCOYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,44,0,44,44
MONTEAGUDO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,219,0,219,219
MONTERO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,187,0,187,187
MORO MORO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,3,0,3,3
MOROCHATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,78,0,78,78
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,5,0,5,5
OCURI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,9,0,9,9
OKINAWA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,13,0,13,13
OMEREQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,4,0,4,4
ORURO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,505,0,505,505
PADCAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,14,0,14,14
PADILLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,49,0,49,49
PAILON,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,28,0,28,28
PALCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,30,0,30,30
PALOS BLANCOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,64,0,64,64
PAMPA AULLAGAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,4,0,4,4
PAMPA GRANDE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,62,0,62,62
PAPEL PAMPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,40,0,40,40
PASORAPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,8,0,8,8
PATACAMAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,88,0,88,88
PAZÑA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,25,0,25,25
PELECHUCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,38,0,38,38
POCOATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,135,0,135,135
POCONA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,43,0,43,43
POJO (CBBA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,43,0,43,43
POOPO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,9,0,9,9
PORCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,20,0,20,20
POROMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,126,0,126,126
PORONGO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,30,0,30,30
PORTACHUELO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,49,0,49,49
PORVENIR,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,28,0,28,28
POSTRER VALLE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,13,0,13,13
POTOSI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,604,0,604,604
PRESTO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,93,0,93,93
PUCARA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,3,0,3,3
PUCARANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,48,0,48,48
PUERTO ACOSTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,6,0,6,6
PUERTO CARABUCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,4,0,4,4
PUERTO GONZALO MORENO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,21,0,21,21
PUERTO QUIJARRO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,48,0,48,48
PUERTO RICO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,51,0,51,51
PUERTO SUAREZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,56,0,56,56
PUERTO VILLARROEL,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,164,0,164,164
PUNA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,87,0,87,87
PUNATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,127,0,127,127
QUIABAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,2,0,2,2
QUILLACOLLO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,422,0,422,422
QUIME,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,36,0,36,36
QUIRUSILLAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,10,0,10,10
RAVELO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,33,0,33,33
REYES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,6,0,6,6
RIBERALTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,292,0,292,292
ROBORE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,15,0,15,15
RURRENABAQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,33,0,33,33
SABAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,8,0,8,8
SACABA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,302,0,302,302
SACABAMBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,6,0,6,6
SACACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,70,0,70,70
SAIPINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,18,0,18,18
SALINAS DE GARCI MENDOZA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,28,0,28,28
SAMAIPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,49,0,49,49
SAN AGUSTIN,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,2,0,2,2
SAN ANDRES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,3,0,3,3
SAN ANDRES DE MACHACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,6,0,6,6
SAN ANTONIO DE ESMORUCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,17,0,17,17
SAN ANTONIO DE LOMERIO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,25,0,25,25
SAN BENITO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,37,0,37,37
SAN BORJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,57,0,57,57
SAN BUENA VENTURA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,7,0,7,7
SAN CARLOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,66,0,66,66
SAN IGNACIO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,39,0,39,39
SAN IGNACIO DE VELASCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,37,0,37,37
SAN JAVIER(BNI),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,1,0,1,1
SAN JAVIER(STC),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,6,0,6,6
SAN JOAQUIN,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,18,0,18,18
SAN JOSE DE CHIQUITOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,67,0,67,67
SAN JUAN DE YAPACANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,15,0,15,15
SAN JULIAN,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,73,0,73,73
SAN LORENZO(PND),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,15,0,15,15
SAN LORENZO(TJA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,23,0,23,23
SAN LUCAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,100,0,100,100
SAN MATIAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,6,0,6,6
SAN MIGUEL DE VELASCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,15,0,15,15
SAN PABLO DE LIPEZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,15,0,15,15
SAN PEDRO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,33,0,33,33
SAN PEDRO DE BUENA VISTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,57,0,57,57
SAN PEDRO DE CURAHUARA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,12,0,12,12
SAN PEDRO DE QUEMES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,5,0,5,5
SAN PEDRO DE TIQUINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,1,0,1,1
SAN RAFAEL,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,16,0,16,16
SAN RAMON BENI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,10,0,10,10
SAN RAMON SCZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,20,0,20,20
SANTA ANA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,65,0,65,65
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,3197,0,3197,3197
SANTA ROSA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,5,0,5,5
SANTA ROSA DEL SARA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,51,0,51,51
SANTIAGO DE HUARI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,9,0,9,9
SANTIAGO DE HUATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,6,0,6,6
SANTIAGO DE MACHACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,8,0,8,8
SANTIVAÑES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,30,0,30,30
SANTUARIO DE QUILLACAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,11,0,11,11
SAPAHAQUI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,6,0,6,6
SENA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,4,0,4,4
SICA SICA (VILLA AROMA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,19,0,19,19
SICAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,22,0,22,22
SIPE SIPE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,225,0,225,225
SOPACHUY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,41,0,41,41
SORACACHI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,5,0,5,5
SORATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,1,0,1,1
SUCRE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,1610,0,1610,1610
TACACHI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,1,0,1,1
TACACOMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,16,0,16,16
TACOBAMBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,3,0,3,3
TACOPAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,18,0,18,18
TAPACARI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,83,0,83,83
TARABUCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,77,0,77,77
TARACO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,22,0,22,22
TARATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,76,0,76,76
TARIJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,224,0,224,224
TARVITA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,102,0,102,102
TEOPONTE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,17,0,17,17
TIAWANACU,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,5,0,5,5
TINGUIPAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,25,0,25,25
TIPUANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,61,0,61,61
TIQUIPAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,639,0,639,639
TIRAQUE (CBBA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,54,0,54,54
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,1,0,1,1
TOCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,12,0,12,12
TOLATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,57,0,57,57
TOLEDO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,3,0,3,3
TOMAVE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,9,0,9,9
TOMINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,44,0,44,44
TORO TORO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,26,0,26,26
TOTORA(CBBA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,41,0,41,41
TOTORA(ORR),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,2,0,2,2
TRIGAL,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,5,0,5,5
TRINIDAD,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,277,0,277,277
TUPIZA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,128,0,128,128
TURCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,5,0,5,5
UNCIA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,37,0,37,37
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,34,0,34,34
URUBICHA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,10,0,10,10
UYUNI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,7,0,7,7
VALLEGRANDE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,118,0,118,118
VIACHA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,110,0,110,110
VILA VILA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,5,0,5,5
VILLA CHARCAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,60,0,60,60
VILLA MONTES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,54,0,54,54
VILLA NUEVA (LOMA ALTA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,1,0,1,1
VILLA RIVERO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,35,0,35,35
VILLA SERRANO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,106,0,106,106
VILLA TUNARI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,230,0,230,230
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,94,0,94,94
VILLAZON,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,122,0,122,122
VINTO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,237,0,237,237
VITICHI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,28,0,28,28
WALDO BALLIVIAN,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,2,0,2,2
WARNES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,85,0,85,85
YACO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,6,0,6,6
YACUIBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,45,0,45,45
YAMPARAEZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,58,0,58,58
YANACACHI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,10,0,10,10
YAPACANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,346,0,346,346
YOCALLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,13,0,13,13
YOTALA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,53,0,53,53
YUNCHARA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,5,0,5,5
ZUDAÑEZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-10-01,0,40,0,40,40
ACACIO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-11-01,0,38,0,38,38
ACHACACHI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-11-01,0,95,0,95,95
ACHOCALLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-11-01,0,29,0,29,29
AIQUILE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-11-01,0,69,0,69,69
ALALAY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-11-01,0,17,0,17,17
ALCALA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-11-01,0,14,0,14,14
ALTO BENI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-11-01,0,10,0,10,10
ANDAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-11-01,0,6,0,6,6
ANTEQUERA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-11-01,0,6,0,6,6
ANZALDO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-11-01,0,21,0,21,21
APOLO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-11-01,0,56,0,56,56
ARAMPAMPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-11-01,0,3,0,3,3
ARANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-11-01,0,14,0,14,14
ARBIETO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-11-01,0,69,0,69,69
ARQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-11-01,0,23,0,23,23
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-11-01,0,48,0,48,48
ATOCHA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-11-01,0,15,0,15,15
AUCAPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-11-01,0,4,0,4,4
AYATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-11-01,0,18,0,18,18
AYO AYO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-11-01,0,12,0,12,12
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-11-01,0,197,0,197,197
AZURDUY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-11-01,0,70,0,70,70
BATALLAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-11-01,0,62,0,62,62
BAURES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-11-01,0,14,0,14,14
BELEN DE ANDAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-11-01,0,15,0,15,15
BELEN DE URMIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-11-01,0,4,0,4,4
