,group,variable,month,CIRUGIA BUCAL MENOR CANTIDAD,CIRUGIA BUCAL MENOR CANTIDAD,TOTALES,TOTALES,TOTALES
ICLA,atencion odontologica,cirugia bucal menor,2013-10-01,14,22,14,22,36
INCAHUASI,atencion odontologica,cirugia bucal menor,2013-10-01,16,69,16,69,85
INQUISIVI,atencion odontologica,cirugia bucal menor,2013-10-01,38,89,38,89,127
IRUPANA (VILLA DE LANZA),atencion odontologica,cirugia bucal menor,2013-10-01,27,33,27,33,60
IXIAMAS,atencion odontologica,cirugia bucal menor,2013-10-01,29,45,29,45,74
JESUS DE MACHACA,atencion odontologica,cirugia bucal menor,2013-10-01,27,33,27,33,60
LA ASUNTA,atencion odontologica,cirugia bucal menor,2013-10-01,62,75,62,75,137
LA GUARDIA,atencion odontologica,cirugia bucal menor,2013-10-01,24,73,24,73,97
LA PAZ,atencion odontologica,cirugia bucal menor,2013-10-01,876,1293,876,1293,2169
LAGUNILLAS,atencion odontologica,cirugia bucal menor,2013-10-01,2,21,2,21,23
LAJA,atencion odontologica,cirugia bucal menor,2013-10-01,55,28,55,28,83
LAS CARRERAS,atencion odontologica,cirugia bucal menor,2013-10-01,6,5,6,5,11
LICOMA PAMPA,atencion odontologica,cirugia bucal menor,2013-10-01,4,5,4,5,9
LLALLAGUA,atencion odontologica,cirugia bucal menor,2013-10-01,43,104,43,104,147
LLICA,atencion odontologica,cirugia bucal menor,2013-10-01,14,29,14,29,43
LORETO,atencion odontologica,cirugia bucal menor,2013-10-01,2,1,2,1,3
LURIBAY,atencion odontologica,cirugia bucal menor,2013-10-01,12,23,12,23,35
MACHACAMARCA,atencion odontologica,cirugia bucal menor,2013-10-01,9,19,9,19,28
MACHARETI,atencion odontologica,cirugia bucal menor,2013-10-01,20,15,20,15,35
MAGDALENA,atencion odontologica,cirugia bucal menor,2013-10-01,31,34,31,34,65
MAIRANA,atencion odontologica,cirugia bucal menor,2013-10-01,17,25,17,25,42
MAPIRI,atencion odontologica,cirugia bucal menor,2013-10-01,10,22,10,22,32
MECAPACA,atencion odontologica,cirugia bucal menor,2013-10-01,17,11,17,11,28
MINEROS,atencion odontologica,cirugia bucal menor,2013-10-01,5,14,5,14,19
MIZQUE,atencion odontologica,cirugia bucal menor,2013-10-01,22,40,22,40,62
MOCOMOCO,atencion odontologica,cirugia bucal menor,2013-10-01,69,87,69,87,156
MOJOCOYA,atencion odontologica,cirugia bucal menor,2013-10-01,29,80,29,80,109
MONTEAGUDO,atencion odontologica,cirugia bucal menor,2013-10-01,35,33,35,33,68
MONTERO,atencion odontologica,cirugia bucal menor,2013-10-01,118,129,118,129,247
MORO MORO,atencion odontologica,cirugia bucal menor,2013-10-01,6,9,6,9,15
MOROCHATA,atencion odontologica,cirugia bucal menor,2013-10-01,1,18,1,18,19
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,cirugia bucal menor,2013-10-01,5,5,5,5,10
OCURI,atencion odontologica,cirugia bucal menor,2013-10-01,33,42,33,42,75
OKINAWA,atencion odontologica,cirugia bucal menor,2013-10-01,11,12,11,12,23
OMEREQUE,atencion odontologica,cirugia bucal menor,2013-10-01,3,10,3,10,13
ORURO,atencion odontologica,cirugia bucal menor,2013-10-01,429,677,429,677,1106
PADCAYA,atencion odontologica,cirugia bucal menor,2013-10-01,69,75,69,75,144
PADILLA,atencion odontologica,cirugia bucal menor,2013-10-01,30,56,30,56,86
PAILON,atencion odontologica,cirugia bucal menor,2013-10-01,19,18,19,18,37
PALCA,atencion odontologica,cirugia bucal menor,2013-10-01,18,32,18,32,50
PALOS BLANCOS,atencion odontologica,cirugia bucal menor,2013-10-01,12,30,12,30,42
PAMPA AULLAGAS,atencion odontologica,cirugia bucal menor,2013-10-01,15,12,15,12,27
PAMPA GRANDE,atencion odontologica,cirugia bucal menor,2013-10-01,15,22,15,22,37
PAPEL PAMPA,atencion odontologica,cirugia bucal menor,2013-10-01,17,24,17,24,41
PASORAPA,atencion odontologica,cirugia bucal menor,2013-10-01,24,10,24,10,34
PATACAMAYA,atencion odontologica,cirugia bucal menor,2013-10-01,41,28,41,28,69
PAZÑA,atencion odontologica,cirugia bucal menor,2013-10-01,18,27,18,27,45
PELECHUCO,atencion odontologica,cirugia bucal menor,2013-10-01,23,42,23,42,65
POCOATA,atencion odontologica,cirugia bucal menor,2013-10-01,17,31,17,31,48
POCONA,atencion odontologica,cirugia bucal menor,2013-10-01,91,92,91,92,183
POJO (CBBA),atencion odontologica,cirugia bucal menor,2013-10-01,12,11,12,11,23
POOPO,atencion odontologica,cirugia bucal menor,2013-10-01,18,16,18,16,34
PORCO,atencion odontologica,cirugia bucal menor,2013-10-01,13,19,13,19,32
POROMA,atencion odontologica,cirugia bucal menor,2013-10-01,24,83,24,83,107
PORONGO,atencion odontologica,cirugia bucal menor,2013-10-01,8,9,8,9,17
PORTACHUELO,atencion odontologica,cirugia bucal menor,2013-10-01,24,46,24,46,70
PORVENIR,atencion odontologica,cirugia bucal menor,2013-10-01,30,16,30,16,46
POSTRER VALLE,atencion odontologica,cirugia bucal menor,2013-10-01,9,8,9,8,17
POTOSI,atencion odontologica,cirugia bucal menor,2013-10-01,183,381,183,381,564
PRESTO,atencion odontologica,cirugia bucal menor,2013-10-01,17,23,17,23,40
PUCARA,atencion odontologica,cirugia bucal menor,2013-10-01,4,1,4,1,5
PUCARANI,atencion odontologica,cirugia bucal menor,2013-10-01,73,134,73,134,207
PUERTO ACOSTA,atencion odontologica,cirugia bucal menor,2013-10-01,45,40,45,40,85
PUERTO CARABUCO,atencion odontologica,cirugia bucal menor,2013-10-01,35,53,35,53,88
PUERTO GONZALO MORENO,atencion odontologica,cirugia bucal menor,2013-10-01,9,6,9,6,15
PUERTO QUIJARRO,atencion odontologica,cirugia bucal menor,2013-10-01,29,8,29,8,37
PUERTO RICO,atencion odontologica,cirugia bucal menor,2013-10-01,64,42,64,42,106
PUERTO SUAREZ,atencion odontologica,cirugia bucal menor,2013-10-01,13,16,13,16,29
PUERTO VILLARROEL,atencion odontologica,cirugia bucal menor,2013-10-01,18,44,18,44,62
PUNA,atencion odontologica,cirugia bucal menor,2013-10-01,24,55,24,55,79
PUNATA,atencion odontologica,cirugia bucal menor,2013-10-01,47,71,47,71,118
QUIABAYA,atencion odontologica,cirugia bucal menor,2013-10-01,3,4,3,4,7
QUILLACOLLO,atencion odontologica,cirugia bucal menor,2013-10-01,110,134,110,134,244
QUIME,atencion odontologica,cirugia bucal menor,2013-10-01,57,71,57,71,128
QUIRUSILLAS,atencion odontologica,cirugia bucal menor,2013-10-01,7,10,7,10,17
RAVELO,atencion odontologica,cirugia bucal menor,2013-10-01,17,39,17,39,56
REYES,atencion odontologica,cirugia bucal menor,2013-10-01,30,48,30,48,78
RIBERALTA,atencion odontologica,cirugia bucal menor,2013-10-01,101,227,101,227,328
ROBORE,atencion odontologica,cirugia bucal menor,2013-10-01,24,33,24,33,57
RURRENABAQUE,atencion odontologica,cirugia bucal menor,2013-10-01,43,32,43,32,75
SABAYA,atencion odontologica,cirugia bucal menor,2013-10-01,22,24,22,24,46
SACABA,atencion odontologica,cirugia bucal menor,2013-10-01,223,248,223,248,471
SACABAMBA,atencion odontologica,cirugia bucal menor,2013-10-01,1,5,1,5,6
SACACA,atencion odontologica,cirugia bucal menor,2013-10-01,26,40,26,40,66
SAIPINA,atencion odontologica,cirugia bucal menor,2013-10-01,12,12,12,12,24
SALINAS DE GARCI MENDOZA,atencion odontologica,cirugia bucal menor,2013-10-01,41,31,41,31,72
SAMAIPATA,atencion odontologica,cirugia bucal menor,2013-10-01,37,46,37,46,83
SAN AGUSTIN,atencion odontologica,cirugia bucal menor,2013-10-01,5,3,5,3,8
SAN ANDRES,atencion odontologica,cirugia bucal menor,2013-10-01,13,17,13,17,30
SAN ANDRES DE MACHACA,atencion odontologica,cirugia bucal menor,2013-10-01,58,42,58,42,100
SAN ANTONIO DE ESMORUCO,atencion odontologica,cirugia bucal menor,2013-10-01,4,10,4,10,14
SAN ANTONIO DE LOMERIO,atencion odontologica,cirugia bucal menor,2013-10-01,10,36,10,36,46
SAN BENITO,atencion odontologica,cirugia bucal menor,2013-10-01,1,12,1,12,13
SAN BORJA,atencion odontologica,cirugia bucal menor,2013-10-01,10,42,10,42,52
SAN CARLOS,atencion odontologica,cirugia bucal menor,2013-10-01,31,27,31,27,58
SAN IGNACIO,atencion odontologica,cirugia bucal menor,2013-10-01,53,76,53,76,129
SAN IGNACIO DE VELASCO,atencion odontologica,cirugia bucal menor,2013-10-01,32,38,32,38,70
SAN JAVIER(BNI),atencion odontologica,cirugia bucal menor,2013-10-01,6,23,6,23,29
SAN JAVIER(STC),atencion odontologica,cirugia bucal menor,2013-10-01,10,8,10,8,18
SAN JOAQUIN,atencion odontologica,cirugia bucal menor,2013-10-01,12,28,12,28,40
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucal menor,2013-10-01,46,70,46,70,116
SAN JUAN DE YAPACANI,atencion odontologica,cirugia bucal menor,2013-10-01,24,45,24,45,69
SAN JULIAN,atencion odontologica,cirugia bucal menor,2013-10-01,41,35,41,35,76
SAN LORENZO(PND),atencion odontologica,cirugia bucal menor,2013-10-01,8,11,8,11,19
SAN LORENZO(TJA),atencion odontologica,cirugia bucal menor,2013-10-01,119,180,119,180,299
SAN LUCAS,atencion odontologica,cirugia bucal menor,2013-10-01,44,105,44,105,149
SAN MATIAS,atencion odontologica,cirugia bucal menor,2013-10-01,4,6,4,6,10
SAN MIGUEL DE VELASCO,atencion odontologica,cirugia bucal menor,2013-10-01,19,22,19,22,41
SAN PABLO DE LIPEZ,atencion odontologica,cirugia bucal menor,2013-10-01,3,5,3,5,8
SAN PEDRO,atencion odontologica,cirugia bucal menor,2013-10-01,20,33,20,33,53
SAN PEDRO DE BUENA VISTA,atencion odontologica,cirugia bucal menor,2013-10-01,24,37,24,37,61
SAN PEDRO DE CURAHUARA,atencion odontologica,cirugia bucal menor,2013-10-01,5,20,5,20,25
SAN PEDRO DE QUEMES,atencion odontologica,cirugia bucal menor,2013-10-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,atencion odontologica,cirugia bucal menor,2013-10-01,15,16,15,16,31
SAN RAFAEL,atencion odontologica,cirugia bucal menor,2013-10-01,6,19,6,19,25
SAN RAMON BENI,atencion odontologica,cirugia bucal menor,2013-10-01,9,14,9,14,23
SAN RAMON SCZ,atencion odontologica,cirugia bucal menor,2013-10-01,12,18,12,18,30
SANTA ANA,atencion odontologica,cirugia bucal menor,2013-10-01,38,61,38,61,99
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucal menor,2013-10-01,527,810,527,810,1337
SANTA ROSA,atencion odontologica,cirugia bucal menor,2013-10-01,49,40,49,40,89
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucal menor,2013-10-01,26,62,26,62,88
SANTIAGO DE CALLAPA,atencion odontologica,cirugia bucal menor,2013-10-01,6,3,6,3,9
SANTIAGO DE HUARI,atencion odontologica,cirugia bucal menor,2013-10-01,40,49,40,49,89
SANTIAGO DE HUATA,atencion odontologica,cirugia bucal menor,2013-10-01,17,18,17,18,35
SANTIAGO DE MACHACA,atencion odontologica,cirugia bucal menor,2013-10-01,18,51,18,51,69
SANTIVAÑES,atencion odontologica,cirugia bucal menor,2013-10-01,4,5,4,5,9
SANTUARIO DE QUILLACAS,atencion odontologica,cirugia bucal menor,2013-10-01,9,11,9,11,20
SAPAHAQUI,atencion odontologica,cirugia bucal menor,2013-10-01,23,27,23,27,50
SENA,atencion odontologica,cirugia bucal menor,2013-10-01,7,41,7,41,48
SICA SICA (VILLA AROMA),atencion odontologica,cirugia bucal menor,2013-10-01,40,73,40,73,113
SICAYA,atencion odontologica,cirugia bucal menor,2013-10-01,2,10,2,10,12
SIPE SIPE,atencion odontologica,cirugia bucal menor,2013-10-01,14,44,14,44,58
SOPACHUY,atencion odontologica,cirugia bucal menor,2013-10-01,17,27,17,27,44
SORACACHI,atencion odontologica,cirugia bucal menor,2013-10-01,22,22,22,22,44
SORATA,atencion odontologica,cirugia bucal menor,2013-10-01,5,3,5,3,8
SUCRE,atencion odontologica,cirugia bucal menor,2013-10-01,564,692,564,692,1256
TACACHI,atencion odontologica,cirugia bucal menor,2013-10-01,1,1,1,1,2
TACACOMA,atencion odontologica,cirugia bucal menor,2013-10-01,33,35,33,35,68
TACOBAMBA,atencion odontologica,cirugia bucal menor,2013-10-01,2,9,2,9,11
TACOPAYA,atencion odontologica,cirugia bucal menor,2013-10-01,6,17,6,17,23
TAPACARI,atencion odontologica,cirugia bucal menor,2013-10-01,59,67,59,67,126
TARABUCO,atencion odontologica,cirugia bucal menor,2013-10-01,29,35,29,35,64
TARACO,atencion odontologica,cirugia bucal menor,2013-10-01,20,23,20,23,43
TARATA,atencion odontologica,cirugia bucal menor,2013-10-01,12,26,12,26,38
TARIJA,atencion odontologica,cirugia bucal menor,2013-10-01,532,946,532,946,1478
TARVITA,atencion odontologica,cirugia bucal menor,2013-10-01,11,80,11,80,91
TEOPONTE,atencion odontologica,cirugia bucal menor,2013-10-01,8,12,8,12,20
TIAWANACU,atencion odontologica,cirugia bucal menor,2013-10-01,22,39,22,39,61
TINGUIPAYA,atencion odontologica,cirugia bucal menor,2013-10-01,13,49,13,49,62
TIPUANI,atencion odontologica,cirugia bucal menor,2013-10-01,23,29,23,29,52
TIQUIPAYA,atencion odontologica,cirugia bucal menor,2013-10-01,55,106,55,106,161
TIRAQUE (CBBA),atencion odontologica,cirugia bucal menor,2013-10-01,19,34,19,34,53
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,cirugia bucal menor,2013-10-01,5,12,5,12,17
TOCO,atencion odontologica,cirugia bucal menor,2013-10-01,8,15,8,15,23
TOLATA,atencion odontologica,cirugia bucal menor,2013-10-01,19,27,19,27,46
TOLEDO,atencion odontologica,cirugia bucal menor,2013-10-01,13,9,13,9,22
TOMAVE,atencion odontologica,cirugia bucal menor,2013-10-01,25,24,25,24,49
TOMINA,atencion odontologica,cirugia bucal menor,2013-10-01,29,40,29,40,69
TORO TORO,atencion odontologica,cirugia bucal menor,2013-10-01,7,43,7,43,50
TOTORA(CBBA),atencion odontologica,cirugia bucal menor,2013-10-01,32,28,32,28,60
TOTORA(ORR),atencion odontologica,cirugia bucal menor,2013-10-01,8,33,8,33,41
TRIGAL,atencion odontologica,cirugia bucal menor,2013-10-01,4,3,4,3,7
TRINIDAD,atencion odontologica,cirugia bucal menor,2013-10-01,185,221,185,221,406
TUPIZA,atencion odontologica,cirugia bucal menor,2013-10-01,67,105,67,105,172
TURCO,atencion odontologica,cirugia bucal menor,2013-10-01,9,12,9,12,21
UNCIA,atencion odontologica,cirugia bucal menor,2013-10-01,26,31,26,31,57
URIONDO (A. CONCEPCION),atencion odontologica,cirugia bucal menor,2013-10-01,91,170,91,170,261
URUBICHA,atencion odontologica,cirugia bucal menor,2013-10-01,4,38,4,38,42
UYUNI,atencion odontologica,cirugia bucal menor,2013-10-01,29,41,29,41,70
VACAS,atencion odontologica,cirugia bucal menor,2013-10-01,13,24,13,24,37
VALLEGRANDE,atencion odontologica,cirugia bucal menor,2013-10-01,28,46,28,46,74
VIACHA,atencion odontologica,cirugia bucal menor,2013-10-01,71,126,71,126,197
VILA VILA,atencion odontologica,cirugia bucal menor,2013-10-01,0,3,0,3,3
VILLA CHARCAS,atencion odontologica,cirugia bucal menor,2013-10-01,15,58,15,58,73
VILLA MONTES,atencion odontologica,cirugia bucal menor,2013-10-01,217,344,217,344,561
VILLA NUEVA (LOMA ALTA),atencion odontologica,cirugia bucal menor,2013-10-01,0,1,0,1,1
VILLA RIVERO,atencion odontologica,cirugia bucal menor,2013-10-01,10,15,10,15,25
VILLA SERRANO,atencion odontologica,cirugia bucal menor,2013-10-01,12,37,12,37,49
VILLA TUNARI,atencion odontologica,cirugia bucal menor,2013-10-01,48,91,48,91,139
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,cirugia bucal menor,2013-10-01,13,12,13,12,25
VILLAZON,atencion odontologica,cirugia bucal menor,2013-10-01,50,128,50,128,178
VINTO,atencion odontologica,cirugia bucal menor,2013-10-01,37,47,37,47,84
VITICHI,atencion odontologica,cirugia bucal menor,2013-10-01,32,51,32,51,83
WALDO BALLIVIAN,atencion odontologica,cirugia bucal menor,2013-10-01,8,18,8,18,26
WARNES,atencion odontologica,cirugia bucal menor,2013-10-01,43,78,43,78,121
YACO,atencion odontologica,cirugia bucal menor,2013-10-01,8,2,8,2,10
YACUIBA,atencion odontologica,cirugia bucal menor,2013-10-01,175,328,175,328,503
YAMPARAEZ,atencion odontologica,cirugia bucal menor,2013-10-01,21,32,21,32,53
YANACACHI,atencion odontologica,cirugia bucal menor,2013-10-01,22,25,22,25,47
YAPACANI,atencion odontologica,cirugia bucal menor,2013-10-01,26,57,26,57,83
YOCALLA,atencion odontologica,cirugia bucal menor,2013-10-01,12,20,12,20,32
YOTALA,atencion odontologica,cirugia bucal menor,2013-10-01,9,16,9,16,25
YUNCHARA,atencion odontologica,cirugia bucal menor,2013-10-01,50,89,50,89,139
ZUDAÑEZ,atencion odontologica,cirugia bucal menor,2013-10-01,8,26,8,26,34
ACACIO,atencion odontologica,cirugia bucal menor,2013-11-01,7,10,7,10,17
ACHACACHI,atencion odontologica,cirugia bucal menor,2013-11-01,139,183,139,183,322
ACHOCALLA,atencion odontologica,cirugia bucal menor,2013-11-01,23,42,23,42,65
AIQUILE,atencion odontologica,cirugia bucal menor,2013-11-01,10,6,10,6,16
ALALAY,atencion odontologica,cirugia bucal menor,2013-11-01,1,0,1,0,1
ALCALA,atencion odontologica,cirugia bucal menor,2013-11-01,16,31,16,31,47
ALTO BENI,atencion odontologica,cirugia bucal menor,2013-11-01,12,16,12,16,28
ANCORAIMES,atencion odontologica,cirugia bucal menor,2013-11-01,19,30,19,30,49
ANDAMARCA,atencion odontologica,cirugia bucal menor,2013-11-01,12,23,12,23,35
ANTEQUERA,atencion odontologica,cirugia bucal menor,2013-11-01,19,12,19,12,31
ANZALDO,atencion odontologica,cirugia bucal menor,2013-11-01,20,26,20,26,46
APOLO,atencion odontologica,cirugia bucal menor,2013-11-01,24,61,24,61,85
ARAMPAMPA,atencion odontologica,cirugia bucal menor,2013-11-01,5,2,5,2,7
ARANI,atencion odontologica,cirugia bucal menor,2013-11-01,9,17,9,17,26
ARBIETO,atencion odontologica,cirugia bucal menor,2013-11-01,3,14,3,14,17
ARQUE,atencion odontologica,cirugia bucal menor,2013-11-01,20,44,20,44,64
ATOCHA,atencion odontologica,cirugia bucal menor,2013-11-01,61,79,61,79,140
AUCAPATA,atencion odontologica,cirugia bucal menor,2013-11-01,10,14,10,14,24
AYATA,atencion odontologica,cirugia bucal menor,2013-11-01,26,43,26,43,69
AYO AYO,atencion odontologica,cirugia bucal menor,2013-11-01,9,23,9,23,32
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,cirugia bucal menor,2013-11-01,62,68,62,68,130
AZURDUY,atencion odontologica,cirugia bucal menor,2013-11-01,4,43,4,43,47
BATALLAS,atencion odontologica,cirugia bucal menor,2013-11-01,59,103,59,103,162
BAURES,atencion odontologica,cirugia bucal menor,2013-11-01,2,0,2,0,2
BELEN DE ANDAMARCA,atencion odontologica,cirugia bucal menor,2013-11-01,6,7,6,7,13
BELEN DE URMIRI,atencion odontologica,cirugia bucal menor,2013-11-01,6,3,6,3,9
BELLA FLOR,atencion odontologica,cirugia bucal menor,2013-11-01,0,2,0,2,2
BERMEJO,atencion odontologica,cirugia bucal menor,2013-11-01,61,163,61,163,224
BETANZOS,atencion odontologica,cirugia bucal menor,2013-11-01,38,76,38,76,114
BOLIVAR,atencion odontologica,cirugia bucal menor,2013-11-01,7,14,7,14,21
BOLPEBRA,atencion odontologica,cirugia bucal menor,2013-11-01,5,1,5,1,6
BOYUIBE,atencion odontologica,cirugia bucal menor,2013-11-01,6,7,6,7,13
CABEZAS,atencion odontologica,cirugia bucal menor,2013-11-01,42,48,42,48,90
CAIROMA,atencion odontologica,cirugia bucal menor,2013-11-01,43,41,43,41,84
"CAIZA ""D""",atencion odontologica,cirugia bucal menor,2013-11-01,16,35,16,35,51
CAJUATA,atencion odontologica,cirugia bucal menor,2013-11-01,47,47,47,47,94
CALACOTO,atencion odontologica,cirugia bucal menor,2013-11-01,8,10,8,10,18
CALAMARCA,atencion odontologica,cirugia bucal menor,2013-11-01,37,54,37,54,91
CAMARGO,atencion odontologica,cirugia bucal menor,2013-11-01,21,48,21,48,69
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,cirugia bucal menor,2013-11-01,8,15,8,15,23
CAMIRI,atencion odontologica,cirugia bucal menor,2013-11-01,70,105,70,105,175
CAPINOTA,atencion odontologica,cirugia bucal menor,2013-11-01,10,13,10,13,23
CAQUIAVIRI,atencion odontologica,cirugia bucal menor,2013-11-01,27,41,27,41,68
CARACOLLO,atencion odontologica,cirugia bucal menor,2013-11-01,37,71,37,71,108
CARANAVI,atencion odontologica,cirugia bucal menor,2013-11-01,26,25,26,25,51
CARAPARI,atencion odontologica,cirugia bucal menor,2013-11-01,52,98,52,98,150
CARIPUYO,atencion odontologica,cirugia bucal menor,2013-11-01,8,20,8,20,28
CARMEN RIVERO TORREZ,atencion odontologica,cirugia bucal menor,2013-11-01,20,25,20,25,45
CATACORA,atencion odontologica,cirugia bucal menor,2013-11-01,11,14,11,14,25
CHALLAPATA,atencion odontologica,cirugia bucal menor,2013-11-01,82,107,82,107,189
CHAQUI,atencion odontologica,cirugia bucal menor,2013-11-01,24,34,24,34,58
CHARAGUA,atencion odontologica,cirugia bucal menor,2013-11-01,40,97,40,97,137
CHARAÑA,atencion odontologica,cirugia bucal menor,2013-11-01,1,0,1,0,1
CHAYANTA,atencion odontologica,cirugia bucal menor,2013-11-01,24,50,24,50,74
CHIMORE,atencion odontologica,cirugia bucal menor,2013-11-01,3,3,3,3,6
CHIPAYA,atencion odontologica,cirugia bucal menor,2013-11-01,5,10,5,10,15
CHOQUE COTA,atencion odontologica,cirugia bucal menor,2013-11-01,2,4,2,4,6
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucal menor,2013-11-01,26,39,26,39,65
CHUMA,atencion odontologica,cirugia bucal menor,2013-11-01,139,161,139,161,300
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,cirugia bucal menor,2013-11-01,9,11,9,11,20
CKOCHAS,atencion odontologica,cirugia bucal menor,2013-11-01,26,27,26,27,53
CLIZA,atencion odontologica,cirugia bucal menor,2013-11-01,33,44,33,44,77
COBIJA,atencion odontologica,cirugia bucal menor,2013-11-01,46,79,46,79,125
COCAPATA,atencion odontologica,cirugia bucal menor,2013-11-01,49,86,49,86,135
COCHABAMBA,atencion odontologica,cirugia bucal menor,2013-11-01,676,894,676,894,1570
COIPASA,atencion odontologica,cirugia bucal menor,2013-11-01,5,6,5,6,11
COLCAPIRHUA,atencion odontologica,cirugia bucal menor,2013-11-01,23,41,23,41,64
"COLCHA ""K""",atencion odontologica,cirugia bucal menor,2013-11-01,23,31,23,31,54
COLLANA,atencion odontologica,cirugia bucal menor,2013-11-01,11,14,11,14,25
COLOMI,atencion odontologica,cirugia bucal menor,2013-11-01,10,22,10,22,32
COLPA BELGICA,atencion odontologica,cirugia bucal menor,2013-11-01,0,8,0,8,8
COLQUECHACA,atencion odontologica,cirugia bucal menor,2013-11-01,30,87,30,87,117
COLQUENCHA,atencion odontologica,cirugia bucal menor,2013-11-01,12,17,12,17,29
COLQUIRI,atencion odontologica,cirugia bucal menor,2013-11-01,35,55,35,55,90
COMANCHE,atencion odontologica,cirugia bucal menor,2013-11-01,27,42,27,42,69
COMARAPA,atencion odontologica,cirugia bucal menor,2013-11-01,50,58,50,58,108
COMBAYA,atencion odontologica,cirugia bucal menor,2013-11-01,3,8,3,8,11
CONCEPCION,atencion odontologica,cirugia bucal menor,2013-11-01,30,84,30,84,114
COPACABANA,atencion odontologica,cirugia bucal menor,2013-11-01,42,88,42,88,130
CORO CORO,atencion odontologica,cirugia bucal menor,2013-11-01,5,4,5,4,9
COROICO,atencion odontologica,cirugia bucal menor,2013-11-01,42,43,42,43,85
CORQUE,atencion odontologica,cirugia bucal menor,2013-11-01,2,14,2,14,16
COTAGAITA,atencion odontologica,cirugia bucal menor,2013-11-01,45,55,45,55,100
COTOCA,atencion odontologica,cirugia bucal menor,2013-11-01,19,28,19,28,47
CUATRO CAÑADAS,atencion odontologica,cirugia bucal menor,2013-11-01,7,43,7,43,50
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,cirugia bucal menor,2013-11-01,0,2,0,2,2
CUEVO,atencion odontologica,cirugia bucal menor,2013-11-01,1,9,1,9,10
CULPINA,atencion odontologica,cirugia bucal menor,2013-11-01,20,51,20,51,71
CURAHUARA DE CARANGAS,atencion odontologica,cirugia bucal menor,2013-11-01,5,4,5,4,9
DESAGUADERO,atencion odontologica,cirugia bucal menor,2013-11-01,28,30,28,30,58
EL ALTO,atencion odontologica,cirugia bucal menor,2013-11-01,1073,1449,1073,1449,2522
EL CHORO,atencion odontologica,cirugia bucal menor,2013-11-01,0,11,0,11,11
EL PUENTE(STC),atencion odontologica,cirugia bucal menor,2013-11-01,9,26,9,26,35
EL PUENTE(TJA),atencion odontologica,cirugia bucal menor,2013-11-01,45,85,45,85,130
EL TORNO,atencion odontologica,cirugia bucal menor,2013-11-01,67,108,67,108,175
EL VILLAR,atencion odontologica,cirugia bucal menor,2013-11-01,12,13,12,13,25
ENTRE RIOS TRJ,atencion odontologica,cirugia bucal menor,2013-11-01,95,180,95,180,275
ENTRE RIOS CBBA,atencion odontologica,cirugia bucal menor,2013-11-01,2,13,2,13,15
ESCOMA,atencion odontologica,cirugia bucal menor,2013-11-01,15,22,15,22,37
EUCALIPTUS,atencion odontologica,cirugia bucal menor,2013-11-01,8,15,8,15,23
EXALTACION,atencion odontologica,cirugia bucal menor,2013-11-01,4,0,4,0,4
FERNANDEZ ALONSO,atencion odontologica,cirugia bucal menor,2013-11-01,12,17,12,17,29
FILADELFIA,atencion odontologica,cirugia bucal menor,2013-11-01,9,11,9,11,20
GENERAL SAAVEDRA,atencion odontologica,cirugia bucal menor,2013-11-01,19,29,19,29,48
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,cirugia bucal menor,2013-11-01,25,45,25,45,70
GUANAY,atencion odontologica,cirugia bucal menor,2013-11-01,17,28,17,28,45
GUAQUI,atencion odontologica,cirugia bucal menor,2013-11-01,22,51,22,51,73
GUAYARAMERIN,atencion odontologica,cirugia bucal menor,2013-11-01,12,28,12,28,40
GUTIERREZ,atencion odontologica,cirugia bucal menor,2013-11-01,45,93,45,93,138
HUACARETA,atencion odontologica,cirugia bucal menor,2013-11-01,14,30,14,30,44
HUACAYA (VILLA DE HUACAYA),atencion odontologica,cirugia bucal menor,2013-11-01,10,12,10,12,22
HUACHACALLA,atencion odontologica,cirugia bucal menor,2013-11-01,9,12,9,12,21
HUANUNI,atencion odontologica,cirugia bucal menor,2013-11-01,38,51,38,51,89
HUARACAJE,atencion odontologica,cirugia bucal menor,2013-11-01,3,4,3,4,7
HUARINA,atencion odontologica,cirugia bucal menor,2013-11-01,13,9,13,9,22
HUAYLLAMARCA,atencion odontologica,cirugia bucal menor,2013-11-01,26,31,26,31,57
HUMANATA,atencion odontologica,cirugia bucal menor,2013-11-01,18,29,18,29,47
ICHOCA,atencion odontologica,cirugia bucal menor,2013-11-01,7,17,7,17,24
ICLA,atencion odontologica,cirugia bucal menor,2013-11-01,17,28,17,28,45
INCAHUASI,atencion odontologica,cirugia bucal menor,2013-11-01,30,120,30,120,150
