,group,variable,month,PERIODONCIAS CANTIDAD,PERIODONCIAS CANTIDAD,TOTALES,TOTALES,TOTALES
YAMPARAEZ,atencion odontologica,periodoncias,2013-09-01,0,10,0,10,10
YANACACHI,atencion odontologica,periodoncias,2013-09-01,1,1,1,1,2
YAPACANI,atencion odontologica,periodoncias,2013-09-01,6,36,6,36,42
YOCALLA,atencion odontologica,periodoncias,2013-09-01,2,8,2,8,10
YOTALA,atencion odontologica,periodoncias,2013-09-01,1,15,1,15,16
YUNCHARA,atencion odontologica,periodoncias,2013-09-01,4,16,4,16,20
ZUDAÑEZ,atencion odontologica,periodoncias,2013-09-01,0,4,0,4,4
ACACIO,atencion odontologica,periodoncias,2013-10-01,0,2,0,2,2
ACHACACHI,atencion odontologica,periodoncias,2013-10-01,44,75,44,75,119
AIQUILE,atencion odontologica,periodoncias,2013-10-01,14,24,14,24,38
ALCALA,atencion odontologica,periodoncias,2013-10-01,2,10,2,10,12
ANDAMARCA,atencion odontologica,periodoncias,2013-10-01,1,1,1,1,2
ANZALDO,atencion odontologica,periodoncias,2013-10-01,0,17,0,17,17
APOLO,atencion odontologica,periodoncias,2013-10-01,0,2,0,2,2
ARAMPAMPA,atencion odontologica,periodoncias,2013-10-01,0,4,0,4,4
ARANI,atencion odontologica,periodoncias,2013-10-01,0,14,0,14,14
ARBIETO,atencion odontologica,periodoncias,2013-10-01,2,13,2,13,15
ARQUE,atencion odontologica,periodoncias,2013-10-01,1,1,1,1,2
ATOCHA,atencion odontologica,periodoncias,2013-10-01,42,59,42,59,101
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,periodoncias,2013-10-01,7,11,7,11,18
AZURDUY,atencion odontologica,periodoncias,2013-10-01,4,12,4,12,16
BAURES,atencion odontologica,periodoncias,2013-10-01,4,7,4,7,11
BELEN DE URMIRI,atencion odontologica,periodoncias,2013-10-01,0,2,0,2,2
BERMEJO,atencion odontologica,periodoncias,2013-10-01,17,81,17,81,98
BETANZOS,atencion odontologica,periodoncias,2013-10-01,5,11,5,11,16
BOLIVAR,atencion odontologica,periodoncias,2013-10-01,2,1,2,1,3
CABEZAS,atencion odontologica,periodoncias,2013-10-01,7,29,7,29,36
CAIROMA,atencion odontologica,periodoncias,2013-10-01,2,4,2,4,6
"CAIZA ""D""",atencion odontologica,periodoncias,2013-10-01,0,3,0,3,3
CAJUATA,atencion odontologica,periodoncias,2013-10-01,0,2,0,2,2
CAMARGO,atencion odontologica,periodoncias,2013-10-01,4,8,4,8,12
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,periodoncias,2013-10-01,0,1,0,1,1
CAMIRI,atencion odontologica,periodoncias,2013-10-01,35,54,35,54,89
CAPINOTA,atencion odontologica,periodoncias,2013-10-01,11,15,11,15,26
CARACOLLO,atencion odontologica,periodoncias,2013-10-01,0,2,0,2,2
CARANAVI,atencion odontologica,periodoncias,2013-10-01,25,56,25,56,81
CARAPARI,atencion odontologica,periodoncias,2013-10-01,8,18,8,18,26
CARIPUYO,atencion odontologica,periodoncias,2013-10-01,0,4,0,4,4
CARMEN RIVERO TORREZ,atencion odontologica,periodoncias,2013-10-01,4,10,4,10,14
CHALLAPATA,atencion odontologica,periodoncias,2013-10-01,3,14,3,14,17
CHAQUI,atencion odontologica,periodoncias,2013-10-01,2,1,2,1,3
CHARAGUA,atencion odontologica,periodoncias,2013-10-01,13,12,13,12,25
CHAYANTA,atencion odontologica,periodoncias,2013-10-01,4,9,4,9,13
CHIMORE,atencion odontologica,periodoncias,2013-10-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncias,2013-10-01,1,14,1,14,15
CHUMA,atencion odontologica,periodoncias,2013-10-01,3,7,3,7,10
CKOCHAS,atencion odontologica,periodoncias,2013-10-01,0,9,0,9,9
CLIZA,atencion odontologica,periodoncias,2013-10-01,6,33,6,33,39
COBIJA,atencion odontologica,periodoncias,2013-10-01,52,34,52,34,86
COCAPATA,atencion odontologica,periodoncias,2013-10-01,1,27,1,27,28
COCHABAMBA,atencion odontologica,periodoncias,2013-10-01,719,872,719,872,1591
COIPASA,atencion odontologica,periodoncias,2013-10-01,1,5,1,5,6
COLCAPIRHUA,atencion odontologica,periodoncias,2013-10-01,1,14,1,14,15
COLLANA,atencion odontologica,periodoncias,2013-10-01,2,1,2,1,3
COLOMI,atencion odontologica,periodoncias,2013-10-01,2,11,2,11,13
COLPA BELGICA,atencion odontologica,periodoncias,2013-10-01,1,5,1,5,6
COLQUECHACA,atencion odontologica,periodoncias,2013-10-01,9,8,9,8,17
COLQUIRI,atencion odontologica,periodoncias,2013-10-01,3,4,3,4,7
COMANCHE,atencion odontologica,periodoncias,2013-10-01,2,2,2,2,4
COMARAPA,atencion odontologica,periodoncias,2013-10-01,1,8,1,8,9
COMBAYA,atencion odontologica,periodoncias,2013-10-01,1,3,1,3,4
CONCEPCION,atencion odontologica,periodoncias,2013-10-01,2,1,2,1,3
COPACABANA,atencion odontologica,periodoncias,2013-10-01,3,9,3,9,12
COROICO,atencion odontologica,periodoncias,2013-10-01,5,5,5,5,10
CORQUE,atencion odontologica,periodoncias,2013-10-01,0,3,0,3,3
COTAGAITA,atencion odontologica,periodoncias,2013-10-01,23,21,23,21,44
COTOCA,atencion odontologica,periodoncias,2013-10-01,1,7,1,7,8
CUATRO CAÑADAS,atencion odontologica,periodoncias,2013-10-01,3,9,3,9,12
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,periodoncias,2013-10-01,0,1,0,1,1
CUEVO,atencion odontologica,periodoncias,2013-10-01,0,2,0,2,2
CULPINA,atencion odontologica,periodoncias,2013-10-01,2,3,2,3,5
DESAGUADERO,atencion odontologica,periodoncias,2013-10-01,1,1,1,1,2
EL ALTO,atencion odontologica,periodoncias,2013-10-01,192,371,192,371,563
EL PUENTE(TJA),atencion odontologica,periodoncias,2013-10-01,2,0,2,0,2
EL TORNO,atencion odontologica,periodoncias,2013-10-01,18,104,18,104,122
EL VILLAR,atencion odontologica,periodoncias,2013-10-01,10,3,10,3,13
ENTRE RIOS TRJ,atencion odontologica,periodoncias,2013-10-01,4,9,4,9,13
ENTRE RIOS CBBA,atencion odontologica,periodoncias,2013-10-01,2,18,2,18,20
FERNANDEZ ALONSO,atencion odontologica,periodoncias,2013-10-01,2,6,2,6,8
FILADELFIA,atencion odontologica,periodoncias,2013-10-01,3,1,3,1,4
GENERAL SAAVEDRA,atencion odontologica,periodoncias,2013-10-01,0,9,0,9,9
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,periodoncias,2013-10-01,21,19,21,19,40
GUANAY,atencion odontologica,periodoncias,2013-10-01,23,15,23,15,38
GUAYARAMERIN,atencion odontologica,periodoncias,2013-10-01,21,72,21,72,93
GUTIERREZ,atencion odontologica,periodoncias,2013-10-01,10,9,10,9,19
HUACARETA,atencion odontologica,periodoncias,2013-10-01,0,1,0,1,1
HUACAYA (VILLA DE HUACAYA),atencion odontologica,periodoncias,2013-10-01,0,5,0,5,5
HUACHACALLA,atencion odontologica,periodoncias,2013-10-01,1,0,1,0,1
HUARACAJE,atencion odontologica,periodoncias,2013-10-01,0,4,0,4,4
HUAYLLAMARCA,atencion odontologica,periodoncias,2013-10-01,2,6,2,6,8
HUMANATA,atencion odontologica,periodoncias,2013-10-01,1,3,1,3,4
ICLA,atencion odontologica,periodoncias,2013-10-01,0,4,0,4,4
INCAHUASI,atencion odontologica,periodoncias,2013-10-01,1,2,1,2,3
INQUISIVI,atencion odontologica,periodoncias,2013-10-01,0,2,0,2,2
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncias,2013-10-01,1,5,1,5,6
JESUS DE MACHACA,atencion odontologica,periodoncias,2013-10-01,2,4,2,4,6
LA ASUNTA,atencion odontologica,periodoncias,2013-10-01,2,1,2,1,3
LA GUARDIA,atencion odontologica,periodoncias,2013-10-01,2,18,2,18,20
LA PAZ,atencion odontologica,periodoncias,2013-10-01,457,721,457,721,1178
LAJA,atencion odontologica,periodoncias,2013-10-01,1,1,1,1,2
LLALLAGUA,atencion odontologica,periodoncias,2013-10-01,5,13,5,13,18
LORETO,atencion odontologica,periodoncias,2013-10-01,6,2,6,2,8
MACHACAMARCA,atencion odontologica,periodoncias,2013-10-01,2,3,2,3,5
MACHARETI,atencion odontologica,periodoncias,2013-10-01,0,1,0,1,1
MAGDALENA,atencion odontologica,periodoncias,2013-10-01,5,5,5,5,10
MAIRANA,atencion odontologica,periodoncias,2013-10-01,0,7,0,7,7
MAPIRI,atencion odontologica,periodoncias,2013-10-01,0,3,0,3,3
MECAPACA,atencion odontologica,periodoncias,2013-10-01,2,7,2,7,9
MIZQUE,atencion odontologica,periodoncias,2013-10-01,3,3,3,3,6
MOCOMOCO,atencion odontologica,periodoncias,2013-10-01,0,1,0,1,1
MOJOCOYA,atencion odontologica,periodoncias,2013-10-01,0,1,0,1,1
MONTEAGUDO,atencion odontologica,periodoncias,2013-10-01,3,18,3,18,21
MONTERO,atencion odontologica,periodoncias,2013-10-01,31,64,31,64,95
MOROCHATA,atencion odontologica,periodoncias,2013-10-01,1,13,1,13,14
OKINAWA,atencion odontologica,periodoncias,2013-10-01,3,5,3,5,8
ORURO,atencion odontologica,periodoncias,2013-10-01,153,213,153,213,366
PADCAYA,atencion odontologica,periodoncias,2013-10-01,10,16,10,16,26
PADILLA,atencion odontologica,periodoncias,2013-10-01,5,4,5,4,9
PAILON,atencion odontologica,periodoncias,2013-10-01,1,0,1,0,1
PALCA,atencion odontologica,periodoncias,2013-10-01,0,2,0,2,2
PAMPA AULLAGAS,atencion odontologica,periodoncias,2013-10-01,1,1,1,1,2
PAMPA GRANDE,atencion odontologica,periodoncias,2013-10-01,0,6,0,6,6
PAPEL PAMPA,atencion odontologica,periodoncias,2013-10-01,5,9,5,9,14
PATACAMAYA,atencion odontologica,periodoncias,2013-10-01,4,2,4,2,6
PAZÑA,atencion odontologica,periodoncias,2013-10-01,0,1,0,1,1
POCOATA,atencion odontologica,periodoncias,2013-10-01,0,35,0,35,35
POCONA,atencion odontologica,periodoncias,2013-10-01,6,7,6,7,13
POJO (CBBA),atencion odontologica,periodoncias,2013-10-01,1,13,1,13,14
POOPO,atencion odontologica,periodoncias,2013-10-01,2,6,2,6,8
PORCO,atencion odontologica,periodoncias,2013-10-01,0,3,0,3,3
POROMA,atencion odontologica,periodoncias,2013-10-01,1,4,1,4,5
PORTACHUELO,atencion odontologica,periodoncias,2013-10-01,1,4,1,4,5
PORVENIR,atencion odontologica,periodoncias,2013-10-01,0,1,0,1,1
POSTRER VALLE,atencion odontologica,periodoncias,2013-10-01,2,0,2,0,2
POTOSI,atencion odontologica,periodoncias,2013-10-01,59,164,59,164,223
PRESTO,atencion odontologica,periodoncias,2013-10-01,0,4,0,4,4
PUCARA,atencion odontologica,periodoncias,2013-10-01,0,1,0,1,1
PUERTO ACOSTA,atencion odontologica,periodoncias,2013-10-01,3,3,3,3,6
PUERTO CARABUCO,atencion odontologica,periodoncias,2013-10-01,1,0,1,0,1
PUERTO GONZALO MORENO,atencion odontologica,periodoncias,2013-10-01,0,1,0,1,1
PUERTO QUIJARRO,atencion odontologica,periodoncias,2013-10-01,0,1,0,1,1
PUERTO RICO,atencion odontologica,periodoncias,2013-10-01,4,12,4,12,16
PUERTO SUAREZ,atencion odontologica,periodoncias,2013-10-01,1,9,1,9,10
PUERTO VILLARROEL,atencion odontologica,periodoncias,2013-10-01,2,14,2,14,16
PUNA,atencion odontologica,periodoncias,2013-10-01,1,3,1,3,4
PUNATA,atencion odontologica,periodoncias,2013-10-01,19,38,19,38,57
QUIABAYA,atencion odontologica,periodoncias,2013-10-01,0,1,0,1,1
QUILLACOLLO,atencion odontologica,periodoncias,2013-10-01,95,121,95,121,216
QUIME,atencion odontologica,periodoncias,2013-10-01,15,3,15,3,18
QUIRUSILLAS,atencion odontologica,periodoncias,2013-10-01,1,0,1,0,1
REYES,atencion odontologica,periodoncias,2013-10-01,12,20,12,20,32
RIBERALTA,atencion odontologica,periodoncias,2013-10-01,72,159,72,159,231
ROBORE,atencion odontologica,periodoncias,2013-10-01,1,8,1,8,9
RURRENABAQUE,atencion odontologica,periodoncias,2013-10-01,7,6,7,6,13
SABAYA,atencion odontologica,periodoncias,2013-10-01,0,1,0,1,1
SACABA,atencion odontologica,periodoncias,2013-10-01,66,197,66,197,263
SACACA,atencion odontologica,periodoncias,2013-10-01,0,2,0,2,2
SAIPINA,atencion odontologica,periodoncias,2013-10-01,3,0,3,0,3
SALINAS DE GARCI MENDOZA,atencion odontologica,periodoncias,2013-10-01,2,1,2,1,3
SAMAIPATA,atencion odontologica,periodoncias,2013-10-01,1,2,1,2,3
SAN AGUSTIN,atencion odontologica,periodoncias,2013-10-01,0,6,0,6,6
SAN ANDRES,atencion odontologica,periodoncias,2013-10-01,0,3,0,3,3
SAN ANDRES DE MACHACA,atencion odontologica,periodoncias,2013-10-01,4,5,4,5,9
SAN ANTONIO DE ESMORUCO,atencion odontologica,periodoncias,2013-10-01,0,3,0,3,3
SAN BENITO,atencion odontologica,periodoncias,2013-10-01,0,5,0,5,5
SAN BORJA,atencion odontologica,periodoncias,2013-10-01,10,35,10,35,45
SAN BUENA VENTURA,atencion odontologica,periodoncias,2013-10-01,3,3,3,3,6
SAN CARLOS,atencion odontologica,periodoncias,2013-10-01,8,16,8,16,24
SAN IGNACIO,atencion odontologica,periodoncias,2013-10-01,13,39,13,39,52
SAN IGNACIO DE VELASCO,atencion odontologica,periodoncias,2013-10-01,4,2,4,2,6
SAN JAVIER(STC),atencion odontologica,periodoncias,2013-10-01,2,2,2,2,4
SAN JOSE DE CHIQUITOS,atencion odontologica,periodoncias,2013-10-01,0,3,0,3,3
SAN JULIAN,atencion odontologica,periodoncias,2013-10-01,10,5,10,5,15
SAN LORENZO(PND),atencion odontologica,periodoncias,2013-10-01,0,1,0,1,1
SAN LORENZO(TJA),atencion odontologica,periodoncias,2013-10-01,0,6,0,6,6
SAN LUCAS,atencion odontologica,periodoncias,2013-10-01,3,8,3,8,11
SAN MATIAS,atencion odontologica,periodoncias,2013-10-01,2,2,2,2,4
SAN MIGUEL DE VELASCO,atencion odontologica,periodoncias,2013-10-01,6,0,6,0,6
SAN PABLO DE LIPEZ,atencion odontologica,periodoncias,2013-10-01,1,3,1,3,4
SAN PEDRO,atencion odontologica,periodoncias,2013-10-01,0,3,0,3,3
SAN PEDRO DE BUENA VISTA,atencion odontologica,periodoncias,2013-10-01,2,3,2,3,5
SAN PEDRO DE CURAHUARA,atencion odontologica,periodoncias,2013-10-01,2,0,2,0,2
SAN RAFAEL,atencion odontologica,periodoncias,2013-10-01,97,126,97,126,223
SAN RAMON SCZ,atencion odontologica,periodoncias,2013-10-01,6,11,6,11,17
SANTA CRUZ DE LA SIERRA,atencion odontologica,periodoncias,2013-10-01,551,1003,551,1003,1554
SANTA ROSA,atencion odontologica,periodoncias,2013-10-01,0,5,0,5,5
SANTA ROSA DEL SARA,atencion odontologica,periodoncias,2013-10-01,5,3,5,3,8
SANTIAGO DE HUARI,atencion odontologica,periodoncias,2013-10-01,4,1,4,1,5
SANTIAGO DE HUATA,atencion odontologica,periodoncias,2013-10-01,2,5,2,5,7
SANTIAGO DE MACHACA,atencion odontologica,periodoncias,2013-10-01,1,0,1,0,1
SANTIVAÑES,atencion odontologica,periodoncias,2013-10-01,0,2,0,2,2
SAPAHAQUI,atencion odontologica,periodoncias,2013-10-01,2,0,2,0,2
SICAYA,atencion odontologica,periodoncias,2013-10-01,0,3,0,3,3
SIPE SIPE,atencion odontologica,periodoncias,2013-10-01,2,22,2,22,24
SORACACHI,atencion odontologica,periodoncias,2013-10-01,3,9,3,9,12
SUCRE,atencion odontologica,periodoncias,2013-10-01,403,511,403,511,914
TAPACARI,atencion odontologica,periodoncias,2013-10-01,2,10,2,10,12
TARABUCO,atencion odontologica,periodoncias,2013-10-01,0,7,0,7,7
TARATA,atencion odontologica,periodoncias,2013-10-01,1,4,1,4,5
TARIJA,atencion odontologica,periodoncias,2013-10-01,314,467,314,467,781
TARVITA,atencion odontologica,periodoncias,2013-10-01,7,25,7,25,32
TIAWANACU,atencion odontologica,periodoncias,2013-10-01,2,4,2,4,6
TINGUIPAYA,atencion odontologica,periodoncias,2013-10-01,1,4,1,4,5
TIPUANI,atencion odontologica,periodoncias,2013-10-01,0,1,0,1,1
TIQUIPAYA,atencion odontologica,periodoncias,2013-10-01,12,53,12,53,65
TIRAQUE (CBBA),atencion odontologica,periodoncias,2013-10-01,3,3,3,3,6
TOCO,atencion odontologica,periodoncias,2013-10-01,6,14,6,14,20
TOLATA,atencion odontologica,periodoncias,2013-10-01,1,4,1,4,5
TOLEDO,atencion odontologica,periodoncias,2013-10-01,3,0,3,0,3
TOMINA,atencion odontologica,periodoncias,2013-10-01,8,20,8,20,28
TORO TORO,atencion odontologica,periodoncias,2013-10-01,3,10,3,10,13
TOTORA(CBBA),atencion odontologica,periodoncias,2013-10-01,5,10,5,10,15
TOTORA(ORR),atencion odontologica,periodoncias,2013-10-01,0,1,0,1,1
TRINIDAD,atencion odontologica,periodoncias,2013-10-01,48,113,48,113,161
TUPIZA,atencion odontologica,periodoncias,2013-10-01,32,43,32,43,75
TURCO,atencion odontologica,periodoncias,2013-10-01,1,0,1,0,1
UNCIA,atencion odontologica,periodoncias,2013-10-01,2,3,2,3,5
URIONDO (A. CONCEPCION),atencion odontologica,periodoncias,2013-10-01,1,16,1,16,17
URUBICHA,atencion odontologica,periodoncias,2013-10-01,0,2,0,2,2
VALLEGRANDE,atencion odontologica,periodoncias,2013-10-01,11,28,11,28,39
VIACHA,atencion odontologica,periodoncias,2013-10-01,14,25,14,25,39
VILLA CHARCAS,atencion odontologica,periodoncias,2013-10-01,0,11,0,11,11
VILLA MONTES,atencion odontologica,periodoncias,2013-10-01,25,39,25,39,64
VILLA RIVERO,atencion odontologica,periodoncias,2013-10-01,0,7,0,7,7
VILLA SERRANO,atencion odontologica,periodoncias,2013-10-01,0,5,0,5,5
VILLA TUNARI,atencion odontologica,periodoncias,2013-10-01,17,65,17,65,82
VILLAZON,atencion odontologica,periodoncias,2013-10-01,0,13,0,13,13
VINTO,atencion odontologica,periodoncias,2013-10-01,9,32,9,32,41
VITICHI,atencion odontologica,periodoncias,2013-10-01,1,10,1,10,11
WARNES,atencion odontologica,periodoncias,2013-10-01,15,18,15,18,33
YACUIBA,atencion odontologica,periodoncias,2013-10-01,35,41,35,41,76
YAMPARAEZ,atencion odontologica,periodoncias,2013-10-01,1,42,1,42,43
YANACACHI,atencion odontologica,periodoncias,2013-10-01,2,3,2,3,5
YAPACANI,atencion odontologica,periodoncias,2013-10-01,3,40,3,40,43
YOCALLA,atencion odontologica,periodoncias,2013-10-01,0,1,0,1,1
YOTALA,atencion odontologica,periodoncias,2013-10-01,0,18,0,18,18
YUNCHARA,atencion odontologica,periodoncias,2013-10-01,4,5,4,5,9
ZUDAÑEZ,atencion odontologica,periodoncias,2013-10-01,0,8,0,8,8
ACACIO,atencion odontologica,periodoncias,2013-11-01,2,4,2,4,6
ACHACACHI,atencion odontologica,periodoncias,2013-11-01,7,15,7,15,22
ACHOCALLA,atencion odontologica,periodoncias,2013-11-01,1,0,1,0,1
AIQUILE,atencion odontologica,periodoncias,2013-11-01,8,16,8,16,24
ALCALA,atencion odontologica,periodoncias,2013-11-01,1,3,1,3,4
ALTO BENI,atencion odontologica,periodoncias,2013-11-01,0,4,0,4,4
ANDAMARCA,atencion odontologica,periodoncias,2013-11-01,2,2,2,2,4
ANTEQUERA,atencion odontologica,periodoncias,2013-11-01,0,1,0,1,1
ANZALDO,atencion odontologica,periodoncias,2013-11-01,6,10,6,10,16
APOLO,atencion odontologica,periodoncias,2013-11-01,2,2,2,2,4
ARAMPAMPA,atencion odontologica,periodoncias,2013-11-01,1,2,1,2,3
ARANI,atencion odontologica,periodoncias,2013-11-01,1,8,1,8,9
ARBIETO,atencion odontologica,periodoncias,2013-11-01,3,24,3,24,27
ARQUE,atencion odontologica,periodoncias,2013-11-01,1,6,1,6,7
ASCENCION DE GUARAYOS,atencion odontologica,periodoncias,2013-11-01,8,14,8,14,22
ATOCHA,atencion odontologica,periodoncias,2013-11-01,19,23,19,23,42
AUCAPATA,atencion odontologica,periodoncias,2013-11-01,0,4,0,4,4
AYATA,atencion odontologica,periodoncias,2013-11-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,periodoncias,2013-11-01,4,26,4,26,30
AZURDUY,atencion odontologica,periodoncias,2013-11-01,0,1,0,1,1
BELEN DE ANDAMARCA,atencion odontologica,periodoncias,2013-11-01,0,1,0,1,1
BELLA FLOR,atencion odontologica,periodoncias,2013-11-01,0,2,0,2,2
BERMEJO,atencion odontologica,periodoncias,2013-11-01,39,57,39,57,96
BETANZOS,atencion odontologica,periodoncias,2013-11-01,2,5,2,5,7
CABEZAS,atencion odontologica,periodoncias,2013-11-01,18,13,18,13,31
CAIROMA,atencion odontologica,periodoncias,2013-11-01,1,10,1,10,11
"CAIZA ""D""",atencion odontologica,periodoncias,2013-11-01,0,4,0,4,4
CAJUATA,atencion odontologica,periodoncias,2013-11-01,0,4,0,4,4
CALACOTO,atencion odontologica,periodoncias,2013-11-01,0,2,0,2,2
CALAMARCA,atencion odontologica,periodoncias,2013-11-01,0,4,0,4,4
CAMARGO,atencion odontologica,periodoncias,2013-11-01,1,3,1,3,4
CAMIRI,atencion odontologica,periodoncias,2013-11-01,9,24,9,24,33
CAPINOTA,atencion odontologica,periodoncias,2013-11-01,29,7,29,7,36
CAQUIAVIRI,atencion odontologica,periodoncias,2013-11-01,0,3,0,3,3
CARACOLLO,atencion odontologica,periodoncias,2013-11-01,1,3,1,3,4
CARANAVI,atencion odontologica,periodoncias,2013-11-01,27,46,27,46,73
CARAPARI,atencion odontologica,periodoncias,2013-11-01,7,21,7,21,28
CARIPUYO,atencion odontologica,periodoncias,2013-11-01,0,1,0,1,1
CARMEN RIVERO TORREZ,atencion odontologica,periodoncias,2013-11-01,10,14,10,14,24
CHALLAPATA,atencion odontologica,periodoncias,2013-11-01,2,15,2,15,17
CHAQUI,atencion odontologica,periodoncias,2013-11-01,0,4,0,4,4
CHARAGUA,atencion odontologica,periodoncias,2013-11-01,4,7,4,7,11
CHAYANTA,atencion odontologica,periodoncias,2013-11-01,1,7,1,7,8
CHIMORE,atencion odontologica,periodoncias,2013-11-01,1,2,1,2,3
CHIPAYA,atencion odontologica,periodoncias,2013-11-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncias,2013-11-01,1,14,1,14,15
CHUMA,atencion odontologica,periodoncias,2013-11-01,12,9,12,9,21
CKOCHAS,atencion odontologica,periodoncias,2013-11-01,0,5,0,5,5
CLIZA,atencion odontologica,periodoncias,2013-11-01,6,15,6,15,21
COBIJA,atencion odontologica,periodoncias,2013-11-01,11,17,11,17,28
COCAPATA,atencion odontologica,periodoncias,2013-11-01,6,14,6,14,20
COCHABAMBA,atencion odontologica,periodoncias,2013-11-01,786,1135,786,1135,1921
COIPASA,atencion odontologica,periodoncias,2013-11-01,1,4,1,4,5
COLCAPIRHUA,atencion odontologica,periodoncias,2013-11-01,0,20,0,20,20
"COLCHA ""K""",atencion odontologica,periodoncias,2013-11-01,0,3,0,3,3
COLOMI,atencion odontologica,periodoncias,2013-11-01,0,10,0,10,10
COLPA BELGICA,atencion odontologica,periodoncias,2013-11-01,0,11,0,11,11
COLQUECHACA,atencion odontologica,periodoncias,2013-11-01,1,8,1,8,9
COMANCHE,atencion odontologica,periodoncias,2013-11-01,2,2,2,2,4
COMARAPA,atencion odontologica,periodoncias,2013-11-01,2,15,2,15,17
COMBAYA,atencion odontologica,periodoncias,2013-11-01,0,4,0,4,4
CONCEPCION,atencion odontologica,periodoncias,2013-11-01,1,4,1,4,5
COPACABANA,atencion odontologica,periodoncias,2013-11-01,4,8,4,8,12
COROICO,atencion odontologica,periodoncias,2013-11-01,3,4,3,4,7
COTAGAITA,atencion odontologica,periodoncias,2013-11-01,4,9,4,9,13
COTOCA,atencion odontologica,periodoncias,2013-11-01,0,4,0,4,4
CUATRO CAÑADAS,atencion odontologica,periodoncias,2013-11-01,3,3,3,3,6
CUEVO,atencion odontologica,periodoncias,2013-11-01,0,1,0,1,1
CULPINA,atencion odontologica,periodoncias,2013-11-01,1,9,1,9,10
DESAGUADERO,atencion odontologica,periodoncias,2013-11-01,2,3,2,3,5
EL ALTO,atencion odontologica,periodoncias,2013-11-01,241,434,241,434,675
EL CHORO,atencion odontologica,periodoncias,2013-11-01,1,0,1,0,1
EL PUENTE(STC),atencion odontologica,periodoncias,2013-11-01,0,2,0,2,2
EL TORNO,atencion odontologica,periodoncias,2013-11-01,14,33,14,33,47
EL VILLAR,atencion odontologica,periodoncias,2013-11-01,0,15,0,15,15
ENTRE RIOS TRJ,atencion odontologica,periodoncias,2013-11-01,3,14,3,14,17
ENTRE RIOS CBBA,atencion odontologica,periodoncias,2013-11-01,0,6,0,6,6
ESCOMA,atencion odontologica,periodoncias,2013-11-01,2,1,2,1,3
FERNANDEZ ALONSO,atencion odontologica,periodoncias,2013-11-01,1,2,1,2,3
GENERAL SAAVEDRA,atencion odontologica,periodoncias,2013-11-01,1,12,1,12,13
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,periodoncias,2013-11-01,0,7,0,7,7
GUANAY,atencion odontologica,periodoncias,2013-11-01,6,4,6,4,10
GUAYARAMERIN,atencion odontologica,periodoncias,2013-11-01,16,40,16,40,56
GUTIERREZ,atencion odontologica,periodoncias,2013-11-01,0,7,0,7,7
HUACAYA (VILLA DE HUACAYA),atencion odontologica,periodoncias,2013-11-01,0,12,0,12,12
HUANUNI,atencion odontologica,periodoncias,2013-11-01,3,1,3,1,4
HUARINA,atencion odontologica,periodoncias,2013-11-01,0,1,0,1,1
HUAYLLAMARCA,atencion odontologica,periodoncias,2013-11-01,1,1,1,1,2
ICLA,atencion odontologica,periodoncias,2013-11-01,3,5,3,5,8
INCAHUASI,atencion odontologica,periodoncias,2013-11-01,0,1,0,1,1
INQUISIVI,atencion odontologica,periodoncias,2013-11-01,2,1,2,1,3
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncias,2013-11-01,2,8,2,8,10
LA ASUNTA,atencion odontologica,periodoncias,2013-11-01,2,4,2,4,6
LA GUARDIA,atencion odontologica,periodoncias,2013-11-01,5,31,5,31,36
LA PAZ,atencion odontologica,periodoncias,2013-11-01,491,833,491,833,1324
LAGUNILLAS,atencion odontologica,periodoncias,2013-11-01,0,1,0,1,1
LLALLAGUA,atencion odontologica,periodoncias,2013-11-01,1,15,1,15,16
LURIBAY,atencion odontologica,periodoncias,2013-11-01,0,1,0,1,1
MACHACAMARCA,atencion odontologica,periodoncias,2013-11-01,0,5,0,5,5
MAGDALENA,atencion odontologica,periodoncias,2013-11-01,3,9,3,9,12
MAIRANA,atencion odontologica,periodoncias,2013-11-01,3,7,3,7,10
MAPIRI,atencion odontologica,periodoncias,2013-11-01,17,68,17,68,85
MECAPACA,atencion odontologica,periodoncias,2013-11-01,1,1,1,1,2
MIZQUE,atencion odontologica,periodoncias,2013-11-01,1,4,1,4,5
MOCOMOCO,atencion odontologica,periodoncias,2013-11-01,1,0,1,0,1
MOJOCOYA,atencion odontologica,periodoncias,2013-11-01,1,1,1,1,2
MONTEAGUDO,atencion odontologica,periodoncias,2013-11-01,2,14,2,14,16
MONTERO,atencion odontologica,periodoncias,2013-11-01,23,61,23,61,84
MOROCHATA,atencion odontologica,periodoncias,2013-11-01,1,10,1,10,11
OKINAWA,atencion odontologica,periodoncias,2013-11-01,4,12,4,12,16
