,group,variable,month,ACCIONES PREVENTIVAS DENTRO DEL ESTABLECIMIENTO CANTIDAD,ACCIONES PREVENTIVAS DENTRO DEL ESTABLECIMIENTO CANTIDAD,TOTALES,TOTALES,TOTALES
CALAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,50,47,50,47,97
CAMARGO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,33,31,33,31,64
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,0,1,0,1,1
CAMIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,97,90,97,90,187
CAPINOTA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,138,120,138,120,258
CAQUIAVIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,23,19,23,19,42
CARACOLLO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,25,39,25,39,64
CARANAVI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,100,47,100,47,147
CARAPARI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,16,22,16,22,38
CARIPUYO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,1,5,1,5,6
CARMEN RIVERO TORREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,11,11,11,11,22
CATACORA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,3,2,3,2,5
CHALLAPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,40,99,40,99,139
CHAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,2,10,2,10,12
CHARAGUA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,14,18,14,18,32
CHARAÑA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,4,7,4,7,11
CHAYANTA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,30,84,30,84,114
CHIMORE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,3,1,3,1,4
CHIPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,93,106,93,106,199
CHOQUE COTA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,34,49,34,49,83
CHUMA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,12,31,12,31,43
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,3,13,3,13,16
CKOCHAS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,0,4,0,4,4
CLIZA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,31,92,31,92,123
COBIJA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,171,233,171,233,404
COCAPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,32,56,32,56,88
COCHABAMBA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,5587,6456,5587,6456,12043
COIPASA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,13,10,13,10,23
COLCAPIRHUA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,81,147,81,147,228
"COLCHA ""K""",atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,11,10,11,10,21
COLLANA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,10,11,10,11,21
COLOMI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,22,38,22,38,60
COLPA BELGICA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,162,177,162,177,339
COLQUECHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,39,41,39,41,80
COLQUENCHA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,3,0,3,0,3
COLQUIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,15,36,15,36,51
COMARAPA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,44,29,44,29,73
COMBAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,4,1,4,1,5
CONCEPCION,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,8,10,8,10,18
COPACABANA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,32,47,32,47,79
CORO CORO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,2,0,2,0,2
COROICO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,4,2,4,2,6
CORQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,92,94,92,94,186
COTAGAITA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,53,66,53,66,119
COTOCA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,20,58,20,58,78
CUATRO CAÑADAS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,52,48,52,48,100
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,8,4,8,4,12
CUEVO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,2,2,2,2,4
CULPINA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,9,32,9,32,41
DESAGUADERO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,22,35,22,35,57
EL ALTO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,2018,2353,2018,2353,4371
EL CHORO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,2,13,2,13,15
EL PUENTE(STC),atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,4,7,4,7,11
EL PUENTE(TJA),atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,10,5,10,5,15
EL TORNO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,56,73,56,73,129
EL VILLAR,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,22,29,22,29,51
ENTRE RIOS TRJ,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,98,237,98,237,335
ENTRE RIOS CBBA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,141,157,141,157,298
ESCOMA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,1,6,1,6,7
EUCALIPTUS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,43,36,43,36,79
FERNANDEZ ALONSO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,27,36,27,36,63
FILADELFIA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,4,4,4,4,8
GENERAL SAAVEDRA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,15,14,15,14,29
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,81,87,81,87,168
GUANAY,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,7,12,7,12,19
GUAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,14,28,14,28,42
GUAYARAMERIN,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,194,285,194,285,479
GUTIERREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,4,12,4,12,16
HUACARETA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,9,12,9,12,21
HUACAYA (VILLA DE HUACAYA),atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,7,5,7,5,12
HUACHACALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,7,6,7,6,13
HUANUNI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,92,85,92,85,177
HUARACAJE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,2,3,2,3,5
HUARINA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,6,3,6,3,9
HUAYLLAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,15,26,15,26,41
HUMANATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,12,21,12,21,33
ICHOCA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,16,7,16,7,23
ICLA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,62,69,62,69,131
INCAHUASI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,16,27,16,27,43
INGAVI (HUMAITA),atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,2,2,2,2,4
INQUISIVI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,170,163,170,163,333
IRUPANA (VILLA DE LANZA),atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,31,24,31,24,55
JESUS DE MACHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,17,13,17,13,30
LA ASUNTA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,28,22,28,22,50
LA GUARDIA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,162,217,162,217,379
LA PAZ,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,6139,2416,6139,2416,8555
LAGUNILLAS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,72,72,72,72,144
LAJA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,1,19,1,19,20
LAS CARRERAS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,14,9,14,9,23
LICOMA PAMPA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,18,20,18,20,38
LLALLAGUA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,167,206,167,206,373
LLICA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,2,2,2,2,4
LORETO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,0,7,0,7,7
LURIBAY,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,12,22,12,22,34
MACHACAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,2,6,2,6,8
MACHARETI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,9,1,9,1,10
MAGDALENA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,11,18,11,18,29
MAIRANA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,9,16,9,16,25
MAPIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,11,26,11,26,37
MECAPACA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,28,38,28,38,66
MINEROS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,3,3,3,3,6
MIZQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,30,54,30,54,84
MOCOMOCO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,3,2,3,2,5
MOJOCOYA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,5,1,5,1,6
MONTEAGUDO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,66,46,66,46,112
MONTERO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,175,315,175,315,490
MORO MORO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,8,8,8,8,16
MOROCHATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,37,49,37,49,86
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,15,20,15,20,35
OCURI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,2,1,2,1,3
OKINAWA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,8,20,8,20,28
OMEREQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,25,41,25,41,66
ORURO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,900,951,900,951,1851
PADCAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,37,49,37,49,86
PADILLA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,6,17,6,17,23
PAILON,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,24,50,24,50,74
PALCA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,32,52,32,52,84
PALOS BLANCOS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,43,42,43,42,85
PAMPA AULLAGAS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,0,3,0,3,3
PAMPA GRANDE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,7,16,7,16,23
PAPEL PAMPA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,16,6,16,6,22
PASORAPA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,0,2,0,2,2
PATACAMAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,131,215,131,215,346
PAZÑA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,9,3,9,3,12
PELECHUCO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,76,84,76,84,160
POCOATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,78,128,78,128,206
POCONA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,101,95,101,95,196
POJO (CBBA),atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,145,117,145,117,262
POOPO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,33,32,33,32,65
PORCO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,3,12,3,12,15
POROMA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,44,58,44,58,102
PORONGO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,65,83,65,83,148
PORTACHUELO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,18,21,18,21,39
PORVENIR,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,4,14,4,14,18
POSTRER VALLE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,10,14,10,14,24
POTOSI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,143,182,143,182,325
PRESTO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,8,8,8,8,16
PUCARA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,5,6,5,6,11
PUCARANI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,17,22,17,22,39
PUERTO ACOSTA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,1,6,1,6,7
PUERTO CARABUCO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,2,2,2,2,4
PUERTO GONZALO MORENO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,11,14,11,14,25
PUERTO PEREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,29,22,29,22,51
PUERTO QUIJARRO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,67,58,67,58,125
PUERTO RICO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,12,9,12,9,21
PUERTO SILES,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,5,5,5,5,10
PUERTO VILLARROEL,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,111,183,111,183,294
PUNA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,16,13,16,13,29
PUNATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,51,109,51,109,160
QUIABAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,0,3,0,3,3
QUILLACOLLO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,680,811,680,811,1491
QUIME,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,58,34,58,34,92
QUIRUSILLAS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,4,1,4,1,5
RAVELO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,3,4,3,4,7
REYES,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,2,5,2,5,7
RIBERALTA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,175,405,175,405,580
ROBORE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,42,35,42,35,77
RURRENABAQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,72,96,72,96,168
SABAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,8,18,8,18,26
SACABA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,859,1250,859,1250,2109
SACABAMBA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,10,10,10,10,20
SACACA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,46,62,46,62,108
SAIPINA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,5,8,5,8,13
SALINAS DE GARCI MENDOZA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,76,65,76,65,141
SAMAIPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,69,60,69,60,129
SAN AGUSTIN,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,0,2,0,2,2
SAN ANDRES,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,24,33,24,33,57
SAN ANDRES DE MACHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,37,62,37,62,99
SAN ANTONIO DE LOMERIO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,2,3,2,3,5
SAN BENITO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,39,76,39,76,115
SAN BORJA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,25,20,25,20,45
SAN BUENA VENTURA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,4,10,4,10,14
SAN CARLOS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,31,43,31,43,74
SAN IGNACIO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,40,81,40,81,121
SAN IGNACIO DE VELASCO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,171,168,171,168,339
SAN JAVIER(STC),atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,3,3,3,3,6
SAN JOAQUIN,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,3,2,3,2,5
SAN JOSE DE CHIQUITOS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,38,113,38,113,151
SAN JUAN DE YAPACANI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,1,10,1,10,11
SAN JULIAN,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,8,6,8,6,14
SAN LORENZO(TJA),atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,39,110,39,110,149
SAN LUCAS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,92,112,92,112,204
SAN MATIAS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,6,5,6,5,11
SAN MIGUEL DE VELASCO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,6,11,6,11,17
SAN PEDRO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,13,27,13,27,40
SAN PEDRO DE BUENA VISTA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,12,25,12,25,37
SAN PEDRO DE CURAHUARA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,2,2,2,2,4
SAN PEDRO DE TIQUINA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,1,5,1,5,6
SAN RAFAEL,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,28,49,28,49,77
SAN RAMON SCZ,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,5,5,5,5,10
SANTA ANA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,97,165,97,165,262
SANTA CRUZ DE LA SIERRA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,2673,3398,2673,3398,6071
SANTA ROSA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,11,7,11,7,18
SANTA ROSA DEL SARA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,8,5,8,5,13
SANTIAGO DE CALLAPA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,9,5,9,5,14
SANTIAGO DE HUARI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,324,299,324,299,623
SANTIAGO DE HUATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,6,9,6,9,15
SANTIAGO DE MACHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,0,2,0,2,2
SANTIVAÑES,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,10,18,10,18,28
SANTUARIO DE QUILLACAS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,398,348,398,348,746
SAPAHAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,16,21,16,21,37
SENA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,1,7,1,7,8
SICA SICA (VILLA AROMA),atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,12,15,12,15,27
SICAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,2,11,2,11,13
SIPE SIPE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,91,215,91,215,306
SOPACHUY,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,21,7,21,7,28
SORACACHI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,3,7,3,7,10
SORATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,1,5,1,5,6
SUCRE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,2252,2383,2252,2383,4635
TACACOMA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,12,17,12,17,29
TACOPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,11,24,11,24,35
TAPACARI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,63,92,63,92,155
TARABUCO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,235,198,235,198,433
TARACO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,15,16,15,16,31
TARATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,16,26,16,26,42
TARIJA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,547,744,547,744,1291
TARVITA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,43,40,43,40,83
TEOPONTE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,1,20,1,20,21
TIAWANACU,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,71,123,71,123,194
TINGUIPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,18,24,18,24,42
TIPUANI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,16,31,16,31,47
TIQUIPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,383,532,383,532,915
TIRAQUE (CBBA),atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,5,33,5,33,38
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,0,1,0,1,1
TOCO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,24,49,24,49,73
TOLATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,3,10,3,10,13
TOLEDO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,52,50,52,50,102
TOMAVE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,10,26,10,26,36
TOMINA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,3,6,3,6,9
TORO TORO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,115,99,115,99,214
TOTORA(CBBA),atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,3,14,3,14,17
TRIGAL,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,21,0,21,0,21
TRINIDAD,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,155,285,155,285,440
TUPIZA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,89,100,89,100,189
TURCO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,9,16,9,16,25
UNCIA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,43,47,43,47,90
URIONDO (A. CONCEPCION),atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,76,151,76,151,227
URUBICHA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,10,5,10,5,15
UYUNI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,8,3,8,3,11
VACAS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,29,41,29,41,70
VALLEGRANDE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,99,106,99,106,205
VIACHA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,90,84,90,84,174
VILA VILA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,10,28,10,28,38
VILLA CHARCAS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,16,8,16,8,24
VILLA MONTES,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,154,167,154,167,321
VILLA NUEVA (LOMA ALTA),atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,27,27,27,27,54
VILLA RIVERO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,5,12,5,12,17
VILLA SERRANO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,1,0,1,0,1
VILLA TUNARI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,267,503,267,503,770
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,42,47,42,47,89
VILLAZON,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,72,135,72,135,207
VINTO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,39,118,39,118,157
VITICHI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,41,40,41,40,81
WARNES,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,100,98,100,98,198
YACO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,0,5,0,5,5
YACUIBA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,180,199,180,199,379
YAMPARAEZ,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,103,103,103,103,206
YANACACHI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,2,2,2,2,4
YAPACANI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,27,65,27,65,92
YOCALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,5,6,5,6,11
YOTALA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,78,70,78,70,148
YUNCHARA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,7,40,7,40,47
ZUDAÑEZ,atencion odontologica,acciones preventivas dentro del establecimiento,2013-11-01,6,0,6,0,6
ACACIO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-12-01,9,28,9,28,37
ACHACACHI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-12-01,145,191,145,191,336
ACHOCALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-12-01,18,24,18,24,42
AIQUILE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-12-01,42,57,42,57,99
ALALAY,atencion odontologica,acciones preventivas dentro del establecimiento,2013-12-01,0,5,0,5,5
ALCALA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-12-01,19,19,19,19,38
