,group,variable,month,CONSULTAS NUEVAS MENORES DE 5 AÑOS CANTIDAD,CONSULTAS NUEVAS MENORES DE 5 AÑOS CANTIDAD,TOTALES,TOTALES,TOTALES
BUENA VISTA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,20,9,20,9,29
CABEZAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,59,47,59,47,106
CAIROMA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,24,20,24,20,44
"CAIZA ""D""",atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,20,18,20,18,38
CAJUATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,36,47,36,47,83
CALACOTO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,6,1,6,1,7
CALAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,54,54,54,54,108
CAMARGO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,124,178,124,178,302
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,17,9,17,9,26
CAMIRI,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,240,287,240,287,527
CAPINOTA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,106,107,106,107,213
CAQUIAVIRI,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,14,0,14,0,14
CARACOLLO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,41,66,41,66,107
CARANAVI,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,134,138,134,138,272
CARAPARI,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,13,14,13,14,27
CARIPUYO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,12,37,12,37,49
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,15,20,15,20,35
CATACORA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,4,1,4,1,5
CHALLAPATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,198,166,198,166,364
CHAQUI,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,2,6,2,6,8
CHARAGUA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,37,38,37,38,75
CHARAÑA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,3,11,3,11,14
CHAYANTA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,77,84,77,84,161
CHIMORE,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,80,73,80,73,153
CHIPAYA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,32,27,32,27,59
CHOQUE COTA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,10,10,10,10,20
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,77,81,77,81,158
CHUMA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,24,4,24,4,28
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,102,81,102,81,183
CKOCHAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,11,21,11,21,32
CLIZA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,98,110,98,110,208
COBIJA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,231,184,231,184,415
COCAPATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,52,85,52,85,137
COCHABAMBA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,2021,2107,2021,2107,4128
COIPASA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,10,6,10,6,16
COLCAPIRHUA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,389,430,389,430,819
"COLCHA ""K""",atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,28,17,28,17,45
COLLANA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,42,21,42,21,63
COLOMI,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,57,83,57,83,140
COLPA BELGICA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,5,9,5,9,14
COLQUECHACA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,88,65,88,65,153
COLQUENCHA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,4,3,4,3,7
COLQUIRI,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,26,37,26,37,63
COMANCHE,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,2,5,2,5,7
COMARAPA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,73,38,73,38,111
COMBAYA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,37,33,37,33,70
CONCEPCION,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,25,35,25,35,60
COPACABANA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,24,25,24,25,49
COROICO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,31,62,31,62,93
CORQUE,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,9,9,9,9,18
COTAGAITA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,56,42,56,42,98
COTOCA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,118,108,118,108,226
CUATRO CAÑADAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,90,84,90,84,174
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,18,6,18,6,24
CUEVO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,17,24,17,24,41
CULPINA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,145,172,145,172,317
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,6,7,6,7,13
DESAGUADERO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,4,2,4,2,6
EL ALTO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,2968,2794,2968,2794,5762
EL CHORO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,12,31,12,31,43
EL PUENTE(STC),atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,2,3,2,3,5
EL PUENTE(TJA),atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,9,10,9,10,19
EL TORNO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,140,146,140,146,286
EL VILLAR,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,11,11,11,11,22
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,91,86,91,86,177
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,121,122,121,122,243
ESCOMA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,9,4,9,4,13
EUCALIPTUS,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,30,29,30,29,59
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,42,19,42,19,61
FILADELFIA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,17,12,17,12,29
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,30,10,30,10,40
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,102,101,102,101,203
GUANAY,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,26,26,26,26,52
GUAQUI,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,21,11,21,11,32
GUAYARAMERIN,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,53,88,53,88,141
GUTIERREZ,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,49,50,49,50,99
HUACARETA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,90,71,90,71,161
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,27,25,27,25,52
HUACHACALLA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,6,1,6,1,7
HUANUNI,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,142,131,142,131,273
HUARACAJE,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,6,6,6,6,12
HUARINA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,2,0,2,0,2
HUAYLLAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,20,16,20,16,36
HUMANATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,18,6,18,6,24
ICHOCA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,15,21,15,21,36
ICLA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,86,140,86,140,226
INCAHUASI,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,83,82,83,82,165
INQUISIVI,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,45,56,45,56,101
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,64,90,64,90,154
IXIAMAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,7,7,7,7,14
JESUS DE MACHACA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,30,34,30,34,64
LA ASUNTA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,32,74,32,74,106
LA GUARDIA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,235,232,235,232,467
LA PAZ,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,3319,3234,3319,3234,6553
LAGUNILLAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,5,5,5,5,10
LAJA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,28,43,28,43,71
LAS CARRERAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,17,12,17,12,29
LICOMA PAMPA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,21,9,21,9,30
LLALLAGUA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,414,448,414,448,862
LLICA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,4,10,4,10,14
LORETO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,15,11,15,11,26
LURIBAY,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,15,12,15,12,27
MACHACAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,5,8,5,8,13
MACHARETI,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,48,31,48,31,79
MAGDALENA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,23,30,23,30,53
MAIRANA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,16,26,16,26,42
MALLA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,1,2,1,2,3
MAPIRI,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,49,59,49,59,108
MECAPACA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,9,6,9,6,15
MINEROS,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,67,42,67,42,109
MIZQUE,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,21,23,21,23,44
MOCOMOCO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,15,14,15,14,29
MOJOCOYA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,71,57,71,57,128
MONTEAGUDO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,156,105,156,105,261
MONTERO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,404,342,404,342,746
MORO MORO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,12,12,12,12,24
MOROCHATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,23,44,23,44,67
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,3,4,3,4,7
OCURI,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,8,2,8,2,10
OKINAWA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,14,17,14,17,31
OMEREQUE,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,0,7,0,7,7
ORURO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,1254,1434,1254,1434,2688
PADCAYA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,18,23,18,23,41
PADILLA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,15,42,15,42,57
PAILON,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,89,74,89,74,163
PALCA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,70,63,70,63,133
PALOS BLANCOS,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,28,63,28,63,91
PAMPA AULLAGAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,12,34,12,34,46
PAMPA GRANDE,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,73,60,73,60,133
PAPEL PAMPA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,37,20,37,20,57
PASORAPA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,4,4,4,4,8
PATACAMAYA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,177,182,177,182,359
PAZÑA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,16,12,16,12,28
PELECHUCO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,42,55,42,55,97
POCOATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,258,188,258,188,446
POCONA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,29,26,29,26,55
POJO (CBBA),atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,19,14,19,14,33
POOPO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,28,28,28,28,56
PORCO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,32,19,32,19,51
POROMA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,162,189,162,189,351
PORONGO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,107,81,107,81,188
PORTACHUELO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,24,23,24,23,47
PORVENIR,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,16,17,16,17,33
POSTRER VALLE,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,56,13,56,13,69
POTOSI,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,622,684,622,684,1306
PRESTO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,85,103,85,103,188
PUCARA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,8,5,8,5,13
PUCARANI,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,44,64,44,64,108
PUERTO ACOSTA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,13,9,13,9,22
PUERTO CARABUCO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,14,9,14,9,23
PUERTO GONZALO MORENO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,91,99,91,99,190
PUERTO QUIJARRO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,55,35,55,35,90
PUERTO RICO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,65,72,65,72,137
PUERTO SUAREZ,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,17,16,17,16,33
PUERTO VILLARROEL,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,75,116,75,116,191
PUNA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,43,85,43,85,128
PUNATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,137,110,137,110,247
QUIABAYA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,1,1,1,1,2
QUILLACOLLO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,660,622,660,622,1282
QUIME,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,51,63,51,63,114
QUIRUSILLAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,4,3,4,3,7
RAVELO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,69,86,69,86,155
REYES,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,9,9,9,9,18
RIBERALTA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,332,462,332,462,794
ROBORE,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,9,20,9,20,29
RURRENABAQUE,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,38,32,38,32,70
SABAYA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,13,68,13,68,81
SACABA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,409,423,409,423,832
SACABAMBA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,0,5,0,5,5
SACACA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,33,53,33,53,86
SAIPINA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,38,37,38,37,75
SALINAS DE GARCI MENDOZA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,163,185,163,185,348
SAMAIPATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,37,30,37,30,67
SAN AGUSTIN,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,5,8,5,8,13
SAN ANDRES,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,7,6,7,6,13
SAN ANDRES DE MACHACA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,24,35,24,35,59
SAN ANTONIO DE ESMORUCO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,0,21,0,21,21
SAN ANTONIO DE LOMERIO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,44,39,44,39,83
SAN BENITO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,89,74,89,74,163
SAN BORJA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,93,85,93,85,178
SAN BUENA VENTURA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,12,21,12,21,33
SAN CARLOS,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,28,33,28,33,61
SAN IGNACIO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,38,39,38,39,77
SAN IGNACIO DE VELASCO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,90,102,90,102,192
SAN JAVIER(BNI),atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,4,1,4,1,5
SAN JAVIER(STC),atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,15,20,15,20,35
SAN JOAQUIN,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,10,7,10,7,17
SAN JOSE DE CHIQUITOS,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,47,41,47,41,88
SAN JUAN DE YAPACANI,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,3,5,3,5,8
SAN JULIAN,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,35,68,35,68,103
SAN LORENZO(PND),atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,2,10,2,10,12
SAN LORENZO(TJA),atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,56,79,56,79,135
SAN LUCAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,102,110,102,110,212
SAN MATIAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,4,9,4,9,13
SAN MIGUEL DE VELASCO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,21,8,21,8,29
SAN PABLO DE LIPEZ,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,7,6,7,6,13
SAN PEDRO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,46,38,46,38,84
SAN PEDRO DE BUENA VISTA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,26,33,26,33,59
SAN PEDRO DE CURAHUARA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,3,7,3,7,10
SAN PEDRO DE QUEMES,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,0,4,0,4,4
SAN PEDRO DE TIQUINA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,10,7,10,7,17
SAN RAFAEL,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,51,56,51,56,107
SAN RAMON SCZ,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,56,61,56,61,117
SANTA ANA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,35,44,35,44,79
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,3996,3941,3996,3941,7937
SANTA ROSA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,22,45,22,45,67
SANTA ROSA DEL SARA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,28,29,28,29,57
SANTIAGO DE CALLAPA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,2,1,2,1,3
SANTIAGO DE HUARI,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,44,52,44,52,96
SANTIAGO DE HUATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,8,14,8,14,22
SANTIAGO DE MACHACA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,6,18,6,18,24
SANTIVAÑES,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,17,23,17,23,40
SANTUARIO DE QUILLACAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,49,25,49,25,74
SAPAHAQUI,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,17,9,17,9,26
SENA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,19,17,19,17,36
SICA SICA (VILLA AROMA),atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,61,59,61,59,120
SICAYA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,6,5,6,5,11
SIPE SIPE,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,209,307,209,307,516
SOPACHUY,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,25,27,25,27,52
SORACACHI,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,8,13,8,13,21
SORATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,12,11,12,11,23
SUCRE,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,1659,1921,1659,1921,3580
TACACHI,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,0,1,0,1,1
TACACOMA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,4,5,4,5,9
TACOBAMBA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,9,1,9,1,10
TACOPAYA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,11,7,11,7,18
TAPACARI,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,73,82,73,82,155
TARABUCO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,179,210,179,210,389
TARACO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,45,31,45,31,76
TARATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,33,38,33,38,71
TARIJA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,1414,1368,1414,1368,2782
TARVITA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,130,127,130,127,257
TEOPONTE,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,25,20,25,20,45
TIAWANACU,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,18,12,18,12,30
TINGUIPAYA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,20,29,20,29,49
TIPUANI,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,13,35,13,35,48
TIQUIPAYA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,727,820,727,820,1547
TIRAQUE (CBBA),atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,14,21,14,21,35
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,2,0,2,0,2
TOCO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,12,15,12,15,27
TOLATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,19,9,19,9,28
TOLEDO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,14,18,14,18,32
TOMAVE,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,43,42,43,42,85
TOMINA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,20,27,20,27,47
TORO TORO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,17,11,17,11,28
TOTORA(CBBA),atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,32,18,32,18,50
TOTORA(ORR),atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,1,17,1,17,18
TRIGAL,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,12,15,12,15,27
TRINIDAD,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,305,262,305,262,567
TUPIZA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,146,176,146,176,322
TURCO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,3,27,3,27,30
UNCIA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,72,39,72,39,111
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,41,123,41,123,164
URUBICHA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,7,5,7,5,12
UYUNI,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,14,20,14,20,34
VACAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,28,36,28,36,64
VALLEGRANDE,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,200,190,200,190,390
VIACHA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,252,270,252,270,522
VILA VILA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,17,8,17,8,25
VILLA CHARCAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,102,92,102,92,194
VILLA MONTES,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,35,40,35,40,75
VILLA RIVERO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,27,23,27,23,50
VILLA SERRANO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,252,188,252,188,440
VILLA TUNARI,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,163,143,163,143,306
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,145,124,145,124,269
VILLAZON,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,99,158,99,158,257
VINTO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,152,153,152,153,305
VITICHI,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,38,23,38,23,61
WALDO BALLIVIAN,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,5,6,5,6,11
WARNES,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,138,136,138,136,274
YACO,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,2,5,2,5,7
YACUIBA,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,28,36,28,36,64
YAMPARAEZ,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,74,53,74,53,127
YANACACHI,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,4,8,4,8,12
YAPACANI,atencion odontologica,consultas nuevas menores de 5 anos,2013-10-01,102,131,102,131,233
