,group,variable,month,PRIMERA CONSULTA CANTIDAD,PRIMERA CONSULTA CANTIDAD,TOTALES,TOTALES,TOTALES
TEOPONTE,atencion odontologica,primera consulta,2013-09-01,30,35,30,35,65
TIAWANACU,atencion odontologica,primera consulta,2013-09-01,90,130,90,130,220
TINGUIPAYA,atencion odontologica,primera consulta,2013-09-01,113,121,113,121,234
TIPUANI,atencion odontologica,primera consulta,2013-09-01,38,58,38,58,96
TIQUIPAYA,atencion odontologica,primera consulta,2013-09-01,131,218,131,218,349
TIRAQUE (CBBA),atencion odontologica,primera consulta,2013-09-01,64,87,64,87,151
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,primera consulta,2013-09-01,5,11,5,11,16
TOCO,atencion odontologica,primera consulta,2013-09-01,19,33,19,33,52
TOLATA,atencion odontologica,primera consulta,2013-09-01,10,83,10,83,93
TOLEDO,atencion odontologica,primera consulta,2013-09-01,5,7,5,7,12
TOMAVE,atencion odontologica,primera consulta,2013-09-01,29,44,29,44,73
TOMINA,atencion odontologica,primera consulta,2013-09-01,44,74,44,74,118
TORO TORO,atencion odontologica,primera consulta,2013-09-01,126,169,126,169,295
TOTORA(CBBA),atencion odontologica,primera consulta,2013-09-01,44,56,44,56,100
TOTORA(ORR),atencion odontologica,primera consulta,2013-09-01,1,1,1,1,2
TRIGAL,atencion odontologica,primera consulta,2013-09-01,2,11,2,11,13
TRINIDAD,atencion odontologica,primera consulta,2013-09-01,585,985,585,985,1570
TUPIZA,atencion odontologica,primera consulta,2013-09-01,60,107,60,107,167
TURCO,atencion odontologica,primera consulta,2013-09-01,26,27,26,27,53
UMALA,atencion odontologica,primera consulta,2013-09-01,20,24,20,24,44
UNCIA,atencion odontologica,primera consulta,2013-09-01,55,93,55,93,148
URIONDO (A. CONCEPCION),atencion odontologica,primera consulta,2013-09-01,118,189,118,189,307
URUBICHA,atencion odontologica,primera consulta,2013-09-01,17,60,17,60,77
UYUNI,atencion odontologica,primera consulta,2013-09-01,110,110,110,110,220
VACAS,atencion odontologica,primera consulta,2013-09-01,20,74,20,74,94
VALLEGRANDE,atencion odontologica,primera consulta,2013-09-01,132,258,132,258,390
VIACHA,atencion odontologica,primera consulta,2013-09-01,150,217,150,217,367
VILA VILA,atencion odontologica,primera consulta,2013-09-01,2,7,2,7,9
VILLA CHARCAS,atencion odontologica,primera consulta,2013-09-01,35,32,35,32,67
VILLA MONTES,atencion odontologica,primera consulta,2013-09-01,276,383,276,383,659
VILLA NUEVA (LOMA ALTA),atencion odontologica,primera consulta,2013-09-01,11,16,11,16,27
VILLA RIVERO,atencion odontologica,primera consulta,2013-09-01,5,18,5,18,23
VILLA SERRANO,atencion odontologica,primera consulta,2013-09-01,8,31,8,31,39
VILLA TUNARI,atencion odontologica,primera consulta,2013-09-01,97,238,97,238,335
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,primera consulta,2013-09-01,97,161,97,161,258
VILLAZON,atencion odontologica,primera consulta,2013-09-01,85,168,85,168,253
VINTO,atencion odontologica,primera consulta,2013-09-01,59,111,59,111,170
VITICHI,atencion odontologica,primera consulta,2013-09-01,49,70,49,70,119
WALDO BALLIVIAN,atencion odontologica,primera consulta,2013-09-01,1,8,1,8,9
WARNES,atencion odontologica,primera consulta,2013-09-01,61,117,61,117,178
YACUIBA,atencion odontologica,primera consulta,2013-09-01,368,670,368,670,1038
YAMPARAEZ,atencion odontologica,primera consulta,2013-09-01,25,49,25,49,74
YANACACHI,atencion odontologica,primera consulta,2013-09-01,20,14,20,14,34
YAPACANI,atencion odontologica,primera consulta,2013-09-01,110,150,110,150,260
YOCALLA,atencion odontologica,primera consulta,2013-09-01,21,30,21,30,51
YOTALA,atencion odontologica,primera consulta,2013-09-01,110,146,110,146,256
YUNCHARA,atencion odontologica,primera consulta,2013-09-01,74,101,74,101,175
ZUDAÑEZ,atencion odontologica,primera consulta,2013-09-01,22,23,22,23,45
ACACIO,atencion odontologica,primera consulta,2013-10-01,17,25,17,25,42
ACHACACHI,atencion odontologica,primera consulta,2013-10-01,242,340,242,340,582
AIQUILE,atencion odontologica,primera consulta,2013-10-01,60,66,60,66,126
ALALAY,atencion odontologica,primera consulta,2013-10-01,10,10,10,10,20
ALCALA,atencion odontologica,primera consulta,2013-10-01,17,24,17,24,41
ALTO BENI,atencion odontologica,primera consulta,2013-10-01,9,13,9,13,22
ANCORAIMES,atencion odontologica,primera consulta,2013-10-01,14,6,14,6,20
ANDAMARCA,atencion odontologica,primera consulta,2013-10-01,20,19,20,19,39
ANTEQUERA,atencion odontologica,primera consulta,2013-10-01,6,10,6,10,16
ANZALDO,atencion odontologica,primera consulta,2013-10-01,54,86,54,86,140
APOLO,atencion odontologica,primera consulta,2013-10-01,30,27,30,27,57
ARAMPAMPA,atencion odontologica,primera consulta,2013-10-01,3,4,3,4,7
ARANI,atencion odontologica,primera consulta,2013-10-01,15,25,15,25,40
ARBIETO,atencion odontologica,primera consulta,2013-10-01,38,40,38,40,78
ARQUE,atencion odontologica,primera consulta,2013-10-01,154,103,154,103,257
ASCENCION DE GUARAYOS,atencion odontologica,primera consulta,2013-10-01,68,108,68,108,176
ATOCHA,atencion odontologica,primera consulta,2013-10-01,169,192,169,192,361
AUCAPATA,atencion odontologica,primera consulta,2013-10-01,2,2,2,2,4
AYATA,atencion odontologica,primera consulta,2013-10-01,15,22,15,22,37
AYO AYO,atencion odontologica,primera consulta,2013-10-01,10,9,10,9,19
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,primera consulta,2013-10-01,80,106,80,106,186
AZURDUY,atencion odontologica,primera consulta,2013-10-01,39,44,39,44,83
BATALLAS,atencion odontologica,primera consulta,2013-10-01,28,77,28,77,105
BAURES,atencion odontologica,primera consulta,2013-10-01,39,36,39,36,75
BELEN DE ANDAMARCA,atencion odontologica,primera consulta,2013-10-01,3,7,3,7,10
BELEN DE URMIRI,atencion odontologica,primera consulta,2013-10-01,19,18,19,18,37
BERMEJO,atencion odontologica,primera consulta,2013-10-01,404,641,404,641,1045
BETANZOS,atencion odontologica,primera consulta,2013-10-01,83,134,83,134,217
BOLIVAR,atencion odontologica,primera consulta,2013-10-01,17,18,17,18,35
BOLPEBRA,atencion odontologica,primera consulta,2013-10-01,13,9,13,9,22
BOYUIBE,atencion odontologica,primera consulta,2013-10-01,10,9,10,9,19
BUENA VISTA,atencion odontologica,primera consulta,2013-10-01,40,48,40,48,88
CABEZAS,atencion odontologica,primera consulta,2013-10-01,95,152,95,152,247
CAIROMA,atencion odontologica,primera consulta,2013-10-01,64,80,64,80,144
"CAIZA ""D""",atencion odontologica,primera consulta,2013-10-01,32,69,32,69,101
CAJUATA,atencion odontologica,primera consulta,2013-10-01,24,23,24,23,47
CALACOTO,atencion odontologica,primera consulta,2013-10-01,13,18,13,18,31
CALAMARCA,atencion odontologica,primera consulta,2013-10-01,25,35,25,35,60
CAMARGO,atencion odontologica,primera consulta,2013-10-01,98,123,98,123,221
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,primera consulta,2013-10-01,19,18,19,18,37
CAMIRI,atencion odontologica,primera consulta,2013-10-01,101,176,101,176,277
CAPINOTA,atencion odontologica,primera consulta,2013-10-01,99,111,99,111,210
CAQUIAVIRI,atencion odontologica,primera consulta,2013-10-01,24,16,24,16,40
CARACOLLO,atencion odontologica,primera consulta,2013-10-01,26,38,26,38,64
CARANAVI,atencion odontologica,primera consulta,2013-10-01,97,99,97,99,196
CARAPARI,atencion odontologica,primera consulta,2013-10-01,69,88,69,88,157
CARIPUYO,atencion odontologica,primera consulta,2013-10-01,21,42,21,42,63
CARMEN RIVERO TORREZ,atencion odontologica,primera consulta,2013-10-01,64,75,64,75,139
CATACORA,atencion odontologica,primera consulta,2013-10-01,8,13,8,13,21
CHALLAPATA,atencion odontologica,primera consulta,2013-10-01,300,320,300,320,620
CHAQUI,atencion odontologica,primera consulta,2013-10-01,7,9,7,9,16
CHARAGUA,atencion odontologica,primera consulta,2013-10-01,143,200,143,200,343
CHARAÑA,atencion odontologica,primera consulta,2013-10-01,3,8,3,8,11
CHAYANTA,atencion odontologica,primera consulta,2013-10-01,83,99,83,99,182
CHIMORE,atencion odontologica,primera consulta,2013-10-01,34,64,34,64,98
CHIPAYA,atencion odontologica,primera consulta,2013-10-01,2,4,2,4,6
CHOQUE COTA,atencion odontologica,primera consulta,2013-10-01,7,7,7,7,14
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,primera consulta,2013-10-01,24,53,24,53,77
CHUMA,atencion odontologica,primera consulta,2013-10-01,61,82,61,82,143
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,primera consulta,2013-10-01,37,41,37,41,78
CKOCHAS,atencion odontologica,primera consulta,2013-10-01,49,71,49,71,120
CLIZA,atencion odontologica,primera consulta,2013-10-01,29,43,29,43,72
COBIJA,atencion odontologica,primera consulta,2013-10-01,264,250,264,250,514
COCAPATA,atencion odontologica,primera consulta,2013-10-01,75,142,75,142,217
COCHABAMBA,atencion odontologica,primera consulta,2013-10-01,2647,3488,2647,3488,6135
COIPASA,atencion odontologica,primera consulta,2013-10-01,9,12,9,12,21
COLCAPIRHUA,atencion odontologica,primera consulta,2013-10-01,34,74,34,74,108
"COLCHA ""K""",atencion odontologica,primera consulta,2013-10-01,42,43,42,43,85
COLLANA,atencion odontologica,primera consulta,2013-10-01,7,7,7,7,14
COLOMI,atencion odontologica,primera consulta,2013-10-01,42,70,42,70,112
COLPA BELGICA,atencion odontologica,primera consulta,2013-10-01,11,21,11,21,32
COLQUECHACA,atencion odontologica,primera consulta,2013-10-01,68,135,68,135,203
COLQUENCHA,atencion odontologica,primera consulta,2013-10-01,5,21,5,21,26
COLQUIRI,atencion odontologica,primera consulta,2013-10-01,63,73,63,73,136
COMANCHE,atencion odontologica,primera consulta,2013-10-01,15,17,15,17,32
COMARAPA,atencion odontologica,primera consulta,2013-10-01,23,39,23,39,62
COMBAYA,atencion odontologica,primera consulta,2013-10-01,7,12,7,12,19
CONCEPCION,atencion odontologica,primera consulta,2013-10-01,36,41,36,41,77
COPACABANA,atencion odontologica,primera consulta,2013-10-01,19,30,19,30,49
CORO CORO,atencion odontologica,primera consulta,2013-10-01,1,2,1,2,3
COROICO,atencion odontologica,primera consulta,2013-10-01,25,42,25,42,67
CORQUE,atencion odontologica,primera consulta,2013-10-01,35,36,35,36,71
COTAGAITA,atencion odontologica,primera consulta,2013-10-01,206,215,206,215,421
COTOCA,atencion odontologica,primera consulta,2013-10-01,141,233,141,233,374
CUATRO CAÑADAS,atencion odontologica,primera consulta,2013-10-01,47,95,47,95,142
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,primera consulta,2013-10-01,24,13,24,13,37
CUEVO,atencion odontologica,primera consulta,2013-10-01,23,36,23,36,59
CULPINA,atencion odontologica,primera consulta,2013-10-01,100,179,100,179,279
CURAHUARA DE CARANGAS,atencion odontologica,primera consulta,2013-10-01,29,41,29,41,70
DESAGUADERO,atencion odontologica,primera consulta,2013-10-01,15,29,15,29,44
EL ALTO,atencion odontologica,primera consulta,2013-10-01,1900,2595,1900,2595,4495
EL CHORO,atencion odontologica,primera consulta,2013-10-01,4,14,4,14,18
EL PUENTE(STC),atencion odontologica,primera consulta,2013-10-01,236,229,236,229,465
EL PUENTE(TJA),atencion odontologica,primera consulta,2013-10-01,83,119,83,119,202
EL TORNO,atencion odontologica,primera consulta,2013-10-01,372,588,372,588,960
EL VILLAR,atencion odontologica,primera consulta,2013-10-01,36,46,36,46,82
ENTRE RIOS TRJ,atencion odontologica,primera consulta,2013-10-01,136,224,136,224,360
ENTRE RIOS CBBA,atencion odontologica,primera consulta,2013-10-01,35,54,35,54,89
ESCOMA,atencion odontologica,primera consulta,2013-10-01,15,12,15,12,27
EUCALIPTUS,atencion odontologica,primera consulta,2013-10-01,71,78,71,78,149
FERNANDEZ ALONSO,atencion odontologica,primera consulta,2013-10-01,35,57,35,57,92
FILADELFIA,atencion odontologica,primera consulta,2013-10-01,25,29,25,29,54
GENERAL SAAVEDRA,atencion odontologica,primera consulta,2013-10-01,27,59,27,59,86
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,primera consulta,2013-10-01,38,55,38,55,93
GUANAY,atencion odontologica,primera consulta,2013-10-01,71,112,71,112,183
GUAQUI,atencion odontologica,primera consulta,2013-10-01,70,79,70,79,149
GUAYARAMERIN,atencion odontologica,primera consulta,2013-10-01,282,471,282,471,753
GUTIERREZ,atencion odontologica,primera consulta,2013-10-01,65,120,65,120,185
HUACARETA,atencion odontologica,primera consulta,2013-10-01,58,76,58,76,134
HUACAYA (VILLA DE HUACAYA),atencion odontologica,primera consulta,2013-10-01,11,28,11,28,39
HUACHACALLA,atencion odontologica,primera consulta,2013-10-01,40,41,40,41,81
HUANUNI,atencion odontologica,primera consulta,2013-10-01,80,100,80,100,180
HUARACAJE,atencion odontologica,primera consulta,2013-10-01,6,10,6,10,16
HUARINA,atencion odontologica,primera consulta,2013-10-01,14,11,14,11,25
HUAYLLAMARCA,atencion odontologica,primera consulta,2013-10-01,14,24,14,24,38
ICHOCA,atencion odontologica,primera consulta,2013-10-01,95,88,95,88,183
ICLA,atencion odontologica,primera consulta,2013-10-01,22,29,22,29,51
INCAHUASI,atencion odontologica,primera consulta,2013-10-01,32,72,32,72,104
INQUISIVI,atencion odontologica,primera consulta,2013-10-01,56,93,56,93,149
IRUPANA (VILLA DE LANZA),atencion odontologica,primera consulta,2013-10-01,71,102,71,102,173
IXIAMAS,atencion odontologica,primera consulta,2013-10-01,28,32,28,32,60
JESUS DE MACHACA,atencion odontologica,primera consulta,2013-10-01,33,49,33,49,82
LA ASUNTA,atencion odontologica,primera consulta,2013-10-01,77,125,77,125,202
LA GUARDIA,atencion odontologica,primera consulta,2013-10-01,139,186,139,186,325
LA PAZ,atencion odontologica,primera consulta,2013-10-01,3147,3858,3147,3858,7005
LAGUNILLAS,atencion odontologica,primera consulta,2013-10-01,10,10,10,10,20
LAJA,atencion odontologica,primera consulta,2013-10-01,27,61,27,61,88
LAS CARRERAS,atencion odontologica,primera consulta,2013-10-01,19,21,19,21,40
LICOMA PAMPA,atencion odontologica,primera consulta,2013-10-01,6,20,6,20,26
LLALLAGUA,atencion odontologica,primera consulta,2013-10-01,117,204,117,204,321
LLICA,atencion odontologica,primera consulta,2013-10-01,13,223,13,223,236
LORETO,atencion odontologica,primera consulta,2013-10-01,75,111,75,111,186
LURIBAY,atencion odontologica,primera consulta,2013-10-01,15,19,15,19,34
MACHACAMARCA,atencion odontologica,primera consulta,2013-10-01,7,18,7,18,25
MACHARETI,atencion odontologica,primera consulta,2013-10-01,27,40,27,40,67
MAGDALENA,atencion odontologica,primera consulta,2013-10-01,56,59,56,59,115
MAIRANA,atencion odontologica,primera consulta,2013-10-01,23,61,23,61,84
MALLA,atencion odontologica,primera consulta,2013-10-01,1,0,1,0,1
MAPIRI,atencion odontologica,primera consulta,2013-10-01,61,93,61,93,154
MECAPACA,atencion odontologica,primera consulta,2013-10-01,17,22,17,22,39
MINEROS,atencion odontologica,primera consulta,2013-10-01,25,42,25,42,67
MIZQUE,atencion odontologica,primera consulta,2013-10-01,23,29,23,29,52
MOCOMOCO,atencion odontologica,primera consulta,2013-10-01,59,75,59,75,134
MOJOCOYA,atencion odontologica,primera consulta,2013-10-01,93,99,93,99,192
MONTEAGUDO,atencion odontologica,primera consulta,2013-10-01,119,161,119,161,280
MONTERO,atencion odontologica,primera consulta,2013-10-01,704,836,704,836,1540
MORO MORO,atencion odontologica,primera consulta,2013-10-01,10,13,10,13,23
MOROCHATA,atencion odontologica,primera consulta,2013-10-01,8,29,8,29,37
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,primera consulta,2013-10-01,7,8,7,8,15
OCURI,atencion odontologica,primera consulta,2013-10-01,39,49,39,49,88
OKINAWA,atencion odontologica,primera consulta,2013-10-01,20,22,20,22,42
OMEREQUE,atencion odontologica,primera consulta,2013-10-01,9,10,9,10,19
ORURO,atencion odontologica,primera consulta,2013-10-01,899,1310,899,1310,2209
PADCAYA,atencion odontologica,primera consulta,2013-10-01,95,149,95,149,244
PADILLA,atencion odontologica,primera consulta,2013-10-01,51,96,51,96,147
PAILON,atencion odontologica,primera consulta,2013-10-01,25,60,25,60,85
PALCA,atencion odontologica,primera consulta,2013-10-01,29,35,29,35,64
PALOS BLANCOS,atencion odontologica,primera consulta,2013-10-01,39,54,39,54,93
PAMPA AULLAGAS,atencion odontologica,primera consulta,2013-10-01,10,16,10,16,26
PAMPA GRANDE,atencion odontologica,primera consulta,2013-10-01,27,24,27,24,51
PAPEL PAMPA,atencion odontologica,primera consulta,2013-10-01,25,23,25,23,48
PASORAPA,atencion odontologica,primera consulta,2013-10-01,5,2,5,2,7
PATACAMAYA,atencion odontologica,primera consulta,2013-10-01,51,76,51,76,127
PAZÑA,atencion odontologica,primera consulta,2013-10-01,30,22,30,22,52
PELECHUCO,atencion odontologica,primera consulta,2013-10-01,41,50,41,50,91
POCOATA,atencion odontologica,primera consulta,2013-10-01,70,132,70,132,202
POCONA,atencion odontologica,primera consulta,2013-10-01,164,174,164,174,338
POJO (CBBA),atencion odontologica,primera consulta,2013-10-01,23,30,23,30,53
POOPO,atencion odontologica,primera consulta,2013-10-01,7,13,7,13,20
PORCO,atencion odontologica,primera consulta,2013-10-01,26,45,26,45,71
POROMA,atencion odontologica,primera consulta,2013-10-01,136,235,136,235,371
PORONGO,atencion odontologica,primera consulta,2013-10-01,424,388,424,388,812
PORTACHUELO,atencion odontologica,primera consulta,2013-10-01,32,65,32,65,97
PORVENIR,atencion odontologica,primera consulta,2013-10-01,10,30,10,30,40
POSTRER VALLE,atencion odontologica,primera consulta,2013-10-01,9,9,9,9,18
POTOSI,atencion odontologica,primera consulta,2013-10-01,592,994,592,994,1586
PRESTO,atencion odontologica,primera consulta,2013-10-01,179,164,179,164,343
PUCARA,atencion odontologica,primera consulta,2013-10-01,6,10,6,10,16
PUCARANI,atencion odontologica,primera consulta,2013-10-01,92,178,92,178,270
PUERTO ACOSTA,atencion odontologica,primera consulta,2013-10-01,3,2,3,2,5
PUERTO CARABUCO,atencion odontologica,primera consulta,2013-10-01,67,88,67,88,155
PUERTO GONZALO MORENO,atencion odontologica,primera consulta,2013-10-01,11,9,11,9,20
PUERTO QUIJARRO,atencion odontologica,primera consulta,2013-10-01,102,59,102,59,161
PUERTO RICO,atencion odontologica,primera consulta,2013-10-01,110,87,110,87,197
PUERTO SUAREZ,atencion odontologica,primera consulta,2013-10-01,35,60,35,60,95
PUERTO VILLARROEL,atencion odontologica,primera consulta,2013-10-01,48,90,48,90,138
PUNA,atencion odontologica,primera consulta,2013-10-01,58,90,58,90,148
PUNATA,atencion odontologica,primera consulta,2013-10-01,124,187,124,187,311
QUIABAYA,atencion odontologica,primera consulta,2013-10-01,4,18,4,18,22
QUILLACOLLO,atencion odontologica,primera consulta,2013-10-01,506,551,506,551,1057
QUIME,atencion odontologica,primera consulta,2013-10-01,49,32,49,32,81
QUIRUSILLAS,atencion odontologica,primera consulta,2013-10-01,2,2,2,2,4
RAVELO,atencion odontologica,primera consulta,2013-10-01,77,91,77,91,168
REYES,atencion odontologica,primera consulta,2013-10-01,15,23,15,23,38
RIBERALTA,atencion odontologica,primera consulta,2013-10-01,483,762,483,762,1245
ROBORE,atencion odontologica,primera consulta,2013-10-01,67,113,67,113,180
RURRENABAQUE,atencion odontologica,primera consulta,2013-10-01,58,79,58,79,137
SABAYA,atencion odontologica,primera consulta,2013-10-01,21,29,21,29,50
SACABA,atencion odontologica,primera consulta,2013-10-01,508,728,508,728,1236
SACABAMBA,atencion odontologica,primera consulta,2013-10-01,0,6,0,6,6
SACACA,atencion odontologica,primera consulta,2013-10-01,45,79,45,79,124
SAIPINA,atencion odontologica,primera consulta,2013-10-01,41,47,41,47,88
SALINAS DE GARCI MENDOZA,atencion odontologica,primera consulta,2013-10-01,49,60,49,60,109
SAMAIPATA,atencion odontologica,primera consulta,2013-10-01,27,33,27,33,60
SAN AGUSTIN,atencion odontologica,primera consulta,2013-10-01,0,3,0,3,3
SAN ANDRES,atencion odontologica,primera consulta,2013-10-01,10,17,10,17,27
SAN ANDRES DE MACHACA,atencion odontologica,primera consulta,2013-10-01,56,55,56,55,111
SAN ANTONIO DE ESMORUCO,atencion odontologica,primera consulta,2013-10-01,6,22,6,22,28
SAN ANTONIO DE LOMERIO,atencion odontologica,primera consulta,2013-10-01,49,59,49,59,108
SAN BENITO,atencion odontologica,primera consulta,2013-10-01,31,25,31,25,56
SAN BORJA,atencion odontologica,primera consulta,2013-10-01,301,235,301,235,536
SAN BUENA VENTURA,atencion odontologica,primera consulta,2013-10-01,31,52,31,52,83
SAN CARLOS,atencion odontologica,primera consulta,2013-10-01,66,79,66,79,145
SAN IGNACIO,atencion odontologica,primera consulta,2013-10-01,195,348,195,348,543
SAN IGNACIO DE VELASCO,atencion odontologica,primera consulta,2013-10-01,414,163,414,163,577
SAN JAVIER(STC),atencion odontologica,primera consulta,2013-10-01,74,80,74,80,154
SAN JOAQUIN,atencion odontologica,primera consulta,2013-10-01,38,48,38,48,86
SAN JOSE DE CHIQUITOS,atencion odontologica,primera consulta,2013-10-01,231,325,231,325,556
SAN JUAN DE YAPACANI,atencion odontologica,primera consulta,2013-10-01,124,87,124,87,211
SAN JULIAN,atencion odontologica,primera consulta,2013-10-01,162,154,162,154,316
SAN LORENZO(PND),atencion odontologica,primera consulta,2013-10-01,10,19,10,19,29
SAN LORENZO(TJA),atencion odontologica,primera consulta,2013-10-01,166,245,166,245,411
SAN LUCAS,atencion odontologica,primera consulta,2013-10-01,105,152,105,152,257
SAN MATIAS,atencion odontologica,primera consulta,2013-10-01,21,43,21,43,64
SAN MIGUEL DE VELASCO,atencion odontologica,primera consulta,2013-10-01,25,25,25,25,50
SAN PABLO DE LIPEZ,atencion odontologica,primera consulta,2013-10-01,7,16,7,16,23
SAN PEDRO,atencion odontologica,primera consulta,2013-10-01,68,79,68,79,147
SAN PEDRO DE BUENA VISTA,atencion odontologica,primera consulta,2013-10-01,43,52,43,52,95
SAN PEDRO DE CURAHUARA,atencion odontologica,primera consulta,2013-10-01,33,66,33,66,99
SAN PEDRO DE QUEMES,atencion odontologica,primera consulta,2013-10-01,5,2,5,2,7
SAN PEDRO DE TIQUINA,atencion odontologica,primera consulta,2013-10-01,103,21,103,21,124
SAN RAFAEL,atencion odontologica,primera consulta,2013-10-01,97,126,97,126,223
SAN RAMON BENI,atencion odontologica,primera consulta,2013-10-01,12,49,12,49,61
SAN RAMON SCZ,atencion odontologica,primera consulta,2013-10-01,53,69,53,69,122
SANTA ANA,atencion odontologica,primera consulta,2013-10-01,87,83,87,83,170
SANTA CRUZ DE LA SIERRA,atencion odontologica,primera consulta,2013-10-01,4844,6579,4844,6579,11423
SANTA ROSA,atencion odontologica,primera consulta,2013-10-01,55,85,55,85,140
SANTA ROSA DEL SARA,atencion odontologica,primera consulta,2013-10-01,75,96,75,96,171
SANTIAGO DE CALLAPA,atencion odontologica,primera consulta,2013-10-01,8,8,8,8,16
SANTIAGO DE HUARI,atencion odontologica,primera consulta,2013-10-01,74,84,74,84,158
SANTIAGO DE HUATA,atencion odontologica,primera consulta,2013-10-01,38,50,38,50,88
SANTIAGO DE MACHACA,atencion odontologica,primera consulta,2013-10-01,13,9,13,9,22
SANTIVAÑES,atencion odontologica,primera consulta,2013-10-01,21,25,21,25,46
SANTUARIO DE QUILLACAS,atencion odontologica,primera consulta,2013-10-01,13,17,13,17,30
SAPAHAQUI,atencion odontologica,primera consulta,2013-10-01,28,21,28,21,49
SENA,atencion odontologica,primera consulta,2013-10-01,6,19,6,19,25
SICA SICA (VILLA AROMA),atencion odontologica,primera consulta,2013-10-01,104,151,104,151,255
SICAYA,atencion odontologica,primera consulta,2013-10-01,4,9,4,9,13
SIPE SIPE,atencion odontologica,primera consulta,2013-10-01,85,159,85,159,244
SOPACHUY,atencion odontologica,primera consulta,2013-10-01,19,29,19,29,48
SORACACHI,atencion odontologica,primera consulta,2013-10-01,30,40,30,40,70
SORATA,atencion odontologica,primera consulta,2013-10-01,10,2,10,2,12
SUCRE,atencion odontologica,primera consulta,2013-10-01,1466,2279,1466,2279,3745
TACACHI,atencion odontologica,primera consulta,2013-10-01,2,2,2,2,4
TACACOMA,atencion odontologica,primera consulta,2013-10-01,30,37,30,37,67
TACOBAMBA,atencion odontologica,primera consulta,2013-10-01,3,8,3,8,11
TACOPAYA,atencion odontologica,primera consulta,2013-10-01,22,46,22,46,68
TAPACARI,atencion odontologica,primera consulta,2013-10-01,62,84,62,84,146
TARABUCO,atencion odontologica,primera consulta,2013-10-01,187,222,187,222,409
TARACO,atencion odontologica,primera consulta,2013-10-01,20,23,20,23,43
TARATA,atencion odontologica,primera consulta,2013-10-01,23,30,23,30,53
TARIJA,atencion odontologica,primera consulta,2013-10-01,1788,2290,1788,2290,4078
TARVITA,atencion odontologica,primera consulta,2013-10-01,108,130,108,130,238
TEOPONTE,atencion odontologica,primera consulta,2013-10-01,24,29,24,29,53
TIAWANACU,atencion odontologica,primera consulta,2013-10-01,124,171,124,171,295
TINGUIPAYA,atencion odontologica,primera consulta,2013-10-01,253,301,253,301,554
TIPUANI,atencion odontologica,primera consulta,2013-10-01,25,40,25,40,65
TIQUIPAYA,atencion odontologica,primera consulta,2013-10-01,139,233,139,233,372
TIRAQUE (CBBA),atencion odontologica,primera consulta,2013-10-01,48,61,48,61,109
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,primera consulta,2013-10-01,6,7,6,7,13
TOCO,atencion odontologica,primera consulta,2013-10-01,12,21,12,21,33
TOLATA,atencion odontologica,primera consulta,2013-10-01,8,15,8,15,23
TOLEDO,atencion odontologica,primera consulta,2013-10-01,37,38,37,38,75
TOMAVE,atencion odontologica,primera consulta,2013-10-01,38,39,38,39,77
TOMINA,atencion odontologica,primera consulta,2013-10-01,40,69,40,69,109
TORO TORO,atencion odontologica,primera consulta,2013-10-01,26,54,26,54,80
TOTORA(CBBA),atencion odontologica,primera consulta,2013-10-01,41,57,41,57,98
TRIGAL,atencion odontologica,primera consulta,2013-10-01,7,7,7,7,14
TRINIDAD,atencion odontologica,primera consulta,2013-10-01,510,952,510,952,1462
TUPIZA,atencion odontologica,primera consulta,2013-10-01,177,242,177,242,419
TURCO,atencion odontologica,primera consulta,2013-10-01,16,24,16,24,40
UNCIA,atencion odontologica,primera consulta,2013-10-01,62,83,62,83,145
URIONDO (A. CONCEPCION),atencion odontologica,primera consulta,2013-10-01,133,225,133,225,358
URUBICHA,atencion odontologica,primera consulta,2013-10-01,14,39,14,39,53
UYUNI,atencion odontologica,primera consulta,2013-10-01,142,191,142,191,333
VACAS,atencion odontologica,primera consulta,2013-10-01,80,169,80,169,249
VALLEGRANDE,atencion odontologica,primera consulta,2013-10-01,216,245,216,245,461
VIACHA,atencion odontologica,primera consulta,2013-10-01,219,282,219,282,501
VILA VILA,atencion odontologica,primera consulta,2013-10-01,3,10,3,10,13
VILLA CHARCAS,atencion odontologica,primera consulta,2013-10-01,55,100,55,100,155
VILLA MONTES,atencion odontologica,primera consulta,2013-10-01,296,400,296,400,696
VILLA NUEVA (LOMA ALTA),atencion odontologica,primera consulta,2013-10-01,12,15,12,15,27
VILLA RIVERO,atencion odontologica,primera consulta,2013-10-01,16,26,16,26,42
VILLA SERRANO,atencion odontologica,primera consulta,2013-10-01,33,59,33,59,92
VILLA TUNARI,atencion odontologica,primera consulta,2013-10-01,188,294,188,294,482
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,primera consulta,2013-10-01,72,106,72,106,178
VILLAZON,atencion odontologica,primera consulta,2013-10-01,89,178,89,178,267
