,group,variable,month,RESTAURACIONES CANTIDAD,RESTAURACIONES CANTIDAD,TOTALES,TOTALES,TOTALES
VILLA SERRANO,atencion odontologica,restauraciones,2011-09-01,78,104,78,104,182
VILLA TUNARI,atencion odontologica,restauraciones,2011-09-01,209,335,209,335,544
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,restauraciones,2011-09-01,68,99,68,99,167
VILLAZON,atencion odontologica,restauraciones,2011-09-01,77,172,77,172,249
VINTO,atencion odontologica,restauraciones,2011-09-01,23,99,23,99,122
VITICHI,atencion odontologica,restauraciones,2011-09-01,26,60,26,60,86
WALDO BALLIVIAN,atencion odontologica,restauraciones,2011-09-01,7,13,7,13,20
WARNES,atencion odontologica,restauraciones,2011-09-01,100,182,100,182,282
YACO,atencion odontologica,restauraciones,2011-09-01,4,4,4,4,8
YACUIBA,atencion odontologica,restauraciones,2011-09-01,339,643,339,643,982
YAMPARAEZ,atencion odontologica,restauraciones,2011-09-01,16,39,16,39,55
YANACACHI,atencion odontologica,restauraciones,2011-09-01,18,30,18,30,48
YAPACANI,atencion odontologica,restauraciones,2011-09-01,78,260,78,260,338
YOCALLA,atencion odontologica,restauraciones,2011-09-01,6,8,6,8,14
YOTALA,atencion odontologica,restauraciones,2011-09-01,13,8,13,8,21
YUNCHARA,atencion odontologica,restauraciones,2011-09-01,17,51,17,51,68
ZUDAÑEZ,atencion odontologica,restauraciones,2011-09-01,8,19,8,19,27
ACACIO,atencion odontologica,restauraciones,2011-10-01,4,6,4,6,10
ACHACACHI,atencion odontologica,restauraciones,2011-10-01,23,59,23,59,82
ACHOCALLA,atencion odontologica,restauraciones,2011-10-01,20,24,20,24,44
AIQUILE,atencion odontologica,restauraciones,2011-10-01,28,84,28,84,112
ALALAY,atencion odontologica,restauraciones,2011-10-01,7,1,7,1,8
ALCALA,atencion odontologica,restauraciones,2011-10-01,45,99,45,99,144
ALTO BENI,atencion odontologica,restauraciones,2011-10-01,2,18,2,18,20
ANCORAIMES,atencion odontologica,restauraciones,2011-10-01,2,11,2,11,13
ANDAMARCA,atencion odontologica,restauraciones,2011-10-01,10,29,10,29,39
ANTEQUERA,atencion odontologica,restauraciones,2011-10-01,11,16,11,16,27
ANZALDO,atencion odontologica,restauraciones,2011-10-01,5,37,5,37,42
APOLO,atencion odontologica,restauraciones,2011-10-01,45,93,45,93,138
ARAMPAMPA,atencion odontologica,restauraciones,2011-10-01,8,21,8,21,29
ARANI,atencion odontologica,restauraciones,2011-10-01,57,68,57,68,125
ARBIETO,atencion odontologica,restauraciones,2011-10-01,8,39,8,39,47
ARQUE,atencion odontologica,restauraciones,2011-10-01,6,94,6,94,100
ASCENCION DE GUARAYOS,atencion odontologica,restauraciones,2011-10-01,17,35,17,35,52
ATOCHA,atencion odontologica,restauraciones,2011-10-01,177,185,177,185,362
AYATA,atencion odontologica,restauraciones,2011-10-01,13,24,13,24,37
AYO AYO,atencion odontologica,restauraciones,2011-10-01,6,8,6,8,14
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,restauraciones,2011-10-01,50,156,50,156,206
AZURDUY,atencion odontologica,restauraciones,2011-10-01,5,17,5,17,22
BATALLAS,atencion odontologica,restauraciones,2011-10-01,25,62,25,62,87
BAURES,atencion odontologica,restauraciones,2011-10-01,15,10,15,10,25
BELEN DE ANDAMARCA,atencion odontologica,restauraciones,2011-10-01,2,2,2,2,4
BELEN DE URMIRI,atencion odontologica,restauraciones,2011-10-01,1,4,1,4,5
BELLA FLOR,atencion odontologica,restauraciones,2011-10-01,9,8,9,8,17
BERMEJO,atencion odontologica,restauraciones,2011-10-01,171,278,171,278,449
BETANZOS,atencion odontologica,restauraciones,2011-10-01,23,63,23,63,86
BOLIVAR,atencion odontologica,restauraciones,2011-10-01,20,47,20,47,67
BOLPEBRA,atencion odontologica,restauraciones,2011-10-01,2,2,2,2,4
BOYUIBE,atencion odontologica,restauraciones,2011-10-01,3,7,3,7,10
BUENA VISTA,atencion odontologica,restauraciones,2011-10-01,9,11,9,11,20
CABEZAS,atencion odontologica,restauraciones,2011-10-01,31,45,31,45,76
CAIROMA,atencion odontologica,restauraciones,2011-10-01,2,23,2,23,25
CAJUATA,atencion odontologica,restauraciones,2011-10-01,3,2,3,2,5
CALACOTO,atencion odontologica,restauraciones,2011-10-01,43,42,43,42,85
CALAMARCA,atencion odontologica,restauraciones,2011-10-01,26,29,26,29,55
CAMARGO,atencion odontologica,restauraciones,2011-10-01,23,27,23,27,50
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,restauraciones,2011-10-01,14,22,14,22,36
CAMIRI,atencion odontologica,restauraciones,2011-10-01,113,351,113,351,464
CAPINOTA,atencion odontologica,restauraciones,2011-10-01,81,60,81,60,141
CAQUIAVIRI,atencion odontologica,restauraciones,2011-10-01,9,17,9,17,26
CARACOLLO,atencion odontologica,restauraciones,2011-10-01,34,46,34,46,80
CARANAVI,atencion odontologica,restauraciones,2011-10-01,94,198,94,198,292
CARAPARI,atencion odontologica,restauraciones,2011-10-01,66,136,66,136,202
CARIPUYO,atencion odontologica,restauraciones,2011-10-01,7,18,7,18,25
CARMEN RIVERO TORREZ,atencion odontologica,restauraciones,2011-10-01,12,19,12,19,31
CATACORA,atencion odontologica,restauraciones,2011-10-01,2,9,2,9,11
CHALLAPATA,atencion odontologica,restauraciones,2011-10-01,51,123,51,123,174
CHAQUI,atencion odontologica,restauraciones,2011-10-01,1,17,1,17,18
CHARAGUA,atencion odontologica,restauraciones,2011-10-01,38,46,38,46,84
CHARAÑA,atencion odontologica,restauraciones,2011-10-01,16,42,16,42,58
CHAYANTA,atencion odontologica,restauraciones,2011-10-01,16,33,16,33,49
CHIMORE,atencion odontologica,restauraciones,2011-10-01,14,70,14,70,84
CHIPAYA,atencion odontologica,restauraciones,2011-10-01,0,10,0,10,10
CHOQUE COTA,atencion odontologica,restauraciones,2011-10-01,8,13,8,13,21
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,restauraciones,2011-10-01,31,40,31,40,71
CHUMA,atencion odontologica,restauraciones,2011-10-01,16,31,16,31,47
CKOCHAS,atencion odontologica,restauraciones,2011-10-01,7,14,7,14,21
CLIZA,atencion odontologica,restauraciones,2011-10-01,40,145,40,145,185
COBIJA,atencion odontologica,restauraciones,2011-10-01,80,79,80,79,159
COCAPATA,atencion odontologica,restauraciones,2011-10-01,13,27,13,27,40
COCHABAMBA,atencion odontologica,restauraciones,2011-10-01,2756,4620,2756,4620,7376
COIPASA,atencion odontologica,restauraciones,2011-10-01,12,14,12,14,26
COLCAPIRHUA,atencion odontologica,restauraciones,2011-10-01,133,195,133,195,328
"COLCHA ""K""",atencion odontologica,restauraciones,2011-10-01,4,16,4,16,20
COLLANA,atencion odontologica,restauraciones,2011-10-01,1,8,1,8,9
COLOMI,atencion odontologica,restauraciones,2011-10-01,236,405,236,405,641
COLPA BELGICA,atencion odontologica,restauraciones,2011-10-01,17,52,17,52,69
COLQUECHACA,atencion odontologica,restauraciones,2011-10-01,42,61,42,61,103
COLQUIRI,atencion odontologica,restauraciones,2011-10-01,19,30,19,30,49
COMANCHE,atencion odontologica,restauraciones,2011-10-01,46,44,46,44,90
COMARAPA,atencion odontologica,restauraciones,2011-10-01,81,165,81,165,246
CONCEPCION,atencion odontologica,restauraciones,2011-10-01,14,46,14,46,60
COPACABANA,atencion odontologica,restauraciones,2011-10-01,34,45,34,45,79
CORIPATA,atencion odontologica,restauraciones,2011-10-01,42,63,42,63,105
CORO CORO,atencion odontologica,restauraciones,2011-10-01,9,18,9,18,27
COROICO,atencion odontologica,restauraciones,2011-10-01,89,101,89,101,190
CORQUE,atencion odontologica,restauraciones,2011-10-01,2,17,2,17,19
COTAGAITA,atencion odontologica,restauraciones,2011-10-01,44,75,44,75,119
COTOCA,atencion odontologica,restauraciones,2011-10-01,22,49,22,49,71
CUATRO CAÑADAS,atencion odontologica,restauraciones,2011-10-01,25,54,25,54,79
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,restauraciones,2011-10-01,2,16,2,16,18
CUEVO,atencion odontologica,restauraciones,2011-10-01,3,7,3,7,10
CULPINA,atencion odontologica,restauraciones,2011-10-01,1,37,1,37,38
CURAHUARA DE CARANGAS,atencion odontologica,restauraciones,2011-10-01,10,20,10,20,30
DESAGUADERO,atencion odontologica,restauraciones,2011-10-01,1,10,1,10,11
EL ALTO,atencion odontologica,restauraciones,2011-10-01,2838,4003,2838,4003,6841
EL CHORO,atencion odontologica,restauraciones,2011-10-01,18,20,18,20,38
EL PUENTE(STC),atencion odontologica,restauraciones,2011-10-01,0,5,0,5,5
EL PUENTE(TJA),atencion odontologica,restauraciones,2011-10-01,64,141,64,141,205
EL TORNO,atencion odontologica,restauraciones,2011-10-01,42,275,42,275,317
EL VILLAR,atencion odontologica,restauraciones,2011-10-01,33,25,33,25,58
ENTRE RIOS TRJ,atencion odontologica,restauraciones,2011-10-01,63,156,63,156,219
ENTRE RIOS CBBA,atencion odontologica,restauraciones,2011-10-01,38,74,38,74,112
EUCALIPTUS,atencion odontologica,restauraciones,2011-10-01,61,117,61,117,178
FERNANDEZ ALONSO,atencion odontologica,restauraciones,2011-10-01,44,52,44,52,96
FILADELFIA,atencion odontologica,restauraciones,2011-10-01,33,19,33,19,52
GENERAL SAAVEDRA,atencion odontologica,restauraciones,2011-10-01,4,43,4,43,47
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,restauraciones,2011-10-01,13,39,13,39,52
GUANAY,atencion odontologica,restauraciones,2011-10-01,18,35,18,35,53
GUAQUI,atencion odontologica,restauraciones,2011-10-01,19,36,19,36,55
GUAYARAMERIN,atencion odontologica,restauraciones,2011-10-01,124,295,124,295,419
GUTIERREZ,atencion odontologica,restauraciones,2011-10-01,14,21,14,21,35
HUACARETA,atencion odontologica,restauraciones,2011-10-01,43,35,43,35,78
HUACAYA (VILLA DE HUACAYA),atencion odontologica,restauraciones,2011-10-01,10,9,10,9,19
HUACHACALLA,atencion odontologica,restauraciones,2011-10-01,4,15,4,15,19
HUANUNI,atencion odontologica,restauraciones,2011-10-01,84,93,84,93,177
HUARACAJE,atencion odontologica,restauraciones,2011-10-01,20,25,20,25,45
HUARINA,atencion odontologica,restauraciones,2011-10-01,4,5,4,5,9
HUAYLLAMARCA,atencion odontologica,restauraciones,2011-10-01,15,30,15,30,45
HUMANATA,atencion odontologica,restauraciones,2011-10-01,3,5,3,5,8
ICLA,atencion odontologica,restauraciones,2011-10-01,26,60,26,60,86
INCAHUASI,atencion odontologica,restauraciones,2011-10-01,11,24,11,24,35
INGAVI (HUMAITA),atencion odontologica,restauraciones,2011-10-01,7,2,7,2,9
INQUISIVI,atencion odontologica,restauraciones,2011-10-01,11,7,11,7,18
IRUPANA (VILLA DE LANZA),atencion odontologica,restauraciones,2011-10-01,41,90,41,90,131
IXIAMAS,atencion odontologica,restauraciones,2011-10-01,25,14,25,14,39
JESUS DE MACHACA,atencion odontologica,restauraciones,2011-10-01,18,46,18,46,64
LA ASUNTA,atencion odontologica,restauraciones,2011-10-01,22,37,22,37,59
LA GUARDIA,atencion odontologica,restauraciones,2011-10-01,36,73,36,73,109
LA PAZ,atencion odontologica,restauraciones,2011-10-01,5097,7067,5097,7067,12164
LA RIVERA,atencion odontologica,restauraciones,2011-10-01,0,6,0,6,6
LAGUNILLAS,atencion odontologica,restauraciones,2011-10-01,3,11,3,11,14
LAJA,atencion odontologica,restauraciones,2011-10-01,33,54,33,54,87
LAS CARRERAS,atencion odontologica,restauraciones,2011-10-01,18,4,18,4,22
LLALLAGUA,atencion odontologica,restauraciones,2011-10-01,89,170,89,170,259
LLICA,atencion odontologica,restauraciones,2011-10-01,12,15,12,15,27
LURIBAY,atencion odontologica,restauraciones,2011-10-01,5,21,5,21,26
MACHACAMARCA,atencion odontologica,restauraciones,2011-10-01,16,17,16,17,33
MACHARETI,atencion odontologica,restauraciones,2011-10-01,42,91,42,91,133
MAGDALENA,atencion odontologica,restauraciones,2011-10-01,43,43,43,43,86
MAIRANA,atencion odontologica,restauraciones,2011-10-01,14,92,14,92,106
MALLA,atencion odontologica,restauraciones,2011-10-01,0,14,0,14,14
MAPIRI,atencion odontologica,restauraciones,2011-10-01,33,54,33,54,87
MECAPACA,atencion odontologica,restauraciones,2011-10-01,13,23,13,23,36
MINEROS,atencion odontologica,restauraciones,2011-10-01,30,69,30,69,99
MIZQUE,atencion odontologica,restauraciones,2011-10-01,22,65,22,65,87
MOCOMOCO,atencion odontologica,restauraciones,2011-10-01,10,18,10,18,28
MOJOCOYA,atencion odontologica,restauraciones,2011-10-01,19,47,19,47,66
MONTEAGUDO,atencion odontologica,restauraciones,2011-10-01,123,252,123,252,375
MONTERO,atencion odontologica,restauraciones,2011-10-01,194,276,194,276,470
MORO MORO,atencion odontologica,restauraciones,2011-10-01,2,14,2,14,16
MOROCHATA,atencion odontologica,restauraciones,2011-10-01,26,37,26,37,63
OCURI,atencion odontologica,restauraciones,2011-10-01,7,14,7,14,21
OKINAWA,atencion odontologica,restauraciones,2011-10-01,9,25,9,25,34
OMEREQUE,atencion odontologica,restauraciones,2011-10-01,8,22,8,22,30
ORURO,atencion odontologica,restauraciones,2011-10-01,873,1509,873,1509,2382
PADCAYA,atencion odontologica,restauraciones,2011-10-01,75,140,75,140,215
PADILLA,atencion odontologica,restauraciones,2011-10-01,13,41,13,41,54
PAILON,atencion odontologica,restauraciones,2011-10-01,99,364,99,364,463
PALCA,atencion odontologica,restauraciones,2011-10-01,38,55,38,55,93
PALOS BLANCOS,atencion odontologica,restauraciones,2011-10-01,16,71,16,71,87
PAMPA AULLAGAS,atencion odontologica,restauraciones,2011-10-01,9,11,9,11,20
PAMPA GRANDE,atencion odontologica,restauraciones,2011-10-01,1,17,1,17,18
PAPEL PAMPA,atencion odontologica,restauraciones,2011-10-01,21,42,21,42,63
PASORAPA,atencion odontologica,restauraciones,2011-10-01,10,12,10,12,22
PATACAMAYA,atencion odontologica,restauraciones,2011-10-01,22,91,22,91,113
PAZÑA,atencion odontologica,restauraciones,2011-10-01,14,49,14,49,63
PELECHUCO,atencion odontologica,restauraciones,2011-10-01,24,19,24,19,43
POCOATA,atencion odontologica,restauraciones,2011-10-01,19,60,19,60,79
POCONA,atencion odontologica,restauraciones,2011-10-01,273,368,273,368,641
POJO (CBBA),atencion odontologica,restauraciones,2011-10-01,37,123,37,123,160
POOPO,atencion odontologica,restauraciones,2011-10-01,46,40,46,40,86
PORCO,atencion odontologica,restauraciones,2011-10-01,6,10,6,10,16
POROMA,atencion odontologica,restauraciones,2011-10-01,17,56,17,56,73
PORONGO,atencion odontologica,restauraciones,2011-10-01,42,55,42,55,97
PORTACHUELO,atencion odontologica,restauraciones,2011-10-01,53,132,53,132,185
PORVENIR,atencion odontologica,restauraciones,2011-10-01,18,44,18,44,62
POSTRER VALLE,atencion odontologica,restauraciones,2011-10-01,3,6,3,6,9
POTOSI,atencion odontologica,restauraciones,2011-10-01,538,989,538,989,1527
PRESTO,atencion odontologica,restauraciones,2011-10-01,5,11,5,11,16
PUCARA,atencion odontologica,restauraciones,2011-10-01,0,5,0,5,5
PUCARANI,atencion odontologica,restauraciones,2011-10-01,10,47,10,47,57
PUERTO ACOSTA,atencion odontologica,restauraciones,2011-10-01,8,12,8,12,20
PUERTO CARABUCO,atencion odontologica,restauraciones,2011-10-01,25,12,25,12,37
PUERTO QUIJARRO,atencion odontologica,restauraciones,2011-10-01,50,32,50,32,82
PUERTO RICO,atencion odontologica,restauraciones,2011-10-01,47,44,47,44,91
PUERTO SUAREZ,atencion odontologica,restauraciones,2011-10-01,53,81,53,81,134
PUERTO VILLARROEL,atencion odontologica,restauraciones,2011-10-01,137,162,137,162,299
PUNA,atencion odontologica,restauraciones,2011-10-01,28,48,28,48,76
PUNATA,atencion odontologica,restauraciones,2011-10-01,60,151,60,151,211
QUIABAYA,atencion odontologica,restauraciones,2011-10-01,11,25,11,25,36
QUILLACOLLO,atencion odontologica,restauraciones,2011-10-01,538,750,538,750,1288
QUIME,atencion odontologica,restauraciones,2011-10-01,71,88,71,88,159
QUIRUSILLAS,atencion odontologica,restauraciones,2011-10-01,6,7,6,7,13
RAVELO,atencion odontologica,restauraciones,2011-10-01,4,24,4,24,28
REYES,atencion odontologica,restauraciones,2011-10-01,148,25,148,25,173
RIBERALTA,atencion odontologica,restauraciones,2011-10-01,46,228,46,228,274
RURRENABAQUE,atencion odontologica,restauraciones,2011-10-01,8,12,8,12,20
SABAYA,atencion odontologica,restauraciones,2011-10-01,8,24,8,24,32
SACABA,atencion odontologica,restauraciones,2011-10-01,630,1007,630,1007,1637
SACABAMBA,atencion odontologica,restauraciones,2011-10-01,11,11,11,11,22
SACACA,atencion odontologica,restauraciones,2011-10-01,8,39,8,39,47
SAIPINA,atencion odontologica,restauraciones,2011-10-01,22,34,22,34,56
SALINAS DE GARCI MENDOZA,atencion odontologica,restauraciones,2011-10-01,84,108,84,108,192
SAMAIPATA,atencion odontologica,restauraciones,2011-10-01,16,55,16,55,71
SAN ANDRES,atencion odontologica,restauraciones,2011-10-01,3,7,3,7,10
SAN ANDRES DE MACHACA,atencion odontologica,restauraciones,2011-10-01,52,90,52,90,142
SAN ANTONIO DE LOMERIO,atencion odontologica,restauraciones,2011-10-01,6,16,6,16,22
SAN BENITO,atencion odontologica,restauraciones,2011-10-01,42,40,42,40,82
SAN BORJA,atencion odontologica,restauraciones,2011-10-01,171,183,171,183,354
SAN BUENA VENTURA,atencion odontologica,restauraciones,2011-10-01,27,50,27,50,77
SAN CARLOS,atencion odontologica,restauraciones,2011-10-01,39,88,39,88,127
SAN IGNACIO,atencion odontologica,restauraciones,2011-10-01,98,145,98,145,243
SAN IGNACIO DE VELASCO,atencion odontologica,restauraciones,2011-10-01,120,156,120,156,276
SAN JAVIER(BNI),atencion odontologica,restauraciones,2011-10-01,9,14,9,14,23
SAN JAVIER(STC),atencion odontologica,restauraciones,2011-10-01,5,7,5,7,12
SAN JOSE DE CHIQUITOS,atencion odontologica,restauraciones,2011-10-01,62,82,62,82,144
SAN JUAN DE YAPACANI,atencion odontologica,restauraciones,2011-10-01,11,33,11,33,44
SAN JULIAN,atencion odontologica,restauraciones,2011-10-01,15,23,15,23,38
SAN LORENZO(PND),atencion odontologica,restauraciones,2011-10-01,9,6,9,6,15
SAN LORENZO(TJA),atencion odontologica,restauraciones,2011-10-01,52,112,52,112,164
SAN LUCAS,atencion odontologica,restauraciones,2011-10-01,34,77,34,77,111
SAN MATIAS,atencion odontologica,restauraciones,2011-10-01,1,3,1,3,4
SAN MIGUEL DE VELASCO,atencion odontologica,restauraciones,2011-10-01,2,37,2,37,39
SAN PEDRO,atencion odontologica,restauraciones,2011-10-01,44,110,44,110,154
SAN PEDRO DE BUENA VISTA,atencion odontologica,restauraciones,2011-10-01,16,45,16,45,61
SAN PEDRO DE CURAHUARA,atencion odontologica,restauraciones,2011-10-01,12,19,12,19,31
SAN PEDRO DE TIQUINA,atencion odontologica,restauraciones,2011-10-01,11,13,11,13,24
SAN RAFAEL,atencion odontologica,restauraciones,2011-10-01,8,28,8,28,36
SAN RAMON BENI,atencion odontologica,restauraciones,2011-10-01,11,90,11,90,101
SAN RAMON SCZ,atencion odontologica,restauraciones,2011-10-01,29,42,29,42,71
SANTA ANA,atencion odontologica,restauraciones,2011-10-01,113,244,113,244,357
SANTA CRUZ DE LA SIERRA,atencion odontologica,restauraciones,2011-10-01,2142,3588,2142,3588,5730
SANTA ROSA,atencion odontologica,restauraciones,2011-10-01,16,23,16,23,39
SANTA ROSA DEL SARA,atencion odontologica,restauraciones,2011-10-01,23,74,23,74,97
SANTIAGO DE HUARI,atencion odontologica,restauraciones,2011-10-01,56,124,56,124,180
SANTIAGO DE HUATA,atencion odontologica,restauraciones,2011-10-01,0,4,0,4,4
SANTIAGO DE MACHACA,atencion odontologica,restauraciones,2011-10-01,84,134,84,134,218
SANTIVAÑES,atencion odontologica,restauraciones,2011-10-01,6,28,6,28,34
SANTUARIO DE QUILLACAS,atencion odontologica,restauraciones,2011-10-01,8,14,8,14,22
SAPAHAQUI,atencion odontologica,restauraciones,2011-10-01,3,5,3,5,8
SENA,atencion odontologica,restauraciones,2011-10-01,2,3,2,3,5
SHINAOTA,atencion odontologica,restauraciones,2011-10-01,60,150,60,150,210
SICA SICA (VILLA AROMA),atencion odontologica,restauraciones,2011-10-01,11,36,11,36,47
SICAYA,atencion odontologica,restauraciones,2011-10-01,0,11,0,11,11
SIPE SIPE,atencion odontologica,restauraciones,2011-10-01,128,197,128,197,325
SOPACHUY,atencion odontologica,restauraciones,2011-10-01,4,25,4,25,29
SORACACHI,atencion odontologica,restauraciones,2011-10-01,26,23,26,23,49
SORATA,atencion odontologica,restauraciones,2011-10-01,55,71,55,71,126
SUCRE,atencion odontologica,restauraciones,2011-10-01,1957,2999,1957,2999,4956
TACACOMA,atencion odontologica,restauraciones,2011-10-01,29,26,29,26,55
TACOPAYA,atencion odontologica,restauraciones,2011-10-01,3,6,3,6,9
TAHUA,atencion odontologica,restauraciones,2011-10-01,2,2,2,2,4
TAPACARI,atencion odontologica,restauraciones,2011-10-01,41,107,41,107,148
TARABUCO,atencion odontologica,restauraciones,2011-10-01,21,41,21,41,62
TARACO,atencion odontologica,restauraciones,2011-10-01,19,39,19,39,58
TARATA,atencion odontologica,restauraciones,2011-10-01,31,51,31,51,82
TARIJA,atencion odontologica,restauraciones,2011-10-01,1582,3140,1582,3140,4722
TARVITA,atencion odontologica,restauraciones,2011-10-01,34,89,34,89,123
TEOPONTE,atencion odontologica,restauraciones,2011-10-01,5,3,5,3,8
TIAWANACU,atencion odontologica,restauraciones,2011-10-01,20,35,20,35,55
TINGUIPAYA,atencion odontologica,restauraciones,2011-10-01,1,11,1,11,12
TIPUANI,atencion odontologica,restauraciones,2011-10-01,20,41,20,41,61
TIQUIPAYA,atencion odontologica,restauraciones,2011-10-01,397,716,397,716,1113
TIRAQUE (CBBA),atencion odontologica,restauraciones,2011-10-01,23,36,23,36,59
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,restauraciones,2011-10-01,13,8,13,8,21
TOCO,atencion odontologica,restauraciones,2011-10-01,16,41,16,41,57
TOLATA,atencion odontologica,restauraciones,2011-10-01,10,21,10,21,31
TOLEDO,atencion odontologica,restauraciones,2011-10-01,17,40,17,40,57
TOMAVE,atencion odontologica,restauraciones,2011-10-01,21,23,21,23,44
TOMINA,atencion odontologica,restauraciones,2011-10-01,42,100,42,100,142
TORO TORO,atencion odontologica,restauraciones,2011-10-01,6,43,6,43,49
TOTORA(CBBA),atencion odontologica,restauraciones,2011-10-01,33,64,33,64,97
TOTORA(ORR),atencion odontologica,restauraciones,2011-10-01,0,5,0,5,5
TRIGAL,atencion odontologica,restauraciones,2011-10-01,11,18,11,18,29
TRINIDAD,atencion odontologica,restauraciones,2011-10-01,112,250,112,250,362
TUPIZA,atencion odontologica,restauraciones,2011-10-01,105,124,105,124,229
TURCO,atencion odontologica,restauraciones,2011-10-01,8,31,8,31,39
UMALA,atencion odontologica,restauraciones,2011-10-01,0,3,0,3,3
UNCIA,atencion odontologica,restauraciones,2011-10-01,48,36,48,36,84
URIONDO (A. CONCEPCION),atencion odontologica,restauraciones,2011-10-01,138,263,138,263,401
URUBICHA,atencion odontologica,restauraciones,2011-10-01,0,3,0,3,3
UYUNI,atencion odontologica,restauraciones,2011-10-01,58,66,58,66,124
VACAS,atencion odontologica,restauraciones,2011-10-01,33,77,33,77,110
VALLEGRANDE,atencion odontologica,restauraciones,2011-10-01,67,165,67,165,232
VIACHA,atencion odontologica,restauraciones,2011-10-01,111,165,111,165,276
VILA VILA,atencion odontologica,restauraciones,2011-10-01,5,2,5,2,7
VILLA CHARCAS,atencion odontologica,restauraciones,2011-10-01,7,9,7,9,16
VILLA MONTES,atencion odontologica,restauraciones,2011-10-01,189,464,189,464,653
VILLA NUEVA (LOMA ALTA),atencion odontologica,restauraciones,2011-10-01,16,3,16,3,19
VILLA RIVERO,atencion odontologica,restauraciones,2011-10-01,13,15,13,15,28
VILLA SERRANO,atencion odontologica,restauraciones,2011-10-01,168,180,168,180,348
VILLA TUNARI,atencion odontologica,restauraciones,2011-10-01,195,460,195,460,655
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,restauraciones,2011-10-01,50,172,50,172,222
VILLAZON,atencion odontologica,restauraciones,2011-10-01,60,133,60,133,193
VINTO,atencion odontologica,restauraciones,2011-10-01,69,177,69,177,246
VITICHI,atencion odontologica,restauraciones,2011-10-01,57,82,57,82,139
WALDO BALLIVIAN,atencion odontologica,restauraciones,2011-10-01,0,18,0,18,18
WARNES,atencion odontologica,restauraciones,2011-10-01,40,84,40,84,124
YACO,atencion odontologica,restauraciones,2011-10-01,7,29,7,29,36
YACUIBA,atencion odontologica,restauraciones,2011-10-01,365,663,365,663,1028
YAMPARAEZ,atencion odontologica,restauraciones,2011-10-01,22,29,22,29,51
YANACACHI,atencion odontologica,restauraciones,2011-10-01,12,26,12,26,38
YAPACANI,atencion odontologica,restauraciones,2011-10-01,91,197,91,197,288
YOCALLA,atencion odontologica,restauraciones,2011-10-01,6,16,6,16,22
YOTALA,atencion odontologica,restauraciones,2011-10-01,28,51,28,51,79
YUNCHARA,atencion odontologica,restauraciones,2011-10-01,11,41,11,41,52
ZUDAÑEZ,atencion odontologica,restauraciones,2011-10-01,10,11,10,11,21
ACACIO,atencion odontologica,restauraciones,2011-11-01,4,3,4,3,7
ACHACACHI,atencion odontologica,restauraciones,2011-11-01,41,93,41,93,134
ACHOCALLA,atencion odontologica,restauraciones,2011-11-01,52,37,52,37,89
AIQUILE,atencion odontologica,restauraciones,2011-11-01,28,77,28,77,105
ALALAY,atencion odontologica,restauraciones,2011-11-01,0,9,0,9,9
ALCALA,atencion odontologica,restauraciones,2011-11-01,34,49,34,49,83
ALTO BENI,atencion odontologica,restauraciones,2011-11-01,12,8,12,8,20
ANCORAIMES,atencion odontologica,restauraciones,2011-11-01,5,16,5,16,21
ANDAMARCA,atencion odontologica,restauraciones,2011-11-01,27,19,27,19,46
ANTEQUERA,atencion odontologica,restauraciones,2011-11-01,18,11,18,11,29
ANZALDO,atencion odontologica,restauraciones,2011-11-01,12,29,12,29,41
APOLO,atencion odontologica,restauraciones,2011-11-01,42,73,42,73,115
ARAMPAMPA,atencion odontologica,restauraciones,2011-11-01,4,27,4,27,31
ARANI,atencion odontologica,restauraciones,2011-11-01,45,14,45,14,59
ARBIETO,atencion odontologica,restauraciones,2011-11-01,22,22,22,22,44
ARQUE,atencion odontologica,restauraciones,2011-11-01,4,51,4,51,55
ASCENCION DE GUARAYOS,atencion odontologica,restauraciones,2011-11-01,16,42,16,42,58
ATOCHA,atencion odontologica,restauraciones,2011-11-01,104,158,104,158,262
AYATA,atencion odontologica,restauraciones,2011-11-01,6,27,6,27,33
AYO AYO,atencion odontologica,restauraciones,2011-11-01,20,35,20,35,55
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,restauraciones,2011-11-01,74,136,74,136,210
AZURDUY,atencion odontologica,restauraciones,2011-11-01,1,16,1,16,17
BATALLAS,atencion odontologica,restauraciones,2011-11-01,19,33,19,33,52
BAURES,atencion odontologica,restauraciones,2011-11-01,21,36,21,36,57
BELEN DE ANDAMARCA,atencion odontologica,restauraciones,2011-11-01,0,8,0,8,8
BELEN DE URMIRI,atencion odontologica,restauraciones,2011-11-01,2,3,2,3,5
BELLA FLOR,atencion odontologica,restauraciones,2011-11-01,9,11,9,11,20
BERMEJO,atencion odontologica,restauraciones,2011-11-01,89,269,89,269,358
BETANZOS,atencion odontologica,restauraciones,2011-11-01,15,48,15,48,63
