,group,variable,month,OTRAS ACCIONES CANTIDAD,OTRAS ACCIONES CANTIDAD,TOTALES,TOTALES,TOTALES
TRINIDAD,atencion odontologica,otras acciones,2011-09-01,23,39,23,39,62
TUPIZA,atencion odontologica,otras acciones,2011-09-01,98,186,98,186,284
TURCO,atencion odontologica,otras acciones,2011-09-01,15,19,15,19,34
UNCIA,atencion odontologica,otras acciones,2011-09-01,1,1,1,1,2
URIONDO (A. CONCEPCION),atencion odontologica,otras acciones,2011-09-01,86,123,86,123,209
URUBICHA,atencion odontologica,otras acciones,2011-09-01,2,7,2,7,9
UYUNI,atencion odontologica,otras acciones,2011-09-01,14,22,14,22,36
VACAS,atencion odontologica,otras acciones,2011-09-01,12,21,12,21,33
VALLEGRANDE,atencion odontologica,otras acciones,2011-09-01,16,33,16,33,49
VIACHA,atencion odontologica,otras acciones,2011-09-01,96,129,96,129,225
VILA VILA,atencion odontologica,otras acciones,2011-09-01,9,16,9,16,25
VILLA CHARCAS,atencion odontologica,otras acciones,2011-09-01,7,15,7,15,22
VILLA MONTES,atencion odontologica,otras acciones,2011-09-01,70,156,70,156,226
VILLA RIVERO,atencion odontologica,otras acciones,2011-09-01,21,24,21,24,45
VILLA SERRANO,atencion odontologica,otras acciones,2011-09-01,14,18,14,18,32
VILLA TUNARI,atencion odontologica,otras acciones,2011-09-01,28,30,28,30,58
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,otras acciones,2011-09-01,11,15,11,15,26
VILLAZON,atencion odontologica,otras acciones,2011-09-01,57,109,57,109,166
VINTO,atencion odontologica,otras acciones,2011-09-01,8,24,8,24,32
VITICHI,atencion odontologica,otras acciones,2011-09-01,60,154,60,154,214
WARNES,atencion odontologica,otras acciones,2011-09-01,18,26,18,26,44
YACO,atencion odontologica,otras acciones,2011-09-01,3,6,3,6,9
YACUIBA,atencion odontologica,otras acciones,2011-09-01,28,33,28,33,61
YAMPARAEZ,atencion odontologica,otras acciones,2011-09-01,35,61,35,61,96
YANACACHI,atencion odontologica,otras acciones,2011-09-01,9,23,9,23,32
YAPACANI,atencion odontologica,otras acciones,2011-09-01,3,12,3,12,15
YOCALLA,atencion odontologica,otras acciones,2011-09-01,26,33,26,33,59
YOTALA,atencion odontologica,otras acciones,2011-09-01,14,39,14,39,53
YUNCHARA,atencion odontologica,otras acciones,2011-09-01,11,24,11,24,35
ZUDAÑEZ,atencion odontologica,otras acciones,2011-09-01,7,18,7,18,25
ACHACACHI,atencion odontologica,otras acciones,2011-10-01,33,53,33,53,86
AIQUILE,atencion odontologica,otras acciones,2011-10-01,7,4,7,4,11
ALALAY,atencion odontologica,otras acciones,2011-10-01,1,5,1,5,6
ALCALA,atencion odontologica,otras acciones,2011-10-01,20,38,20,38,58
ALTO BENI,atencion odontologica,otras acciones,2011-10-01,2,3,2,3,5
ANCORAIMES,atencion odontologica,otras acciones,2011-10-01,6,15,6,15,21
ANDAMARCA,atencion odontologica,otras acciones,2011-10-01,3,34,3,34,37
ANTEQUERA,atencion odontologica,otras acciones,2011-10-01,17,23,17,23,40
ANZALDO,atencion odontologica,otras acciones,2011-10-01,1,1,1,1,2
APOLO,atencion odontologica,otras acciones,2011-10-01,4,18,4,18,22
ARAMPAMPA,atencion odontologica,otras acciones,2011-10-01,7,9,7,9,16
ARANI,atencion odontologica,otras acciones,2011-10-01,54,115,54,115,169
ARBIETO,atencion odontologica,otras acciones,2011-10-01,2,2,2,2,4
ARQUE,atencion odontologica,otras acciones,2011-10-01,6,10,6,10,16
ASCENCION DE GUARAYOS,atencion odontologica,otras acciones,2011-10-01,1,1,1,1,2
ATOCHA,atencion odontologica,otras acciones,2011-10-01,146,163,146,163,309
AYATA,atencion odontologica,otras acciones,2011-10-01,9,5,9,5,14
AYO AYO,atencion odontologica,otras acciones,2011-10-01,2,0,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,otras acciones,2011-10-01,29,36,29,36,65
BAURES,atencion odontologica,otras acciones,2011-10-01,4,7,4,7,11
BELEN DE URMIRI,atencion odontologica,otras acciones,2011-10-01,7,5,7,5,12
BELLA FLOR,atencion odontologica,otras acciones,2011-10-01,0,3,0,3,3
BERMEJO,atencion odontologica,otras acciones,2011-10-01,95,143,95,143,238
BETANZOS,atencion odontologica,otras acciones,2011-10-01,12,37,12,37,49
BOLIVAR,atencion odontologica,otras acciones,2011-10-01,9,19,9,19,28
BUENA VISTA,atencion odontologica,otras acciones,2011-10-01,1,0,1,0,1
CABEZAS,atencion odontologica,otras acciones,2011-10-01,24,24,24,24,48
CAIROMA,atencion odontologica,otras acciones,2011-10-01,4,7,4,7,11
CALACOTO,atencion odontologica,otras acciones,2011-10-01,10,6,10,6,16
CALAMARCA,atencion odontologica,otras acciones,2011-10-01,30,24,30,24,54
CAMARGO,atencion odontologica,otras acciones,2011-10-01,67,161,67,161,228
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,otras acciones,2011-10-01,32,73,32,73,105
CAMIRI,atencion odontologica,otras acciones,2011-10-01,38,135,38,135,173
CAPINOTA,atencion odontologica,otras acciones,2011-10-01,43,77,43,77,120
CAQUIAVIRI,atencion odontologica,otras acciones,2011-10-01,5,1,5,1,6
CARACOLLO,atencion odontologica,otras acciones,2011-10-01,66,82,66,82,148
CARANAVI,atencion odontologica,otras acciones,2011-10-01,48,95,48,95,143
CARAPARI,atencion odontologica,otras acciones,2011-10-01,17,27,17,27,44
CARIPUYO,atencion odontologica,otras acciones,2011-10-01,10,4,10,4,14
CARMEN RIVERO TORREZ,atencion odontologica,otras acciones,2011-10-01,6,6,6,6,12
CATACORA,atencion odontologica,otras acciones,2011-10-01,2,4,2,4,6
CHALLAPATA,atencion odontologica,otras acciones,2011-10-01,19,30,19,30,49
CHAQUI,atencion odontologica,otras acciones,2011-10-01,4,14,4,14,18
CHARAGUA,atencion odontologica,otras acciones,2011-10-01,2,9,2,9,11
CHARAÑA,atencion odontologica,otras acciones,2011-10-01,4,6,4,6,10
CHAYANTA,atencion odontologica,otras acciones,2011-10-01,31,73,31,73,104
CHIMORE,atencion odontologica,otras acciones,2011-10-01,29,28,29,28,57
CHIPAYA,atencion odontologica,otras acciones,2011-10-01,18,30,18,30,48
CHOQUE COTA,atencion odontologica,otras acciones,2011-10-01,8,11,8,11,19
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,otras acciones,2011-10-01,21,39,21,39,60
CHUMA,atencion odontologica,otras acciones,2011-10-01,13,23,13,23,36
CKOCHAS,atencion odontologica,otras acciones,2011-10-01,25,45,25,45,70
CLIZA,atencion odontologica,otras acciones,2011-10-01,25,52,25,52,77
COBIJA,atencion odontologica,otras acciones,2011-10-01,5,35,5,35,40
COCAPATA,atencion odontologica,otras acciones,2011-10-01,14,11,14,11,25
COCHABAMBA,atencion odontologica,otras acciones,2011-10-01,1947,2517,1947,2517,4464
COIPASA,atencion odontologica,otras acciones,2011-10-01,2,5,2,5,7
COLCAPIRHUA,atencion odontologica,otras acciones,2011-10-01,85,109,85,109,194
"COLCHA ""K""",atencion odontologica,otras acciones,2011-10-01,22,42,22,42,64
COLOMI,atencion odontologica,otras acciones,2011-10-01,6,13,6,13,19
COLQUECHACA,atencion odontologica,otras acciones,2011-10-01,44,77,44,77,121
COMANCHE,atencion odontologica,otras acciones,2011-10-01,23,32,23,32,55
COMARAPA,atencion odontologica,otras acciones,2011-10-01,60,156,60,156,216
COPACABANA,atencion odontologica,otras acciones,2011-10-01,46,73,46,73,119
CORIPATA,atencion odontologica,otras acciones,2011-10-01,7,2,7,2,9
CORO CORO,atencion odontologica,otras acciones,2011-10-01,12,13,12,13,25
COROICO,atencion odontologica,otras acciones,2011-10-01,24,25,24,25,49
CORQUE,atencion odontologica,otras acciones,2011-10-01,11,17,11,17,28
COTAGAITA,atencion odontologica,otras acciones,2011-10-01,27,37,27,37,64
COTOCA,atencion odontologica,otras acciones,2011-10-01,1,2,1,2,3
CUATRO CAÑADAS,atencion odontologica,otras acciones,2011-10-01,30,56,30,56,86
CUEVO,atencion odontologica,otras acciones,2011-10-01,7,11,7,11,18
CULPINA,atencion odontologica,otras acciones,2011-10-01,30,66,30,66,96
CURAHUARA DE CARANGAS,atencion odontologica,otras acciones,2011-10-01,14,30,14,30,44
CURVA,atencion odontologica,otras acciones,2011-10-01,9,9,9,9,18
DESAGUADERO,atencion odontologica,otras acciones,2011-10-01,8,5,8,5,13
EL ALTO,atencion odontologica,otras acciones,2011-10-01,1771,2430,1771,2430,4201
EL CHORO,atencion odontologica,otras acciones,2011-10-01,5,1,5,1,6
EL PUENTE(STC),atencion odontologica,otras acciones,2011-10-01,12,34,12,34,46
EL PUENTE(TJA),atencion odontologica,otras acciones,2011-10-01,17,38,17,38,55
EL TORNO,atencion odontologica,otras acciones,2011-10-01,10,8,10,8,18
EL VILLAR,atencion odontologica,otras acciones,2011-10-01,3,3,3,3,6
ENTRE RIOS TRJ,atencion odontologica,otras acciones,2011-10-01,44,84,44,84,128
ENTRE RIOS CBBA,atencion odontologica,otras acciones,2011-10-01,65,20,65,20,85
EUCALIPTUS,atencion odontologica,otras acciones,2011-10-01,4,32,4,32,36
FERNANDEZ ALONSO,atencion odontologica,otras acciones,2011-10-01,5,0,5,0,5
FILADELFIA,atencion odontologica,otras acciones,2011-10-01,6,7,6,7,13
GENERAL SAAVEDRA,atencion odontologica,otras acciones,2011-10-01,5,3,5,3,8
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,otras acciones,2011-10-01,12,16,12,16,28
GUANAY,atencion odontologica,otras acciones,2011-10-01,1,1,1,1,2
GUAQUI,atencion odontologica,otras acciones,2011-10-01,16,12,16,12,28
GUAYARAMERIN,atencion odontologica,otras acciones,2011-10-01,89,134,89,134,223
GUTIERREZ,atencion odontologica,otras acciones,2011-10-01,38,167,38,167,205
HUACARETA,atencion odontologica,otras acciones,2011-10-01,33,19,33,19,52
HUACAYA (VILLA DE HUACAYA),atencion odontologica,otras acciones,2011-10-01,7,15,7,15,22
HUACHACALLA,atencion odontologica,otras acciones,2011-10-01,8,11,8,11,19
HUANUNI,atencion odontologica,otras acciones,2011-10-01,91,93,91,93,184
HUARACAJE,atencion odontologica,otras acciones,2011-10-01,2,0,2,0,2
HUAYLLAMARCA,atencion odontologica,otras acciones,2011-10-01,37,62,37,62,99
HUMANATA,atencion odontologica,otras acciones,2011-10-01,7,11,7,11,18
ICLA,atencion odontologica,otras acciones,2011-10-01,1,2,1,2,3
INCAHUASI,atencion odontologica,otras acciones,2011-10-01,19,24,19,24,43
INQUISIVI,atencion odontologica,otras acciones,2011-10-01,1,2,1,2,3
IRUPANA (VILLA DE LANZA),atencion odontologica,otras acciones,2011-10-01,26,47,26,47,73
IXIAMAS,atencion odontologica,otras acciones,2011-10-01,12,23,12,23,35
JESUS DE MACHACA,atencion odontologica,otras acciones,2011-10-01,18,29,18,29,47
LA ASUNTA,atencion odontologica,otras acciones,2011-10-01,4,12,4,12,16
LA GUARDIA,atencion odontologica,otras acciones,2011-10-01,18,33,18,33,51
LA PAZ,atencion odontologica,otras acciones,2011-10-01,3354,4375,3354,4375,7729
LLALLAGUA,atencion odontologica,otras acciones,2011-10-01,71,196,71,196,267
LLICA,atencion odontologica,otras acciones,2011-10-01,37,62,37,62,99
LORETO,atencion odontologica,otras acciones,2011-10-01,14,3,14,3,17
LURIBAY,atencion odontologica,otras acciones,2011-10-01,7,3,7,3,10
MACHACAMARCA,atencion odontologica,otras acciones,2011-10-01,9,10,9,10,19
MACHARETI,atencion odontologica,otras acciones,2011-10-01,18,27,18,27,45
MAGDALENA,atencion odontologica,otras acciones,2011-10-01,2,3,2,3,5
MAIRANA,atencion odontologica,otras acciones,2011-10-01,15,32,15,32,47
MALLA,atencion odontologica,otras acciones,2011-10-01,4,3,4,3,7
MECAPACA,atencion odontologica,otras acciones,2011-10-01,4,3,4,3,7
MINEROS,atencion odontologica,otras acciones,2011-10-01,80,47,80,47,127
MIZQUE,atencion odontologica,otras acciones,2011-10-01,19,37,19,37,56
MOCOMOCO,atencion odontologica,otras acciones,2011-10-01,6,9,6,9,15
MOJOCOYA,atencion odontologica,otras acciones,2011-10-01,19,25,19,25,44
MONTEAGUDO,atencion odontologica,otras acciones,2011-10-01,100,94,100,94,194
MONTERO,atencion odontologica,otras acciones,2011-10-01,94,149,94,149,243
MOROCHATA,atencion odontologica,otras acciones,2011-10-01,0,2,0,2,2
OCURI,atencion odontologica,otras acciones,2011-10-01,4,10,4,10,14
OMEREQUE,atencion odontologica,otras acciones,2011-10-01,10,10,10,10,20
ORURO,atencion odontologica,otras acciones,2011-10-01,2508,1437,2508,1437,3945
PADCAYA,atencion odontologica,otras acciones,2011-10-01,11,33,11,33,44
PADILLA,atencion odontologica,otras acciones,2011-10-01,12,31,12,31,43
PAILON,atencion odontologica,otras acciones,2011-10-01,67,139,67,139,206
PALCA,atencion odontologica,otras acciones,2011-10-01,32,34,32,34,66
PALOS BLANCOS,atencion odontologica,otras acciones,2011-10-01,7,9,7,9,16
PAMPA AULLAGAS,atencion odontologica,otras acciones,2011-10-01,4,12,4,12,16
PAMPA GRANDE,atencion odontologica,otras acciones,2011-10-01,2,9,2,9,11
PAPEL PAMPA,atencion odontologica,otras acciones,2011-10-01,10,25,10,25,35
PASORAPA,atencion odontologica,otras acciones,2011-10-01,6,8,6,8,14
PATACAMAYA,atencion odontologica,otras acciones,2011-10-01,43,137,43,137,180
PAZÑA,atencion odontologica,otras acciones,2011-10-01,14,36,14,36,50
PELECHUCO,atencion odontologica,otras acciones,2011-10-01,7,10,7,10,17
POCOATA,atencion odontologica,otras acciones,2011-10-01,41,116,41,116,157
POCONA,atencion odontologica,otras acciones,2011-10-01,31,17,31,17,48
POJO (CBBA),atencion odontologica,otras acciones,2011-10-01,30,60,30,60,90
POOPO,atencion odontologica,otras acciones,2011-10-01,29,58,29,58,87
PORCO,atencion odontologica,otras acciones,2011-10-01,42,52,42,52,94
POROMA,atencion odontologica,otras acciones,2011-10-01,5,7,5,7,12
PORONGO,atencion odontologica,otras acciones,2011-10-01,11,9,11,9,20
PORTACHUELO,atencion odontologica,otras acciones,2011-10-01,24,66,24,66,90
PORVENIR,atencion odontologica,otras acciones,2011-10-01,7,10,7,10,17
POSTRER VALLE,atencion odontologica,otras acciones,2011-10-01,0,1,0,1,1
POTOSI,atencion odontologica,otras acciones,2011-10-01,201,450,201,450,651
PRESTO,atencion odontologica,otras acciones,2011-10-01,9,11,9,11,20
PUCARANI,atencion odontologica,otras acciones,2011-10-01,74,55,74,55,129
PUERTO ACOSTA,atencion odontologica,otras acciones,2011-10-01,6,5,6,5,11
PUERTO CARABUCO,atencion odontologica,otras acciones,2011-10-01,10,9,10,9,19
PUERTO PEREZ,atencion odontologica,otras acciones,2011-10-01,13,12,13,12,25
PUERTO QUIJARRO,atencion odontologica,otras acciones,2011-10-01,34,41,34,41,75
PUERTO RICO,atencion odontologica,otras acciones,2011-10-01,123,106,123,106,229
PUERTO SUAREZ,atencion odontologica,otras acciones,2011-10-01,2,34,2,34,36
PUERTO VILLARROEL,atencion odontologica,otras acciones,2011-10-01,44,79,44,79,123
PUNA,atencion odontologica,otras acciones,2011-10-01,41,75,41,75,116
PUNATA,atencion odontologica,otras acciones,2011-10-01,16,17,16,17,33
QUIABAYA,atencion odontologica,otras acciones,2011-10-01,1,4,1,4,5
QUILLACOLLO,atencion odontologica,otras acciones,2011-10-01,398,495,398,495,893
QUIME,atencion odontologica,otras acciones,2011-10-01,95,90,95,90,185
QUIRUSILLAS,atencion odontologica,otras acciones,2011-10-01,1,1,1,1,2
RAVELO,atencion odontologica,otras acciones,2011-10-01,4,11,4,11,15
RIBERALTA,atencion odontologica,otras acciones,2011-10-01,4,23,4,23,27
RURRENABAQUE,atencion odontologica,otras acciones,2011-10-01,19,39,19,39,58
SABAYA,atencion odontologica,otras acciones,2011-10-01,2,3,2,3,5
SACABA,atencion odontologica,otras acciones,2011-10-01,416,748,416,748,1164
SACABAMBA,atencion odontologica,otras acciones,2011-10-01,1,3,1,3,4
SACACA,atencion odontologica,otras acciones,2011-10-01,3,2,3,2,5
SAIPINA,atencion odontologica,otras acciones,2011-10-01,12,21,12,21,33
SALINAS DE GARCI MENDOZA,atencion odontologica,otras acciones,2011-10-01,10,28,10,28,38
SAMAIPATA,atencion odontologica,otras acciones,2011-10-01,12,26,12,26,38
SAN AGUSTIN,atencion odontologica,otras acciones,2011-10-01,2,4,2,4,6
SAN ANDRES DE MACHACA,atencion odontologica,otras acciones,2011-10-01,18,30,18,30,48
SAN ANTONIO DE LOMERIO,atencion odontologica,otras acciones,2011-10-01,4,14,4,14,18
SAN BENITO,atencion odontologica,otras acciones,2011-10-01,31,24,31,24,55
SAN BORJA,atencion odontologica,otras acciones,2011-10-01,7,24,7,24,31
SAN BUENA VENTURA,atencion odontologica,otras acciones,2011-10-01,1,5,1,5,6
SAN CARLOS,atencion odontologica,otras acciones,2011-10-01,14,0,14,0,14
SAN IGNACIO,atencion odontologica,otras acciones,2011-10-01,13,9,13,9,22
SAN IGNACIO DE VELASCO,atencion odontologica,otras acciones,2011-10-01,143,174,143,174,317
SAN JAVIER(STC),atencion odontologica,otras acciones,2011-10-01,1,9,1,9,10
SAN JOSE DE CHIQUITOS,atencion odontologica,otras acciones,2011-10-01,2,30,2,30,32
SAN JUAN DE YAPACANI,atencion odontologica,otras acciones,2011-10-01,2,8,2,8,10
SAN LORENZO(TJA),atencion odontologica,otras acciones,2011-10-01,51,99,51,99,150
SAN LUCAS,atencion odontologica,otras acciones,2011-10-01,24,30,24,30,54
SAN MATIAS,atencion odontologica,otras acciones,2011-10-01,0,5,0,5,5
SAN MIGUEL DE VELASCO,atencion odontologica,otras acciones,2011-10-01,15,66,15,66,81
SAN PEDRO,atencion odontologica,otras acciones,2011-10-01,3,1,3,1,4
SAN PEDRO DE BUENA VISTA,atencion odontologica,otras acciones,2011-10-01,8,13,8,13,21
SAN PEDRO DE CURAHUARA,atencion odontologica,otras acciones,2011-10-01,5,8,5,8,13
SAN PEDRO DE TIQUINA,atencion odontologica,otras acciones,2011-10-01,15,15,15,15,30
SAN RAFAEL,atencion odontologica,otras acciones,2011-10-01,1,2,1,2,3
SANTA CRUZ DE LA SIERRA,atencion odontologica,otras acciones,2011-10-01,1249,1715,1249,1715,2964
SANTA ROSA,atencion odontologica,otras acciones,2011-10-01,5,16,5,16,21
SANTA ROSA DEL SARA,atencion odontologica,otras acciones,2011-10-01,104,106,104,106,210
SANTIAGO DE CALLAPA,atencion odontologica,otras acciones,2011-10-01,6,1,6,1,7
SANTIAGO DE HUARI,atencion odontologica,otras acciones,2011-10-01,88,119,88,119,207
SANTIAGO DE HUATA,atencion odontologica,otras acciones,2011-10-01,3,12,3,12,15
SANTIAGO DE MACHACA,atencion odontologica,otras acciones,2011-10-01,3,9,3,9,12
SANTIVAÑES,atencion odontologica,otras acciones,2011-10-01,13,32,13,32,45
SANTUARIO DE QUILLACAS,atencion odontologica,otras acciones,2011-10-01,22,33,22,33,55
SAPAHAQUI,atencion odontologica,otras acciones,2011-10-01,4,4,4,4,8
SENA,atencion odontologica,otras acciones,2011-10-01,0,2,0,2,2
SHINAOTA,atencion odontologica,otras acciones,2011-10-01,15,30,15,30,45
SICA SICA (VILLA AROMA),atencion odontologica,otras acciones,2011-10-01,5,7,5,7,12
SICAYA,atencion odontologica,otras acciones,2011-10-01,2,14,2,14,16
SIPE SIPE,atencion odontologica,otras acciones,2011-10-01,10,29,10,29,39
SOPACHUY,atencion odontologica,otras acciones,2011-10-01,16,27,16,27,43
SORACACHI,atencion odontologica,otras acciones,2011-10-01,98,70,98,70,168
SORATA,atencion odontologica,otras acciones,2011-10-01,68,76,68,76,144
SUCRE,atencion odontologica,otras acciones,2011-10-01,1126,1472,1126,1472,2598
TACACOMA,atencion odontologica,otras acciones,2011-10-01,4,2,4,2,6
TACOPAYA,atencion odontologica,otras acciones,2011-10-01,0,7,0,7,7
TAHUA,atencion odontologica,otras acciones,2011-10-01,2,6,2,6,8
TAPACARI,atencion odontologica,otras acciones,2011-10-01,28,17,28,17,45
TARABUCO,atencion odontologica,otras acciones,2011-10-01,15,36,15,36,51
TARACO,atencion odontologica,otras acciones,2011-10-01,29,32,29,32,61
TARATA,atencion odontologica,otras acciones,2011-10-01,6,25,6,25,31
TARIJA,atencion odontologica,otras acciones,2011-10-01,753,1563,753,1563,2316
TARVITA,atencion odontologica,otras acciones,2011-10-01,30,28,30,28,58
TEOPONTE,atencion odontologica,otras acciones,2011-10-01,12,0,12,0,12
TIAWANACU,atencion odontologica,otras acciones,2011-10-01,40,97,40,97,137
TINGUIPAYA,atencion odontologica,otras acciones,2011-10-01,5,25,5,25,30
TIPUANI,atencion odontologica,otras acciones,2011-10-01,1,1,1,1,2
TIQUIPAYA,atencion odontologica,otras acciones,2011-10-01,92,173,92,173,265
TIRAQUE (CBBA),atencion odontologica,otras acciones,2011-10-01,38,80,38,80,118
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,otras acciones,2011-10-01,1,2,1,2,3
TOCO,atencion odontologica,otras acciones,2011-10-01,2,7,2,7,9
TOLATA,atencion odontologica,otras acciones,2011-10-01,12,44,12,44,56
TOLEDO,atencion odontologica,otras acciones,2011-10-01,1,3,1,3,4
TOMAVE,atencion odontologica,otras acciones,2011-10-01,25,33,25,33,58
TOMINA,atencion odontologica,otras acciones,2011-10-01,187,232,187,232,419
TORO TORO,atencion odontologica,otras acciones,2011-10-01,15,31,15,31,46
TOTORA(CBBA),atencion odontologica,otras acciones,2011-10-01,18,54,18,54,72
TOTORA(ORR),atencion odontologica,otras acciones,2011-10-01,3,4,3,4,7
TRIGAL,atencion odontologica,otras acciones,2011-10-01,0,1,0,1,1
TRINIDAD,atencion odontologica,otras acciones,2011-10-01,37,31,37,31,68
TUPIZA,atencion odontologica,otras acciones,2011-10-01,96,145,96,145,241
TURCO,atencion odontologica,otras acciones,2011-10-01,18,32,18,32,50
UNCIA,atencion odontologica,otras acciones,2011-10-01,3,2,3,2,5
URIONDO (A. CONCEPCION),atencion odontologica,otras acciones,2011-10-01,57,140,57,140,197
UYUNI,atencion odontologica,otras acciones,2011-10-01,14,0,14,0,14
VACAS,atencion odontologica,otras acciones,2011-10-01,17,14,17,14,31
VALLEGRANDE,atencion odontologica,otras acciones,2011-10-01,12,18,12,18,30
VIACHA,atencion odontologica,otras acciones,2011-10-01,89,101,89,101,190
VILA VILA,atencion odontologica,otras acciones,2011-10-01,7,9,7,9,16
VILLA CHARCAS,atencion odontologica,otras acciones,2011-10-01,5,7,5,7,12
VILLA MONTES,atencion odontologica,otras acciones,2011-10-01,86,196,86,196,282
VILLA RIVERO,atencion odontologica,otras acciones,2011-10-01,7,14,7,14,21
VILLA SERRANO,atencion odontologica,otras acciones,2011-10-01,21,32,21,32,53
VILLA TUNARI,atencion odontologica,otras acciones,2011-10-01,47,46,47,46,93
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,otras acciones,2011-10-01,14,21,14,21,35
VILLAZON,atencion odontologica,otras acciones,2011-10-01,76,75,76,75,151
VINTO,atencion odontologica,otras acciones,2011-10-01,6,18,6,18,24
VITICHI,atencion odontologica,otras acciones,2011-10-01,61,106,61,106,167
WARNES,atencion odontologica,otras acciones,2011-10-01,16,25,16,25,41
YACO,atencion odontologica,otras acciones,2011-10-01,1,0,1,0,1
YACUIBA,atencion odontologica,otras acciones,2011-10-01,80,49,80,49,129
YAMPARAEZ,atencion odontologica,otras acciones,2011-10-01,26,40,26,40,66
YANACACHI,atencion odontologica,otras acciones,2011-10-01,9,18,9,18,27
YAPACANI,atencion odontologica,otras acciones,2011-10-01,2,8,2,8,10
YOCALLA,atencion odontologica,otras acciones,2011-10-01,12,23,12,23,35
YOTALA,atencion odontologica,otras acciones,2011-10-01,25,33,25,33,58
YUNCHARA,atencion odontologica,otras acciones,2011-10-01,6,25,6,25,31
ZUDAÑEZ,atencion odontologica,otras acciones,2011-10-01,2,8,2,8,10
ACACIO,atencion odontologica,otras acciones,2011-11-01,5,4,5,4,9
ACHACACHI,atencion odontologica,otras acciones,2011-11-01,78,90,78,90,168
ACHOCALLA,atencion odontologica,otras acciones,2011-11-01,2,2,2,2,4
ALALAY,atencion odontologica,otras acciones,2011-11-01,0,6,0,6,6
ALCALA,atencion odontologica,otras acciones,2011-11-01,19,32,19,32,51
ALTO BENI,atencion odontologica,otras acciones,2011-11-01,1,0,1,0,1
ANCORAIMES,atencion odontologica,otras acciones,2011-11-01,9,18,9,18,27
ANDAMARCA,atencion odontologica,otras acciones,2011-11-01,6,20,6,20,26
ANTEQUERA,atencion odontologica,otras acciones,2011-11-01,18,25,18,25,43
ANZALDO,atencion odontologica,otras acciones,2011-11-01,0,6,0,6,6
APOLO,atencion odontologica,otras acciones,2011-11-01,6,14,6,14,20
ARAMPAMPA,atencion odontologica,otras acciones,2011-11-01,5,13,5,13,18
ARANI,atencion odontologica,otras acciones,2011-11-01,38,74,38,74,112
ARBIETO,atencion odontologica,otras acciones,2011-11-01,6,3,6,3,9
ARQUE,atencion odontologica,otras acciones,2011-11-01,11,8,11,8,19
ASCENCION DE GUARAYOS,atencion odontologica,otras acciones,2011-11-01,0,1,0,1,1
ATOCHA,atencion odontologica,otras acciones,2011-11-01,124,123,124,123,247
AYATA,atencion odontologica,otras acciones,2011-11-01,7,10,7,10,17
AYO AYO,atencion odontologica,otras acciones,2011-11-01,1,1,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,otras acciones,2011-11-01,58,49,58,49,107
AZURDUY,atencion odontologica,otras acciones,2011-11-01,10,28,10,28,38
BAURES,atencion odontologica,otras acciones,2011-11-01,3,6,3,6,9
BELEN DE URMIRI,atencion odontologica,otras acciones,2011-11-01,7,1,7,1,8
BERMEJO,atencion odontologica,otras acciones,2011-11-01,79,185,79,185,264
BETANZOS,atencion odontologica,otras acciones,2011-11-01,6,6,6,6,12
BOLIVAR,atencion odontologica,otras acciones,2011-11-01,3,3,3,3,6
BOYUIBE,atencion odontologica,otras acciones,2011-11-01,0,1,0,1,1
BUENA VISTA,atencion odontologica,otras acciones,2011-11-01,1,3,1,3,4
CABEZAS,atencion odontologica,otras acciones,2011-11-01,22,32,22,32,54
CAIROMA,atencion odontologica,otras acciones,2011-11-01,5,4,5,4,9
"CAIZA ""D""",atencion odontologica,otras acciones,2011-11-01,20,44,20,44,64
CAJUATA,atencion odontologica,otras acciones,2011-11-01,0,1,0,1,1
CALACOTO,atencion odontologica,otras acciones,2011-11-01,2,1,2,1,3
CALAMARCA,atencion odontologica,otras acciones,2011-11-01,52,32,52,32,84
CAMARGO,atencion odontologica,otras acciones,2011-11-01,88,144,88,144,232
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,otras acciones,2011-11-01,28,75,28,75,103
CAMIRI,atencion odontologica,otras acciones,2011-11-01,111,228,111,228,339
CAPINOTA,atencion odontologica,otras acciones,2011-11-01,55,61,55,61,116
CAQUIAVIRI,atencion odontologica,otras acciones,2011-11-01,21,21,21,21,42
CARACOLLO,atencion odontologica,otras acciones,2011-11-01,40,83,40,83,123
CARANAVI,atencion odontologica,otras acciones,2011-11-01,107,138,107,138,245
CARAPARI,atencion odontologica,otras acciones,2011-11-01,17,40,17,40,57
CARIPUYO,atencion odontologica,otras acciones,2011-11-01,4,6,4,6,10
CARMEN RIVERO TORREZ,atencion odontologica,otras acciones,2011-11-01,9,18,9,18,27
CATACORA,atencion odontologica,otras acciones,2011-11-01,3,4,3,4,7
CHALLAPATA,atencion odontologica,otras acciones,2011-11-01,25,59,25,59,84
CHAQUI,atencion odontologica,otras acciones,2011-11-01,7,12,7,12,19
