,group,variable,month,CONSULTAS NUEVAS MENORES DE 5 AÑOS CANTIDAD,CONSULTAS NUEVAS MENORES DE 5 AÑOS CANTIDAD,TOTALES,TOTALES,TOTALES
TRINIDAD,atencion odontologica,consultas nuevas menores de 5 anos,2011-10-01,83,67,83,67,150
TUPIZA,atencion odontologica,consultas nuevas menores de 5 anos,2011-10-01,68,94,68,94,162
TURCO,atencion odontologica,consultas nuevas menores de 5 anos,2011-10-01,44,57,44,57,101
UMALA,atencion odontologica,consultas nuevas menores de 5 anos,2011-10-01,0,3,0,3,3
UNCIA,atencion odontologica,consultas nuevas menores de 5 anos,2011-10-01,23,9,23,9,32
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas menores de 5 anos,2011-10-01,35,25,35,25,60
URUBICHA,atencion odontologica,consultas nuevas menores de 5 anos,2011-10-01,12,10,12,10,22
UYUNI,atencion odontologica,consultas nuevas menores de 5 anos,2011-10-01,15,10,15,10,25
VACAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-10-01,19,13,19,13,32
VALLEGRANDE,atencion odontologica,consultas nuevas menores de 5 anos,2011-10-01,62,87,62,87,149
VIACHA,atencion odontologica,consultas nuevas menores de 5 anos,2011-10-01,150,229,150,229,379
VILA VILA,atencion odontologica,consultas nuevas menores de 5 anos,2011-10-01,15,14,15,14,29
VILLA CHARCAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-10-01,3,4,3,4,7
VILLA MONTES,atencion odontologica,consultas nuevas menores de 5 anos,2011-10-01,34,25,34,25,59
VILLA NUEVA (LOMA ALTA),atencion odontologica,consultas nuevas menores de 5 anos,2011-10-01,6,0,6,0,6
VILLA RIVERO,atencion odontologica,consultas nuevas menores de 5 anos,2011-10-01,6,13,6,13,19
VILLA SERRANO,atencion odontologica,consultas nuevas menores de 5 anos,2011-10-01,148,138,148,138,286
VILLA TUNARI,atencion odontologica,consultas nuevas menores de 5 anos,2011-10-01,182,113,182,113,295
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas menores de 5 anos,2011-10-01,71,136,71,136,207
VILLAZON,atencion odontologica,consultas nuevas menores de 5 anos,2011-10-01,74,80,74,80,154
VINTO,atencion odontologica,consultas nuevas menores de 5 anos,2011-10-01,111,121,111,121,232
VITICHI,atencion odontologica,consultas nuevas menores de 5 anos,2011-10-01,43,32,43,32,75
WALDO BALLIVIAN,atencion odontologica,consultas nuevas menores de 5 anos,2011-10-01,1,4,1,4,5
WARNES,atencion odontologica,consultas nuevas menores de 5 anos,2011-10-01,33,50,33,50,83
YACO,atencion odontologica,consultas nuevas menores de 5 anos,2011-10-01,2,13,2,13,15
YACUIBA,atencion odontologica,consultas nuevas menores de 5 anos,2011-10-01,21,18,21,18,39
YAMPARAEZ,atencion odontologica,consultas nuevas menores de 5 anos,2011-10-01,68,64,68,64,132
YANACACHI,atencion odontologica,consultas nuevas menores de 5 anos,2011-10-01,5,11,5,11,16
YAPACANI,atencion odontologica,consultas nuevas menores de 5 anos,2011-10-01,53,31,53,31,84
YOCALLA,atencion odontologica,consultas nuevas menores de 5 anos,2011-10-01,22,6,22,6,28
YOTALA,atencion odontologica,consultas nuevas menores de 5 anos,2011-10-01,44,38,44,38,82
YUNCHARA,atencion odontologica,consultas nuevas menores de 5 anos,2011-10-01,5,43,5,43,48
ZUDAÑEZ,atencion odontologica,consultas nuevas menores de 5 anos,2011-10-01,58,67,58,67,125
ACACIO,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,27,35,27,35,62
ACHACACHI,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,244,320,244,320,564
ACHOCALLA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,7,4,7,4,11
AIQUILE,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,35,17,35,17,52
ALALAY,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,1,0,1,0,1
ALCALA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,92,92,92,92,184
ALTO BENI,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,13,6,13,6,19
ANCORAIMES,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,7,6,7,6,13
ANDAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,24,19,24,19,43
ANTEQUERA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,14,19,14,19,33
ANZALDO,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,4,11,4,11,15
APOLO,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,31,24,31,24,55
ARAMPAMPA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,2,4,2,4,6
ARANI,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,6,3,6,3,9
ARBIETO,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,47,32,47,32,79
ARQUE,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,4,16,4,16,20
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,22,19,22,19,41
ATOCHA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,73,97,73,97,170
AUCAPATA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,4,2,4,2,6
AYATA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,12,23,12,23,35
AYO AYO,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,20,30,20,30,50
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,77,31,77,31,108
AZURDUY,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,27,9,27,9,36
BATALLAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,30,30,30,30,60
BAURES,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,5,7,5,7,12
BELEN DE ANDAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,6,10,6,10,16
BELEN DE URMIRI,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,8,4,8,4,12
BELLA FLOR,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,37,36,37,36,73
BERMEJO,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,20,35,20,35,55
BETANZOS,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,20,25,20,25,45
BOLIVAR,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,21,12,21,12,33
BOLPEBRA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,13,4,13,4,17
BOYUIBE,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,3,1,3,1,4
BUENA VISTA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,3,1,3,1,4
CABEZAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,30,20,30,20,50
CAIROMA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,3,0,3,0,3
"CAIZA ""D""",atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,3,2,3,2,5
CAJUATA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,36,33,36,33,69
CALACOTO,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,12,9,12,9,21
CALAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,71,63,71,63,134
CAMARGO,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,64,43,64,43,107
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,15,15,15,15,30
CAMIRI,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,181,187,181,187,368
CAPINOTA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,24,43,24,43,67
CAQUIAVIRI,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,19,16,19,16,35
CARACOLLO,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,28,28,28,28,56
CARANAVI,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,119,97,119,97,216
CARAPARI,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,9,8,9,8,17
CARIPUYO,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,0,4,0,4,4
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,10,17,10,17,27
CATACORA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,3,4,3,4,7
CHALLAPATA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,103,86,103,86,189
CHAQUI,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,7,2,7,2,9
CHARAGUA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,16,11,16,11,27
CHAYANTA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,12,30,12,30,42
CHIMORE,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,30,92,30,92,122
CHIPAYA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,2,10,2,10,12
CHOQUE COTA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,11,10,11,10,21
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,32,44,32,44,76
CHUMA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,10,29,10,29,39
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,10,29,10,29,39
CKOCHAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,19,16,19,16,35
CLIZA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,63,117,63,117,180
COBIJA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,163,189,163,189,352
COCAPATA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,27,25,27,25,52
COCHABAMBA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,1644,1651,1644,1651,3295
COIPASA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,7,9,7,9,16
COLCAPIRHUA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,285,221,285,221,506
"COLCHA ""K""",atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,39,42,39,42,81
COLLANA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,1,5,1,5,6
COLOMI,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,38,55,38,55,93
COLPA BELGICA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,22,42,22,42,64
COLQUECHACA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,41,27,41,27,68
COLQUIRI,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,17,18,17,18,35
COMANCHE,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,28,27,28,27,55
COMARAPA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,61,44,61,44,105
CONCEPCION,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,6,15,6,15,21
COPACABANA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,19,21,19,21,40
CORIPATA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,54,40,54,40,94
CORO CORO,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,6,7,6,7,13
COROICO,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,38,37,38,37,75
CORQUE,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,0,4,0,4,4
COTAGAITA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,19,17,19,17,36
COTOCA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,9,21,9,21,30
CUATRO CAÑADAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,66,63,66,63,129
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,17,16,17,16,33
CUEVO,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,14,11,14,11,25
CULPINA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,7,16,7,16,23
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,20,39,20,39,59
CURVA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,3,4,3,4,7
DESAGUADERO,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,2,3,2,3,5
EL ALTO,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,2148,2412,2148,2412,4560
EL CHORO,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,12,3,12,3,15
EL PUENTE(STC),atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,7,4,7,4,11
EL PUENTE(TJA),atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,7,12,7,12,19
EL TORNO,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,60,105,60,105,165
EL VILLAR,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,5,15,5,15,20
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,27,27,27,27,54
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,63,173,63,173,236
ESCOMA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,3,8,3,8,11
EUCALIPTUS,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,42,7,42,7,49
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,30,30,30,30,60
FILADELFIA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,23,25,23,25,48
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,59,53,59,53,112
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,13,12,13,12,25
GUANAY,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,27,39,27,39,66
GUAQUI,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,9,9,9,9,18
GUAYARAMERIN,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,19,39,19,39,58
GUTIERREZ,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,55,49,55,49,104
HUACARETA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,16,28,16,28,44
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,16,23,16,23,39
HUACHACALLA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,0,1,0,1,1
HUANUNI,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,21,28,21,28,49
HUARACAJE,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,12,14,12,14,26
HUARINA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,3,4,3,4,7
HUAYLLAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,8,8,8,8,16
HUMANATA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,2,3,2,3,5
ICLA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,116,104,116,104,220
INCAHUASI,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,9,10,9,10,19
INQUISIVI,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,3,7,3,7,10
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,40,50,40,50,90
IXIAMAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,1,13,1,13,14
JESUS DE MACHACA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,32,28,32,28,60
LA ASUNTA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,90,88,90,88,178
LA GUARDIA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,65,63,65,63,128
LA PAZ,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,3321,3204,3321,3204,6525
LAGUNILLAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,3,2,3,2,5
LAJA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,40,62,40,62,102
LICOMA PAMPA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,9,8,9,8,17
LLALLAGUA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,172,245,172,245,417
LLICA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,8,18,8,18,26
LORETO,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,6,5,6,5,11
LURIBAY,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,69,50,69,50,119
MACHACAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,9,10,9,10,19
MACHARETI,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,40,33,40,33,73
MAGDALENA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,23,17,23,17,40
MAIRANA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,37,40,37,40,77
MALLA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,4,12,4,12,16
MAPIRI,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,49,33,49,33,82
MECAPACA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,19,24,19,24,43
MINEROS,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,70,34,70,34,104
MIZQUE,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,55,38,55,38,93
MOCOMOCO,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,6,4,6,4,10
MOJOCOYA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,5,8,5,8,13
MONTEAGUDO,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,107,93,107,93,200
MONTERO,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,300,299,300,299,599
MORO MORO,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,18,26,18,26,44
MOROCHATA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,13,29,13,29,42
OCURI,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,0,1,0,1,1
OKINAWA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,6,13,6,13,19
OMEREQUE,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,12,10,12,10,22
ORURO,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,757,979,757,979,1736
PADCAYA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,23,30,23,30,53
PADILLA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,26,36,26,36,62
PAILON,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,75,74,75,74,149
PALCA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,50,45,50,45,95
PALOS BLANCOS,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,45,22,45,22,67
PAMPA AULLAGAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,4,2,4,2,6
PAMPA GRANDE,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,58,62,58,62,120
PAPEL PAMPA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,18,24,18,24,42
PASORAPA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,6,7,6,7,13
PATACAMAYA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,117,120,117,120,237
PAZÑA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,26,12,26,12,38
PELECHUCO,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,14,27,14,27,41
POCOATA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,62,61,62,61,123
POCONA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,50,31,50,31,81
POJO (CBBA),atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,83,46,83,46,129
POOPO,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,21,47,21,47,68
PORCO,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,34,17,34,17,51
POROMA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,19,20,19,20,39
PORONGO,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,20,57,20,57,77
PORTACHUELO,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,56,47,56,47,103
PORVENIR,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,20,16,20,16,36
POSTRER VALLE,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,33,67,33,67,100
POTOSI,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,615,537,615,537,1152
PRESTO,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,14,6,14,6,20
PUCARA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,47,56,47,56,103
PUCARANI,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,51,64,51,64,115
PUERTO ACOSTA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,4,11,4,11,15
PUERTO CARABUCO,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,20,5,20,5,25
PUERTO PEREZ,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,2,9,2,9,11
PUERTO QUIJARRO,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,15,18,15,18,33
PUERTO RICO,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,52,55,52,55,107
PUERTO SUAREZ,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,15,8,15,8,23
PUERTO VILLARROEL,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,167,105,167,105,272
PUNA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,18,34,18,34,52
PUNATA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,87,124,87,124,211
QUIABAYA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,4,6,4,6,10
QUILLACOLLO,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,431,308,431,308,739
QUIME,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,25,24,25,24,49
QUIRUSILLAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,5,9,5,9,14
RAVELO,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,15,4,15,4,19
REYES,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,13,13,13,13,26
RIBERALTA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,76,72,76,72,148
ROBORE,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,15,10,15,10,25
RURRENABAQUE,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,10,4,10,4,14
SABAYA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,9,27,9,27,36
SACABA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,282,238,282,238,520
SACABAMBA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,5,5,5,5,10
SACACA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,19,22,19,22,41
SAIPINA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,3,11,3,11,14
SALINAS DE GARCI MENDOZA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,74,133,74,133,207
SAMAIPATA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,26,23,26,23,49
SAN AGUSTIN,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,3,1,3,1,4
SAN ANDRES,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,3,3,3,3,6
SAN ANDRES DE MACHACA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,17,18,17,18,35
SAN ANTONIO DE LOMERIO,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,6,3,6,3,9
SAN BENITO,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,26,33,26,33,59
SAN BORJA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,33,34,33,34,67
SAN BUENA VENTURA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,18,20,18,20,38
SAN CARLOS,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,43,42,43,42,85
SAN IGNACIO,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,74,58,74,58,132
SAN IGNACIO DE VELASCO,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,33,29,33,29,62
SAN JAVIER(STC),atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,1,40,1,40,41
SAN JOSE DE CHIQUITOS,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,13,18,13,18,31
SAN JUAN DE YAPACANI,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,19,26,19,26,45
SAN JULIAN,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,16,18,16,18,34
SAN LORENZO(PND),atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,55,47,55,47,102
SAN LORENZO(TJA),atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,13,23,13,23,36
SAN LUCAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,95,118,95,118,213
SAN MATIAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,1,2,1,2,3
SAN MIGUEL DE VELASCO,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,8,9,8,9,17
SAN PEDRO,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,14,17,14,17,31
SAN PEDRO DE BUENA VISTA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,7,3,7,3,10
SAN PEDRO DE CURAHUARA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,15,10,15,10,25
SAN PEDRO DE TIQUINA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,24,8,24,8,32
SAN RAFAEL,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,34,33,34,33,67
SAN RAMON SCZ,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,58,76,58,76,134
SANTA ANA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,36,28,36,28,64
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,2142,2280,2142,2280,4422
SANTA ROSA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,6,8,6,8,14
SANTA ROSA DEL SARA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,39,38,39,38,77
SANTIAGO DE CALLAPA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,3,0,3,0,3
SANTIAGO DE HUARI,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,72,59,72,59,131
SANTIAGO DE MACHACA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,24,18,24,18,42
SANTIVAÑES,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,4,8,4,8,12
SANTUARIO DE QUILLACAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,64,44,64,44,108
SAPAHAQUI,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,2,7,2,7,9
SENA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,33,34,33,34,67
SHINAOTA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,86,99,86,99,185
SICA SICA (VILLA AROMA),atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,17,9,17,9,26
SICAYA,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,1,4,1,4,5
SIPE SIPE,atencion odontologica,consultas nuevas menores de 5 anos,2011-11-01,141,126,141,126,267
