,group,variable,month,PRIMERA CONSULTA CANTIDAD,PRIMERA CONSULTA CANTIDAD,TOTALES,TOTALES,TOTALES
JESUS DE MACHACA,atencion odontologica,primera consulta,2011-10-01,73,164,73,164,237
LA ASUNTA,atencion odontologica,primera consulta,2011-10-01,20,32,20,32,52
LA GUARDIA,atencion odontologica,primera consulta,2011-10-01,84,217,84,217,301
LA PAZ,atencion odontologica,primera consulta,2011-10-01,3557,4093,3557,4093,7650
LA RIVERA,atencion odontologica,primera consulta,2011-10-01,3,6,3,6,9
LAGUNILLAS,atencion odontologica,primera consulta,2011-10-01,15,26,15,26,41
LAJA,atencion odontologica,primera consulta,2011-10-01,62,101,62,101,163
LAS CARRERAS,atencion odontologica,primera consulta,2011-10-01,36,32,36,32,68
LLALLAGUA,atencion odontologica,primera consulta,2011-10-01,64,128,64,128,192
LLICA,atencion odontologica,primera consulta,2011-10-01,14,17,14,17,31
LORETO,atencion odontologica,primera consulta,2011-10-01,4,14,4,14,18
LURIBAY,atencion odontologica,primera consulta,2011-10-01,30,25,30,25,55
MACHACAMARCA,atencion odontologica,primera consulta,2011-10-01,31,45,31,45,76
MACHARETI,atencion odontologica,primera consulta,2011-10-01,292,285,292,285,577
MAGDALENA,atencion odontologica,primera consulta,2011-10-01,25,40,25,40,65
MAIRANA,atencion odontologica,primera consulta,2011-10-01,23,60,23,60,83
MALLA,atencion odontologica,primera consulta,2011-10-01,3,6,3,6,9
MAPIRI,atencion odontologica,primera consulta,2011-10-01,34,50,34,50,84
MECAPACA,atencion odontologica,primera consulta,2011-10-01,60,69,60,69,129
MINEROS,atencion odontologica,primera consulta,2011-10-01,172,148,172,148,320
MIZQUE,atencion odontologica,primera consulta,2011-10-01,34,42,34,42,76
MOCOMOCO,atencion odontologica,primera consulta,2011-10-01,107,130,107,130,237
MOJOCOYA,atencion odontologica,primera consulta,2011-10-01,27,57,27,57,84
MONTEAGUDO,atencion odontologica,primera consulta,2011-10-01,45,84,45,84,129
MONTERO,atencion odontologica,primera consulta,2011-10-01,292,416,292,416,708
MORO MORO,atencion odontologica,primera consulta,2011-10-01,11,22,11,22,33
MOROCHATA,atencion odontologica,primera consulta,2011-10-01,10,15,10,15,25
OCURI,atencion odontologica,primera consulta,2011-10-01,36,58,36,58,94
OKINAWA,atencion odontologica,primera consulta,2011-10-01,15,19,15,19,34
OMEREQUE,atencion odontologica,primera consulta,2011-10-01,6,6,6,6,12
ORURO,atencion odontologica,primera consulta,2011-10-01,904,1197,904,1197,2101
PADCAYA,atencion odontologica,primera consulta,2011-10-01,189,217,189,217,406
PADILLA,atencion odontologica,primera consulta,2011-10-01,251,319,251,319,570
PAILON,atencion odontologica,primera consulta,2011-10-01,93,142,93,142,235
PALCA,atencion odontologica,primera consulta,2011-10-01,17,30,17,30,47
PALOS BLANCOS,atencion odontologica,primera consulta,2011-10-01,65,86,65,86,151
PAMPA AULLAGAS,atencion odontologica,primera consulta,2011-10-01,3,8,3,8,11
PAMPA GRANDE,atencion odontologica,primera consulta,2011-10-01,18,35,18,35,53
PAPEL PAMPA,atencion odontologica,primera consulta,2011-10-01,20,34,20,34,54
PASORAPA,atencion odontologica,primera consulta,2011-10-01,5,2,5,2,7
PATACAMAYA,atencion odontologica,primera consulta,2011-10-01,44,78,44,78,122
PAZÑA,atencion odontologica,primera consulta,2011-10-01,20,18,20,18,38
PELECHUCO,atencion odontologica,primera consulta,2011-10-01,56,80,56,80,136
POCOATA,atencion odontologica,primera consulta,2011-10-01,35,72,35,72,107
POCONA,atencion odontologica,primera consulta,2011-10-01,189,215,189,215,404
POJO (CBBA),atencion odontologica,primera consulta,2011-10-01,127,164,127,164,291
POOPO,atencion odontologica,primera consulta,2011-10-01,41,52,41,52,93
PORCO,atencion odontologica,primera consulta,2011-10-01,28,44,28,44,72
POROMA,atencion odontologica,primera consulta,2011-10-01,30,42,30,42,72
PORONGO,atencion odontologica,primera consulta,2011-10-01,138,155,138,155,293
PORTACHUELO,atencion odontologica,primera consulta,2011-10-01,33,64,33,64,97
PORVENIR,atencion odontologica,primera consulta,2011-10-01,45,73,45,73,118
POSTRER VALLE,atencion odontologica,primera consulta,2011-10-01,0,9,0,9,9
POTOSI,atencion odontologica,primera consulta,2011-10-01,1072,1286,1072,1286,2358
PRESTO,atencion odontologica,primera consulta,2011-10-01,17,19,17,19,36
PUCARA,atencion odontologica,primera consulta,2011-10-01,2,2,2,2,4
PUCARANI,atencion odontologica,primera consulta,2011-10-01,89,121,89,121,210
PUERTO ACOSTA,atencion odontologica,primera consulta,2011-10-01,18,24,18,24,42
PUERTO CARABUCO,atencion odontologica,primera consulta,2011-10-01,13,6,13,6,19
PUERTO PEREZ,atencion odontologica,primera consulta,2011-10-01,10,23,10,23,33
PUERTO QUIJARRO,atencion odontologica,primera consulta,2011-10-01,81,24,81,24,105
PUERTO RICO,atencion odontologica,primera consulta,2011-10-01,32,43,32,43,75
PUERTO SUAREZ,atencion odontologica,primera consulta,2011-10-01,8,23,8,23,31
PUERTO VILLARROEL,atencion odontologica,primera consulta,2011-10-01,94,142,94,142,236
PUNA,atencion odontologica,primera consulta,2011-10-01,86,99,86,99,185
PUNATA,atencion odontologica,primera consulta,2011-10-01,56,123,56,123,179
QUIABAYA,atencion odontologica,primera consulta,2011-10-01,14,32,14,32,46
QUILLACOLLO,atencion odontologica,primera consulta,2011-10-01,929,1192,929,1192,2121
QUIME,atencion odontologica,primera consulta,2011-10-01,134,157,134,157,291
QUIRUSILLAS,atencion odontologica,primera consulta,2011-10-01,3,3,3,3,6
RAVELO,atencion odontologica,primera consulta,2011-10-01,16,48,16,48,64
RIBERALTA,atencion odontologica,primera consulta,2011-10-01,281,625,281,625,906
ROBORE,atencion odontologica,primera consulta,2011-10-01,78,87,78,87,165
RURRENABAQUE,atencion odontologica,primera consulta,2011-10-01,44,102,44,102,146
SABAYA,atencion odontologica,primera consulta,2011-10-01,14,17,14,17,31
SACABA,atencion odontologica,primera consulta,2011-10-01,237,338,237,338,575
SACABAMBA,atencion odontologica,primera consulta,2011-10-01,2,6,2,6,8
SACACA,atencion odontologica,primera consulta,2011-10-01,63,115,63,115,178
SAIPINA,atencion odontologica,primera consulta,2011-10-01,67,84,67,84,151
SALINAS DE GARCI MENDOZA,atencion odontologica,primera consulta,2011-10-01,16,34,16,34,50
SAMAIPATA,atencion odontologica,primera consulta,2011-10-01,14,26,14,26,40
SAN AGUSTIN,atencion odontologica,primera consulta,2011-10-01,2,0,2,0,2
SAN ANDRES DE MACHACA,atencion odontologica,primera consulta,2011-10-01,105,114,105,114,219
SAN ANTONIO DE LOMERIO,atencion odontologica,primera consulta,2011-10-01,10,36,10,36,46
SAN BENITO,atencion odontologica,primera consulta,2011-10-01,24,38,24,38,62
SAN BORJA,atencion odontologica,primera consulta,2011-10-01,146,150,146,150,296
SAN BUENA VENTURA,atencion odontologica,primera consulta,2011-10-01,35,75,35,75,110
SAN CARLOS,atencion odontologica,primera consulta,2011-10-01,45,51,45,51,96
SAN IGNACIO,atencion odontologica,primera consulta,2011-10-01,204,217,204,217,421
SAN IGNACIO DE VELASCO,atencion odontologica,primera consulta,2011-10-01,97,129,97,129,226
SAN JAVIER(STC),atencion odontologica,primera consulta,2011-10-01,278,292,278,292,570
SAN JOAQUIN,atencion odontologica,primera consulta,2011-10-01,101,92,101,92,193
SAN JOSE DE CHIQUITOS,atencion odontologica,primera consulta,2011-10-01,87,108,87,108,195
SAN JUAN DE YAPACANI,atencion odontologica,primera consulta,2011-10-01,14,17,14,17,31
SAN JULIAN,atencion odontologica,primera consulta,2011-10-01,109,148,109,148,257
SAN LORENZO(PND),atencion odontologica,primera consulta,2011-10-01,209,213,209,213,422
SAN LORENZO(TJA),atencion odontologica,primera consulta,2011-10-01,121,200,121,200,321
SAN LUCAS,atencion odontologica,primera consulta,2011-10-01,695,608,695,608,1303
SAN MATIAS,atencion odontologica,primera consulta,2011-10-01,13,16,13,16,29
SAN MIGUEL DE VELASCO,atencion odontologica,primera consulta,2011-10-01,15,31,15,31,46
SAN PEDRO,atencion odontologica,primera consulta,2011-10-01,45,77,45,77,122
SAN PEDRO DE BUENA VISTA,atencion odontologica,primera consulta,2011-10-01,136,257,136,257,393
SAN PEDRO DE CURAHUARA,atencion odontologica,primera consulta,2011-10-01,32,42,32,42,74
SAN PEDRO DE TIQUINA,atencion odontologica,primera consulta,2011-10-01,17,29,17,29,46
SAN RAFAEL,atencion odontologica,primera consulta,2011-10-01,13,28,13,28,41
SAN RAMON BENI,atencion odontologica,primera consulta,2011-10-01,29,119,29,119,148
SAN RAMON SCZ,atencion odontologica,primera consulta,2011-10-01,76,95,76,95,171
SANTA ANA,atencion odontologica,primera consulta,2011-10-01,112,115,112,115,227
SANTA CRUZ DE LA SIERRA,atencion odontologica,primera consulta,2011-10-01,3749,5450,3749,5450,9199
SANTA ROSA,atencion odontologica,primera consulta,2011-10-01,23,59,23,59,82
SANTA ROSA DEL SARA,atencion odontologica,primera consulta,2011-10-01,60,102,60,102,162
SANTIAGO DE CALLAPA,atencion odontologica,primera consulta,2011-10-01,15,11,15,11,26
SANTIAGO DE HUARI,atencion odontologica,primera consulta,2011-10-01,55,77,55,77,132
SANTIAGO DE HUATA,atencion odontologica,primera consulta,2011-10-01,4,13,4,13,17
SANTIAGO DE MACHACA,atencion odontologica,primera consulta,2011-10-01,32,33,32,33,65
SANTIVAÑES,atencion odontologica,primera consulta,2011-10-01,1,4,1,4,5
SANTUARIO DE QUILLACAS,atencion odontologica,primera consulta,2011-10-01,10,10,10,10,20
SAPAHAQUI,atencion odontologica,primera consulta,2011-10-01,16,27,16,27,43
SENA,atencion odontologica,primera consulta,2011-10-01,14,29,14,29,43
SHINAOTA,atencion odontologica,primera consulta,2011-10-01,18,60,18,60,78
SICA SICA (VILLA AROMA),atencion odontologica,primera consulta,2011-10-01,24,67,24,67,91
SICAYA,atencion odontologica,primera consulta,2011-10-01,4,5,4,5,9
SIPE SIPE,atencion odontologica,primera consulta,2011-10-01,65,132,65,132,197
SOPACHUY,atencion odontologica,primera consulta,2011-10-01,7,32,7,32,39
SORACACHI,atencion odontologica,primera consulta,2011-10-01,59,48,59,48,107
SORATA,atencion odontologica,primera consulta,2011-10-01,37,49,37,49,86
SUCRE,atencion odontologica,primera consulta,2011-10-01,2826,3664,2826,3664,6490
TACACOMA,atencion odontologica,primera consulta,2011-10-01,43,40,43,40,83
TACOPAYA,atencion odontologica,primera consulta,2011-10-01,3,0,3,0,3
TAHUA,atencion odontologica,primera consulta,2011-10-01,6,7,6,7,13
TAPACARI,atencion odontologica,primera consulta,2011-10-01,46,84,46,84,130
TARABUCO,atencion odontologica,primera consulta,2011-10-01,345,337,345,337,682
TARACO,atencion odontologica,primera consulta,2011-10-01,14,13,14,13,27
TARATA,atencion odontologica,primera consulta,2011-10-01,12,33,12,33,45
TARIJA,atencion odontologica,primera consulta,2011-10-01,1361,2125,1361,2125,3486
TARVITA,atencion odontologica,primera consulta,2011-10-01,95,306,95,306,401
TEOPONTE,atencion odontologica,primera consulta,2011-10-01,46,50,46,50,96
TIAWANACU,atencion odontologica,primera consulta,2011-10-01,87,147,87,147,234
TINGUIPAYA,atencion odontologica,primera consulta,2011-10-01,18,56,18,56,74
TIPUANI,atencion odontologica,primera consulta,2011-10-01,29,30,29,30,59
TIQUIPAYA,atencion odontologica,primera consulta,2011-10-01,216,334,216,334,550
TIRAQUE (CBBA),atencion odontologica,primera consulta,2011-10-01,35,55,35,55,90
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,primera consulta,2011-10-01,11,20,11,20,31
TOCO,atencion odontologica,primera consulta,2011-10-01,18,28,18,28,46
TOLATA,atencion odontologica,primera consulta,2011-10-01,14,21,14,21,35
TOLEDO,atencion odontologica,primera consulta,2011-10-01,58,76,58,76,134
TOMAVE,atencion odontologica,primera consulta,2011-10-01,26,32,26,32,58
TOMINA,atencion odontologica,primera consulta,2011-10-01,83,120,83,120,203
TORO TORO,atencion odontologica,primera consulta,2011-10-01,33,59,33,59,92
TOTORA(CBBA),atencion odontologica,primera consulta,2011-10-01,138,148,138,148,286
TOTORA(ORR),atencion odontologica,primera consulta,2011-10-01,13,7,13,7,20
TRIGAL,atencion odontologica,primera consulta,2011-10-01,12,19,12,19,31
TRINIDAD,atencion odontologica,primera consulta,2011-10-01,405,602,405,602,1007
TUPIZA,atencion odontologica,primera consulta,2011-10-01,270,393,270,393,663
UMALA,atencion odontologica,primera consulta,2011-10-01,3,10,3,10,13
UNCIA,atencion odontologica,primera consulta,2011-10-01,33,53,33,53,86
URIONDO (A. CONCEPCION),atencion odontologica,primera consulta,2011-10-01,87,133,87,133,220
URUBICHA,atencion odontologica,primera consulta,2011-10-01,17,36,17,36,53
UYUNI,atencion odontologica,primera consulta,2011-10-01,77,110,77,110,187
VACAS,atencion odontologica,primera consulta,2011-10-01,25,22,25,22,47
VALLEGRANDE,atencion odontologica,primera consulta,2011-10-01,55,101,55,101,156
VIACHA,atencion odontologica,primera consulta,2011-10-01,40,51,40,51,91
VILA VILA,atencion odontologica,primera consulta,2011-10-01,14,22,14,22,36
VILLA CHARCAS,atencion odontologica,primera consulta,2011-10-01,18,49,18,49,67
VILLA MONTES,atencion odontologica,primera consulta,2011-10-01,197,372,197,372,569
VILLA NUEVA (LOMA ALTA),atencion odontologica,primera consulta,2011-10-01,29,19,29,19,48
VILLA RIVERO,atencion odontologica,primera consulta,2011-10-01,16,13,16,13,29
VILLA SERRANO,atencion odontologica,primera consulta,2011-10-01,37,41,37,41,78
VILLA TUNARI,atencion odontologica,primera consulta,2011-10-01,177,268,177,268,445
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,primera consulta,2011-10-01,491,580,491,580,1071
VILLAZON,atencion odontologica,primera consulta,2011-10-01,139,215,139,215,354
VINTO,atencion odontologica,primera consulta,2011-10-01,38,90,38,90,128
VITICHI,atencion odontologica,primera consulta,2011-10-01,71,63,71,63,134
WALDO BALLIVIAN,atencion odontologica,primera consulta,2011-10-01,5,26,5,26,31
WARNES,atencion odontologica,primera consulta,2011-10-01,57,120,57,120,177
YACO,atencion odontologica,primera consulta,2011-10-01,13,9,13,9,22
YACUIBA,atencion odontologica,primera consulta,2011-10-01,369,578,369,578,947
YAMPARAEZ,atencion odontologica,primera consulta,2011-10-01,686,648,686,648,1334
YANACACHI,atencion odontologica,primera consulta,2011-10-01,11,13,11,13,24
YAPACANI,atencion odontologica,primera consulta,2011-10-01,60,99,60,99,159
YOCALLA,atencion odontologica,primera consulta,2011-10-01,59,46,59,46,105
YOTALA,atencion odontologica,primera consulta,2011-10-01,36,50,36,50,86
YUNCHARA,atencion odontologica,primera consulta,2011-10-01,25,49,25,49,74
ZUDAÑEZ,atencion odontologica,primera consulta,2011-10-01,115,122,115,122,237
ACACIO,atencion odontologica,primera consulta,2011-11-01,7,14,7,14,21
ACHACACHI,atencion odontologica,primera consulta,2011-11-01,355,469,355,469,824
ACHOCALLA,atencion odontologica,primera consulta,2011-11-01,4,6,4,6,10
AIQUILE,atencion odontologica,primera consulta,2011-11-01,53,63,53,63,116
ALALAY,atencion odontologica,primera consulta,2011-11-01,2,6,2,6,8
ALCALA,atencion odontologica,primera consulta,2011-11-01,18,31,18,31,49
ALTO BENI,atencion odontologica,primera consulta,2011-11-01,14,19,14,19,33
ANCORAIMES,atencion odontologica,primera consulta,2011-11-01,0,1,0,1,1
ANDAMARCA,atencion odontologica,primera consulta,2011-11-01,96,84,96,84,180
ANTEQUERA,atencion odontologica,primera consulta,2011-11-01,6,5,6,5,11
ANZALDO,atencion odontologica,primera consulta,2011-11-01,17,29,17,29,46
APOLO,atencion odontologica,primera consulta,2011-11-01,30,48,30,48,78
ARAMPAMPA,atencion odontologica,primera consulta,2011-11-01,6,8,6,8,14
ARANI,atencion odontologica,primera consulta,2011-11-01,58,31,58,31,89
ARBIETO,atencion odontologica,primera consulta,2011-11-01,14,14,14,14,28
ARQUE,atencion odontologica,primera consulta,2011-11-01,13,42,13,42,55
ASCENCION DE GUARAYOS,atencion odontologica,primera consulta,2011-11-01,54,92,54,92,146
ATOCHA,atencion odontologica,primera consulta,2011-11-01,1062,1059,1062,1059,2121
AYATA,atencion odontologica,primera consulta,2011-11-01,36,35,36,35,71
AYO AYO,atencion odontologica,primera consulta,2011-11-01,64,68,64,68,132
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,primera consulta,2011-11-01,42,41,42,41,83
AZURDUY,atencion odontologica,primera consulta,2011-11-01,589,589,589,589,1178
BATALLAS,atencion odontologica,primera consulta,2011-11-01,30,50,30,50,80
BAURES,atencion odontologica,primera consulta,2011-11-01,20,18,20,18,38
BELEN DE ANDAMARCA,atencion odontologica,primera consulta,2011-11-01,5,15,5,15,20
BELEN DE URMIRI,atencion odontologica,primera consulta,2011-11-01,4,14,4,14,18
BELLA FLOR,atencion odontologica,primera consulta,2011-11-01,20,26,20,26,46
BERMEJO,atencion odontologica,primera consulta,2011-11-01,378,455,378,455,833
BETANZOS,atencion odontologica,primera consulta,2011-11-01,59,110,59,110,169
BOLIVAR,atencion odontologica,primera consulta,2011-11-01,70,106,70,106,176
BOLPEBRA,atencion odontologica,primera consulta,2011-11-01,22,19,22,19,41
BOYUIBE,atencion odontologica,primera consulta,2011-11-01,27,49,27,49,76
BUENA VISTA,atencion odontologica,primera consulta,2011-11-01,4,11,4,11,15
CABEZAS,atencion odontologica,primera consulta,2011-11-01,78,116,78,116,194
CAIROMA,atencion odontologica,primera consulta,2011-11-01,37,43,37,43,80
"CAIZA ""D""",atencion odontologica,primera consulta,2011-11-01,14,29,14,29,43
CAJUATA,atencion odontologica,primera consulta,2011-11-01,50,71,50,71,121
CALACOTO,atencion odontologica,primera consulta,2011-11-01,44,14,44,14,58
CALAMARCA,atencion odontologica,primera consulta,2011-11-01,86,125,86,125,211
CAMARGO,atencion odontologica,primera consulta,2011-11-01,69,98,69,98,167
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,primera consulta,2011-11-01,13,30,13,30,43
CAMIRI,atencion odontologica,primera consulta,2011-11-01,315,403,315,403,718
CAPINOTA,atencion odontologica,primera consulta,2011-11-01,144,129,144,129,273
CAQUIAVIRI,atencion odontologica,primera consulta,2011-11-01,27,42,27,42,69
CARACOLLO,atencion odontologica,primera consulta,2011-11-01,18,23,18,23,41
CARANAVI,atencion odontologica,primera consulta,2011-11-01,188,240,188,240,428
CARAPARI,atencion odontologica,primera consulta,2011-11-01,55,75,55,75,130
CARIPUYO,atencion odontologica,primera consulta,2011-11-01,16,20,16,20,36
CARMEN RIVERO TORREZ,atencion odontologica,primera consulta,2011-11-01,19,36,19,36,55
CATACORA,atencion odontologica,primera consulta,2011-11-01,13,5,13,5,18
CHALLAPATA,atencion odontologica,primera consulta,2011-11-01,95,115,95,115,210
CHAQUI,atencion odontologica,primera consulta,2011-11-01,16,37,16,37,53
CHARAGUA,atencion odontologica,primera consulta,2011-11-01,46,122,46,122,168
CHAYANTA,atencion odontologica,primera consulta,2011-11-01,5,17,5,17,22
CHIMORE,atencion odontologica,primera consulta,2011-11-01,54,60,54,60,114
CHIPAYA,atencion odontologica,primera consulta,2011-11-01,2,7,2,7,9
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,primera consulta,2011-11-01,22,34,22,34,56
CHUMA,atencion odontologica,primera consulta,2011-11-01,68,116,68,116,184
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,primera consulta,2011-11-01,21,82,21,82,103
CKOCHAS,atencion odontologica,primera consulta,2011-11-01,43,65,43,65,108
CLIZA,atencion odontologica,primera consulta,2011-11-01,16,37,16,37,53
COBIJA,atencion odontologica,primera consulta,2011-11-01,86,150,86,150,236
COCAPATA,atencion odontologica,primera consulta,2011-11-01,37,50,37,50,87
COCHABAMBA,atencion odontologica,primera consulta,2011-11-01,1599,2222,1599,2222,3821
COIPASA,atencion odontologica,primera consulta,2011-11-01,16,21,16,21,37
COLCAPIRHUA,atencion odontologica,primera consulta,2011-11-01,69,94,69,94,163
"COLCHA ""K""",atencion odontologica,primera consulta,2011-11-01,40,54,40,54,94
COLLANA,atencion odontologica,primera consulta,2011-11-01,23,23,23,23,46
COLOMI,atencion odontologica,primera consulta,2011-11-01,55,89,55,89,144
COLPA BELGICA,atencion odontologica,primera consulta,2011-11-01,7,13,7,13,20
COLQUECHACA,atencion odontologica,primera consulta,2011-11-01,37,66,37,66,103
COLQUIRI,atencion odontologica,primera consulta,2011-11-01,27,28,27,28,55
COMANCHE,atencion odontologica,primera consulta,2011-11-01,17,33,17,33,50
COMARAPA,atencion odontologica,primera consulta,2011-11-01,88,106,88,106,194
CONCEPCION,atencion odontologica,primera consulta,2011-11-01,3,7,3,7,10
COPACABANA,atencion odontologica,primera consulta,2011-11-01,16,23,16,23,39
CORIPATA,atencion odontologica,primera consulta,2011-11-01,64,90,64,90,154
CORO CORO,atencion odontologica,primera consulta,2011-11-01,11,14,11,14,25
COROICO,atencion odontologica,primera consulta,2011-11-01,10,6,10,6,16
CORQUE,atencion odontologica,primera consulta,2011-11-01,44,47,44,47,91
COTAGAITA,atencion odontologica,primera consulta,2011-11-01,41,44,41,44,85
COTOCA,atencion odontologica,primera consulta,2011-11-01,15,84,15,84,99
CUATRO CAÑADAS,atencion odontologica,primera consulta,2011-11-01,33,65,33,65,98
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,primera consulta,2011-11-01,9,8,9,8,17
CUEVO,atencion odontologica,primera consulta,2011-11-01,20,35,20,35,55
CULPINA,atencion odontologica,primera consulta,2011-11-01,42,80,42,80,122
CURAHUARA DE CARANGAS,atencion odontologica,primera consulta,2011-11-01,1,2,1,2,3
CURVA,atencion odontologica,primera consulta,2011-11-01,5,9,5,9,14
DESAGUADERO,atencion odontologica,primera consulta,2011-11-01,26,44,26,44,70
EL ALTO,atencion odontologica,primera consulta,2011-11-01,8371,9260,8371,9260,17631
EL CHORO,atencion odontologica,primera consulta,2011-11-01,1,7,1,7,8
EL PUENTE(STC),atencion odontologica,primera consulta,2011-11-01,13,20,13,20,33
EL PUENTE(TJA),atencion odontologica,primera consulta,2011-11-01,57,85,57,85,142
EL TORNO,atencion odontologica,primera consulta,2011-11-01,67,145,67,145,212
EL VILLAR,atencion odontologica,primera consulta,2011-11-01,12,35,12,35,47
ENTRE RIOS TRJ,atencion odontologica,primera consulta,2011-11-01,65,113,65,113,178
ENTRE RIOS CBBA,atencion odontologica,primera consulta,2011-11-01,38,59,38,59,97
ESCOMA,atencion odontologica,primera consulta,2011-11-01,46,63,46,63,109
EUCALIPTUS,atencion odontologica,primera consulta,2011-11-01,6,15,6,15,21
FERNANDEZ ALONSO,atencion odontologica,primera consulta,2011-11-01,38,56,38,56,94
FILADELFIA,atencion odontologica,primera consulta,2011-11-01,67,79,67,79,146
GENERAL SAAVEDRA,atencion odontologica,primera consulta,2011-11-01,73,113,73,113,186
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,primera consulta,2011-11-01,58,61,58,61,119
GUANAY,atencion odontologica,primera consulta,2011-11-01,36,52,36,52,88
GUAQUI,atencion odontologica,primera consulta,2011-11-01,30,39,30,39,69
GUAYARAMERIN,atencion odontologica,primera consulta,2011-11-01,187,178,187,178,365
GUTIERREZ,atencion odontologica,primera consulta,2011-11-01,45,78,45,78,123
HUACARETA,atencion odontologica,primera consulta,2011-11-01,121,126,121,126,247
HUACAYA (VILLA DE HUACAYA),atencion odontologica,primera consulta,2011-11-01,99,101,99,101,200
HUACHACALLA,atencion odontologica,primera consulta,2011-11-01,3,4,3,4,7
HUANUNI,atencion odontologica,primera consulta,2011-11-01,67,67,67,67,134
HUARACAJE,atencion odontologica,primera consulta,2011-11-01,4,5,4,5,9
HUARINA,atencion odontologica,primera consulta,2011-11-01,10,15,10,15,25
HUAYLLAMARCA,atencion odontologica,primera consulta,2011-11-01,16,27,16,27,43
HUMANATA,atencion odontologica,primera consulta,2011-11-01,31,40,31,40,71
ICLA,atencion odontologica,primera consulta,2011-11-01,127,123,127,123,250
INCAHUASI,atencion odontologica,primera consulta,2011-11-01,156,185,156,185,341
INQUISIVI,atencion odontologica,primera consulta,2011-11-01,11,17,11,17,28
IRUPANA (VILLA DE LANZA),atencion odontologica,primera consulta,2011-11-01,46,70,46,70,116
IXIAMAS,atencion odontologica,primera consulta,2011-11-01,14,10,14,10,24
JESUS DE MACHACA,atencion odontologica,primera consulta,2011-11-01,139,201,139,201,340
LA ASUNTA,atencion odontologica,primera consulta,2011-11-01,116,117,116,117,233
LA GUARDIA,atencion odontologica,primera consulta,2011-11-01,90,190,90,190,280
LA PAZ,atencion odontologica,primera consulta,2011-11-01,3504,4212,3504,4212,7716
LAGUNILLAS,atencion odontologica,primera consulta,2011-11-01,8,26,8,26,34
LAJA,atencion odontologica,primera consulta,2011-11-01,83,136,83,136,219
LAS CARRERAS,atencion odontologica,primera consulta,2011-11-01,47,37,47,37,84
LICOMA PAMPA,atencion odontologica,primera consulta,2011-11-01,10,15,10,15,25
LLALLAGUA,atencion odontologica,primera consulta,2011-11-01,83,157,83,157,240
LLICA,atencion odontologica,primera consulta,2011-11-01,27,48,27,48,75
LORETO,atencion odontologica,primera consulta,2011-11-01,18,24,18,24,42
LURIBAY,atencion odontologica,primera consulta,2011-11-01,20,23,20,23,43
MACHACAMARCA,atencion odontologica,primera consulta,2011-11-01,11,23,11,23,34
MACHARETI,atencion odontologica,primera consulta,2011-11-01,164,205,164,205,369
MAGDALENA,atencion odontologica,primera consulta,2011-11-01,798,613,798,613,1411
MAIRANA,atencion odontologica,primera consulta,2011-11-01,32,57,32,57,89
MALLA,atencion odontologica,primera consulta,2011-11-01,8,11,8,11,19
MAPIRI,atencion odontologica,primera consulta,2011-11-01,107,117,107,117,224
MECAPACA,atencion odontologica,primera consulta,2011-11-01,23,39,23,39,62
MINEROS,atencion odontologica,primera consulta,2011-11-01,202,233,202,233,435
MIZQUE,atencion odontologica,primera consulta,2011-11-01,33,76,33,76,109
MOCOMOCO,atencion odontologica,primera consulta,2011-11-01,84,103,84,103,187
MOJOCOYA,atencion odontologica,primera consulta,2011-11-01,67,113,67,113,180
MONTEAGUDO,atencion odontologica,primera consulta,2011-11-01,58,96,58,96,154
MONTERO,atencion odontologica,primera consulta,2011-11-01,448,416,448,416,864
MORO MORO,atencion odontologica,primera consulta,2011-11-01,16,18,16,18,34
MOROCHATA,atencion odontologica,primera consulta,2011-11-01,8,19,8,19,27
OCURI,atencion odontologica,primera consulta,2011-11-01,31,51,31,51,82
OKINAWA,atencion odontologica,primera consulta,2011-11-01,9,27,9,27,36
OMEREQUE,atencion odontologica,primera consulta,2011-11-01,6,6,6,6,12
ORURO,atencion odontologica,primera consulta,2011-11-01,678,1049,678,1049,1727
PADCAYA,atencion odontologica,primera consulta,2011-11-01,140,172,140,172,312
PADILLA,atencion odontologica,primera consulta,2011-11-01,244,291,244,291,535
PAILON,atencion odontologica,primera consulta,2011-11-01,26,44,26,44,70
PALCA,atencion odontologica,primera consulta,2011-11-01,47,55,47,55,102
PALOS BLANCOS,atencion odontologica,primera consulta,2011-11-01,68,169,68,169,237
PAMPA AULLAGAS,atencion odontologica,primera consulta,2011-11-01,7,10,7,10,17
PAMPA GRANDE,atencion odontologica,primera consulta,2011-11-01,23,39,23,39,62
PAPEL PAMPA,atencion odontologica,primera consulta,2011-11-01,18,31,18,31,49
PASORAPA,atencion odontologica,primera consulta,2011-11-01,0,2,0,2,2
PATACAMAYA,atencion odontologica,primera consulta,2011-11-01,34,59,34,59,93
PAZÑA,atencion odontologica,primera consulta,2011-11-01,61,59,61,59,120
PELECHUCO,atencion odontologica,primera consulta,2011-11-01,23,34,23,34,57
