,group,variable,month,PERIODONCIAS CANTIDAD,PERIODONCIAS CANTIDAD,TOTALES,TOTALES,TOTALES
AYO AYO,atencion odontologica,periodoncias,2011-10-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,periodoncias,2011-10-01,6,42,6,42,48
AZURDUY,atencion odontologica,periodoncias,2011-10-01,0,1,0,1,1
BAURES,atencion odontologica,periodoncias,2011-10-01,0,1,0,1,1
BELLA FLOR,atencion odontologica,periodoncias,2011-10-01,0,2,0,2,2
BERMEJO,atencion odontologica,periodoncias,2011-10-01,22,29,22,29,51
BETANZOS,atencion odontologica,periodoncias,2011-10-01,0,1,0,1,1
BOLIVAR,atencion odontologica,periodoncias,2011-10-01,0,2,0,2,2
CABEZAS,atencion odontologica,periodoncias,2011-10-01,10,31,10,31,41
CALACOTO,atencion odontologica,periodoncias,2011-10-01,3,3,3,3,6
CAMARGO,atencion odontologica,periodoncias,2011-10-01,3,7,3,7,10
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,periodoncias,2011-10-01,1,1,1,1,2
CAMIRI,atencion odontologica,periodoncias,2011-10-01,14,101,14,101,115
CAPINOTA,atencion odontologica,periodoncias,2011-10-01,2,4,2,4,6
CARACOLLO,atencion odontologica,periodoncias,2011-10-01,5,8,5,8,13
CARANAVI,atencion odontologica,periodoncias,2011-10-01,0,9,0,9,9
CARAPARI,atencion odontologica,periodoncias,2011-10-01,10,28,10,28,38
CARMEN RIVERO TORREZ,atencion odontologica,periodoncias,2011-10-01,1,9,1,9,10
CATACORA,atencion odontologica,periodoncias,2011-10-01,2,0,2,0,2
CHALLAPATA,atencion odontologica,periodoncias,2011-10-01,2,4,2,4,6
CHARAGUA,atencion odontologica,periodoncias,2011-10-01,2,3,2,3,5
CHARAÑA,atencion odontologica,periodoncias,2011-10-01,6,11,6,11,17
CHIMORE,atencion odontologica,periodoncias,2011-10-01,1,8,1,8,9
CHIPAYA,atencion odontologica,periodoncias,2011-10-01,0,2,0,2,2
CHOQUE COTA,atencion odontologica,periodoncias,2011-10-01,0,3,0,3,3
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncias,2011-10-01,1,2,1,2,3
CHUMA,atencion odontologica,periodoncias,2011-10-01,1,6,1,6,7
CLIZA,atencion odontologica,periodoncias,2011-10-01,8,45,8,45,53
COBIJA,atencion odontologica,periodoncias,2011-10-01,9,17,9,17,26
COCAPATA,atencion odontologica,periodoncias,2011-10-01,6,10,6,10,16
COCHABAMBA,atencion odontologica,periodoncias,2011-10-01,451,803,451,803,1254
COIPASA,atencion odontologica,periodoncias,2011-10-01,0,4,0,4,4
COLCAPIRHUA,atencion odontologica,periodoncias,2011-10-01,3,16,3,16,19
COLOMI,atencion odontologica,periodoncias,2011-10-01,3,20,3,20,23
COLPA BELGICA,atencion odontologica,periodoncias,2011-10-01,1,17,1,17,18
COLQUECHACA,atencion odontologica,periodoncias,2011-10-01,0,1,0,1,1
COLQUIRI,atencion odontologica,periodoncias,2011-10-01,5,5,5,5,10
COMARAPA,atencion odontologica,periodoncias,2011-10-01,4,2,4,2,6
CONCEPCION,atencion odontologica,periodoncias,2011-10-01,1,4,1,4,5
CORIPATA,atencion odontologica,periodoncias,2011-10-01,1,0,1,0,1
CORO CORO,atencion odontologica,periodoncias,2011-10-01,1,1,1,1,2
COROICO,atencion odontologica,periodoncias,2011-10-01,1,2,1,2,3
CORQUE,atencion odontologica,periodoncias,2011-10-01,1,3,1,3,4
COTAGAITA,atencion odontologica,periodoncias,2011-10-01,4,11,4,11,15
COTOCA,atencion odontologica,periodoncias,2011-10-01,5,15,5,15,20
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,periodoncias,2011-10-01,1,8,1,8,9
CUEVO,atencion odontologica,periodoncias,2011-10-01,0,2,0,2,2
CULPINA,atencion odontologica,periodoncias,2011-10-01,1,0,1,0,1
CURAHUARA DE CARANGAS,atencion odontologica,periodoncias,2011-10-01,0,5,0,5,5
EL ALTO,atencion odontologica,periodoncias,2011-10-01,166,250,166,250,416
EL CHORO,atencion odontologica,periodoncias,2011-10-01,0,1,0,1,1
EL PUENTE(STC),atencion odontologica,periodoncias,2011-10-01,1,0,1,0,1
EL PUENTE(TJA),atencion odontologica,periodoncias,2011-10-01,2,3,2,3,5
EL TORNO,atencion odontologica,periodoncias,2011-10-01,9,22,9,22,31
EL VILLAR,atencion odontologica,periodoncias,2011-10-01,4,10,4,10,14
ENTRE RIOS TRJ,atencion odontologica,periodoncias,2011-10-01,1,0,1,0,1
ENTRE RIOS CBBA,atencion odontologica,periodoncias,2011-10-01,17,34,17,34,51
EUCALIPTUS,atencion odontologica,periodoncias,2011-10-01,0,5,0,5,5
FERNANDEZ ALONSO,atencion odontologica,periodoncias,2011-10-01,4,4,4,4,8
FILADELFIA,atencion odontologica,periodoncias,2011-10-01,2,1,2,1,3
GENERAL SAAVEDRA,atencion odontologica,periodoncias,2011-10-01,1,8,1,8,9
GUANAY,atencion odontologica,periodoncias,2011-10-01,3,16,3,16,19
GUAYARAMERIN,atencion odontologica,periodoncias,2011-10-01,15,25,15,25,40
GUTIERREZ,atencion odontologica,periodoncias,2011-10-01,0,7,0,7,7
HUACARETA,atencion odontologica,periodoncias,2011-10-01,0,4,0,4,4
HUACAYA (VILLA DE HUACAYA),atencion odontologica,periodoncias,2011-10-01,0,4,0,4,4
HUACHACALLA,atencion odontologica,periodoncias,2011-10-01,1,1,1,1,2
HUANUNI,atencion odontologica,periodoncias,2011-10-01,7,3,7,3,10
HUARACAJE,atencion odontologica,periodoncias,2011-10-01,5,7,5,7,12
HUMANATA,atencion odontologica,periodoncias,2011-10-01,1,2,1,2,3
ICLA,atencion odontologica,periodoncias,2011-10-01,2,9,2,9,11
INQUISIVI,atencion odontologica,periodoncias,2011-10-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncias,2011-10-01,0,3,0,3,3
IXIAMAS,atencion odontologica,periodoncias,2011-10-01,0,2,0,2,2
JESUS DE MACHACA,atencion odontologica,periodoncias,2011-10-01,0,6,0,6,6
LA ASUNTA,atencion odontologica,periodoncias,2011-10-01,5,3,5,3,8
LA GUARDIA,atencion odontologica,periodoncias,2011-10-01,1,19,1,19,20
LA PAZ,atencion odontologica,periodoncias,2011-10-01,387,590,387,590,977
LAGUNILLAS,atencion odontologica,periodoncias,2011-10-01,8,9,8,9,17
LAJA,atencion odontologica,periodoncias,2011-10-01,2,4,2,4,6
LAS CARRERAS,atencion odontologica,periodoncias,2011-10-01,3,2,3,2,5
LLALLAGUA,atencion odontologica,periodoncias,2011-10-01,0,10,0,10,10
MACHACAMARCA,atencion odontologica,periodoncias,2011-10-01,1,1,1,1,2
MACHARETI,atencion odontologica,periodoncias,2011-10-01,1,1,1,1,2
MAGDALENA,atencion odontologica,periodoncias,2011-10-01,0,1,0,1,1
MAIRANA,atencion odontologica,periodoncias,2011-10-01,4,19,4,19,23
MAPIRI,atencion odontologica,periodoncias,2011-10-01,2,6,2,6,8
MECAPACA,atencion odontologica,periodoncias,2011-10-01,0,1,0,1,1
MINEROS,atencion odontologica,periodoncias,2011-10-01,7,10,7,10,17
MIZQUE,atencion odontologica,periodoncias,2011-10-01,7,15,7,15,22
MOCOMOCO,atencion odontologica,periodoncias,2011-10-01,6,1,6,1,7
MOJOCOYA,atencion odontologica,periodoncias,2011-10-01,2,3,2,3,5
MONTEAGUDO,atencion odontologica,periodoncias,2011-10-01,3,14,3,14,17
MONTERO,atencion odontologica,periodoncias,2011-10-01,39,61,39,61,100
MOROCHATA,atencion odontologica,periodoncias,2011-10-01,2,4,2,4,6
OKINAWA,atencion odontologica,periodoncias,2011-10-01,2,1,2,1,3
OMEREQUE,atencion odontologica,periodoncias,2011-10-01,0,2,0,2,2
ORURO,atencion odontologica,periodoncias,2011-10-01,95,106,95,106,201
PADCAYA,atencion odontologica,periodoncias,2011-10-01,10,22,10,22,32
PADILLA,atencion odontologica,periodoncias,2011-10-01,8,2,8,2,10
PAILON,atencion odontologica,periodoncias,2011-10-01,1,3,1,3,4
PALCA,atencion odontologica,periodoncias,2011-10-01,10,36,10,36,46
PALOS BLANCOS,atencion odontologica,periodoncias,2011-10-01,1,1,1,1,2
PAMPA AULLAGAS,atencion odontologica,periodoncias,2011-10-01,0,1,0,1,1
PAMPA GRANDE,atencion odontologica,periodoncias,2011-10-01,0,3,0,3,3
PAPEL PAMPA,atencion odontologica,periodoncias,2011-10-01,0,1,0,1,1
PATACAMAYA,atencion odontologica,periodoncias,2011-10-01,1,6,1,6,7
POCOATA,atencion odontologica,periodoncias,2011-10-01,0,1,0,1,1
POCONA,atencion odontologica,periodoncias,2011-10-01,2,4,2,4,6
POJO (CBBA),atencion odontologica,periodoncias,2011-10-01,6,13,6,13,19
POOPO,atencion odontologica,periodoncias,2011-10-01,1,3,1,3,4
PORONGO,atencion odontologica,periodoncias,2011-10-01,0,5,0,5,5
PORTACHUELO,atencion odontologica,periodoncias,2011-10-01,2,5,2,5,7
PORVENIR,atencion odontologica,periodoncias,2011-10-01,0,1,0,1,1
POSTRER VALLE,atencion odontologica,periodoncias,2011-10-01,0,2,0,2,2
POTOSI,atencion odontologica,periodoncias,2011-10-01,33,70,33,70,103
PRESTO,atencion odontologica,periodoncias,2011-10-01,0,1,0,1,1
PUERTO CARABUCO,atencion odontologica,periodoncias,2011-10-01,4,3,4,3,7
PUERTO QUIJARRO,atencion odontologica,periodoncias,2011-10-01,0,2,0,2,2
PUERTO RICO,atencion odontologica,periodoncias,2011-10-01,10,22,10,22,32
PUERTO SUAREZ,atencion odontologica,periodoncias,2011-10-01,0,3,0,3,3
PUERTO VILLARROEL,atencion odontologica,periodoncias,2011-10-01,3,44,3,44,47
PUNA,atencion odontologica,periodoncias,2011-10-01,1,4,1,4,5
PUNATA,atencion odontologica,periodoncias,2011-10-01,4,21,4,21,25
QUILLACOLLO,atencion odontologica,periodoncias,2011-10-01,9,39,9,39,48
QUIME,atencion odontologica,periodoncias,2011-10-01,2,2,2,2,4
REYES,atencion odontologica,periodoncias,2011-10-01,37,5,37,5,42
RIBERALTA,atencion odontologica,periodoncias,2011-10-01,87,254,87,254,341
ROBORE,atencion odontologica,periodoncias,2011-10-01,6,4,6,4,10
RURRENABAQUE,atencion odontologica,periodoncias,2011-10-01,17,33,17,33,50
SABAYA,atencion odontologica,periodoncias,2011-10-01,0,12,0,12,12
SACABA,atencion odontologica,periodoncias,2011-10-01,61,98,61,98,159
SACABAMBA,atencion odontologica,periodoncias,2011-10-01,0,5,0,5,5
SAIPINA,atencion odontologica,periodoncias,2011-10-01,0,1,0,1,1
SALINAS DE GARCI MENDOZA,atencion odontologica,periodoncias,2011-10-01,0,1,0,1,1
SAMAIPATA,atencion odontologica,periodoncias,2011-10-01,6,7,6,7,13
SAN ANDRES DE MACHACA,atencion odontologica,periodoncias,2011-10-01,2,2,2,2,4
SAN ANTONIO DE LOMERIO,atencion odontologica,periodoncias,2011-10-01,0,5,0,5,5
SAN BENITO,atencion odontologica,periodoncias,2011-10-01,9,15,9,15,24
SAN BORJA,atencion odontologica,periodoncias,2011-10-01,14,7,14,7,21
SAN BUENA VENTURA,atencion odontologica,periodoncias,2011-10-01,4,8,4,8,12
SAN CARLOS,atencion odontologica,periodoncias,2011-10-01,23,13,23,13,36
SAN IGNACIO,atencion odontologica,periodoncias,2011-10-01,7,7,7,7,14
SAN IGNACIO DE VELASCO,atencion odontologica,periodoncias,2011-10-01,1,3,1,3,4
SAN JAVIER(BNI),atencion odontologica,periodoncias,2011-10-01,1,0,1,0,1
SAN JAVIER(STC),atencion odontologica,periodoncias,2011-10-01,1,1,1,1,2
SAN JOSE DE CHIQUITOS,atencion odontologica,periodoncias,2011-10-01,1,0,1,0,1
SAN JULIAN,atencion odontologica,periodoncias,2011-10-01,2,7,2,7,9
SAN LORENZO(PND),atencion odontologica,periodoncias,2011-10-01,0,5,0,5,5
SAN LORENZO(TJA),atencion odontologica,periodoncias,2011-10-01,1,5,1,5,6
SAN PEDRO,atencion odontologica,periodoncias,2011-10-01,2,15,2,15,17
SAN PEDRO DE BUENA VISTA,atencion odontologica,periodoncias,2011-10-01,1,6,1,6,7
SAN RAFAEL,atencion odontologica,periodoncias,2011-10-01,13,28,13,28,41
SAN RAMON SCZ,atencion odontologica,periodoncias,2011-10-01,4,17,4,17,21
SANTA CRUZ DE LA SIERRA,atencion odontologica,periodoncias,2011-10-01,354,741,354,741,1095
SANTA ROSA,atencion odontologica,periodoncias,2011-10-01,1,2,1,2,3
SANTA ROSA DEL SARA,atencion odontologica,periodoncias,2011-10-01,4,2,4,2,6
SANTIAGO DE HUARI,atencion odontologica,periodoncias,2011-10-01,1,2,1,2,3
SANTIAGO DE HUATA,atencion odontologica,periodoncias,2011-10-01,0,6,0,6,6
SANTIAGO DE MACHACA,atencion odontologica,periodoncias,2011-10-01,0,1,0,1,1
SANTUARIO DE QUILLACAS,atencion odontologica,periodoncias,2011-10-01,0,3,0,3,3
SHINAOTA,atencion odontologica,periodoncias,2011-10-01,1,5,1,5,6
SICA SICA (VILLA AROMA),atencion odontologica,periodoncias,2011-10-01,7,18,7,18,25
SIPE SIPE,atencion odontologica,periodoncias,2011-10-01,3,16,3,16,19
SOPACHUY,atencion odontologica,periodoncias,2011-10-01,1,42,1,42,43
SORACACHI,atencion odontologica,periodoncias,2011-10-01,2,0,2,0,2
SORATA,atencion odontologica,periodoncias,2011-10-01,2,5,2,5,7
SUCRE,atencion odontologica,periodoncias,2011-10-01,284,291,284,291,575
TAPACARI,atencion odontologica,periodoncias,2011-10-01,2,5,2,5,7
TARABUCO,atencion odontologica,periodoncias,2011-10-01,1,13,1,13,14
TARATA,atencion odontologica,periodoncias,2011-10-01,14,19,14,19,33
TARIJA,atencion odontologica,periodoncias,2011-10-01,165,290,165,290,455
TARVITA,atencion odontologica,periodoncias,2011-10-01,1,5,1,5,6
TIAWANACU,atencion odontologica,periodoncias,2011-10-01,2,4,2,4,6
TIPUANI,atencion odontologica,periodoncias,2011-10-01,1,11,1,11,12
TIQUIPAYA,atencion odontologica,periodoncias,2011-10-01,22,112,22,112,134
TIRAQUE (CBBA),atencion odontologica,periodoncias,2011-10-01,4,6,4,6,10
TOCO,atencion odontologica,periodoncias,2011-10-01,11,21,11,21,32
TOLATA,atencion odontologica,periodoncias,2011-10-01,19,17,19,17,36
TOLEDO,atencion odontologica,periodoncias,2011-10-01,3,0,3,0,3
TOMINA,atencion odontologica,periodoncias,2011-10-01,6,11,6,11,17
TORO TORO,atencion odontologica,periodoncias,2011-10-01,1,2,1,2,3
TOTORA(CBBA),atencion odontologica,periodoncias,2011-10-01,1,4,1,4,5
TOTORA(ORR),atencion odontologica,periodoncias,2011-10-01,3,0,3,0,3
TRIGAL,atencion odontologica,periodoncias,2011-10-01,0,7,0,7,7
TRINIDAD,atencion odontologica,periodoncias,2011-10-01,31,50,31,50,81
TUPIZA,atencion odontologica,periodoncias,2011-10-01,98,87,98,87,185
TURCO,atencion odontologica,periodoncias,2011-10-01,1,0,1,0,1
UMALA,atencion odontologica,periodoncias,2011-10-01,0,1,0,1,1
URIONDO (A. CONCEPCION),atencion odontologica,periodoncias,2011-10-01,7,12,7,12,19
URUBICHA,atencion odontologica,periodoncias,2011-10-01,1,0,1,0,1
UYUNI,atencion odontologica,periodoncias,2011-10-01,3,5,3,5,8
VACAS,atencion odontologica,periodoncias,2011-10-01,0,2,0,2,2
VALLEGRANDE,atencion odontologica,periodoncias,2011-10-01,1,12,1,12,13
VIACHA,atencion odontologica,periodoncias,2011-10-01,35,33,35,33,68
VILA VILA,atencion odontologica,periodoncias,2011-10-01,0,4,0,4,4
VILLA CHARCAS,atencion odontologica,periodoncias,2011-10-01,0,2,0,2,2
VILLA MONTES,atencion odontologica,periodoncias,2011-10-01,3,25,3,25,28
VILLA RIVERO,atencion odontologica,periodoncias,2011-10-01,1,3,1,3,4
VILLA SERRANO,atencion odontologica,periodoncias,2011-10-01,1,3,1,3,4
VILLA TUNARI,atencion odontologica,periodoncias,2011-10-01,45,64,45,64,109
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,periodoncias,2011-10-01,4,3,4,3,7
VILLAZON,atencion odontologica,periodoncias,2011-10-01,4,10,4,10,14
VINTO,atencion odontologica,periodoncias,2011-10-01,10,32,10,32,42
VITICHI,atencion odontologica,periodoncias,2011-10-01,2,1,2,1,3
WARNES,atencion odontologica,periodoncias,2011-10-01,3,9,3,9,12
YACUIBA,atencion odontologica,periodoncias,2011-10-01,45,63,45,63,108
YANACACHI,atencion odontologica,periodoncias,2011-10-01,0,1,0,1,1
YAPACANI,atencion odontologica,periodoncias,2011-10-01,3,12,3,12,15
YOCALLA,atencion odontologica,periodoncias,2011-10-01,2,4,2,4,6
YOTALA,atencion odontologica,periodoncias,2011-10-01,4,10,4,10,14
YUNCHARA,atencion odontologica,periodoncias,2011-10-01,0,2,0,2,2
ACACIO,atencion odontologica,periodoncias,2011-11-01,6,9,6,9,15
ACHACACHI,atencion odontologica,periodoncias,2011-11-01,17,17,17,17,34
ACHOCALLA,atencion odontologica,periodoncias,2011-11-01,26,32,26,32,58
AIQUILE,atencion odontologica,periodoncias,2011-11-01,7,25,7,25,32
ALCALA,atencion odontologica,periodoncias,2011-11-01,2,7,2,7,9
ALTO BENI,atencion odontologica,periodoncias,2011-11-01,0,1,0,1,1
ANDAMARCA,atencion odontologica,periodoncias,2011-11-01,1,1,1,1,2
ANTEQUERA,atencion odontologica,periodoncias,2011-11-01,0,2,0,2,2
ANZALDO,atencion odontologica,periodoncias,2011-11-01,2,9,2,9,11
APOLO,atencion odontologica,periodoncias,2011-11-01,1,1,1,1,2
ARAMPAMPA,atencion odontologica,periodoncias,2011-11-01,0,1,0,1,1
ARANI,atencion odontologica,periodoncias,2011-11-01,18,0,18,0,18
ARBIETO,atencion odontologica,periodoncias,2011-11-01,10,16,10,16,26
ARQUE,atencion odontologica,periodoncias,2011-11-01,0,3,0,3,3
ASCENCION DE GUARAYOS,atencion odontologica,periodoncias,2011-11-01,1,9,1,9,10
ATOCHA,atencion odontologica,periodoncias,2011-11-01,5,6,5,6,11
AUCAPATA,atencion odontologica,periodoncias,2011-11-01,1,4,1,4,5
AYO AYO,atencion odontologica,periodoncias,2011-11-01,0,10,0,10,10
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,periodoncias,2011-11-01,24,33,24,33,57
AZURDUY,atencion odontologica,periodoncias,2011-11-01,0,2,0,2,2
BELEN DE ANDAMARCA,atencion odontologica,periodoncias,2011-11-01,0,1,0,1,1
BELLA FLOR,atencion odontologica,periodoncias,2011-11-01,0,1,0,1,1
BERMEJO,atencion odontologica,periodoncias,2011-11-01,13,49,13,49,62
BETANZOS,atencion odontologica,periodoncias,2011-11-01,1,1,1,1,2
BOLIVAR,atencion odontologica,periodoncias,2011-11-01,0,1,0,1,1
BUENA VISTA,atencion odontologica,periodoncias,2011-11-01,1,0,1,0,1
CABEZAS,atencion odontologica,periodoncias,2011-11-01,8,14,8,14,22
CAIROMA,atencion odontologica,periodoncias,2011-11-01,1,0,1,0,1
CAMARGO,atencion odontologica,periodoncias,2011-11-01,3,10,3,10,13
CAMIRI,atencion odontologica,periodoncias,2011-11-01,30,65,30,65,95
CAPINOTA,atencion odontologica,periodoncias,2011-11-01,3,1,3,1,4
CARACOLLO,atencion odontologica,periodoncias,2011-11-01,5,8,5,8,13
CARANAVI,atencion odontologica,periodoncias,2011-11-01,1,10,1,10,11
CARAPARI,atencion odontologica,periodoncias,2011-11-01,5,18,5,18,23
CARMEN RIVERO TORREZ,atencion odontologica,periodoncias,2011-11-01,4,10,4,10,14
CATACORA,atencion odontologica,periodoncias,2011-11-01,1,1,1,1,2
CHALLAPATA,atencion odontologica,periodoncias,2011-11-01,4,8,4,8,12
CHARAGUA,atencion odontologica,periodoncias,2011-11-01,6,3,6,3,9
CHIMORE,atencion odontologica,periodoncias,2011-11-01,0,8,0,8,8
CHOQUE COTA,atencion odontologica,periodoncias,2011-11-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncias,2011-11-01,2,2,2,2,4
CHUMA,atencion odontologica,periodoncias,2011-11-01,2,6,2,6,8
CKOCHAS,atencion odontologica,periodoncias,2011-11-01,0,2,0,2,2
CLIZA,atencion odontologica,periodoncias,2011-11-01,28,77,28,77,105
COBIJA,atencion odontologica,periodoncias,2011-11-01,12,9,12,9,21
COCAPATA,atencion odontologica,periodoncias,2011-11-01,0,4,0,4,4
COCHABAMBA,atencion odontologica,periodoncias,2011-11-01,701,941,701,941,1642
COIPASA,atencion odontologica,periodoncias,2011-11-01,11,3,11,3,14
COLCAPIRHUA,atencion odontologica,periodoncias,2011-11-01,2,21,2,21,23
COLOMI,atencion odontologica,periodoncias,2011-11-01,4,13,4,13,17
COLPA BELGICA,atencion odontologica,periodoncias,2011-11-01,1,9,1,9,10
COLQUECHACA,atencion odontologica,periodoncias,2011-11-01,0,2,0,2,2
COLQUIRI,atencion odontologica,periodoncias,2011-11-01,10,7,10,7,17
COMANCHE,atencion odontologica,periodoncias,2011-11-01,1,1,1,1,2
COMARAPA,atencion odontologica,periodoncias,2011-11-01,4,5,4,5,9
CONCEPCION,atencion odontologica,periodoncias,2011-11-01,2,10,2,10,12
COROICO,atencion odontologica,periodoncias,2011-11-01,2,8,2,8,10
COTAGAITA,atencion odontologica,periodoncias,2011-11-01,3,1,3,1,4
COTOCA,atencion odontologica,periodoncias,2011-11-01,2,3,2,3,5
CUATRO CAÑADAS,atencion odontologica,periodoncias,2011-11-01,0,1,0,1,1
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,periodoncias,2011-11-01,6,7,6,7,13
CUEVO,atencion odontologica,periodoncias,2011-11-01,0,2,0,2,2
CULPINA,atencion odontologica,periodoncias,2011-11-01,0,4,0,4,4
CURAHUARA DE CARANGAS,atencion odontologica,periodoncias,2011-11-01,1,5,1,5,6
EL ALTO,atencion odontologica,periodoncias,2011-11-01,109,215,109,215,324
EL CHORO,atencion odontologica,periodoncias,2011-11-01,0,1,0,1,1
EL PUENTE(STC),atencion odontologica,periodoncias,2011-11-01,2,0,2,0,2
EL PUENTE(TJA),atencion odontologica,periodoncias,2011-11-01,1,3,1,3,4
EL TORNO,atencion odontologica,periodoncias,2011-11-01,3,24,3,24,27
EL VILLAR,atencion odontologica,periodoncias,2011-11-01,3,5,3,5,8
ENTRE RIOS TRJ,atencion odontologica,periodoncias,2011-11-01,2,7,2,7,9
ENTRE RIOS CBBA,atencion odontologica,periodoncias,2011-11-01,0,9,0,9,9
FERNANDEZ ALONSO,atencion odontologica,periodoncias,2011-11-01,3,11,3,11,14
FILADELFIA,atencion odontologica,periodoncias,2011-11-01,1,0,1,0,1
GENERAL SAAVEDRA,atencion odontologica,periodoncias,2011-11-01,0,4,0,4,4
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,periodoncias,2011-11-01,1,2,1,2,3
GUANAY,atencion odontologica,periodoncias,2011-11-01,1,7,1,7,8
GUAYARAMERIN,atencion odontologica,periodoncias,2011-11-01,7,17,7,17,24
GUTIERREZ,atencion odontologica,periodoncias,2011-11-01,1,11,1,11,12
HUACARETA,atencion odontologica,periodoncias,2011-11-01,1,10,1,10,11
HUANUNI,atencion odontologica,periodoncias,2011-11-01,5,6,5,6,11
HUARACAJE,atencion odontologica,periodoncias,2011-11-01,3,8,3,8,11
HUAYLLAMARCA,atencion odontologica,periodoncias,2011-11-01,0,1,0,1,1
ICLA,atencion odontologica,periodoncias,2011-11-01,4,1,4,1,5
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncias,2011-11-01,0,6,0,6,6
JESUS DE MACHACA,atencion odontologica,periodoncias,2011-11-01,1,6,1,6,7
LA ASUNTA,atencion odontologica,periodoncias,2011-11-01,1,2,1,2,3
LA GUARDIA,atencion odontologica,periodoncias,2011-11-01,18,25,18,25,43
LA PAZ,atencion odontologica,periodoncias,2011-11-01,430,584,430,584,1014
LAGUNILLAS,atencion odontologica,periodoncias,2011-11-01,2,3,2,3,5
LAJA,atencion odontologica,periodoncias,2011-11-01,0,1,0,1,1
LAS CARRERAS,atencion odontologica,periodoncias,2011-11-01,4,2,4,2,6
LICOMA PAMPA,atencion odontologica,periodoncias,2011-11-01,1,1,1,1,2
LLALLAGUA,atencion odontologica,periodoncias,2011-11-01,1,8,1,8,9
LLICA,atencion odontologica,periodoncias,2011-11-01,5,0,5,0,5
LORETO,atencion odontologica,periodoncias,2011-11-01,3,14,3,14,17
MACHACAMARCA,atencion odontologica,periodoncias,2011-11-01,0,1,0,1,1
MACHARETI,atencion odontologica,periodoncias,2011-11-01,0,2,0,2,2
MAGDALENA,atencion odontologica,periodoncias,2011-11-01,0,3,0,3,3
MAIRANA,atencion odontologica,periodoncias,2011-11-01,0,6,0,6,6
MALLA,atencion odontologica,periodoncias,2011-11-01,1,1,1,1,2
MAPIRI,atencion odontologica,periodoncias,2011-11-01,3,4,3,4,7
MECAPACA,atencion odontologica,periodoncias,2011-11-01,8,11,8,11,19
MINEROS,atencion odontologica,periodoncias,2011-11-01,0,2,0,2,2
MIZQUE,atencion odontologica,periodoncias,2011-11-01,0,10,0,10,10
MOCOMOCO,atencion odontologica,periodoncias,2011-11-01,2,1,2,1,3
MOJOCOYA,atencion odontologica,periodoncias,2011-11-01,0,2,0,2,2
MONTEAGUDO,atencion odontologica,periodoncias,2011-11-01,5,13,5,13,18
MONTERO,atencion odontologica,periodoncias,2011-11-01,35,75,35,75,110
MOROCHATA,atencion odontologica,periodoncias,2011-11-01,0,4,0,4,4
OKINAWA,atencion odontologica,periodoncias,2011-11-01,0,3,0,3,3
OMEREQUE,atencion odontologica,periodoncias,2011-11-01,0,2,0,2,2
ORURO,atencion odontologica,periodoncias,2011-11-01,99,151,99,151,250
PADCAYA,atencion odontologica,periodoncias,2011-11-01,6,9,6,9,15
PADILLA,atencion odontologica,periodoncias,2011-11-01,1,12,1,12,13
PAILON,atencion odontologica,periodoncias,2011-11-01,1,2,1,2,3
PALCA,atencion odontologica,periodoncias,2011-11-01,1,2,1,2,3
PALOS BLANCOS,atencion odontologica,periodoncias,2011-11-01,1,1,1,1,2
PAMPA AULLAGAS,atencion odontologica,periodoncias,2011-11-01,0,1,0,1,1
PAMPA GRANDE,atencion odontologica,periodoncias,2011-11-01,0,3,0,3,3
PASORAPA,atencion odontologica,periodoncias,2011-11-01,1,0,1,0,1
PATACAMAYA,atencion odontologica,periodoncias,2011-11-01,0,8,0,8,8
PELECHUCO,atencion odontologica,periodoncias,2011-11-01,1,0,1,0,1
POCOATA,atencion odontologica,periodoncias,2011-11-01,0,1,0,1,1
POCONA,atencion odontologica,periodoncias,2011-11-01,3,7,3,7,10
POJO (CBBA),atencion odontologica,periodoncias,2011-11-01,14,36,14,36,50
POOPO,atencion odontologica,periodoncias,2011-11-01,2,12,2,12,14
POROMA,atencion odontologica,periodoncias,2011-11-01,1,0,1,0,1
PORONGO,atencion odontologica,periodoncias,2011-11-01,2,1,2,1,3
PORTACHUELO,atencion odontologica,periodoncias,2011-11-01,3,4,3,4,7
PORVENIR,atencion odontologica,periodoncias,2011-11-01,1,4,1,4,5
POSTRER VALLE,atencion odontologica,periodoncias,2011-11-01,0,1,0,1,1
POTOSI,atencion odontologica,periodoncias,2011-11-01,35,62,35,62,97
PUCARA,atencion odontologica,periodoncias,2011-11-01,1,0,1,0,1
PUCARANI,atencion odontologica,periodoncias,2011-11-01,1,1,1,1,2
PUERTO ACOSTA,atencion odontologica,periodoncias,2011-11-01,0,1,0,1,1
PUERTO CARABUCO,atencion odontologica,periodoncias,2011-11-01,4,3,4,3,7
