,group,variable,month,ENDODONCIAS CANTIDAD,ENDODONCIAS CANTIDAD,TOTALES,TOTALES,TOTALES
ANDAMARCA,atencion odontologica,endodoncias,2011-10-01,1,1,1,1,2
ANTEQUERA,atencion odontologica,endodoncias,2011-10-01,1,1,1,1,2
ANZALDO,atencion odontologica,endodoncias,2011-10-01,1,1,1,1,2
ARANI,atencion odontologica,endodoncias,2011-10-01,7,12,7,12,19
ARBIETO,atencion odontologica,endodoncias,2011-10-01,4,6,4,6,10
ARQUE,atencion odontologica,endodoncias,2011-10-01,0,13,0,13,13
ASCENCION DE GUARAYOS,atencion odontologica,endodoncias,2011-10-01,2,0,2,0,2
ATOCHA,atencion odontologica,endodoncias,2011-10-01,31,24,31,24,55
AYATA,atencion odontologica,endodoncias,2011-10-01,0,2,0,2,2
AYO AYO,atencion odontologica,endodoncias,2011-10-01,8,3,8,3,11
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,endodoncias,2011-10-01,12,15,12,15,27
AZURDUY,atencion odontologica,endodoncias,2011-10-01,2,1,2,1,3
BATALLAS,atencion odontologica,endodoncias,2011-10-01,1,0,1,0,1
BAURES,atencion odontologica,endodoncias,2011-10-01,3,0,3,0,3
BELEN DE URMIRI,atencion odontologica,endodoncias,2011-10-01,0,2,0,2,2
BERMEJO,atencion odontologica,endodoncias,2011-10-01,42,42,42,42,84
BETANZOS,atencion odontologica,endodoncias,2011-10-01,5,9,5,9,14
BOLIVAR,atencion odontologica,endodoncias,2011-10-01,1,6,1,6,7
CABEZAS,atencion odontologica,endodoncias,2011-10-01,1,2,1,2,3
CAIROMA,atencion odontologica,endodoncias,2011-10-01,1,2,1,2,3
CALAMARCA,atencion odontologica,endodoncias,2011-10-01,5,3,5,3,8
CAMARGO,atencion odontologica,endodoncias,2011-10-01,5,21,5,21,26
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,endodoncias,2011-10-01,2,3,2,3,5
CAMIRI,atencion odontologica,endodoncias,2011-10-01,36,121,36,121,157
CAPINOTA,atencion odontologica,endodoncias,2011-10-01,17,33,17,33,50
CARACOLLO,atencion odontologica,endodoncias,2011-10-01,4,5,4,5,9
CARANAVI,atencion odontologica,endodoncias,2011-10-01,6,16,6,16,22
CARAPARI,atencion odontologica,endodoncias,2011-10-01,9,25,9,25,34
CARIPUYO,atencion odontologica,endodoncias,2011-10-01,0,10,0,10,10
CARMEN RIVERO TORREZ,atencion odontologica,endodoncias,2011-10-01,0,1,0,1,1
CHALLAPATA,atencion odontologica,endodoncias,2011-10-01,3,8,3,8,11
CHAQUI,atencion odontologica,endodoncias,2011-10-01,0,1,0,1,1
CHARAGUA,atencion odontologica,endodoncias,2011-10-01,2,3,2,3,5
CHARAÑA,atencion odontologica,endodoncias,2011-10-01,0,2,0,2,2
CHAYANTA,atencion odontologica,endodoncias,2011-10-01,1,1,1,1,2
CHIMORE,atencion odontologica,endodoncias,2011-10-01,2,7,2,7,9
CHIPAYA,atencion odontologica,endodoncias,2011-10-01,0,3,0,3,3
CHOQUE COTA,atencion odontologica,endodoncias,2011-10-01,4,0,4,0,4
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,endodoncias,2011-10-01,12,13,12,13,25
CHUMA,atencion odontologica,endodoncias,2011-10-01,4,16,4,16,20
CLIZA,atencion odontologica,endodoncias,2011-10-01,20,35,20,35,55
COBIJA,atencion odontologica,endodoncias,2011-10-01,3,7,3,7,10
COCHABAMBA,atencion odontologica,endodoncias,2011-10-01,809,1137,809,1137,1946
COIPASA,atencion odontologica,endodoncias,2011-10-01,2,1,2,1,3
COLCAPIRHUA,atencion odontologica,endodoncias,2011-10-01,21,9,21,9,30
"COLCHA ""K""",atencion odontologica,endodoncias,2011-10-01,0,4,0,4,4
COLLANA,atencion odontologica,endodoncias,2011-10-01,0,6,0,6,6
COLOMI,atencion odontologica,endodoncias,2011-10-01,8,3,8,3,11
COLPA BELGICA,atencion odontologica,endodoncias,2011-10-01,0,2,0,2,2
COLQUECHACA,atencion odontologica,endodoncias,2011-10-01,4,4,4,4,8
COMANCHE,atencion odontologica,endodoncias,2011-10-01,2,9,2,9,11
COMARAPA,atencion odontologica,endodoncias,2011-10-01,6,19,6,19,25
CONCEPCION,atencion odontologica,endodoncias,2011-10-01,0,2,0,2,2
COPACABANA,atencion odontologica,endodoncias,2011-10-01,0,5,0,5,5
CORIPATA,atencion odontologica,endodoncias,2011-10-01,11,7,11,7,18
COROICO,atencion odontologica,endodoncias,2011-10-01,41,15,41,15,56
CORQUE,atencion odontologica,endodoncias,2011-10-01,2,5,2,5,7
COTAGAITA,atencion odontologica,endodoncias,2011-10-01,7,16,7,16,23
COTOCA,atencion odontologica,endodoncias,2011-10-01,0,3,0,3,3
CUATRO CAÑADAS,atencion odontologica,endodoncias,2011-10-01,1,1,1,1,2
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,endodoncias,2011-10-01,1,0,1,0,1
CULPINA,atencion odontologica,endodoncias,2011-10-01,6,15,6,15,21
CURAHUARA DE CARANGAS,atencion odontologica,endodoncias,2011-10-01,1,2,1,2,3
DESAGUADERO,atencion odontologica,endodoncias,2011-10-01,0,1,0,1,1
EL ALTO,atencion odontologica,endodoncias,2011-10-01,374,486,374,486,860
EL CHORO,atencion odontologica,endodoncias,2011-10-01,0,5,0,5,5
EL PUENTE(STC),atencion odontologica,endodoncias,2011-10-01,0,4,0,4,4
EL PUENTE(TJA),atencion odontologica,endodoncias,2011-10-01,7,14,7,14,21
EL TORNO,atencion odontologica,endodoncias,2011-10-01,14,29,14,29,43
EL VILLAR,atencion odontologica,endodoncias,2011-10-01,5,2,5,2,7
ENTRE RIOS TRJ,atencion odontologica,endodoncias,2011-10-01,5,13,5,13,18
ENTRE RIOS CBBA,atencion odontologica,endodoncias,2011-10-01,1,7,1,7,8
EUCALIPTUS,atencion odontologica,endodoncias,2011-10-01,3,11,3,11,14
FERNANDEZ ALONSO,atencion odontologica,endodoncias,2011-10-01,6,10,6,10,16
FILADELFIA,atencion odontologica,endodoncias,2011-10-01,2,4,2,4,6
GENERAL SAAVEDRA,atencion odontologica,endodoncias,2011-10-01,0,2,0,2,2
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,endodoncias,2011-10-01,0,3,0,3,3
GUANAY,atencion odontologica,endodoncias,2011-10-01,7,11,7,11,18
GUAQUI,atencion odontologica,endodoncias,2011-10-01,0,1,0,1,1
GUAYARAMERIN,atencion odontologica,endodoncias,2011-10-01,10,13,10,13,23
GUTIERREZ,atencion odontologica,endodoncias,2011-10-01,0,8,0,8,8
HUACARETA,atencion odontologica,endodoncias,2011-10-01,11,3,11,3,14
HUACAYA (VILLA DE HUACAYA),atencion odontologica,endodoncias,2011-10-01,0,2,0,2,2
HUACHACALLA,atencion odontologica,endodoncias,2011-10-01,1,0,1,0,1
HUANUNI,atencion odontologica,endodoncias,2011-10-01,4,6,4,6,10
HUARACAJE,atencion odontologica,endodoncias,2011-10-01,2,3,2,3,5
HUARINA,atencion odontologica,endodoncias,2011-10-01,1,1,1,1,2
HUAYLLAMARCA,atencion odontologica,endodoncias,2011-10-01,3,6,3,6,9
HUMANATA,atencion odontologica,endodoncias,2011-10-01,1,2,1,2,3
ICLA,atencion odontologica,endodoncias,2011-10-01,12,19,12,19,31
INCAHUASI,atencion odontologica,endodoncias,2011-10-01,1,2,1,2,3
IRUPANA (VILLA DE LANZA),atencion odontologica,endodoncias,2011-10-01,7,3,7,3,10
IXIAMAS,atencion odontologica,endodoncias,2011-10-01,1,2,1,2,3
JESUS DE MACHACA,atencion odontologica,endodoncias,2011-10-01,3,7,3,7,10
LA ASUNTA,atencion odontologica,endodoncias,2011-10-01,2,8,2,8,10
LA GUARDIA,atencion odontologica,endodoncias,2011-10-01,8,21,8,21,29
LA PAZ,atencion odontologica,endodoncias,2011-10-01,810,987,810,987,1797
LA RIVERA,atencion odontologica,endodoncias,2011-10-01,0,1,0,1,1
LAGUNILLAS,atencion odontologica,endodoncias,2011-10-01,3,4,3,4,7
LAJA,atencion odontologica,endodoncias,2011-10-01,17,19,17,19,36
LAS CARRERAS,atencion odontologica,endodoncias,2011-10-01,4,1,4,1,5
LLALLAGUA,atencion odontologica,endodoncias,2011-10-01,14,33,14,33,47
LORETO,atencion odontologica,endodoncias,2011-10-01,3,2,3,2,5
MACHACAMARCA,atencion odontologica,endodoncias,2011-10-01,2,1,2,1,3
MACHARETI,atencion odontologica,endodoncias,2011-10-01,2,5,2,5,7
MAGDALENA,atencion odontologica,endodoncias,2011-10-01,2,1,2,1,3
MAIRANA,atencion odontologica,endodoncias,2011-10-01,4,5,4,5,9
MALLA,atencion odontologica,endodoncias,2011-10-01,1,1,1,1,2
MINEROS,atencion odontologica,endodoncias,2011-10-01,6,0,6,0,6
MIZQUE,atencion odontologica,endodoncias,2011-10-01,1,3,1,3,4
MOCOMOCO,atencion odontologica,endodoncias,2011-10-01,3,3,3,3,6
MOJOCOYA,atencion odontologica,endodoncias,2011-10-01,7,13,7,13,20
MONTEAGUDO,atencion odontologica,endodoncias,2011-10-01,24,36,24,36,60
MONTERO,atencion odontologica,endodoncias,2011-10-01,21,66,21,66,87
MOROCHATA,atencion odontologica,endodoncias,2011-10-01,1,0,1,0,1
OCURI,atencion odontologica,endodoncias,2011-10-01,0,2,0,2,2
OKINAWA,atencion odontologica,endodoncias,2011-10-01,0,1,0,1,1
OMEREQUE,atencion odontologica,endodoncias,2011-10-01,2,13,2,13,15
ORURO,atencion odontologica,endodoncias,2011-10-01,334,274,334,274,608
PADCAYA,atencion odontologica,endodoncias,2011-10-01,17,17,17,17,34
PADILLA,atencion odontologica,endodoncias,2011-10-01,3,2,3,2,5
PAILON,atencion odontologica,endodoncias,2011-10-01,2,13,2,13,15
PALCA,atencion odontologica,endodoncias,2011-10-01,0,1,0,1,1
PALOS BLANCOS,atencion odontologica,endodoncias,2011-10-01,1,8,1,8,9
PAMPA AULLAGAS,atencion odontologica,endodoncias,2011-10-01,1,3,1,3,4
PAMPA GRANDE,atencion odontologica,endodoncias,2011-10-01,0,6,0,6,6
PASORAPA,atencion odontologica,endodoncias,2011-10-01,1,0,1,0,1
PATACAMAYA,atencion odontologica,endodoncias,2011-10-01,3,22,3,22,25
PAZÑA,atencion odontologica,endodoncias,2011-10-01,1,2,1,2,3
PELECHUCO,atencion odontologica,endodoncias,2011-10-01,3,6,3,6,9
POCOATA,atencion odontologica,endodoncias,2011-10-01,0,5,0,5,5
POCONA,atencion odontologica,endodoncias,2011-10-01,7,8,7,8,15
POJO (CBBA),atencion odontologica,endodoncias,2011-10-01,2,12,2,12,14
POOPO,atencion odontologica,endodoncias,2011-10-01,6,16,6,16,22
PORCO,atencion odontologica,endodoncias,2011-10-01,5,9,5,9,14
POROMA,atencion odontologica,endodoncias,2011-10-01,1,12,1,12,13
PORONGO,atencion odontologica,endodoncias,2011-10-01,2,3,2,3,5
PORTACHUELO,atencion odontologica,endodoncias,2011-10-01,3,5,3,5,8
PORVENIR,atencion odontologica,endodoncias,2011-10-01,1,2,1,2,3
POTOSI,atencion odontologica,endodoncias,2011-10-01,178,257,178,257,435
PRESTO,atencion odontologica,endodoncias,2011-10-01,0,2,0,2,2
PUERTO ACOSTA,atencion odontologica,endodoncias,2011-10-01,0,4,0,4,4
PUERTO CARABUCO,atencion odontologica,endodoncias,2011-10-01,0,2,0,2,2
PUERTO RICO,atencion odontologica,endodoncias,2011-10-01,5,2,5,2,7
PUERTO SUAREZ,atencion odontologica,endodoncias,2011-10-01,0,4,0,4,4
PUERTO VILLARROEL,atencion odontologica,endodoncias,2011-10-01,63,49,63,49,112
PUNA,atencion odontologica,endodoncias,2011-10-01,2,8,2,8,10
PUNATA,atencion odontologica,endodoncias,2011-10-01,21,60,21,60,81
QUILLACOLLO,atencion odontologica,endodoncias,2011-10-01,105,158,105,158,263
QUIME,atencion odontologica,endodoncias,2011-10-01,3,10,3,10,13
QUIRUSILLAS,atencion odontologica,endodoncias,2011-10-01,1,1,1,1,2
RAVELO,atencion odontologica,endodoncias,2011-10-01,0,6,0,6,6
REYES,atencion odontologica,endodoncias,2011-10-01,0,5,0,5,5
RIBERALTA,atencion odontologica,endodoncias,2011-10-01,6,15,6,15,21
SACABA,atencion odontologica,endodoncias,2011-10-01,113,122,113,122,235
SACABAMBA,atencion odontologica,endodoncias,2011-10-01,4,1,4,1,5
SACACA,atencion odontologica,endodoncias,2011-10-01,0,1,0,1,1
SAIPINA,atencion odontologica,endodoncias,2011-10-01,6,4,6,4,10
SALINAS DE GARCI MENDOZA,atencion odontologica,endodoncias,2011-10-01,10,10,10,10,20
SAMAIPATA,atencion odontologica,endodoncias,2011-10-01,11,2,11,2,13
SAN ANDRES DE MACHACA,atencion odontologica,endodoncias,2011-10-01,1,3,1,3,4
SAN ANTONIO DE LOMERIO,atencion odontologica,endodoncias,2011-10-01,1,7,1,7,8
SAN BENITO,atencion odontologica,endodoncias,2011-10-01,8,14,8,14,22
SAN BORJA,atencion odontologica,endodoncias,2011-10-01,62,36,62,36,98
SAN BUENA VENTURA,atencion odontologica,endodoncias,2011-10-01,4,8,4,8,12
SAN CARLOS,atencion odontologica,endodoncias,2011-10-01,18,32,18,32,50
SAN IGNACIO,atencion odontologica,endodoncias,2011-10-01,4,5,4,5,9
SAN IGNACIO DE VELASCO,atencion odontologica,endodoncias,2011-10-01,1,0,1,0,1
SAN JAVIER(STC),atencion odontologica,endodoncias,2011-10-01,1,2,1,2,3
SAN JOSE DE CHIQUITOS,atencion odontologica,endodoncias,2011-10-01,1,5,1,5,6
SAN JUAN DE YAPACANI,atencion odontologica,endodoncias,2011-10-01,0,3,0,3,3
SAN JULIAN,atencion odontologica,endodoncias,2011-10-01,2,1,2,1,3
SAN LORENZO(PND),atencion odontologica,endodoncias,2011-10-01,2,6,2,6,8
SAN LORENZO(TJA),atencion odontologica,endodoncias,2011-10-01,26,27,26,27,53
SAN LUCAS,atencion odontologica,endodoncias,2011-10-01,10,41,10,41,51
SAN MATIAS,atencion odontologica,endodoncias,2011-10-01,3,0,3,0,3
SAN MIGUEL DE VELASCO,atencion odontologica,endodoncias,2011-10-01,3,14,3,14,17
SAN PEDRO,atencion odontologica,endodoncias,2011-10-01,7,10,7,10,17
SAN PEDRO DE BUENA VISTA,atencion odontologica,endodoncias,2011-10-01,3,6,3,6,9
SAN PEDRO DE TIQUINA,atencion odontologica,endodoncias,2011-10-01,2,2,2,2,4
SAN RAFAEL,atencion odontologica,endodoncias,2011-10-01,2,6,2,6,8
SAN RAMON BENI,atencion odontologica,endodoncias,2011-10-01,1,5,1,5,6
SAN RAMON SCZ,atencion odontologica,endodoncias,2011-10-01,5,3,5,3,8
SANTA ANA,atencion odontologica,endodoncias,2011-10-01,18,6,18,6,24
SANTA CRUZ DE LA SIERRA,atencion odontologica,endodoncias,2011-10-01,481,667,481,667,1148
SANTA ROSA,atencion odontologica,endodoncias,2011-10-01,0,6,0,6,6
SANTA ROSA DEL SARA,atencion odontologica,endodoncias,2011-10-01,3,7,3,7,10
SANTIAGO DE HUARI,atencion odontologica,endodoncias,2011-10-01,5,8,5,8,13
SANTIVAÑES,atencion odontologica,endodoncias,2011-10-01,0,2,0,2,2
SANTUARIO DE QUILLACAS,atencion odontologica,endodoncias,2011-10-01,1,0,1,0,1
SHINAOTA,atencion odontologica,endodoncias,2011-10-01,8,19,8,19,27
SICA SICA (VILLA AROMA),atencion odontologica,endodoncias,2011-10-01,1,2,1,2,3
SIPE SIPE,atencion odontologica,endodoncias,2011-10-01,29,36,29,36,65
SOPACHUY,atencion odontologica,endodoncias,2011-10-01,1,5,1,5,6
SORACACHI,atencion odontologica,endodoncias,2011-10-01,5,0,5,0,5
SORATA,atencion odontologica,endodoncias,2011-10-01,8,16,8,16,24
SUCRE,atencion odontologica,endodoncias,2011-10-01,371,480,371,480,851
TAPACARI,atencion odontologica,endodoncias,2011-10-01,5,18,5,18,23
TARABUCO,atencion odontologica,endodoncias,2011-10-01,1,8,1,8,9
TARATA,atencion odontologica,endodoncias,2011-10-01,3,4,3,4,7
TARIJA,atencion odontologica,endodoncias,2011-10-01,485,683,485,683,1168
TARVITA,atencion odontologica,endodoncias,2011-10-01,14,39,14,39,53
TEOPONTE,atencion odontologica,endodoncias,2011-10-01,1,3,1,3,4
TIAWANACU,atencion odontologica,endodoncias,2011-10-01,1,3,1,3,4
TINGUIPAYA,atencion odontologica,endodoncias,2011-10-01,1,1,1,1,2
TIQUIPAYA,atencion odontologica,endodoncias,2011-10-01,43,44,43,44,87
TIRAQUE (CBBA),atencion odontologica,endodoncias,2011-10-01,7,11,7,11,18
TOCO,atencion odontologica,endodoncias,2011-10-01,1,10,1,10,11
TODOS SANTOS,atencion odontologica,endodoncias,2011-10-01,1,2,1,2,3
TOLATA,atencion odontologica,endodoncias,2011-10-01,0,3,0,3,3
TOLEDO,atencion odontologica,endodoncias,2011-10-01,0,3,0,3,3
TOMAVE,atencion odontologica,endodoncias,2011-10-01,1,0,1,0,1
TOMINA,atencion odontologica,endodoncias,2011-10-01,8,15,8,15,23
TORO TORO,atencion odontologica,endodoncias,2011-10-01,2,1,2,1,3
TOTORA(CBBA),atencion odontologica,endodoncias,2011-10-01,1,3,1,3,4
TRINIDAD,atencion odontologica,endodoncias,2011-10-01,24,40,24,40,64
TUPIZA,atencion odontologica,endodoncias,2011-10-01,60,70,60,70,130
TURCO,atencion odontologica,endodoncias,2011-10-01,0,2,0,2,2
UNCIA,atencion odontologica,endodoncias,2011-10-01,12,17,12,17,29
URIONDO (A. CONCEPCION),atencion odontologica,endodoncias,2011-10-01,21,45,21,45,66
UYUNI,atencion odontologica,endodoncias,2011-10-01,25,29,25,29,54
VACAS,atencion odontologica,endodoncias,2011-10-01,3,2,3,2,5
VALLEGRANDE,atencion odontologica,endodoncias,2011-10-01,23,47,23,47,70
VIACHA,atencion odontologica,endodoncias,2011-10-01,31,45,31,45,76
VILA VILA,atencion odontologica,endodoncias,2011-10-01,0,1,0,1,1
VILLA CHARCAS,atencion odontologica,endodoncias,2011-10-01,1,7,1,7,8
VILLA MONTES,atencion odontologica,endodoncias,2011-10-01,39,95,39,95,134
VILLA RIVERO,atencion odontologica,endodoncias,2011-10-01,2,4,2,4,6
VILLA SERRANO,atencion odontologica,endodoncias,2011-10-01,7,8,7,8,15
VILLA TUNARI,atencion odontologica,endodoncias,2011-10-01,25,37,25,37,62
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,endodoncias,2011-10-01,3,14,3,14,17
VILLAZON,atencion odontologica,endodoncias,2011-10-01,25,59,25,59,84
VINTO,atencion odontologica,endodoncias,2011-10-01,24,23,24,23,47
VITICHI,atencion odontologica,endodoncias,2011-10-01,7,10,7,10,17
WARNES,atencion odontologica,endodoncias,2011-10-01,4,15,4,15,19
YACUIBA,atencion odontologica,endodoncias,2011-10-01,99,39,99,39,138
YAMPARAEZ,atencion odontologica,endodoncias,2011-10-01,3,3,3,3,6
YANACACHI,atencion odontologica,endodoncias,2011-10-01,6,3,6,3,9
YAPACANI,atencion odontologica,endodoncias,2011-10-01,11,21,11,21,32
YOCALLA,atencion odontologica,endodoncias,2011-10-01,1,1,1,1,2
YOTALA,atencion odontologica,endodoncias,2011-10-01,3,10,3,10,13
YUNCHARA,atencion odontologica,endodoncias,2011-10-01,2,2,2,2,4
ZUDAÑEZ,atencion odontologica,endodoncias,2011-10-01,0,1,0,1,1
ACACIO,atencion odontologica,endodoncias,2011-11-01,0,2,0,2,2
ACHACACHI,atencion odontologica,endodoncias,2011-11-01,21,33,21,33,54
ACHOCALLA,atencion odontologica,endodoncias,2011-11-01,15,25,15,25,40
AIQUILE,atencion odontologica,endodoncias,2011-11-01,24,34,24,34,58
ALALAY,atencion odontologica,endodoncias,2011-11-01,0,1,0,1,1
ALCALA,atencion odontologica,endodoncias,2011-11-01,3,3,3,3,6
ANTEQUERA,atencion odontologica,endodoncias,2011-11-01,1,2,1,2,3
ANZALDO,atencion odontologica,endodoncias,2011-11-01,5,12,5,12,17
ARAMPAMPA,atencion odontologica,endodoncias,2011-11-01,0,3,0,3,3
ARANI,atencion odontologica,endodoncias,2011-11-01,7,25,7,25,32
ARBIETO,atencion odontologica,endodoncias,2011-11-01,11,4,11,4,15
ARQUE,atencion odontologica,endodoncias,2011-11-01,0,6,0,6,6
ASCENCION DE GUARAYOS,atencion odontologica,endodoncias,2011-11-01,6,3,6,3,9
ATOCHA,atencion odontologica,endodoncias,2011-11-01,28,41,28,41,69
AYATA,atencion odontologica,endodoncias,2011-11-01,5,2,5,2,7
AYO AYO,atencion odontologica,endodoncias,2011-11-01,1,12,1,12,13
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,endodoncias,2011-11-01,11,13,11,13,24
AZURDUY,atencion odontologica,endodoncias,2011-11-01,1,1,1,1,2
BATALLAS,atencion odontologica,endodoncias,2011-11-01,2,0,2,0,2
BAURES,atencion odontologica,endodoncias,2011-11-01,4,5,4,5,9
BELEN DE ANDAMARCA,atencion odontologica,endodoncias,2011-11-01,1,1,1,1,2
BERMEJO,atencion odontologica,endodoncias,2011-11-01,23,45,23,45,68
BETANZOS,atencion odontologica,endodoncias,2011-11-01,0,2,0,2,2
BOLIVAR,atencion odontologica,endodoncias,2011-11-01,4,3,4,3,7
BOYUIBE,atencion odontologica,endodoncias,2011-11-01,0,4,0,4,4
BUENA VISTA,atencion odontologica,endodoncias,2011-11-01,2,3,2,3,5
CABEZAS,atencion odontologica,endodoncias,2011-11-01,0,1,0,1,1
CAIROMA,atencion odontologica,endodoncias,2011-11-01,2,4,2,4,6
"CAIZA ""D""",atencion odontologica,endodoncias,2011-11-01,0,1,0,1,1
CAJUATA,atencion odontologica,endodoncias,2011-11-01,1,0,1,0,1
CALAMARCA,atencion odontologica,endodoncias,2011-11-01,5,6,5,6,11
CAMARGO,atencion odontologica,endodoncias,2011-11-01,16,30,16,30,46
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,endodoncias,2011-11-01,5,11,5,11,16
CAMIRI,atencion odontologica,endodoncias,2011-11-01,32,71,32,71,103
CAPINOTA,atencion odontologica,endodoncias,2011-11-01,21,15,21,15,36
CARACOLLO,atencion odontologica,endodoncias,2011-11-01,5,8,5,8,13
CARANAVI,atencion odontologica,endodoncias,2011-11-01,6,11,6,11,17
CARAPARI,atencion odontologica,endodoncias,2011-11-01,7,13,7,13,20
CARIPUYO,atencion odontologica,endodoncias,2011-11-01,0,2,0,2,2
CATACORA,atencion odontologica,endodoncias,2011-11-01,0,1,0,1,1
CHALLAPATA,atencion odontologica,endodoncias,2011-11-01,7,15,7,15,22
CHAQUI,atencion odontologica,endodoncias,2011-11-01,3,2,3,2,5
CHARAGUA,atencion odontologica,endodoncias,2011-11-01,2,0,2,0,2
CHAYANTA,atencion odontologica,endodoncias,2011-11-01,1,2,1,2,3
CHIMORE,atencion odontologica,endodoncias,2011-11-01,7,15,7,15,22
CHIPAYA,atencion odontologica,endodoncias,2011-11-01,2,3,2,3,5
CHOQUE COTA,atencion odontologica,endodoncias,2011-11-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,endodoncias,2011-11-01,8,12,8,12,20
CHUMA,atencion odontologica,endodoncias,2011-11-01,10,17,10,17,27
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,endodoncias,2011-11-01,2,22,2,22,24
CKOCHAS,atencion odontologica,endodoncias,2011-11-01,0,3,0,3,3
CLIZA,atencion odontologica,endodoncias,2011-11-01,21,43,21,43,64
COBIJA,atencion odontologica,endodoncias,2011-11-01,8,15,8,15,23
COCAPATA,atencion odontologica,endodoncias,2011-11-01,3,4,3,4,7
COCHABAMBA,atencion odontologica,endodoncias,2011-11-01,750,815,750,815,1565
COIPASA,atencion odontologica,endodoncias,2011-11-01,11,3,11,3,14
COLCAPIRHUA,atencion odontologica,endodoncias,2011-11-01,23,18,23,18,41
"COLCHA ""K""",atencion odontologica,endodoncias,2011-11-01,0,7,0,7,7
COLLANA,atencion odontologica,endodoncias,2011-11-01,0,6,0,6,6
COLOMI,atencion odontologica,endodoncias,2011-11-01,0,2,0,2,2
COLPA BELGICA,atencion odontologica,endodoncias,2011-11-01,0,5,0,5,5
COLQUECHACA,atencion odontologica,endodoncias,2011-11-01,6,7,6,7,13
COLQUIRI,atencion odontologica,endodoncias,2011-11-01,0,1,0,1,1
COMANCHE,atencion odontologica,endodoncias,2011-11-01,1,4,1,4,5
COMARAPA,atencion odontologica,endodoncias,2011-11-01,5,11,5,11,16
CONCEPCION,atencion odontologica,endodoncias,2011-11-01,1,0,1,0,1
COPACABANA,atencion odontologica,endodoncias,2011-11-01,0,2,0,2,2
CORIPATA,atencion odontologica,endodoncias,2011-11-01,3,8,3,8,11
CORO CORO,atencion odontologica,endodoncias,2011-11-01,0,3,0,3,3
COROICO,atencion odontologica,endodoncias,2011-11-01,23,25,23,25,48
CORQUE,atencion odontologica,endodoncias,2011-11-01,2,6,2,6,8
COTAGAITA,atencion odontologica,endodoncias,2011-11-01,8,7,8,7,15
COTOCA,atencion odontologica,endodoncias,2011-11-01,1,2,1,2,3
CUATRO CAÑADAS,atencion odontologica,endodoncias,2011-11-01,0,6,0,6,6
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,endodoncias,2011-11-01,0,1,0,1,1
CUEVO,atencion odontologica,endodoncias,2011-11-01,1,1,1,1,2
CULPINA,atencion odontologica,endodoncias,2011-11-01,7,12,7,12,19
CURAHUARA DE CARANGAS,atencion odontologica,endodoncias,2011-11-01,0,11,0,11,11
DESAGUADERO,atencion odontologica,endodoncias,2011-11-01,0,2,0,2,2
EL ALTO,atencion odontologica,endodoncias,2011-11-01,397,487,397,487,884
EL CHORO,atencion odontologica,endodoncias,2011-11-01,7,1,7,1,8
EL PUENTE(STC),atencion odontologica,endodoncias,2011-11-01,0,1,0,1,1
EL PUENTE(TJA),atencion odontologica,endodoncias,2011-11-01,8,29,8,29,37
EL TORNO,atencion odontologica,endodoncias,2011-11-01,11,36,11,36,47
EL VILLAR,atencion odontologica,endodoncias,2011-11-01,1,0,1,0,1
ENTRE RIOS TRJ,atencion odontologica,endodoncias,2011-11-01,10,14,10,14,24
ENTRE RIOS CBBA,atencion odontologica,endodoncias,2011-11-01,2,11,2,11,13
EUCALIPTUS,atencion odontologica,endodoncias,2011-11-01,2,4,2,4,6
FERNANDEZ ALONSO,atencion odontologica,endodoncias,2011-11-01,12,15,12,15,27
FILADELFIA,atencion odontologica,endodoncias,2011-11-01,1,1,1,1,2
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,endodoncias,2011-11-01,3,11,3,11,14
GUANAY,atencion odontologica,endodoncias,2011-11-01,5,14,5,14,19
GUAQUI,atencion odontologica,endodoncias,2011-11-01,1,2,1,2,3
GUAYARAMERIN,atencion odontologica,endodoncias,2011-11-01,23,22,23,22,45
GUTIERREZ,atencion odontologica,endodoncias,2011-11-01,14,14,14,14,28
HUACARETA,atencion odontologica,endodoncias,2011-11-01,8,22,8,22,30
HUACAYA (VILLA DE HUACAYA),atencion odontologica,endodoncias,2011-11-01,1,1,1,1,2
HUACHACALLA,atencion odontologica,endodoncias,2011-11-01,1,1,1,1,2
HUANUNI,atencion odontologica,endodoncias,2011-11-01,3,4,3,4,7
HUARACAJE,atencion odontologica,endodoncias,2011-11-01,3,5,3,5,8
HUARINA,atencion odontologica,endodoncias,2011-11-01,3,2,3,2,5
HUAYLLAMARCA,atencion odontologica,endodoncias,2011-11-01,2,1,2,1,3
HUMANATA,atencion odontologica,endodoncias,2011-11-01,0,1,0,1,1
ICLA,atencion odontologica,endodoncias,2011-11-01,5,5,5,5,10
