,group,variable,month,CONSULTAS NUEVAS DE 5 A 59 AÑOS CANTIDAD,CONSULTAS NUEVAS DE 5 A 59 AÑOS CANTIDAD,TOTALES,TOTALES,TOTALES
SAN JOAQUIN,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,101,92,101,92,193
SAN JOSE DE CHIQUITOS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,41,70,41,70,111
SAN JUAN DE YAPACANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,17,35,17,35,52
SAN JULIAN,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,110,134,110,134,244
SAN LORENZO(PND),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,172,170,172,170,342
SAN LORENZO(TJA),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,214,520,214,520,734
SAN LUCAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,616,527,616,527,1143
SAN MATIAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,10,12,10,12,22
SAN MIGUEL DE VELASCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,15,35,15,35,50
SAN PEDRO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,43,96,43,96,139
SAN PEDRO DE BUENA VISTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,30,73,30,73,103
SAN PEDRO DE CURAHUARA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,12,31,12,31,43
SAN PEDRO DE TIQUINA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,34,49,34,49,83
SAN RAFAEL,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,11,44,11,44,55
SAN RAMON BENI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,24,89,24,89,113
SAN RAMON SCZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,164,202,164,202,366
SANTA ANA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,97,173,97,173,270
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,3026,4061,3026,4061,7087
SANTA ROSA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,17,29,17,29,46
SANTA ROSA DEL SARA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,156,189,156,189,345
SANTIAGO DE CALLAPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,11,7,11,7,18
SANTIAGO DE HUARI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,217,227,217,227,444
SANTIAGO DE HUATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,1,6,1,6,7
SANTIAGO DE MACHACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,112,100,112,100,212
SANTIVAÑES,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,18,43,18,43,61
SANTUARIO DE QUILLACAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,158,131,158,131,289
SAPAHAQUI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,14,19,14,19,33
SENA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,289,278,289,278,567
SHINAOTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,47,213,47,213,260
SICA SICA (VILLA AROMA),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,18,45,18,45,63
SICAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,6,32,6,32,38
SIPE SIPE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,45,191,45,191,236
SOPACHUY,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,653,715,653,715,1368
SORACACHI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,111,86,111,86,197
SORATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,42,58,42,58,100
SUCRE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,3176,4282,3176,4282,7458
TACACOMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,50,55,50,55,105
TACOPAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,10,29,10,29,39
TAHUA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,10,12,10,12,22
TAPACARI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,129,187,129,187,316
TARABUCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,430,406,430,406,836
TARACO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,23,35,23,35,58
TARATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,57,106,57,106,163
TARIJA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,2829,5494,2829,5494,8323
TARVITA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,101,321,101,321,422
TEOPONTE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,17,17,17,17,34
TIAWANACU,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,77,150,77,150,227
TINGUIPAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,13,59,13,59,72
TIPUANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,38,25,38,25,63
TIQUIPAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,548,552,548,552,1100
TIRAQUE (CBBA),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,42,74,42,74,116
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,14,35,14,35,49
TOCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,13,48,13,48,61
TOLATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,15,53,15,53,68
TOLEDO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,197,243,197,243,440
TOMAVE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,37,60,37,60,97
TOMINA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,210,296,210,296,506
TORO TORO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,38,90,38,90,128
TOTORA(CBBA),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,274,300,274,300,574
TOTORA(ORR),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,4,10,4,10,14
TRIGAL,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,23,31,23,31,54
TRINIDAD,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,556,781,556,781,1337
TUPIZA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,259,331,259,331,590
TURCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,19,39,19,39,58
UMALA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,3,4,3,4,7
UNCIA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,29,60,29,60,89
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,254,597,254,597,851
URUBICHA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,4,17,4,17,21
UYUNI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,69,138,69,138,207
VACAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,12,16,12,16,28
VALLEGRANDE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,79,117,79,117,196
VIACHA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,67,214,67,214,281
VILA VILA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,2,8,2,8,10
VILLA CHARCAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,28,74,28,74,102
VILLA MONTES,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,557,1114,557,1114,1671
VILLA NUEVA (LOMA ALTA),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,19,21,19,21,40
VILLA RIVERO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,40,37,40,37,77
VILLA SERRANO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,77,97,77,97,174
VILLA TUNARI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,202,313,202,313,515
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,399,498,399,498,897
VILLAZON,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,149,224,149,224,373
VINTO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,18,28,18,28,46
VITICHI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,138,157,138,157,295
WALDO BALLIVIAN,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,4,20,4,20,24
WARNES,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,71,152,71,152,223
YACO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,18,18,18,18,36
YACUIBA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,695,1112,695,1112,1807
YAMPARAEZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,682,662,682,662,1344
YANACACHI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,34,35,34,35,69
YAPACANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,73,141,73,141,214
YOCALLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,61,80,61,80,141
YOTALA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,29,34,29,34,63
YUNCHARA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,38,84,38,84,122
ZUDAÑEZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-10-01,125,137,125,137,262
ACACIO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,7,8,7,8,15
ACHACACHI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,234,339,234,339,573
ACHOCALLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,23,56,23,56,79
AIQUILE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,45,39,45,39,84
ALALAY,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,1,11,1,11,12
ALCALA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,42,107,42,107,149
ALTO BENI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,20,32,20,32,52
ANCORAIMES,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,34,58,34,58,92
ANDAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,126,121,126,121,247
ANTEQUERA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,63,74,63,74,137
ANZALDO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,31,69,31,69,100
APOLO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,45,72,45,72,117
ARAMPAMPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,83,104,83,104,187
ARANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,24,10,24,10,34
ARBIETO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,10,26,10,26,36
ARQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,24,155,24,155,179
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,29,26,29,26,55
ATOCHA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,759,963,759,963,1722
AUCAPATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,6,6,6,6,12
AYATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,58,92,58,92,150
AYO AYO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,61,59,61,59,120
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,106,136,106,136,242
AZURDUY,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,585,600,585,600,1185
BATALLAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,24,45,24,45,69
BAURES,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,26,42,26,42,68
BELEN DE ANDAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,1,5,1,5,6
BELEN DE URMIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,5,17,5,17,22
BELLA FLOR,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,34,51,34,51,85
BERMEJO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,398,580,398,580,978
BETANZOS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,45,108,45,108,153
BOLIVAR,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,89,115,89,115,204
BOLPEBRA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,30,28,30,28,58
BOYUIBE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,42,113,42,113,155
BUENA VISTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,16,22,16,22,38
CABEZAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,75,115,75,115,190
CAIROMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,48,28,48,28,76
"CAIZA ""D""",atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,27,64,27,64,91
CAJUATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,44,50,44,50,94
CALACOTO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,44,35,44,35,79
CALAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,62,102,62,102,164
CAMARGO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,200,328,200,328,528
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,28,55,28,55,83
CAMIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,263,265,263,265,528
CAPINOTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,376,385,376,385,761
CAQUIAVIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,44,61,44,61,105
CARACOLLO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,77,164,77,164,241
CARANAVI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,193,330,193,330,523
CARAPARI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,196,402,196,402,598
CARIPUYO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,19,20,19,20,39
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,26,42,26,42,68
CATACORA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,31,49,31,49,80
CHALLAPATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,104,166,104,166,270
CHAQUI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,8,29,8,29,37
CHARAGUA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,67,166,67,166,233
CHAYANTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,11,47,11,47,58
CHIMORE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,60,51,60,51,111
CHIPAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,10,46,10,46,56
CHOQUE COTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,13,22,13,22,35
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,38,42,38,42,80
CHUMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,98,144,98,144,242
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,10,20,10,20,30
CKOCHAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,38,44,38,44,82
CLIZA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,38,107,38,107,145
COBIJA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,99,227,99,227,326
COCAPATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,46,66,46,66,112
COCHABAMBA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,1704,2577,1704,2577,4281
COIPASA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,38,82,38,82,120
COLCAPIRHUA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,42,105,42,105,147
"COLCHA ""K""",atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,41,33,41,33,74
COLLANA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,11,14,11,14,25
COLOMI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,59,85,59,85,144
COLPA BELGICA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,53,82,53,82,135
COLQUECHACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,51,84,51,84,135
COLQUIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,40,68,40,68,108
COMANCHE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,42,101,42,101,143
COMARAPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,123,319,123,319,442
CONCEPCION,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,22,38,22,38,60
COPACABANA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,13,15,13,15,28
CORIPATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,51,64,51,64,115
CORO CORO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,15,36,15,36,51
COROICO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,74,180,74,180,254
CORQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,78,80,78,80,158
COTAGAITA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,39,35,39,35,74
COTOCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,6,63,6,63,69
CUATRO CAÑADAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,36,77,36,77,113
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,4,1,4,1,5
CUEVO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,16,34,16,34,50
CULPINA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,42,62,42,62,104
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,158,151,158,151,309
CURVA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,9,15,9,15,24
DESAGUADERO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,27,36,27,36,63
EL ALTO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,9931,11228,9931,11228,21159
EL CHORO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,0,7,0,7,7
EL PUENTE(STC),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,30,35,30,35,65
EL PUENTE(TJA),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,137,303,137,303,440
EL TORNO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,104,233,104,233,337
EL VILLAR,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,29,33,29,33,62
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,135,313,135,313,448
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,13,25,13,25,38
ESCOMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,41,55,41,55,96
EUCALIPTUS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,263,315,263,315,578
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,60,117,60,117,177
FILADELFIA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,142,83,142,83,225
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,19,94,19,94,113
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,57,58,57,58,115
GUANAY,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,27,34,27,34,61
GUAQUI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,43,72,43,72,115
GUAYARAMERIN,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,232,336,232,336,568
GUTIERREZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,98,181,98,181,279
HUACARETA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,143,167,143,167,310
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,121,151,121,151,272
HUACHACALLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,10,19,10,19,29
HUANUNI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,50,77,50,77,127
HUARACAJE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,6,8,6,8,14
HUARINA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,9,19,9,19,28
HUAYLLAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,50,76,50,76,126
HUMANATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,22,34,22,34,56
ICLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,89,116,89,116,205
INCAHUASI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,160,181,160,181,341
INQUISIVI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,20,24,20,24,44
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,49,107,49,107,156
IXIAMAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,39,81,39,81,120
JESUS DE MACHACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,97,150,97,150,247
LA ASUNTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,67,91,67,91,158
LA GUARDIA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,54,158,54,158,212
LA PAZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,4272,6493,4272,6493,10765
LAGUNILLAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,11,55,11,55,66
LAJA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,88,247,88,247,335
LAS CARRERAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,12,1,12,1,13
LICOMA PAMPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,10,13,10,13,23
LLALLAGUA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,92,183,92,183,275
LLICA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,71,115,71,115,186
LORETO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,19,28,19,28,47
LURIBAY,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,22,16,22,16,38
MACHACAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,33,25,33,25,58
MACHARETI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,182,194,182,194,376
MAGDALENA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,844,835,844,835,1679
MAIRANA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,39,44,39,44,83
MALLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,37,42,37,42,79
MAPIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,105,151,105,151,256
MECAPACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,122,171,122,171,293
MINEROS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,183,328,183,328,511
MIZQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,25,39,25,39,64
MOCOMOCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,72,116,72,116,188
MOJOCOYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,36,86,36,86,122
MONTEAGUDO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,123,255,123,255,378
MONTERO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,184,431,184,431,615
MORO MORO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,16,35,16,35,51
MOROCHATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,3,1,3,1,4
OCURI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,31,41,31,41,72
OKINAWA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,13,51,13,51,64
OMEREQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,17,39,17,39,56
ORURO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,1051,1784,1051,1784,2835
PADCAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,201,299,201,299,500
PADILLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,268,314,268,314,582
PAILON,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,66,134,66,134,200
PALCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,56,72,56,72,128
PALOS BLANCOS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,28,63,28,63,91
PAMPA AULLAGAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,10,15,10,15,25
PAMPA GRANDE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,6,61,6,61,67
PAPEL PAMPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,20,32,20,32,52
PASORAPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,18,25,18,25,43
PATACAMAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,28,53,28,53,81
PAZÑA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,325,254,325,254,579
PELECHUCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,13,27,13,27,40
POCOATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,24,78,24,78,102
POCONA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,498,538,498,538,1036
POJO (CBBA),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,699,838,699,838,1537
POOPO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,55,88,55,88,143
PORCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,46,65,46,65,111
POROMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,3,4,3,4,7
PORONGO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-11-01,145,161,145,161,306
