,group,variable,month,CONSULTAS NUEVAS DE 60 AÑOS Y MÁS CANTIDAD,CONSULTAS NUEVAS DE 60 AÑOS Y MÁS CANTIDAD,TOTALES,TOTALES,TOTALES
VILLAZON,atencion odontologica,consultas nuevas de 60 anos y mas,2011-09-01,17,14,17,14,31
VINTO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-09-01,4,2,4,2,6
VITICHI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-09-01,5,15,5,15,20
WARNES,atencion odontologica,consultas nuevas de 60 anos y mas,2011-09-01,23,36,23,36,59
YACO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-09-01,3,1,3,1,4
YACUIBA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-09-01,4,7,4,7,11
YAMPARAEZ,atencion odontologica,consultas nuevas de 60 anos y mas,2011-09-01,5,4,5,4,9
YANACACHI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-09-01,0,3,0,3,3
YAPACANI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-09-01,6,5,6,5,11
YOCALLA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-09-01,8,7,8,7,15
YOTALA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-09-01,0,11,0,11,11
YUNCHARA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-09-01,1,5,1,5,6
ZUDAÑEZ,atencion odontologica,consultas nuevas de 60 anos y mas,2011-09-01,1,1,1,1,2
ACACIO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,4,2,4,2,6
ACHACACHI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,33,51,33,51,84
ACHOCALLA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,1,1,1,1,2
AIQUILE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,10,5,10,5,15
ALALAY,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,0,1,0,1,1
ALCALA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,2,1,2,1,3
ALTO BENI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,3,0,3,0,3
ANCORAIMES,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,5,5,5,5,10
ANDAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,5,5,5,5,10
ANZALDO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,2,15,2,15,17
ARAMPAMPA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,2,1,2,1,3
ARANI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,1,1,1,1,2
ARBIETO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,4,8,4,8,12
ARQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,1,5,1,5,6
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,10,9,10,9,19
ATOCHA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,14,16,14,16,30
AYATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,3,3,3,3,6
AYO AYO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,18,7,18,7,25
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,1,6,1,6,7
AZURDUY,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,1,3,1,3,4
BATALLAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,13,15,13,15,28
BAURES,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,2,2,2,2,4
BELEN DE ANDAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,2,3,2,3,5
BELEN DE URMIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,2,8,2,8,10
BELLA FLOR,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,1,0,1,0,1
BERMEJO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,23,16,23,16,39
BETANZOS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,8,14,8,14,22
BOLIVAR,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,4,5,4,5,9
BOLPEBRA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,1,0,1,0,1
CABEZAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,33,6,33,6,39
CAIROMA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,2,0,2,0,2
CAJUATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,1,0,1,0,1
CALACOTO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,5,7,5,7,12
CALAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,1,0,1,0,1
CAMARGO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,4,6,4,6,10
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,10,5,10,5,15
CAMIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,18,18,18,18,36
CAPINOTA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,24,13,24,13,37
CAQUIAVIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,10,4,10,4,14
CARACOLLO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,5,3,5,3,8
CARANAVI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,27,16,27,16,43
CARAPARI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,1,10,1,10,11
CARIPUYO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,2,0,2,0,2
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,1,0,1,0,1
CATACORA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,6,1,6,1,7
CHALLAPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,9,4,9,4,13
CHAQUI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,1,5,1,5,6
CHARAGUA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,3,5,3,5,8
CHARAÑA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,4,1,4,1,5
CHAYANTA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,2,5,2,5,7
CHIMORE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,4,1,4,1,5
CHIPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,0,1,0,1,1
CHOQUE COTA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,1,2,1,2,3
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,2,3,2,3,5
CHUMA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,14,2,14,2,16
CKOCHAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,2,1,2,1,3
CLIZA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,8,46,8,46,54
COCAPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,1,0,1,0,1
COCHABAMBA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,385,472,385,472,857
COIPASA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,2,0,2,0,2
COLCAPIRHUA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,5,1,5,1,6
"COLCHA ""K""",atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,4,0,4,0,4
COLLANA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,3,2,3,2,5
COLPA BELGICA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,7,0,7,0,7
COLQUECHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,3,8,3,8,11
COLQUIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,2,2,2,2,4
COMANCHE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,8,2,8,2,10
COMARAPA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,4,16,4,16,20
CONCEPCION,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,2,5,2,5,7
COPACABANA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,14,14,14,14,28
CORIPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,10,11,10,11,21
CORO CORO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,5,0,5,0,5
COROICO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,10,2,10,2,12
CORQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,0,3,0,3,3
COTAGAITA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,2,1,2,1,3
CUATRO CAÑADAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,2,1,2,1,3
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,0,10,0,10,10
CUEVO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,3,5,3,5,8
CULPINA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,4,7,4,7,11
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,0,5,0,5,5
DESAGUADERO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,9,4,9,4,13
EL ALTO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,167,194,167,194,361
EL CHORO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,4,8,4,8,12
EL PUENTE(STC),atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,2,2,2,2,4
EL PUENTE(TJA),atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,8,17,8,17,25
EL TORNO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,35,10,35,10,45
EL VILLAR,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,2,0,2,0,2
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,6,10,6,10,16
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,2,5,2,5,7
EUCALIPTUS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,0,8,0,8,8
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,14,33,14,33,47
FILADELFIA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,10,0,10,0,10
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,4,7,4,7,11
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,5,5,5,5,10
GUANAY,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,2,0,2,0,2
GUAQUI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,17,28,17,28,45
GUAYARAMERIN,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,15,7,15,7,22
GUTIERREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,2,13,2,13,15
HUACARETA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,9,1,9,1,10
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,0,3,0,3,3
HUACHACALLA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,2,1,2,1,3
HUANUNI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,0,4,0,4,4
HUARACAJE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,2,2,2,2,4
HUARINA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,11,2,11,2,13
HUAYLLAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,5,5,5,5,10
HUMANATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,5,6,5,6,11
ICLA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,1,6,1,6,7
INCAHUASI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,5,4,5,4,9
INQUISIVI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,3,1,3,1,4
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,8,6,8,6,14
IXIAMAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,1,0,1,0,1
JESUS DE MACHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,8,30,8,30,38
LA ASUNTA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,2,6,2,6,8
LA GUARDIA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,4,6,4,6,10
LA PAZ,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,696,528,696,528,1224
LAGUNILLAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,1,1,1,1,2
LAJA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,15,16,15,16,31
LAS CARRERAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,5,3,5,3,8
LLALLAGUA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,1,4,1,4,5
LLICA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,3,2,3,2,5
LURIBAY,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,9,4,9,4,13
MACHACAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,6,4,6,4,10
MACHARETI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,9,9,9,9,18
MAGDALENA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,0,2,0,2,2
MAIRANA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,2,2,2,2,4
MALLA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,0,2,0,2,2
MAPIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,4,1,4,1,5
MECAPACA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,1,2,1,2,3
MINEROS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,1,9,1,9,10
MIZQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,2,3,2,3,5
MOCOMOCO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,9,4,9,4,13
MOJOCOYA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,4,5,4,5,9
MONTEAGUDO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,34,15,34,15,49
MONTERO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,25,7,25,7,32
OCURI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,0,2,0,2,2
OKINAWA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,14,8,14,8,22
OMEREQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,1,1,1,1,2
ORURO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,191,180,191,180,371
PADCAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,12,14,12,14,26
PADILLA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,10,12,10,12,22
PAILON,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,11,11,11,11,22
PALCA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,2,0,2,0,2
PALOS BLANCOS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,4,6,4,6,10
PAMPA AULLAGAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,4,0,4,0,4
PAMPA GRANDE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,1,0,1,0,1
PAPEL PAMPA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,17,9,17,9,26
PATACAMAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,5,9,5,9,14
PAZÑA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,4,11,4,11,15
PELECHUCO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,2,2,2,2,4
POCOATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,1,8,1,8,9
POCONA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,5,8,5,8,13
POJO (CBBA),atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,2,2,2,2,4
POOPO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,11,5,11,5,16
POROMA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,0,4,0,4,4
PORONGO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,60,0,60,0,60
PORTACHUELO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,20,13,20,13,33
PORVENIR,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,1,4,1,4,5
POSTRER VALLE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,0,1,0,1,1
POTOSI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,119,134,119,134,253
PRESTO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,6,3,6,3,9
PUCARANI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,20,15,20,15,35
PUERTO ACOSTA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,2,1,2,1,3
PUERTO CARABUCO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,0,11,0,11,11
PUERTO PEREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,3,1,3,1,4
PUERTO QUIJARRO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,2,1,2,1,3
PUERTO RICO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,4,1,4,1,5
PUERTO SUAREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,2,4,2,4,6
PUERTO VILLARROEL,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,4,4,4,4,8
PUNA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,9,20,9,20,29
PUNATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,6,17,6,17,23
QUIABAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,3,0,3,0,3
QUILLACOLLO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,165,115,165,115,280
QUIME,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,14,14,14,14,28
RAVELO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,11,10,11,10,21
RIBERALTA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,7,8,7,8,15
ROBORE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,1,2,1,2,3
RURRENABAQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,1,0,1,0,1
SABAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,6,7,6,7,13
SACABA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,0,3,0,3,3
SACABAMBA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,3,3,3,3,6
SACACA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,1,0,1,0,1
SAIPINA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,1,3,1,3,4
SALINAS DE GARCI MENDOZA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,11,19,11,19,30
SAMAIPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,13,6,13,6,19
SAN ANDRES DE MACHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,24,24,24,24,48
SAN ANTONIO DE LOMERIO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,1,1,1,1,2
SAN BENITO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,21,6,21,6,27
SAN BORJA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,5,3,5,3,8
SAN BUENA VENTURA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,0,9,0,9,9
SAN CARLOS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,16,10,16,10,26
SAN IGNACIO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,18,1,18,1,19
SAN IGNACIO DE VELASCO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,12,12,12,12,24
SAN JAVIER(STC),atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,11,1,11,1,12
SAN JOAQUIN,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,2,2,2,2,4
SAN JUAN DE YAPACANI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,1,0,1,0,1
SAN JULIAN,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,22,36,22,36,58
SAN LORENZO(PND),atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,1,0,1,0,1
SAN LORENZO(TJA),atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,12,12,12,12,24
SAN LUCAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,20,17,20,17,37
SAN MATIAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,3,2,3,2,5
SAN MIGUEL DE VELASCO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,3,19,3,19,22
SAN PEDRO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,6,6,6,6,12
SAN PEDRO DE BUENA VISTA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,6,9,6,9,15
SAN PEDRO DE CURAHUARA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,5,2,5,2,7
SAN PEDRO DE TIQUINA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,3,1,3,1,4
SAN RAFAEL,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,4,1,4,1,5
SAN RAMON BENI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,5,0,5,0,5
SAN RAMON SCZ,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,2,5,2,5,7
SANTA ANA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,7,11,7,11,18
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,212,237,212,237,449
SANTA ROSA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,1,0,1,0,1
SANTA ROSA DEL SARA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,6,7,6,7,13
SANTIAGO DE CALLAPA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,7,1,7,1,8
SANTIAGO DE HUARI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,12,18,12,18,30
SANTIAGO DE HUATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,1,2,1,2,3
SANTIAGO DE MACHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,27,19,27,19,46
SANTIVAÑES,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,1,3,1,3,4
SANTUARIO DE QUILLACAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,0,3,0,3,3
SAPAHAQUI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,1,1,1,1,2
SENA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,1,2,1,2,3
SHINAOTA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,1,1,1,1,2
SICA SICA (VILLA AROMA),atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,7,3,7,3,10
SICAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,3,0,3,0,3
SIPE SIPE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,4,7,4,7,11
SOPACHUY,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,6,2,6,2,8
SORACACHI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,8,4,8,4,12
SORATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,10,8,10,8,18
SUCRE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,333,226,333,226,559
TACACOMA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,2,2,2,2,4
TACOPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,0,1,0,1,1
TAHUA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,1,1,1,1,2
TAPACARI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,5,10,5,10,15
TARABUCO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,32,101,32,101,133
TARACO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,34,46,34,46,80
TARATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,3,6,3,6,9
TARIJA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,103,161,103,161,264
TARVITA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,7,7,7,7,14
TIAWANACU,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,14,17,14,17,31
TINGUIPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,6,4,6,4,10
TIPUANI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,2,3,2,3,5
TIQUIPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,8,8,8,8,16
TIRAQUE (CBBA),atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,13,7,13,7,20
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,1,5,1,5,6
TOCO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,10,12,10,12,22
TOLATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,13,8,13,8,21
TOLEDO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,3,4,3,4,7
TOMAVE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,10,26,10,26,36
TOMINA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,4,10,4,10,14
TORO TORO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,0,2,0,2,2
TOTORA(CBBA),atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,4,6,4,6,10
TOTORA(ORR),atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,2,2,2,2,4
TRIGAL,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,2,2,2,2,4
TRINIDAD,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,24,32,24,32,56
TUPIZA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,77,91,77,91,168
TURCO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,7,5,7,5,12
UMALA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,0,1,0,1,1
UNCIA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,9,15,9,15,24
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas de 60 anos y mas,2011-10-01,11,10,11,10,21
