,group,variable,month,CONSULTAS NUEVAS A MUJER EMBARAZADA O PUÉRPERA CANTIDAD,CONSULTAS NUEVAS A MUJER EMBARAZADA O PUÉRPERA CANTIDAD,TOTALES,TOTALES,TOTALES
YACUIBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-10-01,0,20,0,20,20
YAMPARAEZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-10-01,0,19,0,19,19
YANACACHI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-10-01,0,9,0,9,9
YAPACANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-10-01,0,147,0,147,147
YOCALLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-10-01,0,10,0,10,10
YOTALA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-10-01,0,38,0,38,38
YUNCHARA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-10-01,0,1,0,1,1
ZUDAÑEZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-10-01,0,13,0,13,13
ACACIO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,20,0,20,20
ACHACACHI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,46,0,46,46
AIQUILE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,75,0,75,75
ALALAY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,5,0,5,5
ALCALA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,22,0,22,22
ALTO BENI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,4,0,4,4
ANCORAIMES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,4,0,4,4
ANDAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,8,0,8,8
ANTEQUERA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,10,0,10,10
ANZALDO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,26,0,26,26
APOLO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,56,0,56,56
ARAMPAMPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,6,0,6,6
ARANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,14,0,14,14
ARBIETO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,24,0,24,24
ARQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,78,0,78,78
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,63,0,63,63
ATOCHA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,10,0,10,10
AYATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,10,0,10,10
AYO AYO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,18,0,18,18
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,138,0,138,138
AZURDUY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,7,0,7,7
BATALLAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,26,0,26,26
BAURES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,14,0,14,14
BELEN DE ANDAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,5,0,5,5
BELEN DE URMIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,5,0,5,5
BELLA FLOR,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,6,0,6,6
BERMEJO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,42,0,42,42
BETANZOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,20,0,20,20
BOLIVAR,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,2,0,2,2
BOLPEBRA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,5,0,5,5
BOYUIBE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,1,0,1,1
CABEZAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,14,0,14,14
CAIROMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,10,0,10,10
"CAIZA ""D""",atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,19,0,19,19
CAJUATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,27,0,27,27
CALACOTO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,8,0,8,8
CALAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,39,0,39,39
CAMARGO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,37,0,37,37
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,21,0,21,21
CAMIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,304,0,304,304
CAPINOTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,30,0,30,30
CAQUIAVIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,7,0,7,7
CARACOLLO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,33,0,33,33
CARANAVI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,64,0,64,64
CARIPUYO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,11,0,11,11
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,7,0,7,7
CATACORA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,1,0,1,1
CHALLAPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,79,0,79,79
CHAQUI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,12,0,12,12
CHARAGUA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,58,0,58,58
CHAYANTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,1,0,1,1
CHIMORE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,73,0,73,73
CHIPAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,5,0,5,5
CHOQUE COTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,10,0,10,10
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,42,0,42,42
CHUMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,20,0,20,20
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,19,0,19,19
CKOCHAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,46,0,46,46
CLIZA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,112,0,112,112
COBIJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,157,0,157,157
COCAPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,38,0,38,38
COCHABAMBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,797,0,797,797
COIPASA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,4,0,4,4
COLCAPIRHUA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,108,0,108,108
"COLCHA ""K""",atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,16,0,16,16
COLOMI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,62,0,62,62
COLPA BELGICA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,51,0,51,51
COLQUECHACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,60,0,60,60
COLQUIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,27,0,27,27
COMANCHE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,6,0,6,6
COMARAPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,58,0,58,58
CONCEPCION,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,9,0,9,9
COPACABANA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,21,0,21,21
CORIPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,22,0,22,22
CORO CORO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,2,0,2,2
COROICO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,51,0,51,51
CORQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,4,0,4,4
COTOCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,60,0,60,60
CUATRO CAÑADAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,58,0,58,58
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,8,0,8,8
CUEVO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,22,0,22,22
CULPINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,20,0,20,20
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,4,0,4,4
CURVA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,2,0,2,2
EL ALTO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,1204,0,1204,1204
EL CHORO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,1,0,1,1
EL PUENTE(STC),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,16,0,16,16
EL PUENTE(TJA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,9,0,9,9
EL TORNO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,38,0,38,38
EL VILLAR,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,5,0,5,5
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,20,0,20,20
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,26,0,26,26
EUCALIPTUS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,11,0,11,11
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,39,0,39,39
FILADELFIA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,29,0,29,29
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,19,0,19,19
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,23,0,23,23
GUANAY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,33,0,33,33
GUAQUI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,9,0,9,9
GUAYARAMERIN,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,50,0,50,50
GUTIERREZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,57,0,57,57
HUACARETA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,27,0,27,27
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,19,0,19,19
HUANUNI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,7,0,7,7
HUARACAJE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,10,0,10,10
HUAYLLAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,10,0,10,10
ICLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,11,0,11,11
INCAHUASI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,18,0,18,18
INQUISIVI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,13,0,13,13
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,11,0,11,11
IXIAMAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,12,0,12,12
JESUS DE MACHACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,14,0,14,14
LA ASUNTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,32,0,32,32
LA GUARDIA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,71,0,71,71
LA PAZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,1621,0,1621,1621
LAGUNILLAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,5,0,5,5
LAJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,23,0,23,23
LAS CARRERAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,3,0,3,3
LLALLAGUA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,183,0,183,183
LLICA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,22,0,22,22
LORETO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,4,0,4,4
LURIBAY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,29,0,29,29
MACHACAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,3,0,3,3
MACHARETI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,35,0,35,35
MAGDALENA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,20,0,20,20
MAIRANA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,68,0,68,68
MALLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,10,0,10,10
MAPIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,14,0,14,14
MECAPACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,10,0,10,10
MINEROS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,29,0,29,29
MIZQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,46,0,46,46
MOCOMOCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,15,0,15,15
MOJOCOYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,9,0,9,9
MONTEAGUDO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,87,0,87,87
MONTERO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,217,0,217,217
MORO MORO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,18,0,18,18
MOROCHATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,35,0,35,35
OCURI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,15,0,15,15
OKINAWA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,11,0,11,11
OMEREQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,10,0,10,10
ORURO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,361,0,361,361
PADCAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,9,0,9,9
PADILLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,41,0,41,41
PAILON,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,115,0,115,115
PALCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,55,0,55,55
PALOS BLANCOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,51,0,51,51
PAMPA AULLAGAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,5,0,5,5
PAMPA GRANDE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,27,0,27,27
PAPEL PAMPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,14,0,14,14
PASORAPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,5,0,5,5
PATACAMAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,81,0,81,81
PAZÑA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,5,0,5,5
PELECHUCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,16,0,16,16
POCOATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,43,0,43,43
POCONA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,72,0,72,72
POJO (CBBA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,56,0,56,56
POOPO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,12,0,12,12
PORCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,30,0,30,30
POROMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,17,0,17,17
PORONGO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,36,0,36,36
PORTACHUELO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,59,0,59,59
PORVENIR,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,52,0,52,52
POSTRER VALLE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,6,0,6,6
POTOSI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,596,0,596,596
PRESTO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,1,0,1,1
PUCARA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,3,0,3,3
PUCARANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,37,0,37,37
PUERTO ACOSTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,10,0,10,10
PUERTO CARABUCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,6,0,6,6
PUERTO PEREZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,2,0,2,2
PUERTO QUIJARRO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,34,0,34,34
PUERTO RICO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,30,0,30,30
PUERTO SUAREZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,63,0,63,63
PUERTO VILLARROEL,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,92,0,92,92
PUNA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,30,0,30,30
PUNATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,90,0,90,90
QUIABAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,7,0,7,7
QUILLACOLLO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,104,0,104,104
QUIME,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,11,0,11,11
QUIRUSILLAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,11,0,11,11
RAVELO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,11,0,11,11
REYES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,40,0,40,40
RIBERALTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,473,0,473,473
ROBORE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,6,0,6,6
RURRENABAQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,23,0,23,23
SABAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,5,0,5,5
SACABA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,222,0,222,222
SACABAMBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,12,0,12,12
SACACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,26,0,26,26
SAIPINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,37,0,37,37
SALINAS DE GARCI MENDOZA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,34,0,34,34
SAMAIPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,45,0,45,45
SAN ANDRES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,2,0,2,2
SAN ANDRES DE MACHACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,12,0,12,12
SAN ANTONIO DE LOMERIO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,17,0,17,17
SAN BENITO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,14,0,14,14
SAN BORJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,103,0,103,103
SAN BUENA VENTURA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,5,0,5,5
SAN CARLOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,81,0,81,81
SAN IGNACIO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,16,0,16,16
SAN IGNACIO DE VELASCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,39,0,39,39
SAN JAVIER(STC),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,17,0,17,17
SAN JOSE DE CHIQUITOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,9,0,9,9
SAN JUAN DE YAPACANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,21,0,21,21
SAN JULIAN,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,10,0,10,10
SAN LORENZO(PND),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,21,0,21,21
SAN LORENZO(TJA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,26,0,26,26
SAN LUCAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,31,0,31,31
SAN MATIAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,7,0,7,7
SAN MIGUEL DE VELASCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,56,0,56,56
SAN PEDRO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,21,0,21,21
SAN PEDRO DE BUENA VISTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,27,0,27,27
SAN PEDRO DE CURAHUARA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,9,0,9,9
SAN PEDRO DE TIQUINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,1,0,1,1
SAN RAFAEL,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,20,0,20,20
SAN RAMON BENI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,7,0,7,7
SAN RAMON SCZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,33,0,33,33
SANTA ANA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,15,0,15,15
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,1836,0,1836,1836
SANTA ROSA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,7,0,7,7
SANTA ROSA DEL SARA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,44,0,44,44
SANTIAGO DE CALLAPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,1,0,1,1
SANTIAGO DE HUARI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,20,0,20,20
SANTIAGO DE MACHACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,15,0,15,15
SANTIVAÑES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,6,0,6,6
SANTUARIO DE QUILLACAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,8,0,8,8
SAPAHAQUI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,1,0,1,1
SENA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,41,0,41,41
SHINAOTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,94,0,94,94
SICA SICA (VILLA AROMA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,19,0,19,19
SICAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,19,0,19,19
SIPE SIPE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,93,0,93,93
SOPACHUY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,74,0,74,74
SORACACHI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,9,0,9,9
SORATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,55,0,55,55
SUCRE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,1059,0,1059,1059
TACACOMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,5,0,5,5
TAHUA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,3,0,3,3
TAPACARI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,129,0,129,129
TARABUCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,62,0,62,62
TARACO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,8,0,8,8
TARATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,43,0,43,43
TARIJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-11-01,0,141,0,141,141
