,group,variable,month,ACCIONES PREVENTIVAS DENTRO DEL ESTABLECIMIENTO CANTIDAD,ACCIONES PREVENTIVAS DENTRO DEL ESTABLECIMIENTO CANTIDAD,TOTALES,TOTALES,TOTALES
AIQUILE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,11,13,11,13,24
ALALAY,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,0,4,0,4,4
ALCALA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,10,11,10,11,21
ALTO BENI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,2,11,2,11,13
ANCORAIMES,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,19,13,19,13,32
ANDAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,128,104,128,104,232
ANTEQUERA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,1,0,1,0,1
ANZALDO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,22,41,22,41,63
APOLO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,14,1,14,1,15
ARAMPAMPA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,5,3,5,3,8
ARANI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,32,50,32,50,82
ARBIETO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,34,34,34,34,68
ARQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,5,13,5,13,18
ASCENCION DE GUARAYOS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,43,72,43,72,115
ATOCHA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,106,85,106,85,191
AYATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,18,20,18,20,38
AYO AYO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,1,2,1,2,3
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,148,186,148,186,334
AZURDUY,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,5,10,5,10,15
BATALLAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,9,12,9,12,21
BAURES,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,19,10,19,10,29
BELEN DE ANDAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,2,6,2,6,8
BELEN DE URMIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,2,1,2,1,3
BELLA FLOR,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,4,3,4,3,7
BERMEJO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,331,308,331,308,639
BETANZOS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,12,20,12,20,32
BOLIVAR,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,1,1,1,1,2
BOYUIBE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,0,2,0,2,2
BUENA VISTA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,6,9,6,9,15
CABEZAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,51,42,51,42,93
CAIROMA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,7,9,7,9,16
CAJUATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,42,32,42,32,74
CALACOTO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,18,13,18,13,31
CALAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,14,8,14,8,22
CAMARGO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,82,91,82,91,173
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,144,150,144,150,294
CAMIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,140,165,140,165,305
CAPINOTA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,222,221,222,221,443
CAQUIAVIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,3,2,3,2,5
CARACOLLO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,15,13,15,13,28
CARANAVI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,102,89,102,89,191
CARAPARI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,12,15,12,15,27
CARIPUYO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,0,4,0,4,4
CARMEN RIVERO TORREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,26,38,26,38,64
CATACORA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,4,1,4,1,5
CHALLAPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,43,54,43,54,97
CHARAGUA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,12,34,12,34,46
CHAYANTA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,15,7,15,7,22
CHIMORE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,1,30,1,30,31
CHIPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,117,147,117,147,264
CHOQUE COTA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,27,20,27,20,47
CHUMA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,3,7,3,7,10
CKOCHAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,4,3,4,3,7
CLIZA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,178,156,178,156,334
COBIJA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,148,202,148,202,350
COCAPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,33,34,33,34,67
COCHABAMBA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,3001,3896,3001,3896,6897
COIPASA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,40,54,40,54,94
COLCAPIRHUA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,114,136,114,136,250
"COLCHA ""K""",atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,8,5,8,5,13
COLLANA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,3,3,3,3,6
COLOMI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,34,30,34,30,64
COLPA BELGICA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,97,70,97,70,167
COLQUECHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,11,58,11,58,69
COLQUIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,36,31,36,31,67
COMANCHE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,13,15,13,15,28
COMARAPA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,50,60,50,60,110
CONCEPCION,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,4,9,4,9,13
COPACABANA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,78,64,78,64,142
CORIPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,87,88,87,88,175
CORO CORO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,1,0,1,0,1
CORQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,110,121,110,121,231
COTAGAITA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,1,2,1,2,3
COTOCA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,17,37,17,37,54
CUATRO CAÑADAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,25,42,25,42,67
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,1,4,1,4,5
CUEVO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,2,5,2,5,7
CULPINA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,9,5,9,5,14
CURAHUARA DE CARANGAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,39,32,39,32,71
CURVA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,3,2,3,2,5
DESAGUADERO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,4,5,4,5,9
EL ALTO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,1888,2242,1888,2242,4130
EL CHORO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,11,2,11,2,13
EL PUENTE(STC),atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,2,2,2,2,4
EL PUENTE(TJA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,29,46,29,46,75
EL TORNO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,40,42,40,42,82
EL VILLAR,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,1,1,1,1,2
ENTRE RIOS TRJ,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,23,34,23,34,57
ENTRE RIOS CBBA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,232,49,232,49,281
EUCALIPTUS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,158,173,158,173,331
FERNANDEZ ALONSO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,23,24,23,24,47
FILADELFIA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,21,6,21,6,27
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,2,8,2,8,10
GUANAY,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,16,18,16,18,34
GUAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,6,10,6,10,16
GUAYARAMERIN,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,105,148,105,148,253
GUTIERREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,46,47,46,47,93
HUACARETA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,16,16,16,16,32
HUACAYA (VILLA DE HUACAYA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,18,12,18,12,30
HUACHACALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,118,83,118,83,201
HUANUNI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,3,11,3,11,14
HUARACAJE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,12,14,12,14,26
HUARINA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,5,7,5,7,12
HUAYLLAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,38,59,38,59,97
ICLA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,81,74,81,74,155
INCAHUASI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,0,34,0,34,34
INGAVI (HUMAITA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,9,13,9,13,22
INQUISIVI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,2,4,2,4,6
IRUPANA (VILLA DE LANZA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,19,20,19,20,39
IXIAMAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,21,36,21,36,57
JESUS DE MACHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,1,11,1,11,12
LA ASUNTA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,3,8,3,8,11
LA GUARDIA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,13,55,13,55,68
LA PAZ,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,4161,2519,4161,2519,6680
LA RIVERA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,1,2,1,2,3
LAJA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,1,5,1,5,6
LAS CARRERAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,10,8,10,8,18
LLALLAGUA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,102,95,102,95,197
LLICA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,2,0,2,0,2
LURIBAY,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,95,100,95,100,195
MACHACAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,38,46,38,46,84
MACHARETI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,17,17,17,17,34
MAGDALENA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,32,42,32,42,74
MAIRANA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,22,35,22,35,57
MALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,4,22,4,22,26
MAPIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,13,15,13,15,28
MECAPACA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,4,2,4,2,6
MINEROS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,4,12,4,12,16
MIZQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,15,21,15,21,36
MOCOMOCO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,16,15,16,15,31
MOJOCOYA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,1,3,1,3,4
MONTEAGUDO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,65,72,65,72,137
MONTERO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,193,233,193,233,426
MORO MORO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,13,30,13,30,43
MOROCHATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,5,5,5,5,10
OCURI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,15,20,15,20,35
OKINAWA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,3,8,3,8,11
OMEREQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,10,7,10,7,17
ORURO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,1212,1333,1212,1333,2545
PADCAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,21,42,21,42,63
PADILLA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,16,38,16,38,54
PAILON,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,64,66,64,66,130
PALCA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,51,73,51,73,124
PALOS BLANCOS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,6,37,6,37,43
PAMPA AULLAGAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,176,133,176,133,309
PAMPA GRANDE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,4,10,4,10,14
PAPEL PAMPA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,4,5,4,5,9
PATACAMAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,132,116,132,116,248
PAZÑA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,50,46,50,46,96
PELECHUCO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,73,176,73,176,249
POCOATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,13,35,13,35,48
POCONA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,177,155,177,155,332
POJO (CBBA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,11,31,11,31,42
POOPO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,56,98,56,98,154
PORCO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,7,8,7,8,15
POROMA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,23,49,23,49,72
PORONGO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,9,11,9,11,20
PORTACHUELO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,4,16,4,16,20
PORVENIR,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,18,39,18,39,57
POSTRER VALLE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,2,4,2,4,6
POTOSI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,147,219,147,219,366
PRESTO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,7,4,7,4,11
PUCARA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,0,6,0,6,6
PUCARANI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,23,39,23,39,62
PUERTO ACOSTA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,13,7,13,7,20
PUERTO CARABUCO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,4,5,4,5,9
PUERTO PEREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,0,5,0,5,5
PUERTO QUIJARRO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,8,5,8,5,13
PUERTO RICO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,10,16,10,16,26
PUERTO SUAREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,4,9,4,9,13
PUERTO VILLARROEL,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,138,139,138,139,277
PUNA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,20,14,20,14,34
PUNATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,61,137,61,137,198
QUIABAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,1,1,1,1,2
QUILLACOLLO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,1386,1747,1386,1747,3133
QUIME,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,58,53,58,53,111
QUIRUSILLAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,2,0,2,0,2
RAVELO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,0,12,0,12,12
REYES,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,18,21,18,21,39
RIBERALTA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,86,234,86,234,320
RURRENABAQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,9,45,9,45,54
SABAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,155,161,155,161,316
SACABA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,943,1377,943,1377,2320
SACABAMBA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,3,9,3,9,12
SACACA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,42,45,42,45,87
SAIPINA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,1,4,1,4,5
SALINAS DE GARCI MENDOZA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,52,45,52,45,97
SAMAIPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,22,25,22,25,47
SAN AGUSTIN,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,0,4,0,4,4
SAN ANDRES,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,26,19,26,19,45
SAN ANDRES DE MACHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,27,31,27,31,58
SAN ANTONIO DE LOMERIO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,2,1,2,1,3
SAN BENITO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,57,52,57,52,109
SAN BORJA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,33,12,33,12,45
SAN BUENA VENTURA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,7,13,7,13,20
SAN CARLOS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,49,35,49,35,84
SAN IGNACIO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,5,21,5,21,26
SAN IGNACIO DE VELASCO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,81,152,81,152,233
SAN JAVIER(STC),atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,5,8,5,8,13
SAN JOAQUIN,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,101,92,101,92,193
SAN JOSE DE CHIQUITOS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,0,1,0,1,1
SAN JUAN DE YAPACANI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,2,10,2,10,12
SAN JULIAN,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,9,7,9,7,16
SAN LORENZO(PND),atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,8,3,8,3,11
SAN LORENZO(TJA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,27,40,27,40,67
SAN MATIAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,0,1,0,1,1
SAN MIGUEL DE VELASCO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,7,8,7,8,15
SAN PEDRO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,16,31,16,31,47
SAN PEDRO DE BUENA VISTA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,5,1,5,1,6
SAN PEDRO DE CURAHUARA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,0,8,0,8,8
SAN PEDRO DE TIQUINA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,4,8,4,8,12
SAN RAFAEL,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,13,28,13,28,41
SAN RAMON BENI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,1,7,1,7,8
SAN RAMON SCZ,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,9,15,9,15,24
SANTA ANA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,83,174,83,174,257
SANTA CRUZ DE LA SIERRA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,2295,2453,2295,2453,4748
SANTA ROSA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,4,14,4,14,18
SANTA ROSA DEL SARA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,7,18,7,18,25
SANTIAGO DE CALLAPA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,4,7,4,7,11
SANTIAGO DE HUARI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,256,293,256,293,549
SANTIAGO DE HUATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,2,3,2,3,5
SANTUARIO DE QUILLACAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,134,135,134,135,269
SAPAHAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,2,8,2,8,10
SENA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,4,0,4,0,4
SHINAOTA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,67,84,67,84,151
SICA SICA (VILLA AROMA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,0,6,0,6,6
SIPE SIPE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,55,58,55,58,113
SOPACHUY,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,383,402,383,402,785
SORACACHI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,38,35,38,35,73
SORATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,11,9,11,9,20
SUCRE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,1501,2137,1501,2137,3638
TACACOMA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,5,2,5,2,7
TACOPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,3,0,3,0,3
TAHUA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,10,10,10,10,20
TAPACARI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,145,135,145,135,280
TARABUCO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,31,46,31,46,77
TARACO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,6,2,6,2,8
TARATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,10,23,10,23,33
TARIJA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,572,982,572,982,1554
TARVITA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,39,39,39,39,78
TEOPONTE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,7,14,7,14,21
TIAWANACU,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,9,11,9,11,20
TINGUIPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,11,4,11,4,15
TIPUANI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,52,58,52,58,110
TIQUIPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,455,420,455,420,875
TIRAQUE (CBBA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,13,37,13,37,50
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,1,11,1,11,12
TOCO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,28,35,28,35,63
TODOS SANTOS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,5,10,5,10,15
TOLATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,28,21,28,21,49
TOLEDO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,170,214,170,214,384
TOMAVE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,2,13,2,13,15
TOMINA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,8,19,8,19,27
TORO TORO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,31,28,31,28,59
TOTORA(CBBA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,1,3,1,3,4
TRIGAL,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,12,10,12,10,22
TRINIDAD,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,101,237,101,237,338
TUPIZA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,89,89,89,89,178
TURCO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,65,89,65,89,154
UNCIA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,62,27,62,27,89
URIONDO (A. CONCEPCION),atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,33,58,33,58,91
URUBICHA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,12,15,12,15,27
UYUNI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,7,4,7,4,11
VACAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,17,23,17,23,40
VALLEGRANDE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,75,61,75,61,136
VIACHA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,200,207,200,207,407
VILA VILA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,4,16,4,16,20
VILLA MONTES,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,58,117,58,117,175
VILLA NUEVA (LOMA ALTA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,5,5,5,5,10
VILLA RIVERO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-10-01,18,12,18,12,30
