,group,variable,month,CIRUGIA BUCAL MENOR CANTIDAD,CIRUGIA BUCAL MENOR CANTIDAD,TOTALES,TOTALES,TOTALES
MOCOMOCO,atencion odontologica,cirugia bucal menor,2011-10-01,40,80,40,80,120
MOJOCOYA,atencion odontologica,cirugia bucal menor,2011-10-01,17,58,17,58,75
MONTEAGUDO,atencion odontologica,cirugia bucal menor,2011-10-01,42,75,42,75,117
MONTERO,atencion odontologica,cirugia bucal menor,2011-10-01,63,86,63,86,149
MORO MORO,atencion odontologica,cirugia bucal menor,2011-10-01,5,7,5,7,12
MOROCHATA,atencion odontologica,cirugia bucal menor,2011-10-01,1,3,1,3,4
OCURI,atencion odontologica,cirugia bucal menor,2011-10-01,13,47,13,47,60
OKINAWA,atencion odontologica,cirugia bucal menor,2011-10-01,14,12,14,12,26
OMEREQUE,atencion odontologica,cirugia bucal menor,2011-10-01,3,15,3,15,18
ORURO,atencion odontologica,cirugia bucal menor,2011-10-01,478,715,478,715,1193
PADCAYA,atencion odontologica,cirugia bucal menor,2011-10-01,47,75,47,75,122
PADILLA,atencion odontologica,cirugia bucal menor,2011-10-01,20,60,20,60,80
PAILON,atencion odontologica,cirugia bucal menor,2011-10-01,45,56,45,56,101
PALCA,atencion odontologica,cirugia bucal menor,2011-10-01,27,56,27,56,83
PALOS BLANCOS,atencion odontologica,cirugia bucal menor,2011-10-01,14,35,14,35,49
PAMPA AULLAGAS,atencion odontologica,cirugia bucal menor,2011-10-01,11,6,11,6,17
PAMPA GRANDE,atencion odontologica,cirugia bucal menor,2011-10-01,5,5,5,5,10
PAPEL PAMPA,atencion odontologica,cirugia bucal menor,2011-10-01,9,12,9,12,21
PASORAPA,atencion odontologica,cirugia bucal menor,2011-10-01,2,4,2,4,6
PATACAMAYA,atencion odontologica,cirugia bucal menor,2011-10-01,24,45,24,45,69
PAZÑA,atencion odontologica,cirugia bucal menor,2011-10-01,11,9,11,9,20
PELECHUCO,atencion odontologica,cirugia bucal menor,2011-10-01,30,24,30,24,54
POCOATA,atencion odontologica,cirugia bucal menor,2011-10-01,11,36,11,36,47
POCONA,atencion odontologica,cirugia bucal menor,2011-10-01,60,97,60,97,157
POJO (CBBA),atencion odontologica,cirugia bucal menor,2011-10-01,21,38,21,38,59
POOPO,atencion odontologica,cirugia bucal menor,2011-10-01,21,31,21,31,52
PORCO,atencion odontologica,cirugia bucal menor,2011-10-01,1,19,1,19,20
POROMA,atencion odontologica,cirugia bucal menor,2011-10-01,12,23,12,23,35
PORONGO,atencion odontologica,cirugia bucal menor,2011-10-01,2,13,2,13,15
PORTACHUELO,atencion odontologica,cirugia bucal menor,2011-10-01,13,15,13,15,28
PORVENIR,atencion odontologica,cirugia bucal menor,2011-10-01,17,20,17,20,37
POSTRER VALLE,atencion odontologica,cirugia bucal menor,2011-10-01,1,5,1,5,6
POTOSI,atencion odontologica,cirugia bucal menor,2011-10-01,490,661,490,661,1151
PRESTO,atencion odontologica,cirugia bucal menor,2011-10-01,7,15,7,15,22
PUCARA,atencion odontologica,cirugia bucal menor,2011-10-01,1,1,1,1,2
PUCARANI,atencion odontologica,cirugia bucal menor,2011-10-01,65,101,65,101,166
PUERTO ACOSTA,atencion odontologica,cirugia bucal menor,2011-10-01,23,38,23,38,61
PUERTO CARABUCO,atencion odontologica,cirugia bucal menor,2011-10-01,14,54,14,54,68
PUERTO PEREZ,atencion odontologica,cirugia bucal menor,2011-10-01,0,6,0,6,6
PUERTO RICO,atencion odontologica,cirugia bucal menor,2011-10-01,28,21,28,21,49
PUERTO SUAREZ,atencion odontologica,cirugia bucal menor,2011-10-01,6,16,6,16,22
PUERTO VILLARROEL,atencion odontologica,cirugia bucal menor,2011-10-01,22,45,22,45,67
PUNA,atencion odontologica,cirugia bucal menor,2011-10-01,32,55,32,55,87
PUNATA,atencion odontologica,cirugia bucal menor,2011-10-01,24,56,24,56,80
QUIABAYA,atencion odontologica,cirugia bucal menor,2011-10-01,16,17,16,17,33
QUILLACOLLO,atencion odontologica,cirugia bucal menor,2011-10-01,44,67,44,67,111
QUIME,atencion odontologica,cirugia bucal menor,2011-10-01,91,81,91,81,172
QUIRUSILLAS,atencion odontologica,cirugia bucal menor,2011-10-01,1,0,1,0,1
RAVELO,atencion odontologica,cirugia bucal menor,2011-10-01,21,53,21,53,74
RIBERALTA,atencion odontologica,cirugia bucal menor,2011-10-01,60,160,60,160,220
ROBORE,atencion odontologica,cirugia bucal menor,2011-10-01,3,8,3,8,11
RURRENABAQUE,atencion odontologica,cirugia bucal menor,2011-10-01,13,37,13,37,50
SABAYA,atencion odontologica,cirugia bucal menor,2011-10-01,30,23,30,23,53
SACABA,atencion odontologica,cirugia bucal menor,2011-10-01,235,308,235,308,543
SACABAMBA,atencion odontologica,cirugia bucal menor,2011-10-01,1,0,1,0,1
SACACA,atencion odontologica,cirugia bucal menor,2011-10-01,17,42,17,42,59
SAIPINA,atencion odontologica,cirugia bucal menor,2011-10-01,9,13,9,13,22
SALINAS DE GARCI MENDOZA,atencion odontologica,cirugia bucal menor,2011-10-01,12,30,12,30,42
SAMAIPATA,atencion odontologica,cirugia bucal menor,2011-10-01,12,19,12,19,31
SAN ANDRES,atencion odontologica,cirugia bucal menor,2011-10-01,15,15,15,15,30
SAN ANDRES DE MACHACA,atencion odontologica,cirugia bucal menor,2011-10-01,38,42,38,42,80
SAN ANTONIO DE LOMERIO,atencion odontologica,cirugia bucal menor,2011-10-01,8,25,8,25,33
SAN BENITO,atencion odontologica,cirugia bucal menor,2011-10-01,13,13,13,13,26
SAN BORJA,atencion odontologica,cirugia bucal menor,2011-10-01,43,52,43,52,95
SAN BUENA VENTURA,atencion odontologica,cirugia bucal menor,2011-10-01,3,2,3,2,5
SAN CARLOS,atencion odontologica,cirugia bucal menor,2011-10-01,24,17,24,17,41
SAN IGNACIO,atencion odontologica,cirugia bucal menor,2011-10-01,57,45,57,45,102
SAN IGNACIO DE VELASCO,atencion odontologica,cirugia bucal menor,2011-10-01,67,80,67,80,147
SAN JAVIER(BNI),atencion odontologica,cirugia bucal menor,2011-10-01,1,5,1,5,6
SAN JAVIER(STC),atencion odontologica,cirugia bucal menor,2011-10-01,18,10,18,10,28
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucal menor,2011-10-01,24,48,24,48,72
SAN JUAN DE YAPACANI,atencion odontologica,cirugia bucal menor,2011-10-01,13,13,13,13,26
SAN JULIAN,atencion odontologica,cirugia bucal menor,2011-10-01,5,5,5,5,10
SAN LORENZO(PND),atencion odontologica,cirugia bucal menor,2011-10-01,3,13,3,13,16
SAN LORENZO(TJA),atencion odontologica,cirugia bucal menor,2011-10-01,67,119,67,119,186
SAN LUCAS,atencion odontologica,cirugia bucal menor,2011-10-01,25,20,25,20,45
SAN MATIAS,atencion odontologica,cirugia bucal menor,2011-10-01,11,10,11,10,21
SAN MIGUEL DE VELASCO,atencion odontologica,cirugia bucal menor,2011-10-01,14,41,14,41,55
SAN PEDRO,atencion odontologica,cirugia bucal menor,2011-10-01,37,56,37,56,93
SAN PEDRO DE BUENA VISTA,atencion odontologica,cirugia bucal menor,2011-10-01,19,51,19,51,70
SAN PEDRO DE CURAHUARA,atencion odontologica,cirugia bucal menor,2011-10-01,0,6,0,6,6
SAN PEDRO DE TIQUINA,atencion odontologica,cirugia bucal menor,2011-10-01,24,30,24,30,54
SAN RAFAEL,atencion odontologica,cirugia bucal menor,2011-10-01,17,10,17,10,27
SAN RAMON BENI,atencion odontologica,cirugia bucal menor,2011-10-01,21,30,21,30,51
SAN RAMON SCZ,atencion odontologica,cirugia bucal menor,2011-10-01,5,8,5,8,13
SANTA ANA,atencion odontologica,cirugia bucal menor,2011-10-01,31,44,31,44,75
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucal menor,2011-10-01,376,767,376,767,1143
SANTA ROSA,atencion odontologica,cirugia bucal menor,2011-10-01,6,10,6,10,16
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucal menor,2011-10-01,17,34,17,34,51
SANTIAGO DE CALLAPA,atencion odontologica,cirugia bucal menor,2011-10-01,9,4,9,4,13
SANTIAGO DE HUARI,atencion odontologica,cirugia bucal menor,2011-10-01,10,17,10,17,27
SANTIAGO DE HUATA,atencion odontologica,cirugia bucal menor,2011-10-01,2,8,2,8,10
SANTIAGO DE MACHACA,atencion odontologica,cirugia bucal menor,2011-10-01,71,77,71,77,148
SANTIVAÑES,atencion odontologica,cirugia bucal menor,2011-10-01,3,12,3,12,15
SANTUARIO DE QUILLACAS,atencion odontologica,cirugia bucal menor,2011-10-01,9,14,9,14,23
SAPAHAQUI,atencion odontologica,cirugia bucal menor,2011-10-01,11,21,11,21,32
SENA,atencion odontologica,cirugia bucal menor,2011-10-01,12,37,12,37,49
SHINAOTA,atencion odontologica,cirugia bucal menor,2011-10-01,12,24,12,24,36
SICA SICA (VILLA AROMA),atencion odontologica,cirugia bucal menor,2011-10-01,20,40,20,40,60
SICAYA,atencion odontologica,cirugia bucal menor,2011-10-01,0,3,0,3,3
SIPE SIPE,atencion odontologica,cirugia bucal menor,2011-10-01,26,52,26,52,78
SOPACHUY,atencion odontologica,cirugia bucal menor,2011-10-01,11,54,11,54,65
SORACACHI,atencion odontologica,cirugia bucal menor,2011-10-01,8,11,8,11,19
SORATA,atencion odontologica,cirugia bucal menor,2011-10-01,33,41,33,41,74
SUCRE,atencion odontologica,cirugia bucal menor,2011-10-01,399,595,399,595,994
TACACOMA,atencion odontologica,cirugia bucal menor,2011-10-01,27,26,27,26,53
TACOPAYA,atencion odontologica,cirugia bucal menor,2011-10-01,13,14,13,14,27
TAHUA,atencion odontologica,cirugia bucal menor,2011-10-01,2,2,2,2,4
TAPACARI,atencion odontologica,cirugia bucal menor,2011-10-01,28,48,28,48,76
TARABUCO,atencion odontologica,cirugia bucal menor,2011-10-01,91,291,91,291,382
TARACO,atencion odontologica,cirugia bucal menor,2011-10-01,23,36,23,36,59
TARATA,atencion odontologica,cirugia bucal menor,2011-10-01,13,18,13,18,31
TARIJA,atencion odontologica,cirugia bucal menor,2011-10-01,505,757,505,757,1262
TARVITA,atencion odontologica,cirugia bucal menor,2011-10-01,26,61,26,61,87
TEOPONTE,atencion odontologica,cirugia bucal menor,2011-10-01,10,4,10,4,14
TIAWANACU,atencion odontologica,cirugia bucal menor,2011-10-01,35,60,35,60,95
TINGUIPAYA,atencion odontologica,cirugia bucal menor,2011-10-01,5,36,5,36,41
TIPUANI,atencion odontologica,cirugia bucal menor,2011-10-01,16,35,16,35,51
TIQUIPAYA,atencion odontologica,cirugia bucal menor,2011-10-01,104,186,104,186,290
TIRAQUE (CBBA),atencion odontologica,cirugia bucal menor,2011-10-01,10,21,10,21,31
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,cirugia bucal menor,2011-10-01,6,21,6,21,27
TOCO,atencion odontologica,cirugia bucal menor,2011-10-01,10,8,10,8,18
TOLATA,atencion odontologica,cirugia bucal menor,2011-10-01,0,4,0,4,4
TOLEDO,atencion odontologica,cirugia bucal menor,2011-10-01,26,36,26,36,62
TOMAVE,atencion odontologica,cirugia bucal menor,2011-10-01,19,72,19,72,91
TOMINA,atencion odontologica,cirugia bucal menor,2011-10-01,25,46,25,46,71
TORO TORO,atencion odontologica,cirugia bucal menor,2011-10-01,19,10,19,10,29
TOTORA(CBBA),atencion odontologica,cirugia bucal menor,2011-10-01,35,36,35,36,71
TOTORA(ORR),atencion odontologica,cirugia bucal menor,2011-10-01,3,6,3,6,9
TRIGAL,atencion odontologica,cirugia bucal menor,2011-10-01,5,3,5,3,8
TRINIDAD,atencion odontologica,cirugia bucal menor,2011-10-01,141,198,141,198,339
TUPIZA,atencion odontologica,cirugia bucal menor,2011-10-01,58,96,58,96,154
TURCO,atencion odontologica,cirugia bucal menor,2011-10-01,7,11,7,11,18
UMALA,atencion odontologica,cirugia bucal menor,2011-10-01,3,2,3,2,5
UNCIA,atencion odontologica,cirugia bucal menor,2011-10-01,25,22,25,22,47
URIONDO (A. CONCEPCION),atencion odontologica,cirugia bucal menor,2011-10-01,62,136,62,136,198
URUBICHA,atencion odontologica,cirugia bucal menor,2011-10-01,3,14,3,14,17
UYUNI,atencion odontologica,cirugia bucal menor,2011-10-01,52,35,52,35,87
VACAS,atencion odontologica,cirugia bucal menor,2011-10-01,9,12,9,12,21
VALLEGRANDE,atencion odontologica,cirugia bucal menor,2011-10-01,26,48,26,48,74
VIACHA,atencion odontologica,cirugia bucal menor,2011-10-01,22,41,22,41,63
VILA VILA,atencion odontologica,cirugia bucal menor,2011-10-01,1,1,1,1,2
VILLA CHARCAS,atencion odontologica,cirugia bucal menor,2011-10-01,18,29,18,29,47
VILLA MONTES,atencion odontologica,cirugia bucal menor,2011-10-01,172,339,172,339,511
VILLA NUEVA (LOMA ALTA),atencion odontologica,cirugia bucal menor,2011-10-01,7,7,7,7,14
VILLA RIVERO,atencion odontologica,cirugia bucal menor,2011-10-01,5,7,5,7,12
VILLA SERRANO,atencion odontologica,cirugia bucal menor,2011-10-01,40,79,40,79,119
VILLA TUNARI,atencion odontologica,cirugia bucal menor,2011-10-01,80,80,80,80,160
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,cirugia bucal menor,2011-10-01,24,100,24,100,124
VILLAZON,atencion odontologica,cirugia bucal menor,2011-10-01,99,133,99,133,232
VINTO,atencion odontologica,cirugia bucal menor,2011-10-01,12,19,12,19,31
VITICHI,atencion odontologica,cirugia bucal menor,2011-10-01,19,32,19,32,51
WALDO BALLIVIAN,atencion odontologica,cirugia bucal menor,2011-10-01,4,8,4,8,12
WARNES,atencion odontologica,cirugia bucal menor,2011-10-01,18,46,18,46,64
YACO,atencion odontologica,cirugia bucal menor,2011-10-01,25,18,25,18,43
YACUIBA,atencion odontologica,cirugia bucal menor,2011-10-01,177,267,177,267,444
YAMPARAEZ,atencion odontologica,cirugia bucal menor,2011-10-01,15,27,15,27,42
YANACACHI,atencion odontologica,cirugia bucal menor,2011-10-01,19,19,19,19,38
YAPACANI,atencion odontologica,cirugia bucal menor,2011-10-01,32,98,32,98,130
YOCALLA,atencion odontologica,cirugia bucal menor,2011-10-01,2,6,2,6,8
YUNCHARA,atencion odontologica,cirugia bucal menor,2011-10-01,24,53,24,53,77
ZUDAÑEZ,atencion odontologica,cirugia bucal menor,2011-10-01,7,12,7,12,19
ACACIO,atencion odontologica,cirugia bucal menor,2011-11-01,6,9,6,9,15
ACHACACHI,atencion odontologica,cirugia bucal menor,2011-11-01,117,154,117,154,271
ACHOCALLA,atencion odontologica,cirugia bucal menor,2011-11-01,16,33,16,33,49
AIQUILE,atencion odontologica,cirugia bucal menor,2011-11-01,11,12,11,12,23
ALALAY,atencion odontologica,cirugia bucal menor,2011-11-01,2,1,2,1,3
ALCALA,atencion odontologica,cirugia bucal menor,2011-11-01,18,23,18,23,41
ALTO BENI,atencion odontologica,cirugia bucal menor,2011-11-01,22,27,22,27,49
ANCORAIMES,atencion odontologica,cirugia bucal menor,2011-11-01,29,40,29,40,69
ANDAMARCA,atencion odontologica,cirugia bucal menor,2011-11-01,8,16,8,16,24
ANTEQUERA,atencion odontologica,cirugia bucal menor,2011-11-01,16,15,16,15,31
ANZALDO,atencion odontologica,cirugia bucal menor,2011-11-01,14,26,14,26,40
APOLO,atencion odontologica,cirugia bucal menor,2011-11-01,27,51,27,51,78
ARAMPAMPA,atencion odontologica,cirugia bucal menor,2011-11-01,6,8,6,8,14
ARANI,atencion odontologica,cirugia bucal menor,2011-11-01,4,14,4,14,18
ARBIETO,atencion odontologica,cirugia bucal menor,2011-11-01,1,8,1,8,9
ARQUE,atencion odontologica,cirugia bucal menor,2011-11-01,6,34,6,34,40
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucal menor,2011-11-01,18,45,18,45,63
ATOCHA,atencion odontologica,cirugia bucal menor,2011-11-01,46,74,46,74,120
AUCAPATA,atencion odontologica,cirugia bucal menor,2011-11-01,3,9,3,9,12
AYATA,atencion odontologica,cirugia bucal menor,2011-11-01,17,50,17,50,67
AYO AYO,atencion odontologica,cirugia bucal menor,2011-11-01,53,59,53,59,112
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,cirugia bucal menor,2011-11-01,41,55,41,55,96
AZURDUY,atencion odontologica,cirugia bucal menor,2011-11-01,9,9,9,9,18
BATALLAS,atencion odontologica,cirugia bucal menor,2011-11-01,29,64,29,64,93
BAURES,atencion odontologica,cirugia bucal menor,2011-11-01,10,15,10,15,25
BELEN DE ANDAMARCA,atencion odontologica,cirugia bucal menor,2011-11-01,2,5,2,5,7
BELEN DE URMIRI,atencion odontologica,cirugia bucal menor,2011-11-01,8,19,8,19,27
BELLA FLOR,atencion odontologica,cirugia bucal menor,2011-11-01,8,13,8,13,21
BERMEJO,atencion odontologica,cirugia bucal menor,2011-11-01,48,144,48,144,192
BETANZOS,atencion odontologica,cirugia bucal menor,2011-11-01,21,75,21,75,96
BOLIVAR,atencion odontologica,cirugia bucal menor,2011-11-01,23,20,23,20,43
BOLPEBRA,atencion odontologica,cirugia bucal menor,2011-11-01,2,5,2,5,7
BOYUIBE,atencion odontologica,cirugia bucal menor,2011-11-01,11,19,11,19,30
BUENA VISTA,atencion odontologica,cirugia bucal menor,2011-11-01,4,5,4,5,9
CABEZAS,atencion odontologica,cirugia bucal menor,2011-11-01,30,39,30,39,69
CAIROMA,atencion odontologica,cirugia bucal menor,2011-11-01,36,24,36,24,60
"CAIZA ""D""",atencion odontologica,cirugia bucal menor,2011-11-01,5,21,5,21,26
CAJUATA,atencion odontologica,cirugia bucal menor,2011-11-01,26,38,26,38,64
CALACOTO,atencion odontologica,cirugia bucal menor,2011-11-01,30,19,30,19,49
CALAMARCA,atencion odontologica,cirugia bucal menor,2011-11-01,30,58,30,58,88
CAMARGO,atencion odontologica,cirugia bucal menor,2011-11-01,39,33,39,33,72
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,cirugia bucal menor,2011-11-01,7,20,7,20,27
CAMIRI,atencion odontologica,cirugia bucal menor,2011-11-01,87,145,87,145,232
CAPINOTA,atencion odontologica,cirugia bucal menor,2011-11-01,5,4,5,4,9
CAQUIAVIRI,atencion odontologica,cirugia bucal menor,2011-11-01,26,45,26,45,71
CARACOLLO,atencion odontologica,cirugia bucal menor,2011-11-01,44,72,44,72,116
CARANAVI,atencion odontologica,cirugia bucal menor,2011-11-01,52,52,52,52,104
CARAPARI,atencion odontologica,cirugia bucal menor,2011-11-01,90,137,90,137,227
CARIPUYO,atencion odontologica,cirugia bucal menor,2011-11-01,8,13,8,13,21
CARMEN RIVERO TORREZ,atencion odontologica,cirugia bucal menor,2011-11-01,8,17,8,17,25
CATACORA,atencion odontologica,cirugia bucal menor,2011-11-01,16,26,16,26,42
CHALLAPATA,atencion odontologica,cirugia bucal menor,2011-11-01,55,97,55,97,152
CHAQUI,atencion odontologica,cirugia bucal menor,2011-11-01,2,19,2,19,21
CHARAGUA,atencion odontologica,cirugia bucal menor,2011-11-01,52,158,52,158,210
CHAYANTA,atencion odontologica,cirugia bucal menor,2011-11-01,0,48,0,48,48
CHIMORE,atencion odontologica,cirugia bucal menor,2011-11-01,18,39,18,39,57
CHIPAYA,atencion odontologica,cirugia bucal menor,2011-11-01,5,21,5,21,26
CHOQUE COTA,atencion odontologica,cirugia bucal menor,2011-11-01,8,9,8,9,17
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucal menor,2011-11-01,19,50,19,50,69
CHUMA,atencion odontologica,cirugia bucal menor,2011-11-01,64,94,64,94,158
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,cirugia bucal menor,2011-11-01,10,29,10,29,39
CKOCHAS,atencion odontologica,cirugia bucal menor,2011-11-01,13,26,13,26,39
CLIZA,atencion odontologica,cirugia bucal menor,2011-11-01,8,21,8,21,29
COBIJA,atencion odontologica,cirugia bucal menor,2011-11-01,14,38,14,38,52
COCAPATA,atencion odontologica,cirugia bucal menor,2011-11-01,25,59,25,59,84
COCHABAMBA,atencion odontologica,cirugia bucal menor,2011-11-01,257,394,257,394,651
COIPASA,atencion odontologica,cirugia bucal menor,2011-11-01,0,4,0,4,4
COLCAPIRHUA,atencion odontologica,cirugia bucal menor,2011-11-01,80,67,80,67,147
"COLCHA ""K""",atencion odontologica,cirugia bucal menor,2011-11-01,17,13,17,13,30
COLLANA,atencion odontologica,cirugia bucal menor,2011-11-01,8,10,8,10,18
COLOMI,atencion odontologica,cirugia bucal menor,2011-11-01,16,29,16,29,45
COLPA BELGICA,atencion odontologica,cirugia bucal menor,2011-11-01,13,33,13,33,46
COLQUECHACA,atencion odontologica,cirugia bucal menor,2011-11-01,17,41,17,41,58
COLQUIRI,atencion odontologica,cirugia bucal menor,2011-11-01,57,106,57,106,163
COMANCHE,atencion odontologica,cirugia bucal menor,2011-11-01,35,67,35,67,102
COMARAPA,atencion odontologica,cirugia bucal menor,2011-11-01,52,48,52,48,100
CONCEPCION,atencion odontologica,cirugia bucal menor,2011-11-01,10,23,10,23,33
COPACABANA,atencion odontologica,cirugia bucal menor,2011-11-01,16,19,16,19,35
CORIPATA,atencion odontologica,cirugia bucal menor,2011-11-01,16,39,16,39,55
CORO CORO,atencion odontologica,cirugia bucal menor,2011-11-01,6,16,6,16,22
COROICO,atencion odontologica,cirugia bucal menor,2011-11-01,60,64,60,64,124
CORQUE,atencion odontologica,cirugia bucal menor,2011-11-01,13,18,13,18,31
COTAGAITA,atencion odontologica,cirugia bucal menor,2011-11-01,8,4,8,4,12
COTOCA,atencion odontologica,cirugia bucal menor,2011-11-01,4,3,4,3,7
CUATRO CAÑADAS,atencion odontologica,cirugia bucal menor,2011-11-01,13,30,13,30,43
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,cirugia bucal menor,2011-11-01,3,2,3,2,5
CUEVO,atencion odontologica,cirugia bucal menor,2011-11-01,10,15,10,15,25
CULPINA,atencion odontologica,cirugia bucal menor,2011-11-01,12,33,12,33,45
CURAHUARA DE CARANGAS,atencion odontologica,cirugia bucal menor,2011-11-01,10,43,10,43,53
CURVA,atencion odontologica,cirugia bucal menor,2011-11-01,1,9,1,9,10
DESAGUADERO,atencion odontologica,cirugia bucal menor,2011-11-01,14,22,14,22,36
EL ALTO,atencion odontologica,cirugia bucal menor,2011-11-01,962,1355,962,1355,2317
EL CHORO,atencion odontologica,cirugia bucal menor,2011-11-01,3,5,3,5,8
EL PUENTE(STC),atencion odontologica,cirugia bucal menor,2011-11-01,10,14,10,14,24
EL PUENTE(TJA),atencion odontologica,cirugia bucal menor,2011-11-01,41,83,41,83,124
EL TORNO,atencion odontologica,cirugia bucal menor,2011-11-01,47,44,47,44,91
EL VILLAR,atencion odontologica,cirugia bucal menor,2011-11-01,1,7,1,7,8
ENTRE RIOS TRJ,atencion odontologica,cirugia bucal menor,2011-11-01,57,147,57,147,204
ENTRE RIOS CBBA,atencion odontologica,cirugia bucal menor,2011-11-01,5,14,5,14,19
ESCOMA,atencion odontologica,cirugia bucal menor,2011-11-01,13,21,13,21,34
EUCALIPTUS,atencion odontologica,cirugia bucal menor,2011-11-01,4,8,4,8,12
FERNANDEZ ALONSO,atencion odontologica,cirugia bucal menor,2011-11-01,12,36,12,36,48
FILADELFIA,atencion odontologica,cirugia bucal menor,2011-11-01,14,24,14,24,38
GENERAL SAAVEDRA,atencion odontologica,cirugia bucal menor,2011-11-01,8,33,8,33,41
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,cirugia bucal menor,2011-11-01,39,45,39,45,84
GUANAY,atencion odontologica,cirugia bucal menor,2011-11-01,20,26,20,26,46
GUAQUI,atencion odontologica,cirugia bucal menor,2011-11-01,40,31,40,31,71
GUAYARAMERIN,atencion odontologica,cirugia bucal menor,2011-11-01,19,40,19,40,59
GUTIERREZ,atencion odontologica,cirugia bucal menor,2011-11-01,28,72,28,72,100
HUACARETA,atencion odontologica,cirugia bucal menor,2011-11-01,29,51,29,51,80
HUACAYA (VILLA DE HUACAYA),atencion odontologica,cirugia bucal menor,2011-11-01,6,25,6,25,31
HUACHACALLA,atencion odontologica,cirugia bucal menor,2011-11-01,2,8,2,8,10
HUANUNI,atencion odontologica,cirugia bucal menor,2011-11-01,37,48,37,48,85
HUARACAJE,atencion odontologica,cirugia bucal menor,2011-11-01,9,7,9,7,16
HUARINA,atencion odontologica,cirugia bucal menor,2011-11-01,9,19,9,19,28
HUAYLLAMARCA,atencion odontologica,cirugia bucal menor,2011-11-01,16,31,16,31,47
HUMANATA,atencion odontologica,cirugia bucal menor,2011-11-01,17,26,17,26,43
ICLA,atencion odontologica,cirugia bucal menor,2011-11-01,29,47,29,47,76
INCAHUASI,atencion odontologica,cirugia bucal menor,2011-11-01,6,25,6,25,31
INQUISIVI,atencion odontologica,cirugia bucal menor,2011-11-01,15,26,15,26,41
IRUPANA (VILLA DE LANZA),atencion odontologica,cirugia bucal menor,2011-11-01,14,20,14,20,34
IXIAMAS,atencion odontologica,cirugia bucal menor,2011-11-01,34,42,34,42,76
JESUS DE MACHACA,atencion odontologica,cirugia bucal menor,2011-11-01,59,90,59,90,149
LA ASUNTA,atencion odontologica,cirugia bucal menor,2011-11-01,61,94,61,94,155
LA GUARDIA,atencion odontologica,cirugia bucal menor,2011-11-01,29,90,29,90,119
LA PAZ,atencion odontologica,cirugia bucal menor,2011-11-01,673,1002,673,1002,1675
LAGUNILLAS,atencion odontologica,cirugia bucal menor,2011-11-01,5,25,5,25,30
LAJA,atencion odontologica,cirugia bucal menor,2011-11-01,85,138,85,138,223
LAS CARRERAS,atencion odontologica,cirugia bucal menor,2011-11-01,13,9,13,9,22
LICOMA PAMPA,atencion odontologica,cirugia bucal menor,2011-11-01,7,10,7,10,17
LLALLAGUA,atencion odontologica,cirugia bucal menor,2011-11-01,48,64,48,64,112
LLICA,atencion odontologica,cirugia bucal menor,2011-11-01,19,54,19,54,73
LORETO,atencion odontologica,cirugia bucal menor,2011-11-01,16,9,16,9,25
LURIBAY,atencion odontologica,cirugia bucal menor,2011-11-01,13,17,13,17,30
MACHACAMARCA,atencion odontologica,cirugia bucal menor,2011-11-01,3,7,3,7,10
MACHARETI,atencion odontologica,cirugia bucal menor,2011-11-01,16,10,16,10,26
MAGDALENA,atencion odontologica,cirugia bucal menor,2011-11-01,26,52,26,52,78
MAIRANA,atencion odontologica,cirugia bucal menor,2011-11-01,3,1,3,1,4
MALLA,atencion odontologica,cirugia bucal menor,2011-11-01,15,21,15,21,36
MAPIRI,atencion odontologica,cirugia bucal menor,2011-11-01,23,34,23,34,57
MECAPACA,atencion odontologica,cirugia bucal menor,2011-11-01,34,47,34,47,81
MINEROS,atencion odontologica,cirugia bucal menor,2011-11-01,13,14,13,14,27
MIZQUE,atencion odontologica,cirugia bucal menor,2011-11-01,7,12,7,12,19
MOCOMOCO,atencion odontologica,cirugia bucal menor,2011-11-01,48,71,48,71,119
MOJOCOYA,atencion odontologica,cirugia bucal menor,2011-11-01,16,40,16,40,56
MONTEAGUDO,atencion odontologica,cirugia bucal menor,2011-11-01,41,72,41,72,113
MONTERO,atencion odontologica,cirugia bucal menor,2011-11-01,86,104,86,104,190
MORO MORO,atencion odontologica,cirugia bucal menor,2011-11-01,10,10,10,10,20
MOROCHATA,atencion odontologica,cirugia bucal menor,2011-11-01,0,7,0,7,7
OCURI,atencion odontologica,cirugia bucal menor,2011-11-01,22,39,22,39,61
OKINAWA,atencion odontologica,cirugia bucal menor,2011-11-01,2,23,2,23,25
OMEREQUE,atencion odontologica,cirugia bucal menor,2011-11-01,3,15,3,15,18
ORURO,atencion odontologica,cirugia bucal menor,2011-11-01,338,627,338,627,965
PADCAYA,atencion odontologica,cirugia bucal menor,2011-11-01,64,115,64,115,179
