,group,variable,month,ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,TOTALES,TOTALES,TOTALES
POCOATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,13,7,13,7,20
POCONA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,126,158,126,158,284
POJO (CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,105,188,105,188,293
POROMA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,7,8,7,8,15
PORONGO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,124,126,124,126,250
PORTACHUELO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,81,83,81,83,164
PORVENIR,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,87,113,87,113,200
POSTRER VALLE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,77,51,77,51,128
POTOSI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,24,36,24,36,60
PUERTO RICO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,144,117,144,117,261
PUERTO VILLARROEL,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,38,38,38,38,76
PUNATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,1,18,1,18,19
QUILLACOLLO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,403,277,403,277,680
QUIME,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,43,51,43,51,94
REYES,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,13,0,13,0,13
RIBERALTA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,225,375,225,375,600
ROBORE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,374,357,374,357,731
RURRENABAQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,30,42,30,42,72
SABAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,56,64,56,64,120
SACABA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,2183,2164,2183,2164,4347
SACABAMBA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,24,24,24,24,48
SACACA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,2,5,2,5,7
SAIPINA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,498,414,498,414,912
SAMAIPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,68,51,68,51,119
SAN ANDRES DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,36,65,36,65,101
SAN BENITO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,212,224,212,224,436
SAN BUENA VENTURA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,15,5,15,5,20
SAN CARLOS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,570,0,570,0,570
SAN IGNACIO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,50,51,50,51,101
SAN IGNACIO DE VELASCO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,289,355,289,355,644
SAN JAVIER(STC),atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,266,266,266,266,532
SAN JOSE DE CHIQUITOS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,2,7,2,7,9
SAN JUAN DE YAPACANI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,4,2,4,2,6
SAN JULIAN,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,22,24,22,24,46
SAN LORENZO(PND),atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,181,189,181,189,370
SAN LORENZO(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,1,10,1,10,11
SAN LUCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,357,481,357,481,838
SAN MATIAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,5,5,5,5,10
SAN PEDRO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,1,1,1,1,2
SAN PEDRO DE BUENA VISTA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,105,94,105,94,199
SAN RAMON SCZ,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,98,116,98,116,214
SANTA CRUZ DE LA SIERRA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,3374,3973,3374,3973,7347
SANTA ROSA DEL SARA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,204,170,204,170,374
SANTIAGO DE HUARI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,0,2,0,2,2
SANTIAGO DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,15,20,15,20,35
SENA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,279,248,279,248,527
SICA SICA (VILLA AROMA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,2,10,2,10,12
SICAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,2,5,2,5,7
SIPE SIPE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,3,0,3,0,3
SOPACHUY,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,321,327,321,327,648
SORATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,5,5,5,5,10
SUCRE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,198,191,198,191,389
TACACOMA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,0,8,0,8,8
TAPACARI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,11,20,11,20,31
TARABUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,495,457,495,457,952
TARATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,51,58,51,58,109
TARIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,14,30,14,30,44
TARVITA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,29,26,29,26,55
TEOPONTE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,26,34,26,34,60
TINGUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,22,17,22,17,39
TIPUANI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,2,7,2,7,9
TIQUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,111,232,111,232,343
TOCO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,73,55,73,55,128
TODOS SANTOS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,30,37,30,37,67
TOLEDO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,74,43,74,43,117
TOMAVE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,4,7,4,7,11
TOMINA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,17,26,17,26,43
TORO TORO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,4,7,4,7,11
TOTORA(CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,226,215,226,215,441
TRINIDAD,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,229,229,229,229,458
TUPIZA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,30,38,30,38,68
UNCIA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,12,13,12,13,25
URIONDO (A. CONCEPCION),atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,16,14,16,14,30
VALLEGRANDE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,34,46,34,46,80
VIACHA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,30,46,30,46,76
VILA VILA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,2,1,2,1,3
VILLA CHARCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,1,24,1,24,25
VILLA MONTES,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,4,6,4,6,10
VILLA NUEVA (LOMA ALTA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,10,3,10,3,13
VILLA SERRANO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,8,2,8,2,10
VILLA TUNARI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,268,380,268,380,648
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,3,8,3,8,11
VILLAZON,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,251,295,251,295,546
VINTO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,289,287,289,287,576
VITICHI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,10,8,10,8,18
WARNES,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,2638,2694,2638,2694,5332
YACUIBA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,20,0,20,0,20
YAMPARAEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,79,88,79,88,167
YAPACANI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,2,7,2,7,9
YOCALLA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,36,32,36,32,68
YOTALA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,12,22,12,22,34
ZUDAÑEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2011-10-01,114,117,114,117,231
ACHACACHI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,89,105,89,105,194
AIQUILE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,10,17,10,17,27
ALCALA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,30,37,30,37,67
ALTO BENI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,0,1,0,1,1
ANDAMARCA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,47,46,47,46,93
ANTEQUERA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,34,42,34,42,76
ANZALDO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,29,33,29,33,62
APOLO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,2,0,2,0,2
ARAMPAMPA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,78,73,78,73,151
ARANI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,215,250,215,250,465
ARQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,5,7,5,7,12
ASCENCION DE GUARAYOS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,22,31,22,31,53
ATOCHA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,661,596,661,596,1257
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,180,181,180,181,361
AZURDUY,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,564,531,564,531,1095
BAURES,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,11,28,11,28,39
BELEN DE URMIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,2,3,2,3,5
BELLA FLOR,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,63,35,63,35,98
BERMEJO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,53,55,53,55,108
BETANZOS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,40,55,40,55,95
BOLIVAR,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,40,53,40,53,93
BOLPEBRA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,59,60,59,60,119
CABEZAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,23,35,23,35,58
"CAIZA ""D""",atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,45,54,45,54,99
CAMARGO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,2,0,2,0,2
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,3,3,3,3,6
CAMIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,108,124,108,124,232
CAPINOTA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,271,306,271,306,577
CAQUIAVIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,5,13,5,13,18
CARANAVI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,115,119,115,119,234
CARAPARI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,43,54,43,54,97
CATACORA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,1,0,1,0,1
CHALLAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,6,3,6,3,9
CHARAGUA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,7,6,7,6,13
CHIMORE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,4,4,4,4,8
CHOQUE COTA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,0,6,0,6,6
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,13,62,13,62,75
CKOCHAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,1,0,1,0,1
CLIZA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,122,340,122,340,462
COBIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,76,93,76,93,169
COCAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,17,25,17,25,42
COCHABAMBA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,173,251,173,251,424
COLCAPIRHUA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,21,15,21,15,36
"COLCHA ""K""",atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,3,4,3,4,7
COLOMI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,8,5,8,5,13
COLPA BELGICA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,65,75,65,75,140
COLQUECHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,6,6,6,6,12
COLQUIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,1,1,1,1,2
COMANCHE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,7,10,7,10,17
COMARAPA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,383,449,383,449,832
CORIPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,18,20,18,20,38
COTAGAITA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,1,1,1,1,2
COTOCA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,1237,1142,1237,1142,2379
CUATRO CAÑADAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,36,24,36,24,60
CULPINA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,11,6,11,6,17
CURAHUARA DE CARANGAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,18,25,18,25,43
CURVA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,8,9,8,9,17
DESAGUADERO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,0,1,0,1,1
EL ALTO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,18107,17517,18107,17517,35624
EL PUENTE(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,28,27,28,27,55
EL TORNO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,78,95,78,95,173
EL VILLAR,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,1,12,1,12,13
ENTRE RIOS TRJ,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,5,7,5,7,12
ENTRE RIOS CBBA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,6,14,6,14,20
EUCALIPTUS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,187,203,187,203,390
FILADELFIA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,125,133,125,133,258
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,6,11,6,11,17
GUANAY,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,0,1,0,1,1
GUAYARAMERIN,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,70,58,70,58,128
GUTIERREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,5,20,5,20,25
HUACARETA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,27,35,27,35,62
HUACAYA (VILLA DE HUACAYA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,112,108,112,108,220
HUANUNI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,30,20,30,20,50
ICLA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,279,268,279,268,547
INCAHUASI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,3,7,3,7,10
IRUPANA (VILLA DE LANZA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,31,32,31,32,63
JESUS DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,40,43,40,43,83
LA ASUNTA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,65,89,65,89,154
LA PAZ,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,401,394,401,394,795
LAS CARRERAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,0,12,0,12,12
LICOMA PAMPA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,125,94,125,94,219
LLALLAGUA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,1091,1165,1091,1165,2256
MACHARETI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,167,182,167,182,349
MAGDALENA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,9,9,9,9,18
MAPIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,15,14,15,14,29
MECAPACA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,75,86,75,86,161
MINEROS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,182,177,182,177,359
MIZQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,27,36,27,36,63
MOCOMOCO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,26,31,26,31,57
MOJOCOYA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,2,0,2,0,2
MONTEAGUDO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,4,0,4,0,4
MONTERO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,45,17,45,17,62
MORO MORO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,13,5,13,5,18
MOROCHATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,2,12,2,12,14
OCURI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,299,440,299,440,739
OKINAWA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,282,326,282,326,608
OMEREQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,181,138,181,138,319
ORURO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,2,0,2,0,2
PADCAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,50,95,50,95,145
PADILLA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,146,150,146,150,296
PALCA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,10,20,10,20,30
PALOS BLANCOS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,74,88,74,88,162
PAMPA GRANDE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,43,48,43,48,91
POCOATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,880,933,880,933,1813
POCONA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,206,257,206,257,463
POJO (CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,517,548,517,548,1065
POROMA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,246,237,246,237,483
PORONGO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,339,295,339,295,634
PORTACHUELO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,82,89,82,89,171
PORVENIR,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,170,191,170,191,361
POSTRER VALLE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,11,7,11,7,18
POTOSI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,16,17,16,17,33
PRESTO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,19,15,19,15,34
PUCARA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,29,43,29,43,72
PUERTO CARABUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,15,43,15,43,58
PUERTO QUIJARRO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,3,9,3,9,12
PUERTO RICO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,31,43,31,43,74
PUERTO VILLARROEL,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,52,65,52,65,117
PUNATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,154,188,154,188,342
QUILLACOLLO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,1152,316,1152,316,1468
QUIME,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,25,15,25,15,40
REYES,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,14,0,14,0,14
RIBERALTA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,704,692,704,692,1396
ROBORE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,0,5,0,5,5
SABAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,2,8,2,8,10
SACABA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,380,670,380,670,1050
SACABAMBA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,0,32,0,32,32
SACACA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,17,26,17,26,43
SAIPINA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,25,10,25,10,35
SAN ANDRES DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,43,37,43,37,80
SAN BENITO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,16,3,16,3,19
SAN BORJA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,23,20,23,20,43
SAN BUENA VENTURA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,26,34,26,34,60
SAN IGNACIO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,312,411,312,411,723
SAN IGNACIO DE VELASCO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,52,93,52,93,145
SAN JAVIER(STC),atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,21,21,21,21,42
SAN JUAN DE YAPACANI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,850,863,850,863,1713
SAN JULIAN,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,29,37,29,37,66
SAN LORENZO(PND),atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,196,177,196,177,373
SAN LORENZO(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,14,10,14,10,24
SAN LUCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,964,358,964,358,1322
SAN PEDRO DE CURAHUARA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,1,1,1,1,2
SAN RAFAEL,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,90,106,90,106,196
SAN RAMON BENI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,14,23,14,23,37
SAN RAMON SCZ,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,13,19,13,19,32
SANTA CRUZ DE LA SIERRA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,1823,1824,1823,1824,3647
SANTA ROSA DEL SARA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,152,151,152,151,303
SANTIAGO DE HUARI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,4,4,4,4,8
SANTIAGO DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,15,19,15,19,34
SENA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,224,245,224,245,469
SICA SICA (VILLA AROMA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,5,11,5,11,16
SIPE SIPE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,6,6,6,6,12
SOPACHUY,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,104,109,104,109,213
SUCRE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,293,287,293,287,580
TACACOMA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,2,1,2,1,3
TACOPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,76,35,76,35,111
TAPACARI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,20,52,20,52,72
TARABUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,254,291,254,291,545
TARATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,42,50,42,50,92
TARIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,90,30,90,30,120
TARVITA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,253,408,253,408,661
TEOPONTE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,38,41,38,41,79
TINGUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,47,50,47,50,97
TIQUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,291,287,291,287,578
TOCO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,157,133,157,133,290
TOMAVE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,13,9,13,9,22
TOMINA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,23,27,23,27,50
TORO TORO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,24,42,24,42,66
TOTORA(CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,178,209,178,209,387
TRIGAL,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,15,0,15,0,15
TRINIDAD,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,23,44,23,44,67
TUPIZA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,6,8,6,8,14
TURCO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,76,73,76,73,149
UMALA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,2,2,2,2,4
URIONDO (A. CONCEPCION),atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,28,23,28,23,51
VACAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,302,318,302,318,620
VALLEGRANDE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,79,74,79,74,153
VIACHA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,67,76,67,76,143
VILA VILA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-11-01,8,9,8,9,17
