,group,variable,month,PENTAVALENTE 1RA. DOSIS,PENTAVALENTE 1RA. DOSIS,TOTALES,TOTALES,TOTALES
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,1667,126,1667,126,1793
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,2,5,2,5,7
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,20,1,20,1,21
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,20,2,20,2,22
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,83,3,83,3,86
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,2,2,2,2,4
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,25,9,25,9,34
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,69,15,69,15,84
ESCOMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,7,5,7,5,12
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,5,2,5,2,7
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,3,1,3,1,4
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,3,6,3,6,9
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,17,12,17,12,29
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,3,4,3,4,7
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,26,5,26,5,31
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,5,17,5,17,22
GUANAY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,16,4,16,4,20
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,2,2,2,2,4
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,71,23,71,23,94
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,24,17,24,17,41
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,13,6,13,6,19
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,1,1,1,1,2
HUACHACALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,1,0,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,41,9,41,9,50
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,4,1,4,1,5
HUARINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,4,5,4,5,9
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,0,3,0,3,3
HUMANATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,6,5,6,5,11
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,4,1,4,1,5
ICLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,3,14,3,14,17
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,15,18,15,18,33
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,2,25,2,25,27
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,10,12,10,12,22
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,23,2,23,2,25
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,23,2,23,2,25
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,83,10,83,10,93
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,143,3,143,3,146
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,1359,35,1359,35,1394
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,2,4,2,4,6
LAJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,16,12,16,12,28
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,3,5,3,5,8
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,2,0,2,0,2
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,51,43,51,43,94
LLICA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,4,0,4,0,4
LORETO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,1,9,1,9,10
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,10,13,10,13,23
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,3,0,3,0,3
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,9,6,9,6,15
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,22,8,22,8,30
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,23,0,23,0,23
MALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,1,3,1,3,4
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,15,11,15,11,26
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,16,6,16,6,22
MINEROS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,44,6,44,6,50
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,41,28,41,28,69
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,10,13,10,13,23
MOJINETE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,2,0,2,0,2
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,7,4,7,4,11
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,43,5,43,5,48
MONTERO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,215,6,215,6,221
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,4,0,4,0,4
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,10,16,10,16,26
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,6,2,6,2,8
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,3,1,3,1,4
OCURI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,12,32,12,32,44
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,18,3,18,3,21
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,4,5,4,5,9
ORURO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,616,27,616,27,643
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,15,8,15,8,23
PADILLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,14,6,14,6,20
PAILON,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,51,27,51,27,78
PALCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,17,11,17,11,28
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,52,3,52,3,55
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,6,1,6,1,7
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,13,2,13,2,15
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,4,5,4,5,9
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,2,3,2,3,5
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,52,3,52,3,55
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,4,6,4,6,10
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,4,7,4,7,11
POCOATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,5,38,5,38,43
POCONA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,16,7,16,7,23
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,13,8,13,8,21
POOPO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,15,1,15,1,16
PORCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,20,1,20,1,21
POROMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,15,19,15,19,34
PORONGO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,11,6,11,6,17
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,31,0,31,0,31
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,8,18,8,18,26
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,4,3,4,3,7
POTOSI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,398,25,398,25,423
PRESTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,6,18,6,18,24
PUCARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,2,2,2,2,4
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,33,12,33,12,45
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,5,11,5,11,16
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,8,15,8,15,23
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,5,4,5,4,9
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,8,6,8,6,14
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,25,6,25,6,31
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,12,4,12,4,16
PUERTO SILES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,0,1,0,1,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,28,3,28,3,31
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,108,12,108,12,120
PUNA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,20,14,20,14,34
PUNATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,51,0,51,0,51
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,9,4,9,4,13
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,218,9,218,9,227
QUIME,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,5,11,5,11,16
QUIRUSILLAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,0,1,0,1,1
RAVELO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,14,30,14,30,44
REYES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,22,7,22,7,29
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,192,32,192,32,224
ROBORE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,23,3,23,3,26
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,34,5,34,5,39
SABAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,3,0,3,0,3
SACABA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,217,39,217,39,256
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,7,2,7,2,9
SACACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,27,27,27,27,54
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,5,3,5,3,8
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,8,12,8,12,20
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,17,3,17,3,20
SAN AGUSTIN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,6,0,6,0,6
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,13,13,13,13,26
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,2,5,2,5,7
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,4,0,4,0,4
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,6,5,6,5,11
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,15,2,15,2,17
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,66,27,66,27,93
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,17,6,17,6,23
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,33,7,33,7,40
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,38,5,38,5,43
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,110,19,110,19,129
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,2,0,2,0,2
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,35,1,35,1,36
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,15,5,15,5,20
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,25,11,25,11,36
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,11,1,11,1,12
SAN JULIAN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,51,18,51,18,69
SAN LORENZO(PND),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,9,18,9,18,27
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,23,8,23,8,31
SAN LUCAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,35,50,35,50,85
SAN MATIAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,28,5,28,5,33
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,21,7,21,7,28
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,2,1,2,1,3
SAN PEDRO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,27,0,27,0,27
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,30,56,30,56,86
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,2,5,2,5,7
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,5,1,5,1,6
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,5,6,5,6,11
SAN RAMON BENI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,8,3,8,3,11
SAN RAMON SCZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,17,0,17,0,17
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,22,0,22,0,22
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,2506,113,2506,113,2619
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,30,12,30,12,42
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,18,16,18,16,34
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,1,4,1,4,5
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,8,9,8,9,17
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,8,5,8,5,13
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,2,1,2,1,3
SANTIVAÑES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,11,3,11,3,14
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,9,2,9,2,11
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,6,7,6,7,13
SENA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,12,7,12,7,19
SHINAOTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,47,3,47,3,50
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,24,21,24,21,45
SICAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,4,5,4,5,9
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,83,5,83,5,88
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,6,10,6,10,16
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,10,10,10,10,20
SORATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,16,39,16,39,55
SUCRE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,569,33,569,33,602
TACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,2,0,2,0,2
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,7,7,7,7,14
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,9,8,9,8,17
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,13,4,13,4,17
TAHUA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,1,1,1,1,2
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,42,27,42,27,69
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,20,13,20,13,33
TARACO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,6,2,6,2,8
TARATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,7,4,7,4,11
TARIJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,373,6,373,6,379
TARVITA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,20,13,20,13,33
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,9,7,9,7,16
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,8,12,8,12,20
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,29,27,29,27,56
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,11,1,11,1,12
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,73,7,73,7,80
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,35,15,35,15,50
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,1,0,1,0,1
TOCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,11,0,11,0,11
TOLATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,8,2,8,2,10
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,4,0,4,0,4
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,12,12,12,12,24
TOMINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,13,7,13,7,20
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,12,10,12,10,22
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,10,26,10,26,36
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,4,4,4,4,8
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,0,1,0,1,1
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,236,40,236,40,276
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,78,13,78,13,91
TURCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,3,0,3,0,3
UMALA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,1,10,1,10,11
UNCIA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,29,10,29,10,39
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,18,1,18,1,19
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,0,17,0,17,17
UYUNI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,47,4,47,4,51
VACAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,5,4,5,4,9
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,22,5,22,5,27
VIACHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,97,2,97,2,99
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,3,7,3,7,10
VILLA CHARCAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,19,12,19,12,31
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,70,8,70,8,78
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,2,0,2,0,2
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,14,4,14,4,18
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,13,11,13,11,24
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,131,21,131,21,152
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,15,4,15,4,19
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,83,7,83,7,90
VINTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,76,1,76,1,77
VITICHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,4,14,4,14,18
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,1,1,1,1,2
WARNES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,160,12,160,12,172
YACO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,2,7,2,7,9
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,145,18,145,18,163
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,9,3,9,3,12
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,9,3,9,3,12
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,91,17,91,17,108
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,6,5,6,5,11
YOTALA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,12,8,12,8,20
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,6,7,6,7,13
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-11-01,6,6,6,6,12
ACACIO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,3,2,3,2,5
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,40,31,40,31,71
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,11,5,11,5,16
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,40,9,40,9,49
ALALAY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,1,4,1,4,5
ALCALA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,1,2,1,2,3
ALTO BENI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,8,5,8,5,13
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,7,10,7,10,17
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,4,2,4,2,6
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,3,0,3,0,3
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,5,4,5,4,9
APOLO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,25,12,25,12,37
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,3,9,3,9,12
ARANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,9,6,9,6,15
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-12-01,4,13,4,13,17
