,group,variable,month,ANTIROTAVIRICA 1RA. DOSIS,ANTIROTAVIRICA 1RA. DOSIS,TOTALES,TOTALES,TOTALES
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,70,43,70,43,113
LLICA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,9,3,9,3,12
LORETO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,0,8,0,8,8
LURIBAY,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,3,4,3,4,7
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,9,0,9,0,9
MACHARETI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,6,5,6,5,11
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,6,1,6,1,7
MAIRANA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,22,0,22,0,22
MALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,0,5,0,5,5
MAPIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,16,7,16,7,23
MECAPACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,15,16,15,16,31
MINEROS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,32,5,32,5,37
MIZQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,28,23,28,23,51
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,8,16,8,16,24
MOJINETE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,4,0,4,0,4
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,4,12,4,12,16
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,37,6,37,6,43
MONTERO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,206,6,206,6,212
MORO MORO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,4,1,4,1,5
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,14,25,14,25,39
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,2,1,2,1,3
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,0,1,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,0,2,0,2,2
OCURI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,14,38,14,38,52
OKINAWA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,7,5,7,5,12
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,4,6,4,6,10
ORURO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,522,13,522,13,535
PADCAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,20,3,20,3,23
PADILLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,13,0,13,0,13
PAILON,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,29,66,29,66,95
PALCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,8,10,8,10,18
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,41,8,41,8,49
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,8,1,8,1,9
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,13,3,13,3,16
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,2,2,2,2,4
PASORAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,7,2,7,2,9
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,37,4,37,4,41
PAZÑA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,9,1,9,1,10
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,5,6,5,6,11
POCOATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,10,43,10,43,53
POCONA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,9,8,9,8,17
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,19,11,19,11,30
POOPO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,5,2,5,2,7
PORCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,19,4,19,4,23
POROMA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,23,21,23,21,44
PORONGO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,8,3,8,3,11
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,32,4,32,4,36
PORVENIR,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,7,0,7,0,7
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,0,1,0,1,1
POTOSI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,393,16,393,16,409
PRESTO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,1,10,1,10,11
PUCARA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,2,0,2,0,2
PUCARANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,48,9,48,9,57
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,6,10,6,10,16
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,11,13,11,13,24
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,6,6,6,6,12
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,2,3,2,3,5
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,20,5,20,5,25
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,10,4,10,4,14
PUERTO SILES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,2,0,2,0,2
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,27,6,27,6,33
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,111,6,111,6,117
PUNA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,24,24,24,24,48
PUNATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,58,4,58,4,62
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,107,4,107,4,111
QUIME,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,5,12,5,12,17
RAVELO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,16,25,16,25,41
REYES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,28,5,28,5,33
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,200,25,200,25,225
ROBORE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,22,1,22,1,23
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,25,4,25,4,29
SABAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,2,0,2,0,2
SACABA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,201,27,201,27,228
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,7,1,7,1,8
SACACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,32,20,32,20,52
SAIPINA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,11,8,11,8,19
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,12,6,12,6,18
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,15,0,15,0,15
SAN AGUSTIN,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,3,0,3,0,3
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,24,4,24,4,28
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,1,2,1,2,3
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,1,0,1,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,12,7,12,7,19
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,11,7,11,7,18
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,63,58,63,58,121
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,13,8,13,8,21
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,29,2,29,2,31
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,39,25,39,25,64
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,77,13,77,13,90
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,4,12,4,12,16
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,30,4,30,4,34
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,11,0,11,0,11
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,35,40,35,40,75
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,15,2,15,2,17
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,48,28,48,28,76
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,2,0,2,0,2
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,24,9,24,9,33
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,37,34,37,34,71
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,19,3,19,3,22
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,5,0,5,0,5
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,1,0,1,0,1
SAN PEDRO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,18,4,18,4,22
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,30,67,30,67,97
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,2,6,2,6,8
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,3,2,3,2,5
SAN PEDRO(PND),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,0,1,0,1,1
SAN RAFAEL,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,9,3,9,3,12
SAN RAMON BENI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,7,6,7,6,13
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,15,0,15,0,15
SANTA ANA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,25,24,25,24,49
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,2221,38,2221,38,2259
SANTA ROSA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,11,1,11,1,12
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,26,7,26,7,33
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,3,9,3,9,12
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,1,7,1,7,8
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,2,2,2,2,4
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,0,1,0,1,1
SANTIVAÑES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,5,0,5,0,5
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,3,2,3,2,5
SAPAHAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,6,9,6,9,15
SENA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,14,6,14,6,20
SHINAOTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,38,5,38,5,43
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,1,7,1,7,8
SICAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,5,2,5,2,7
SIPE SIPE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,86,5,86,5,91
SOPACHUY,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,7,13,7,13,20
SORACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,12,7,12,7,19
SORATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,15,22,15,22,37
SUCRE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,494,38,494,38,532
TACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,2,0,2,0,2
TACACOMA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,5,5,5,5,10
TACOBAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,7,14,7,14,21
TACOPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,11,12,11,12,23
TAHUA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,0,1,0,1,1
TAPACARI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,26,22,26,22,48
TARABUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,16,12,16,12,28
TARACO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,3,3,3,3,6
TARATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,18,4,18,4,22
TARIJA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,360,3,360,3,363
TARVITA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,17,17,17,17,34
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,3,12,3,12,15
TIAWANACU,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,5,15,5,15,20
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,23,23,23,23,46
TIPUANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,12,2,12,2,14
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,84,16,84,16,100
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,30,19,30,19,49
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,2,1,2,1,3
TOCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,3,2,3,2,5
TODOS SANTOS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,1,0,1,0,1
TOLATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,8,1,8,1,9
TOLEDO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,10,2,10,2,12
TOMAVE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,12,11,12,11,23
TOMINA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,3,2,3,2,5
TORO TORO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,8,18,8,18,26
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,30,3,30,3,33
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,4,13,4,13,17
TRIGAL,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,1,0,1,0,1
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,262,8,262,8,270
TUPIZA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,38,7,38,7,45
TURCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,3,1,3,1,4
UMALA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,2,8,2,8,10
UNCIA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,33,9,33,9,42
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,21,1,21,1,22
URUBICHA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,9,5,9,5,14
UYUNI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,43,6,43,6,49
VACAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,7,13,7,13,20
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,19,1,19,1,20
VIACHA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,104,6,104,6,110
VILA VILA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,3,5,3,5,8
VILLA CHARCAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,11,11,11,11,22
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,59,5,59,5,64
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,1,3,1,3,4
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,13,2,13,2,15
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,6,14,6,14,20
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,167,22,167,22,189
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,11,5,11,5,16
VILLAZON,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,78,7,78,7,85
VINTO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,84,3,84,3,87
VITICHI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,11,11,11,11,22
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,4,0,4,0,4
WARNES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,114,23,114,23,137
YACO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,4,10,4,10,14
YACUIBA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,156,14,156,14,170
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,9,3,9,3,12
YANACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,6,0,6,0,6
YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,154,20,154,20,174
YOCALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,4,4,4,4,8
YOTALA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,6,2,6,2,8
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,3,6,3,6,9
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-10-01,4,5,4,5,9
ACACIO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,3,3,3,3,6
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,46,46,46,46,92
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,12,17,12,17,29
AIQUILE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,34,8,34,8,42
ALALAY,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,1,8,1,8,9
ALCALA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,2,6,2,6,8
ALTO BENI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,24,0,24,0,24
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,15,8,15,8,23
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,4,6,4,6,10
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,7,0,7,0,7
ANZALDO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,6,15,6,15,21
APOLO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,7,16,7,16,23
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,2,3,2,3,5
ARANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,15,2,15,2,17
ARBIETO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,6,12,6,12,18
ARQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,24,7,24,7,31
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,44,1,44,1,45
ATOCHA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,19,5,19,5,24
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,3,3,3,3,6
AYATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,8,6,8,6,14
AYO AYO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,6,6,6,6,12
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,15,24,15,24,39
AZURDUY,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,7,15,7,15,22
BATALLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,24,9,24,9,33
BAURES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,6,0,6,0,6
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,0,2,0,2,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,1,1,1,1,2
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,3,2,3,2,5
BERMEJO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,52,5,52,5,57
BETANZOS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,38,31,38,31,69
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,12,2,12,2,14
BOLPEBRA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,1,1,1,1,2
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,3,0,3,0,3
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,19,3,19,3,22
CABEZAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,32,2,32,2,34
CAIROMA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,11,6,11,6,17
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,11,13,11,13,24
CAJUATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,8,2,8,2,10
CALACOTO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,4,6,4,6,10
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,8,5,8,5,13
CAMARGO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,30,7,30,7,37
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,3,1,3,1,4
CAMIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,62,9,62,9,71
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,20,9,20,9,29
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,2,10,2,10,12
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,30,12,30,12,42
CARANAVI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,85,30,85,30,115
CARAPARI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,17,5,17,5,22
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,4,19,4,19,23
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,5,8,5,8,13
CHACARILLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,0,1,0,1,1
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-11-01,55,12,55,12,67
