,group,variable,month,PENTAVALENTE 2DA. DOSIS,PENTAVALENTE 2DA. DOSIS,TOTALES,TOTALES,TOTALES
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,6,2,6,2,8
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,24,12,24,12,36
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,2,10,2,10,12
GUANAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,14,10,14,10,24
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,4,8,4,8,12
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,70,13,70,13,83
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,15,12,15,12,27
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,12,6,12,6,18
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,0,3,0,3,3
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,50,6,50,6,56
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,8,3,8,3,11
HUARINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,5,5,5,5,10
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,2,4,2,4,6
HUMANATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,4,2,4,2,6
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,4,5,4,5,9
ICLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,3,8,3,8,11
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,20,19,20,19,39
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,3,21,3,21,24
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,10,20,10,20,30
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,10,4,10,4,14
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,14,5,14,5,19
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,75,12,75,12,87
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,130,1,130,1,131
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,1310,36,1310,36,1346
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,7,5,7,5,12
LAJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,17,9,17,9,26
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,4,3,4,3,7
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,2,1,2,1,3
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,45,50,45,50,95
LLICA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,5,2,5,2,7
LORETO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,1,29,1,29,30
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,13,3,13,3,16
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,2,1,2,1,3
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,10,1,10,1,11
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,6,8,6,8,14
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,25,2,25,2,27
MALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,1,3,1,3,4
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,19,10,19,10,29
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,10,9,10,9,19
MINEROS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,60,5,60,5,65
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,28,30,28,30,58
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,11,7,11,7,18
MOJINETE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,1,1,1,1,2
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,5,7,5,7,12
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,39,13,39,13,52
MONTERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,257,10,257,10,267
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,3,1,3,1,4
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,12,19,12,19,31
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,7,0,7,0,7
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,0,2,0,2,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,2,1,2,1,3
OCURI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,6,35,6,35,41
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,25,5,25,5,30
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,2,8,2,8,10
ORURO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,476,13,476,13,489
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,17,2,17,2,19
PADILLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,6,10,6,10,16
PAILON,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,48,99,48,99,147
PALCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,18,12,18,12,30
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,49,12,49,12,61
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,1,0,1,0,1
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,12,2,12,2,14
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,2,7,2,7,9
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,6,1,6,1,7
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,28,5,28,5,33
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,4,1,4,1,5
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,5,7,5,7,12
POCOATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,7,38,7,38,45
POCONA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,9,12,9,12,21
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,15,4,15,4,19
POOPO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,7,1,7,1,8
PORCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,22,8,22,8,30
POROMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,12,15,12,15,27
PORONGO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,15,9,15,9,24
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,47,11,47,11,58
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,8,0,8,0,8
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,1,0,1,0,1
POTOSI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,385,16,385,16,401
PRESTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,3,10,3,10,13
PUCARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,2,0,2,0,2
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,17,16,17,16,33
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,5,10,5,10,15
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,12,19,12,19,31
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,3,6,3,6,9
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,5,3,5,3,8
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,21,11,21,11,32
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,8,6,8,6,14
PUERTO SILES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,5,0,5,0,5
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,23,9,23,9,32
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,99,11,99,11,110
PUNA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,30,12,30,12,42
PUNATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,39,1,39,1,40
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,2,1,2,1,3
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,104,7,104,7,111
QUIME,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,4,10,4,10,14
QUIRUSILLAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,3,0,3,0,3
RAVELO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,13,32,13,32,45
REYES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,16,10,16,10,26
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,216,35,216,35,251
ROBORE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,29,12,29,12,41
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,29,13,29,13,42
SABAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,3,1,3,1,4
SACABA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,210,27,210,27,237
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,9,2,9,2,11
SACACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,27,19,27,19,46
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,9,8,9,8,17
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,7,5,7,5,12
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,11,4,11,4,15
SAN AGUSTIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,1,0,1,0,1
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,14,10,14,10,24
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,0,3,0,3,3
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,4,1,4,1,5
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,5,6,5,6,11
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,16,1,16,1,17
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,60,49,60,49,109
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,13,16,13,16,29
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,40,6,40,6,46
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,35,37,35,37,72
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,90,35,90,35,125
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,2,7,2,7,9
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,33,5,33,5,38
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,7,0,7,0,7
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,28,32,28,32,60
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,18,1,18,1,19
SAN JULIAN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,55,34,55,34,89
SAN LORENZO(PND),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,3,0,3,0,3
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,21,11,21,11,32
SAN LUCAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,39,57,39,57,96
SAN MATIAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,23,14,23,14,37
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,17,14,17,14,31
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,7,2,7,2,9
SAN PEDRO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,25,0,25,0,25
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,20,45,20,45,65
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,2,6,2,6,8
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,4,0,4,0,4
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,5,3,5,3,8
SAN RAMON BENI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,4,3,4,3,7
SAN RAMON SCZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,16,0,16,0,16
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,18,36,18,36,54
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,2607,77,2607,77,2684
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,17,3,17,3,20
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,38,10,38,10,48
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,1,11,1,11,12
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,9,12,9,12,21
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,2,5,2,5,7
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,0,4,0,4,4
SANTIVAÑES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,4,1,4,1,5
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,2,7,2,7,9
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,3,12,3,12,15
SENA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,8,4,8,4,12
SHINAOTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,59,7,59,7,66
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,9,26,9,26,35
SICAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,3,2,3,2,5
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,63,6,63,6,69
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,9,7,9,7,16
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,11,8,11,8,19
SORATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,12,27,12,27,39
SUCRE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,533,45,533,45,578
TACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,2,0,2,0,2
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,3,3,3,3,6
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,4,15,4,15,19
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,5,7,5,7,12
TAHUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,1,1,1,1,2
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,27,28,27,28,55
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,13,14,13,14,27
TARACO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,0,3,0,3,3
TARATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,11,2,11,2,13
TARIJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,302,7,302,7,309
TARVITA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,15,12,15,12,27
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,5,13,5,13,18
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,13,21,13,21,34
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,22,18,22,18,40
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,9,7,9,7,16
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,102,6,102,6,108
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,25,35,25,35,60
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,1,0,1,0,1
TOCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,4,2,4,2,6
TOLATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,7,0,7,0,7
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,9,4,9,4,13
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,7,15,7,15,22
TOMINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,3,6,3,6,9
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,12,9,12,9,21
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,25,9,25,9,34
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,5,8,5,8,13
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,1,3,1,3,4
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,211,10,211,10,221
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,39,7,39,7,46
TURCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,4,3,4,3,7
UMALA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,1,15,1,15,16
UNCIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,41,15,41,15,56
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,18,2,18,2,20
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,5,7,5,7,12
UYUNI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,49,2,49,2,51
VACAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,7,6,7,6,13
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,13,0,13,0,13
VIACHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,116,8,116,8,124
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,3,6,3,6,9
VILLA CHARCAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,20,9,20,9,29
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,76,6,76,6,82
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,6,5,6,5,11
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,15,1,15,1,16
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,12,7,12,7,19
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,129,27,129,27,156
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,9,4,9,4,13
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,80,4,80,4,84
VINTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,67,1,67,1,68
VITICHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,9,3,9,3,12
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,1,0,1,0,1
WARNES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,165,29,165,29,194
YACO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,4,7,4,7,11
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,144,18,144,18,162
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,9,5,9,5,14
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,6,1,6,1,7
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,84,15,84,15,99
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,12,6,12,6,18
YOTALA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,8,9,8,9,17
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,2,11,2,11,13
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-10-01,5,4,5,4,9
ACACIO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,6,9,6,9,15
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,39,35,39,35,74
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,19,3,19,3,22
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,28,13,28,13,41
ALALAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,3,4,3,4,7
ALCALA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,3,5,3,5,8
ALTO BENI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,26,2,26,2,28
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,10,14,10,14,24
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,4,4,4,4,8
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,2,0,2,0,2
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,8,7,8,7,15
APOLO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,16,17,16,17,33
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,3,8,3,8,11
ARANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,9,2,9,2,11
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,12,17,12,17,29
ARQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,18,3,18,3,21
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,19,2,19,2,21
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,19,7,19,7,26
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,5,2,5,2,7
AYATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,9,12,9,12,21
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,11,2,11,2,13
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,28,23,28,23,51
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,6,13,6,13,19
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,19,7,19,7,26
BAURES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,8,6,8,6,14
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,2,0,2,0,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,0,2,0,2,2
BELLA FLOR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,4,3,4,3,7
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,43,11,43,11,54
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,47,21,47,21,68
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,10,6,10,6,16
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,2,2,2,2,4
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-11-01,7,2,7,2,9
