,group,variable,month,(O.P.V.) ANTIPOLIOMIELÍTICA 3RA DOSIS,(O.P.V.) ANTIPOLIOMIELÍTICA 3RA DOSIS,TOTALES,TOTALES,TOTALES
HUMANATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,0,7,0,7,7
ICHOCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,5,6,5,6,11
ICLA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,5,6,5,6,11
INCAHUASI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,16,24,16,24,40
INQUISIVI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,7,23,7,23,30
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,15,24,15,24,39
IXIAMAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,15,6,15,6,21
JESUS DE MACHACA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,13,3,13,3,16
LA ASUNTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,61,10,61,10,71
LA GUARDIA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,125,2,125,2,127
LA PAZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,1147,73,1147,73,1220
LAGUNILLAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,1,5,1,5,6
LAJA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,7,11,7,11,18
LAS CARRERAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,4,5,4,5,9
LICOMA PAMPA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,2,1,2,1,3
LLALLAGUA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,39,67,39,67,106
LLICA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,4,5,4,5,9
LORETO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,1,3,1,3,4
LURIBAY,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,4,6,4,6,10
MACHACAMARCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,3,0,3,0,3
MACHARETI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,13,7,13,7,20
MAGDALENA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,22,14,22,14,36
MAIRANA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,29,0,29,0,29
MALLA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,0,2,0,2,2
MAPIRI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,16,7,16,7,23
MECAPACA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,11,7,11,7,18
MINEROS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,49,18,49,18,67
MIZQUE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,32,31,32,31,63
MOCOMOCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,12,13,12,13,25
MOJINETE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,1,0,1,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,12,6,12,6,18
MONTEAGUDO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,44,15,44,15,59
MONTERO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,233,13,233,13,246
MOROCHATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,5,19,5,19,24
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,4,2,4,2,6
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,1,2,1,2,3
OCURI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,9,33,9,33,42
OKINAWA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,17,7,17,7,24
OMEREQUE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,5,4,5,4,9
ORURO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,487,23,487,23,510
PADCAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,20,8,20,8,28
PADILLA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,12,2,12,2,14
PAILON,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,37,21,37,21,58
PALCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,17,12,17,12,29
PALOS BLANCOS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,49,11,49,11,60
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,0,1,0,1,1
PAMPA GRANDE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,16,0,16,0,16
PAPEL PAMPA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,0,4,0,4,4
PASORAPA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,5,0,5,0,5
PATACAMAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,24,4,24,4,28
PAZÑA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,3,4,3,4,7
PELECHUCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,5,17,5,17,22
POCOATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,6,41,6,41,47
POCONA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,13,5,13,5,18
POJO (CBBA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,23,6,23,6,29
POOPO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,3,1,3,1,4
PORCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,23,1,23,1,24
POROMA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,12,18,12,18,30
PORONGO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,14,5,14,5,19
PORTACHUELO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,33,3,33,3,36
PORVENIR,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,5,7,5,7,12
POSTRER VALLE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,2,0,2,0,2
POTOSI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,353,36,353,36,389
PRESTO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,4,10,4,10,14
PUCARA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,1,1,1,1,2
PUCARANI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,30,16,30,16,46
PUERTO ACOSTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,10,33,10,33,43
PUERTO CARABUCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,9,30,9,30,39
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,6,3,6,3,9
PUERTO PEREZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,2,4,2,4,6
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,14,16,14,16,30
PUERTO RICO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,16,5,16,5,21
PUERTO SUAREZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,24,11,24,11,35
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,101,19,101,19,120
PUNA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,14,21,14,21,35
PUNATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,47,3,47,3,50
QUIABAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,9,3,9,3,12
QUILLACOLLO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,185,8,185,8,193
QUIME,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,3,15,3,15,18
QUIRUSILLAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,2,0,2,0,2
RAVELO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,8,31,8,31,39
REYES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,17,4,17,4,21
RIBERALTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,155,49,155,49,204
ROBORE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,29,1,29,1,30
RURRENABAQUE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,28,9,28,9,37
SABAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,3,1,3,1,4
SACABA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,198,81,198,81,279
SACABAMBA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,5,5,5,5,10
SACACA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,29,15,29,15,44
SAIPINA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,8,4,8,4,12
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,6,9,6,9,15
SAMAIPATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,10,4,10,4,14
SAN AGUSTIN,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,4,0,4,0,4
SAN ANDRES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,15,27,15,27,42
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,2,2,2,2,4
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,2,1,2,1,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,6,4,6,4,10
SAN BENITO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,17,0,17,0,17
SAN BORJA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,55,33,55,33,88
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,12,7,12,7,19
SAN CARLOS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,40,10,40,10,50
SAN IGNACIO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,26,3,26,3,29
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,91,47,91,47,138
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,3,1,3,1,4
SAN JAVIER(STC),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,25,0,25,0,25
SAN JOAQUIN,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,17,20,17,20,37
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,11,1,11,1,12
SAN JULIAN,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,41,27,41,27,68
SAN LORENZO(PND),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,8,9,8,9,17
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,19,4,19,4,23
SAN LUCAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,42,63,42,63,105
SAN MATIAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,27,21,27,21,48
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,21,9,21,9,30
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,8,3,8,3,11
SAN PEDRO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,31,0,31,0,31
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,26,46,26,46,72
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,6,1,6,1,7
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,4,0,4,0,4
SAN PEDRO(PND),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,1,2,1,2,3
SAN RAFAEL,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,6,4,6,4,10
SAN RAMON SCZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,15,0,15,0,15
SANTA ANA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,21,0,21,0,21
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,2470,154,2470,154,2624
SANTA ROSA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,17,5,17,5,22
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,23,25,23,25,48
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,4,4,4,4,8
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,6,7,6,7,13
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,3,14,3,14,17
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,1,5,1,5,6
SANTIVAÑES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,7,3,7,3,10
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,1,5,1,5,6
SAPAHAQUI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,4,3,4,3,7
SENA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,4,8,4,8,12
SHINAOTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,52,0,52,0,52
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,22,22,22,22,44
SICAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,1,5,1,5,6
SIPE SIPE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,65,17,65,17,82
SOPACHUY,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,6,10,6,10,16
SORACACHI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,11,8,11,8,19
SORATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,18,41,18,41,59
SUCRE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,468,47,468,47,515
TACACHI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,1,0,1,0,1
TACACOMA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,4,9,4,9,13
TACOBAMBA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,11,7,11,7,18
TACOPAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,13,6,13,6,19
TAHUA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,0,3,0,3,3
TAPACARI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,42,25,42,25,67
TARABUCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,22,19,22,19,41
TARACO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,4,3,4,3,7
TARATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,11,3,11,3,14
TARIJA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,328,23,328,23,351
TARVITA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,10,14,10,14,24
TEOPONTE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,5,7,5,7,12
TIAWANACU,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,10,13,10,13,23
TINGUIPAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,32,20,32,20,52
TIPUANI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,4,4,4,4,8
TIQUIPAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,117,9,117,9,126
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,23,28,23,28,51
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,1,0,1,0,1
TOCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,7,1,7,1,8
TOLATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,6,2,6,2,8
TOLEDO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,4,0,4,0,4
TOMAVE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,14,7,14,7,21
TOMINA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,5,6,5,6,11
TORO TORO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,7,17,7,17,24
TOTORA(CBBA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,21,20,21,20,41
TOTORA(ORR),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,5,4,5,4,9
TRIGAL,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,2,0,2,0,2
TRINIDAD,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,196,50,196,50,246
TUPIZA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,58,21,58,21,79
TURCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,3,1,3,1,4
UMALA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,1,24,1,24,25
UNCIA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,27,14,27,14,41
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,14,4,14,4,18
URUBICHA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,0,18,0,18,18
UYUNI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,34,2,34,2,36
VACAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,8,10,8,10,18
VALLEGRANDE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,23,0,23,0,23
VIACHA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,91,1,91,1,92
VILA VILA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,3,5,3,5,8
VILLA CHARCAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,13,9,13,9,22
VILLA MONTES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,81,14,81,14,95
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,2,1,2,1,3
VILLA RIVERO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,7,1,7,1,8
VILLA SERRANO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,8,13,8,13,21
VILLA TUNARI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,172,25,172,25,197
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,12,9,12,9,21
VILLAZON,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,70,10,70,10,80
VINTO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,84,5,84,5,89
VITICHI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,6,10,6,10,16
WARNES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,165,24,165,24,189
YACO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,2,5,2,5,7
YACUIBA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,159,13,159,13,172
YAMPARAEZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,12,6,12,6,18
YANACACHI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,8,2,8,2,10
YAPACANI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,95,19,95,19,114
YOCALLA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,8,7,8,7,15
YOTALA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,8,6,8,6,14
YUNCHARA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,0,12,0,12,12
ZUDAÑEZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-11-01,6,7,6,7,13
ACACIO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,7,5,7,5,12
ACHACACHI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,42,30,42,30,72
ACHOCALLA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,13,3,13,3,16
AIQUILE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,21,13,21,13,34
ALALAY,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,0,1,0,1,1
ALCALA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,5,2,5,2,7
ALTO BENI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,13,2,13,2,15
ANCORAIMES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-12-01,10,4,10,4,14
