,group,variable,month,ANTIROTAVIRICA 2RA. DOSIS,ANTIROTAVIRICA 2RA. DOSIS,TOTALES,TOTALES,TOTALES
TARVITA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,15,13,15,13,28
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,4,8,4,8,12
TIAWANACU,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,12,21,12,21,33
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,15,17,15,17,32
TIPUANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,8,6,8,6,14
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,95,6,95,6,101
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,22,35,22,35,57
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,2,0,2,0,2
TOCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,4,3,4,3,7
TOLATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,7,0,7,0,7
TOLEDO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,5,3,5,3,8
TOMAVE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,9,12,9,12,21
TOMINA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,3,7,3,7,10
TORO TORO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,8,10,8,10,18
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,21,6,21,6,27
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,5,5,5,5,10
TRIGAL,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,1,3,1,3,4
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,199,16,199,16,215
TUPIZA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,35,7,35,7,42
TURCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,4,3,4,3,7
UMALA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,1,10,1,10,11
UNCIA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,11,13,11,13,24
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,18,1,18,1,19
URUBICHA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,5,7,5,7,12
UYUNI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,44,1,44,1,45
VACAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,7,6,7,6,13
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,8,0,8,0,8
VIACHA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,78,3,78,3,81
VILA VILA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,3,5,3,5,8
VILLA CHARCAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,15,8,15,8,23
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,81,4,81,4,85
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,6,5,6,5,11
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,14,0,14,0,14
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,11,7,11,7,18
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,122,29,122,29,151
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,8,3,8,3,11
VILLAZON,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,79,4,79,4,83
VINTO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,62,1,62,1,63
VITICHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,4,0,4,0,4
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,1,0,1,0,1
WARNES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,102,23,102,23,125
YACO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,3,7,3,7,10
YACUIBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,137,6,137,6,143
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,9,5,9,5,14
YANACACHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,6,1,6,1,7
YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,93,15,93,15,108
YOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,11,6,11,6,17
YOTALA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,8,9,8,9,17
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,2,11,2,11,13
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-10-01,5,2,5,2,7
ACACIO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,6,11,6,11,17
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,37,30,37,30,67
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,0,2,0,2,2
AIQUILE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,28,11,28,11,39
ALALAY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,3,4,3,4,7
ALCALA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,3,5,3,5,8
ALTO BENI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,27,2,27,2,29
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,6,10,6,10,16
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,4,4,4,4,8
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,2,0,2,0,2
ANZALDO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,8,7,8,7,15
APOLO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,15,18,15,18,33
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,3,2,3,2,5
ARANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,13,2,13,2,15
ARBIETO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,10,14,10,14,24
ARQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,19,4,19,4,23
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,17,2,17,2,19
ATOCHA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,21,3,21,3,24
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,3,3,3,3,6
AYATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,9,10,9,10,19
AYO AYO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,8,3,8,3,11
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,25,22,25,22,47
AZURDUY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,6,13,6,13,19
BATALLAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,17,3,17,3,20
BAURES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,3,0,3,0,3
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,2,0,2,0,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,0,2,0,2,2
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,4,1,4,1,5
BERMEJO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,44,10,44,10,54
BETANZOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,47,20,47,20,67
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,9,6,9,6,15
BOLPEBRA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,2,2,2,2,4
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,7,2,7,2,9
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,14,8,14,8,22
CABEZAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,32,3,32,3,35
CAIROMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,7,12,7,12,19
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,10,17,10,17,27
CAJUATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,9,6,9,6,15
CALACOTO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,4,6,4,6,10
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,8,3,8,3,11
CAMARGO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,10,10,10,10,20
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,3,3,3,3,6
CAMIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,55,14,55,14,69
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,33,12,33,12,45
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,9,3,9,3,12
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,27,7,27,7,34
CARANAVI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,65,26,65,26,91
CARAPARI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,13,4,13,4,17
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,7,13,7,13,20
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,5,9,5,9,14
CATACORA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,0,1,0,1,1
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,51,19,51,19,70
CHAQUI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,1,7,1,7,8
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,30,52,30,52,82
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,2,3,2,3,5
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,20,16,20,16,36
CHIMORE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,35,19,35,19,54
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,7,0,7,0,7
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,23,17,23,17,40
CHUMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,7,4,7,4,11
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,6,6,6,6,12
CKOCHAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,13,13,13,13,26
CLIZA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,26,5,26,5,31
COBIJA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,100,7,100,7,107
COCAPATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,9,23,9,23,32
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,1258,8,1258,8,1266
COIPASA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,1,1,1,1,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,90,3,90,3,93
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,12,5,12,5,17
COLLANA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,2,0,2,0,2
COLOMI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,40,4,40,4,44
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,10,3,10,3,13
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,16,56,16,56,72
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,18,0,18,0,18
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,8,18,8,18,26
COMANCHE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,0,4,0,4,4
COMARAPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,27,1,27,1,28
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,35,15,35,15,50
COPACABANA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,9,8,9,8,17
CORIPATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,19,4,19,4,23
CORO CORO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,5,7,5,7,12
COROICO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,9,8,9,8,17
CORQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,3,4,3,4,7
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,16,20,16,20,36
COTOCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,104,16,104,16,120
CRUZ DE MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,0,1,0,1,1
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,33,4,33,4,37
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,1,2,1,2,3
CUEVO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,10,5,10,5,15
CULPINA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,22,20,22,20,42
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,3,1,3,1,4
CURVA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,4,5,4,5,9
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,9,8,9,8,17
EL ALTO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,1330,46,1330,46,1376
EL CHORO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,2,4,2,4,6
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,17,2,17,2,19
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,18,2,18,2,20
EL TORNO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,106,2,106,2,108
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,3,3,3,3,6
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,26,7,26,7,33
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,51,6,51,6,57
ESCOMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,2,3,2,3,5
ESMERALDA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,0,1,0,1,1
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,11,3,11,3,14
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,3,0,3,0,3
EXALTACION,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,5,3,5,3,8
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,16,4,16,4,20
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,4,6,4,6,10
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,27,1,27,1,28
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,4,11,4,11,15
GUANAY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,20,8,20,8,28
GUAQUI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,5,4,5,4,9
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,51,21,51,21,72
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,25,11,25,11,36
HUACARETA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,22,4,22,4,26
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,1,9,1,9,10
HUANUNI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,39,3,39,3,42
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,4,0,4,0,4
HUARINA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,4,2,4,2,6
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,0,4,0,4,4
HUMANATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,1,2,1,2,3
ICHOCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,1,6,1,6,7
ICLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,9,8,9,8,17
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,9,13,9,13,22
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,2,25,2,25,27
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,12,18,12,18,30
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,12,4,12,4,16
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,13,0,13,0,13
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,66,17,66,17,83
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,147,3,147,3,150
LA PAZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,1130,34,1130,34,1164
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,4,2,4,2,6
LAJA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,15,7,15,7,22
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,3,2,3,2,5
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,4,0,4,0,4
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,55,49,55,49,104
LLICA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,6,0,6,0,6
LORETO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,4,4,4,4,8
LURIBAY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,4,8,4,8,12
MACHARETI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,12,7,12,7,19
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,19,2,19,2,21
MAIRANA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,19,0,19,0,19
MALLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,2,3,2,3,5
MAPIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,5,4,5,4,9
MECAPACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,4,11,4,11,15
MINEROS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,43,14,43,14,57
MIZQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,38,21,38,21,59
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,13,11,13,11,24
MOJINETE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,2,0,2,0,2
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,6,9,6,9,15
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,30,6,30,6,36
MONTERO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,200,5,200,5,205
MORO MORO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,3,1,3,1,4
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,7,18,7,18,25
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,4,1,4,1,5
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,1,1,1,1,2
OCURI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,15,42,15,42,57
OKINAWA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,15,5,15,5,20
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,6,2,6,2,8
ORURO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,518,12,518,12,530
PADCAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,19,7,19,7,26
PADILLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,11,6,11,6,17
PAILON,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,25,14,25,14,39
PALCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,13,8,13,8,21
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,33,11,33,11,44
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,3,3,3,3,6
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,12,0,12,0,12
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,0,1,0,1,1
PASORAPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,1,0,1,0,1
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,39,9,39,9,48
PAZÑA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,8,0,8,0,8
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,6,9,6,9,15
POCOATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,13,42,13,42,55
POCONA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,13,7,13,7,20
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,10,13,10,13,23
POOPO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,9,0,9,0,9
PORCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,21,2,21,2,23
POROMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,26,17,26,17,43
PORONGO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,9,5,9,5,14
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,25,1,25,1,26
PORVENIR,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,2,5,2,5,7
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,1,2,1,2,3
POTOSI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,334,26,334,26,360
PRESTO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,5,10,5,10,15
PUCARA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,3,1,3,1,4
PUCARANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,25,15,25,15,40
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,7,19,7,19,26
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,16,19,16,19,35
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,1,6,1,6,7
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,3,9,3,9,12
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,20,2,20,2,22
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,5,6,5,6,11
PUERTO SILES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,2,0,2,0,2
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-11-01,23,17,23,17,40
