,group,variable,month,BCG,BCG,TOTALES,TOTALES,TOTALES
YOTALA,vacunaciones en menores de 1 ano,bcg,2010-10-01,6,4,6,4,10
YUNCHARA,vacunaciones en menores de 1 ano,bcg,2010-10-01,2,7,2,7,9
ZUDAÑEZ,vacunaciones en menores de 1 ano,bcg,2010-10-01,18,4,18,4,22
ACACIO,vacunaciones en menores de 1 ano,bcg,2010-11-01,2,6,2,6,8
ACHACACHI,vacunaciones en menores de 1 ano,bcg,2010-11-01,38,68,38,68,106
ACHOCALLA,vacunaciones en menores de 1 ano,bcg,2010-11-01,14,9,14,9,23
AIQUILE,vacunaciones en menores de 1 ano,bcg,2010-11-01,53,5,53,5,58
ALALAY,vacunaciones en menores de 1 ano,bcg,2010-11-01,2,1,2,1,3
ALCALA,vacunaciones en menores de 1 ano,bcg,2010-11-01,1,2,1,2,3
ALTO BENI,vacunaciones en menores de 1 ano,bcg,2010-11-01,16,2,16,2,18
ANCORAIMES,vacunaciones en menores de 1 ano,bcg,2010-11-01,12,15,12,15,27
ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2010-11-01,1,1,1,1,2
ANTEQUERA,vacunaciones en menores de 1 ano,bcg,2010-11-01,1,4,1,4,5
ANZALDO,vacunaciones en menores de 1 ano,bcg,2010-11-01,6,12,6,12,18
APOLO,vacunaciones en menores de 1 ano,bcg,2010-11-01,11,8,11,8,19
ARAMPAMPA,vacunaciones en menores de 1 ano,bcg,2010-11-01,2,3,2,3,5
ARANI,vacunaciones en menores de 1 ano,bcg,2010-11-01,15,8,15,8,23
ARBIETO,vacunaciones en menores de 1 ano,bcg,2010-11-01,7,20,7,20,27
ARQUE,vacunaciones en menores de 1 ano,bcg,2010-11-01,19,0,19,0,19
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,bcg,2010-11-01,50,0,50,0,50
ATOCHA,vacunaciones en menores de 1 ano,bcg,2010-11-01,14,5,14,5,19
AUCAPATA,vacunaciones en menores de 1 ano,bcg,2010-11-01,1,7,1,7,8
AYATA,vacunaciones en menores de 1 ano,bcg,2010-11-01,2,7,2,7,9
AYO AYO,vacunaciones en menores de 1 ano,bcg,2010-11-01,4,8,4,8,12
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,bcg,2010-11-01,18,18,18,18,36
AZURDUY,vacunaciones en menores de 1 ano,bcg,2010-11-01,13,14,13,14,27
BATALLAS,vacunaciones en menores de 1 ano,bcg,2010-11-01,17,10,17,10,27
BAURES,vacunaciones en menores de 1 ano,bcg,2010-11-01,4,0,4,0,4
BELEN DE URMIRI,vacunaciones en menores de 1 ano,bcg,2010-11-01,0,1,0,1,1
BELLA FLOR,vacunaciones en menores de 1 ano,bcg,2010-11-01,0,2,0,2,2
BERMEJO,vacunaciones en menores de 1 ano,bcg,2010-11-01,48,1,48,1,49
BETANZOS,vacunaciones en menores de 1 ano,bcg,2010-11-01,19,36,19,36,55
BOLIVAR,vacunaciones en menores de 1 ano,bcg,2010-11-01,2,2,2,2,4
BOLPEBRA,vacunaciones en menores de 1 ano,bcg,2010-11-01,0,1,0,1,1
BOYUIBE,vacunaciones en menores de 1 ano,bcg,2010-11-01,2,4,2,4,6
BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2010-11-01,10,0,10,0,10
CABEZAS,vacunaciones en menores de 1 ano,bcg,2010-11-01,24,41,24,41,65
CAIROMA,vacunaciones en menores de 1 ano,bcg,2010-11-01,11,4,11,4,15
"CAIZA ""D""",vacunaciones en menores de 1 ano,bcg,2010-11-01,5,9,5,9,14
CAJUATA,vacunaciones en menores de 1 ano,bcg,2010-11-01,18,5,18,5,23
CALACOTO,vacunaciones en menores de 1 ano,bcg,2010-11-01,0,8,0,8,8
CALAMARCA,vacunaciones en menores de 1 ano,bcg,2010-11-01,3,17,3,17,20
CAMARGO,vacunaciones en menores de 1 ano,bcg,2010-11-01,28,1,28,1,29
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,bcg,2010-11-01,3,0,3,0,3
CAMIRI,vacunaciones en menores de 1 ano,bcg,2010-11-01,65,3,65,3,68
CAPINOTA,vacunaciones en menores de 1 ano,bcg,2010-11-01,41,2,41,2,43
CAQUIAVIRI,vacunaciones en menores de 1 ano,bcg,2010-11-01,0,5,0,5,5
CARACOLLO,vacunaciones en menores de 1 ano,bcg,2010-11-01,34,14,34,14,48
CARANAVI,vacunaciones en menores de 1 ano,bcg,2010-11-01,111,27,111,27,138
CARAPARI,vacunaciones en menores de 1 ano,bcg,2010-11-01,12,4,12,4,16
CARIPUYO,vacunaciones en menores de 1 ano,bcg,2010-11-01,2,8,2,8,10
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,bcg,2010-11-01,5,1,5,1,6
CHALLAPATA,vacunaciones en menores de 1 ano,bcg,2010-11-01,57,22,57,22,79
CHAQUI,vacunaciones en menores de 1 ano,bcg,2010-11-01,3,10,3,10,13
CHARAGUA,vacunaciones en menores de 1 ano,bcg,2010-11-01,20,107,20,107,127
CHARAÑA,vacunaciones en menores de 1 ano,bcg,2010-11-01,1,6,1,6,7
CHAYANTA,vacunaciones en menores de 1 ano,bcg,2010-11-01,4,21,4,21,25
CHIMORE,vacunaciones en menores de 1 ano,bcg,2010-11-01,24,7,24,7,31
CHIPAYA,vacunaciones en menores de 1 ano,bcg,2010-11-01,2,1,2,1,3
CHOQUE COTA,vacunaciones en menores de 1 ano,bcg,2010-11-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,bcg,2010-11-01,21,9,21,9,30
CHUMA,vacunaciones en menores de 1 ano,bcg,2010-11-01,6,1,6,1,7
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,bcg,2010-11-01,7,2,7,2,9
CKOCHAS,vacunaciones en menores de 1 ano,bcg,2010-11-01,16,16,16,16,32
CLIZA,vacunaciones en menores de 1 ano,bcg,2010-11-01,28,5,28,5,33
COBIJA,vacunaciones en menores de 1 ano,bcg,2010-11-01,151,3,151,3,154
COCAPATA,vacunaciones en menores de 1 ano,bcg,2010-11-01,6,27,6,27,33
COCHABAMBA,vacunaciones en menores de 1 ano,bcg,2010-11-01,1553,31,1553,31,1584
COIPASA,vacunaciones en menores de 1 ano,bcg,2010-11-01,1,1,1,1,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,bcg,2010-11-01,108,0,108,0,108
"COLCHA ""K""",vacunaciones en menores de 1 ano,bcg,2010-11-01,6,4,6,4,10
COLLANA,vacunaciones en menores de 1 ano,bcg,2010-11-01,1,0,1,0,1
COLOMI,vacunaciones en menores de 1 ano,bcg,2010-11-01,23,4,23,4,27
COLPA BELGICA,vacunaciones en menores de 1 ano,bcg,2010-11-01,3,0,3,0,3
COLQUECHACA,vacunaciones en menores de 1 ano,bcg,2010-11-01,16,71,16,71,87
COLQUENCHA,vacunaciones en menores de 1 ano,bcg,2010-11-01,6,12,6,12,18
COLQUIRI,vacunaciones en menores de 1 ano,bcg,2010-11-01,4,36,4,36,40
COMANCHE,vacunaciones en menores de 1 ano,bcg,2010-11-01,0,11,0,11,11
COMARAPA,vacunaciones en menores de 1 ano,bcg,2010-11-01,41,5,41,5,46
COMBAYA,vacunaciones en menores de 1 ano,bcg,2010-11-01,0,5,0,5,5
CONCEPCION,vacunaciones en menores de 1 ano,bcg,2010-11-01,53,12,53,12,65
COPACABANA,vacunaciones en menores de 1 ano,bcg,2010-11-01,8,3,8,3,11
CORIPATA,vacunaciones en menores de 1 ano,bcg,2010-11-01,8,6,8,6,14
CORO CORO,vacunaciones en menores de 1 ano,bcg,2010-11-01,2,10,2,10,12
COROICO,vacunaciones en menores de 1 ano,bcg,2010-11-01,26,4,26,4,30
CORQUE,vacunaciones en menores de 1 ano,bcg,2010-11-01,1,6,1,6,7
COTAGAITA,vacunaciones en menores de 1 ano,bcg,2010-11-01,5,21,5,21,26
COTOCA,vacunaciones en menores de 1 ano,bcg,2010-11-01,88,4,88,4,92
CRUZ DE MACHACAMARCA,vacunaciones en menores de 1 ano,bcg,2010-11-01,0,2,0,2,2
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,bcg,2010-11-01,13,1,13,1,14
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,bcg,2010-11-01,0,2,0,2,2
CUEVO,vacunaciones en menores de 1 ano,bcg,2010-11-01,1,1,1,1,2
CULPINA,vacunaciones en menores de 1 ano,bcg,2010-11-01,23,22,23,22,45
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,bcg,2010-11-01,5,4,5,4,9
CURVA,vacunaciones en menores de 1 ano,bcg,2010-11-01,0,4,0,4,4
DESAGUADERO,vacunaciones en menores de 1 ano,bcg,2010-11-01,7,7,7,7,14
EL ALTO,vacunaciones en menores de 1 ano,bcg,2010-11-01,1707,24,1707,24,1731
EL CHORO,vacunaciones en menores de 1 ano,bcg,2010-11-01,4,5,4,5,9
EL PUENTE(STC),vacunaciones en menores de 1 ano,bcg,2010-11-01,17,1,17,1,18
EL PUENTE(TJA),vacunaciones en menores de 1 ano,bcg,2010-11-01,6,8,6,8,14
EL TORNO,vacunaciones en menores de 1 ano,bcg,2010-11-01,65,0,65,0,65
EL VILLAR,vacunaciones en menores de 1 ano,bcg,2010-11-01,4,0,4,0,4
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,bcg,2010-11-01,25,4,25,4,29
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,bcg,2010-11-01,57,2,57,2,59
ESCOMA,vacunaciones en menores de 1 ano,bcg,2010-11-01,11,5,11,5,16
EUCALIPTUS,vacunaciones en menores de 1 ano,bcg,2010-11-01,5,5,5,5,10
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,bcg,2010-11-01,0,1,0,1,1
EXALTACION,vacunaciones en menores de 1 ano,bcg,2010-11-01,2,4,2,4,6
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,bcg,2010-11-01,10,5,10,5,15
FILADELFIA,vacunaciones en menores de 1 ano,bcg,2010-11-01,2,2,2,2,4
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,bcg,2010-11-01,11,2,11,2,13
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,bcg,2010-11-01,5,14,5,14,19
GUANAY,vacunaciones en menores de 1 ano,bcg,2010-11-01,7,5,7,5,12
GUAQUI,vacunaciones en menores de 1 ano,bcg,2010-11-01,1,7,1,7,8
GUAYARAMERIN,vacunaciones en menores de 1 ano,bcg,2010-11-01,96,7,96,7,103
GUTIERREZ,vacunaciones en menores de 1 ano,bcg,2010-11-01,29,15,29,15,44
HUACARETA,vacunaciones en menores de 1 ano,bcg,2010-11-01,15,0,15,0,15
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,bcg,2010-11-01,0,5,0,5,5
HUACHACALLA,vacunaciones en menores de 1 ano,bcg,2010-11-01,1,0,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,bcg,2010-11-01,34,1,34,1,35
HUARACAJE,vacunaciones en menores de 1 ano,bcg,2010-11-01,2,0,2,0,2
HUARINA,vacunaciones en menores de 1 ano,bcg,2010-11-01,2,3,2,3,5
HUAYLLAMARCA,vacunaciones en menores de 1 ano,bcg,2010-11-01,1,2,1,2,3
HUMANATA,vacunaciones en menores de 1 ano,bcg,2010-11-01,3,7,3,7,10
ICHOCA,vacunaciones en menores de 1 ano,bcg,2010-11-01,0,6,0,6,6
ICLA,vacunaciones en menores de 1 ano,bcg,2010-11-01,6,11,6,11,17
INCAHUASI,vacunaciones en menores de 1 ano,bcg,2010-11-01,5,14,5,14,19
INQUISIVI,vacunaciones en menores de 1 ano,bcg,2010-11-01,4,9,4,9,13
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,bcg,2010-11-01,5,18,5,18,23
IXIAMAS,vacunaciones en menores de 1 ano,bcg,2010-11-01,6,2,6,2,8
JESUS DE MACHACA,vacunaciones en menores de 1 ano,bcg,2010-11-01,4,8,4,8,12
LA ASUNTA,vacunaciones en menores de 1 ano,bcg,2010-11-01,82,1,82,1,83
LA GUARDIA,vacunaciones en menores de 1 ano,bcg,2010-11-01,62,2,62,2,64
LA PAZ,vacunaciones en menores de 1 ano,bcg,2010-11-01,1792,7,1792,7,1799
LAGUNILLAS,vacunaciones en menores de 1 ano,bcg,2010-11-01,4,0,4,0,4
LAJA,vacunaciones en menores de 1 ano,bcg,2010-11-01,7,29,7,29,36
LAS CARRERAS,vacunaciones en menores de 1 ano,bcg,2010-11-01,4,0,4,0,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,bcg,2010-11-01,3,0,3,0,3
LLALLAGUA,vacunaciones en menores de 1 ano,bcg,2010-11-01,36,50,36,50,86
LLICA,vacunaciones en menores de 1 ano,bcg,2010-11-01,0,4,0,4,4
LORETO,vacunaciones en menores de 1 ano,bcg,2010-11-01,0,9,0,9,9
LURIBAY,vacunaciones en menores de 1 ano,bcg,2010-11-01,3,8,3,8,11
MACHACAMARCA,vacunaciones en menores de 1 ano,bcg,2010-11-01,1,4,1,4,5
MACHARETI,vacunaciones en menores de 1 ano,bcg,2010-11-01,5,3,5,3,8
MAGDALENA,vacunaciones en menores de 1 ano,bcg,2010-11-01,12,9,12,9,21
MAIRANA,vacunaciones en menores de 1 ano,bcg,2010-11-01,20,1,20,1,21
MALLA,vacunaciones en menores de 1 ano,bcg,2010-11-01,1,5,1,5,6
MAPIRI,vacunaciones en menores de 1 ano,bcg,2010-11-01,11,13,11,13,24
MECAPACA,vacunaciones en menores de 1 ano,bcg,2010-11-01,11,11,11,11,22
MINEROS,vacunaciones en menores de 1 ano,bcg,2010-11-01,19,8,19,8,27
MIZQUE,vacunaciones en menores de 1 ano,bcg,2010-11-01,41,18,41,18,59
MOCOMOCO,vacunaciones en menores de 1 ano,bcg,2010-11-01,3,13,3,13,16
MOJOCOYA,vacunaciones en menores de 1 ano,bcg,2010-11-01,2,4,2,4,6
MONTEAGUDO,vacunaciones en menores de 1 ano,bcg,2010-11-01,39,1,39,1,40
MONTERO,vacunaciones en menores de 1 ano,bcg,2010-11-01,270,1,270,1,271
MORO MORO,vacunaciones en menores de 1 ano,bcg,2010-11-01,1,2,1,2,3
MOROCHATA,vacunaciones en menores de 1 ano,bcg,2010-11-01,6,19,6,19,25
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,bcg,2010-11-01,1,0,1,0,1
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,bcg,2010-11-01,1,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,bcg,2010-11-01,0,4,0,4,4
OCURI,vacunaciones en menores de 1 ano,bcg,2010-11-01,14,40,14,40,54
OKINAWA,vacunaciones en menores de 1 ano,bcg,2010-11-01,19,4,19,4,23
OMEREQUE,vacunaciones en menores de 1 ano,bcg,2010-11-01,3,3,3,3,6
ORURO,vacunaciones en menores de 1 ano,bcg,2010-11-01,717,10,717,10,727
PADCAYA,vacunaciones en menores de 1 ano,bcg,2010-11-01,15,4,15,4,19
PADILLA,vacunaciones en menores de 1 ano,bcg,2010-11-01,20,1,20,1,21
PAILON,vacunaciones en menores de 1 ano,bcg,2010-11-01,43,6,43,6,49
PALCA,vacunaciones en menores de 1 ano,bcg,2010-11-01,5,1,5,1,6
PALOS BLANCOS,vacunaciones en menores de 1 ano,bcg,2010-11-01,36,10,36,10,46
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,bcg,2010-11-01,1,1,1,1,2
PAMPA GRANDE,vacunaciones en menores de 1 ano,bcg,2010-11-01,11,0,11,0,11
PAPEL PAMPA,vacunaciones en menores de 1 ano,bcg,2010-11-01,1,8,1,8,9
PASORAPA,vacunaciones en menores de 1 ano,bcg,2010-11-01,2,0,2,0,2
PATACAMAYA,vacunaciones en menores de 1 ano,bcg,2010-11-01,41,3,41,3,44
PAZÑA,vacunaciones en menores de 1 ano,bcg,2010-11-01,3,4,3,4,7
PELECHUCO,vacunaciones en menores de 1 ano,bcg,2010-11-01,1,14,1,14,15
POCOATA,vacunaciones en menores de 1 ano,bcg,2010-11-01,5,54,5,54,59
POCONA,vacunaciones en menores de 1 ano,bcg,2010-11-01,12,8,12,8,20
POJO (CBBA),vacunaciones en menores de 1 ano,bcg,2010-11-01,24,8,24,8,32
POOPO,vacunaciones en menores de 1 ano,bcg,2010-11-01,5,5,5,5,10
PORCO,vacunaciones en menores de 1 ano,bcg,2010-11-01,7,0,7,0,7
POROMA,vacunaciones en menores de 1 ano,bcg,2010-11-01,22,17,22,17,39
PORONGO,vacunaciones en menores de 1 ano,bcg,2010-11-01,9,10,9,10,19
PORTACHUELO,vacunaciones en menores de 1 ano,bcg,2010-11-01,36,0,36,0,36
PORVENIR,vacunaciones en menores de 1 ano,bcg,2010-11-01,0,6,0,6,6
POSTRER VALLE,vacunaciones en menores de 1 ano,bcg,2010-11-01,1,2,1,2,3
POTOSI,vacunaciones en menores de 1 ano,bcg,2010-11-01,464,9,464,9,473
PRESTO,vacunaciones en menores de 1 ano,bcg,2010-11-01,3,14,3,14,17
PUCARA,vacunaciones en menores de 1 ano,bcg,2010-11-01,1,0,1,0,1
PUCARANI,vacunaciones en menores de 1 ano,bcg,2010-11-01,27,25,27,25,52
PUERTO ACOSTA,vacunaciones en menores de 1 ano,bcg,2010-11-01,7,15,7,15,22
PUERTO CARABUCO,vacunaciones en menores de 1 ano,bcg,2010-11-01,2,19,2,19,21
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,bcg,2010-11-01,0,3,0,3,3
PUERTO PEREZ,vacunaciones en menores de 1 ano,bcg,2010-11-01,4,6,4,6,10
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,bcg,2010-11-01,17,10,17,10,27
PUERTO RICO,vacunaciones en menores de 1 ano,bcg,2010-11-01,3,10,3,10,13
PUERTO SUAREZ,vacunaciones en menores de 1 ano,bcg,2010-11-01,20,2,20,2,22
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,bcg,2010-11-01,107,1,107,1,108
PUNA,vacunaciones en menores de 1 ano,bcg,2010-11-01,25,15,25,15,40
PUNATA,vacunaciones en menores de 1 ano,bcg,2010-11-01,79,2,79,2,81
QUIABAYA,vacunaciones en menores de 1 ano,bcg,2010-11-01,2,10,2,10,12
QUILLACOLLO,vacunaciones en menores de 1 ano,bcg,2010-11-01,212,1,212,1,213
QUIME,vacunaciones en menores de 1 ano,bcg,2010-11-01,0,11,0,11,11
RAVELO,vacunaciones en menores de 1 ano,bcg,2010-11-01,18,36,18,36,54
REYES,vacunaciones en menores de 1 ano,bcg,2010-11-01,21,6,21,6,27
RIBERALTA,vacunaciones en menores de 1 ano,bcg,2010-11-01,262,5,262,5,267
ROBORE,vacunaciones en menores de 1 ano,bcg,2010-11-01,27,0,27,0,27
RURRENABAQUE,vacunaciones en menores de 1 ano,bcg,2010-11-01,28,6,28,6,34
SABAYA,vacunaciones en menores de 1 ano,bcg,2010-11-01,3,0,3,0,3
SACABA,vacunaciones en menores de 1 ano,bcg,2010-11-01,247,14,247,14,261
SACABAMBA,vacunaciones en menores de 1 ano,bcg,2010-11-01,5,6,5,6,11
SACACA,vacunaciones en menores de 1 ano,bcg,2010-11-01,34,23,34,23,57
SAIPINA,vacunaciones en menores de 1 ano,bcg,2010-11-01,3,0,3,0,3
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,bcg,2010-11-01,6,8,6,8,14
SAMAIPATA,vacunaciones en menores de 1 ano,bcg,2010-11-01,7,1,7,1,8
SAN AGUSTIN,vacunaciones en menores de 1 ano,bcg,2010-11-01,5,0,5,0,5
SAN ANDRES,vacunaciones en menores de 1 ano,bcg,2010-11-01,11,9,11,9,20
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,bcg,2010-11-01,3,3,3,3,6
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,bcg,2010-11-01,2,2,2,2,4
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,bcg,2010-11-01,4,3,4,3,7
SAN BENITO,vacunaciones en menores de 1 ano,bcg,2010-11-01,9,3,9,3,12
SAN BORJA,vacunaciones en menores de 1 ano,bcg,2010-11-01,58,11,58,11,69
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,bcg,2010-11-01,14,5,14,5,19
SAN CARLOS,vacunaciones en menores de 1 ano,bcg,2010-11-01,38,11,38,11,49
SAN IGNACIO,vacunaciones en menores de 1 ano,bcg,2010-11-01,46,2,46,2,48
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,bcg,2010-11-01,134,17,134,17,151
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,bcg,2010-11-01,3,2,3,2,5
SAN JAVIER(STC),vacunaciones en menores de 1 ano,bcg,2010-11-01,24,1,24,1,25
SAN JOAQUIN,vacunaciones en menores de 1 ano,bcg,2010-11-01,7,2,7,2,9
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,bcg,2010-11-01,38,2,38,2,40
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,bcg,2010-11-01,5,0,5,0,5
SAN JULIAN,vacunaciones en menores de 1 ano,bcg,2010-11-01,64,13,64,13,77
SAN LORENZO(PND),vacunaciones en menores de 1 ano,bcg,2010-11-01,7,23,7,23,30
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,bcg,2010-11-01,18,4,18,4,22
SAN LUCAS,vacunaciones en menores de 1 ano,bcg,2010-11-01,40,18,40,18,58
SAN MATIAS,vacunaciones en menores de 1 ano,bcg,2010-11-01,19,4,19,4,23
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,bcg,2010-11-01,9,5,9,5,14
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,bcg,2010-11-01,2,2,2,2,4
SAN PEDRO,vacunaciones en menores de 1 ano,bcg,2010-11-01,21,0,21,0,21
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2010-11-01,35,43,35,43,78
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,bcg,2010-11-01,1,11,1,11,12
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,bcg,2010-11-01,0,2,0,2,2
SAN RAFAEL,vacunaciones en menores de 1 ano,bcg,2010-11-01,5,1,5,1,6
SAN RAMON BENI,vacunaciones en menores de 1 ano,bcg,2010-11-01,4,8,4,8,12
SAN RAMON SCZ,vacunaciones en menores de 1 ano,bcg,2010-11-01,27,1,27,1,28
SANTA ANA,vacunaciones en menores de 1 ano,bcg,2010-11-01,34,0,34,0,34
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,bcg,2010-11-01,2793,106,2793,106,2899
SANTA ROSA,vacunaciones en menores de 1 ano,bcg,2010-11-01,9,3,9,3,12
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,bcg,2010-11-01,14,10,14,10,24
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,bcg,2010-11-01,3,4,3,4,7
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,bcg,2010-11-01,5,1,5,1,6
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,bcg,2010-11-01,2,10,2,10,12
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,bcg,2010-11-01,0,4,0,4,4
SANTIVAÑES,vacunaciones en menores de 1 ano,bcg,2010-11-01,6,2,6,2,8
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,bcg,2010-11-01,1,3,1,3,4
SAPAHAQUI,vacunaciones en menores de 1 ano,bcg,2010-11-01,0,5,0,5,5
SENA,vacunaciones en menores de 1 ano,bcg,2010-11-01,0,8,0,8,8
SHINAOTA,vacunaciones en menores de 1 ano,bcg,2010-11-01,62,0,62,0,62
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,bcg,2010-11-01,25,19,25,19,44
SICAYA,vacunaciones en menores de 1 ano,bcg,2010-11-01,0,3,0,3,3
SIPE SIPE,vacunaciones en menores de 1 ano,bcg,2010-11-01,38,1,38,1,39
SOPACHUY,vacunaciones en menores de 1 ano,bcg,2010-11-01,12,5,12,5,17
SORACACHI,vacunaciones en menores de 1 ano,bcg,2010-11-01,5,13,5,13,18
SORATA,vacunaciones en menores de 1 ano,bcg,2010-11-01,24,25,24,25,49
SUCRE,vacunaciones en menores de 1 ano,bcg,2010-11-01,617,13,617,13,630
TACACHI,vacunaciones en menores de 1 ano,bcg,2010-11-01,2,0,2,0,2
TACACOMA,vacunaciones en menores de 1 ano,bcg,2010-11-01,9,3,9,3,12
TACOBAMBA,vacunaciones en menores de 1 ano,bcg,2010-11-01,13,8,13,8,21
TACOPAYA,vacunaciones en menores de 1 ano,bcg,2010-11-01,15,3,15,3,18
TAHUA,vacunaciones en menores de 1 ano,bcg,2010-11-01,2,2,2,2,4
TAPACARI,vacunaciones en menores de 1 ano,bcg,2010-11-01,27,39,27,39,66
TARABUCO,vacunaciones en menores de 1 ano,bcg,2010-11-01,28,10,28,10,38
TARACO,vacunaciones en menores de 1 ano,bcg,2010-11-01,2,2,2,2,4
TARATA,vacunaciones en menores de 1 ano,bcg,2010-11-01,9,3,9,3,12
TARIJA,vacunaciones en menores de 1 ano,bcg,2010-11-01,464,2,464,2,466
TARVITA,vacunaciones en menores de 1 ano,bcg,2010-11-01,19,9,19,9,28
TEOPONTE,vacunaciones en menores de 1 ano,bcg,2010-11-01,4,2,4,2,6
TIAWANACU,vacunaciones en menores de 1 ano,bcg,2010-11-01,11,12,11,12,23
TINGUIPAYA,vacunaciones en menores de 1 ano,bcg,2010-11-01,10,25,10,25,35
TIPUANI,vacunaciones en menores de 1 ano,bcg,2010-11-01,6,6,6,6,12
TIQUIPAYA,vacunaciones en menores de 1 ano,bcg,2010-11-01,106,3,106,3,109
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,bcg,2010-11-01,23,10,23,10,33
TOCO,vacunaciones en menores de 1 ano,bcg,2010-11-01,6,7,6,7,13
TOLATA,vacunaciones en menores de 1 ano,bcg,2010-11-01,13,0,13,0,13
TOLEDO,vacunaciones en menores de 1 ano,bcg,2010-11-01,0,5,0,5,5
TOMAVE,vacunaciones en menores de 1 ano,bcg,2010-11-01,2,20,2,20,22
TOMINA,vacunaciones en menores de 1 ano,bcg,2010-11-01,12,6,12,6,18
TORO TORO,vacunaciones en menores de 1 ano,bcg,2010-11-01,11,12,11,12,23
TOTORA(CBBA),vacunaciones en menores de 1 ano,bcg,2010-11-01,16,17,16,17,33
TOTORA(ORR),vacunaciones en menores de 1 ano,bcg,2010-11-01,0,4,0,4,4
TRINIDAD,vacunaciones en menores de 1 ano,bcg,2010-11-01,257,0,257,0,257
TUPIZA,vacunaciones en menores de 1 ano,bcg,2010-11-01,56,17,56,17,73
TURCO,vacunaciones en menores de 1 ano,bcg,2010-11-01,0,5,0,5,5
UMALA,vacunaciones en menores de 1 ano,bcg,2010-11-01,0,12,0,12,12
UNCIA,vacunaciones en menores de 1 ano,bcg,2010-11-01,19,6,19,6,25
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,bcg,2010-11-01,14,0,14,0,14
URUBICHA,vacunaciones en menores de 1 ano,bcg,2010-11-01,0,12,0,12,12
UYUNI,vacunaciones en menores de 1 ano,bcg,2010-11-01,51,3,51,3,54
VACAS,vacunaciones en menores de 1 ano,bcg,2010-11-01,1,12,1,12,13
VALLEGRANDE,vacunaciones en menores de 1 ano,bcg,2010-11-01,46,0,46,0,46
VIACHA,vacunaciones en menores de 1 ano,bcg,2010-11-01,75,3,75,3,78
VILA VILA,vacunaciones en menores de 1 ano,bcg,2010-11-01,5,4,5,4,9
