municipality,group,variable,month,Nº de CAI de establecimiento,TOTAL
VITICHI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-09-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-09-01,16,16
YACUIBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-09-01,2,2
YAPACANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-09-01,4,4
YOTALA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-09-01,1,1
ACACIO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,5,5
ACHOCALLA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
ALALAY,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
ALCALA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
ANCORAIMES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,2,2
APOLO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,2,2
ARAMPAMPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
ARANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
ARQUE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,6,6
AYATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
AYO AYO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,3,3
BERMEJO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,10,10
BETANZOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
BOLIVAR,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,2,2
BOYUIBE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
BUENA VISTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,3,3
CABEZAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,4,4
CALAMARCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,2,2
CAMARGO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,2,2
CAPINOTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,5,5
CARACOLLO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,2,2
CARAPARI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,2,2
CARIPUYO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
CHAQUI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,2,2
CHARAGUA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,2,2
CHUA COCANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,4,4
CKOCHAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,4,4
CLIZA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
COBIJA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,5,5
COCAPATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,3,3
COCHABAMBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,9,9
COIPASA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
COLPA BELGICA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
COLQUECHACA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,2,2
COLQUENCHA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,4,4
CONCEPCION,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,11,11
COTAGAITA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,4,4
COTOCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,4,4
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
CUEVO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
CULPINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
DESAGUADERO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,51,51
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,3,3
EL TORNO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,4,4
EL VILLAR,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,2,2
FILADELFIA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,4,4
GUAQUI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,3,3
GUTIERREZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,3,3
HUARINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
HUATAJATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,2,2
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
HUMANATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
ICHOCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
ICLA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,2,2
INCAHUASI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
LA GUARDIA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,3,3
LA PAZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,48,48
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
LAS CARRERAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
LICOMA PAMPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
LLALLAGUA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,3,3
LORETO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
MAPIRI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
MECAPACA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
MINEROS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,3,3
MIZQUE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,2,2
MOJOCOYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,2,2
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
MONTERO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,7,7
MORO MORO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,2,2
MOROCHATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,2,2
OKINAWA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,2,2
PADCAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
PAILON,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
PALCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
PATACAMAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,3,3
PAZÑA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,2,2
POCONA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,10,10
PORONGO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,2,2
POTOSI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,2,2
PUCARANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,3,3
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,2,2
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,2,2
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,2,2
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,6,6
PUNA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,2,2
QUIABAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,3,3
RAVELO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,4,4
RIBERALTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,10,10
ROBORE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
SACABA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,2,2
SACABAMBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,3,3
SACACA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
SAMAIPATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
SAN ANDRES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,3,3
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,3,3
SAN BENITO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
SAN CARLOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,3,3
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,3,3
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,19,19
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,5,5
SAN LUCAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,5,5
SAN MATIAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
SAN PEDRO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,7,7
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,4,4
SAN RAMON BENI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
SANTA ANA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,33,33
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
SANTIVAÑES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,5,5
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,2,2
SIPE SIPE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
SORATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,46,46
TACACOMA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
TACOBAMBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
TACOPAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,3,3
TAPACARI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,6,6
TARABUCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
TARACO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
TARATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,2,2
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,2,2
TOCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
TOMAVE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
TOMINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
TOTORA(CBBA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,2,2
TOTORA(ORR),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
TRIGAL,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,7,7
TUPIZA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,10,10
UMALA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,2,2
UNCIA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,2,2
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,4,4
UYUNI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,4,4
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,6,6
VILA VILA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,2,2
VILLA MONTES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,5,5
VILLA RIVERO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
VILLAZON,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,2,2
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,13,13
YAPACANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,2,2
YUNCHARA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-10-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,9,9
ACHOCALLA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
AIQUILE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
ALTO BENI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,7,7
ANCORAIMES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,2,2
ANZALDO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
APOLO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,3,3
ARANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,2,2
ARQUE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,2,2
AYATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,2,2
AYO AYO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,2,2
BERMEJO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,6,6
BETANZOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,3,3
BOYUIBE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
BUENA VISTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,2,2
CABEZAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,4,4
CAJUATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
CAMARGO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
CAPINOTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,3,3
CHACARILLA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
CHARAGUA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,3,3
CHUA COCANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,4,4
CLIZA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
COBIJA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
COCAPATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,11,11
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,2,2
COLOMI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,2,2
COLPA BELGICA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
COLQUENCHA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,3,3
COMANCHE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,2,2
COMARAPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,2,2
CONCEPCION,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,11,11
CORQUE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,2,2
COTAGAITA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,7,7
COTOCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,2,2
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
CUEVO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
CURVA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
DESAGUADERO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,49,49
EL CHORO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
EL TORNO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,5,5
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,2,2
ESCOMA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
ESMERALDA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,2,2
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,5,5
GUANAY,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
GUTIERREZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,3,3
HUACARETA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
HUARACAJE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
HUARINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
HUATAJATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,2,2
HUMANATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
ICHOCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
ICLA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
LA GUARDIA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,2,2
LA PAZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,45,45
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,2,2
LAJA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
LICOMA PAMPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
MACHARETI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,2,2
MAIRANA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
MECAPACA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
MINEROS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,2,2
MIZQUE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
MOJINETE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,2,2
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,4,4
MONTERO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,9,9
MORO MORO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,2,2
MOROCHATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
OKINAWA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,2,2
OMEREQUE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,2,2
PASORAPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,2,2
PATACAMAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,3,3
POCOATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
POCONA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,6,6
POJO (CBBA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
PORONGO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,3,3
PORTACHUELO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,3,3
PUCARANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,5,5
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,2,2
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
PUERTO PEREZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,3,3
QUIABAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,6,6
QUIME,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
RAVELO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,2,2
RIBERALTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,5,5
SACABA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,3,3
SACABAMBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
SAN AGUSTIN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,5,5
SAN CARLOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,2,2
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,2,2
SAN JULIAN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,15,15
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
SAN LUCAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,4,4
SAN MATIAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,2,2
SAN PEDRO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,7,7
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,45,45
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,3,3
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,2,2
SENA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-11-01,1,1
