,group,variable,month,MUJERES DE 10 A 49 AÑOS 2DA DOSIS DE DT CANTIDAD,MUJERES DE 10 A 49 AÑOS 2DA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
OMEREQUE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,5,88,5,88,93
ORURO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,348,280,348,280,628
PADCAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,66,629,66,629,695
PADILLA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,7,24,7,24,31
PAILON,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,8,103,8,103,111
PALCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,18,20,18,20,38
PALOS BLANCOS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,27,37,27,37,64
PAMPA AULLAGAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,0,4,0,4,4
PAMPA GRANDE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,12,7,12,7,19
PAPEL PAMPA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,10,24,10,24,34
PASORAPA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,0,11,0,11,11
PATACAMAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,25,90,25,90,115
PAZÑA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,3,11,3,11,14
PELECHUCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,3,3,3,3,6
POCOATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,18,21,18,21,39
POCONA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,17,87,17,87,104
POJO (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,21,142,21,142,163
POOPO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,0,41,0,41,41
PORCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,9,0,9,0,9
POROMA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,15,146,15,146,161
PORONGO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,49,86,49,86,135
PORTACHUELO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,66,31,66,31,97
POSTRER VALLE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,0,1,0,1,1
POTOSI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,333,272,333,272,605
PRESTO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,5,227,5,227,232
PUCARA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,4,2,4,2,6
PUCARANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,16,271,16,271,287
PUERTO ACOSTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,3,3,3,3,6
PUERTO CARABUCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,4,46,4,46,50
PUERTO GONZALO MORENO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,0,11,0,11,11
PUERTO PEREZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,0,11,0,11,11
PUERTO QUIJARRO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,16,40,16,40,56
PUERTO RICO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,24,41,24,41,65
PUERTO SILES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,4,0,4,0,4
PUERTO SUAREZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,21,2,21,2,23
PUERTO VILLARROEL,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,68,71,68,71,139
PUNA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,136,66,136,66,202
PUNATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,55,101,55,101,156
QUIABAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,2,3,2,3,5
QUILLACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,31,216,31,216,247
QUIME,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,0,7,0,7,7
RAVELO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,10,34,10,34,44
REYES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,29,44,29,44,73
RIBERALTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,149,747,149,747,896
ROBORE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,11,57,11,57,68
RURRENABAQUE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,47,198,47,198,245
SABAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,4,4,4,4,8
SACABA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,116,338,116,338,454
SACABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,14,57,14,57,71
SACACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,36,182,36,182,218
SAIPINA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,8,21,8,21,29
SALINAS DE GARCI MENDOZA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,9,22,9,22,31
SAMAIPATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,5,66,5,66,71
SAN ANDRES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,28,56,28,56,84
SAN ANDRES DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,1,2,1,2,3
SAN ANTONIO DE ESMORUCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,0,1,0,1,1
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,3,4,3,4,7
SAN BENITO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,17,20,17,20,37
SAN BORJA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,78,200,78,200,278
SAN BUENA VENTURA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,15,14,15,14,29
SAN CARLOS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,45,7,45,7,52
SAN IGNACIO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,89,353,89,353,442
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,82,134,82,134,216
SAN JAVIER(BNI),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,0,8,0,8,8
SAN JAVIER(STC),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,54,0,54,0,54
SAN JOAQUIN,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,9,0,9,0,9
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,15,233,15,233,248
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,15,77,15,77,92
SAN JULIAN,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,41,146,41,146,187
SAN LORENZO(PND),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,3,0,3,0,3
SAN LORENZO(TJA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,98,962,98,962,1060
SAN LUCAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,102,139,102,139,241
SAN MATIAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,15,91,15,91,106
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,41,54,41,54,95
SAN PABLO DE LIPEZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,8,0,8,0,8
SAN PEDRO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,17,14,17,14,31
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,12,75,12,75,87
SAN PEDRO DE CURAHUARA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,0,43,0,43,43
SAN PEDRO DE QUEMES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,0,5,0,5,5
SAN PEDRO DE TIQUINA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,2,0,2,0,2
SAN RAFAEL,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,10,60,10,60,70
SAN RAMON BENI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,9,3,9,3,12
SAN RAMON SCZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,31,0,31,0,31
SANTA ANA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,8,175,8,175,183
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,2344,4644,2344,4644,6988
SANTA ROSA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,10,0,10,0,10
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,39,14,39,14,53
SANTIAGO DE CALLAPA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,0,21,0,21,21
SANTIAGO DE HUARI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,2,16,2,16,18
SANTIAGO DE HUATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,1,105,1,105,106
SANTIAGO DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,0,7,0,7,7
SANTIVAÑES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,8,22,8,22,30
SANTUARIO DE QUILLACAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,1,25,1,25,26
SAPAHAQUI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,1,42,1,42,43
SENA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,13,16,13,16,29
SHINAOTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,28,77,28,77,105
SICA SICA (VILLA AROMA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,9,34,9,34,43
SICAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,1,3,1,3,4
SIPE SIPE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,32,110,32,110,142
SOPACHUY,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,3,4,3,4,7
SORACACHI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,21,80,21,80,101
SORATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,5,397,5,397,402
SUCRE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,317,1762,317,1762,2079
TACACHI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,9,2,9,2,11
TACACOMA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,6,17,6,17,23
TACOBAMBA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,1,205,1,205,206
TACOPAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,2,37,2,37,39
TAPACARI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,24,116,24,116,140
TARABUCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,18,70,18,70,88
TARACO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,0,157,0,157,157
TARATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,11,59,11,59,70
TARIJA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,542,455,542,455,997
TARVITA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,105,185,105,185,290
TEOPONTE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,3,27,3,27,30
TIAWANACU,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,8,37,8,37,45
TINGUIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,14,60,14,60,74
TIPUANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,9,17,9,17,26
TIQUIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,88,103,88,103,191
TIRAQUE (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,18,33,18,33,51
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,0,9,0,9,9
TOCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,9,112,9,112,121
TODOS SANTOS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,0,1,0,1,1
TOLATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,2,18,2,18,20
TOLEDO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,0,38,0,38,38
TOMAVE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,0,2,0,2,2
TOMINA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,20,186,20,186,206
TORO TORO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,4,67,4,67,71
TOTORA(CBBA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,24,35,24,35,59
TOTORA(ORR),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,4,0,4,0,4
TRIGAL,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,1,3,1,3,4
TRINIDAD,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,241,298,241,298,539
TUPIZA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,159,68,159,68,227
TURCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,6,0,6,0,6
UMALA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,0,16,0,16,16
UNCIA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,0,16,0,16,16
URIONDO (A. CONCEPCION),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,11,154,11,154,165
URUBICHA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,0,142,0,142,142
UYUNI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,10,126,10,126,136
VACAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,1,73,1,73,74
VALLEGRANDE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,35,194,35,194,229
VIACHA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,93,147,93,147,240
VILA VILA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,0,23,0,23,23
VILLA CHARCAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,201,92,201,92,293
VILLA MONTES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,70,198,70,198,268
VILLA NUEVA (LOMA ALTA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,1,1,1,1,2
VILLA RIVERO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,7,19,7,19,26
VILLA SERRANO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,0,10,0,10,10
VILLA TUNARI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,89,175,89,175,264
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,5,66,5,66,71
VILLAZON,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,124,87,124,87,211
VINTO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,92,0,92,0,92
VITICHI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,14,30,14,30,44
WALDO BALLIVIAN,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,5,0,5,0,5
WARNES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,105,123,105,123,228
YACO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,1,50,1,50,51
YACUIBA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,115,1096,115,1096,1211
YAMPARAEZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,6,41,6,41,47
YANACACHI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,5,26,5,26,31
YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,79,278,79,278,357
YOCALLA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,3,31,3,31,34
YOTALA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,7,33,7,33,40
YUNCHARA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,14,125,14,125,139
ZUDAÑEZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-10-01,1,27,1,27,28
ACACIO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,3,61,3,61,64
ACHACACHI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,8,120,8,120,128
ACHOCALLA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,31,121,31,121,152
AIQUILE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,795,44,795,44,839
ALALAY,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,3,45,3,45,48
ALCALA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,2,18,2,18,20
ALTO BENI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,21,30,21,30,51
ANCORAIMES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,9,2,9,2,11
ANDAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,1,8,1,8,9
ANTEQUERA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,1,18,1,18,19
ANZALDO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,1,131,1,131,132
APOLO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,0,25,0,25,25
ARAMPAMPA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,23,106,23,106,129
ARANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,6,26,6,26,32
ARBIETO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,6,22,6,22,28
ARQUE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,9,93,9,93,102
ASCENCION DE GUARAYOS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,39,1,39,1,40
ATOCHA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,5,68,5,68,73
AYATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,6,17,6,17,23
AYO AYO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,2,0,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,28,196,28,196,224
AZURDUY,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,58,279,58,279,337
BATALLAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,20,33,20,33,53
BAURES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,2,12,2,12,14
BELEN DE ANDAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,2,1,2,1,3
BELEN DE URMIRI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,0,4,0,4,4
BELLA FLOR,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,7,4,7,4,11
BERMEJO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,112,4,112,4,116
BETANZOS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,38,68,38,68,106
BOLIVAR,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,9,9,9,9,18
BOLPEBRA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,1,1,1,1,2
BOYUIBE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,7,0,7,0,7
BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,21,26,21,26,47
CABEZAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,4,162,4,162,166
CAIROMA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,2,130,2,130,132
"CAIZA ""D""",otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,4,9,4,9,13
CAJUATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,13,21,13,21,34
CALACOTO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,2,55,2,55,57
CALAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,5,1,5,1,6
CAMARGO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,6,52,6,52,58
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,5,10,5,10,15
CAMIRI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,19,124,19,124,143
CAPINOTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,13,109,13,109,122
CAQUIAVIRI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,30,31,30,31,61
CARACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,25,133,25,133,158
CARANAVI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,105,145,105,145,250
CARAPARI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,48,95,48,95,143
CARIPUYO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,0,41,0,41,41
CARMEN RIVERO TORREZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,38,4,38,4,42
CATACORA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,0,3,0,3,3
CHACARILLA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,1,0,1,0,1
CHALLAPATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,12,159,12,159,171
CHAQUI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,2,47,2,47,49
CHARAGUA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,25,145,25,145,170
CHARAÑA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,6,22,6,22,28
CHAYANTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,111,66,111,66,177
CHIMORE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,33,348,33,348,381
CHIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,7,3,7,3,10
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,12,25,12,25,37
CHUMA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,3,8,3,8,11
CKOCHAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,0,50,0,50,50
CLIZA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,96,447,96,447,543
COBIJA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,143,72,143,72,215
COCAPATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,39,49,39,49,88
COCHABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,878,1839,878,1839,2717
COLCAPIRHUA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,80,105,80,105,185
"COLCHA ""K""",otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,10,73,10,73,83
COLOMI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,49,100,49,100,149
COLPA BELGICA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,19,23,19,23,42
COLQUECHACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,40,228,40,228,268
COLQUENCHA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-11-01,9,0,9,0,9
