municipality,group,variable,month,Neumonías,TOTAL
COBIJA,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,13,13
COCHABAMBA,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,59,59
COMARAPA,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,6,6
CONCEPCION,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,2,2
COROICO,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,2,2
EL ALTO,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,65,65
EL TORNO,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,2,2
ENTRE RIOS,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,3,3
FERNANDEZ ALONSO,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,16,16
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,6,6
LA GUARDIA,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,3,3
LA PAZ,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,73,73
LLALLAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,11,11
MAGDALENA,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,2,2
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,4,4
MONTERO,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,17,17
ORURO,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,25,25
PADILLA,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,1,1
POTOSI,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,31,31
PUERTO CARABUCO,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,1,1
PUERTO SILES,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,2,2
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,2,2
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,8,8
PUNATA,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,1,1
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,12,12
RIBERALTA,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,26,26
ROBORE,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,7,7
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,5,5
SACACA,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,3,3
SAMAIPATA,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,1,1
SAN BORJA,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,2,2
SAN CARLOS,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,6,6
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,31,31
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,3,3
SAN JOSE DE CHIQUITOS,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,1,1
SAN JULIAN,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,20,20
SAN LUCAS,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,2,2
SAN MATIAS,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,9,9
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,5,5
SAN RAMON,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,1,1
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,99,99
SANTA ROSA,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,1,1
SOPACHUY,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,1,1
SUCRE,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,39,39
TACOBAMBA,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,4,4
TARABUCO,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,5,5
TARIJA,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,15,15
TINGUIPAYA,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,6,6
TIPUANI,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,1,1
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,3,3
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,27,27
TRINIDAD,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,8,8
TUPIZA,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,39,39
UNCIA,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,10,10
VILLA MONTES,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,14,14
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,6,6
VILLAZON,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,6,6
WARNES,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,8,8
YACUIBA,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,19,19
YAPACANI,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,10,10
ZUDAÑEZ,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,1,1
ACHACACHI,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,1,1
APOLO,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,6,6
ATOCHA,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,3,3
BERMEJO,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,4,4
CAMIRI,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,4,4
CARANAVI,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,6,6
CHALLAPATA,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,1,1
CLIZA,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,2,2
COBIJA,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,10,10
COCHABAMBA,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,42,42
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,1,1
COMARAPA,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,2,2
CONCEPCION,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,1,1
COROICO,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,1,1
CULPINA,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,1,1
EL ALTO,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,49,49
EL TORNO,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,2,2
ENTRE RIOS,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,2,2
FERNANDEZ ALONSO,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,23,23
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,3,3
HUANUNI,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,3,3
LA GUARDIA,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,5,5
LA PAZ,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,31,31
LLALLAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,7,7
MAGDALENA,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,1,1
MAIRANA,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,1,1
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,3,3
MONTERO,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,15,15
ORURO,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,8,8
PAILON,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,1,1
PALOS BLANCOS,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,1,1
PORTACHUELO,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,2,2
POTOSI,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,26,26
PUERTO RICO,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,1,1
PUERTO SILES,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,1,1
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,3,3
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,7,7
PUNATA,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,4,4
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,9,9
RIBERALTA,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,8,8
ROBORE,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,3,3
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,3,3
SACABA,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,12,12
SAN ANDRES,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,1,1
SAN BORJA,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,2,2
SAN CARLOS,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,8,8
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,30,30
SAN JAVIER(BNI),diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,2,2
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,1,1
SAN JULIAN,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,24,24
SAN LUCAS,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,4,4
SAN MATIAS,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,4,4
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,2,2
SAN PEDRO,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,2,2
SAN RAMON,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,1,1
SANTA ANA,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,2,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,102,102
SANTA ROSA,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,2,2
SANTUARIO DE QUILLACAS,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,4,4
SICAYA,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,6,6
SOPACHUY,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,3,3
SUCRE,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,31,31
TARABUCO,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,4,4
TARIJA,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,12,12
TINGUIPAYA,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,2,2
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,1,1
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,19,19
TOTORA(CBBA),diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,1,1
TRINIDAD,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,11,11
TUPIZA,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,12,12
VILLA MONTES,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,6,6
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,4,4
VILLAZON,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,2,2
VINTO,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,2,2
VITICHI,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,1,1
WARNES,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,24,24
YACUIBA,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,9,9
YAPACANI,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,5,5
ZUDAÑEZ,diagnostico de egreso en menores de 5 anos,neumonias,2007-12-01,1,1
