municipality,group,variable,month,Otros,TOTAL
SANTA ANA,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,2,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,1009,1009
SANTUARIO DE QUILLACAS,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,7,7
SIPE SIPE,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,5,5
SOPACHUY,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,2,2
SORATA,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,2,2
SUCRE,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,166,166
TARABUCO,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,4,4
TARIJA,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,125,125
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,3,3
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,otros,2007-12-01,29,29
TOTORA(CBBA),diagnostico de egreso en menores de 5 anos,otros,2007-12-01,3,3
TRINIDAD,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,265,265
TUPIZA,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,8,8
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,9,9
VILLA MONTES,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,12,12
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,20,20
VILLAZON,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,12,12
VINTO,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,1,1
WARNES,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,4,4
YACUIBA,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,36,36
YAPACANI,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,3,3
