,group,variable,month,NÚMERO DE PERSONAS QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN < 15,NÚMERO DE PERSONAS QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 15 - 19,NÚMERO DE PERSONAS QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 20 - 34,NÚMERO DE PERSONAS QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 35 - 49,NÚMERO DE PERSONAS QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 50 Y +,TOTALES
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,7,47,164,37,0,255
SABAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,3,7,4,0,14
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,8,252,430,150,11,851
SACABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,1,8,9,0,18
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,19,14,9,0,42
SAIPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,4,12,0,0,16
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,9,21,4,0,34
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,16,33,6,0,55
SAN AGUSTIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,1,3,1,0,5
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,4,13,80,23,0,120
SAN ANDRES DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,0,0,3,0,3
SAN ANTONIO DE ESMORUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,0,7,2,0,9
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,1,9,2,0,12
SAN BENITO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,4,28,12,1,45
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,33,43,13,0,89
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,7,11,10,0,28
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,26,62,19,0,107
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,1,19,133,47,0,200
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,1,46,187,84,4,322
SAN JAVIER(BNI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,2,10,13,3,0,28
SAN JOAQUIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,3,4,1,0,8
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,2,83,41,8,134
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,4,28,11,3,46
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,14,80,325,103,18,540
SAN LORENZO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,2,4,4,1,0,11
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,5,27,65,26,2,125
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,230,308,116,86,18,758
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,2,10,39,3,0,54
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,21,77,55,1,154
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,0,4,0,0,4
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,14,34,7,0,55
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,11,35,21,0,67
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,4,4,4,0,12
SAN PEDRO DE QUEMES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,3,2,0,0,5
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,2,9,6,1,18
SAN RAFAEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,1,13,73,32,3,122
SAN RAMON BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,4,15,8,0,27
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,7,29,70,19,2,127
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,3,39,105,12,0,159
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,35,800,2682,482,54,4053
SANTA ROSA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,3,42,46,15,0,106
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,4,12,4,0,20
SANTIAGO DE CALLAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,1,8,5,0,14
SANTIAGO DE HUARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,4,14,3,0,21
SANTIAGO DE HUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,1,23,6,4,34
SANTIAGO DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,0,3,0,0,3
SANTIVAÑES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,0,8,1,0,9
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,9,39,10,0,58
SAPAHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,1,11,32,18,1,63
SENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,7,35,14,2,58
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,1,16,46,7,0,70
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,1,7,25,15,1,49
SICAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,1,12,5,0,18
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,1,32,253,86,11,383
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,34,38,15,19,1,107
SORACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,1,11,3,0,15
SORATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,10,13,10,1,34
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,1645,2597,2099,887,48,7276
TACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,0,2,0,0,2
TACACOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,6,33,27,3,69
TACOBAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,1,6,11,0,18
TACOPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,5,9,5,0,19
TAHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,1,0,0,0,1
TAPACARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,11,26,10,0,47
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,72,216,120,49,13,470
TARACO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,1,7,0,0,8
TARATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,2,26,8,1,37
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,30,156,56,8,250
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,13,56,17,13,7,106
TEOPONTE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,8,15,2,0,25
TIAWANACU,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,3,24,6,1,34
TINGUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,4,34,8,2,48
TIPUANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,3,17,6,0,26
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,61,142,36,0,239
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,4,20,12,1,37
TITO YUPANQUI (PARQUIPUJIO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,0,2,2,0,4
TOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,3,13,13,6,35
TOLATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,21,52,11,3,87
TOLEDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,2,14,6,0,22
TOMAVE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,11,10,7,1,29
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,38,52,7,2,0,99
TORO TORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,1,10,53,32,1,97
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,19,40,19,0,78
TOTORA(ORR),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,0,5,1,0,6
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,22,336,1194,316,14,1882
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,1,46,289,145,10,491
TURCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,3,13,8,1,25
UMALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,1,14,12,7,34
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,2,14,5,0,21
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,6,30,25,2,63
URUBICHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,9,6,6,0,21
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,23,60,16,2,101
VACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,8,33,24,1,66
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,1,25,26,4,56
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,7,28,9,0,44
VILA VILA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,5,12,9,0,26
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,122,99,16,5,2,244
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,2,24,205,67,1,299
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,0,6,0,0,6
VILLA RIVERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,6,12,2,2,22
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,74,114,21,13,2,224
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,6,84,386,112,9,597
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,5,5,16,7,2,35
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,12,98,53,15,178
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,1,47,155,54,0,257
VITICHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,1,4,24,19,11,59
WALDO BALLIVIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,2,5,5,0,12
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,3,74,265,66,0,408
YACO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,0,10,0,0,10
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,1,82,543,222,61,909
YAMPARAEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,10,24,22,19,2,77
YANACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,3,8,5,0,16
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,2,24,73,17,0,116
YOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,3,23,8,2,36
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,70,73,51,20,0,214
YUNCHARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,15,37,27,3,82
YUNGUYO DE LITORAL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,0,0,3,2,0,5
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-09-01,41,128,8,2,0,179
ACACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,0,4,7,5,1,17
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,0,5,29,19,0,53
ACHOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,0,2,8,7,0,17
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,0,9,47,19,1,76
ALALAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,0,1,2,2,0,5
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,7,14,8,9,6,44
ALTO BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,0,2,14,4,0,20
ANCORAIMES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,0,3,9,0,0,12
ANDAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,0,6,15,14,6,41
ANTEQUERA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,0,1,1,0,0,2
ANZALDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,0,3,21,7,0,31
APOLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,2,6,29,35,2,74
ARAMPAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,0,0,3,4,1,8
ARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,0,3,6,6,0,15
ARBIETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,0,26,89,32,0,147
ARQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,0,9,28,23,1,61
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,1,4,72,18,0,95
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,2,10,40,13,2,67
AUCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,0,0,3,1,1,5
AYATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,1,7,17,5,4,34
AYO AYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,0,1,4,2,2,9
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,0,17,107,50,5,179
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,146,48,37,41,14,286
BATALLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,0,7,46,23,9,85
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,0,4,45,10,10,69
BELEN DE ANDAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,0,1,1,1,0,3
BELEN DE URMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,0,1,4,3,0,8
BELLA FLOR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,1,5,5,4,0,15
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,0,23,139,64,1,227
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,1,11,76,34,1,123
BOLIVAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,0,1,6,6,0,13
BOLPEBRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,0,6,7,1,0,14
BOYUIBE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,0,3,13,9,1,26
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,1,6,28,4,0,39
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,1,17,32,5,0,55
CAIROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,0,2,6,3,0,11
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,0,13,51,25,9,98
CAJUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,0,7,14,3,0,24
CALACOTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,0,0,4,5,3,12
CALAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,0,7,10,4,2,23
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,30,62,75,35,15,217
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,0,0,3,0,0,3
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,0,26,58,8,0,92
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,3,15,36,5,0,59
CAQUIAVIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,0,0,4,4,0,8
CARACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,0,10,44,5,0,59
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,0,8,74,17,1,100
CARANGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,0,1,8,7,1,17
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,0,5,23,11,0,39
CARIPUYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,0,3,15,13,0,31
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,1,3,12,3,0,19
CATACORA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,0,1,4,3,0,8
CHACARILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,2,2,2,2,0,8
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de personas que recibieron orientacion en anticoncepcion,2017-10-01,0,20,133,40,0,193
