municipality,group,variable,month,7. Días camas ocupadas maternidad,TOTAL
SACABA,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,880,880
SACABAMBA,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,1,1
SACACA,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,23,23
SAIPINA,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,4,4
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,1,1
SAMAIPATA,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,10,10
SAN ANDRES,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,3,3
SAN BENITO,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,4,4
SAN BORJA,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,144,144
SAN BUENA VENTURA,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,2,2
SAN CARLOS,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,8,8
SAN IGNACIO,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,101,101
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,450,450
SAN JAVIER(BNI),internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,30,30
SAN JAVIER(STC),internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,56,56
SAN JOAQUIN,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,2,2
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,330,330
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,12,12
SAN JULIAN,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,121,121
SAN LORENZO(PND),internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,3,3
SAN LUCAS,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,329,329
SAN MATIAS,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,32,32
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,13,13
SAN PEDRO,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,11,11
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,12,12
SAN PEDRO DE MACHA,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,11,11
SAN PEDRO DE TIQUINA,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,1,1
SAN RAFAEL,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,4,4
SAN RAMON BENI,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,12,12
SAN RAMON SCZ,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,4,4
SANTA ANA,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,100,100
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,10560,10560
SANTA ROSA,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,18,18
SANTA ROSA DEL SARA,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,6,6
SANTIAGO DE CALLAPA,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,63,63
SANTIAGO DE HUARI,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,2,2
SANTIAGO DE HUATA,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,2,2
SANTIAGO DE MACHACA,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,1,1
SANTIVAÑES,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,4,4
SAPAHAQUI,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,9,9
SENA,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,21,21
SHINAOTA,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,111,111
SICA SICA (VILLA AROMA),internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,8,8
SICAYA,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,1,1
SIPE SIPE,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,38,38
SOPACHUY,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,4,4
SORACACHI,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,4,4
SORATA,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,14,14
SUCRE,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,1540,1540
TACACOMA,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,4,4
TACOBAMBA,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,62,62
TAHUA,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,1,1
TAPACARI,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,1,1
TARABUCO,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,65,65
TARACO,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,4,4
TARATA,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,8,8
TARIJA,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,649,649
TARVITA,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,18,18
TEOPONTE,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,8,8
TIAHUANACU,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,2,2
TINGUIPAYA,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,3,3
TIPUANI,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,4,4
TIQUIPAYA,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,252,252
TIRAQUE (CBBA),internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,9,9
TOLATA,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,2,2
TOLEDO,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,4,4
TOMINA,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,12,12
TORO TORO,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,9,9
TOTORA(CBBA),internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,13,13
TRINIDAD,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,711,711
TUPIZA,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,441,441
TURCO,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,2,2
UNCIA,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,12,12
UYUNI,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,144,144
VACAS,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,4,4
VALLEGRANDE,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,133,133
VIACHA,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,52,52
VILA VILA,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,4,4
VILLA CHARCAS,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,16,16
VILLA MONTES,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,108,108
VILLA RIVERO,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,5,5
VILLA SERRANO,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,5,5
VILLA TUNARI,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,605,605
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,21,21
VILLAZON,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,173,173
VINTO,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,235,235
VITICHI,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,3,3
WARNES,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,325,325
YACUIBA,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,318,318
YAMPARAEZ,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,6,6
YANACACHI,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,3,3
YAPACANI,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,198,198
YOTALA,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,41,41
YUNCHARA,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,1,1
ZUDAÑEZ,internaciones dias camas,dias camas ocupadas maternidad,2024-10-01,11,11
ACHACACHI,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,94,94
ACHOCALLA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,9,9
AIQUILE,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,28,28
ALALAY,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,1,1
ALCALA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,4,4
ALTO BENI,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,3,3
ANCORAIMES,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,1,1
ANZALDO,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,4,4
APOLO,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,12,12
ARAMPAMPA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,4,4
ARANI,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,2,2
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,135,135
ATOCHA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,50,50
AUCAPATA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,4,4
AYATA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,1,1
AYO AYO,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,59,59
AZURDUY,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,6,6
BATALLAS,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,5,5
BAURES,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,6,6
BELEN DE ANDAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,1,1
BERMEJO,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,61,61
BETANZOS,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,26,26
BOYUIBE,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,8,8
BUENA VISTA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,12,12
CABEZAS,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,54,54
CAIROMA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,5,5
"CAIZA ""D""",internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,14,14
CAJUATA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,24,24
CALACOTO,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,32,32
CALAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,5,5
CAMARGO,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,51,51
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,1,1
CAMIRI,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,207,207
CAPINOTA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,17,17
CARACOLLO,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,41,41
CARANAVI,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,189,189
CARAPARI,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,2,2
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,4,4
CHALLAPATA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,104,104
CHAQUI,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,3,3
CHARAGUA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,2,2
CHARAÑA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,5,5
CHAYANTA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,6,6
CHIMORE,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,31,31
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,56,56
CHUMA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,4,4
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,27,27
CKOCHAS,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,2,2
CLIZA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,93,93
COBIJA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,509,509
COCAPATA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,11,11
COCHABAMBA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,4086,4086
COIPASA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,4,4
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,133,133
"COLCHA ""K""",internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,60,60
COLOMI,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,26,26
COLPA BELGICA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,2,2
COLQUECHACA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,19,19
COLQUENCHA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,6,6
COLQUIRI,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,6,6
COMARAPA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,36,36
CONCEPCION,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,85,85
COPACABANA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,8,8
CORIPATA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,4,4
COROICO,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,98,98
CORQUE,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,4,4
COTAGAITA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,11,11
COTOCA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,383,383
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,30,30
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,31,31
CUEVO,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,1,1
CULPINA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,16,16
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,2,2
DESAGUADERO,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,2,2
EL ALTO,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,3300,3300
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,7,7
EL PUENTE(TJA),internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,3,3
EL TORNO,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,123,123
EL VILLAR,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,5,5
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,24,24
ENTRE RIOS CBBA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,28,28
ESCOMA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,21,21
EUCALIPTUS,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,1,1
FERNANDEZ ALONSO,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,6,6
FILADELFIA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,2,2
GAIOC JATUN AYLLU YURA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,5,5
GENERAL SAAVEDRA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,2,2
GUANAY,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,26,26
GUAQUI,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,4,4
GUAYARAMERIN,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,258,258
GUTIERREZ,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,30,30
HUACARAJE,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,11,11
HUACARETA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,8,8
HUANUNI,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,67,67
HUARINA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,3,3
HUATAJATA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,2,2
HUMANATA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,1,1
ICHOCA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,1,1
ICLA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,3,3
INCAHUASI,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,4,4
INGAVI (HUMAITA),internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,2,2
INQUISIVI,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,3,3
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,6,6
IXIAMAS,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,6,6
JESUS DE MACHACA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,7,7
LA ASUNTA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,52,52
LA GUARDIA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,231,231
LA PAZ,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,4453,4453
LAGUNILLAS,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,9,9
LAJA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,4,4
LAS CARRERAS,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,90,90
LICOMA PAMPA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,3,3
LLALLAGUA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,300,300
LLICA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,3,3
LURIBAY,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,4,4
MACHARETI,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,37,37
MAGDALENA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,22,22
MAIRANA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,42,42
MALLA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,1,1
MAPIRI,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,8,8
MINEROS,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,2,2
MIZQUE,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,20,20
MOCOMOCO,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,1,1
MOJOCOYA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,5,5
MONTEAGUDO,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,246,246
MONTERO,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,866,866
MOROCHATA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,3,3
OCURI,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,12,12
OKINAWA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,1,1
OMEREQUE,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,2,2
ORURO,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,1512,1512
PADILLA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,87,87
PAILON,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,50,50
PALCA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,1,1
PALOS BLANCOS,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,22,22
PAMPA GRANDE,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,11,11
PAPEL PAMPA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,1,1
PATACAMAYA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,78,78
PELECHUCO,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,6,6
POCOATA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,26,26
POCONA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,7,7
POJO (CBBA),internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,5,5
POOPO,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,4,4
PORCO,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,18,18
POROMA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,78,78
PORONGO,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,5,5
PORTACHUELO,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,73,73
POTOSI,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,1530,1530
PRESTO,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,4,4
PUCARANI,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,28,28
PUERTO CARABUCO,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,2,2
PUERTO GONZALO MORENO,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,2,2
PUERTO PEREZ,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,1,1
PUERTO QUIJARRO,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,41,41
PUERTO RICO,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,280,280
PUERTO SUAREZ,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,80,80
PUERTO VILLARROEL,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,273,273
PUNA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,9,9
PUNATA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,226,226
QUIABAYA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,1,1
QUILLACOLLO,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,322,322
QUIME,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,6,6
RAQAYPAMPA(ETA),internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,2,2
RAVELO,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,10,10
REYES,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,18,18
RIBERALTA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,824,824
ROBORE,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,49,49
RURRENABAQUE,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,68,68
SABAYA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,1,1
SACABA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,1014,1014
SACABAMBA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,3,3
SACACA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,11,11
SAIPINA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,3,3
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,3,3
SAMAIPATA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,15,15
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,8,8
SAN BENITO,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,2,2
SAN BORJA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,247,247
SAN BUENA VENTURA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,32,32
SAN CARLOS,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,10,10
SAN IGNACIO,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,105,105
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,431,431
SAN JAVIER(STC),internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,51,51
SAN JOAQUIN,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,4,4
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,238,238
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,4,4
SAN JULIAN,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,133,133
SAN LORENZO(PND),internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,7,7
SAN LUCAS,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,96,96
SAN MATIAS,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,77,77
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,19,19
SAN PEDRO,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,6,6
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,18,18
SAN PEDRO DE MACHA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,7,7
SAN PEDRO DE TIQUINA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,1,1
SAN RAFAEL,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,5,5
SAN RAMON BENI,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,23,23
SAN RAMON SCZ,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,7,7
SANTA ANA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,80,80
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,6276,6276
SANTA ROSA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,25,25
SANTA ROSA DEL SARA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,6,6
SANTIAGO DE HUARI,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,3,3
SANTIAGO DE HUATA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,1,1
SANTIAGO DE MACHACA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,1,1
SANTIVAÑES,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,4,4
SAPAHAQUI,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,2,2
SENA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,15,15
SHINAOTA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,112,112
SICA SICA (VILLA AROMA),internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,6,6
SICAYA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,3,3
SIPE SIPE,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,34,34
SOPACHUY,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,12,12
SORACACHI,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,3,3
SORATA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,13,13
SUCRE,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,2608,2608
TACACOMA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,4,4
TARABUCO,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,58,58
TARACO,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,3,3
TARATA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,6,6
TARIJA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,1417,1417
TARVITA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,21,21
TEOPONTE,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,11,11
TIAHUANACU,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,2,2
TINGUIPAYA,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,1,1
TIPUANI,internaciones dias camas,dias camas ocupadas maternidad,2024-11-01,2,2
