municipality,group,variable,month,Primer Control Post Parto,TOTAL
EL TORNO,atencion de partos en servicios,primer control post parto,2023-10-01,7,7
EL VILLAR,atencion de partos en servicios,primer control post parto,2023-10-01,1,1
ENTRE RIOS TRJ,atencion de partos en servicios,primer control post parto,2023-10-01,18,18
ENTRE RIOS CBBA,atencion de partos en servicios,primer control post parto,2023-10-01,13,13
ESCOMA,atencion de partos en servicios,primer control post parto,2023-10-01,7,7
FERNANDEZ ALONSO,atencion de partos en servicios,primer control post parto,2023-10-01,4,4
GENERAL SAAVEDRA,atencion de partos en servicios,primer control post parto,2023-10-01,11,11
GUANAY,atencion de partos en servicios,primer control post parto,2023-10-01,5,5
GUAQUI,atencion de partos en servicios,primer control post parto,2023-10-01,2,2
GUAYARAMERIN,atencion de partos en servicios,primer control post parto,2023-10-01,28,28
GUTIERREZ,atencion de partos en servicios,primer control post parto,2023-10-01,9,9
HUACHACALLA,atencion de partos en servicios,primer control post parto,2023-10-01,2,2
HUANUNI,atencion de partos en servicios,primer control post parto,2023-10-01,21,21
HUARINA,atencion de partos en servicios,primer control post parto,2023-10-01,1,1
HUAYLLAMARCA,atencion de partos en servicios,primer control post parto,2023-10-01,2,2
ICLA,atencion de partos en servicios,primer control post parto,2023-10-01,2,2
INCAHUASI,atencion de partos en servicios,primer control post parto,2023-10-01,3,3
INGAVI (HUMAITA),atencion de partos en servicios,primer control post parto,2023-10-01,1,1
INQUISIVI,atencion de partos en servicios,primer control post parto,2023-10-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,primer control post parto,2023-10-01,4,4
JESUS DE MACHACA,atencion de partos en servicios,primer control post parto,2023-10-01,1,1
LA ASUNTA,atencion de partos en servicios,primer control post parto,2023-10-01,44,44
LA GUARDIA,atencion de partos en servicios,primer control post parto,2023-10-01,78,78
LA PAZ,atencion de partos en servicios,primer control post parto,2023-10-01,372,372
LAGUNILLAS,atencion de partos en servicios,primer control post parto,2023-10-01,4,4
LAJA,atencion de partos en servicios,primer control post parto,2023-10-01,3,3
LAS CARRERAS,atencion de partos en servicios,primer control post parto,2023-10-01,1,1
LLALLAGUA,atencion de partos en servicios,primer control post parto,2023-10-01,19,19
LLICA,atencion de partos en servicios,primer control post parto,2023-10-01,3,3
LORETO,atencion de partos en servicios,primer control post parto,2023-10-01,3,3
LURIBAY,atencion de partos en servicios,primer control post parto,2023-10-01,2,2
MACHACAMARCA,atencion de partos en servicios,primer control post parto,2023-10-01,1,1
MAGDALENA,atencion de partos en servicios,primer control post parto,2023-10-01,4,4
MAIRANA,atencion de partos en servicios,primer control post parto,2023-10-01,1,1
MECAPACA,atencion de partos en servicios,primer control post parto,2023-10-01,3,3
MINEROS,atencion de partos en servicios,primer control post parto,2023-10-01,10,10
MIZQUE,atencion de partos en servicios,primer control post parto,2023-10-01,17,17
MOCOMOCO,atencion de partos en servicios,primer control post parto,2023-10-01,6,6
MOJOCOYA,atencion de partos en servicios,primer control post parto,2023-10-01,4,4
MONTERO,atencion de partos en servicios,primer control post parto,2023-10-01,89,89
MORO MORO,atencion de partos en servicios,primer control post parto,2023-10-01,1,1
MOROCHATA,atencion de partos en servicios,primer control post parto,2023-10-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,primer control post parto,2023-10-01,2,2
OCURI,atencion de partos en servicios,primer control post parto,2023-10-01,9,9
OKINAWA,atencion de partos en servicios,primer control post parto,2023-10-01,1,1
ORURO,atencion de partos en servicios,primer control post parto,2023-10-01,368,368
PADCAYA,atencion de partos en servicios,primer control post parto,2023-10-01,5,5
PADILLA,atencion de partos en servicios,primer control post parto,2023-10-01,4,4
PAILON,atencion de partos en servicios,primer control post parto,2023-10-01,6,6
PALCA,atencion de partos en servicios,primer control post parto,2023-10-01,5,5
PALOS BLANCOS,atencion de partos en servicios,primer control post parto,2023-10-01,13,13
PAMPA AULLAGAS,atencion de partos en servicios,primer control post parto,2023-10-01,1,1
PAMPA GRANDE,atencion de partos en servicios,primer control post parto,2023-10-01,1,1
PAPEL PAMPA,atencion de partos en servicios,primer control post parto,2023-10-01,1,1
PATACAMAYA,atencion de partos en servicios,primer control post parto,2023-10-01,25,25
PAZÑA,atencion de partos en servicios,primer control post parto,2023-10-01,1,1
PELECHUCO,atencion de partos en servicios,primer control post parto,2023-10-01,2,2
POCOATA,atencion de partos en servicios,primer control post parto,2023-10-01,7,7
POCONA,atencion de partos en servicios,primer control post parto,2023-10-01,8,8
POJO (CBBA),atencion de partos en servicios,primer control post parto,2023-10-01,4,4
POOPO,atencion de partos en servicios,primer control post parto,2023-10-01,5,5
PORCO,atencion de partos en servicios,primer control post parto,2023-10-01,11,11
POROMA,atencion de partos en servicios,primer control post parto,2023-10-01,4,4
PORONGO,atencion de partos en servicios,primer control post parto,2023-10-01,3,3
PORTACHUELO,atencion de partos en servicios,primer control post parto,2023-10-01,7,7
POTOSI,atencion de partos en servicios,primer control post parto,2023-10-01,315,315
PRESTO,atencion de partos en servicios,primer control post parto,2023-10-01,2,2
PUCARANI,atencion de partos en servicios,primer control post parto,2023-10-01,2,2
PUERTO CARABUCO,atencion de partos en servicios,primer control post parto,2023-10-01,3,3
PUERTO GONZALO MORENO,atencion de partos en servicios,primer control post parto,2023-10-01,5,5
PUERTO QUIJARRO,atencion de partos en servicios,primer control post parto,2023-10-01,14,14
PUERTO RICO,atencion de partos en servicios,primer control post parto,2023-10-01,4,4
PUERTO SUAREZ,atencion de partos en servicios,primer control post parto,2023-10-01,2,2
PUERTO VILLARROEL,atencion de partos en servicios,primer control post parto,2023-10-01,22,22
PUNA,atencion de partos en servicios,primer control post parto,2023-10-01,15,15
PUNATA,atencion de partos en servicios,primer control post parto,2023-10-01,36,36
QUILLACOLLO,atencion de partos en servicios,primer control post parto,2023-10-01,71,71
QUIME,atencion de partos en servicios,primer control post parto,2023-10-01,3,3
RAVELO,atencion de partos en servicios,primer control post parto,2023-10-01,4,4
RIBERALTA,atencion de partos en servicios,primer control post parto,2023-10-01,210,210
RURRENABAQUE,atencion de partos en servicios,primer control post parto,2023-10-01,29,29
SABAYA,atencion de partos en servicios,primer control post parto,2023-10-01,3,3
SACABA,atencion de partos en servicios,primer control post parto,2023-10-01,132,132
SACABAMBA,atencion de partos en servicios,primer control post parto,2023-10-01,5,5
SACACA,atencion de partos en servicios,primer control post parto,2023-10-01,15,15
SAIPINA,atencion de partos en servicios,primer control post parto,2023-10-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,primer control post parto,2023-10-01,8,8
SAMAIPATA,atencion de partos en servicios,primer control post parto,2023-10-01,7,7
SAN ANDRES,atencion de partos en servicios,primer control post parto,2023-10-01,2,2
SAN ANTONIO DE ESMORUCO,atencion de partos en servicios,primer control post parto,2023-10-01,1,1
SAN BENITO,atencion de partos en servicios,primer control post parto,2023-10-01,3,3
SAN BORJA,atencion de partos en servicios,primer control post parto,2023-10-01,1,1
SAN BUENA VENTURA,atencion de partos en servicios,primer control post parto,2023-10-01,18,18
SAN CARLOS,atencion de partos en servicios,primer control post parto,2023-10-01,13,13
SAN IGNACIO,atencion de partos en servicios,primer control post parto,2023-10-01,13,13
SAN IGNACIO DE VELASCO,atencion de partos en servicios,primer control post parto,2023-10-01,102,102
SAN JAVIER(STC),atencion de partos en servicios,primer control post parto,2023-10-01,17,17
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,primer control post parto,2023-10-01,18,18
SAN JUAN DE YAPACANI,atencion de partos en servicios,primer control post parto,2023-10-01,2,2
SAN JULIAN,atencion de partos en servicios,primer control post parto,2023-10-01,57,57
SAN LORENZO(PND),atencion de partos en servicios,primer control post parto,2023-10-01,1,1
SAN LORENZO(TJA),atencion de partos en servicios,primer control post parto,2023-10-01,16,16
SAN LUCAS,atencion de partos en servicios,primer control post parto,2023-10-01,18,18
SAN MATIAS,atencion de partos en servicios,primer control post parto,2023-10-01,16,16
SAN MIGUEL DE VELASCO,atencion de partos en servicios,primer control post parto,2023-10-01,8,8
SAN PEDRO,atencion de partos en servicios,primer control post parto,2023-10-01,3,3
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,primer control post parto,2023-10-01,2,2
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,primer control post parto,2023-10-01,2,2
SAN PEDRO DE MACHA,atencion de partos en servicios,primer control post parto,2023-10-01,14,14
SAN PEDRO DE TIQUINA,atencion de partos en servicios,primer control post parto,2023-10-01,4,4
SAN RAFAEL,atencion de partos en servicios,primer control post parto,2023-10-01,4,4
SANTA ANA,atencion de partos en servicios,primer control post parto,2023-10-01,26,26
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,primer control post parto,2023-10-01,455,455
SANTA ROSA,atencion de partos en servicios,primer control post parto,2023-10-01,10,10
SANTA ROSA DEL SARA,atencion de partos en servicios,primer control post parto,2023-10-01,6,6
SANTIAGO DE HUATA,atencion de partos en servicios,primer control post parto,2023-10-01,1,1
SAPAHAQUI,atencion de partos en servicios,primer control post parto,2023-10-01,4,4
SENA,atencion de partos en servicios,primer control post parto,2023-10-01,6,6
SHINAOTA,atencion de partos en servicios,primer control post parto,2023-10-01,28,28
SICA SICA (VILLA AROMA),atencion de partos en servicios,primer control post parto,2023-10-01,10,10
SIPE SIPE,atencion de partos en servicios,primer control post parto,2023-10-01,42,42
SOPACHUY,atencion de partos en servicios,primer control post parto,2023-10-01,4,4
SORACACHI,atencion de partos en servicios,primer control post parto,2023-10-01,1,1
SORATA,atencion de partos en servicios,primer control post parto,2023-10-01,8,8
SUCRE,atencion de partos en servicios,primer control post parto,2023-10-01,614,614
TACOPAYA,atencion de partos en servicios,primer control post parto,2023-10-01,2,2
TAPACARI,atencion de partos en servicios,primer control post parto,2023-10-01,1,1
TARABUCO,atencion de partos en servicios,primer control post parto,2023-10-01,9,9
TARATA,atencion de partos en servicios,primer control post parto,2023-10-01,1,1
TARIJA,atencion de partos en servicios,primer control post parto,2023-10-01,120,120
TARVITA,atencion de partos en servicios,primer control post parto,2023-10-01,7,7
TEOPONTE,atencion de partos en servicios,primer control post parto,2023-10-01,2,2
TIAHUANACU,atencion de partos en servicios,primer control post parto,2023-10-01,5,5
TINGUIPAYA,atencion de partos en servicios,primer control post parto,2023-10-01,3,3
TIPUANI,atencion de partos en servicios,primer control post parto,2023-10-01,2,2
TIQUIPAYA,atencion de partos en servicios,primer control post parto,2023-10-01,58,58
TIRAQUE (CBBA),atencion de partos en servicios,primer control post parto,2023-10-01,8,8
TOCO,atencion de partos en servicios,primer control post parto,2023-10-01,1,1
TOLATA,atencion de partos en servicios,primer control post parto,2023-10-01,5,5
TOLEDO,atencion de partos en servicios,primer control post parto,2023-10-01,3,3
TOMAVE,atencion de partos en servicios,primer control post parto,2023-10-01,3,3
TOMINA,atencion de partos en servicios,primer control post parto,2023-10-01,5,5
TORO TORO,atencion de partos en servicios,primer control post parto,2023-10-01,4,4
TOTORA(CBBA),atencion de partos en servicios,primer control post parto,2023-10-01,14,14
TOTORA(ORR),atencion de partos en servicios,primer control post parto,2023-10-01,4,4
TRIGAL,atencion de partos en servicios,primer control post parto,2023-10-01,3,3
TRINIDAD,atencion de partos en servicios,primer control post parto,2023-10-01,3,3
TUPIZA,atencion de partos en servicios,primer control post parto,2023-10-01,45,45
UNCIA,atencion de partos en servicios,primer control post parto,2023-10-01,9,9
URIONDO (A. CONCEPCION),atencion de partos en servicios,primer control post parto,2023-10-01,16,16
URUBICHA,atencion de partos en servicios,primer control post parto,2023-10-01,1,1
UYUNI,atencion de partos en servicios,primer control post parto,2023-10-01,30,30
VACAS,atencion de partos en servicios,primer control post parto,2023-10-01,1,1
VALLEGRANDE,atencion de partos en servicios,primer control post parto,2023-10-01,23,23
VIACHA,atencion de partos en servicios,primer control post parto,2023-10-01,5,5
VILA VILA,atencion de partos en servicios,primer control post parto,2023-10-01,1,1
VILLA CHARCAS,atencion de partos en servicios,primer control post parto,2023-10-01,3,3
VILLA MONTES,atencion de partos en servicios,primer control post parto,2023-10-01,25,25
VILLA RIVERO,atencion de partos en servicios,primer control post parto,2023-10-01,4,4
VILLA TUNARI,atencion de partos en servicios,primer control post parto,2023-10-01,97,97
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,primer control post parto,2023-10-01,2,2
VILLAZON,atencion de partos en servicios,primer control post parto,2023-10-01,46,46
VINTO,atencion de partos en servicios,primer control post parto,2023-10-01,62,62
VITICHI,atencion de partos en servicios,primer control post parto,2023-10-01,7,7
WARNES,atencion de partos en servicios,primer control post parto,2023-10-01,120,120
YACUIBA,atencion de partos en servicios,primer control post parto,2023-10-01,44,44
YAMPARAEZ,atencion de partos en servicios,primer control post parto,2023-10-01,6,6
YANACACHI,atencion de partos en servicios,primer control post parto,2023-10-01,1,1
YAPACANI,atencion de partos en servicios,primer control post parto,2023-10-01,68,68
YOTALA,atencion de partos en servicios,primer control post parto,2023-10-01,5,5
ZUDAÑEZ,atencion de partos en servicios,primer control post parto,2023-10-01,5,5
ACACIO,atencion de partos en servicios,primer control post parto,2023-11-01,1,1
ACHACACHI,atencion de partos en servicios,primer control post parto,2023-11-01,26,26
ACHOCALLA,atencion de partos en servicios,primer control post parto,2023-11-01,16,16
AIQUILE,atencion de partos en servicios,primer control post parto,2023-11-01,33,33
ALTO BENI,atencion de partos en servicios,primer control post parto,2023-11-01,1,1
ANCORAIMES,atencion de partos en servicios,primer control post parto,2023-11-01,2,2
ANDAMARCA,atencion de partos en servicios,primer control post parto,2023-11-01,2,2
ANZALDO,atencion de partos en servicios,primer control post parto,2023-11-01,6,6
APOLO,atencion de partos en servicios,primer control post parto,2023-11-01,14,14
ARAMPAMPA,atencion de partos en servicios,primer control post parto,2023-11-01,2,2
ARBIETO,atencion de partos en servicios,primer control post parto,2023-11-01,14,14
ARQUE,atencion de partos en servicios,primer control post parto,2023-11-01,4,4
ASCENCION DE GUARAYOS,atencion de partos en servicios,primer control post parto,2023-11-01,46,46
ATOCHA,atencion de partos en servicios,primer control post parto,2023-11-01,5,5
AUCAPATA,atencion de partos en servicios,primer control post parto,2023-11-01,1,1
AYO AYO,atencion de partos en servicios,primer control post parto,2023-11-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,primer control post parto,2023-11-01,8,8
AZURDUY,atencion de partos en servicios,primer control post parto,2023-11-01,6,6
BAURES,atencion de partos en servicios,primer control post parto,2023-11-01,2,2
BELLA FLOR,atencion de partos en servicios,primer control post parto,2023-11-01,2,2
BERMEJO,atencion de partos en servicios,primer control post parto,2023-11-01,44,44
BETANZOS,atencion de partos en servicios,primer control post parto,2023-11-01,5,5
BUENA VISTA,atencion de partos en servicios,primer control post parto,2023-11-01,8,8
CABEZAS,atencion de partos en servicios,primer control post parto,2023-11-01,6,6
"CAIZA ""D""",atencion de partos en servicios,primer control post parto,2023-11-01,5,5
CAJUATA,atencion de partos en servicios,primer control post parto,2023-11-01,1,1
CAMARGO,atencion de partos en servicios,primer control post parto,2023-11-01,20,20
CAMIRI,atencion de partos en servicios,primer control post parto,2023-11-01,47,47
CAPINOTA,atencion de partos en servicios,primer control post parto,2023-11-01,16,16
CAQUIAVIRI,atencion de partos en servicios,primer control post parto,2023-11-01,1,1
CARACOLLO,atencion de partos en servicios,primer control post parto,2023-11-01,2,2
CARANAVI,atencion de partos en servicios,primer control post parto,2023-11-01,67,67
CARAPARI,atencion de partos en servicios,primer control post parto,2023-11-01,6,6
CARIPUYO,atencion de partos en servicios,primer control post parto,2023-11-01,4,4
CARMEN RIVERO TORREZ,atencion de partos en servicios,primer control post parto,2023-11-01,1,1
CHALLAPATA,atencion de partos en servicios,primer control post parto,2023-11-01,33,33
CHAQUI,atencion de partos en servicios,primer control post parto,2023-11-01,2,2
CHARAGUA,atencion de partos en servicios,primer control post parto,2023-11-01,7,7
CHAYANTA,atencion de partos en servicios,primer control post parto,2023-11-01,1,1
CHIMORE,atencion de partos en servicios,primer control post parto,2023-11-01,12,12
CHIPAYA,atencion de partos en servicios,primer control post parto,2023-11-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,primer control post parto,2023-11-01,25,25
CHUMA,atencion de partos en servicios,primer control post parto,2023-11-01,3,3
CKOCHAS,atencion de partos en servicios,primer control post parto,2023-11-01,6,6
CLIZA,atencion de partos en servicios,primer control post parto,2023-11-01,3,3
COBIJA,atencion de partos en servicios,primer control post parto,2023-11-01,17,17
COCHABAMBA,atencion de partos en servicios,primer control post parto,2023-11-01,481,481
COLCAPIRHUA,atencion de partos en servicios,primer control post parto,2023-11-01,9,9
"COLCHA ""K""",atencion de partos en servicios,primer control post parto,2023-11-01,2,2
COLOMI,atencion de partos en servicios,primer control post parto,2023-11-01,20,20
COLPA BELGICA,atencion de partos en servicios,primer control post parto,2023-11-01,2,2
COLQUECHACA,atencion de partos en servicios,primer control post parto,2023-11-01,14,14
COLQUENCHA,atencion de partos en servicios,primer control post parto,2023-11-01,2,2
COMARAPA,atencion de partos en servicios,primer control post parto,2023-11-01,24,24
CONCEPCION,atencion de partos en servicios,primer control post parto,2023-11-01,24,24
COPACABANA,atencion de partos en servicios,primer control post parto,2023-11-01,2,2
CORIPATA,atencion de partos en servicios,primer control post parto,2023-11-01,7,7
COROICO,atencion de partos en servicios,primer control post parto,2023-11-01,22,22
CORQUE,atencion de partos en servicios,primer control post parto,2023-11-01,4,4
COTAGAITA,atencion de partos en servicios,primer control post parto,2023-11-01,8,8
COTOCA,atencion de partos en servicios,primer control post parto,2023-11-01,50,50
CRUZ DE MACHACAMARCA,atencion de partos en servicios,primer control post parto,2023-11-01,1,1
CUATRO CAÑADAS,atencion de partos en servicios,primer control post parto,2023-11-01,20,20
CUEVO,atencion de partos en servicios,primer control post parto,2023-11-01,4,4
CULPINA,atencion de partos en servicios,primer control post parto,2023-11-01,8,8
CURAHUARA DE CARANGAS,atencion de partos en servicios,primer control post parto,2023-11-01,1,1
EL ALTO,atencion de partos en servicios,primer control post parto,2023-11-01,637,637
EL CHORO,atencion de partos en servicios,primer control post parto,2023-11-01,1,1
EL PUENTE(STC),atencion de partos en servicios,primer control post parto,2023-11-01,5,5
EL PUENTE(TJA),atencion de partos en servicios,primer control post parto,2023-11-01,4,4
EL TORNO,atencion de partos en servicios,primer control post parto,2023-11-01,11,11
EL VILLAR,atencion de partos en servicios,primer control post parto,2023-11-01,1,1
ENTRE RIOS TRJ,atencion de partos en servicios,primer control post parto,2023-11-01,20,20
ENTRE RIOS CBBA,atencion de partos en servicios,primer control post parto,2023-11-01,18,18
FERNANDEZ ALONSO,atencion de partos en servicios,primer control post parto,2023-11-01,8,8
FILADELFIA,atencion de partos en servicios,primer control post parto,2023-11-01,5,5
GAIOC JATUN AYLLU YURA,atencion de partos en servicios,primer control post parto,2023-11-01,3,3
GENERAL SAAVEDRA,atencion de partos en servicios,primer control post parto,2023-11-01,14,14
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,primer control post parto,2023-11-01,1,1
GUANAY,atencion de partos en servicios,primer control post parto,2023-11-01,3,3
GUAQUI,atencion de partos en servicios,primer control post parto,2023-11-01,1,1
GUAYARAMERIN,atencion de partos en servicios,primer control post parto,2023-11-01,30,30
GUTIERREZ,atencion de partos en servicios,primer control post parto,2023-11-01,5,5
HUACARETA,atencion de partos en servicios,primer control post parto,2023-11-01,3,3
HUANUNI,atencion de partos en servicios,primer control post parto,2023-11-01,17,17
HUATAJATA,atencion de partos en servicios,primer control post parto,2023-11-01,2,2
HUMANATA,atencion de partos en servicios,primer control post parto,2023-11-01,1,1
ICHOCA,atencion de partos en servicios,primer control post parto,2023-11-01,1,1
ICLA,atencion de partos en servicios,primer control post parto,2023-11-01,3,3
INQUISIVI,atencion de partos en servicios,primer control post parto,2023-11-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,primer control post parto,2023-11-01,2,2
IXIAMAS,atencion de partos en servicios,primer control post parto,2023-11-01,2,2
JESUS DE MACHACA,atencion de partos en servicios,primer control post parto,2023-11-01,3,3
LA ASUNTA,atencion de partos en servicios,primer control post parto,2023-11-01,46,46
LA GUARDIA,atencion de partos en servicios,primer control post parto,2023-11-01,68,68
LA PAZ,atencion de partos en servicios,primer control post parto,2023-11-01,427,427
LAGUNILLAS,atencion de partos en servicios,primer control post parto,2023-11-01,3,3
LAJA,atencion de partos en servicios,primer control post parto,2023-11-01,8,8
LAS CARRERAS,atencion de partos en servicios,primer control post parto,2023-11-01,2,2
LLALLAGUA,atencion de partos en servicios,primer control post parto,2023-11-01,14,14
MACHACAMARCA,atencion de partos en servicios,primer control post parto,2023-11-01,2,2
MACHARETI,atencion de partos en servicios,primer control post parto,2023-11-01,1,1
MAGDALENA,atencion de partos en servicios,primer control post parto,2023-11-01,9,9
MAIRANA,atencion de partos en servicios,primer control post parto,2023-11-01,2,2
MECAPACA,atencion de partos en servicios,primer control post parto,2023-11-01,6,6
MINEROS,atencion de partos en servicios,primer control post parto,2023-11-01,16,16
MIZQUE,atencion de partos en servicios,primer control post parto,2023-11-01,16,16
MOCOMOCO,atencion de partos en servicios,primer control post parto,2023-11-01,1,1
MOJOCOYA,atencion de partos en servicios,primer control post parto,2023-11-01,3,3
MONTEAGUDO,atencion de partos en servicios,primer control post parto,2023-11-01,2,2
MONTERO,atencion de partos en servicios,primer control post parto,2023-11-01,76,76
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,primer control post parto,2023-11-01,1,1
OCURI,atencion de partos en servicios,primer control post parto,2023-11-01,8,8
ORURO,atencion de partos en servicios,primer control post parto,2023-11-01,353,353
PADCAYA,atencion de partos en servicios,primer control post parto,2023-11-01,1,1
PADILLA,atencion de partos en servicios,primer control post parto,2023-11-01,8,8
PAILON,atencion de partos en servicios,primer control post parto,2023-11-01,33,33
PALCA,atencion de partos en servicios,primer control post parto,2023-11-01,4,4
PALOS BLANCOS,atencion de partos en servicios,primer control post parto,2023-11-01,18,18
PAMPA GRANDE,atencion de partos en servicios,primer control post parto,2023-11-01,7,7
PAPEL PAMPA,atencion de partos en servicios,primer control post parto,2023-11-01,1,1
PASORAPA,atencion de partos en servicios,primer control post parto,2023-11-01,1,1
PATACAMAYA,atencion de partos en servicios,primer control post parto,2023-11-01,25,25
PELECHUCO,atencion de partos en servicios,primer control post parto,2023-11-01,2,2
POCOATA,atencion de partos en servicios,primer control post parto,2023-11-01,16,16
POCONA,atencion de partos en servicios,primer control post parto,2023-11-01,9,9
POJO (CBBA),atencion de partos en servicios,primer control post parto,2023-11-01,4,4
POOPO,atencion de partos en servicios,primer control post parto,2023-11-01,7,7
PORCO,atencion de partos en servicios,primer control post parto,2023-11-01,8,8
POROMA,atencion de partos en servicios,primer control post parto,2023-11-01,5,5
PORONGO,atencion de partos en servicios,primer control post parto,2023-11-01,2,2
PORTACHUELO,atencion de partos en servicios,primer control post parto,2023-11-01,7,7
POTOSI,atencion de partos en servicios,primer control post parto,2023-11-01,288,288
PUCARANI,atencion de partos en servicios,primer control post parto,2023-11-01,4,4
PUERTO GONZALO MORENO,atencion de partos en servicios,primer control post parto,2023-11-01,8,8
PUERTO QUIJARRO,atencion de partos en servicios,primer control post parto,2023-11-01,13,13
PUERTO RICO,atencion de partos en servicios,primer control post parto,2023-11-01,5,5
PUERTO SUAREZ,atencion de partos en servicios,primer control post parto,2023-11-01,16,16
PUERTO VILLARROEL,atencion de partos en servicios,primer control post parto,2023-11-01,15,15
PUNA,atencion de partos en servicios,primer control post parto,2023-11-01,9,9
PUNATA,atencion de partos en servicios,primer control post parto,2023-11-01,33,33
QUILLACOLLO,atencion de partos en servicios,primer control post parto,2023-11-01,61,61
QUIME,atencion de partos en servicios,primer control post parto,2023-11-01,4,4
RAQAYPAMPA(ETA),atencion de partos en servicios,primer control post parto,2023-11-01,1,1
RAVELO,atencion de partos en servicios,primer control post parto,2023-11-01,6,6
REYES,atencion de partos en servicios,primer control post parto,2023-11-01,2,2
RIBERALTA,atencion de partos en servicios,primer control post parto,2023-11-01,207,207
ROBORE,atencion de partos en servicios,primer control post parto,2023-11-01,1,1
RURRENABAQUE,atencion de partos en servicios,primer control post parto,2023-11-01,24,24
SABAYA,atencion de partos en servicios,primer control post parto,2023-11-01,2,2
SACABA,atencion de partos en servicios,primer control post parto,2023-11-01,160,160
SACACA,atencion de partos en servicios,primer control post parto,2023-11-01,12,12
SAIPINA,atencion de partos en servicios,primer control post parto,2023-11-01,3,3
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,primer control post parto,2023-11-01,5,5
SAMAIPATA,atencion de partos en servicios,primer control post parto,2023-11-01,3,3
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,primer control post parto,2023-11-01,12,12
SAN BENITO,atencion de partos en servicios,primer control post parto,2023-11-01,2,2
SAN BUENA VENTURA,atencion de partos en servicios,primer control post parto,2023-11-01,19,19
SAN CARLOS,atencion de partos en servicios,primer control post parto,2023-11-01,22,22
SAN IGNACIO,atencion de partos en servicios,primer control post parto,2023-11-01,16,16
SAN IGNACIO DE VELASCO,atencion de partos en servicios,primer control post parto,2023-11-01,93,93
SAN JAVIER(STC),atencion de partos en servicios,primer control post parto,2023-11-01,21,21
SAN JOAQUIN,atencion de partos en servicios,primer control post parto,2023-11-01,5,5
SAN JUAN DE YAPACANI,atencion de partos en servicios,primer control post parto,2023-11-01,2,2
SAN JULIAN,atencion de partos en servicios,primer control post parto,2023-11-01,34,34
SAN LORENZO(PND),atencion de partos en servicios,primer control post parto,2023-11-01,3,3
SAN LORENZO(TJA),atencion de partos en servicios,primer control post parto,2023-11-01,8,8
SAN LUCAS,atencion de partos en servicios,primer control post parto,2023-11-01,19,19
SAN MATIAS,atencion de partos en servicios,primer control post parto,2023-11-01,10,10
SAN MIGUEL DE VELASCO,atencion de partos en servicios,primer control post parto,2023-11-01,12,12
SAN PABLO DE LIPEZ,atencion de partos en servicios,primer control post parto,2023-11-01,1,1
SAN PEDRO,atencion de partos en servicios,primer control post parto,2023-11-01,4,4
SAN PEDRO DE MACHA,atencion de partos en servicios,primer control post parto,2023-11-01,10,10
SAN PEDRO DE TIQUINA,atencion de partos en servicios,primer control post parto,2023-11-01,2,2
SAN RAFAEL,atencion de partos en servicios,primer control post parto,2023-11-01,3,3
SAN RAMON BENI,atencion de partos en servicios,primer control post parto,2023-11-01,4,4
SAN RAMON SCZ,atencion de partos en servicios,primer control post parto,2023-11-01,2,2
SANTA ANA,atencion de partos en servicios,primer control post parto,2023-11-01,23,23
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,primer control post parto,2023-11-01,728,728
SANTA ROSA,atencion de partos en servicios,primer control post parto,2023-11-01,11,11
SANTA ROSA DEL SARA,atencion de partos en servicios,primer control post parto,2023-11-01,4,4
SANTIAGO DE CALLAPA,atencion de partos en servicios,primer control post parto,2023-11-01,1,1
SANTIAGO DE HUARI,atencion de partos en servicios,primer control post parto,2023-11-01,2,2
SANTIAGO DE HUATA,atencion de partos en servicios,primer control post parto,2023-11-01,2,2
SAPAHAQUI,atencion de partos en servicios,primer control post parto,2023-11-01,2,2
SENA,atencion de partos en servicios,primer control post parto,2023-11-01,5,5
SHINAOTA,atencion de partos en servicios,primer control post parto,2023-11-01,35,35
SICA SICA (VILLA AROMA),atencion de partos en servicios,primer control post parto,2023-11-01,6,6
SIPE SIPE,atencion de partos en servicios,primer control post parto,2023-11-01,45,45
SOPACHUY,atencion de partos en servicios,primer control post parto,2023-11-01,4,4
SORACACHI,atencion de partos en servicios,primer control post parto,2023-11-01,5,5
SORATA,atencion de partos en servicios,primer control post parto,2023-11-01,9,9
SUCRE,atencion de partos en servicios,primer control post parto,2023-11-01,624,624
TACACOMA,atencion de partos en servicios,primer control post parto,2023-11-01,2,2
