,group,variable,month,TRABAJADOR DE SALUD HEPATITIS B 1RA DOSIS CANTIDAD,TRABAJADOR DE SALUD HEPATITIS B 1RA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
ORURO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,38,0,38,0,38
PALOS BLANCOS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,13,15,13,15,28
PATACAMAYA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,2,76,2,76,78
PORTACHUELO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,8,0,8,0,8
POTOSI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,49,0,49,0,49
SACABA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,1,0,1,0,1
SAIPINA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,2,0,2,0,2
SAN CARLOS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,9,0,9,0,9
SAN IGNACIO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,1,0,1,0,1
SAN MATIAS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,10,0,10,0,10
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,46,0,46,0,46
SANTIAGO DE MACHACA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,2,0,2,0,2
SUCRE,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,12,0,12,0,12
TACOBAMBA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,4,8,4,8,12
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,38,6,38,6,44
TIPUANI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,9,4,9,4,13
TRINIDAD,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,11,0,11,0,11
VIACHA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,0,1,0,1,1
VILLA MONTES,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,7,0,7,0,7
YACUIBA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,10,14,10,14,24
YANACACHI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,2,0,2,0,2
YAPACANI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,4,0,4,0,4
