,group,variable,month,MUJERES DE 10 A 49 AÑOS 2DA DOSIS DE DT CANTIDAD,MUJERES DE 10 A 49 AÑOS 2DA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
AZURDUY,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,10,27,10,27,37
BATALLAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,68,21,68,21,89
BAURES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,15,0,15,0,15
BELEN DE ANDAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,1,0,1,0,1
BELLA FLOR,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,0,7,0,7,7
BERMEJO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,45,141,45,141,186
BETANZOS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,25,54,25,54,79
BOLIVAR,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,2,5,2,5,7
BOLPEBRA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,0,4,0,4,4
BOYUIBE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,18,0,18,0,18
BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,23,97,23,97,120
CABEZAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,21,252,21,252,273
CAIROMA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,5,34,5,34,39
"CAIZA ""D""",otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,12,12,12,12,24
CAJUATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,4,3,4,3,7
CALACOTO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,1,26,1,26,27
CALAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,17,11,17,11,28
CAMARGO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,11,4,11,4,15
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,2,2,2,2,4
CAMIRI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,39,9,39,9,48
CAPINOTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,31,2,31,2,33
CAQUIAVIRI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,2,42,2,42,44
CARACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,18,18,18,18,36
CARANAVI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,79,195,79,195,274
CARAPARI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,16,2,16,2,18
CARIPUYO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,1,0,1,0,1
CARMEN RIVERO TORREZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,15,0,15,0,15
CHALLAPATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,47,29,47,29,76
CHAQUI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,3,69,3,69,72
CHARAGUA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,35,46,35,46,81
CHARAÑA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,2,0,2,0,2
CHAYANTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,4,4,4,4,8
CHIMORE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,13,17,13,17,30
CHUA COCANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,7,81,7,81,88
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,1,54,1,54,55
CHUMA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,4,75,4,75,79
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,2,6,2,6,8
CKOCHAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,6,100,6,100,106
CLIZA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,18,50,18,50,68
COBIJA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,85,23,85,23,108
COCAPATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,2,50,2,50,52
COCHABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,681,540,681,540,1221
COLCAPIRHUA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,82,81,82,81,163
"COLCHA ""K""",otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,14,3,14,3,17
COLLANA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,7,0,7,0,7
COLOMI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,26,14,26,14,40
COLPA BELGICA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,45,4,45,4,49
COLQUECHACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,194,39,194,39,233
COLQUENCHA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,2,0,2,0,2
COLQUIRI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,7,39,7,39,46
COMARAPA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,11,3,11,3,14
CONCEPCION,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,42,19,42,19,61
COPACABANA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,9,16,9,16,25
CORIPATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,24,104,24,104,128
CORO CORO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,8,6,8,6,14
COROICO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,5,11,5,11,16
CORQUE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,1,5,1,5,6
COTAGAITA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,28,58,28,58,86
COTOCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,126,498,126,498,624
CUATRO CAÑADAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,42,28,42,28,70
CUEVO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,2,1,2,1,3
CULPINA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,4,28,4,28,32
CURAHUARA DE CARANGAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,3,0,3,0,3
CURVA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,1,1,1,1,2
DESAGUADERO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,1,4,1,4,5
EL ALTO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,1209,2778,1209,2778,3987
EL CHORO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,1,63,1,63,64
EL PUENTE(STC),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,7,2,7,2,9
EL PUENTE(TJA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,8,340,8,340,348
EL TORNO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,85,40,85,40,125
EL VILLAR,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,5,20,5,20,25
ENTRE RIOS TRJ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,32,51,32,51,83
ENTRE RIOS CBBA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,43,15,43,15,58
ESCOMA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,10,1,10,1,11
EUCALIPTUS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,2,1,2,1,3
EUREKA (SANTOS MERCADO),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,1,1,1,1,2
EXALTACION,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,1,0,1,0,1
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,17,0,17,0,17
FILADELFIA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,5,3,5,3,8
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,67,179,67,179,246
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,1,31,1,31,32
GUANAY,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,8,62,8,62,70
GUAQUI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,4,2,4,2,6
GUAYARAMERIN,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,73,336,73,336,409
GUTIERREZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,1,35,1,35,36
HUACARETA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,7,22,7,22,29
HUACHACALLA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,2,0,2,0,2
HUANUNI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,20,73,20,73,93
HUARACAJE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,12,0,12,0,12
HUARINA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,4,70,4,70,74
HUATAJATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,3,0,3,0,3
HUAYLLAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,22,1,22,1,23
ICHOCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,0,21,0,21,21
ICLA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,9,13,9,13,22
INCAHUASI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,12,4,12,4,16
INQUISIVI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,3,49,3,49,52
IRUPANA (VILLA DE LANZA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,14,105,14,105,119
IXIAMAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,32,12,32,12,44
JESUS DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,4,4,4,4,8
LA ASUNTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,28,72,28,72,100
LA GUARDIA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,70,738,70,738,808
LA PAZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,917,969,917,969,1886
LAGUNILLAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,9,0,9,0,9
LAJA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,16,75,16,75,91
LAS CARRERAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,3,1,3,1,4
LICOMA PAMPA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,2,43,2,43,45
LLALLAGUA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,47,168,47,168,215
LLICA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,4,16,4,16,20
LORETO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,0,127,0,127,127
LURIBAY,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,0,70,0,70,70
MACHACAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,4,0,4,0,4
MACHARETI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,4,36,4,36,40
MAGDALENA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,15,6,15,6,21
MAIRANA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,7,2,7,2,9
MALLA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,5,25,5,25,30
MAPIRI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,22,167,22,167,189
MECAPACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,2,33,2,33,35
MINEROS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,49,2,49,2,51
MIZQUE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,28,7,28,7,35
MOCOMOCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,0,7,0,7,7
MOJOCOYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,8,2,8,2,10
MONTEAGUDO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,41,564,41,564,605
MONTERO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,167,102,167,102,269
MORO MORO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,0,2,0,2,2
MOROCHATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,6,44,6,44,50
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,3,36,3,36,39
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,0,5,0,5,5
OCURI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,30,34,30,34,64
OKINAWA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,17,4,17,4,21
OMEREQUE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,7,22,7,22,29
ORURO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,347,497,347,497,844
PADCAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,17,38,17,38,55
PADILLA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,16,8,16,8,24
PAILON,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,47,129,47,129,176
PALCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,10,134,10,134,144
PALOS BLANCOS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,21,11,21,11,32
PAMPA AULLAGAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,0,10,0,10,10
PAMPA GRANDE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,1,4,1,4,5
PAPEL PAMPA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,12,18,12,18,30
PASORAPA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,0,5,0,5,5
PATACAMAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,34,72,34,72,106
PAZÑA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,10,16,10,16,26
PELECHUCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,7,32,7,32,39
POCOATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,5,22,5,22,27
POCONA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,14,2,14,2,16
POJO (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,20,27,20,27,47
POOPO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,5,0,5,0,5
PORCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,18,0,18,0,18
POROMA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,16,34,16,34,50
PORONGO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,14,95,14,95,109
PORTACHUELO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,51,21,51,21,72
PORVENIR,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,12,39,12,39,51
POSTRER VALLE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,0,5,0,5,5
POTOSI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,300,102,300,102,402
PRESTO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,2,8,2,8,10
PUCARANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,34,176,34,176,210
PUERTO ACOSTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,8,7,8,7,15
PUERTO CARABUCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,4,89,4,89,93
PUERTO GONZALO MORENO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,3,0,3,0,3
PUERTO PEREZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,4,22,4,22,26
PUERTO QUIJARRO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,41,0,41,0,41
PUERTO RICO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,11,2,11,2,13
PUERTO SILES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,1,0,1,0,1
PUERTO SUAREZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,14,0,14,0,14
PUERTO VILLARROEL,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,74,47,74,47,121
PUNA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,46,15,46,15,61
PUNATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,47,35,47,35,82
QUIABAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,6,5,6,5,11
QUILLACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,79,367,79,367,446
QUIME,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,7,0,7,0,7
RAVELO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,71,164,71,164,235
REYES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,60,361,60,361,421
RIBERALTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,178,10,178,10,188
ROBORE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,10,1,10,1,11
RURRENABAQUE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,5,19,5,19,24
SABAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,23,0,23,0,23
SACABA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,203,72,203,72,275
SACABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,0,3,0,3,3
SACACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,9,32,9,32,41
SALINAS DE GARCI MENDOZA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,6,19,6,19,25
SAMAIPATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,3,9,3,9,12
SAN AGUSTIN,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,0,10,0,10,10
SAN ANDRES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,8,23,8,23,31
SAN ANDRES DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,0,3,0,3,3
SAN ANTONIO DE ESMORUCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,5,14,5,14,19
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,2,16,2,16,18
SAN BENITO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,10,14,10,14,24
SAN BORJA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,95,102,95,102,197
SAN BUENA VENTURA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,19,0,19,0,19
SAN CARLOS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,22,81,22,81,103
SAN IGNACIO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,57,69,57,69,126
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,123,19,123,19,142
SAN JAVIER(BNI),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,0,13,0,13,13
SAN JAVIER(STC),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,5,0,5,0,5
SAN JOAQUIN,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,27,0,27,0,27
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,18,7,18,7,25
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,0,9,0,9,9
SAN JULIAN,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,71,124,71,124,195
SAN LORENZO(PND),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,3,11,3,11,14
SAN LORENZO(TJA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,22,121,22,121,143
SAN LUCAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,21,48,21,48,69
SAN MATIAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,14,20,14,20,34
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,33,0,33,0,33
SAN PABLO DE LIPEZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,9,10,9,10,19
SAN PEDRO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,19,11,19,11,30
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,20,23,20,23,43
SAN PEDRO DE CURAHUARA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,1,19,1,19,20
SAN PEDRO DE TIQUINA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,1,5,1,5,6
SAN RAFAEL,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,1,5,1,5,6
SAN RAMON BENI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,2,7,2,7,9
SAN RAMON SCZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,8,25,8,25,33
SANTA ANA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,18,7,18,7,25
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,2965,2273,2965,2273,5238
SANTA ROSA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,4,4,4,4,8
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,31,33,31,33,64
SANTIAGO DE CALLAPA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,0,36,0,36,36
SANTIAGO DE HUARI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,1,11,1,11,12
SANTIAGO DE HUATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,9,12,9,12,21
SANTIAGO DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,3,2,3,2,5
SANTIVAÑES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,3,0,3,0,3
SANTUARIO DE QUILLACAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,2,8,2,8,10
SAPAHAQUI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,0,40,0,40,40
SENA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,7,21,7,21,28
SHINAOTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,7,44,7,44,51
SICA SICA (VILLA AROMA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,24,32,24,32,56
SICAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,2,0,2,0,2
SIPE SIPE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,30,53,30,53,83
SOPACHUY,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,1,22,1,22,23
SORACACHI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,7,5,7,5,12
SORATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,14,42,14,42,56
SUCRE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,225,318,225,318,543
TACACHI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,1,6,1,6,7
TACACOMA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-11-01,5,4,5,4,9
