municipality,group,variable,month,Pacientes contrareferidos al establecimiento,TOTAL
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-12-01,192,192
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-12-01,48,48
TARVITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-12-01,1,1
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-12-01,2,2
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-12-01,16,16
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-12-01,49,49
URUBICHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-12-01,1,1
VALLEGRANDE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-12-01,6,6
VILLA CHARCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-12-01,3,3
VILLA MONTES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-12-01,2,2
VILLA SERRANO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-12-01,5,5
WARNES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-12-01,36,36
YACUIBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-12-01,5,5
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2018-12-01,3,3
