municipality,group,variable,month,Tratamientos iniciados con esquema l,TOTAL
APOLO,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
ASCENCION DE GUARAYOS,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,2,2
AYATA,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
BERMEJO,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,11,11
BOYUIBE,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
CABEZAS,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
"CAIZA ""D""",tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
CALACOTO,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
CAMIRI,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,2,2
CAPINOTA,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
CAQUIAVIRI,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
CARANAVI,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,11,11
CARAPARI,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
CARMEN RIVERO TORREZ,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
CHALLAPATA,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
CHARAGUA,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,2,2
CHIMORE,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,2,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,tratamientos iniciados con esquema l,2007-10-01,5,5
CHUMA,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
CLIZA,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,3,3
COBIJA,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,5,5
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,39,39
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
"COLCHA ""K""",tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
COLPA BELGICA,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
COLQUECHACA,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,2,2
COLQUIRI,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
COMARAPA,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
CONCEPCION,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,2,2
CORIPATA,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,3,3
COROICO,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,3,3
COTAGAITA,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,4,4
COTOCA,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
CUATRO CAÑADAS,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,2,2
EL ALTO,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,63,63
EL PUENTE(STC),tuberculosis,tratamientos iniciados con esquema l,2007-10-01,4,4
EL PUENTE(TJA),tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
EL TORNO,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,4,4
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,5,5
FERNANDEZ ALONSO,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,2,2
GUAQUI,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
GUAYARAMERIN,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,5,5
HUANUNI,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
ICLA,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
IRUPANA (VILLA DE LANZA),tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,4,4
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,6,6
LA PAZ,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,111,111
LLALLAGUA,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,2,2
LURIBAY,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
MACHARETI,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,2,2
MAPIRI,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,4,4
MINEROS,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,4,4
MOCOMOCO,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
MONTEAGUDO,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,2,2
MONTERO,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,11,11
OCURI,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
OKINAWA,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
OMEREQUE,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
ORURO,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,4,4
PAILON,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,4,4
PALOS BLANCOS,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,2,2
PAMPA GRANDE,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
POJO (CBBA),tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
PORCO,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
PORTACHUELO,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
POTOSI,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,16,16
PRESTO,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
PUERTO ACOSTA,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
PUERTO GONZALO MORENO,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
PUERTO QUIJARRO,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
PUERTO SUAREZ,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,2,2
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,4,4
PUNA,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,2,2
PUNATA,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,7,7
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,9,9
QUIME,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
RAVELO,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
REYES,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,17,17
RIBERALTA,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,50,50
RURRENABAQUE,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
SACABA,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,3,3
SAN ANDRES,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,2,2
SAN BENITO,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
SAN BORJA,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,4,4
SAN CARLOS,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,4,4
SAN IGNACIO DE VELASCO,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,2,2
SAN JULIAN,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,3,3
SAN LORENZO(TJA),tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
SAN LUCAS,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,3,3
SAN PEDRO,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,3,3
SAN PEDRO DE BUENA VISTA,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
SAN RAMON,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,2,2
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,118,118
SANTA ROSA DEL SARA,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,3,3
SAPAHAQUI,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
SICA SICA (VILLA AROMA),tuberculosis,tratamientos iniciados con esquema l,2007-10-01,2,2
SOPACHUY,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
SORATA,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,2,2
SUCRE,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,15,15
TACACOMA,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,3,3
TAPACARI,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
TARABUCO,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,44,44
TARIJA,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,12,12
TARVITA,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
TEOPONTE,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,3,3
TIAWANACU,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
TIPUANI,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,7,7
TIQUIPAYA,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,3,3
TIRAQUE (CBBA),tuberculosis,tratamientos iniciados con esquema l,2007-10-01,2,2
TOLATA,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
TORO TORO,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
TOTORA(CBBA),tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
TRINIDAD,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,5,5
UNCIA,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
URIONDO (A. CONCEPCION),tuberculosis,tratamientos iniciados con esquema l,2007-10-01,2,2
UYUNI,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
VIACHA,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
VILLA MONTES,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,11,11
VINTO,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,4,4
WARNES,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,4,4
YACUIBA,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,15,15
YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,5,5
YOTALA,tuberculosis,tratamientos iniciados con esquema l,2007-10-01,1,1
ACACIO,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,11,11
ACHOCALLA,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,1,1
ANDAMARCA,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,1,1
APOLO,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,4,4
ASCENCION DE GUARAYOS,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,tratamientos iniciados con esquema l,2007-11-01,1,1
BERMEJO,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,6,6
BETANZOS,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,2,2
BOYUIBE,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,1,1
BUENA VISTA,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,2,2
CAMATAQUI (C. VILLA ABECIA),tuberculosis,tratamientos iniciados con esquema l,2007-11-01,1,1
CAMIRI,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,3,3
CAPINOTA,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,1,1
CARANAVI,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,10,10
CARIPUYO,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,1,1
CHIMORE,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,tratamientos iniciados con esquema l,2007-11-01,4,4
CHUMA,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,1,1
CLIZA,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,1,1
COBIJA,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,5,5
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,26,26
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,2,2
COLOMI,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,1,1
COLPA BELGICA,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,2,2
COLQUECHACA,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,1,1
COMARAPA,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,1,1
CONCEPCION,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,3,3
CORIPATA,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,1,1
COROICO,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,4,4
COTAGAITA,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,2,2
COTOCA,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,5,5
CUATRO CAÑADAS,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,2,2
CULPINA,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,2,2
EL ALTO,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,63,63
EL CHORO,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,1,1
EL PUENTE(STC),tuberculosis,tratamientos iniciados con esquema l,2007-11-01,2,2
EL TORNO,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,6,6
FERNANDEZ ALONSO,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,1,1
GENERAL SAAVEDRA,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,3,3
GUANAY,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,1,1
HUACHACALLA,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,1,1
INQUISIVI,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,2,2
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,4,4
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,5,5
LA PAZ,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,85,85
LAGUNILLAS,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,1,1
LLALLAGUA,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,4,4
MACHARETI,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,2,2
MAPIRI,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,1,1
MINEROS,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,4,4
MIZQUE,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,1,1
MOCOMOCO,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,1,1
MONTEAGUDO,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,1,1
MONTERO,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,8,8
NACEBE (SANTA ROSA DEL ABUNA),tuberculosis,tratamientos iniciados con esquema l,2007-11-01,1,1
OKINAWA,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,1,1
OMEREQUE,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,1,1
ORURO,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,4,4
PAILON,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,2,2
PALCA,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,1,1
PALOS BLANCOS,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,4,4
POTOSI,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,16,16
PRESTO,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,2,2
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,8,8
PUNA,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,3,3
PUNATA,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,1,1
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,4,4
RAVELO,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,1,1
RIBERALTA,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,8,8
SACABA,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,6,6
SALINAS DE GARCI MENDOZA,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,1,1
SAMAIPATA,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,1,1
SAN BORJA,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,11,11
SAN IGNACIO DE VELASCO,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,2,2
SAN JUAN DE YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,1,1
SAN JULIAN,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,4,4
SAN LORENZO(TJA),tuberculosis,tratamientos iniciados con esquema l,2007-11-01,2,2
SAN PEDRO,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,1,1
SAN PEDRO DE BUENA VISTA,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,96,96
SAPAHAQUI,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,1,1
SOPACHUY,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,1,1
SORATA,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,4,4
SUCRE,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,6,6
TAPACARI,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,2,2
TARACO,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,1,1
TARATA,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,1,1
TARIJA,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,6,6
TEOPONTE,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,1,1
TIPUANI,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,5,5
TIQUIPAYA,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,1,1
TIRAQUE (CBBA),tuberculosis,tratamientos iniciados con esquema l,2007-11-01,4,4
TRIGAL,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,1,1
TRINIDAD,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,10,10
TUPIZA,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,1,1
UMALA,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,1,1
UNCIA,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,1,1
URIONDO (A. CONCEPCION),tuberculosis,tratamientos iniciados con esquema l,2007-11-01,2,2
VIACHA,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,5,5
VILLA MONTES,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,4,4
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,4,4
VINTO,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,1,1
WARNES,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,5,5
YACUIBA,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,23,23
YAMPARAEZ,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,2,2
YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2007-11-01,4,4
ACHACACHI,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,2,2
ACHOCALLA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
ARQUE,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
ASCENCION DE GUARAYOS,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,tratamientos iniciados con esquema l,2007-12-01,3,3
AZURDUY,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
BERMEJO,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,2,2
BETANZOS,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,2,2
BUENA VISTA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
CAJUATA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
CAMARGO,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
CAMIRI,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
CAPINOTA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,2,2
CARANAVI,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,8,8
CARAPARI,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,2,2
CARIPUYO,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
CHAYANTA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
CHIMORE,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,2,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
CHUMA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,3,3
COBIJA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,2,2
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,19,19
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,3,3
COLOMI,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
COLQUECHACA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,2,2
COMARAPA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
COPACABANA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
CORIPATA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
COTAGAITA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,2,2
COTOCA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,2,2
CUEVO,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
CULPINA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
EL ALTO,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,42,42
EL PUENTE(STC),tuberculosis,tratamientos iniciados con esquema l,2007-12-01,3,3
EL TORNO,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,5,5
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
FERNANDEZ ALONSO,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
GENERAL SAAVEDRA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
GUANAY,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,5,5
GUAYARAMERIN,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,171,171
HUACARETA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,4,4
INCAHUASI,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
IRUPANA (VILLA DE LANZA),tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
JESUS DE MACHACA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,5,5
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,7,7
LA PAZ,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,73,73
LLALLAGUA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
MAIRANA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,2,2
MAPIRI,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,4,4
MINEROS,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,2,2
MONTERO,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,8,8
MOROCHATA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,2,2
OKINAWA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
ORURO,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,10,10
PADCAYA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,2,2
PADILLA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
PAILON,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,5,5
PALCA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
PALOS BLANCOS,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,2,2
PAMPA GRANDE,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
POROMA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
PORTACHUELO,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,3,3
POTOSI,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,10,10
PUCARANI,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
PUERTO SUAREZ,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,3,3
PUNATA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,6,6
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,8,8
QUIME,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,2,2
RIBERALTA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,7,7
ROBORE,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
RURRENABAQUE,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,2,2
SACABA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,2,2
SAIPINA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
SAMAIPATA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
SAN ANDRES DE MACHACA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
SAN BENITO,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
SAN BORJA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,3,3
SAN CARLOS,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,6,6
SAN IGNACIO DE VELASCO,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
SAN JAVIER(STC),tuberculosis,tratamientos iniciados con esquema l,2007-12-01,2,2
SAN JOAQUIN,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
SAN JULIAN,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
SAN LUCAS,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
SAN MIGUEL DE VELASCO,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,2,2
SAN PEDRO,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
SAN PEDRO DE TIQUINA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
SAN RAMON,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,97,97
SANTA ROSA DEL SARA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
SIPE SIPE,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
SORATA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,2,2
SUCRE,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,4,4
TACACOMA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,2,2
TAPACARI,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
TARIJA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,14,14
TIAWANACU,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
TINGUIPAYA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,2,2
TIPUANI,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,2,2
