municipality,group,variable,month,Antirrábica canina,TOTAL
PUERTO VILLARROEL,otras vacunaciones,antirrabica canina,2006-10-01,2460,2460
PUNA,otras vacunaciones,antirrabica canina,2006-10-01,155,155
PUNATA,otras vacunaciones,antirrabica canina,2006-10-01,377,377
QUILLACOLLO,otras vacunaciones,antirrabica canina,2006-10-01,343,343
RAVELO,otras vacunaciones,antirrabica canina,2006-10-01,100,100
SABAYA,otras vacunaciones,antirrabica canina,2006-10-01,281,281
SACABA,otras vacunaciones,antirrabica canina,2006-10-01,4726,4726
SACABAMBA,otras vacunaciones,antirrabica canina,2006-10-01,117,117
SACACA,otras vacunaciones,antirrabica canina,2006-10-01,731,731
SAIPINA,otras vacunaciones,antirrabica canina,2006-10-01,1172,1172
SALINAS DE GARCI MENDOZA,otras vacunaciones,antirrabica canina,2006-10-01,225,225
SAMAIPATA,otras vacunaciones,antirrabica canina,2006-10-01,825,825
SAN AGUSTIN,otras vacunaciones,antirrabica canina,2006-10-01,28,28
SAN ANTONIO DE LOMERIO,otras vacunaciones,antirrabica canina,2006-10-01,94,94
SAN BENITO,otras vacunaciones,antirrabica canina,2006-10-01,45,45
SAN IGNACIO,otras vacunaciones,antirrabica canina,2006-10-01,286,286
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica canina,2006-10-01,114,114
SAN JUAN DE YAPACANI,otras vacunaciones,antirrabica canina,2006-10-01,9,9
SAN JULIAN,otras vacunaciones,antirrabica canina,2006-10-01,2066,2066
SAN LORENZO(PND),otras vacunaciones,antirrabica canina,2006-10-01,130,130
SAN LORENZO(TJA),otras vacunaciones,antirrabica canina,2006-10-01,402,402
SAN LUCAS,otras vacunaciones,antirrabica canina,2006-10-01,230,230
SAN PABLO DE LIPEZ,otras vacunaciones,antirrabica canina,2006-10-01,65,65
SAN PEDRO,otras vacunaciones,antirrabica canina,2006-10-01,128,128
SAN PEDRO DE BUENA VISTA,otras vacunaciones,antirrabica canina,2006-10-01,45,45
SAN PEDRO DE TIQUINA,otras vacunaciones,antirrabica canina,2006-10-01,116,116
SAN PEDRO(PND),otras vacunaciones,antirrabica canina,2006-10-01,136,136
SANTA ANA,otras vacunaciones,antirrabica canina,2006-10-01,348,348
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica canina,2006-10-01,6440,6440
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica canina,2006-10-01,347,347
SANTIAGO DE HUARI,otras vacunaciones,antirrabica canina,2006-10-01,769,769
SANTIVAÑES,otras vacunaciones,antirrabica canina,2006-10-01,507,507
SANTUARIO DE QUILLACAS,otras vacunaciones,antirrabica canina,2006-10-01,285,285
SICAYA,otras vacunaciones,antirrabica canina,2006-10-01,64,64
SIPE SIPE,otras vacunaciones,antirrabica canina,2006-10-01,141,141
SOPACHUY,otras vacunaciones,antirrabica canina,2006-10-01,9,9
SORACACHI,otras vacunaciones,antirrabica canina,2006-10-01,1778,1778
SUCRE,otras vacunaciones,antirrabica canina,2006-10-01,734,734
TACACHI,otras vacunaciones,antirrabica canina,2006-10-01,3,3
TACOPAYA,otras vacunaciones,antirrabica canina,2006-10-01,847,847
TAHUA,otras vacunaciones,antirrabica canina,2006-10-01,71,71
TAPACARI,otras vacunaciones,antirrabica canina,2006-10-01,229,229
TARABUCO,otras vacunaciones,antirrabica canina,2006-10-01,431,431
TARATA,otras vacunaciones,antirrabica canina,2006-10-01,96,96
TARIJA,otras vacunaciones,antirrabica canina,2006-10-01,556,556
TIQUIPAYA,otras vacunaciones,antirrabica canina,2006-10-01,648,648
TIRAQUE (CBBA),otras vacunaciones,antirrabica canina,2006-10-01,207,207
TOCO,otras vacunaciones,antirrabica canina,2006-10-01,103,103
TODOS SANTOS,otras vacunaciones,antirrabica canina,2006-10-01,30,30
TOLATA,otras vacunaciones,antirrabica canina,2006-10-01,13,13
TOLEDO,otras vacunaciones,antirrabica canina,2006-10-01,901,901
TOMAVE,otras vacunaciones,antirrabica canina,2006-10-01,111,111
TORO TORO,otras vacunaciones,antirrabica canina,2006-10-01,382,382
TOTORA(CBBA),otras vacunaciones,antirrabica canina,2006-10-01,687,687
TOTORA(ORR),otras vacunaciones,antirrabica canina,2006-10-01,263,263
TRIGAL,otras vacunaciones,antirrabica canina,2006-10-01,310,310
TRINIDAD,otras vacunaciones,antirrabica canina,2006-10-01,511,511
TUPIZA,otras vacunaciones,antirrabica canina,2006-10-01,3973,3973
TURCO,otras vacunaciones,antirrabica canina,2006-10-01,137,137
UNCIA,otras vacunaciones,antirrabica canina,2006-10-01,436,436
URIONDO (A. CONCEPCION),otras vacunaciones,antirrabica canina,2006-10-01,79,79
UYUNI,otras vacunaciones,antirrabica canina,2006-10-01,734,734
VACAS,otras vacunaciones,antirrabica canina,2006-10-01,31,31
VALLEGRANDE,otras vacunaciones,antirrabica canina,2006-10-01,1772,1772
VIACHA,otras vacunaciones,antirrabica canina,2006-10-01,416,416
VILA VILA,otras vacunaciones,antirrabica canina,2006-10-01,142,142
VILLA RIVERO,otras vacunaciones,antirrabica canina,2006-10-01,246,246
VILLA TUNARI,otras vacunaciones,antirrabica canina,2006-10-01,1167,1167
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,antirrabica canina,2006-10-01,170,170
VILLAZON,otras vacunaciones,antirrabica canina,2006-10-01,92,92
VINTO,otras vacunaciones,antirrabica canina,2006-10-01,303,303
VITICHI,otras vacunaciones,antirrabica canina,2006-10-01,384,384
WARNES,otras vacunaciones,antirrabica canina,2006-10-01,778,778
YAMPARAEZ,otras vacunaciones,antirrabica canina,2006-10-01,21,21
YAPACANI,otras vacunaciones,antirrabica canina,2006-10-01,70,70
YOCALLA,otras vacunaciones,antirrabica canina,2006-10-01,24,24
YUNCHARA,otras vacunaciones,antirrabica canina,2006-10-01,952,952
ACACIO,otras vacunaciones,antirrabica canina,2006-11-01,22,22
ACHACACHI,otras vacunaciones,antirrabica canina,2006-11-01,1,1
ACHOCALLA,otras vacunaciones,antirrabica canina,2006-11-01,140,140
AIQUILE,otras vacunaciones,antirrabica canina,2006-11-01,132,132
ANDAMARCA,otras vacunaciones,antirrabica canina,2006-11-01,49,49
ANTEQUERA,otras vacunaciones,antirrabica canina,2006-11-01,12,12
ANZALDO,otras vacunaciones,antirrabica canina,2006-11-01,224,224
ARAMPAMPA,otras vacunaciones,antirrabica canina,2006-11-01,58,58
ARANI,otras vacunaciones,antirrabica canina,2006-11-01,7,7
ARBIETO,otras vacunaciones,antirrabica canina,2006-11-01,742,742
ARQUE,otras vacunaciones,antirrabica canina,2006-11-01,212,212
ATOCHA,otras vacunaciones,antirrabica canina,2006-11-01,32,32
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica canina,2006-11-01,202,202
AZURDUY,otras vacunaciones,antirrabica canina,2006-11-01,72,72
BATALLAS,otras vacunaciones,antirrabica canina,2006-11-01,129,129
BELEN DE URMIRI,otras vacunaciones,antirrabica canina,2006-11-01,115,115
BERMEJO,otras vacunaciones,antirrabica canina,2006-11-01,3,3
BETANZOS,otras vacunaciones,antirrabica canina,2006-11-01,1117,1117
BOLIVAR,otras vacunaciones,antirrabica canina,2006-11-01,34,34
BOYUIBE,otras vacunaciones,antirrabica canina,2006-11-01,278,278
BUENA VISTA,otras vacunaciones,antirrabica canina,2006-11-01,10,10
CABEZAS,otras vacunaciones,antirrabica canina,2006-11-01,980,980
CAMARGO,otras vacunaciones,antirrabica canina,2006-11-01,171,171
CAPINOTA,otras vacunaciones,antirrabica canina,2006-11-01,551,551
CARACOLLO,otras vacunaciones,antirrabica canina,2006-11-01,704,704
CARAPARI,otras vacunaciones,antirrabica canina,2006-11-01,334,334
CHALLAPATA,otras vacunaciones,antirrabica canina,2006-11-01,1122,1122
CHARAGUA,otras vacunaciones,antirrabica canina,2006-11-01,1337,1337
CHAYANTA,otras vacunaciones,antirrabica canina,2006-11-01,42,42
CHIMORE,otras vacunaciones,antirrabica canina,2006-11-01,40,40
CHIPAYA,otras vacunaciones,antirrabica canina,2006-11-01,1,1
CHOQUE COTA,otras vacunaciones,antirrabica canina,2006-11-01,203,203
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antirrabica canina,2006-11-01,277,277
CLIZA,otras vacunaciones,antirrabica canina,2006-11-01,168,168
COCHABAMBA,otras vacunaciones,antirrabica canina,2006-11-01,857,857
COIPASA,otras vacunaciones,antirrabica canina,2006-11-01,28,28
COLCAPIRHUA,otras vacunaciones,antirrabica canina,2006-11-01,222,222
"COLCHA ""K""",otras vacunaciones,antirrabica canina,2006-11-01,161,161
COLOMI,otras vacunaciones,antirrabica canina,2006-11-01,213,213
COLPA BELGICA,otras vacunaciones,antirrabica canina,2006-11-01,28,28
COLQUECHACA,otras vacunaciones,antirrabica canina,2006-11-01,646,646
COLQUENCHA,otras vacunaciones,antirrabica canina,2006-11-01,201,201
COMARAPA,otras vacunaciones,antirrabica canina,2006-11-01,957,957
COPACABANA,otras vacunaciones,antirrabica canina,2006-11-01,102,102
CORIPATA,otras vacunaciones,antirrabica canina,2006-11-01,63,63
COROICO,otras vacunaciones,antirrabica canina,2006-11-01,21,21
CORQUE,otras vacunaciones,antirrabica canina,2006-11-01,394,394
COTAGAITA,otras vacunaciones,antirrabica canina,2006-11-01,468,468
COTOCA,otras vacunaciones,antirrabica canina,2006-11-01,377,377
CUATRO CAÑADAS,otras vacunaciones,antirrabica canina,2006-11-01,45,45
CUEVO,otras vacunaciones,antirrabica canina,2006-11-01,921,921
CULPINA,otras vacunaciones,antirrabica canina,2006-11-01,643,643
CURAHUARA DE CARANGAS,otras vacunaciones,antirrabica canina,2006-11-01,188,188
DESAGUADERO,otras vacunaciones,antirrabica canina,2006-11-01,34,34
EL ALTO,otras vacunaciones,antirrabica canina,2006-11-01,2846,2846
EL CHORO,otras vacunaciones,antirrabica canina,2006-11-01,300,300
EL PUENTE(TJA),otras vacunaciones,antirrabica canina,2006-11-01,660,660
EL TORNO,otras vacunaciones,antirrabica canina,2006-11-01,54,54
ENTRE RIOS,otras vacunaciones,antirrabica canina,2006-11-01,924,924
ENTRE RIOS,otras vacunaciones,antirrabica canina,2006-11-01,707,707
ESCARA,otras vacunaciones,antirrabica canina,2006-11-01,43,43
ESMERALDA,otras vacunaciones,antirrabica canina,2006-11-01,4,4
EUCALIPTUS,otras vacunaciones,antirrabica canina,2006-11-01,69,69
FERNANDEZ ALONSO,otras vacunaciones,antirrabica canina,2006-11-01,231,231
GENERAL SAAVEDRA,otras vacunaciones,antirrabica canina,2006-11-01,384,384
GUAQUI,otras vacunaciones,antirrabica canina,2006-11-01,5,5
GUTIERREZ,otras vacunaciones,antirrabica canina,2006-11-01,1137,1137
HUACHACALLA,otras vacunaciones,antirrabica canina,2006-11-01,36,36
HUANUNI,otras vacunaciones,antirrabica canina,2006-11-01,2647,2647
HUAYLLAMARCA,otras vacunaciones,antirrabica canina,2006-11-01,475,475
JESUS DE MACHACA,otras vacunaciones,antirrabica canina,2006-11-01,54,54
LA ASUNTA,otras vacunaciones,antirrabica canina,2006-11-01,3,3
LA GUARDIA,otras vacunaciones,antirrabica canina,2006-11-01,56,56
LA PAZ,otras vacunaciones,antirrabica canina,2006-11-01,857,857
LAGUNILLAS,otras vacunaciones,antirrabica canina,2006-11-01,78,78
LAJA,otras vacunaciones,antirrabica canina,2006-11-01,130,130
LAS CARRERAS,otras vacunaciones,antirrabica canina,2006-11-01,24,24
LLALLAGUA,otras vacunaciones,antirrabica canina,2006-11-01,3043,3043
LLICA,otras vacunaciones,antirrabica canina,2006-11-01,22,22
MACHARETI,otras vacunaciones,antirrabica canina,2006-11-01,950,950
MAIRANA,otras vacunaciones,antirrabica canina,2006-11-01,1058,1058
MINEROS,otras vacunaciones,antirrabica canina,2006-11-01,10,10
MIZQUE,otras vacunaciones,antirrabica canina,2006-11-01,191,191
MOJINETE,otras vacunaciones,antirrabica canina,2006-11-01,21,21
MOJOCOYA,otras vacunaciones,antirrabica canina,2006-11-01,140,140
MONTEAGUDO,otras vacunaciones,antirrabica canina,2006-11-01,1289,1289
MONTERO,otras vacunaciones,antirrabica canina,2006-11-01,644,644
MOROCHATA,otras vacunaciones,antirrabica canina,2006-11-01,550,550
OCURI,otras vacunaciones,antirrabica canina,2006-11-01,344,344
OKINAWA,otras vacunaciones,antirrabica canina,2006-11-01,1,1
OMEREQUE,otras vacunaciones,antirrabica canina,2006-11-01,47,47
ORURO,otras vacunaciones,antirrabica canina,2006-11-01,6,6
PADCAYA,otras vacunaciones,antirrabica canina,2006-11-01,452,452
PADILLA,otras vacunaciones,antirrabica canina,2006-11-01,803,803
PAMPA AULLAGAS,otras vacunaciones,antirrabica canina,2006-11-01,309,309
PAZÑA,otras vacunaciones,antirrabica canina,2006-11-01,84,84
POCOATA,otras vacunaciones,antirrabica canina,2006-11-01,422,422
POCONA,otras vacunaciones,antirrabica canina,2006-11-01,115,115
POJO (CBBA),otras vacunaciones,antirrabica canina,2006-11-01,306,306
POOPO,otras vacunaciones,antirrabica canina,2006-11-01,280,280
PORCO,otras vacunaciones,antirrabica canina,2006-11-01,200,200
POROMA,otras vacunaciones,antirrabica canina,2006-11-01,80,80
PORTACHUELO,otras vacunaciones,antirrabica canina,2006-11-01,404,404
POTOSI,otras vacunaciones,antirrabica canina,2006-11-01,35,35
PRESTO,otras vacunaciones,antirrabica canina,2006-11-01,94,94
PUERTO ACOSTA,otras vacunaciones,antirrabica canina,2006-11-01,19,19
PUERTO CARABUCO,otras vacunaciones,antirrabica canina,2006-11-01,180,180
PUERTO PEREZ,otras vacunaciones,antirrabica canina,2006-11-01,132,132
PUERTO QUIJARRO,otras vacunaciones,antirrabica canina,2006-11-01,202,202
PUERTO VILLARROEL,otras vacunaciones,antirrabica canina,2006-11-01,583,583
PUNA,otras vacunaciones,antirrabica canina,2006-11-01,55,55
PUNATA,otras vacunaciones,antirrabica canina,2006-11-01,55,55
QUILLACOLLO,otras vacunaciones,antirrabica canina,2006-11-01,422,422
QUIRUSILLAS,otras vacunaciones,antirrabica canina,2006-11-01,646,646
RAVELO,otras vacunaciones,antirrabica canina,2006-11-01,465,465
RIBERALTA,otras vacunaciones,antirrabica canina,2006-11-01,828,828
ROBORE,otras vacunaciones,antirrabica canina,2006-11-01,83,83
SABAYA,otras vacunaciones,antirrabica canina,2006-11-01,60,60
SACABA,otras vacunaciones,antirrabica canina,2006-11-01,457,457
SACABAMBA,otras vacunaciones,antirrabica canina,2006-11-01,32,32
SACACA,otras vacunaciones,antirrabica canina,2006-11-01,177,177
SAIPINA,otras vacunaciones,antirrabica canina,2006-11-01,10,10
SALINAS DE GARCI MENDOZA,otras vacunaciones,antirrabica canina,2006-11-01,356,356
SAMAIPATA,otras vacunaciones,antirrabica canina,2006-11-01,1323,1323
SAN ANTONIO DE LOMERIO,otras vacunaciones,antirrabica canina,2006-11-01,11,11
SAN BENITO,otras vacunaciones,antirrabica canina,2006-11-01,24,24
SAN IGNACIO,otras vacunaciones,antirrabica canina,2006-11-01,12,12
SAN JULIAN,otras vacunaciones,antirrabica canina,2006-11-01,11,11
SAN LORENZO(TJA),otras vacunaciones,antirrabica canina,2006-11-01,107,107
SAN LUCAS,otras vacunaciones,antirrabica canina,2006-11-01,61,61
SAN PABLO DE LIPEZ,otras vacunaciones,antirrabica canina,2006-11-01,125,125
SAN PEDRO,otras vacunaciones,antirrabica canina,2006-11-01,187,187
SAN PEDRO DE BUENA VISTA,otras vacunaciones,antirrabica canina,2006-11-01,412,412
SAN PEDRO DE TIQUINA,otras vacunaciones,antirrabica canina,2006-11-01,250,250
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica canina,2006-11-01,6666,6666
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica canina,2006-11-01,84,84
SANTIAGO DE HUARI,otras vacunaciones,antirrabica canina,2006-11-01,616,616
SANTIVAÑES,otras vacunaciones,antirrabica canina,2006-11-01,60,60
SANTUARIO DE QUILLACAS,otras vacunaciones,antirrabica canina,2006-11-01,115,115
SAPAHAQUI,otras vacunaciones,antirrabica canina,2006-11-01,39,39
SICAYA,otras vacunaciones,antirrabica canina,2006-11-01,150,150
SIPE SIPE,otras vacunaciones,antirrabica canina,2006-11-01,306,306
SORACACHI,otras vacunaciones,antirrabica canina,2006-11-01,383,383
SUCRE,otras vacunaciones,antirrabica canina,2006-11-01,368,368
TACOBAMBA,otras vacunaciones,antirrabica canina,2006-11-01,92,92
TACOPAYA,otras vacunaciones,antirrabica canina,2006-11-01,289,289
TAHUA,otras vacunaciones,antirrabica canina,2006-11-01,7,7
TAPACARI,otras vacunaciones,antirrabica canina,2006-11-01,1679,1679
TARABUCO,otras vacunaciones,antirrabica canina,2006-11-01,189,189
TARATA,otras vacunaciones,antirrabica canina,2006-11-01,40,40
TARIJA,otras vacunaciones,antirrabica canina,2006-11-01,511,511
TARVITA,otras vacunaciones,antirrabica canina,2006-11-01,277,277
TIQUIPAYA,otras vacunaciones,antirrabica canina,2006-11-01,300,300
TIRAQUE (CBBA),otras vacunaciones,antirrabica canina,2006-11-01,154,154
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,antirrabica canina,2006-11-01,2,2
TOCO,otras vacunaciones,antirrabica canina,2006-11-01,14,14
TOLEDO,otras vacunaciones,antirrabica canina,2006-11-01,285,285
TOMAVE,otras vacunaciones,antirrabica canina,2006-11-01,236,236
TORO TORO,otras vacunaciones,antirrabica canina,2006-11-01,398,398
TOTORA(CBBA),otras vacunaciones,antirrabica canina,2006-11-01,291,291
TOTORA(ORR),otras vacunaciones,antirrabica canina,2006-11-01,107,107
TRINIDAD,otras vacunaciones,antirrabica canina,2006-11-01,74,74
TUPIZA,otras vacunaciones,antirrabica canina,2006-11-01,1131,1131
TURCO,otras vacunaciones,antirrabica canina,2006-11-01,78,78
UNCIA,otras vacunaciones,antirrabica canina,2006-11-01,616,616
URIONDO (A. CONCEPCION),otras vacunaciones,antirrabica canina,2006-11-01,74,74
UYUNI,otras vacunaciones,antirrabica canina,2006-11-01,200,200
VACAS,otras vacunaciones,antirrabica canina,2006-11-01,8,8
VIACHA,otras vacunaciones,antirrabica canina,2006-11-01,24,24
VILA VILA,otras vacunaciones,antirrabica canina,2006-11-01,48,48
VILLA MONTES,otras vacunaciones,antirrabica canina,2006-11-01,70,70
VILLA NUEVA (LOMA ALTA),otras vacunaciones,antirrabica canina,2006-11-01,39,39
VILLA RIVERO,otras vacunaciones,antirrabica canina,2006-11-01,2,2
VILLA TUNARI,otras vacunaciones,antirrabica canina,2006-11-01,223,223
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,antirrabica canina,2006-11-01,552,552
VILLAZON,otras vacunaciones,antirrabica canina,2006-11-01,794,794
VITICHI,otras vacunaciones,antirrabica canina,2006-11-01,146,146
WALDO BALLIVIAN,otras vacunaciones,antirrabica canina,2006-11-01,258,258
WARNES,otras vacunaciones,antirrabica canina,2006-11-01,917,917
YAMPARAEZ,otras vacunaciones,antirrabica canina,2006-11-01,192,192
YAPACANI,otras vacunaciones,antirrabica canina,2006-11-01,14,14
YOTALA,otras vacunaciones,antirrabica canina,2006-11-01,607,607
YUNCHARA,otras vacunaciones,antirrabica canina,2006-11-01,259,259
ZUDAÑEZ,otras vacunaciones,antirrabica canina,2006-11-01,45,45
ACACIO,otras vacunaciones,antirrabica canina,2006-12-01,57,57
AIQUILE,otras vacunaciones,antirrabica canina,2006-12-01,27,27
ANDAMARCA,otras vacunaciones,antirrabica canina,2006-12-01,55,55
ANTEQUERA,otras vacunaciones,antirrabica canina,2006-12-01,6,6
ANZALDO,otras vacunaciones,antirrabica canina,2006-12-01,80,80
ARANI,otras vacunaciones,antirrabica canina,2006-12-01,329,329
ARQUE,otras vacunaciones,antirrabica canina,2006-12-01,126,126
ASCENCION DE GUARAYOS,otras vacunaciones,antirrabica canina,2006-12-01,117,117
ATOCHA,otras vacunaciones,antirrabica canina,2006-12-01,237,237
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica canina,2006-12-01,50,50
AZURDUY,otras vacunaciones,antirrabica canina,2006-12-01,131,131
BELEN DE ANDAMARCA,otras vacunaciones,antirrabica canina,2006-12-01,20,20
BELEN DE URMIRI,otras vacunaciones,antirrabica canina,2006-12-01,8,8
BETANZOS,otras vacunaciones,antirrabica canina,2006-12-01,812,812
BOLIVAR,otras vacunaciones,antirrabica canina,2006-12-01,76,76
CABEZAS,otras vacunaciones,antirrabica canina,2006-12-01,1723,1723
CALAMARCA,otras vacunaciones,antirrabica canina,2006-12-01,260,260
CAMARGO,otras vacunaciones,antirrabica canina,2006-12-01,1,1
CAPINOTA,otras vacunaciones,antirrabica canina,2006-12-01,363,363
CARACOLLO,otras vacunaciones,antirrabica canina,2006-12-01,21,21
CARANGAS,otras vacunaciones,antirrabica canina,2006-12-01,19,19
CARIPUYO,otras vacunaciones,antirrabica canina,2006-12-01,86,86
CHALLAPATA,otras vacunaciones,antirrabica canina,2006-12-01,129,129
CHARAGUA,otras vacunaciones,antirrabica canina,2006-12-01,12,12
CHAYANTA,otras vacunaciones,antirrabica canina,2006-12-01,443,443
CHOQUE COTA,otras vacunaciones,antirrabica canina,2006-12-01,6,6
CHUMA,otras vacunaciones,antirrabica canina,2006-12-01,65,65
CLIZA,otras vacunaciones,antirrabica canina,2006-12-01,147,147
COCHABAMBA,otras vacunaciones,antirrabica canina,2006-12-01,578,578
COIPASA,otras vacunaciones,antirrabica canina,2006-12-01,1,1
"COLCHA ""K""",otras vacunaciones,antirrabica canina,2006-12-01,42,42
COLLANA,otras vacunaciones,antirrabica canina,2006-12-01,220,220
COLOMI,otras vacunaciones,antirrabica canina,2006-12-01,104,104
COLPA BELGICA,otras vacunaciones,antirrabica canina,2006-12-01,3,3
COLQUECHACA,otras vacunaciones,antirrabica canina,2006-12-01,56,56
COLQUENCHA,otras vacunaciones,antirrabica canina,2006-12-01,95,95
COPACABANA,otras vacunaciones,antirrabica canina,2006-12-01,20,20
CORQUE,otras vacunaciones,antirrabica canina,2006-12-01,24,24
COTAGAITA,otras vacunaciones,antirrabica canina,2006-12-01,85,85
COTOCA,otras vacunaciones,antirrabica canina,2006-12-01,1556,1556
CUATRO CAÑADAS,otras vacunaciones,antirrabica canina,2006-12-01,30,30
CUEVO,otras vacunaciones,antirrabica canina,2006-12-01,20,20
CULPINA,otras vacunaciones,antirrabica canina,2006-12-01,36,36
CURAHUARA DE CARANGAS,otras vacunaciones,antirrabica canina,2006-12-01,56,56
EL ALTO,otras vacunaciones,antirrabica canina,2006-12-01,1052,1052
EL CHORO,otras vacunaciones,antirrabica canina,2006-12-01,156,156
EL PUENTE(STC),otras vacunaciones,antirrabica canina,2006-12-01,3,3
EL PUENTE(TJA),otras vacunaciones,antirrabica canina,2006-12-01,110,110
ENTRE RIOS,otras vacunaciones,antirrabica canina,2006-12-01,1048,1048
ENTRE RIOS,otras vacunaciones,antirrabica canina,2006-12-01,1802,1802
ESMERALDA,otras vacunaciones,antirrabica canina,2006-12-01,5,5
EUCALIPTUS,otras vacunaciones,antirrabica canina,2006-12-01,11,11
FERNANDEZ ALONSO,otras vacunaciones,antirrabica canina,2006-12-01,408,408
GENERAL SAAVEDRA,otras vacunaciones,antirrabica canina,2006-12-01,305,305
GUAYARAMERIN,otras vacunaciones,antirrabica canina,2006-12-01,5022,5022
HUACARETA,otras vacunaciones,antirrabica canina,2006-12-01,637,637
HUACHACALLA,otras vacunaciones,antirrabica canina,2006-12-01,18,18
HUANUNI,otras vacunaciones,antirrabica canina,2006-12-01,86,86
HUARACAJE,otras vacunaciones,antirrabica canina,2006-12-01,850,850
HUAYLLAMARCA,otras vacunaciones,antirrabica canina,2006-12-01,60,60
INCAHUASI,otras vacunaciones,antirrabica canina,2006-12-01,96,96
JESUS DE MACHACA,otras vacunaciones,antirrabica canina,2006-12-01,948,948
LA GUARDIA,otras vacunaciones,antirrabica canina,2006-12-01,20,20
LA PAZ,otras vacunaciones,antirrabica canina,2006-12-01,1621,1621
LAJA,otras vacunaciones,antirrabica canina,2006-12-01,756,756
LLALLAGUA,otras vacunaciones,antirrabica canina,2006-12-01,160,160
MACHACAMARCA,otras vacunaciones,antirrabica canina,2006-12-01,42,42
MAIRANA,otras vacunaciones,antirrabica canina,2006-12-01,10,10
MINEROS,otras vacunaciones,antirrabica canina,2006-12-01,150,150
MIZQUE,otras vacunaciones,antirrabica canina,2006-12-01,161,161
MOJOCOYA,otras vacunaciones,antirrabica canina,2006-12-01,42,42
MONTEAGUDO,otras vacunaciones,antirrabica canina,2006-12-01,4943,4943
MONTERO,otras vacunaciones,antirrabica canina,2006-12-01,216,216
MOROCHATA,otras vacunaciones,antirrabica canina,2006-12-01,243,243
OCURI,otras vacunaciones,antirrabica canina,2006-12-01,95,95
OMEREQUE,otras vacunaciones,antirrabica canina,2006-12-01,20,20
ORURO,otras vacunaciones,antirrabica canina,2006-12-01,25,25
PADCAYA,otras vacunaciones,antirrabica canina,2006-12-01,2954,2954
PADILLA,otras vacunaciones,antirrabica canina,2006-12-01,571,571
PAILON,otras vacunaciones,antirrabica canina,2006-12-01,50,50
PAMPA GRANDE,otras vacunaciones,antirrabica canina,2006-12-01,155,155
PASORAPA,otras vacunaciones,antirrabica canina,2006-12-01,469,469
POCOATA,otras vacunaciones,antirrabica canina,2006-12-01,162,162
POCONA,otras vacunaciones,antirrabica canina,2006-12-01,33,33
POJO (CBBA),otras vacunaciones,antirrabica canina,2006-12-01,97,97
PORCO,otras vacunaciones,antirrabica canina,2006-12-01,193,193
POROMA,otras vacunaciones,antirrabica canina,2006-12-01,180,180
PORTACHUELO,otras vacunaciones,antirrabica canina,2006-12-01,1000,1000
POTOSI,otras vacunaciones,antirrabica canina,2006-12-01,20,20
PRESTO,otras vacunaciones,antirrabica canina,2006-12-01,55,55
PUCARANI,otras vacunaciones,antirrabica canina,2006-12-01,12,12
PUERTO VILLARROEL,otras vacunaciones,antirrabica canina,2006-12-01,466,466
PUNA,otras vacunaciones,antirrabica canina,2006-12-01,6,6
PUNATA,otras vacunaciones,antirrabica canina,2006-12-01,33,33
QUILLACOLLO,otras vacunaciones,antirrabica canina,2006-12-01,283,283
QUIRUSILLAS,otras vacunaciones,antirrabica canina,2006-12-01,59,59
RAVELO,otras vacunaciones,antirrabica canina,2006-12-01,380,380
ROBORE,otras vacunaciones,antirrabica canina,2006-12-01,378,378
SACABA,otras vacunaciones,antirrabica canina,2006-12-01,631,631
SACABAMBA,otras vacunaciones,antirrabica canina,2006-12-01,15,15
SAIPINA,otras vacunaciones,antirrabica canina,2006-12-01,16,16
SAN ANDRES DE MACHACA,otras vacunaciones,antirrabica canina,2006-12-01,61,61
SAN ANTONIO DE ESMORUCO,otras vacunaciones,antirrabica canina,2006-12-01,105,105
SAN BENITO,otras vacunaciones,antirrabica canina,2006-12-01,10,10
SAN BORJA,otras vacunaciones,antirrabica canina,2006-12-01,1,1
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica canina,2006-12-01,21,21
SAN JAVIER(STC),otras vacunaciones,antirrabica canina,2006-12-01,465,465
SAN JULIAN,otras vacunaciones,antirrabica canina,2006-12-01,16,16
SAN LORENZO(TJA),otras vacunaciones,antirrabica canina,2006-12-01,12,12
SAN MATIAS,otras vacunaciones,antirrabica canina,2006-12-01,100,100
SAN PABLO DE LIPEZ,otras vacunaciones,antirrabica canina,2006-12-01,88,88
SAN PEDRO,otras vacunaciones,antirrabica canina,2006-12-01,135,135
SAN PEDRO DE BUENA VISTA,otras vacunaciones,antirrabica canina,2006-12-01,154,154
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica canina,2006-12-01,6695,6695
