municipality,group,variable,month,Vacunaciones antiamarílica en personas a part,TOTAL
SANTA ROSA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,58,58
SANTA ROSA DEL SARA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,69,69
SANTIVAÑES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,72,72
SICA SICA (VILLA AROMA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,4,4
SICAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,2,2
SIPE SIPE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,141,141
SOPACHUY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,11,11
SORACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,5,5
SORATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,23,23
SUCRE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,2917,2917
TACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,11,11
TACACOMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,24,24
TACOBAMBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,59,59
TACOPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,54,54
TAPACARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,95,95
TARABUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,70,70
TARACO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,4,4
TARATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,47,47
TARIJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,490,490
TARVITA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,214,214
TIAWANACU,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,16,16
TINGUIPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,61,61
TIPUANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,9,9
TIQUIPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,39,39
TIRAQUE (CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,347,347
TOCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,12,12
TOLATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,6,6
TOLEDO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,29,29
TOMINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,12,12
TORO TORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,33,33
TOTORA(CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,300,300
TRINIDAD,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,549,549
TUPIZA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,30,30
TURCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,6,6
UMALA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,8,8
UNCIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,125,125
URIONDO (A. CONCEPCION),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,35,35
UYUNI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,8,8
VACAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,36,36
VALLEGRANDE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,31,31
VIACHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,8,8
VILA VILA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,35,35
VILLA MONTES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,367,367
VILLA RIVERO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,36,36
VILLA SERRANO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,1,1
VILLA TUNARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,322,322
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,24,24
VILLAZON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,54,54
VINTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,310,310
VITICHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,7,7
WARNES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,181,181
YACO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,21,21
YACUIBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,181,181
YAMPARAEZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,2,2
YANACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,4,4
YAPACANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,33,33
YOTALA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,8,8
ZUDAÑEZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-09-01,122,122
ACACIO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,2,2
ACHACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,396,396
ACHOCALLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,4,4
AIQUILE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,126,126
ALCALA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,46,46
ANCORAIMES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,3,3
ANDAMARCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,4,4
ANZALDO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,9,9
APOLO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,25,25
ARANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,17,17
ARBIETO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,124,124
ARQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,16,16
ASCENCION DE GUARAYOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,30,30
ATOCHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,206,206
AYATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,28,28
AYO AYO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,39,39
AZURDUY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,17,17
BATALLAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,29,29
BELEN DE URMIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,1,1
BELLA FLOR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,9,9
BERMEJO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,441,441
BETANZOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,757,757
BOLIVAR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,83,83
BOLPEBRA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,11,11
BUENA VISTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,79,79
CABEZAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,15,15
CAIROMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,8,8
"CAIZA ""D""",otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,138,138
CAJUATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,44,44
CALAMARCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,40,40
CAMARGO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,40,40
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,5,5
CAMIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,43,43
CAPINOTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,478,478
CAQUIAVIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,4,4
CARANAVI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,1228,1228
CARAPARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,8,8
CARIPUYO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,10,10
CARMEN RIVERO TORREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,197,197
CHACARILLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,2,2
CHALLAPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,44,44
CHAQUI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,3,3
CHARAGUA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,2,2
CHAYANTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,47,47
CHIMORE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,163,163
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,29,29
CHUMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,13,13
CLIZA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,121,121
COBIJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,519,519
COCHABAMBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,8753,8753
COLCAPIRHUA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,192,192
COLOMI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,38,38
COLPA BELGICA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,53,53
COLQUECHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,31,31
COLQUENCHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,4,4
COLQUIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,68,68
COMARAPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,19,19
COMBAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,2,2
CONCEPCION,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,31,31
COPACABANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,2,2
CORO CORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,62,62
COROICO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,35,35
COTAGAITA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,19,19
COTOCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,96,96
CUATRO CAÑADAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,14,14
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,15,15
CUEVO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,3,3
CULPINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,21,21
CURAHUARA DE CARANGAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,122,122
CURVA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,7,7
DESAGUADERO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,13,13
EL ALTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,7277,7277
EL CHORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,16,16
EL PUENTE(STC),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,8,8
EL TORNO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,102,102
EL VILLAR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,74,74
ENTRE RIOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,167,167
ENTRE RIOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,50,50
EXALTACION,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,1,1
FERNANDEZ ALONSO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,44,44
FILADELFIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,12,12
GENERAL SAAVEDRA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,24,24
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,5,5
GUANAY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,81,81
GUAQUI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,4,4
GUAYARAMERIN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,77,77
HUACARETA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,22,22
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,1,1
HUANUNI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,58,58
HUARACAJE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,73,73
HUAYLLAMARCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,21,21
ICHOCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,2,2
ICLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,24,24
INCAHUASI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,91,91
INGAVI (HUMAITA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,11,11
INQUISIVI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,68,68
IRUPANA (VILLA DE LANZA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,26,26
JESUS DE MACHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,33,33
LA ASUNTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,82,82
LA GUARDIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,134,134
LA PAZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,7060,7060
LAGUNILLAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,2,2
LAJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,15,15
LAS CARRERAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,46,46
LLALLAGUA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,195,195
LORETO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,41,41
LURIBAY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,36,36
MACHARETI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,99,99
MAGDALENA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,79,79
MAIRANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,18,18
MALLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,46,46
MAPIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,72,72
MECAPACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,4,4
MINEROS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,59,59
MIZQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,244,244
MOCOMOCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,8,8
MONTEAGUDO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,81,81
MONTERO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,477,477
MOROCHATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,274,274
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,4,4
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,6,6
OCURI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,14,14
OKINAWA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,15,15
OMEREQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,6,6
ORURO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,1262,1262
PADCAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,71,71
PADILLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,11,11
PAILON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,13,13
PALCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,85,85
PALOS BLANCOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,61,61
PAMPA AULLAGAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,2,2
PAMPA GRANDE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,21,21
PASORAPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,1,1
PATACAMAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,17,17
PELECHUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,6,6
POCOATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,20,20
POCONA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,34,34
POJO (CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,34,34
POOPO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,44,44
PORCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,4,4
POROMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,129,129
PORONGO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,37,37
PORTACHUELO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,26,26
PORVENIR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,74,74
POSTRER VALLE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,1,1
POTOSI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,265,265
PRESTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,24,24
PUCARANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,92,92
PUERTO ACOSTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,75,75
PUERTO CARABUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,9,9
PUERTO GONZALO MORENO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,11,11
PUERTO PEREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,15,15
PUERTO QUIJARRO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,77,77
PUERTO SUAREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,35,35
PUERTO VILLARROEL,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,166,166
PUNA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,91,91
PUNATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,126,126
QUIABAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,86,86
QUILLACOLLO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,817,817
QUIME,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,18,18
QUIRUSILLAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,53,53
RAVELO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,21,21
REYES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,2,2
RIBERALTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,190,190
ROBORE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,2,2
RURRENABAQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,90,90
SABAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,22,22
SACABA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,999,999
SACABAMBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,4,4
SACACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,97,97
SAIPINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,12,12
SALINAS DE GARCI MENDOZA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,2,2
SAMAIPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,4,4
SAN ANDRES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,39,39
SAN ANDRES DE MACHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,7,7
SAN ANTONIO DE LOMERIO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,48,48
SAN BENITO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,11,11
SAN BORJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,455,455
SAN BUENA VENTURA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,11,11
SAN CARLOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,23,23
SAN IGNACIO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,75,75
SAN IGNACIO DE VELASCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,19,19
SAN JAVIER(BNI),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,21,21
SAN JAVIER(STC),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,48,48
SAN JOAQUIN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,2,2
SAN JOSE DE CHIQUITOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,14,14
SAN JUAN DE YAPACANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,35,35
SAN JULIAN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,177,177
SAN LORENZO(PND),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,3,3
SAN LORENZO(TJA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,32,32
SAN LUCAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,126,126
SAN MATIAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,53,53
SAN MIGUEL DE VELASCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,1,1
SAN PEDRO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,90,90
SAN PEDRO DE BUENA VISTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,32,32
SAN PEDRO DE CURAHUARA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,5,5
SAN RAFAEL,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,10,10
SAN RAMON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,6,6
SAN RAMON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,46,46
SANTA ANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,51,51
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,10189,10189
SANTA ROSA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,57,57
SANTA ROSA DEL SARA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,57,57
SANTIVAÑES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,67,67
SANTUARIO DE QUILLACAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,57,57
SICA SICA (VILLA AROMA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,26,26
SICAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,10,10
SIPE SIPE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,53,53
SOPACHUY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,2,2
SORACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,2,2
SORATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,63,63
SUCRE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,4170,4170
TACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,10,10
TACACOMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,4,4
TACOBAMBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,82,82
TACOPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,238,238
TAPACARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,22,22
TARABUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,8,8
TARATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,110,110
TARIJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,3858,3858
TARVITA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,248,248
TEOPONTE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,32,32
TIAWANACU,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,28,28
TINGUIPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,28,28
TIPUANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,105,105
TIQUIPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,158,158
TIRAQUE (CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,316,316
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,2,2
TOCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,19,19
TOLATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,43,43
TOMINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,82,82
TORO TORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,69,69
TOTORA(CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,78,78
TRINIDAD,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,790,790
TUPIZA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,72,72
TURCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,18,18
UMALA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,48,48
UNCIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-10-01,31,31
