,group,variable,month,ANTIROTAVIRICA 1RA. DOSIS,ANTIROTAVIRICA 1RA. DOSIS,TOTALES
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,2,1,3
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,14,0,14
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,3,2,5
PASORAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,2,1,3
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,41,1,42
PAZÑA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,2,2,4
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,9,6,15
POCOATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,6,36,42
POCONA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,15,15,30
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,20,3,23
POOPO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,6,2,8
PORCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,31,5,36
POROMA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,14,15,29
PORONGO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,16,3,19
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,42,0,42
PORVENIR,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,11,1,12
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,2,0,2
POTOSI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,429,5,434
PRESTO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,1,12,13
PUCARA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,1,0,1
PUCARANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,22,17,39
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,4,10,14
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,11,14,25
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,6,2,8
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,2,5,7
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,23,10,33
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,10,4,14
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,23,5,28
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,100,10,110
PUNA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,9,15,24
PUNATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,44,2,46
QUIABAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,2,1,3
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,227,9,236
QUIME,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,6,8,14
QUIRUSILLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,1,1,2
RAVELO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,16,15,31
REYES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,17,38,55
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,263,38,301
ROBORE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,7,21,28
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,25,7,32
SABAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,3,0,3
SACABA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,236,4,240
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,3,1,4
SACACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,30,22,52
SAIPINA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,11,1,12
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,7,10,17
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,13,0,13
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,21,10,31
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,1,7,8
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,2,1,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,4,7,11
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,16,3,19
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,83,18,101
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,15,1,16
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,36,4,40
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,38,10,48
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,88,28,116
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,2,2,4
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,25,0,25
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,14,4,18
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,21,21,42
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,19,0,19
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,76,30,106
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,5,2,7
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,35,6,41
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,24,21,45
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,25,1,26
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,19,4,23
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,2,1,3
SAN PEDRO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,25,0,25
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,30,40,70
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,7,2,9
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,8,2,10
SAN PEDRO(PND),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,0,2,2
SAN RAFAEL,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,7,3,10
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,17,0,17
SANTA ANA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,25,1,26
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,2663,70,2733
SANTA ROSA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,30,3,33
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,17,2,19
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,3,6,9
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,9,7,16
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,6,8,14
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,3,1,4
SANTIVAÑES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,13,0,13
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,4,0,4
SAPAHAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,8,1,9
SENA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,6,0,6
SHINAOTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,38,5,43
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,13,11,24
SICAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,3,1,4
SIPE SIPE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,85,2,87
SOPACHUY,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,7,4,11
SORACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,12,3,15
SORATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,11,16,27
SUCRE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,494,22,516
TACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,1,0,1
TACACOMA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,12,2,14
TACOBAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,15,11,26
TACOPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,11,2,13
TAHUA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,0,6,6
TAPACARI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,31,14,45
TARABUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,10,11,21
TARACO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,6,2,8
TARATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,9,7,16
TARIJA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,370,8,378
TARVITA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,19,10,29
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,16,6,22
TIAWANACU,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,18,9,27
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,23,15,38
TIPUANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,13,1,14
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,92,51,143
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,26,16,42
TOCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,1,0,1
TOLATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,5,3,8
TOLEDO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,6,3,9
TOMAVE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,12,14,26
TOMINA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,3,9,12
TORO TORO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,8,19,27
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,20,8,28
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,1,1,2
TRIGAL,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,3,1,4
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,257,1,258
TUPIZA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,77,14,91
TURCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,4,1,5
UMALA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,3,5,8
UNCIA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,17,14,31
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,24,7,31
URUBICHA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,8,5,13
UYUNI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,39,2,41
VACAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,8,12,20
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,18,2,20
VIACHA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,90,9,99
VILA VILA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,8,5,13
VILLA CHARCAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,14,4,18
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,69,12,81
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,2,3,5
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,13,3,16
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,5,6,11
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,121,22,143
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,13,6,19
VILLAZON,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,59,10,69
VINTO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,91,1,92
VITICHI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,9,4,13
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,4,1,5
WARNES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,209,19,228
YACO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,5,3,8
YACUIBA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,123,20,143
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,7,2,9
YANACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,8,1,9
YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,103,4,107
YOCALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,13,1,14
YOTALA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,6,4,10
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,2,6,8
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-09-01,2,6,8
ACACIO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,3,8,11
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,35,20,55
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,13,7,20
AIQUILE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,38,17,55
ALALAY,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,1,5,6
ALCALA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,2,0,2
ALTO BENI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,19,1,20
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,10,16,26
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,1,3,4
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,6,0,6
ANZALDO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,1,12,13
APOLO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,32,10,42
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,0,8,8
ARANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,20,6,26
ARBIETO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,19,13,32
ARQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,13,2,15
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,64,1,65
ATOCHA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,14,5,19
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,2,6,8
AYATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,7,5,12
AYO AYO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,9,3,12
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,25,31,56
AZURDUY,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,9,7,16
BATALLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,21,16,37
BAURES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,13,1,14
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,1,1,2
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,0,8,8
BERMEJO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,39,19,58
BETANZOS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,41,14,55
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,4,9,13
BOLPEBRA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,1,5,6
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,6,3,9
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,15,1,16
CABEZAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,38,27,65
CAIROMA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,11,9,20
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,8,6,14
CAJUATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,16,5,21
CALACOTO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,2,9,11
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,11,10,21
CAMARGO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,18,8,26
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,3,1,4
CAMIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,69,1,70
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,34,1,35
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,12,5,17
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,20,10,30
CARANAVI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,67,12,79
CARAPARI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,21,5,26
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,2,15,17
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,5,3,8
CATACORA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,0,1,1
CHACARILLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,1,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,45,14,59
CHAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,7,3,10
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,25,42,67
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,4,0,4
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,21,13,34
CHIMORE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,30,3,33
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,1,0,1
CHOQUE COTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,0,1,1
CHUA COCANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,2,2,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,27,15,42
CHUMA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,4,10,14
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,20,1,21
CKOCHAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,21,9,30
CLIZA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,24,7,31
COBIJA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,132,8,140
COCAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,12,27,39
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,1307,16,1323
COIPASA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,2,1,3
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,96,2,98
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,16,3,19
COLLANA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,4,0,4
COLOMI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,27,2,29
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,7,1,8
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,29,46,75
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,11,0,11
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,8,27,35
COMANCHE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,2,3,5
COMARAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,23,7,30
COMBAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,0,5,5
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,52,7,59
COPACABANA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,24,13,37
CORIPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,17,16,33
CORO CORO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,9,4,13
COROICO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,18,4,22
CORQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,5,2,7
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,21,12,33
COTOCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,122,20,142
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,35,6,41
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,2,1,3
CUEVO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,4,4,8
CULPINA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,23,16,39
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,7,3,10
CURVA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,0,3,3
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,10,1,11
EL ALTO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,1509,107,1616
EL CHORO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,8,2,10
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,21,9,30
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,12,4,16
EL TORNO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,98,1,99
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,6,0,6
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,23,22,45
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,79,3,82
ESCOMA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,6,3,9
ESMERALDA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,0,1,1
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-10-01,3,3,6
