,group,variable,month,PENTAVALENTE 3RA. DOSIS,PENTAVALENTE 3RA. DOSIS,TOTALES
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,17,11,28
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,70,28,98
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,21,10,31
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,3,13,16
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,7,7,14
CATACORA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,2,0,2
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,41,21,62
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,13,7,20
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,37,71,108
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,3,1,4
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,14,22,36
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,44,8,52
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,1,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,23,6,29
CHUMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,8,10,18
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,11,6,17
CKOCHAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,15,13,28
CLIZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,33,9,42
COBIJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,97,29,126
COCAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,19,25,44
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,1140,9,1149
COIPASA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,2,0,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,116,11,127
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,15,5,20
COLLANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,1,1,2
COLOMI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,25,10,35
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,13,3,16
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,34,48,82
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,14,5,19
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,15,29,44
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,3,4,7
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,25,2,27
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,1,4,5
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,34,13,47
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,7,9,16
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,23,1,24
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,6,3,9
COROICO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,25,15,40
CORQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,2,0,2
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,17,20,37
COTOCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,122,7,129
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,34,15,49
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,2,0,2
CUEVO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,3,4,7
CULPINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,11,15,26
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,4,0,4
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,8,0,8
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,1408,196,1604
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,1,7,8
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,33,9,42
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,19,8,27
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,94,10,104
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,2,0,2
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,23,16,39
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,69,10,79
ESCOMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,5,2,7
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,3,2,5
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,3,0,3
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,6,0,6
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,26,11,37
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,4,6,10
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,30,6,36
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,3,13,16
GUANAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,27,6,33
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,3,6,9
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,102,30,132
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,29,10,39
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,12,4,16
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,5,0,5
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,41,14,55
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,7,0,7
HUARINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,2,0,2
HUATAJATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,5,0,5
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,6,2,8
HUMANATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,0,2,2
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,6,1,7
ICLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,4,6,10
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,10,16,26
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,6,21,27
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,16,15,31
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,11,5,16
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,12,0,12
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,95,15,110
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,171,2,173
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,1191,22,1213
LA RIVERA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,1,0,1
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,11,11,22
LAJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,12,3,15
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,3,0,3
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,1,2,3
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,52,50,102
LLICA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,9,1,10
LORETO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,1,40,41
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,3,1,4
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,10,0,10
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,9,3,12
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,13,11,24
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,10,0,10
MALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,2,1,3
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,37,0,37
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,13,4,17
MINEROS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,27,5,32
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,49,10,59
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,10,13,23
MOJINETE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,0,1,1
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,3,2,5
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,35,8,43
MONTERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,220,11,231
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,2,0,2
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,2,14,16
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,2,6,8
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,5,2,7
OCURI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,9,20,29
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,26,2,28
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,4,4,8
ORURO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,505,3,508
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,16,10,26
PADILLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,11,6,17
PAILON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,45,71,116
PALCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,13,7,20
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,46,22,68
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,1,2,3
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,7,0,7
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,5,2,7
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,3,0,3
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,22,26,48
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,7,2,9
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,13,10,23
POCOATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,14,34,48
POCONA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,10,8,18
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,13,6,19
POOPO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,10,2,12
PORCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,30,0,30
POROMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,9,12,21
PORONGO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,21,6,27
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,38,7,45
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,17,4,21
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,0,1,1
POTOSI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,382,14,396
PRESTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,4,11,15
PUCARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,2,1,3
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,27,20,47
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,11,12,23
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,5,20,25
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,3,2,5
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,6,1,7
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,23,10,33
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,11,5,16
PUERTO SILES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,2,0,2
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,28,3,31
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,124,13,137
PUNA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,19,15,34
PUNATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,37,1,38
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,1,1,2
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,193,19,212
QUIME,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,9,5,14
QUIRUSILLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,3,1,4
RAVELO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,12,19,31
REYES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,21,14,35
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,245,57,302
ROBORE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,27,3,30
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,35,16,51
SACABA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,239,11,250
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,6,0,6
SACACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,28,24,52
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,6,6,12
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,10,7,17
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,11,1,12
SAN AGUSTIN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,2,0,2
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,18,10,28
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,4,0,4
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,2,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,7,8,15
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,8,2,10
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,66,37,103
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,17,5,22
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,40,9,49
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,47,19,66
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,90,28,118
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,5,5,10
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,30,0,30
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,9,3,12
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,41,2,43
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,16,1,17
SAN JULIAN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,67,34,101
SAN LORENZO(PND),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,5,5,10
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,19,11,30
SAN LUCAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,28,19,47
SAN MATIAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,25,8,33
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,17,0,17
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,4,0,4
SAN PEDRO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,18,3,21
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,27,39,66
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,4,4,8
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,0,1,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,5,4,9
SAN PEDRO(PND),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,0,1,1
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,6,3,9
SAN RAMON BENI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,1,19,20
SAN RAMON SCZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,15,2,17
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,44,13,57
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,2710,64,2774
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,22,20,42
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,24,2,26
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,3,5,8
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,2,6,8
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,8,6,14
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,7,1,8
SANTIVAÑES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,3,0,3
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,6,2,8
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,10,1,11
SENA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,4,7,11
SHINAOTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,44,2,46
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,14,10,24
SICAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,5,2,7
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,75,4,79
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,2,4,6
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,10,4,14
SORATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,13,31,44
SUCRE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,498,16,514
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,11,1,12
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,10,8,18
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,7,2,9
TAHUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,1,1,2
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,23,13,36
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,9,12,21
TARACO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,2,0,2
TARATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,13,1,14
TARIJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,391,12,403
TARVITA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,12,10,22
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,15,3,18
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,15,6,21
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,34,18,52
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,21,4,25
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,83,38,121
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,19,12,31
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,1,0,1
TOCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,7,3,10
TOLATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,5,4,9
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,2,3,5
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,15,4,19
TOMINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,2,6,8
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,9,14,23
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,26,9,35
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,4,5,9
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,2,1,3
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,221,10,231
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,79,6,85
TURCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,3,1,4
UMALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,5,8,13
UNCIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,36,12,48
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,12,8,20
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,9,5,14
UYUNI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,58,3,61
VACAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,10,7,17
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,18,2,20
VIACHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,87,27,114
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,7,4,11
VILLA CHARCAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,15,5,20
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,80,14,94
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,2,0,2
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,12,8,20
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,15,10,25
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-11-01,115,8,123
