,group,variable,month,PENTAVALENTE 1RA. DOSIS,PENTAVALENTE 1RA. DOSIS,TOTALES
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,12,2,14
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,7,10,17
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,13,0,13
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,22,13,35
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,1,7,8
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,2,1,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,4,7,11
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,16,3,19
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,93,21,114
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,15,2,17
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,36,4,40
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,36,21,57
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,88,29,117
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,3,6,9
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,28,0,28
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,16,4,20
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,30,22,52
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,19,1,20
SAN JULIAN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,78,30,108
SAN LORENZO(PND),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,5,5,10
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,38,6,44
SAN LUCAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,24,22,46
SAN MATIAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,26,1,27
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,18,4,22
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,7,1,8
SAN PEDRO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,25,0,25
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,30,42,72
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,7,2,9
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,8,2,10
SAN PEDRO(PND),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,0,2,2
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,7,3,10
SAN RAMON SCZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,17,0,17
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,27,2,29
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,2745,57,2802
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,27,7,34
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,17,2,19
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,3,6,9
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,9,7,16
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,8,9,17
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,3,1,4
SANTIVAÑES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,13,0,13
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,4,0,4
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,7,1,8
SENA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,8,0,8
SHINAOTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,40,5,45
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,19,11,30
SICAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,3,1,4
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,100,2,102
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,7,5,12
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,13,3,16
SORATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,11,15,26
SUCRE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,519,22,541
TACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,1,0,1
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,12,1,13
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,15,11,26
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,11,2,13
TAHUA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,0,3,3
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,26,18,44
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,10,11,21
TARACO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,6,2,8
TARATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,9,7,16
TARIJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,376,8,384
TARVITA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,19,10,29
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,15,6,21
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,18,9,27
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,23,16,39
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,15,1,16
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,96,53,149
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,26,16,42
TOCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,1,0,1
TOLATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,5,3,8
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,6,3,9
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,12,14,26
TOMINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,3,9,12
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,8,18,26
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,20,8,28
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,1,1,2
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,3,1,4
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,281,1,282
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,77,17,94
TURCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,4,1,5
UMALA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,4,7,11
UNCIA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,17,14,31
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,22,7,29
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,8,5,13
UYUNI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,44,8,52
VACAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,8,12,20
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,17,2,19
VIACHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,93,9,102
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,8,5,13
VILLA CHARCAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,14,4,18
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,70,13,83
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,2,2,4
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,13,3,16
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,5,6,11
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,124,22,146
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,14,6,20
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,64,12,76
VINTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,93,2,95
VITICHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,9,4,13
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,4,1,5
WARNES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,224,19,243
YACO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,5,3,8
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,134,26,160
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,9,3,12
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,8,1,9
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,107,6,113
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,14,1,15
YOTALA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,6,4,10
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,2,6,8
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-09-01,2,5,7
ACACIO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,3,8,11
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,41,24,65
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,15,6,21
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,38,16,54
ALALAY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,1,5,6
ALCALA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,2,0,2
ALTO BENI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,19,1,20
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,10,16,26
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,1,3,4
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,6,0,6
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,1,12,13
APOLO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,33,12,45
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,0,8,8
ARANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,20,6,26
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,17,14,31
ARQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,13,2,15
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,72,1,73
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,18,6,24
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,2,6,8
AYATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,7,6,13
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,8,3,11
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,27,31,58
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,9,7,16
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,22,14,36
BAURES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,12,1,13
BELEN DE URMIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,1,1,2
BELLA FLOR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,0,8,8
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,39,20,59
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,41,14,55
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,5,9,14
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,0,5,5
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,7,3,10
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,16,1,17
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,43,28,71
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,12,9,21
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,8,6,14
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,16,5,21
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,2,9,11
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,12,11,23
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,18,8,26
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,3,1,4
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,70,1,71
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,35,1,36
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,12,5,17
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,23,11,34
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,67,12,79
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,22,6,28
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,2,15,17
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,6,3,9
CATACORA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,0,1,1
CHACARILLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,1,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,48,20,68
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,7,3,10
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,38,48,86
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,4,0,4
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,21,13,34
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,32,3,35
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,1,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,2,2,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,31,17,48
CHUMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,4,10,14
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,20,1,21
CKOCHAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,21,9,30
CLIZA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,24,7,31
COBIJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,135,7,142
COCAPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,11,27,38
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,1335,17,1352
COIPASA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,2,1,3
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,114,10,124
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,16,3,19
COLLANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,4,0,4
COLOMI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,31,6,37
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,7,1,8
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,29,50,79
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,10,0,10
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,9,25,34
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,2,3,5
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,23,7,30
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,0,5,5
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,52,7,59
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,24,13,37
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,20,18,38
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,10,4,14
COROICO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,19,5,24
CORQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,5,2,7
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,25,12,37
COTOCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,132,23,155
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,35,6,41
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,0,1,1
CUEVO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,4,4,8
CULPINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,22,15,37
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,7,3,10
CURVA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,1,3,4
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,13,1,14
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,1639,141,1780
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,8,2,10
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,21,9,30
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,15,4,19
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,97,1,98
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,6,0,6
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,23,23,46
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,78,5,83
ESCOMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,9,3,12
ESMERALDA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,0,1,1
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,3,3,6
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,2,2,4
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,1,0,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,32,6,38
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,7,5,12
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,25,4,29
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,6,21,27
GUANAY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,16,4,20
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,4,4,8
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,88,12,100
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,14,8,22
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,15,2,17
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,0,1,1
HUACHACALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,2,0,2
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,59,6,65
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,4,0,4
HUARINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,3,4,7
HUATAJATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,3,0,3
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,4,1,5
HUMANATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,1,1,2
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,1,5,6
ICLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,1,8,9
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,12,12,24
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,15,16,31
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,14,3,17
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,25,6,31
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,9,2,11
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,87,9,96
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,171,1,172
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,1387,32,1419
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,6,3,9
LAJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,18,9,27
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,4,0,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,2,1,3
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,58,33,91
LLICA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,10,2,12
LORETO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,8,1,9
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,3,5,8
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,4,0,4
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,6,3,9
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,13,4,17
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,21,1,22
MALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,2,4,6
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,32,1,33
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,12,8,20
MINEROS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,43,5,48
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,46,14,60
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,13,11,24
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,9,4,13
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,39,4,43
MONTERO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-10-01,269,14,283
