,group,variable,month,BCG,BCG,TOTALES
SAN BORJA,vacunaciones en menores de 1 ano,bcg,2013-10-01,84,47,131
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,bcg,2013-10-01,24,2,26
SAN CARLOS,vacunaciones en menores de 1 ano,bcg,2013-10-01,28,1,29
SAN IGNACIO,vacunaciones en menores de 1 ano,bcg,2013-10-01,32,20,52
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,bcg,2013-10-01,131,14,145
SAN JAVIER(STC),vacunaciones en menores de 1 ano,bcg,2013-10-01,35,1,36
SAN JOAQUIN,vacunaciones en menores de 1 ano,bcg,2013-10-01,8,5,13
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,bcg,2013-10-01,30,1,31
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,bcg,2013-10-01,13,0,13
SAN JULIAN,vacunaciones en menores de 1 ano,bcg,2013-10-01,67,6,73
SAN LORENZO(PND),vacunaciones en menores de 1 ano,bcg,2013-10-01,2,16,18
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,bcg,2013-10-01,8,3,11
SAN LUCAS,vacunaciones en menores de 1 ano,bcg,2013-10-01,17,19,36
SAN MATIAS,vacunaciones en menores de 1 ano,bcg,2013-10-01,22,0,22
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,bcg,2013-10-01,17,1,18
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,bcg,2013-10-01,4,0,4
SAN PEDRO,vacunaciones en menores de 1 ano,bcg,2013-10-01,15,0,15
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2013-10-01,36,54,90
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,bcg,2013-10-01,0,2,2
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,bcg,2013-10-01,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,bcg,2013-10-01,3,3,6
SAN PEDRO(PND),vacunaciones en menores de 1 ano,bcg,2013-10-01,0,4,4
SAN RAFAEL,vacunaciones en menores de 1 ano,bcg,2013-10-01,6,5,11
SAN RAMON BENI,vacunaciones en menores de 1 ano,bcg,2013-10-01,0,14,14
SAN RAMON SCZ,vacunaciones en menores de 1 ano,bcg,2013-10-01,14,0,14
SANTA ANA,vacunaciones en menores de 1 ano,bcg,2013-10-01,22,1,23
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,bcg,2013-10-01,3246,161,3407
SANTA ROSA,vacunaciones en menores de 1 ano,bcg,2013-10-01,15,6,21
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,bcg,2013-10-01,8,5,13
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,bcg,2013-10-01,1,6,7
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,bcg,2013-10-01,8,6,14
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,bcg,2013-10-01,3,7,10
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,bcg,2013-10-01,0,3,3
SANTIVAÑES,vacunaciones en menores de 1 ano,bcg,2013-10-01,3,4,7
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,bcg,2013-10-01,5,2,7
SAPAHAQUI,vacunaciones en menores de 1 ano,bcg,2013-10-01,2,6,8
SENA,vacunaciones en menores de 1 ano,bcg,2013-10-01,8,2,10
SHINAOTA,vacunaciones en menores de 1 ano,bcg,2013-10-01,33,3,36
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,bcg,2013-10-01,11,22,33
SICAYA,vacunaciones en menores de 1 ano,bcg,2013-10-01,2,4,6
SIPE SIPE,vacunaciones en menores de 1 ano,bcg,2013-10-01,66,2,68
SOPACHUY,vacunaciones en menores de 1 ano,bcg,2013-10-01,7,2,9
SORACACHI,vacunaciones en menores de 1 ano,bcg,2013-10-01,2,7,9
SORATA,vacunaciones en menores de 1 ano,bcg,2013-10-01,18,27,45
SUCRE,vacunaciones en menores de 1 ano,bcg,2013-10-01,542,7,549
TACACHI,vacunaciones en menores de 1 ano,bcg,2013-10-01,2,0,2
TACACOMA,vacunaciones en menores de 1 ano,bcg,2013-10-01,5,3,8
TACOBAMBA,vacunaciones en menores de 1 ano,bcg,2013-10-01,8,7,15
TACOPAYA,vacunaciones en menores de 1 ano,bcg,2013-10-01,7,6,13
TAHUA,vacunaciones en menores de 1 ano,bcg,2013-10-01,1,2,3
TAPACARI,vacunaciones en menores de 1 ano,bcg,2013-10-01,16,11,27
TARABUCO,vacunaciones en menores de 1 ano,bcg,2013-10-01,22,11,33
TARACO,vacunaciones en menores de 1 ano,bcg,2013-10-01,6,2,8
TARATA,vacunaciones en menores de 1 ano,bcg,2013-10-01,8,4,12
TARIJA,vacunaciones en menores de 1 ano,bcg,2013-10-01,466,3,469
TARVITA,vacunaciones en menores de 1 ano,bcg,2013-10-01,16,3,19
TEOPONTE,vacunaciones en menores de 1 ano,bcg,2013-10-01,17,3,20
TIAWANACU,vacunaciones en menores de 1 ano,bcg,2013-10-01,20,9,29
TINGUIPAYA,vacunaciones en menores de 1 ano,bcg,2013-10-01,14,28,42
TIPUANI,vacunaciones en menores de 1 ano,bcg,2013-10-01,10,1,11
TIQUIPAYA,vacunaciones en menores de 1 ano,bcg,2013-10-01,116,14,130
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,bcg,2013-10-01,22,4,26
TOCO,vacunaciones en menores de 1 ano,bcg,2013-10-01,7,0,7
TOLATA,vacunaciones en menores de 1 ano,bcg,2013-10-01,6,0,6
TOLEDO,vacunaciones en menores de 1 ano,bcg,2013-10-01,5,3,8
TOMAVE,vacunaciones en menores de 1 ano,bcg,2013-10-01,5,8,13
TOMINA,vacunaciones en menores de 1 ano,bcg,2013-10-01,4,3,7
TORO TORO,vacunaciones en menores de 1 ano,bcg,2013-10-01,10,21,31
TOTORA(CBBA),vacunaciones en menores de 1 ano,bcg,2013-10-01,25,9,34
TOTORA(ORR),vacunaciones en menores de 1 ano,bcg,2013-10-01,4,1,5
TRINIDAD,vacunaciones en menores de 1 ano,bcg,2013-10-01,317,0,317
TUPIZA,vacunaciones en menores de 1 ano,bcg,2013-10-01,82,12,94
TURCO,vacunaciones en menores de 1 ano,bcg,2013-10-01,1,0,1
UMALA,vacunaciones en menores de 1 ano,bcg,2013-10-01,1,16,17
UNCIA,vacunaciones en menores de 1 ano,bcg,2013-10-01,39,11,50
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,bcg,2013-10-01,14,3,17
URUBICHA,vacunaciones en menores de 1 ano,bcg,2013-10-01,10,0,10
UYUNI,vacunaciones en menores de 1 ano,bcg,2013-10-01,55,6,61
VACAS,vacunaciones en menores de 1 ano,bcg,2013-10-01,1,6,7
VALLEGRANDE,vacunaciones en menores de 1 ano,bcg,2013-10-01,34,0,34
VIACHA,vacunaciones en menores de 1 ano,bcg,2013-10-01,48,9,57
VILA VILA,vacunaciones en menores de 1 ano,bcg,2013-10-01,0,4,4
VILLA CHARCAS,vacunaciones en menores de 1 ano,bcg,2013-10-01,9,9,18
VILLA MONTES,vacunaciones en menores de 1 ano,bcg,2013-10-01,76,3,79
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,bcg,2013-10-01,2,7,9
VILLA RIVERO,vacunaciones en menores de 1 ano,bcg,2013-10-01,6,5,11
VILLA SERRANO,vacunaciones en menores de 1 ano,bcg,2013-10-01,5,1,6
VILLA TUNARI,vacunaciones en menores de 1 ano,bcg,2013-10-01,147,10,157
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,bcg,2013-10-01,11,9,20
VILLAZON,vacunaciones en menores de 1 ano,bcg,2013-10-01,52,3,55
VINTO,vacunaciones en menores de 1 ano,bcg,2013-10-01,91,0,91
VITICHI,vacunaciones en menores de 1 ano,bcg,2013-10-01,7,8,15
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,bcg,2013-10-01,0,4,4
WARNES,vacunaciones en menores de 1 ano,bcg,2013-10-01,146,1,147
YACO,vacunaciones en menores de 1 ano,bcg,2013-10-01,8,6,14
YACUIBA,vacunaciones en menores de 1 ano,bcg,2013-10-01,166,11,177
YAMPARAEZ,vacunaciones en menores de 1 ano,bcg,2013-10-01,8,1,9
YANACACHI,vacunaciones en menores de 1 ano,bcg,2013-10-01,6,5,11
YAPACANI,vacunaciones en menores de 1 ano,bcg,2013-10-01,91,8,99
YOCALLA,vacunaciones en menores de 1 ano,bcg,2013-10-01,10,2,12
YOTALA,vacunaciones en menores de 1 ano,bcg,2013-10-01,6,2,8
YUNCHARA,vacunaciones en menores de 1 ano,bcg,2013-10-01,0,7,7
ZUDAÑEZ,vacunaciones en menores de 1 ano,bcg,2013-10-01,6,1,7
ACACIO,vacunaciones en menores de 1 ano,bcg,2013-11-01,2,3,5
ACHACACHI,vacunaciones en menores de 1 ano,bcg,2013-11-01,36,29,65
ACHOCALLA,vacunaciones en menores de 1 ano,bcg,2013-11-01,10,4,14
AIQUILE,vacunaciones en menores de 1 ano,bcg,2013-11-01,32,6,38
ALALAY,vacunaciones en menores de 1 ano,bcg,2013-11-01,0,1,1
ALCALA,vacunaciones en menores de 1 ano,bcg,2013-11-01,3,0,3
ALTO BENI,vacunaciones en menores de 1 ano,bcg,2013-11-01,10,0,10
ANCORAIMES,vacunaciones en menores de 1 ano,bcg,2013-11-01,5,24,29
ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2013-11-01,0,2,2
ANTEQUERA,vacunaciones en menores de 1 ano,bcg,2013-11-01,3,4,7
ANZALDO,vacunaciones en menores de 1 ano,bcg,2013-11-01,8,3,11
APOLO,vacunaciones en menores de 1 ano,bcg,2013-11-01,11,11,22
ARAMPAMPA,vacunaciones en menores de 1 ano,bcg,2013-11-01,2,5,7
ARANI,vacunaciones en menores de 1 ano,bcg,2013-11-01,20,1,21
ARBIETO,vacunaciones en menores de 1 ano,bcg,2013-11-01,10,8,18
ARQUE,vacunaciones en menores de 1 ano,bcg,2013-11-01,25,3,28
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,bcg,2013-11-01,82,0,82
ATOCHA,vacunaciones en menores de 1 ano,bcg,2013-11-01,15,16,31
AUCAPATA,vacunaciones en menores de 1 ano,bcg,2013-11-01,0,3,3
AYATA,vacunaciones en menores de 1 ano,bcg,2013-11-01,5,8,13
AYO AYO,vacunaciones en menores de 1 ano,bcg,2013-11-01,4,12,16
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,bcg,2013-11-01,21,24,45
AZURDUY,vacunaciones en menores de 1 ano,bcg,2013-11-01,9,8,17
BATALLAS,vacunaciones en menores de 1 ano,bcg,2013-11-01,12,18,30
BAURES,vacunaciones en menores de 1 ano,bcg,2013-11-01,9,1,10
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2013-11-01,2,1,3
BELEN DE URMIRI,vacunaciones en menores de 1 ano,bcg,2013-11-01,0,1,1
BELLA FLOR,vacunaciones en menores de 1 ano,bcg,2013-11-01,0,2,2
BERMEJO,vacunaciones en menores de 1 ano,bcg,2013-11-01,48,1,49
BETANZOS,vacunaciones en menores de 1 ano,bcg,2013-11-01,26,26,52
BOLIVAR,vacunaciones en menores de 1 ano,bcg,2013-11-01,3,12,15
BOYUIBE,vacunaciones en menores de 1 ano,bcg,2013-11-01,3,0,3
BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2013-11-01,11,3,14
CABEZAS,vacunaciones en menores de 1 ano,bcg,2013-11-01,12,96,108
CAIROMA,vacunaciones en menores de 1 ano,bcg,2013-11-01,6,10,16
"CAIZA ""D""",vacunaciones en menores de 1 ano,bcg,2013-11-01,11,6,17
CAJUATA,vacunaciones en menores de 1 ano,bcg,2013-11-01,12,5,17
CALACOTO,vacunaciones en menores de 1 ano,bcg,2013-11-01,2,7,9
CALAMARCA,vacunaciones en menores de 1 ano,bcg,2013-11-01,3,13,16
CAMARGO,vacunaciones en menores de 1 ano,bcg,2013-11-01,25,4,29
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,bcg,2013-11-01,3,0,3
CAMIRI,vacunaciones en menores de 1 ano,bcg,2013-11-01,80,2,82
CAPINOTA,vacunaciones en menores de 1 ano,bcg,2013-11-01,27,4,31
CAQUIAVIRI,vacunaciones en menores de 1 ano,bcg,2013-11-01,7,2,9
CARACOLLO,vacunaciones en menores de 1 ano,bcg,2013-11-01,11,10,21
CARANAVI,vacunaciones en menores de 1 ano,bcg,2013-11-01,87,32,119
CARAPARI,vacunaciones en menores de 1 ano,bcg,2013-11-01,7,0,7
CARIPUYO,vacunaciones en menores de 1 ano,bcg,2013-11-01,1,16,17
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,bcg,2013-11-01,0,6,6
CATACORA,vacunaciones en menores de 1 ano,bcg,2013-11-01,0,1,1
CHALLAPATA,vacunaciones en menores de 1 ano,bcg,2013-11-01,40,28,68
CHAQUI,vacunaciones en menores de 1 ano,bcg,2013-11-01,2,4,6
CHARAGUA,vacunaciones en menores de 1 ano,bcg,2013-11-01,13,33,46
CHARAÑA,vacunaciones en menores de 1 ano,bcg,2013-11-01,1,0,1
CHAYANTA,vacunaciones en menores de 1 ano,bcg,2013-11-01,3,18,21
CHIMORE,vacunaciones en menores de 1 ano,bcg,2013-11-01,18,8,26
CHIPAYA,vacunaciones en menores de 1 ano,bcg,2013-11-01,0,1,1
CHOQUE COTA,vacunaciones en menores de 1 ano,bcg,2013-11-01,0,1,1
CHUA COCANI,vacunaciones en menores de 1 ano,bcg,2013-11-01,2,4,6
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,bcg,2013-11-01,384,1,385
CHUMA,vacunaciones en menores de 1 ano,bcg,2013-11-01,1,1,2
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,bcg,2013-11-01,4,14,18
CKOCHAS,vacunaciones en menores de 1 ano,bcg,2013-11-01,13,10,23
CLIZA,vacunaciones en menores de 1 ano,bcg,2013-11-01,24,6,30
COBIJA,vacunaciones en menores de 1 ano,bcg,2013-11-01,145,0,145
COCAPATA,vacunaciones en menores de 1 ano,bcg,2013-11-01,8,22,30
COCHABAMBA,vacunaciones en menores de 1 ano,bcg,2013-11-01,1544,6,1550
COIPASA,vacunaciones en menores de 1 ano,bcg,2013-11-01,3,0,3
COLCAPIRHUA,vacunaciones en menores de 1 ano,bcg,2013-11-01,74,0,74
"COLCHA ""K""",vacunaciones en menores de 1 ano,bcg,2013-11-01,9,4,13
COLLANA,vacunaciones en menores de 1 ano,bcg,2013-11-01,0,5,5
COLOMI,vacunaciones en menores de 1 ano,bcg,2013-11-01,22,13,35
COLPA BELGICA,vacunaciones en menores de 1 ano,bcg,2013-11-01,2,10,12
COLQUECHACA,vacunaciones en menores de 1 ano,bcg,2013-11-01,15,44,59
COLQUENCHA,vacunaciones en menores de 1 ano,bcg,2013-11-01,3,8,11
COLQUIRI,vacunaciones en menores de 1 ano,bcg,2013-11-01,27,21,48
COMANCHE,vacunaciones en menores de 1 ano,bcg,2013-11-01,1,0,1
COMARAPA,vacunaciones en menores de 1 ano,bcg,2013-11-01,33,6,39
COMBAYA,vacunaciones en menores de 1 ano,bcg,2013-11-01,1,2,3
CONCEPCION,vacunaciones en menores de 1 ano,bcg,2013-11-01,25,8,33
COPACABANA,vacunaciones en menores de 1 ano,bcg,2013-11-01,14,3,17
CORIPATA,vacunaciones en menores de 1 ano,bcg,2013-11-01,14,1,15
CORO CORO,vacunaciones en menores de 1 ano,bcg,2013-11-01,3,4,7
COROICO,vacunaciones en menores de 1 ano,bcg,2013-11-01,25,4,29
CORQUE,vacunaciones en menores de 1 ano,bcg,2013-11-01,1,8,9
COTAGAITA,vacunaciones en menores de 1 ano,bcg,2013-11-01,3,20,23
COTOCA,vacunaciones en menores de 1 ano,bcg,2013-11-01,84,6,90
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,bcg,2013-11-01,21,12,33
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,bcg,2013-11-01,1,0,1
CUEVO,vacunaciones en menores de 1 ano,bcg,2013-11-01,1,5,6
CULPINA,vacunaciones en menores de 1 ano,bcg,2013-11-01,8,16,24
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,bcg,2013-11-01,5,3,8
CURVA,vacunaciones en menores de 1 ano,bcg,2013-11-01,0,7,7
DESAGUADERO,vacunaciones en menores de 1 ano,bcg,2013-11-01,3,0,3
EL ALTO,vacunaciones en menores de 1 ano,bcg,2013-11-01,1585,83,1668
EL CHORO,vacunaciones en menores de 1 ano,bcg,2013-11-01,5,2,7
EL PUENTE(STC),vacunaciones en menores de 1 ano,bcg,2013-11-01,7,4,11
EL PUENTE(TJA),vacunaciones en menores de 1 ano,bcg,2013-11-01,7,7,14
EL TORNO,vacunaciones en menores de 1 ano,bcg,2013-11-01,90,0,90
EL VILLAR,vacunaciones en menores de 1 ano,bcg,2013-11-01,4,1,5
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,bcg,2013-11-01,14,9,23
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,bcg,2013-11-01,28,1,29
ESCOMA,vacunaciones en menores de 1 ano,bcg,2013-11-01,8,0,8
EUCALIPTUS,vacunaciones en menores de 1 ano,bcg,2013-11-01,4,0,4
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,bcg,2013-11-01,0,2,2
EXALTACION,vacunaciones en menores de 1 ano,bcg,2013-11-01,2,0,2
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,bcg,2013-11-01,14,3,17
FILADELFIA,vacunaciones en menores de 1 ano,bcg,2013-11-01,2,7,9
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,bcg,2013-11-01,8,2,10
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,bcg,2013-11-01,4,11,15
GUANAY,vacunaciones en menores de 1 ano,bcg,2013-11-01,17,3,20
GUAQUI,vacunaciones en menores de 1 ano,bcg,2013-11-01,2,5,7
GUAYARAMERIN,vacunaciones en menores de 1 ano,bcg,2013-11-01,101,3,104
GUTIERREZ,vacunaciones en menores de 1 ano,bcg,2013-11-01,11,7,18
HUACARETA,vacunaciones en menores de 1 ano,bcg,2013-11-01,5,5,10
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,bcg,2013-11-01,2,2,4
HUACHACALLA,vacunaciones en menores de 1 ano,bcg,2013-11-01,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,bcg,2013-11-01,37,0,37
HUARACAJE,vacunaciones en menores de 1 ano,bcg,2013-11-01,6,0,6
HUARINA,vacunaciones en menores de 1 ano,bcg,2013-11-01,0,5,5
HUATAJATA,vacunaciones en menores de 1 ano,bcg,2013-11-01,2,4,6
HUAYLLAMARCA,vacunaciones en menores de 1 ano,bcg,2013-11-01,3,7,10
HUMANATA,vacunaciones en menores de 1 ano,bcg,2013-11-01,0,6,6
ICHOCA,vacunaciones en menores de 1 ano,bcg,2013-11-01,3,6,9
ICLA,vacunaciones en menores de 1 ano,bcg,2013-11-01,7,5,12
INCAHUASI,vacunaciones en menores de 1 ano,bcg,2013-11-01,11,16,27
INQUISIVI,vacunaciones en menores de 1 ano,bcg,2013-11-01,9,13,22
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,bcg,2013-11-01,11,8,19
IXIAMAS,vacunaciones en menores de 1 ano,bcg,2013-11-01,16,1,17
JESUS DE MACHACA,vacunaciones en menores de 1 ano,bcg,2013-11-01,10,17,27
LA ASUNTA,vacunaciones en menores de 1 ano,bcg,2013-11-01,83,14,97
LA GUARDIA,vacunaciones en menores de 1 ano,bcg,2013-11-01,101,3,104
LA PAZ,vacunaciones en menores de 1 ano,bcg,2013-11-01,1521,7,1528
LAGUNILLAS,vacunaciones en menores de 1 ano,bcg,2013-11-01,3,3,6
LAJA,vacunaciones en menores de 1 ano,bcg,2013-11-01,19,13,32
LAS CARRERAS,vacunaciones en menores de 1 ano,bcg,2013-11-01,2,1,3
LLALLAGUA,vacunaciones en menores de 1 ano,bcg,2013-11-01,29,71,100
LLICA,vacunaciones en menores de 1 ano,bcg,2013-11-01,9,1,10
LORETO,vacunaciones en menores de 1 ano,bcg,2013-11-01,0,35,35
LURIBAY,vacunaciones en menores de 1 ano,bcg,2013-11-01,3,2,5
MACHACAMARCA,vacunaciones en menores de 1 ano,bcg,2013-11-01,4,0,4
MACHARETI,vacunaciones en menores de 1 ano,bcg,2013-11-01,4,7,11
MAGDALENA,vacunaciones en menores de 1 ano,bcg,2013-11-01,17,11,28
MAIRANA,vacunaciones en menores de 1 ano,bcg,2013-11-01,33,0,33
MALLA,vacunaciones en menores de 1 ano,bcg,2013-11-01,1,3,4
MAPIRI,vacunaciones en menores de 1 ano,bcg,2013-11-01,24,0,24
MECAPACA,vacunaciones en menores de 1 ano,bcg,2013-11-01,14,7,21
MINEROS,vacunaciones en menores de 1 ano,bcg,2013-11-01,33,0,33
MIZQUE,vacunaciones en menores de 1 ano,bcg,2013-11-01,39,29,68
MOCOMOCO,vacunaciones en menores de 1 ano,bcg,2013-11-01,7,22,29
MOJINETE,vacunaciones en menores de 1 ano,bcg,2013-11-01,0,1,1
MOJOCOYA,vacunaciones en menores de 1 ano,bcg,2013-11-01,3,7,10
MONTEAGUDO,vacunaciones en menores de 1 ano,bcg,2013-11-01,56,3,59
MONTERO,vacunaciones en menores de 1 ano,bcg,2013-11-01,321,3,324
MORO MORO,vacunaciones en menores de 1 ano,bcg,2013-11-01,1,0,1
MOROCHATA,vacunaciones en menores de 1 ano,bcg,2013-11-01,1,25,26
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,bcg,2013-11-01,0,3,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,bcg,2013-11-01,1,0,1
OCURI,vacunaciones en menores de 1 ano,bcg,2013-11-01,5,19,24
OKINAWA,vacunaciones en menores de 1 ano,bcg,2013-11-01,14,0,14
OMEREQUE,vacunaciones en menores de 1 ano,bcg,2013-11-01,3,2,5
ORURO,vacunaciones en menores de 1 ano,bcg,2013-11-01,739,5,744
PADCAYA,vacunaciones en menores de 1 ano,bcg,2013-11-01,10,2,12
PADILLA,vacunaciones en menores de 1 ano,bcg,2013-11-01,25,1,26
PAILON,vacunaciones en menores de 1 ano,bcg,2013-11-01,40,81,121
PALCA,vacunaciones en menores de 1 ano,bcg,2013-11-01,4,5,9
PALOS BLANCOS,vacunaciones en menores de 1 ano,bcg,2013-11-01,9,15,24
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,bcg,2013-11-01,2,3,5
PAMPA GRANDE,vacunaciones en menores de 1 ano,bcg,2013-11-01,7,2,9
PAPEL PAMPA,vacunaciones en menores de 1 ano,bcg,2013-11-01,5,3,8
PASORAPA,vacunaciones en menores de 1 ano,bcg,2013-11-01,2,0,2
PATACAMAYA,vacunaciones en menores de 1 ano,bcg,2013-11-01,35,11,46
PAZÑA,vacunaciones en menores de 1 ano,bcg,2013-11-01,2,2,4
PELECHUCO,vacunaciones en menores de 1 ano,bcg,2013-11-01,5,15,20
POCOATA,vacunaciones en menores de 1 ano,bcg,2013-11-01,9,37,46
POCONA,vacunaciones en menores de 1 ano,bcg,2013-11-01,3,3,6
POJO (CBBA),vacunaciones en menores de 1 ano,bcg,2013-11-01,10,4,14
POOPO,vacunaciones en menores de 1 ano,bcg,2013-11-01,7,1,8
PORCO,vacunaciones en menores de 1 ano,bcg,2013-11-01,27,3,30
POROMA,vacunaciones en menores de 1 ano,bcg,2013-11-01,9,12,21
PORONGO,vacunaciones en menores de 1 ano,bcg,2013-11-01,3,11,14
PORTACHUELO,vacunaciones en menores de 1 ano,bcg,2013-11-01,45,0,45
PORVENIR,vacunaciones en menores de 1 ano,bcg,2013-11-01,3,2,5
POTOSI,vacunaciones en menores de 1 ano,bcg,2013-11-01,432,12,444
PRESTO,vacunaciones en menores de 1 ano,bcg,2013-11-01,3,11,14
PUCARA,vacunaciones en menores de 1 ano,bcg,2013-11-01,1,0,1
PUCARANI,vacunaciones en menores de 1 ano,bcg,2013-11-01,18,21,39
PUERTO ACOSTA,vacunaciones en menores de 1 ano,bcg,2013-11-01,0,24,24
PUERTO CARABUCO,vacunaciones en menores de 1 ano,bcg,2013-11-01,4,19,23
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,bcg,2013-11-01,3,0,3
PUERTO PEREZ,vacunaciones en menores de 1 ano,bcg,2013-11-01,4,6,10
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,bcg,2013-11-01,20,3,23
PUERTO RICO,vacunaciones en menores de 1 ano,bcg,2013-11-01,5,5,10
PUERTO SUAREZ,vacunaciones en menores de 1 ano,bcg,2013-11-01,36,0,36
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,bcg,2013-11-01,123,5,128
PUNA,vacunaciones en menores de 1 ano,bcg,2013-11-01,9,13,22
PUNATA,vacunaciones en menores de 1 ano,bcg,2013-11-01,61,4,65
QUIABAYA,vacunaciones en menores de 1 ano,bcg,2013-11-01,3,5,8
QUILLACOLLO,vacunaciones en menores de 1 ano,bcg,2013-11-01,231,8,239
QUIME,vacunaciones en menores de 1 ano,bcg,2013-11-01,4,13,17
QUIRUSILLAS,vacunaciones en menores de 1 ano,bcg,2013-11-01,1,0,1
RAVELO,vacunaciones en menores de 1 ano,bcg,2013-11-01,11,21,32
REYES,vacunaciones en menores de 1 ano,bcg,2013-11-01,20,13,33
RIBERALTA,vacunaciones en menores de 1 ano,bcg,2013-11-01,250,2,252
ROBORE,vacunaciones en menores de 1 ano,bcg,2013-11-01,16,2,18
RURRENABAQUE,vacunaciones en menores de 1 ano,bcg,2013-11-01,27,9,36
SABAYA,vacunaciones en menores de 1 ano,bcg,2013-11-01,2,0,2
SACABA,vacunaciones en menores de 1 ano,bcg,2013-11-01,244,10,254
SACABAMBA,vacunaciones en menores de 1 ano,bcg,2013-11-01,1,2,3
SACACA,vacunaciones en menores de 1 ano,bcg,2013-11-01,30,21,51
SAIPINA,vacunaciones en menores de 1 ano,bcg,2013-11-01,3,3,6
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,bcg,2013-11-01,4,10,14
SAMAIPATA,vacunaciones en menores de 1 ano,bcg,2013-11-01,7,0,7
SAN AGUSTIN,vacunaciones en menores de 1 ano,bcg,2013-11-01,3,1,4
SAN ANDRES,vacunaciones en menores de 1 ano,bcg,2013-11-01,3,1,4
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,bcg,2013-11-01,2,1,3
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,bcg,2013-11-01,7,1,8
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,bcg,2013-11-01,3,4,7
SAN BENITO,vacunaciones en menores de 1 ano,bcg,2013-11-01,2,5,7
SAN BORJA,vacunaciones en menores de 1 ano,bcg,2013-11-01,59,13,72
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,bcg,2013-11-01,16,7,23
SAN CARLOS,vacunaciones en menores de 1 ano,bcg,2013-11-01,40,3,43
SAN IGNACIO,vacunaciones en menores de 1 ano,bcg,2013-11-01,28,8,36
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,bcg,2013-11-01,83,16,99
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,bcg,2013-11-01,6,1,7
SAN JAVIER(STC),vacunaciones en menores de 1 ano,bcg,2013-11-01,27,0,27
SAN JOAQUIN,vacunaciones en menores de 1 ano,bcg,2013-11-01,5,0,5
