,group,variable,month,ANTIROTAVIRICA 2RA. DOSIS,ANTIROTAVIRICA 2RA. DOSIS,TOTALES
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,67,12,79
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,22,18,40
HUACARETA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,7,1,8
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,2,4,6
HUACHACALLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,50,0,50
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,12,0,12
HUARINA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,5,2,7
HUATAJATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,5,0,5
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,3,1,4
HUMANATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,0,5,5
ICHOCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,2,5,7
ICLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,4,5,9
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,13,7,20
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,12,13,25
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,19,6,25
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,16,6,22
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,13,4,17
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,79,9,88
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,167,4,171
LA PAZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,1275,29,1304
LA RIVERA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,1,1,2
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,9,14,23
LAJA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,12,3,15
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,4,1,5
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,51,39,90
LLICA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,5,1,6
LORETO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,6,3,9
LURIBAY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,7,4,11
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,7,0,7
MACHARETI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,12,2,14
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,19,12,31
MAIRANA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,22,1,23
MALLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,0,2,2
MAPIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,24,0,24
MECAPACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,8,6,14
MINEROS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,37,11,48
MIZQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,38,12,50
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,7,20,27
MOJINETE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,0,2,2
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,8,3,11
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,36,9,45
MONTERO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,265,9,274
MORO MORO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,3,0,3
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,8,15,23
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,0,6,6
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,2,2,4
OCURI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,8,15,23
OKINAWA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,19,6,25
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,5,6,11
ORURO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,600,0,600
PADCAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,20,9,29
PADILLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,12,1,13
PAILON,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,43,13,56
PALCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,25,9,34
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,37,9,46
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,2,1,3
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,16,0,16
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,1,2,3
PASORAPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,2,0,2
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,33,5,38
PAZÑA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,5,3,8
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,8,4,12
POCOATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,9,32,41
POCONA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,12,3,15
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,21,5,26
POOPO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,8,0,8
PORCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,34,12,46
POROMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,4,21,25
PORONGO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,18,11,29
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,46,2,48
PORVENIR,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,5,1,6
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,2,1,3
POTOSI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,440,7,447
PRESTO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,4,8,12
PUCARA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,3,1,4
PUCARANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,27,17,44
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,5,15,20
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,2,19,21
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,8,6,14
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,5,2,7
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,28,7,35
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,9,1,10
PUERTO SILES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,1,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,20,4,24
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,135,8,143
PUNA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,19,10,29
PUNATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,41,2,43
QUIABAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,4,3,7
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,228,11,239
QUIME,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,9,6,15
QUIRUSILLAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,1,0,1
RAVELO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,10,22,32
REYES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,22,9,31
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,166,19,185
ROBORE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,23,3,26
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,38,4,42
SABAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,3,2,5
SACABA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,234,6,240
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,1,7,8
SACACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,28,21,49
SAIPINA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,12,7,19
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,8,8,16
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,19,6,25
SAN AGUSTIN,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,4,0,4
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,18,1,19
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,2,4,6
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,3,1,4
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,3,3,6
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,8,8,16
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,68,29,97
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,17,4,21
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,35,9,44
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,36,22,58
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,106,40,146
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,28,1,29
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,11,0,11
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,29,5,34
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,21,1,22
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,96,19,115
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,5,16,21
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,26,6,32
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,39,23,62
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,29,4,33
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,19,3,22
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,1,0,1
SAN PEDRO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,35,1,36
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,25,43,68
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,1,1,2
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,3,1,4
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,8,6,14
SAN PEDRO(PND),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,0,7,7
SAN RAFAEL,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,5,3,8
SAN RAMON BENI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,4,4,8
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,15,0,15
SANTA ANA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,27,0,27
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,2851,100,2951
SANTA ROSA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,18,2,20
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,29,1,30
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,0,6,6
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,8,3,11
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,3,7,10
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,2,2,4
SANTIVAÑES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,4,3,7
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,1,2,3
SAPAHAQUI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,8,2,10
SENA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,17,0,17
SHINAOTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,50,7,57
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,14,8,22
SICAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,6,3,9
SIPE SIPE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,116,2,118
SOPACHUY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,8,0,8
SORACACHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,12,7,19
SORATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,12,41,53
SUCRE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,529,12,541
TACACHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,1,1,2
TACACOMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,6,4,10
TACOBAMBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,18,6,24
TACOPAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,11,2,13
TAHUA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,0,2,2
TAPACARI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,18,19,37
TARABUCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,15,20,35
TARACO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,1,4,5
TARATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,13,6,19
TARIJA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,340,12,352
TARVITA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,10,7,17
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,14,4,18
TIAWANACU,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,25,5,30
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,24,23,47
TIPUANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,20,2,22
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,89,15,104
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,27,9,36
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,1,1,2
TOCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,5,5,10
TOLATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,3,3,6
TOLEDO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,3,2,5
TOMAVE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,9,5,14
TOMINA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,7,12,19
TORO TORO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,11,21,32
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,14,5,19
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,3,1,4
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,223,1,224
TUPIZA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,74,13,87
TURCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,3,2,5
UMALA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,3,3,6
UNCIA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,34,8,42
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,23,4,27
URUBICHA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,10,9,19
UYUNI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,38,2,40
VACAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,7,12,19
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,35,2,37
VIACHA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,113,7,120
VILA VILA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,4,1,5
VILLA CHARCAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,14,8,22
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,78,13,91
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,1,2,3
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,11,1,12
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,9,7,16
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,114,13,127
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,9,4,13
VILLAZON,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,60,6,66
VINTO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,101,0,101
VITICHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,11,2,13
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,2,0,2
WARNES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,229,38,267
YACO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,4,3,7
YACUIBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,166,15,181
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,9,1,10
YANACACHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,2,13,15
YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,91,8,99
YOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,16,8,24
YOTALA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,8,6,14
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,2,4,6
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-10-01,3,4,7
ACACIO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,4,3,7
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,35,20,55
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,16,10,26
AIQUILE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,21,19,40
ALALAY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,1,3,4
ALCALA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,4,4,8
ALTO BENI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,21,2,23
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,8,4,12
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,3,1,4
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,2,2,4
ANZALDO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,6,2,8
APOLO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,18,17,35
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,0,5,5
ARANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,24,1,25
ARBIETO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,23,12,35
ARQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,20,7,27
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,59,1,60
ATOCHA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,14,10,24
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,6,1,7
AYATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,6,5,11
AYO AYO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,10,1,11
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,21,26,47
AZURDUY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,7,6,13
BATALLAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,22,15,37
BAURES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,9,0,9
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,0,1,1
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,1,3,4
BERMEJO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,38,20,58
BETANZOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,31,14,45
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,9,7,16
BOLPEBRA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,2,1,3
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,7,1,8
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,11,4,15
CABEZAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,44,30,74
CAIROMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,9,6,15
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,11,4,15
CAJUATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,15,2,17
CALACOTO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,0,6,6
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,13,5,18
CAMARGO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,20,7,27
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,1,0,1
CAMIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,64,2,66
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,32,6,38
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,9,2,11
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,16,13,29
CARANAVI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,66,18,84
CARAPARI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-11-01,24,7,31
