,group,variable,month,EXODONCIA MENORES DE 5 AÑOS,EXODONCIA MENORES DE 5 AÑOS,EXODONCIA 5 A 13 AÑOS,EXODONCIA 5 A 13 AÑOS,EXODONCIA 14 A 19 AÑOS,EXODONCIA 14 A 19 AÑOS,EXODONCIA 20 A 59 AÑOS,EXODONCIA 20 A 59 AÑOS,EXODONCIA 60 AÑOS Y MAS,EXODONCIA 60 AÑOS Y MAS,EXODONCIA EMB,EXODONCIA EMB,EXODONCIA POST,EXODONCIA POST,TOTALES
APOLO,atencion odontologica,exodoncia,2019-11-01,0,0,7,9,3,2,4,18,4,1,0,0,0,0,48
ARAMPAMPA,atencion odontologica,exodoncia,2019-11-01,0,0,3,0,2,0,1,4,5,5,0,0,0,0,20
ARANI,atencion odontologica,exodoncia,2019-11-01,0,1,1,6,1,2,5,5,0,4,0,0,0,0,25
ARBIETO,atencion odontologica,exodoncia,2019-11-01,0,0,24,33,6,4,6,16,1,5,0,0,0,0,95
ARQUE,atencion odontologica,exodoncia,2019-11-01,0,0,6,10,1,5,14,15,1,9,0,0,0,0,61
ASCENCION DE GUARAYOS,atencion odontologica,exodoncia,2019-11-01,0,0,10,11,0,11,5,42,33,20,0,0,0,0,132
ATOCHA,atencion odontologica,exodoncia,2019-11-01,0,1,14,11,7,13,18,39,7,2,0,0,0,0,112
AUCAPATA,atencion odontologica,exodoncia,2019-11-01,0,1,5,4,5,5,23,20,0,2,0,0,0,0,65
AYATA,atencion odontologica,exodoncia,2019-11-01,0,1,13,12,5,4,14,20,13,4,0,0,0,0,86
AYO AYO,atencion odontologica,exodoncia,2019-11-01,0,0,2,6,0,5,0,6,1,1,0,0,0,0,21
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,exodoncia,2019-11-01,0,0,16,20,6,5,16,42,14,13,0,0,0,0,132
AZURDUY,atencion odontologica,exodoncia,2019-11-01,0,0,7,12,4,11,36,96,20,20,0,0,0,0,206
BATALLAS,atencion odontologica,exodoncia,2019-11-01,0,0,6,7,1,5,10,15,15,6,0,0,0,0,65
BAURES,atencion odontologica,exodoncia,2019-11-01,0,0,2,1,1,2,9,24,0,1,0,0,0,0,40
BELEN DE ANDAMARCA,atencion odontologica,exodoncia,2019-11-01,1,0,2,2,0,0,1,2,3,1,0,0,0,0,12
BELEN DE URMIRI,atencion odontologica,exodoncia,2019-11-01,0,0,1,3,3,2,9,3,1,3,0,0,0,0,25
BELLA FLOR,atencion odontologica,exodoncia,2019-11-01,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6
BERMEJO,atencion odontologica,exodoncia,2019-11-01,0,0,9,9,0,2,14,28,11,2,0,0,0,0,75
BETANZOS,atencion odontologica,exodoncia,2019-11-01,1,0,27,41,8,18,31,66,27,30,0,0,0,0,249
BOLIVAR,atencion odontologica,exodoncia,2019-11-01,0,0,2,3,5,3,4,6,4,11,0,0,0,0,38
BOYUIBE,atencion odontologica,exodoncia,2019-11-01,0,0,2,2,1,1,12,8,4,0,0,0,0,0,30
BUENA VISTA,atencion odontologica,exodoncia,2019-11-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CABEZAS,atencion odontologica,exodoncia,2019-11-01,0,0,13,13,1,1,6,59,1,1,0,0,0,0,95
CAIROMA,atencion odontologica,exodoncia,2019-11-01,0,1,10,16,4,2,14,9,1,1,0,0,0,0,58
"CAIZA ""D""",atencion odontologica,exodoncia,2019-11-01,0,0,12,8,2,5,8,17,6,7,0,0,0,0,65
CAJUATA,atencion odontologica,exodoncia,2019-11-01,0,2,13,8,5,1,23,26,18,2,0,0,0,0,98
CALACOTO,atencion odontologica,exodoncia,2019-11-01,0,0,11,4,1,5,6,14,1,3,0,0,0,0,45
CALAMARCA,atencion odontologica,exodoncia,2019-11-01,0,0,10,13,7,9,10,14,3,4,0,0,0,0,70
CAMARGO,atencion odontologica,exodoncia,2019-11-01,0,0,11,21,1,1,6,23,4,4,0,0,0,0,71
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,exodoncia,2019-11-01,0,0,7,3,2,1,6,8,0,0,0,0,0,0,27
CAMIRI,atencion odontologica,exodoncia,2019-11-01,1,5,6,5,3,2,11,21,7,8,0,0,0,0,69
CAPINOTA,atencion odontologica,exodoncia,2019-11-01,1,0,14,20,0,3,1,10,1,0,0,0,0,0,50
CAQUIAVIRI,atencion odontologica,exodoncia,2019-11-01,0,3,10,17,2,10,5,20,5,6,0,0,0,0,78
CARACOLLO,atencion odontologica,exodoncia,2019-11-01,1,2,25,41,7,17,13,23,6,9,0,0,0,0,144
CARANAVI,atencion odontologica,exodoncia,2019-11-01,0,0,14,19,8,15,21,44,30,3,0,0,0,0,154
CARANGAS,atencion odontologica,exodoncia,2019-11-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
CARAPARI,atencion odontologica,exodoncia,2019-11-01,0,2,22,33,3,10,16,50,8,7,0,0,0,0,151
CARIPUYO,atencion odontologica,exodoncia,2019-11-01,0,0,4,0,3,1,5,13,0,2,0,0,0,0,28
CARMEN RIVERO TORREZ,atencion odontologica,exodoncia,2019-11-01,0,0,5,2,2,0,6,10,0,1,0,0,0,0,26
CATACORA,atencion odontologica,exodoncia,2019-11-01,0,0,0,0,2,2,2,1,2,0,0,0,0,0,9
CHACARILLA,atencion odontologica,exodoncia,2019-11-01,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6
CHALLAPATA,atencion odontologica,exodoncia,2019-11-01,1,0,40,40,3,8,14,49,21,21,0,0,0,0,197
CHAQUI,atencion odontologica,exodoncia,2019-11-01,0,1,13,16,2,4,4,27,16,2,0,0,0,0,85
CHARAGUA,atencion odontologica,exodoncia,2019-11-01,0,1,22,13,4,20,14,56,8,6,0,0,0,0,144
CHARAÑA,atencion odontologica,exodoncia,2019-11-01,0,0,2,3,1,3,6,0,0,0,0,0,0,0,15
CHAYANTA,atencion odontologica,exodoncia,2019-11-01,0,0,12,28,4,7,8,15,8,10,0,0,0,0,92
CHIMORE,atencion odontologica,exodoncia,2019-11-01,0,0,22,20,6,8,8,27,1,2,0,0,0,0,94
CHIPAYA,atencion odontologica,exodoncia,2019-11-01,0,0,0,1,0,0,0,1,0,1,0,0,0,0,3
CHOQUE COTA,atencion odontologica,exodoncia,2019-11-01,0,0,3,2,0,0,6,0,0,3,0,0,0,0,14
CHUA COCANI,atencion odontologica,exodoncia,2019-11-01,0,0,3,1,2,1,2,14,2,6,0,0,0,0,31
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,exodoncia,2019-11-01,1,2,17,21,2,1,6,13,1,2,0,0,0,0,66
CHUMA,atencion odontologica,exodoncia,2019-11-01,0,0,9,9,11,16,21,23,9,14,0,0,0,0,112
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,exodoncia,2019-11-01,0,0,0,2,0,1,6,7,0,7,0,0,0,0,23
CKOCHAS,atencion odontologica,exodoncia,2019-11-01,0,0,10,7,2,6,7,29,1,2,0,0,0,0,64
CLIZA,atencion odontologica,exodoncia,2019-11-01,1,0,11,9,0,1,2,14,5,7,0,0,0,0,50
COBIJA,atencion odontologica,exodoncia,2019-11-01,4,1,21,41,3,4,51,53,8,5,0,0,0,0,191
COCAPATA,atencion odontologica,exodoncia,2019-11-01,0,0,24,22,11,7,27,37,3,1,0,0,0,0,132
COCHABAMBA,atencion odontologica,exodoncia,2019-11-01,15,11,189,213,34,51,117,190,70,53,0,0,0,0,943
COIPASA,atencion odontologica,exodoncia,2019-11-01,0,0,4,0,0,0,1,0,0,0,0,0,0,0,5
COLCAPIRHUA,atencion odontologica,exodoncia,2019-11-01,0,0,19,28,4,3,11,52,7,16,0,0,0,0,140
"COLCHA ""K""",atencion odontologica,exodoncia,2019-11-01,0,1,10,13,6,13,6,19,7,4,0,0,0,0,79
COLLANA,atencion odontologica,exodoncia,2019-11-01,0,0,5,7,5,5,2,9,1,4,0,0,0,0,38
COLOMI,atencion odontologica,exodoncia,2019-11-01,0,0,11,14,2,1,3,4,2,5,0,0,0,0,42
COLPA BELGICA,atencion odontologica,exodoncia,2019-11-01,0,0,3,2,0,1,0,6,0,0,0,0,0,0,12
COLQUECHACA,atencion odontologica,exodoncia,2019-11-01,0,0,26,21,9,24,38,79,11,15,0,0,0,0,223
COLQUENCHA,atencion odontologica,exodoncia,2019-11-01,1,0,8,10,8,7,11,11,4,8,0,0,0,0,68
COLQUIRI,atencion odontologica,exodoncia,2019-11-01,1,1,4,8,3,9,6,15,4,5,0,0,0,0,56
COMANCHE,atencion odontologica,exodoncia,2019-11-01,0,0,4,6,2,2,3,8,0,0,0,0,0,0,25
COMARAPA,atencion odontologica,exodoncia,2019-11-01,2,1,15,14,6,6,10,20,1,9,0,0,0,0,84
COMBAYA,atencion odontologica,exodoncia,2019-11-01,0,0,0,0,0,0,4,1,1,0,0,0,0,0,6
CONCEPCION,atencion odontologica,exodoncia,2019-11-01,3,1,5,3,1,1,5,17,3,4,0,0,0,0,43
COPACABANA,atencion odontologica,exodoncia,2019-11-01,0,0,8,10,2,3,3,4,3,1,0,0,0,0,34
CORIPATA,atencion odontologica,exodoncia,2019-11-01,1,0,5,2,0,4,5,5,4,0,0,0,0,0,26
CORO CORO,atencion odontologica,exodoncia,2019-11-01,0,0,11,9,1,2,6,5,12,1,0,0,0,0,47
COROICO,atencion odontologica,exodoncia,2019-11-01,0,0,8,9,2,3,14,29,5,1,0,0,0,0,71
CORQUE,atencion odontologica,exodoncia,2019-11-01,0,0,22,21,1,2,8,13,3,5,0,0,0,0,75
COTAGAITA,atencion odontologica,exodoncia,2019-11-01,1,0,18,25,2,8,24,48,8,19,0,0,0,0,153
COTOCA,atencion odontologica,exodoncia,2019-11-01,0,1,10,11,4,1,4,23,18,5,0,0,0,0,77
CRUZ DE MACHACAMARCA,atencion odontologica,exodoncia,2019-11-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CUATRO CAÑADAS,atencion odontologica,exodoncia,2019-11-01,0,0,21,13,2,6,9,25,10,3,0,0,0,0,89
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,exodoncia,2019-11-01,0,0,2,7,0,2,3,17,0,2,0,0,0,0,33
CUEVO,atencion odontologica,exodoncia,2019-11-01,0,0,1,1,0,0,1,11,0,1,0,0,0,0,15
CULPINA,atencion odontologica,exodoncia,2019-11-01,0,0,14,18,3,4,15,20,3,15,0,0,0,0,92
CURAHUARA DE CARANGAS,atencion odontologica,exodoncia,2019-11-01,0,0,0,4,1,0,0,2,2,0,0,0,0,0,9
CURVA,atencion odontologica,exodoncia,2019-11-01,0,0,1,0,0,1,1,2,1,0,0,0,0,0,6
DESAGUADERO,atencion odontologica,exodoncia,2019-11-01,0,0,1,3,1,1,4,2,0,0,0,0,0,0,12
EL ALTO,atencion odontologica,exodoncia,2019-11-01,40,34,214,259,44,80,87,198,70,38,0,0,0,0,1064
EL CHORO,atencion odontologica,exodoncia,2019-11-01,0,0,4,3,0,3,2,6,2,2,0,0,0,0,22
EL PUENTE(STC),atencion odontologica,exodoncia,2019-11-01,0,0,7,7,5,7,4,22,1,4,0,0,0,0,57
EL PUENTE(TJA),atencion odontologica,exodoncia,2019-11-01,0,0,5,13,3,6,6,18,6,9,0,0,0,0,66
EL TORNO,atencion odontologica,exodoncia,2019-11-01,3,1,13,12,4,12,26,51,36,28,0,0,0,0,186
EL VILLAR,atencion odontologica,exodoncia,2019-11-01,1,0,7,6,0,1,7,19,0,2,0,0,0,0,43
ENTRE RIOS TRJ,atencion odontologica,exodoncia,2019-11-01,0,3,20,20,4,4,10,50,7,1,0,0,0,0,119
ENTRE RIOS CBBA,atencion odontologica,exodoncia,2019-11-01,0,0,11,11,0,5,2,12,1,0,0,0,0,0,42
ESCARA,atencion odontologica,exodoncia,2019-11-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ESCOMA,atencion odontologica,exodoncia,2019-11-01,0,0,2,3,1,4,2,5,1,0,0,0,0,0,18
ESMERALDA,atencion odontologica,exodoncia,2019-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
EUCALIPTUS,atencion odontologica,exodoncia,2019-11-01,0,0,2,2,1,1,1,7,2,3,0,0,0,0,19
FERNANDEZ ALONSO,atencion odontologica,exodoncia,2019-11-01,0,0,0,6,1,0,2,10,4,2,0,0,0,0,25
FILADELFIA,atencion odontologica,exodoncia,2019-11-01,1,0,5,25,1,4,6,8,1,0,0,0,0,0,51
GENERAL SAAVEDRA,atencion odontologica,exodoncia,2019-11-01,0,0,8,5,2,3,3,9,1,3,0,0,0,0,34
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,exodoncia,2019-11-01,4,0,18,15,5,8,22,27,11,3,0,0,0,0,113
GUANAY,atencion odontologica,exodoncia,2019-11-01,0,0,0,2,2,0,8,10,1,1,0,0,0,0,24
GUAQUI,atencion odontologica,exodoncia,2019-11-01,0,0,1,5,3,2,10,17,8,6,0,0,0,0,52
GUAYARAMERIN,atencion odontologica,exodoncia,2019-11-01,0,0,24,16,4,6,15,23,6,2,0,0,0,0,96
GUTIERREZ,atencion odontologica,exodoncia,2019-11-01,2,0,9,15,5,14,12,53,2,3,0,0,0,0,115
HUACARETA,atencion odontologica,exodoncia,2019-11-01,0,0,21,35,3,11,9,67,13,2,0,0,0,0,161
HUACAYA (VILLA DE HUACAYA),atencion odontologica,exodoncia,2019-11-01,0,0,0,7,1,9,11,40,0,1,0,0,0,0,69
HUACHACALLA,atencion odontologica,exodoncia,2019-11-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
HUANUNI,atencion odontologica,exodoncia,2019-11-01,0,0,15,18,4,11,11,33,14,7,0,0,0,0,113
HUARACAJE,atencion odontologica,exodoncia,2019-11-01,0,0,1,0,1,1,1,5,2,2,0,0,0,0,13
HUARINA,atencion odontologica,exodoncia,2019-11-01,0,1,1,2,0,1,0,2,2,4,0,0,0,0,13
HUATAJATA,atencion odontologica,exodoncia,2019-11-01,0,0,2,2,1,2,3,0,3,3,0,0,0,0,16
HUAYLLAMARCA,atencion odontologica,exodoncia,2019-11-01,0,0,3,4,0,1,1,3,4,5,0,0,0,0,21
HUMANATA,atencion odontologica,exodoncia,2019-11-01,0,0,2,1,5,6,4,7,1,3,0,0,0,0,29
ICHOCA,atencion odontologica,exodoncia,2019-11-01,0,0,0,4,0,0,4,3,1,2,0,0,0,0,14
ICLA,atencion odontologica,exodoncia,2019-11-01,0,0,5,7,1,2,11,19,3,2,0,0,0,0,50
INCAHUASI,atencion odontologica,exodoncia,2019-11-01,0,0,7,7,3,6,7,29,5,2,0,0,0,0,66
INQUISIVI,atencion odontologica,exodoncia,2019-11-01,1,0,23,19,10,13,27,56,20,9,0,0,0,0,178
IRUPANA (VILLA DE LANZA),atencion odontologica,exodoncia,2019-11-01,0,1,7,10,3,3,10,22,3,2,0,0,0,0,61
IXIAMAS,atencion odontologica,exodoncia,2019-11-01,0,0,8,6,4,7,8,23,1,3,0,0,0,0,60
JESUS DE MACHACA,atencion odontologica,exodoncia,2019-11-01,1,0,1,9,2,11,5,9,15,8,0,0,0,0,61
LA ASUNTA,atencion odontologica,exodoncia,2019-11-01,0,0,47,63,9,22,56,87,7,7,0,0,0,0,298
LA GUARDIA,atencion odontologica,exodoncia,2019-11-01,6,5,12,16,2,7,3,29,26,16,0,0,0,0,122
LA PAZ,atencion odontologica,exodoncia,2019-11-01,8,15,279,253,50,71,177,334,105,75,0,0,0,0,1367
LA RIVERA,atencion odontologica,exodoncia,2019-11-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
LAGUNILLAS,atencion odontologica,exodoncia,2019-11-01,0,0,0,3,0,0,3,2,2,0,0,0,0,0,10
LAJA,atencion odontologica,exodoncia,2019-11-01,0,0,7,8,1,13,4,13,4,12,0,0,0,0,62
LAS CARRERAS,atencion odontologica,exodoncia,2019-11-01,0,0,0,6,0,0,2,8,1,1,0,0,0,0,18
LICOMA PAMPA,atencion odontologica,exodoncia,2019-11-01,1,2,4,3,0,5,0,1,5,7,0,0,0,0,28
LLALLAGUA,atencion odontologica,exodoncia,2019-11-01,2,1,13,28,2,3,10,21,4,4,0,0,0,0,88
LLICA,atencion odontologica,exodoncia,2019-11-01,0,0,5,7,1,4,0,10,0,3,0,0,0,0,30
LORETO,atencion odontologica,exodoncia,2019-11-01,0,0,0,1,0,0,3,3,0,0,0,0,0,0,7
LURIBAY,atencion odontologica,exodoncia,2019-11-01,0,0,3,5,2,2,2,8,1,0,0,0,0,0,23
MACHACAMARCA,atencion odontologica,exodoncia,2019-11-01,0,0,3,7,0,0,2,5,2,0,0,0,0,0,19
MACHARETI,atencion odontologica,exodoncia,2019-11-01,0,0,2,10,3,6,5,36,1,1,0,0,0,0,64
MAGDALENA,atencion odontologica,exodoncia,2019-11-01,0,0,15,9,2,9,7,14,8,1,0,0,0,0,65
MAIRANA,atencion odontologica,exodoncia,2019-11-01,0,0,3,1,0,2,2,1,2,0,0,0,0,0,11
MALLA,atencion odontologica,exodoncia,2019-11-01,0,0,0,4,3,2,1,4,0,1,0,0,0,0,15
MAPIRI,atencion odontologica,exodoncia,2019-11-01,1,0,4,3,0,0,1,6,0,0,0,0,0,0,15
MECAPACA,atencion odontologica,exodoncia,2019-11-01,0,1,5,15,1,4,11,17,2,7,0,0,0,0,63
MINEROS,atencion odontologica,exodoncia,2019-11-01,0,0,0,1,0,0,0,0,0,2,0,0,0,0,3
MIZQUE,atencion odontologica,exodoncia,2019-11-01,0,0,23,7,1,8,10,25,8,1,0,0,0,0,83
MOCOMOCO,atencion odontologica,exodoncia,2019-11-01,1,0,12,6,5,17,9,24,5,10,0,0,0,0,89
MOJINETE,atencion odontologica,exodoncia,2019-11-01,0,0,1,3,1,0,1,5,1,3,0,0,0,0,15
MOJOCOYA,atencion odontologica,exodoncia,2019-11-01,0,2,7,7,1,5,1,25,3,16,0,0,0,0,67
MONTEAGUDO,atencion odontologica,exodoncia,2019-11-01,1,0,24,32,5,8,12,88,5,6,0,0,0,0,181
MONTERO,atencion odontologica,exodoncia,2019-11-01,0,1,52,50,9,12,34,52,9,10,0,0,0,0,229
MORO MORO,atencion odontologica,exodoncia,2019-11-01,0,0,1,1,0,2,2,10,1,2,0,0,0,0,19
MOROCHATA,atencion odontologica,exodoncia,2019-11-01,0,0,10,5,2,6,7,16,3,0,0,0,0,0,49
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,exodoncia,2019-11-01,0,0,1,1,0,0,4,10,2,0,0,0,0,0,18
NAZACARA DE PACAJES,atencion odontologica,exodoncia,2019-11-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
OCURI,atencion odontologica,exodoncia,2019-11-01,0,0,3,6,9,9,26,48,13,7,0,0,0,0,121
OKINAWA,atencion odontologica,exodoncia,2019-11-01,0,0,1,1,0,0,2,8,1,2,0,0,0,0,15
ORURO,atencion odontologica,exodoncia,2019-11-01,4,2,181,157,32,50,108,256,106,61,0,0,0,0,957
PADCAYA,atencion odontologica,exodoncia,2019-11-01,0,0,1,4,9,9,7,12,1,3,0,0,0,0,46
PADILLA,atencion odontologica,exodoncia,2019-11-01,0,0,7,10,5,13,11,39,12,0,0,0,0,0,97
PAILON,atencion odontologica,exodoncia,2019-11-01,0,0,4,11,2,0,4,38,6,4,0,0,0,0,69
PALCA,atencion odontologica,exodoncia,2019-11-01,0,0,15,9,6,10,20,46,4,1,0,0,0,0,111
PALOS BLANCOS,atencion odontologica,exodoncia,2019-11-01,0,0,9,16,1,6,8,21,1,0,0,0,0,0,62
PAMPA AULLAGAS,atencion odontologica,exodoncia,2019-11-01,0,0,7,6,0,0,1,4,0,0,0,0,0,0,18
PAMPA GRANDE,atencion odontologica,exodoncia,2019-11-01,0,0,2,8,0,1,2,4,9,0,0,0,0,0,26
PAPEL PAMPA,atencion odontologica,exodoncia,2019-11-01,0,0,2,2,0,0,3,3,6,6,0,0,0,0,22
PASORAPA,atencion odontologica,exodoncia,2019-11-01,0,0,6,0,0,2,5,4,0,0,0,0,0,0,17
PATACAMAYA,atencion odontologica,exodoncia,2019-11-01,0,0,5,14,1,2,0,23,0,3,0,0,0,0,48
PAZÑA,atencion odontologica,exodoncia,2019-11-01,0,0,9,15,1,9,7,8,0,0,0,0,0,0,49
PELECHUCO,atencion odontologica,exodoncia,2019-11-01,0,0,5,10,3,1,9,19,4,0,0,0,0,0,51
POCOATA,atencion odontologica,exodoncia,2019-11-01,0,0,29,22,8,13,21,72,20,30,0,0,0,0,215
POCONA,atencion odontologica,exodoncia,2019-11-01,0,1,13,13,7,2,20,26,5,1,0,0,0,0,88
POJO (CBBA),atencion odontologica,exodoncia,2019-11-01,1,0,13,8,1,2,0,5,0,2,0,0,0,0,32
POOPO,atencion odontologica,exodoncia,2019-11-01,0,0,7,13,0,3,4,7,2,5,0,0,0,0,41
PORCO,atencion odontologica,exodoncia,2019-11-01,0,0,1,1,0,0,0,6,1,1,0,0,0,0,10
POROMA,atencion odontologica,exodoncia,2019-11-01,0,0,34,18,3,5,20,49,3,4,0,0,0,0,136
PORONGO,atencion odontologica,exodoncia,2019-11-01,0,0,2,8,0,0,4,12,1,3,0,0,0,0,30
PORTACHUELO,atencion odontologica,exodoncia,2019-11-01,0,0,3,9,0,1,1,11,3,0,0,0,0,0,28
PORVENIR,atencion odontologica,exodoncia,2019-11-01,0,1,9,10,5,3,16,12,8,1,0,0,0,0,65
POSTRER VALLE,atencion odontologica,exodoncia,2019-11-01,0,0,3,5,0,0,5,9,1,0,0,0,0,0,23
POTOSI,atencion odontologica,exodoncia,2019-11-01,3,6,79,129,25,56,66,181,53,24,0,0,0,0,622
PRESTO,atencion odontologica,exodoncia,2019-11-01,0,1,5,1,4,5,11,42,8,8,0,0,0,0,85
PUCARA,atencion odontologica,exodoncia,2019-11-01,0,0,5,0,0,0,1,3,4,3,0,0,0,0,16
PUCARANI,atencion odontologica,exodoncia,2019-11-01,0,2,23,30,14,27,31,53,11,14,0,0,0,0,205
PUERTO ACOSTA,atencion odontologica,exodoncia,2019-11-01,0,0,10,7,3,5,9,17,9,13,0,0,0,0,73
PUERTO CARABUCO,atencion odontologica,exodoncia,2019-11-01,0,1,7,11,2,9,12,22,9,4,0,0,0,0,77
PUERTO GONZALO MORENO,atencion odontologica,exodoncia,2019-11-01,0,0,4,4,0,6,11,14,2,0,0,0,0,0,41
PUERTO PEREZ,atencion odontologica,exodoncia,2019-11-01,0,0,1,0,0,1,3,2,0,0,0,0,0,0,7
PUERTO QUIJARRO,atencion odontologica,exodoncia,2019-11-01,0,0,6,5,0,0,6,11,1,0,0,0,0,0,29
PUERTO RICO,atencion odontologica,exodoncia,2019-11-01,1,2,14,6,5,3,13,12,5,0,0,0,0,0,61
PUERTO SUAREZ,atencion odontologica,exodoncia,2019-11-01,0,0,4,0,1,0,8,18,3,1,0,0,0,0,35
PUERTO VILLARROEL,atencion odontologica,exodoncia,2019-11-01,0,2,26,51,8,12,15,37,0,1,0,0,0,0,152
PUNA,atencion odontologica,exodoncia,2019-11-01,0,0,11,12,0,9,11,31,10,27,0,0,0,0,111
PUNATA,atencion odontologica,exodoncia,2019-11-01,2,1,15,20,3,3,4,6,1,8,0,0,0,0,63
QUIABAYA,atencion odontologica,exodoncia,2019-11-01,0,1,7,5,9,12,10,32,0,0,0,0,0,0,76
QUILLACOLLO,atencion odontologica,exodoncia,2019-11-01,1,5,44,48,2,7,20,61,15,12,0,0,0,0,215
QUIME,atencion odontologica,exodoncia,2019-11-01,1,0,7,12,2,10,16,27,5,3,0,0,0,0,83
QUIRUSILLAS,atencion odontologica,exodoncia,2019-11-01,0,0,1,3,0,3,1,2,0,0,0,0,0,0,10
RAVELO,atencion odontologica,exodoncia,2019-11-01,0,0,5,9,5,5,13,36,25,28,0,0,0,0,126
REYES,atencion odontologica,exodoncia,2019-11-01,0,0,4,1,1,3,2,12,0,0,0,0,0,0,23
RIBERALTA,atencion odontologica,exodoncia,2019-11-01,2,3,30,42,14,14,26,55,15,7,0,0,0,0,208
ROBORE,atencion odontologica,exodoncia,2019-11-01,1,0,8,14,6,3,5,20,15,5,0,0,0,0,77
RURRENABAQUE,atencion odontologica,exodoncia,2019-11-01,1,1,14,17,3,3,10,22,3,2,0,0,0,0,76
SABAYA,atencion odontologica,exodoncia,2019-11-01,0,0,14,17,0,2,5,5,5,2,0,0,0,0,50
SACABA,atencion odontologica,exodoncia,2019-11-01,1,3,77,87,12,16,24,107,12,27,0,0,0,0,366
SACABAMBA,atencion odontologica,exodoncia,2019-11-01,0,0,0,3,0,2,2,6,2,6,0,0,0,0,21
SACACA,atencion odontologica,exodoncia,2019-11-01,1,0,45,51,15,16,18,62,6,13,0,0,0,0,227
SAIPINA,atencion odontologica,exodoncia,2019-11-01,1,1,1,5,2,1,3,9,5,3,0,0,0,0,31
SALINAS DE GARCI MENDOZA,atencion odontologica,exodoncia,2019-11-01,4,0,13,14,2,7,4,20,6,7,0,0,0,0,77
SAMAIPATA,atencion odontologica,exodoncia,2019-11-01,0,0,9,6,1,1,5,11,1,0,0,0,0,0,34
SAN AGUSTIN,atencion odontologica,exodoncia,2019-11-01,0,0,2,0,0,3,0,1,0,1,0,0,0,0,7
SAN ANDRES,atencion odontologica,exodoncia,2019-11-01,0,0,0,3,0,0,2,1,0,0,0,0,0,0,6
SAN ANDRES DE MACHACA,atencion odontologica,exodoncia,2019-11-01,0,0,1,7,1,2,4,5,6,2,0,0,0,0,28
SAN ANTONIO DE ESMORUCO,atencion odontologica,exodoncia,2019-11-01,0,0,0,0,2,3,0,5,0,0,0,0,0,0,10
SAN ANTONIO DE LOMERIO,atencion odontologica,exodoncia,2019-11-01,0,0,4,6,1,1,0,2,0,1,0,0,0,0,15
SAN BENITO,atencion odontologica,exodoncia,2019-11-01,2,0,6,14,0,0,1,13,5,6,0,0,0,0,47
SAN BORJA,atencion odontologica,exodoncia,2019-11-01,1,0,15,23,14,16,24,46,14,2,0,0,0,0,155
SAN BUENA VENTURA,atencion odontologica,exodoncia,2019-11-01,0,0,3,1,0,6,4,10,3,2,0,0,0,0,29
SAN CARLOS,atencion odontologica,exodoncia,2019-11-01,1,0,4,6,1,1,2,0,3,2,0,0,0,0,20
SAN IGNACIO,atencion odontologica,exodoncia,2019-11-01,0,0,10,13,3,13,19,26,3,4,0,0,0,0,91
SAN IGNACIO DE VELASCO,atencion odontologica,exodoncia,2019-11-01,0,0,2,0,1,0,3,9,22,9,0,0,0,0,46
SAN JAVIER(STC),atencion odontologica,exodoncia,2019-11-01,0,0,3,2,0,0,2,14,3,1,0,0,0,0,25
SAN JOAQUIN,atencion odontologica,exodoncia,2019-11-01,2,0,6,11,0,5,2,16,10,1,0,0,0,0,53
SAN JOSE DE CHIQUITOS,atencion odontologica,exodoncia,2019-11-01,0,0,1,1,0,0,4,4,0,0,0,0,0,0,10
SAN JUAN DE YAPACANI,atencion odontologica,exodoncia,2019-11-01,0,0,11,6,13,1,4,12,3,1,0,0,0,0,51
SAN JULIAN,atencion odontologica,exodoncia,2019-11-01,4,3,28,22,7,10,10,36,8,9,0,0,0,0,137
SAN LORENZO(PND),atencion odontologica,exodoncia,2019-11-01,0,0,3,3,0,0,3,7,0,0,0,0,0,0,16
SAN LORENZO(TJA),atencion odontologica,exodoncia,2019-11-01,0,0,34,36,3,2,22,47,3,4,0,0,0,0,151
SAN LUCAS,atencion odontologica,exodoncia,2019-11-01,0,0,15,22,7,18,23,86,7,22,0,0,0,0,200
SAN MATIAS,atencion odontologica,exodoncia,2019-11-01,2,0,3,2,3,4,2,7,4,3,0,0,0,0,30
SAN MIGUEL DE VELASCO,atencion odontologica,exodoncia,2019-11-01,0,0,3,3,1,2,8,21,2,4,0,0,0,0,44
