municipality,group,variable,month,Nº de CAI de establecimiento,TOTAL
TEOPONTE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-09-01,1,1
TIAWANACU,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-09-01,1,1
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-09-01,1,1
TIPUANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-09-01,2,2
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-09-01,2,2
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-09-01,3,3
TOCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-09-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-09-01,1,1
TOMAVE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-09-01,1,1
TORO TORO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-09-01,1,1
TOTORA(CBBA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-09-01,1,1
TRIGAL,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-09-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-09-01,4,4
TUPIZA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-09-01,4,4
UMALA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-09-01,1,1
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-09-01,4,4
UYUNI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-09-01,1,1
VACAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-09-01,2,2
VIACHA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-09-01,7,7
VILA VILA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-09-01,1,1
VILLA MONTES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-09-01,1,1
VILLA RIVERO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-09-01,2,2
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-09-01,2,2
WARNES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-09-01,9,9
YACUIBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-09-01,1,1
YAMPARAEZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-09-01,8,8
YAPACANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-09-01,2,2
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-09-01,7,7
ACHACACHI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,6,6
ACHOCALLA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,3,3
ALTO BENI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,2,2
ANCORAIMES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,3,3
ANTEQUERA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,2,2
ANZALDO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
APOLO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,2,2
ARANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
ARQUE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,8,8
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
AYO AYO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
BATALLAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
BERMEJO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,7,7
BETANZOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
BOLIVAR,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,3,3
BOYUIBE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,2,2
BUENA VISTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,3,3
CABEZAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,2,2
CAJUATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,2,2
CALAMARCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,3,3
CAMARGO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
CAPINOTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,5,5
CARANAVI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,3,3
CARAPARI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,2,2
CARIPUYO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
CHARAGUA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,2,2
CHIMORE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
CKOCHAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
CLIZA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,2,2
COCAPATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,3,3
COCHABAMBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,14,14
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
COLLANA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
COLPA BELGICA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
COLQUENCHA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,4,4
COMARAPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
COMBAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
CONCEPCION,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
COPACABANA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
CORO CORO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
COTOCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
CUEVO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
CULPINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,2,2
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,4,4
CURVA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
DESAGUADERO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,37,37
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
EL TORNO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,4,4
EL VILLAR,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,2,2
ESCOMA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,4,4
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
GUAQUI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,3,3
HUMANATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
ICHOCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
ICLA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
INCAHUASI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
INQUISIVI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,2,2
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
LA GUARDIA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,4,4
LA PAZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,45,45
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,2,2
LAS CARRERAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
LICOMA PAMPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
LLALLAGUA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,3,3
LURIBAY,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
MAIRANA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
MINEROS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
MIZQUE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
MOJOCOYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
MONTERO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,16,16
MORO MORO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,2,2
MOROCHATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
OCURI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
OKINAWA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,2,2
ORURO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
PADCAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
PAILON,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
PALCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,2,2
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
PAMPA GRANDE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,2,2
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
PATACAMAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,3,3
PELECHUCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
POCONA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,7,7
POJO (CBBA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
PORONGO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,7,7
POTOSI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,5,5
PRESTO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
PUCARA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
PUCARANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,6,6
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,3,3
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,3,3
PUNA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,4,4
PUNATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
QUIABAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
QUIRUSILLAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,8,8
ROBORE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
SACABA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,6,6
SACABAMBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,3,3
SACACA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
SAIPINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
SAN ANDRES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,2,2
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
SAN BORJA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,7,7
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
SAN CARLOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,12,12
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
SAN LUCAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,16,16
SAN MATIAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
SAN PEDRO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,4,4
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,24,24
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
SANTIVAÑES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,3,3
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,2,2
SIPE SIPE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,2,2
SORATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,2,2
SUCRE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,5,5
TACOPAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,6,6
TARATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
TIAWANACU,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,4,4
TOCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
TODOS SANTOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
TOMAVE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
TOTORA(CBBA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,2,2
TOTORA(ORR),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,3,3
TRINIDAD,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,3,3
TUPIZA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,2,2
UMALA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,2,2
UNCIA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,2,2
URUBICHA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
UYUNI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,4,4
VACAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,7,7
VILA VILA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,3,3
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
VILLA RIVERO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,4,4
VILLAZON,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,10,10
YAMPARAEZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
YAPACANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,2,2
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-10-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,7,7
ACHOCALLA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
ALTO BENI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
ANCORAIMES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,2,2
ANZALDO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,2,2
APOLO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,2,2
ARANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
ARBIETO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
ARQUE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,2,2
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
AUCAPATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
AYATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
AYO AYO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
BATALLAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
BOYUIBE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
BUENA VISTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
CAJUATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,2,2
CAPINOTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
CARACOLLO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,2,2
CARANAVI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
CHACARILLA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
CHARAGUA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,4,4
CHARAÑA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
CHIPAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,2,2
CLIZA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,2,2
COCHABAMBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,8,8
COLPA BELGICA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
COLQUENCHA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,4,4
COMBAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
CONCEPCION,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
COPACABANA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,2,2
CUEVO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
CURVA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,2,2
DESAGUADERO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,42,42
EL CHORO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
EL TORNO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,3,3
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,3,3
ESCARA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,2,2
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
GUAQUI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
GUTIERREZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
HUARINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
HUMANATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
ICHOCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
INQUISIVI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
IXIAMAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
LA GUARDIA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,46,46
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,2,2
LLALLAGUA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
MACHACAMARCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
MAIRANA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
MAPIRI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
MECAPACA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
MOCOMOCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
MOJOCOYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,2,2
MONTERO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,4,4
MORO MORO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
MOROCHATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
OKINAWA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,3,3
PALCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,3,3
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,2,2
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
PAMPA GRANDE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,2,2
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
PASORAPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,2,2
PATACAMAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,3,3
POCOATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,2,2
POCONA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
POJO (CBBA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
PORONGO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,4,4
POSTRER VALLE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
PUCARANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,5,5
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,2,2
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,3,3
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,3,3
PUNA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,2,2
PUNATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
QUIABAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,4,4
QUIME,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,1,1
REYES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-11-01,2,2
