municipality,group,variable,month,Nacidos vivos atendidos por partera capacitad,TOTAL
CAQUIAVIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,3,3
CARANAVI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
CARIPUYO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,2,2
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,2,2
CHARAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,6,6
CHOQUE COTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,35,35
COLQUENCHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,3,3
CONCEPCION,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
CORQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,3,3
COTAGAITA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,3,3
COTOCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
CUATRO CAÑADAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
CUEVO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
CULPINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,5,5
CURVA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,2,2
DESAGUADERO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,2,2
EL TORNO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,2,2
ENTRE RIOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
EUCALIPTUS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
FILADELFIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
GENERAL SAAVEDRA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,5,5
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,3,3
GUANAY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,6,6
GUAQUI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,3,3
HUACARETA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
ICHOCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
ICLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,11,11
INCAHUASI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,2,2
INQUISIVI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,5,5
IXIAMAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,3,3
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
LA ASUNTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,3,3
LA GUARDIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
LICOMA PAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,2,2
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,2,2
LORETO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
LURIBAY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,8,8
MAPIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,2,2
MINEROS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,2,2
MOCOMOCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
MOJOCOYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,2,2
MONTEAGUDO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,2,2
MORO MORO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,12,12
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,4,4
OCURI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,19,19
OMEREQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,3,3
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
PADILLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
PAMPA AULLAGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
PASORAPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,3,3
PAZÑA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,2,2
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,5,5
POCONA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
POJO (CBBA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
POOPO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,3,3
PORVENIR,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
PRESTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,12,12
PUERTO CARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,2,2
PUERTO GONZALO MORENO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
PUERTO RICO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
PUERTO SILES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
PUNA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,5,5
PUNATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,3,3
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,7,7
REYES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,3,3
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,4,4
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,3,3
SACABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,2,2
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,23,23
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
SAMAIPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,2,2
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,9,9
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,2,2
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,2,2
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,6,6
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,13,13
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,4,4
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
SAN PEDRO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,2,2
SAN RAFAEL,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
SAN RAMON,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
SAN RAMON,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
SANTA ANA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
SANTA ROSA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,2,2
SICA SICA (VILLA AROMA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,3,3
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,10,10
SOPACHUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,3,3
SORACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,2,2
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,5,5
TACOBAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,4,4
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,7,7
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,6,6
TARVITA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,3,3
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,7,7
TIRAQUE (CBBA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
TOLEDO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
TOMAVE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,2,2
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,3,3
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,3,3
UYUNI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
VILA VILA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
VILLAZON,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
YUNCHARA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
ACACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,7,7
ACHOCALLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
AIQUILE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,2,2
ANCORAIMES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,5,5
ANDAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,13,13
ARAMPAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,23,23
AZURDUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,10,10
BATALLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,2,2
BELEN DE ANDAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
BELLA FLOR,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
BERMEJO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,2,2
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,9,9
BOLPEBRA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
"CAIZA ""D""",atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,3,3
CALACOTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,2,2
CALAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
CAMARGO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,2,2
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,2,2
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,4,4
CARANAVI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,3,3
CARIPUYO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,6,6
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,8,8
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,12,12
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
CHIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
COLOMI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,36,36
COLQUENCHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,3,3
COMBAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,2,2
CONCEPCION,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
COROICO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,2,2
CORQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
COTAGAITA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,4,4
CULPINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,9,9
CURVA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
EL CHORO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
ENTRE RIOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
ENTRE RIOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
EXALTACION,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,2,2
GENERAL SAAVEDRA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,5,5
GUANAY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
GUTIERREZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
HUACARETA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
HUANUNI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,2,2
ICHOCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,2,2
ICLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,3,3
INCAHUASI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,4,4
INGAVI (HUMAITA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,2,2
INQUISIVI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,11,11
IXIAMAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,2,2
LAGUNILLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
LAS CARRERAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
LICOMA PAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
LLICA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
LORETO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,4,4
LURIBAY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,2,2
MAIRANA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
MINEROS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
MOCOMOCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,2,2
MOJOCOYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,4,4
MONTEAGUDO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,10,10
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,2,2
OCURI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,15,15
OMEREQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,3,3
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
PADILLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,3,3
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,2,2
PAMPA AULLAGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,2,2
PAMPA GRANDE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
PAPEL PAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,2,2
PASORAPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,4,4
PAZÑA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
PELECHUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,11,11
POCONA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
POROMA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,2,2
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,9,9
PRESTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,13,13
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,2,2
PUERTO QUIJARRO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
PUERTO RICO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,2,2
PUNA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,2,2
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,3,3
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,13,13
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
ROBORE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,2,2
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,2,2
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,3,3
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,29,29
SAIPINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,3,3
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,10,10
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,2,2
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,4,4
SAN JULIAN,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,2,2
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,8,8
SAN PABLO DE LIPEZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,7,7
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,2,2
SAN PEDRO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,2,2
SANTIAGO DE HUARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,2,2
SICA SICA (VILLA AROMA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,2,2
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,7,7
SOPACHUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,4,4
SORACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,2,2
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,2,2
TACOBAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,4,4
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,8,8
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,2,2
TARVITA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,7,7
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,13,13
TOMAVE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
TOMINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,4,4
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,9,9
TRINIDAD,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
UMALA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,7,7
URUBICHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
UYUNI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
VALLEGRANDE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
VIACHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
VILLA MONTES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
VITICHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,2,2
YANACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,2,2
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,1,1
YOTALA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-08-01,2,2
ACACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,5,5
AIQUILE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,2,2
ANCORAIMES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,2,2
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,11,11
ARAMPAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,8,8
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,6,6
ATOCHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,19,19
