municipality,group,variable,month,"Anestesias generales, locales o regionales",TOTAL
CHIMORE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,35,35
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,35,35
COBIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,171,171
COCHABAMBA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,2309,2309
COLCAPIRHUA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,67,67
COLOMI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,2,2
COMARAPA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,11,11
COPACABANA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,18,18
COROICO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,60,60
COTOCA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,48,48
CUCHUMUELA (V. G. VILLARROEL),cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,4,4
CULPINA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,5,5
EL ALTO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,450,450
EL TORNO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,18,18
ENTRE RIOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,4,4
ENTRE RIOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,23,23
EUCALIPTUS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,2,2
GUANAY,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,1,1
GUAYARAMERIN,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,28,28
HUACARETA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,9,9
HUANUNI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,6,6
INCAHUASI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,4,4
IRUPANA (VILLA DE LANZA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,9,9
LA PAZ,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,3113,3113
LAS CARRERAS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,4,4
LLALLAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,45,45
MACHARETI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,2,2
MAGDALENA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,4,4
MAIRANA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,4,4
MONTEAGUDO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,69,69
MONTERO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,153,153
ORURO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,540,540
PADILLA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,14,14
PALOS BLANCOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,2,2
PAPEL PAMPA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,1,1
PATACAMAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,11,11
PORTACHUELO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,39,39
POTOSI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,365,365
PUERTO ACOSTA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,13,13
PUERTO CARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,4,4
PUERTO QUIJARRO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,2,2
PUERTO RICO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,78,78
PUERTO SUAREZ,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,34,34
PUERTO VILLARROEL,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,142,142
PUNATA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,64,64
QUILLACOLLO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,181,181
REYES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,6,6
RIBERALTA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,72,72
ROBORE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,4,4
RURRENABAQUE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,13,13
SACABA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,73,73
SAMAIPATA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,5,5
SAN ANDRES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,3,3
SAN ANTONIO DE LOMERIO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,1,1
SAN BORJA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,21,21
SAN BUENA VENTURA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,3,3
SAN CARLOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,19,19
SAN IGNACIO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,7,7
SAN IGNACIO DE VELASCO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,79,79
SAN JAVIER(STC),cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,48,48
SAN JOAQUIN,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,1,1
SAN JOSE DE CHIQUITOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,8,8
SAN JUAN DE YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,43,43
SAN JULIAN,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,30,30
SAN LORENZO(PND),cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,3,3
SAN LUCAS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,13,13
SAN MATIAS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,8,8
SAN RAMON,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,3,3
SANTA ANA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,27,27
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,2776,2776
SANTA ROSA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,5,5
SIPE SIPE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,25,25
SOPACHUY,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,5,5
SUCRE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,793,793
TAPACARI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,9,9
TARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,7,7
TARIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,576,576
TARVITA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,7,7
TIPUANI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,12,12
TIQUIPAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,10,10
TIRAQUE (CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,12,12
TOTORA(CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,7,7
TRINIDAD,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,398,398
TUPIZA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,40,40
UNCIA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,36,36
VACAS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,11,11
VALLEGRANDE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,34,34
VIACHA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,22,22
VILLA MONTES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,43,43
VILLA RIVERO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,17,17
VILLA TUNARI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,15,15
VILLA VACA GUZMAN (MUYUPAMPA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,3,3
VILLAZON,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,135,135
WARNES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,34,34
YACUIBA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,59,59
YAMPARAEZ,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,14,14
YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,19,19
YOTALA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,19,19
ZUDAÑEZ,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,10,10
ACHACACHI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,5,5
AIQUILE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,18,18
ANCORAIMES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,11,11
APOLO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,5,5
ATOCHA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,14,14
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,9,9
AZURDUY,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,5,5
BELLA FLOR,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,2,2
BERMEJO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,49,49
BETANZOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,22,22
CAIROMA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,2,2
CAMARGO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,49,49
CAMIRI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,104,104
CAPINOTA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,15,15
CARANAVI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,39,39
CHALLAPATA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,2,2
CHARAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,7,7
CHIMORE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,39,39
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,4,4
COBIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,108,108
COCHABAMBA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,2247,2247
COLCAPIRHUA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,62,62
COLOMI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,2,2
COMARAPA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,5,5
COPACABANA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,30,30
CORO CORO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,1,1
COROICO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,15,15
COTOCA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,38,38
CUCHUMUELA (V. G. VILLARROEL),cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,4,4
CULPINA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,15,15
EL ALTO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,669,669
EL TORNO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,12,12
ENTRE RIOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,2,2
EXALTACION,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,1,1
GUANAY,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,4,4
GUAYARAMERIN,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,21,21
HUACARETA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,8,8
HUANUNI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,3,3
IRUPANA (VILLA DE LANZA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,9,9
LA PAZ,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,2728,2728
LLALLAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,30,30
MACHARETI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,2,2
MAGDALENA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,6,6
MAIRANA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,11,11
MIZQUE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,1,1
MONTEAGUDO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,77,77
MONTERO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,133,133
ORURO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,565,565
PADILLA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,15,15
PALOS BLANCOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,2,2
PATACAMAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,8,8
PORTACHUELO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,43,43
POTOSI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,360,360
PUERTO ACOSTA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,22,22
PUERTO CARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,2,2
PUERTO QUIJARRO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,1,1
PUERTO SUAREZ,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,60,60
PUERTO VILLARROEL,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,117,117
PUNATA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,105,105
QUILLACOLLO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,197,197
REYES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,7,7
RIBERALTA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,85,85
ROBORE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,6,6
RURRENABAQUE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,6,6
SACABA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,119,119
SAMAIPATA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,5,5
SAN ANDRES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,7,7
SAN BORJA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,17,17
SAN BUENA VENTURA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,3,3
SAN CARLOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,14,14
SAN IGNACIO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,4,4
SAN IGNACIO DE VELASCO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,78,78
SAN JAVIER(STC),cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,4,4
SAN JOAQUIN,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,1,1
SAN JOSE DE CHIQUITOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,7,7
SAN JUAN DE YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,20,20
SAN JULIAN,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,29,29
SAN LUCAS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,6,6
SAN MATIAS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,3,3
SAN RAMON,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,1,1
SANTA ANA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,19,19
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,3598,3598
SANTA ROSA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,3,3
SIPE SIPE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,34,34
SOPACHUY,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,3,3
SORATA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,3,3
SUCRE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,949,949
TACOPAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,3,3
TAPACARI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,7,7
TARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,6,6
TARIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,474,474
TARVITA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,7,7
TIQUIPAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,4,4
TIRAQUE (CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,22,22
TOTORA(CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,12,12
TRINIDAD,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,112,112
TUPIZA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,29,29
UNCIA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,41,41
VACAS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,28,28
VALLEGRANDE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,34,34
VIACHA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,10,10
VILLA MONTES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,37,37
VILLA RIVERO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,7,7
VILLA TUNARI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,19,19
VILLA VACA GUZMAN (MUYUPAMPA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,8,8
VILLAZON,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,84,84
WARNES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,34,34
YACUIBA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,57,57
YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,9,9
YOTALA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,33,33
ZUDAÑEZ,cirugias y anestesias,"anestesias generales, locales o regionales",2005-10-01,14,14
AIQUILE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,10,10
ANCORAIMES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,10,10
APOLO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,7,7
ASCENCION DE GUARAYOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,9,9
ATOCHA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,10,10
AZURDUY,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,2,2
BAURES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,3,3
BELLA FLOR,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,50,50
BERMEJO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,111,111
BETANZOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,22,22
CAJUATA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,8,8
CAMARGO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,53,53
CAMIRI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,82,82
CAPINOTA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,20,20
CARANAVI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,24,24
CHALLAPATA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,1,1
CHARAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,7,7
CHIMORE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,30,30
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,45,45
COBIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,101,101
COCHABAMBA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,3147,3147
COLCAPIRHUA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,45,45
COLOMI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,5,5
COMARAPA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,9,9
CONCEPCION,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,3,3
COPACABANA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,9,9
COROICO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,16,16
COTOCA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,35,35
CULPINA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,12,12
DESAGUADERO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,1,1
EL ALTO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,640,640
EL TORNO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,8,8
ENTRE RIOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,27,27
GRAL. J.J. PEREZ (CHARAZANI),cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,3,3
GUANAY,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,1,1
GUAYARAMERIN,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,38,38
HUACARETA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,6,6
HUANUNI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,3,3
INCAHUASI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,6,6
INQUISIVI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,5,5
IRUPANA (VILLA DE LANZA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,9,9
LA PAZ,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,3377,3377
LLALLAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,36,36
MACHARETI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,4,4
MAGDALENA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,2,2
MAIRANA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,5,5
MONTEAGUDO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,60,60
MONTERO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,138,138
ORURO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,571,571
PADILLA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,16,16
PAMPA AULLAGAS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,2,2
PATACAMAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,10,10
PORTACHUELO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,35,35
POTOSI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,320,320
PRESTO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,1,1
PUERTO ACOSTA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,16,16
PUERTO CARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,4,4
PUERTO QUIJARRO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,1,1
PUERTO SUAREZ,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,72,72
PUERTO VILLARROEL,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,75,75
PUNATA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,64,64
QUILLACOLLO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,211,211
REYES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,7,7
RIBERALTA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,258,258
ROBORE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,12,12
RURRENABAQUE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,8,8
SACABA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,105,105
SAMAIPATA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,4,4
SAN ANDRES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,4,4
SAN BORJA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,25,25
SAN BUENA VENTURA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,1,1
SAN CARLOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,18,18
SAN IGNACIO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,7,7
SAN IGNACIO DE VELASCO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,90,90
SAN JAVIER(STC),cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,2,2
SAN JOAQUIN,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,3,3
SAN JOSE DE CHIQUITOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,5,5
SAN JUAN DE YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,29,29
SAN JULIAN,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,44,44
SAN LORENZO(PND),cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,1,1
SAN LUCAS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,26,26
SAN MATIAS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,4,4
SAN PEDRO DE TIQUINA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,2,2
SAN RAMON,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,5,5
SANTA ANA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,15,15
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,3355,3355
SANTA ROSA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,1,1
SANTIVAÑES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,1,1
SIPE SIPE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,21,21
SOPACHUY,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,4,4
SORATA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,7,7
SUCRE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,740,740
TAPACARI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,9,9
TARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,3,3
TARIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,487,487
TARVITA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,10,10
TIQUIPAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,12,12
