municipality,group,variable,month,Cirugías medianas y mayores,TOTAL
DESAGUADERO,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,2,2
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,515,515
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,14,14
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,28,28
HUANUNI,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,1,1
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,3550,3550
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,42,42
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,3,3
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,4,4
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,27,27
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,129,129
ORURO,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,523,523
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,13,13
PATACAMAYA,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,4,4
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,31,31
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,204,204
PUERTO ACOSTA,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,6,6
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,13,13
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,21,21
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,20,20
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,75,75
REYES,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,5,5
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,204,204
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,3,3
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,15,15
SACABA,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,44,44
SAN ANDRES,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,3,3
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,17,17
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,2,2
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,18,18
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,1,1
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,32,32
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2005-12-01,7,7
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,2,2
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,22,22
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,13,13
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,5,5
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,5,5
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,5,5
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,5,5
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,18,18
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,3349,3349
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,4,4
SIPE SIPE,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,27,27
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,1,1
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,760,760
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,1,1
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,380,380
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,10,10
TIRAQUE (CBBA),cirugias y anestesias,cirugias medianas y mayores,2005-12-01,14,14
TOTORA(CBBA),cirugias y anestesias,cirugias medianas y mayores,2005-12-01,1,1
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,152,152
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,28,28
UNCIA,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,33,33
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,36,36
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,10,10
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,22,22
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,17,17
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,13,13
WARNES,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,22,22
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,55,55
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2005-12-01,2,2
