municipality,group,variable,month,N° de Sintomáticos Respiratorios,TOTAL
"CAIZA ""D""",tuberculosis,n de sintomaticos respiratorios,2009-10-01,1,1
CAJUATA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,3,3
CALACOTO,tuberculosis,n de sintomaticos respiratorios,2009-10-01,9,9
CALAMARCA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,6,6
CAMARGO,tuberculosis,n de sintomaticos respiratorios,2009-10-01,33,33
CAMATAQUI (C. VILLA ABECIA),tuberculosis,n de sintomaticos respiratorios,2009-10-01,1,1
CAMIRI,tuberculosis,n de sintomaticos respiratorios,2009-10-01,15,15
CAQUIAVIRI,tuberculosis,n de sintomaticos respiratorios,2009-10-01,2,2
CARACOLLO,tuberculosis,n de sintomaticos respiratorios,2009-10-01,17,17
CARANAVI,tuberculosis,n de sintomaticos respiratorios,2009-10-01,118,118
CARAPARI,tuberculosis,n de sintomaticos respiratorios,2009-10-01,20,20
CARIPUYO,tuberculosis,n de sintomaticos respiratorios,2009-10-01,5,5
CHALLAPATA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,10,10
CHAQUI,tuberculosis,n de sintomaticos respiratorios,2009-10-01,4,4
CHARAGUA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,17,17
CHAYANTA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,9,9
CHIMORE,tuberculosis,n de sintomaticos respiratorios,2009-10-01,22,22
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,n de sintomaticos respiratorios,2009-10-01,38,38
CHUMA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,11,11
CLIZA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,7,7
COBIJA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,61,61
COCHABAMBA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,258,258
COLCAPIRHUA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,67,67
"COLCHA ""K""",tuberculosis,n de sintomaticos respiratorios,2009-10-01,2,2
COLOMI,tuberculosis,n de sintomaticos respiratorios,2009-10-01,5,5
COLPA BELGICA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,5,5
COLQUECHACA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,17,17
COLQUENCHA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,1,1
COLQUIRI,tuberculosis,n de sintomaticos respiratorios,2009-10-01,11,11
COMARAPA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,16,16
CONCEPCION,tuberculosis,n de sintomaticos respiratorios,2009-10-01,6,6
COPACABANA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,6,6
CORIPATA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,26,26
CORO CORO,tuberculosis,n de sintomaticos respiratorios,2009-10-01,4,4
COROICO,tuberculosis,n de sintomaticos respiratorios,2009-10-01,19,19
CORQUE,tuberculosis,n de sintomaticos respiratorios,2009-10-01,4,4
COTAGAITA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,13,13
COTOCA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,17,17
CUATRO CAÑADAS,tuberculosis,n de sintomaticos respiratorios,2009-10-01,17,17
CULPINA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,22,22
CURAHUARA DE CARANGAS,tuberculosis,n de sintomaticos respiratorios,2009-10-01,5,5
CURVA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,1,1
DESAGUADERO,tuberculosis,n de sintomaticos respiratorios,2009-10-01,4,4
EL ALTO,tuberculosis,n de sintomaticos respiratorios,2009-10-01,465,465
EL PUENTE(STC),tuberculosis,n de sintomaticos respiratorios,2009-10-01,12,12
EL PUENTE(TJA),tuberculosis,n de sintomaticos respiratorios,2009-10-01,8,8
EL TORNO,tuberculosis,n de sintomaticos respiratorios,2009-10-01,72,72
EL VILLAR,tuberculosis,n de sintomaticos respiratorios,2009-10-01,6,6
ENTRE RIOS,tuberculosis,n de sintomaticos respiratorios,2009-10-01,44,44
ENTRE RIOS,tuberculosis,n de sintomaticos respiratorios,2009-10-01,13,13
EUCALIPTUS,tuberculosis,n de sintomaticos respiratorios,2009-10-01,4,4
FERNANDEZ ALONSO,tuberculosis,n de sintomaticos respiratorios,2009-10-01,16,16
GENERAL SAAVEDRA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,11,11
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis,n de sintomaticos respiratorios,2009-10-01,6,6
GUANAY,tuberculosis,n de sintomaticos respiratorios,2009-10-01,14,14
GUAQUI,tuberculosis,n de sintomaticos respiratorios,2009-10-01,3,3
GUAYARAMERIN,tuberculosis,n de sintomaticos respiratorios,2009-10-01,33,33
GUTIERREZ,tuberculosis,n de sintomaticos respiratorios,2009-10-01,12,12
HUACARETA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,21,21
HUACAYA (VILLA DE HUACAYA),tuberculosis,n de sintomaticos respiratorios,2009-10-01,7,7
HUACHACALLA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,1,1
HUANUNI,tuberculosis,n de sintomaticos respiratorios,2009-10-01,23,23
HUARACAJE,tuberculosis,n de sintomaticos respiratorios,2009-10-01,2,2
HUAYLLAMARCA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,6,6
ICHOCA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,2,2
ICLA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,5,5
INCAHUASI,tuberculosis,n de sintomaticos respiratorios,2009-10-01,34,34
INQUISIVI,tuberculosis,n de sintomaticos respiratorios,2009-10-01,5,5
IRUPANA (VILLA DE LANZA),tuberculosis,n de sintomaticos respiratorios,2009-10-01,15,15
JESUS DE MACHACA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,12,12
LA ASUNTA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,50,50
LA GUARDIA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,45,45
LA PAZ,tuberculosis,n de sintomaticos respiratorios,2009-10-01,728,728
LAJA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,6,6
LAS CARRERAS,tuberculosis,n de sintomaticos respiratorios,2009-10-01,1,1
LLALLAGUA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,26,26
LLICA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,3,3
LORETO,tuberculosis,n de sintomaticos respiratorios,2009-10-01,3,3
LURIBAY,tuberculosis,n de sintomaticos respiratorios,2009-10-01,2,2
MACHACAMARCA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,4,4
MACHARETI,tuberculosis,n de sintomaticos respiratorios,2009-10-01,9,9
MAGDALENA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,1,1
MAIRANA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,4,4
MALLA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,1,1
MAPIRI,tuberculosis,n de sintomaticos respiratorios,2009-10-01,18,18
MECAPACA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,5,5
MINEROS,tuberculosis,n de sintomaticos respiratorios,2009-10-01,11,11
MIZQUE,tuberculosis,n de sintomaticos respiratorios,2009-10-01,10,10
MOCOMOCO,tuberculosis,n de sintomaticos respiratorios,2009-10-01,2,2
MOJOCOYA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,3,3
MONTEAGUDO,tuberculosis,n de sintomaticos respiratorios,2009-10-01,75,75
MONTERO,tuberculosis,n de sintomaticos respiratorios,2009-10-01,101,101
MORO MORO,tuberculosis,n de sintomaticos respiratorios,2009-10-01,3,3
MOROCHATA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,10,10
NACEBE (SANTA ROSA DEL ABUNA),tuberculosis,n de sintomaticos respiratorios,2009-10-01,5,5
OCURI,tuberculosis,n de sintomaticos respiratorios,2009-10-01,20,20
OKINAWA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,6,6
OMEREQUE,tuberculosis,n de sintomaticos respiratorios,2009-10-01,3,3
ORURO,tuberculosis,n de sintomaticos respiratorios,2009-10-01,202,202
PADCAYA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,12,12
PADILLA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,19,19
PAILON,tuberculosis,n de sintomaticos respiratorios,2009-10-01,37,37
PALCA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,3,3
PALOS BLANCOS,tuberculosis,n de sintomaticos respiratorios,2009-10-01,27,27
PAMPA AULLAGAS,tuberculosis,n de sintomaticos respiratorios,2009-10-01,1,1
PAMPA GRANDE,tuberculosis,n de sintomaticos respiratorios,2009-10-01,2,2
PAPEL PAMPA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,2,2
PASORAPA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,1,1
PATACAMAYA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,8,8
PAZÑA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,5,5
POCOATA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,15,15
POCONA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,5,5
POJO (CBBA),tuberculosis,n de sintomaticos respiratorios,2009-10-01,6,6
POOPO,tuberculosis,n de sintomaticos respiratorios,2009-10-01,8,8
PORCO,tuberculosis,n de sintomaticos respiratorios,2009-10-01,3,3
POROMA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,10,10
PORONGO,tuberculosis,n de sintomaticos respiratorios,2009-10-01,8,8
PORTACHUELO,tuberculosis,n de sintomaticos respiratorios,2009-10-01,11,11
PORVENIR,tuberculosis,n de sintomaticos respiratorios,2009-10-01,2,2
POSTRER VALLE,tuberculosis,n de sintomaticos respiratorios,2009-10-01,1,1
POTOSI,tuberculosis,n de sintomaticos respiratorios,2009-10-01,107,107
PRESTO,tuberculosis,n de sintomaticos respiratorios,2009-10-01,8,8
PUCARA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,1,1
PUCARANI,tuberculosis,n de sintomaticos respiratorios,2009-10-01,7,7
PUERTO ACOSTA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,6,6
PUERTO CARABUCO,tuberculosis,n de sintomaticos respiratorios,2009-10-01,5,5
PUERTO GONZALO MORENO,tuberculosis,n de sintomaticos respiratorios,2009-10-01,2,2
PUERTO QUIJARRO,tuberculosis,n de sintomaticos respiratorios,2009-10-01,13,13
PUERTO RICO,tuberculosis,n de sintomaticos respiratorios,2009-10-01,2,2
PUERTO SILES,tuberculosis,n de sintomaticos respiratorios,2009-10-01,1,1
PUERTO SUAREZ,tuberculosis,n de sintomaticos respiratorios,2009-10-01,6,6
PUERTO VILLARROEL,tuberculosis,n de sintomaticos respiratorios,2009-10-01,97,97
PUNA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,20,20
PUNATA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,23,23
QUIABAYA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,1,1
QUILLACOLLO,tuberculosis,n de sintomaticos respiratorios,2009-10-01,55,55
QUIME,tuberculosis,n de sintomaticos respiratorios,2009-10-01,5,5
RAVELO,tuberculosis,n de sintomaticos respiratorios,2009-10-01,10,10
REYES,tuberculosis,n de sintomaticos respiratorios,2009-10-01,2,2
RIBERALTA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,104,104
ROBORE,tuberculosis,n de sintomaticos respiratorios,2009-10-01,6,6
RURRENABAQUE,tuberculosis,n de sintomaticos respiratorios,2009-10-01,11,11
SACABA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,74,74
SACABAMBA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,1,1
SACACA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,17,17
SAIPINA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,4,4
SALINAS DE GARCI MENDOZA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,3,3
SAMAIPATA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,4,4
SAN AGUSTIN,tuberculosis,n de sintomaticos respiratorios,2009-10-01,1,1
SAN ANDRES DE MACHACA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,3,3
SAN ANTONIO DE LOMERIO,tuberculosis,n de sintomaticos respiratorios,2009-10-01,7,7
SAN BORJA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,21,21
SAN BUENA VENTURA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,9,9
SAN CARLOS,tuberculosis,n de sintomaticos respiratorios,2009-10-01,20,20
SAN IGNACIO,tuberculosis,n de sintomaticos respiratorios,2009-10-01,16,16
SAN IGNACIO DE VELASCO,tuberculosis,n de sintomaticos respiratorios,2009-10-01,27,27
SAN JAVIER(STC),tuberculosis,n de sintomaticos respiratorios,2009-10-01,8,8
SAN JOAQUIN,tuberculosis,n de sintomaticos respiratorios,2009-10-01,1,1
SAN JOSE DE CHIQUITOS,tuberculosis,n de sintomaticos respiratorios,2009-10-01,15,15
SAN JUAN DE YAPACANI,tuberculosis,n de sintomaticos respiratorios,2009-10-01,47,47
SAN JULIAN,tuberculosis,n de sintomaticos respiratorios,2009-10-01,61,61
SAN LORENZO(TJA),tuberculosis,n de sintomaticos respiratorios,2009-10-01,8,8
SAN LUCAS,tuberculosis,n de sintomaticos respiratorios,2009-10-01,32,32
SAN MIGUEL DE VELASCO,tuberculosis,n de sintomaticos respiratorios,2009-10-01,5,5
SAN PABLO DE LIPEZ,tuberculosis,n de sintomaticos respiratorios,2009-10-01,1,1
SAN PEDRO,tuberculosis,n de sintomaticos respiratorios,2009-10-01,15,15
SAN PEDRO DE BUENA VISTA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,13,13
SAN PEDRO DE TIQUINA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,3,3
SAN RAFAEL,tuberculosis,n de sintomaticos respiratorios,2009-10-01,2,2
SAN RAMON,tuberculosis,n de sintomaticos respiratorios,2009-10-01,10,10
SANTA ANA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,7,7
SANTA CRUZ DE LA SIERRA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,809,809
SANTA ROSA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,1,1
SANTA ROSA DEL SARA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,4,4
SANTIAGO DE HUARI,tuberculosis,n de sintomaticos respiratorios,2009-10-01,4,4
SANTIAGO DE MACHACA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,2,2
SANTUARIO DE QUILLACAS,tuberculosis,n de sintomaticos respiratorios,2009-10-01,1,1
SAPAHAQUI,tuberculosis,n de sintomaticos respiratorios,2009-10-01,8,8
SENA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,1,1
SICA SICA (VILLA AROMA),tuberculosis,n de sintomaticos respiratorios,2009-10-01,5,5
SICAYA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,3,3
SIPE SIPE,tuberculosis,n de sintomaticos respiratorios,2009-10-01,13,13
SOPACHUY,tuberculosis,n de sintomaticos respiratorios,2009-10-01,18,18
SORACACHI,tuberculosis,n de sintomaticos respiratorios,2009-10-01,5,5
SORATA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,48,48
SUCRE,tuberculosis,n de sintomaticos respiratorios,2009-10-01,299,299
TACACHI,tuberculosis,n de sintomaticos respiratorios,2009-10-01,1,1
TACACOMA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,6,6
TACOBAMBA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,10,10
TACOPAYA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,8,8
TAPACARI,tuberculosis,n de sintomaticos respiratorios,2009-10-01,22,22
TARABUCO,tuberculosis,n de sintomaticos respiratorios,2009-10-01,23,23
TARACO,tuberculosis,n de sintomaticos respiratorios,2009-10-01,1,1
TARATA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,15,15
TARIJA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,129,129
TARVITA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,28,28
TEOPONTE,tuberculosis,n de sintomaticos respiratorios,2009-10-01,15,15
TIAWANACU,tuberculosis,n de sintomaticos respiratorios,2009-10-01,12,12
TINGUIPAYA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,8,8
TIPUANI,tuberculosis,n de sintomaticos respiratorios,2009-10-01,26,26
TIQUIPAYA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,33,33
TIRAQUE (CBBA),tuberculosis,n de sintomaticos respiratorios,2009-10-01,16,16
TOCO,tuberculosis,n de sintomaticos respiratorios,2009-10-01,2,2
TOLATA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,1,1
TOLEDO,tuberculosis,n de sintomaticos respiratorios,2009-10-01,2,2
TOMAVE,tuberculosis,n de sintomaticos respiratorios,2009-10-01,7,7
TOMINA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,10,10
TORO TORO,tuberculosis,n de sintomaticos respiratorios,2009-10-01,4,4
TOTORA(CBBA),tuberculosis,n de sintomaticos respiratorios,2009-10-01,11,11
TOTORA(ORR),tuberculosis,n de sintomaticos respiratorios,2009-10-01,2,2
TRIGAL,tuberculosis,n de sintomaticos respiratorios,2009-10-01,2,2
TRINIDAD,tuberculosis,n de sintomaticos respiratorios,2009-10-01,52,52
TUPIZA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,23,23
TURCO,tuberculosis,n de sintomaticos respiratorios,2009-10-01,1,1
UNCIA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,17,17
URIONDO (A. CONCEPCION),tuberculosis,n de sintomaticos respiratorios,2009-10-01,10,10
URUBICHA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,7,7
UYUNI,tuberculosis,n de sintomaticos respiratorios,2009-10-01,14,14
VACAS,tuberculosis,n de sintomaticos respiratorios,2009-10-01,2,2
VALLEGRANDE,tuberculosis,n de sintomaticos respiratorios,2009-10-01,13,13
VIACHA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,11,11
VILA VILA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,1,1
VILLA MONTES,tuberculosis,n de sintomaticos respiratorios,2009-10-01,21,21
VILLA RIVERO,tuberculosis,n de sintomaticos respiratorios,2009-10-01,4,4
VILLA SERRANO,tuberculosis,n de sintomaticos respiratorios,2009-10-01,12,12
VILLA TUNARI,tuberculosis,n de sintomaticos respiratorios,2009-10-01,80,80
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis,n de sintomaticos respiratorios,2009-10-01,19,19
VILLAZON,tuberculosis,n de sintomaticos respiratorios,2009-10-01,11,11
VINTO,tuberculosis,n de sintomaticos respiratorios,2009-10-01,20,20
VITICHI,tuberculosis,n de sintomaticos respiratorios,2009-10-01,6,6
WALDO BALLIVIAN,tuberculosis,n de sintomaticos respiratorios,2009-10-01,2,2
WARNES,tuberculosis,n de sintomaticos respiratorios,2009-10-01,61,61
YACO,tuberculosis,n de sintomaticos respiratorios,2009-10-01,2,2
YACUIBA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,199,199
YAMPARAEZ,tuberculosis,n de sintomaticos respiratorios,2009-10-01,21,21
YANACACHI,tuberculosis,n de sintomaticos respiratorios,2009-10-01,6,6
YAPACANI,tuberculosis,n de sintomaticos respiratorios,2009-10-01,98,98
YOCALLA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,3,3
YOTALA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,3,3
YUNCHARA,tuberculosis,n de sintomaticos respiratorios,2009-10-01,10,10
ZUDAÑEZ,tuberculosis,n de sintomaticos respiratorios,2009-10-01,12,12
ACACIO,tuberculosis,n de sintomaticos respiratorios,2009-11-01,4,4
ACHACACHI,tuberculosis,n de sintomaticos respiratorios,2009-11-01,21,21
ACHOCALLA,tuberculosis,n de sintomaticos respiratorios,2009-11-01,2,2
AIQUILE,tuberculosis,n de sintomaticos respiratorios,2009-11-01,11,11
ALALAY,tuberculosis,n de sintomaticos respiratorios,2009-11-01,1,1
ALCALA,tuberculosis,n de sintomaticos respiratorios,2009-11-01,3,3
ANCORAIMES,tuberculosis,n de sintomaticos respiratorios,2009-11-01,4,4
ANDAMARCA,tuberculosis,n de sintomaticos respiratorios,2009-11-01,4,4
ANTEQUERA,tuberculosis,n de sintomaticos respiratorios,2009-11-01,5,5
ANZALDO,tuberculosis,n de sintomaticos respiratorios,2009-11-01,7,7
APOLO,tuberculosis,n de sintomaticos respiratorios,2009-11-01,17,17
ARAMPAMPA,tuberculosis,n de sintomaticos respiratorios,2009-11-01,1,1
ARBIETO,tuberculosis,n de sintomaticos respiratorios,2009-11-01,5,5
ARQUE,tuberculosis,n de sintomaticos respiratorios,2009-11-01,3,3
ASCENCION DE GUARAYOS,tuberculosis,n de sintomaticos respiratorios,2009-11-01,14,14
AUCAPATA,tuberculosis,n de sintomaticos respiratorios,2009-11-01,4,4
AYATA,tuberculosis,n de sintomaticos respiratorios,2009-11-01,2,2
AYO AYO,tuberculosis,n de sintomaticos respiratorios,2009-11-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,n de sintomaticos respiratorios,2009-11-01,13,13
AZURDUY,tuberculosis,n de sintomaticos respiratorios,2009-11-01,7,7
BATALLAS,tuberculosis,n de sintomaticos respiratorios,2009-11-01,7,7
BELEN DE URMIRI,tuberculosis,n de sintomaticos respiratorios,2009-11-01,3,3
BERMEJO,tuberculosis,n de sintomaticos respiratorios,2009-11-01,44,44
BETANZOS,tuberculosis,n de sintomaticos respiratorios,2009-11-01,9,9
BOLIVAR,tuberculosis,n de sintomaticos respiratorios,2009-11-01,8,8
BOLPEBRA,tuberculosis,n de sintomaticos respiratorios,2009-11-01,1,1
BUENA VISTA,tuberculosis,n de sintomaticos respiratorios,2009-11-01,3,3
CABEZAS,tuberculosis,n de sintomaticos respiratorios,2009-11-01,47,47
"CAIZA ""D""",tuberculosis,n de sintomaticos respiratorios,2009-11-01,2,2
CAJUATA,tuberculosis,n de sintomaticos respiratorios,2009-11-01,3,3
CALACOTO,tuberculosis,n de sintomaticos respiratorios,2009-11-01,5,5
CALAMARCA,tuberculosis,n de sintomaticos respiratorios,2009-11-01,5,5
CAMARGO,tuberculosis,n de sintomaticos respiratorios,2009-11-01,18,18
CAMATAQUI (C. VILLA ABECIA),tuberculosis,n de sintomaticos respiratorios,2009-11-01,2,2
CAMIRI,tuberculosis,n de sintomaticos respiratorios,2009-11-01,20,20
CAPINOTA,tuberculosis,n de sintomaticos respiratorios,2009-11-01,15,15
CARACOLLO,tuberculosis,n de sintomaticos respiratorios,2009-11-01,12,12
CARANAVI,tuberculosis,n de sintomaticos respiratorios,2009-11-01,102,102
CARAPARI,tuberculosis,n de sintomaticos respiratorios,2009-11-01,12,12
CARIPUYO,tuberculosis,n de sintomaticos respiratorios,2009-11-01,3,3
CARMEN RIVERO TORREZ,tuberculosis,n de sintomaticos respiratorios,2009-11-01,1,1
CATACORA,tuberculosis,n de sintomaticos respiratorios,2009-11-01,1,1
CHALLAPATA,tuberculosis,n de sintomaticos respiratorios,2009-11-01,14,14
CHAQUI,tuberculosis,n de sintomaticos respiratorios,2009-11-01,2,2
CHARAGUA,tuberculosis,n de sintomaticos respiratorios,2009-11-01,10,10
CHAYANTA,tuberculosis,n de sintomaticos respiratorios,2009-11-01,10,10
CHIMORE,tuberculosis,n de sintomaticos respiratorios,2009-11-01,25,25
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,n de sintomaticos respiratorios,2009-11-01,36,36
CHUMA,tuberculosis,n de sintomaticos respiratorios,2009-11-01,10,10
CLIZA,tuberculosis,n de sintomaticos respiratorios,2009-11-01,8,8
COBIJA,tuberculosis,n de sintomaticos respiratorios,2009-11-01,44,44
COCHABAMBA,tuberculosis,n de sintomaticos respiratorios,2009-11-01,203,203
COLCAPIRHUA,tuberculosis,n de sintomaticos respiratorios,2009-11-01,47,47
"COLCHA ""K""",tuberculosis,n de sintomaticos respiratorios,2009-11-01,1,1
COLOMI,tuberculosis,n de sintomaticos respiratorios,2009-11-01,6,6
COLPA BELGICA,tuberculosis,n de sintomaticos respiratorios,2009-11-01,3,3
COLQUECHACA,tuberculosis,n de sintomaticos respiratorios,2009-11-01,23,23
COLQUENCHA,tuberculosis,n de sintomaticos respiratorios,2009-11-01,3,3
COLQUIRI,tuberculosis,n de sintomaticos respiratorios,2009-11-01,8,8
COMANCHE,tuberculosis,n de sintomaticos respiratorios,2009-11-01,2,2
COMARAPA,tuberculosis,n de sintomaticos respiratorios,2009-11-01,23,23
COMBAYA,tuberculosis,n de sintomaticos respiratorios,2009-11-01,2,2
CONCEPCION,tuberculosis,n de sintomaticos respiratorios,2009-11-01,8,8
COPACABANA,tuberculosis,n de sintomaticos respiratorios,2009-11-01,1,1
CORIPATA,tuberculosis,n de sintomaticos respiratorios,2009-11-01,22,22
COROICO,tuberculosis,n de sintomaticos respiratorios,2009-11-01,30,30
CORQUE,tuberculosis,n de sintomaticos respiratorios,2009-11-01,3,3
COTAGAITA,tuberculosis,n de sintomaticos respiratorios,2009-11-01,11,11
COTOCA,tuberculosis,n de sintomaticos respiratorios,2009-11-01,19,19
CUATRO CAÑADAS,tuberculosis,n de sintomaticos respiratorios,2009-11-01,17,17
CUCHUMUELA (V. G. VILLARROEL),tuberculosis,n de sintomaticos respiratorios,2009-11-01,2,2
CUEVO,tuberculosis,n de sintomaticos respiratorios,2009-11-01,1,1
CULPINA,tuberculosis,n de sintomaticos respiratorios,2009-11-01,14,14
CURAHUARA DE CARANGAS,tuberculosis,n de sintomaticos respiratorios,2009-11-01,2,2
CURVA,tuberculosis,n de sintomaticos respiratorios,2009-11-01,1,1
DESAGUADERO,tuberculosis,n de sintomaticos respiratorios,2009-11-01,7,7
EL ALTO,tuberculosis,n de sintomaticos respiratorios,2009-11-01,535,535
EL CHORO,tuberculosis,n de sintomaticos respiratorios,2009-11-01,3,3
EL PUENTE(STC),tuberculosis,n de sintomaticos respiratorios,2009-11-01,8,8
EL PUENTE(TJA),tuberculosis,n de sintomaticos respiratorios,2009-11-01,12,12
EL TORNO,tuberculosis,n de sintomaticos respiratorios,2009-11-01,73,73
EL VILLAR,tuberculosis,n de sintomaticos respiratorios,2009-11-01,13,13
ENTRE RIOS,tuberculosis,n de sintomaticos respiratorios,2009-11-01,32,32
ENTRE RIOS,tuberculosis,n de sintomaticos respiratorios,2009-11-01,9,9
EUCALIPTUS,tuberculosis,n de sintomaticos respiratorios,2009-11-01,3,3
FERNANDEZ ALONSO,tuberculosis,n de sintomaticos respiratorios,2009-11-01,19,19
FILADELFIA,tuberculosis,n de sintomaticos respiratorios,2009-11-01,1,1
GENERAL SAAVEDRA,tuberculosis,n de sintomaticos respiratorios,2009-11-01,15,15
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis,n de sintomaticos respiratorios,2009-11-01,5,5
GUANAY,tuberculosis,n de sintomaticos respiratorios,2009-11-01,12,12
GUAQUI,tuberculosis,n de sintomaticos respiratorios,2009-11-01,3,3
GUAYARAMERIN,tuberculosis,n de sintomaticos respiratorios,2009-11-01,30,30
GUTIERREZ,tuberculosis,n de sintomaticos respiratorios,2009-11-01,4,4
HUACARETA,tuberculosis,n de sintomaticos respiratorios,2009-11-01,9,9
HUACAYA (VILLA DE HUACAYA),tuberculosis,n de sintomaticos respiratorios,2009-11-01,4,4
HUANUNI,tuberculosis,n de sintomaticos respiratorios,2009-11-01,12,12
HUAYLLAMARCA,tuberculosis,n de sintomaticos respiratorios,2009-11-01,4,4
ICHOCA,tuberculosis,n de sintomaticos respiratorios,2009-11-01,3,3
INCAHUASI,tuberculosis,n de sintomaticos respiratorios,2009-11-01,21,21
