,group,variable,month,SRP DOSIS ÚNICA DENTRO,SRP DOSIS ÚNICA DENTRO,SRP DOSIS ÚNICA FUERA,SRP DOSIS ÚNICA FUERA,TOTALES
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,3,2,1,0,6
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,1,0,1,0,2
AIQUILE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,0,1,0,1
ANCORAIMES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,0,4,0,4
APOLO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,5,11,5,13,34
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,12,15,2,0,29
ATOCHA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,0,1,0,1
AUCAPATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,0,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,4,2,29,23,58
AZURDUY,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,6,8,12,9,35
BAURES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,12,6,3,2,23
BELEN DE URMIRI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,0,1,0,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,12,10,7,9,38
BETANZOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,15,17,9,8,49
BOYUIBE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,0,1,0,1
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,1,1,0,0,2
CABEZAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,1,1,5,8,15
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,0,1,1,2
CALAMARCA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,1,1,0,0,2
CAMIRI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,11,10,0,0,21
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,1,1,0,2
CAQUIAVIRI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,0,1,0,1
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,1,4,1,6
CARANAVI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,1,0,0,0,1
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,6,6,0,0,12
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,1,1,5,4,11
CHIMORE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,2,1,2,7,12
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,4,0,1,5
CHUMA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,0,1,2,3
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,3,0,0,3
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,22,40,8,24,94
COBIJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,2,4,1,0,7
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,40,39,6,1,86
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,1,0,2,0,3
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,1,0,0,0,1
COLOMI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,1,0,0,2,3
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,1,0,1,0,2
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,1,2,5,2,10
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,1,0,0,1,2
COMANCHE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,1,1,0,0,2
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,0,1,3,4
CORO CORO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,1,1,0,0,2
CORQUE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,0,0,2,2
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,1,0,0,1,2
COTOCA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,2,7,0,0,9
CRUZ DE MACHACAMARCA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,0,0,1,1
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,1,0,3,4
EL ALTO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,49,38,21,25,133
EL TORNO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,2,2,0,1,5
EL VILLAR,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,1,0,0,0,1
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,1,3,1,5
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,2,0,0,2,4
EXALTACION,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,1,2,1,4
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,2,1,1,0,4
FILADELFIA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,2,2,1,1,6
GUAQUI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,0,2,1,3
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,1,3,3,4,11
HUANUNI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,1,9,0,10
INCAHUASI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,0,0,1,1
INGAVI (HUMAITA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,1,0,0,0,1
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,0,0,5,5
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,1,0,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,3,2,1,2,8
LA PAZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,49,61,6,8,124
LAGUNILLAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,0,3,2,5
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,0,1,0,1
LLICA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,0,0,1,1
LORETO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,2,0,3,2,7
MAPIRI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,1,1,2,4
MECAPACA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,2,1,0,3
MINEROS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,1,0,0,1,2
MIZQUE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,0,5,5,10
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,1,0,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,23,18,3,1,45
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,0,0,1,1
OCURI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,6,1,38,37,82
OKINAWA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,2,0,0,2
OMEREQUE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,0,1,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,34,44,5,6,89
PAILON,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,0,26,16,42
PALCA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,0,7,6,13
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,1,2,0,0,3
PASORAPA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,0,4,2,6
POCOATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,0,3,3,6
POCONA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,1,2,1,2,6
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,1,0,0,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,1,1,1,3
POTOSI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,12,8,4,9,33
PUERTO PEREZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,1,0,1,2
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,50,59,0,0,109
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,0,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,4,6,1,1,12
PUNA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,0,2,1,3
PUNATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,2,1,0,1,4
QUIABAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,0,0,5,5
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,0,3,2,5
RAVELO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,0,0,4,4
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,4,9,6,4,23
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,4,5,5,4,18
SABAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,1,0,0,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,4,6,1,0,11
SAIPINA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,0,0,1,1
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,0,1,1,2
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,0,8,8,16
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,0,2,1,3
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,14,12,8,0,34
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,2,0,0,0,2
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,7,4,13,12,36
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,2,2,0,0,4
SAN JAVIER(STC),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,1,0,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,2,0,10,14,26
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,20,13,3,3,39
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,3,3,17,11,34
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,14,17,2,3,36
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,2,2,2,6
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,1,1,4,0,6
SAN PABLO DE LIPEZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,1,1,0,2,4
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,5,6,6,1,18
SAN RAFAEL,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,3,0,0,0,3
SAN RAMON SCZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,2,0,0,0,2
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,1,0,4,5,10
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,178,159,8,4,349
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,0,0,1,1
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,1,0,0,0,1
SANTIVAÑES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,1,0,0,1
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,1,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,2,1,3,2,8
SOPACHUY,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,2,1,0,0,3
SORACACHI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,0,4,3,7
SUCRE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,6,2,0,1,9
TAPACARI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,2,0,0,1,3
TARIJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,4,5,0,0,9
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,3,1,7,8,19
TIPUANI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,1,0,1,1,3
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,2,0,2,2,6
TOMAVE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,1,0,1,3,5
TOMINA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,4,4,0,0,8
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,0,1,1,2
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,24,24,32,30,110
TUPIZA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,2,3,0,0,5
TURCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,1,1,0,0,2
UMALA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,2,0,2,1,5
UNCIA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,19,7,42,55,123
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,2,1,0,2,5
URUBICHA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,0,1,1,2
UYUNI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,13,10,5,4,32
VALLEGRANDE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,1,1,1,3
VIACHA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,4,3,1,0,8
VILLA CHARCAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,0,1,2,3
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,19,17,3,10,49
VILLAZON,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,2,1,1,1,5
VINTO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,2,0,4,0,6
VITICHI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,2,2,0,0,4
WARNES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,29,26,1,2,58
YACUIBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,5,5,1,1,12
YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,12,5,5,8,30
YOCALLA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,20,24,10,10,64
YUNGUYO DE LITORAL,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-06-01,0,0,2,1,3
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,5,5,11,12,33
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,1,1,2,4
AIQUILE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,1,0,0,0,1
ALCALA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,0,1,0,1
ANZALDO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,0,1,1,2
APOLO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,9,3,2,0,14
ARBIETO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,0,3,1,4
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,3,4,1,0,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,1,3,5,0,9
BATALLAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,0,2,0,2
BERMEJO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,7,15,4,4,30
BETANZOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,9,11,17,23,60
BOLIVAR,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,0,1,0,1
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,3,0,0,3
CABEZAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,0,2,1,3
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,4,1,0,5
CALAMARCA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,1,1,0,2
CAMIRI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,8,10,4,0,22
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,0,0,2,2
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,0,2,0,2
CARANAVI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,1,1,3,2,7
CARAPARI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,3,5,0,0,8
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,1,0,0,0,1
CHACARILLA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,2,1,0,1,4
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,1,0,2,2,5
CHAQUI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,4,1,0,0,5
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,1,1,2,4,8
CHIMORE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,1,3,11,5,20
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,4,2,0,0,6
CHUMA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,0,1,1,2
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,0,14,6,20
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,21,23,3,12,59
CLIZA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,0,2,0,2
COBIJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,1,3,7,4,15
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,32,34,7,11,84
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,1,2,2,1,6
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,0,1,0,1
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,1,0,0,0,1
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,1,4,1,6
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,2,0,0,0,2
COPACABANA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,0,0,1,1
CORIPATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,2,1,0,0,3
CORO CORO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,1,1,1,3
COTOCA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,2,11,0,0,13
CRUZ DE MACHACAMARCA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,0,1,0,1
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,1,1,2,2,6
CURAHUARA DE CARANGAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,0,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,72,58,69,59,258
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,1,0,0,1
EL TORNO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,1,1,1,0,3
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,0,4,9,13
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,2,3,0,0,5
ESCARA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,2,0,0,3,5
EXALTACION,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,0,1,4,5
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,2,3,0,1,6
FILADELFIA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,0,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,1,0,0,1
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,2,0,0,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,6,1,2,2,11
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,1,0,1,0,2
HUACHACALLA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,1,0,0,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,2,4,4,7,17
INCAHUASI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,0,2,2,4
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,0,0,1,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,1,0,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,5,3,1,0,9
LA PAZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,73,69,15,38,195
LAJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,1,0,0,1
LORETO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,2,0,0,2
LURIBAY,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,1,2,2,2,7
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,2,2,1,0,5
MALLA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,1,0,1,1,3
MECAPACA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,2,1,0,0,3
MINEROS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,1,1,0,0,2
MIZQUE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,1,1,0,2
MOJOCOYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,0,1,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,13,19,12,4,48
MOROCHATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,0,2,2,4
OCURI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,5,4,35,39,83
ORURO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,39,43,7,14,103
PADCAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,2,0,1,2,5
PAILON,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,2,4,0,0,6
PALCA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,0,3,1,4
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,3,3,1,0,7
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,0,1,2,3
PAPEL PAMPA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,1,1,0,0,2
PATACAMAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,1,4,9,14
PAZÑA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,2,0,0,0,2
PELECHUCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,2,1,0,0,3
POCONA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,3,1,4,8
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,0,2,0,2
PORCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,2,7,0,0,9
